Orthogroup	Prae	Prbh
OG0000039	Prae.g_00660	Prbh.g_00921
OG0000040	Prae.g_01597	Prbh.g_01815
OG0000041	Prae.g_01669	Prbh.g_01734
OG0000042	Prae.g_01822	Prbh.g_01573
OG0000043	Prae.g_00876	Prbh.g_01304
OG0000045	Prae.g_00371	Prbh.g_01327
OG0000048	Prae.g_00374	Prbh.g_00508
OG0000052	Prae.g_01416	Prbh.g_00041
OG0000053	Prae.g_01479	Prbh.g_01834, Prbh.g_00120
OG0000054	Prae.g_00580	Prbh.g_00223
OG0000055	Prae.g_00787	Prbh.g_01332
OG0000057	Prae.g_00672	Prbh.g_00936
OG0000058	Prae.g_01417	Prbh.g_00030
OG0000059	Prae.g_01710	Prbh.g_01695
OG0000061	Prae.g_01422, Prae.g_01163	Prbh.g_01283
OG0000062	Prae.g_01537	Prbh.g_00184
OG0000065	Prae.g_00106	Prbh.g_00676
OG0000066	Prae.g_00514	Prbh.g_01856
OG0000067	Prae.g_00806	Prbh.g_00953
OG0000068	Prae.g_01368	Prbh.g_00009
OG0000069	Prae.g_01573	Prbh.g_00376
OG0000070	Prae.g_00424	Prbh.g_00382
OG0000071	Prae.g_01329	Prbh.g_01373
OG0000072	Prae.g_00174	Prbh.g_00611
OG0000073	Prae.g_00473	Prbh.g_00330, Prbh.g_00051
OG0000074	Prae.g_00656	Prbh.g_00916
OG0000075	Prae.g_01791	Prbh.g_01607
OG0000076	Prae.g_01815	Prbh.g_01581
OG0000077	Prae.g_00078	Prbh.g_00704
OG0000078	Prae.g_00242	Prbh.g_00540
OG0000079	Prae.g_00255	Prbh.g_00527
OG0000081	Prae.g_00505	Prbh.g_00298
OG0000082	Prae.g_00559	Prbh.g_01855
OG0000084	Prae.g_01455	Prbh.g_00093
OG0000085	Prae.g_01616	Prbh.g_01408
OG0000086	Prae.g_00088	Prbh.g_00695
OG0000087	Prae.g_00139	Prbh.g_00642
OG0000088	Prae.g_00169	Prbh.g_00616
OG0000089	Prae.g_00355	Prbh.g_00415
OG0000090	Prae.g_00508	Prbh.g_00296
OG0000091	Prae.g_00616	Prbh.g_01211
OG0000092	Prae.g_00913	Prbh.g_00883
OG0000093	Prae.g_00933	Prbh.g_01181
OG0000094	Prae.g_01021	Prbh.g_01130
OG0000095	Prae.g_01040	Prbh.g_01031
OG0000096	Prae.g_01110, Prae.g_01283	Prbh.g_01909, Prbh.g_01948
OG0000097	Prae.g_01204	Prbh.g_01236
OG0000098	Prae.g_01350	Prbh.g_01935
OG0000099	Prae.g_01390	Prbh.g_00032
OG0000100	Prae.g_01533	Prbh.g_00179
OG0000101	Prae.g_01758	Prbh.g_01644
OG0000102	Prae.g_01820	Prbh.g_01576
OG0000103	Prae.g_01899	Prbh.g_01489
OG0000104	Prae.g_01907	Prbh.g_01480
OG0000105	Prae.g_01440	Prbh.g_00505
OG0000106	Prae.g_00370	Prbh.g_00821
OG0000107	Prae.g_00385	Prbh.g_01718
OG0000108	Prae.g_00454	Prbh.g_00351
OG0000109	Prae.g_00468	Prbh.g_00337
OG0000110	Prae.g_00549	Prbh.g_00254
OG0000111	Prae.g_00673	Prbh.g_00937
OG0000112	Prae.g_00770	Prbh.g_01078
OG0000113	Prae.g_00828	Prbh.g_00976
OG0000114	Prae.g_00908	Prbh.g_00878
OG0000115	Prae.g_01102	Prbh.g_01344
OG0000116	Prae.g_01153	Prbh.g_01294
OG0000117	Prae.g_01263	Prbh.g_01255
OG0000118	Prae.g_01341	Prbh.g_01385
OG0000119	Prae.g_01364	Prbh.g_01333, Prbh.g_00194
OG0000120	Prae.g_01389	Prbh.g_00031
OG0000121	Prae.g_01461	Prbh.g_00101
OG0000122	Prae.g_01499	Prbh.g_01347, Prbh.g_00143
OG0000123	Prae.g_01766	Prbh.g_01637
OG0000124	Prae.g_01831	Prbh.g_01564
OG0000125	Prae.g_01867	Prbh.g_01528
OG0000126	Prae.g_01906	Prbh.g_01481
OG0000128	Prae.g_00011	Prbh.g_01953
OG0000129	Prae.g_00046	Prbh.g_00738
OG0000130	Prae.g_00069	Prbh.g_00713
OG0000131	Prae.g_00148	Prbh.g_00637
OG0000132	Prae.g_00167	Prbh.g_00618
OG0000133	Prae.g_00323	Prbh.g_00457
OG0000134	Prae.g_00356	Prbh.g_00413
OG0000135	Prae.g_00382	Prbh.g_01825
OG0000136	Prae.g_00415	Prbh.g_00391
OG0000137	Prae.g_00449	Prbh.g_00356
OG0000138	Prae.g_00469	Prbh.g_00336
OG0000139	Prae.g_00512	Prbh.g_00292
OG0000140	Prae.g_00513	Prbh.g_00291
OG0000141	Prae.g_00581	Prbh.g_00222
OG0000142	Prae.g_00609	Prbh.g_01218
OG0000143	Prae.g_00613	Prbh.g_01215
OG0000144	Prae.g_00626	Prbh.g_01201
OG0000145	Prae.g_00766	Prbh.g_01880
OG0000146	Prae.g_00771	Prbh.g_01077
OG0000147	Prae.g_00772	Prbh.g_01076
OG0000148	Prae.g_00822	Prbh.g_00970
OG0000149	Prae.g_00852	Prbh.g_01002
OG0000150	Prae.g_00860	Prbh.g_01012
OG0000151	Prae.g_00918	Prbh.g_00888
OG0000152	Prae.g_00964	Prbh.g_01086
OG0000153	Prae.g_00983	Prbh.g_01104
OG0000154	Prae.g_01014	Prbh.g_01121
OG0000155	Prae.g_01183	Prbh.g_01261
OG0000156	Prae.g_01317	Prbh.g_01362
OG0000157	Prae.g_01318	Prbh.g_01363
OG0000158	Prae.g_01426	Prbh.g_01599
OG0000159	Prae.g_01438	Prbh.g_00039
OG0000160	Prae.g_01460	Prbh.g_00100
OG0000161	Prae.g_01466	Prbh.g_01288, Prbh.g_00106
OG0000162	Prae.g_01472	Prbh.g_00112
OG0000163	Prae.g_01506	Prbh.g_00151
OG0000164	Prae.g_01647	Prbh.g_01758
OG0000165	Prae.g_01654	Prbh.g_01750
OG0000166	Prae.g_01722	Prbh.g_01681
OG0000167	Prae.g_01789	Prbh.g_01609
OG0000168	Prae.g_01799	Prbh.g_01598
OG0000169	Prae.g_01809	Prbh.g_01588
OG0000170	Prae.g_01811	Prbh.g_01585
OG0000171	Prae.g_01830	Prbh.g_01565
OG0000172	Prae.g_01838	Prbh.g_01558
OG0000173	Prae.g_01853	Prbh.g_01543
OG0000174	Prae.g_01881	Prbh.g_01512
OG0000175	Prae.g_01891	Prbh.g_01500
OG0000176	Prae.g_00004	Prbh.g_01472
OG0000177	Prae.g_00005	Prbh.g_01471
OG0000178	Prae.g_00006	Prbh.g_01470
OG0000179	Prae.g_00016	Prbh.g_00764
OG0000180	Prae.g_00017	Prbh.g_00763
OG0000181	Prae.g_00018	Prbh.g_00762
OG0000182	Prae.g_00019	Prbh.g_00761
OG0000183	Prae.g_00023	Prbh.g_00757
OG0000184	Prae.g_00048	Prbh.g_00734
OG0000185	Prae.g_00051	Prbh.g_00731
OG0000186	Prae.g_00064	Prbh.g_00719
OG0000187	Prae.g_00065	Prbh.g_00718
OG0000188	Prae.g_00082	Prbh.g_00701
OG0000189	Prae.g_00096	Prbh.g_00687
OG0000190	Prae.g_00097	Prbh.g_00686
OG0000191	Prae.g_00117	Prbh.g_00664
OG0000192	Prae.g_00121	Prbh.g_00659
OG0000193	Prae.g_00149	Prbh.g_00636
OG0000194	Prae.g_00152	Prbh.g_00633
OG0000195	Prae.g_00154	Prbh.g_00631
OG0000196	Prae.g_00164	Prbh.g_00621
OG0000197	Prae.g_00165	Prbh.g_00620
OG0000198	Prae.g_00166	Prbh.g_00619
OG0000199	Prae.g_00173	Prbh.g_00612
OG0000200	Prae.g_00187	Prbh.g_00599
OG0000201	Prae.g_00195	Prbh.g_00590
OG0000202	Prae.g_00196	Prbh.g_00589
OG0000203	Prae.g_00197	Prbh.g_00588
OG0000204	Prae.g_00198	Prbh.g_00587
OG0000205	Prae.g_00205	Prbh.g_00580
OG0000206	Prae.g_00210	Prbh.g_00575
OG0000207	Prae.g_00212	Prbh.g_00573
OG0000208	Prae.g_00213	Prbh.g_00572
OG0000209	Prae.g_00222	Prbh.g_00563
OG0000210	Prae.g_00223	Prbh.g_00562
OG0000211	Prae.g_00236	Prbh.g_00547
OG0000212	Prae.g_00243	Prbh.g_00539
OG0000213	Prae.g_00260	Prbh.g_00521
OG0000214	Prae.g_00270	Prbh.g_00512
OG0000215	Prae.g_00293	Prbh.g_00485
OG0000216	Prae.g_00295	Prbh.g_00484
OG0000217	Prae.g_00298	Prbh.g_00481
OG0000218	Prae.g_00300	Prbh.g_00479
OG0000219	Prae.g_00301	Prbh.g_00478
OG0000220	Prae.g_00302	Prbh.g_00477
OG0000221	Prae.g_00303	Prbh.g_00476
OG0000222	Prae.g_00311	Prbh.g_00469
OG0000223	Prae.g_00324	Prbh.g_00456
OG0000224	Prae.g_00326	Prbh.g_00454
OG0000225	Prae.g_00345	Prbh.g_00426
OG0000226	Prae.g_00349	Prbh.g_00422
OG0000227	Prae.g_00351	Prbh.g_00420
OG0000228	Prae.g_00354	Prbh.g_00416
OG0000229	Prae.g_00410	Prbh.g_00396
OG0000230	Prae.g_00412	Prbh.g_00394
OG0000231	Prae.g_00423	Prbh.g_00383
OG0000232	Prae.g_00432	Prbh.g_00370
OG0000233	Prae.g_00437	Prbh.g_00365
OG0000234	Prae.g_00450	Prbh.g_00355
OG0000235	Prae.g_00453	Prbh.g_00352
OG0000236	Prae.g_00467	Prbh.g_00338
OG0000237	Prae.g_00480	Prbh.g_00324
OG0000238	Prae.g_00486	Prbh.g_00318
OG0000239	Prae.g_00499	Prbh.g_00305
OG0000240	Prae.g_00500	Prbh.g_00304
OG0000241	Prae.g_00504	Prbh.g_00299
OG0000242	Prae.g_00506	Prbh.g_00297
OG0000243	Prae.g_00518	Prbh.g_00287
OG0000244	Prae.g_00521	Prbh.g_00284
OG0000245	Prae.g_00523	Prbh.g_00282
OG0000246	Prae.g_00527	Prbh.g_00278
OG0000247	Prae.g_00537	Prbh.g_00267
OG0000248	Prae.g_00539	Prbh.g_00264
OG0000249	Prae.g_00541	Prbh.g_00262
OG0000250	Prae.g_00546	Prbh.g_00257
OG0000251	Prae.g_00565	Prbh.g_00239
OG0000252	Prae.g_00568	Prbh.g_00236
OG0000253	Prae.g_00569	Prbh.g_00235
OG0000254	Prae.g_00585	Prbh.g_00218
OG0000255	Prae.g_00591	Prbh.g_00212
OG0000256	Prae.g_00601	Prbh.g_01455
OG0000257	Prae.g_00604	Prbh.g_01223
OG0000258	Prae.g_00617	Prbh.g_01210
OG0000259	Prae.g_00634	Prbh.g_01193
OG0000260	Prae.g_00637	Prbh.g_01190
OG0000261	Prae.g_00639	Prbh.g_01187
OG0000262	Prae.g_00643	Prbh.g_01182
OG0000263	Prae.g_00655	Prbh.g_00915
OG0000264	Prae.g_00665	Prbh.g_00926
OG0000265	Prae.g_00711	Prbh.g_00945
OG0000266	Prae.g_00721	Prbh.g_01163
OG0000267	Prae.g_00732	Prbh.g_01150
OG0000268	Prae.g_00733	Prbh.g_01149
OG0000269	Prae.g_00801	Prbh.g_00948
OG0000270	Prae.g_00804	Prbh.g_00951
OG0000271	Prae.g_00812	Prbh.g_00959
OG0000272	Prae.g_00813	Prbh.g_00960
OG0000273	Prae.g_00836	Prbh.g_00983
OG0000274	Prae.g_00837	Prbh.g_00984
OG0000275	Prae.g_00839	Prbh.g_00987
OG0000276	Prae.g_00844	Prbh.g_00993
OG0000277	Prae.g_00845	Prbh.g_00994
OG0000278	Prae.g_00848	Prbh.g_00997
OG0000279	Prae.g_00855	Prbh.g_01005
OG0000280	Prae.g_00856	Prbh.g_01006
OG0000281	Prae.g_00861	Prbh.g_01013
OG0000282	Prae.g_00910	Prbh.g_00880
OG0000283	Prae.g_00941	Prbh.g_01059
OG0000284	Prae.g_00946	Prbh.g_01064
OG0000285	Prae.g_00951	Prbh.g_01069
OG0000286	Prae.g_00963	Prbh.g_01085
OG0000287	Prae.g_00980	Prbh.g_01342
OG0000288	Prae.g_01013	Prbh.g_01120
OG0000289	Prae.g_01024	Prbh.g_01135
OG0000290	Prae.g_01037	Prbh.g_01034
OG0000291	Prae.g_01039	Prbh.g_01032
OG0000292	Prae.g_01090	Prbh.g_01328
OG0000293	Prae.g_01154	Prbh.g_01293
OG0000294	Prae.g_01155	Prbh.g_01292
OG0000295	Prae.g_01175	Prbh.g_01268
OG0000296	Prae.g_01177	Prbh.g_01266
OG0000297	Prae.g_01185	Prbh.g_01257
OG0000298	Prae.g_01186	Prbh.g_01256
OG0000299	Prae.g_01203	Prbh.g_01237
OG0000300	Prae.g_01206	Prbh.g_01234
OG0000301	Prae.g_01207	Prbh.g_01233
OG0000302	Prae.g_01209	Prbh.g_01231
OG0000303	Prae.g_01216	Prbh.g_01225
OG0000304	Prae.g_01220	Prbh.g_01450
OG0000305	Prae.g_01360	Prbh.g_01326
OG0000306	Prae.g_01363	Prbh.g_01017
OG0000307	Prae.g_01377	Prbh.g_00019
OG0000308	Prae.g_01378	Prbh.g_00020
OG0000309	Prae.g_01382	Prbh.g_00024
OG0000310	Prae.g_01444	Prbh.g_00082
OG0000311	Prae.g_01446	Prbh.g_00084
OG0000312	Prae.g_01449	Prbh.g_00087
OG0000313	Prae.g_01463	Prbh.g_00103
OG0000314	Prae.g_01486	Prbh.g_00126
OG0000315	Prae.g_01496	Prbh.g_00136
OG0000316	Prae.g_01516	Prbh.g_00162
OG0000317	Prae.g_01621	Prbh.g_01785
OG0000318	Prae.g_01624	Prbh.g_01781
OG0000319	Prae.g_01637	Prbh.g_01768
OG0000320	Prae.g_01639	Prbh.g_01766
OG0000321	Prae.g_01640	Prbh.g_01765
OG0000322	Prae.g_01641	Prbh.g_01764
OG0000323	Prae.g_01650	Prbh.g_01755
OG0000324	Prae.g_01676	Prbh.g_01727
OG0000325	Prae.g_01687	Prbh.g_01717
OG0000326	Prae.g_01693	Prbh.g_01710
OG0000327	Prae.g_01717	Prbh.g_01686
OG0000328	Prae.g_01718	Prbh.g_01685
OG0000329	Prae.g_01735	Prbh.g_01668
OG0000330	Prae.g_01736	Prbh.g_01667
OG0000331	Prae.g_01737	Prbh.g_01666
OG0000332	Prae.g_01751	Prbh.g_01652
OG0000333	Prae.g_01753	Prbh.g_01650
OG0000334	Prae.g_01761	Prbh.g_01641
OG0000335	Prae.g_01767	Prbh.g_01636
OG0000336	Prae.g_01771	Prbh.g_01632
OG0000337	Prae.g_01787	Prbh.g_01613
OG0000338	Prae.g_01788	Prbh.g_01612
OG0000339	Prae.g_01792	Prbh.g_01606
OG0000340	Prae.g_01800	Prbh.g_01597
OG0000341	Prae.g_01802	Prbh.g_01595
OG0000342	Prae.g_01803	Prbh.g_01594
OG0000343	Prae.g_01804	Prbh.g_01593
OG0000344	Prae.g_01807	Prbh.g_01590
OG0000345	Prae.g_01812	Prbh.g_01584
OG0000346	Prae.g_01816	Prbh.g_01580
OG0000347	Prae.g_01832	Prbh.g_01563
OG0000348	Prae.g_01841	Prbh.g_01555
OG0000349	Prae.g_01858	Prbh.g_01537
OG0000350	Prae.g_01877	Prbh.g_01516
OG0000351	Prae.g_01894	Prbh.g_01497
OG0000352	Prae.g_01895	Prbh.g_01496
OG0000353	Prae.g_01910	Prbh.g_01477
OG0000355	Prae.g_00001	Prbh.g_01475
OG0000356	Prae.g_00002	Prbh.g_01474
OG0000357	Prae.g_00003	Prbh.g_01473
OG0000358	Prae.g_00007	Prbh.g_01469
OG0000359	Prae.g_00008	Prbh.g_01468
OG0000360	Prae.g_00009	Prbh.g_01467
OG0000361	Prae.g_00010	Prbh.g_01466
OG0000362	Prae.g_00012	Prbh.g_01952
OG0000363	Prae.g_00014	Prbh.g_00766
OG0000364	Prae.g_00015	Prbh.g_00765
OG0000365	Prae.g_00020	Prbh.g_00760
OG0000366	Prae.g_00021	Prbh.g_00759
OG0000367	Prae.g_00022	Prbh.g_00758
OG0000368	Prae.g_00024	Prbh.g_00756
OG0000369	Prae.g_00025	Prbh.g_00755
OG0000370	Prae.g_00026	Prbh.g_00754
OG0000371	Prae.g_00032	Prbh.g_00748
OG0000372	Prae.g_00035	Prbh.g_00746
OG0000373	Prae.g_00036	Prbh.g_00745
OG0000374	Prae.g_00037	Prbh.g_00744
OG0000375	Prae.g_00042	Prbh.g_00743
OG0000376	Prae.g_00044	Prbh.g_00741
OG0000377	Prae.g_00047	Prbh.g_00737
OG0000378	Prae.g_00049	Prbh.g_00733
OG0000379	Prae.g_00052	Prbh.g_00730
OG0000380	Prae.g_00066	Prbh.g_00717
OG0000381	Prae.g_00070	Prbh.g_00712
OG0000382	Prae.g_00081	Prbh.g_00702
OG0000383	Prae.g_00083	Prbh.g_00700
OG0000384	Prae.g_00084	Prbh.g_00699
OG0000385	Prae.g_00085	Prbh.g_00698
OG0000386	Prae.g_00086	Prbh.g_00697
OG0000387	Prae.g_00099	Prbh.g_00684
OG0000388	Prae.g_00102	Prbh.g_00680
OG0000389	Prae.g_00105	Prbh.g_00677
OG0000390	Prae.g_00112	Prbh.g_00668
OG0000391	Prae.g_00116	Prbh.g_00665
OG0000392	Prae.g_00120	Prbh.g_00661
OG0000393	Prae.g_00122	Prbh.g_00658
OG0000394	Prae.g_00123	Prbh.g_00657
OG0000395	Prae.g_00124	Prbh.g_00656
OG0000396	Prae.g_00127	Prbh.g_00654
OG0000397	Prae.g_00129	Prbh.g_00652
OG0000398	Prae.g_00131	Prbh.g_00649
OG0000399	Prae.g_00132	Prbh.g_00648
OG0000400	Prae.g_00133	Prbh.g_00647
OG0000401	Prae.g_00134	Prbh.g_00646
OG0000402	Prae.g_00136	Prbh.g_01144
OG0000403	Prae.g_00137	Prbh.g_00644
OG0000404	Prae.g_00138	Prbh.g_00643
OG0000405	Prae.g_00142	Prbh.g_00639
OG0000406	Prae.g_00150	Prbh.g_00635
OG0000407	Prae.g_00151	Prbh.g_00634
OG0000408	Prae.g_00153	Prbh.g_00632
OG0000409	Prae.g_00155	Prbh.g_00630
OG0000410	Prae.g_00156	Prbh.g_00629
OG0000411	Prae.g_00157	Prbh.g_00628
OG0000412	Prae.g_00158	Prbh.g_00627
OG0000413	Prae.g_00159	Prbh.g_00626
OG0000414	Prae.g_00160	Prbh.g_00625
OG0000415	Prae.g_00161	Prbh.g_00624
OG0000416	Prae.g_00162	Prbh.g_00623
OG0000417	Prae.g_00163	Prbh.g_00622
OG0000418	Prae.g_00168	Prbh.g_00617
OG0000419	Prae.g_00170	Prbh.g_00615
OG0000420	Prae.g_00171	Prbh.g_00614
OG0000421	Prae.g_00176	Prbh.g_00610
OG0000422	Prae.g_00177	Prbh.g_00609
OG0000423	Prae.g_00178	Prbh.g_00608
OG0000424	Prae.g_00179	Prbh.g_00607
OG0000425	Prae.g_00180	Prbh.g_00606
OG0000426	Prae.g_00181	Prbh.g_00605
OG0000427	Prae.g_00182	Prbh.g_00604
OG0000428	Prae.g_00184	Prbh.g_00602
OG0000429	Prae.g_00185	Prbh.g_00601
OG0000430	Prae.g_00186	Prbh.g_00600
OG0000431	Prae.g_00188	Prbh.g_00598
OG0000432	Prae.g_00191	Prbh.g_00594
OG0000433	Prae.g_00192	Prbh.g_00593
OG0000434	Prae.g_00193	Prbh.g_00592
OG0000435	Prae.g_00194	Prbh.g_00591
OG0000436	Prae.g_00199	Prbh.g_00586
OG0000437	Prae.g_00200	Prbh.g_00585
OG0000438	Prae.g_00201	Prbh.g_00584
OG0000439	Prae.g_00203	Prbh.g_00582
OG0000440	Prae.g_00204	Prbh.g_00581
OG0000441	Prae.g_00207	Prbh.g_00578
OG0000442	Prae.g_00208	Prbh.g_00577
OG0000443	Prae.g_00209	Prbh.g_00576
OG0000444	Prae.g_00214	Prbh.g_00571
OG0000445	Prae.g_00215	Prbh.g_00570
OG0000446	Prae.g_00216	Prbh.g_00569
OG0000447	Prae.g_00217	Prbh.g_00568
OG0000448	Prae.g_00218	Prbh.g_00567
OG0000449	Prae.g_00219	Prbh.g_00566
OG0000450	Prae.g_00220	Prbh.g_00565
OG0000451	Prae.g_00221	Prbh.g_00564
OG0000452	Prae.g_00224	Prbh.g_00561
OG0000453	Prae.g_00225	Prbh.g_00560
OG0000454	Prae.g_00226	Prbh.g_00559
OG0000455	Prae.g_00227	Prbh.g_00558
OG0000456	Prae.g_00228	Prbh.g_00557
OG0000457	Prae.g_00229	Prbh.g_00555
OG0000458	Prae.g_00230	Prbh.g_00554
OG0000459	Prae.g_00231	Prbh.g_00553
OG0000460	Prae.g_00238	Prbh.g_00545
OG0000461	Prae.g_00245	Prbh.g_00537
OG0000462	Prae.g_00247	Prbh.g_00535
OG0000463	Prae.g_00248	Prbh.g_00534
OG0000464	Prae.g_00249	Prbh.g_00533
OG0000465	Prae.g_00250	Prbh.g_00532
OG0000466	Prae.g_00253	Prbh.g_00529
OG0000467	Prae.g_00254	Prbh.g_00528
OG0000468	Prae.g_00256	Prbh.g_00525
OG0000469	Prae.g_00265	Prbh.g_00517
OG0000470	Prae.g_00267	Prbh.g_00515
OG0000471	Prae.g_00268	Prbh.g_00514
OG0000472	Prae.g_00269	Prbh.g_00513
OG0000473	Prae.g_00271	Prbh.g_00511
OG0000474	Prae.g_00272	Prbh.g_00510
OG0000475	Prae.g_00273	Prbh.g_00509
OG0000476	Prae.g_00274	Prbh.g_00507
OG0000477	Prae.g_00276	Prbh.g_00504
OG0000478	Prae.g_00277	Prbh.g_00503
OG0000479	Prae.g_00278	Prbh.g_00502
OG0000480	Prae.g_00283	Prbh.g_00497
OG0000481	Prae.g_00285	Prbh.g_00494
OG0000482	Prae.g_00286	Prbh.g_00493
OG0000483	Prae.g_00289	Prbh.g_00490
OG0000484	Prae.g_00290	Prbh.g_00489
OG0000485	Prae.g_00291	Prbh.g_00487
OG0000486	Prae.g_00292	Prbh.g_00486
OG0000487	Prae.g_00296	Prbh.g_00483
OG0000488	Prae.g_00299	Prbh.g_00480
OG0000489	Prae.g_00304	Prbh.g_00475
OG0000490	Prae.g_00309	Prbh.g_00471
OG0000491	Prae.g_00310	Prbh.g_00470
OG0000492	Prae.g_00312	Prbh.g_00468
OG0000493	Prae.g_00313	Prbh.g_00467
OG0000494	Prae.g_00314	Prbh.g_00466
OG0000495	Prae.g_00315	Prbh.g_00465
OG0000496	Prae.g_00316	Prbh.g_00464
OG0000497	Prae.g_00317	Prbh.g_00463
OG0000498	Prae.g_00318	Prbh.g_00462
OG0000499	Prae.g_00319	Prbh.g_00461
OG0000500	Prae.g_00320	Prbh.g_00460
OG0000501	Prae.g_00322	Prbh.g_00458
OG0000502	Prae.g_00325	Prbh.g_00455
OG0000503	Prae.g_00335	Prbh.g_00439
OG0000504	Prae.g_00336	Prbh.g_00437
OG0000505	Prae.g_00337	Prbh.g_00436
OG0000506	Prae.g_00338	Prbh.g_00435
OG0000507	Prae.g_00341	Prbh.g_00431
OG0000508	Prae.g_00344	Prbh.g_00427
OG0000509	Prae.g_00346	Prbh.g_00425
OG0000510	Prae.g_00347	Prbh.g_00424
OG0000511	Prae.g_00348	Prbh.g_00423
OG0000512	Prae.g_00350	Prbh.g_00421
OG0000513	Prae.g_00357	Prbh.g_00412
OG0000514	Prae.g_00405	Prbh.g_00401
OG0000515	Prae.g_00406	Prbh.g_00400
OG0000516	Prae.g_00407	Prbh.g_00399
OG0000517	Prae.g_00409	Prbh.g_00397
OG0000518	Prae.g_00420	Prbh.g_00386
OG0000519	Prae.g_00421	Prbh.g_00385
OG0000520	Prae.g_00422	Prbh.g_00384
OG0000521	Prae.g_00427	Prbh.g_00374
OG0000522	Prae.g_00429	Prbh.g_00372
OG0000523	Prae.g_00430	Prbh.g_00371
OG0000524	Prae.g_00435	Prbh.g_00367
OG0000525	Prae.g_00438	Prbh.g_00363
OG0000526	Prae.g_00439	Prbh.g_00361
OG0000527	Prae.g_00447	Prbh.g_00358
OG0000528	Prae.g_00452	Prbh.g_00353
OG0000529	Prae.g_00455	Prbh.g_00350
OG0000530	Prae.g_00458	Prbh.g_00347
OG0000531	Prae.g_00459	Prbh.g_00346
OG0000532	Prae.g_00461	Prbh.g_00344
OG0000533	Prae.g_00462	Prbh.g_00343
OG0000534	Prae.g_00463	Prbh.g_00342
OG0000535	Prae.g_00464	Prbh.g_00341
OG0000536	Prae.g_00465	Prbh.g_00340
OG0000537	Prae.g_00466	Prbh.g_00339
OG0000538	Prae.g_00474	Prbh.g_00329
OG0000539	Prae.g_00475	Prbh.g_00328
OG0000540	Prae.g_00476	Prbh.g_00327
OG0000541	Prae.g_00477	Prbh.g_00326
OG0000542	Prae.g_00479	Prbh.g_00325
OG0000543	Prae.g_00481	Prbh.g_00323
OG0000544	Prae.g_00482	Prbh.g_00322
OG0000545	Prae.g_00484	Prbh.g_00320
OG0000546	Prae.g_00487	Prbh.g_00317
OG0000547	Prae.g_00489	Prbh.g_00315
OG0000548	Prae.g_00490	Prbh.g_00314
OG0000549	Prae.g_00492	Prbh.g_00311
OG0000550	Prae.g_00497	Prbh.g_00306
OG0000551	Prae.g_00501	Prbh.g_00303
OG0000552	Prae.g_00502	Prbh.g_00302
OG0000553	Prae.g_00503	Prbh.g_00301
OG0000554	Prae.g_00509	Prbh.g_00295
OG0000555	Prae.g_00517	Prbh.g_00288
OG0000556	Prae.g_00519	Prbh.g_00286
OG0000557	Prae.g_00520	Prbh.g_00285
OG0000558	Prae.g_00522	Prbh.g_00283
OG0000559	Prae.g_00526	Prbh.g_00279
OG0000560	Prae.g_00529	Prbh.g_00276
OG0000561	Prae.g_00530	Prbh.g_00275
