Orthogroup	Prae	Syad
OG0000124	Prae.g_01831	Syad.g_00320
OG0000125	Prae.g_01867	Syad.g_03040
OG0000126	Prae.g_01906	Syad.g_00156
OG0000128	Prae.g_00011	Syad.g_00174
OG0000129	Prae.g_00046	Syad.g_03028
OG0000130	Prae.g_00069	Syad.g_02728
OG0000131	Prae.g_00148	Syad.g_02876
OG0000132	Prae.g_00167	Syad.g_02897
OG0000133	Prae.g_00323	Syad.g_01761
OG0000134	Prae.g_00356	Syad.g_00788
OG0000135	Prae.g_00382	Syad.g_00063
OG0000136	Prae.g_00415	Syad.g_02445
OG0000137	Prae.g_00449	Syad.g_02353
OG0000138	Prae.g_00469	Syad.g_00920
OG0000139	Prae.g_00512	Syad.g_00983
OG0000140	Prae.g_00513	Syad.g_00987
OG0000141	Prae.g_00581	Syad.g_02208
OG0000142	Prae.g_00609	Syad.g_02152
OG0000143	Prae.g_00613	Syad.g_02148
OG0000144	Prae.g_00626	Syad.g_02024
OG0000145	Prae.g_00766	Syad.g_00927
OG0000146	Prae.g_00771	Syad.g_01767
OG0000147	Prae.g_00772	Syad.g_01768
OG0000148	Prae.g_00822	Syad.g_01861
OG0000149	Prae.g_00852	Syad.g_01221
OG0000150	Prae.g_00860	Syad.g_02207, Syad.g_00989
OG0000151	Prae.g_00918	Syad.g_01956
OG0000152	Prae.g_00964	Syad.g_01757
OG0000153	Prae.g_00983	Syad.g_01713
OG0000154	Prae.g_01014	Syad.g_01686
OG0000155	Prae.g_01183	Syad.g_01189
OG0000156	Prae.g_01317	Syad.g_01116
OG0000157	Prae.g_01318	Syad.g_01115
OG0000158	Prae.g_01426	Syad.g_00374
OG0000160	Prae.g_01460	Syad.g_02279
OG0000161	Prae.g_01466	Syad.g_02287
OG0000162	Prae.g_01472	Syad.g_02293
OG0000163	Prae.g_01506	Syad.g_02542
OG0000164	Prae.g_01647	Syad.g_02659
OG0000165	Prae.g_01654	Syad.g_02476
OG0000166	Prae.g_01722	Syad.g_00654
OG0000167	Prae.g_01789	Syad.g_00419
OG0000168	Prae.g_01799	Syad.g_00371
OG0000169	Prae.g_01809	Syad.g_00360
OG0000170	Prae.g_01811	Syad.g_00353
OG0000171	Prae.g_01830	Syad.g_00321
OG0000172	Prae.g_01838	Syad.g_00244
OG0000173	Prae.g_01853	Syad.g_00220
OG0000174	Prae.g_01881	Syad.g_00065
OG0000175	Prae.g_01891	Syad.g_00129
OG0000176	Prae.g_00004	Syad.g_00166
OG0000177	Prae.g_00005	Syad.g_00167
OG0000178	Prae.g_00006	Syad.g_00168
OG0000179	Prae.g_00016	Syad.g_00183
OG0000180	Prae.g_00017	Syad.g_00184
OG0000181	Prae.g_00018	Syad.g_00185
OG0000182	Prae.g_00019	Syad.g_00186
OG0000183	Prae.g_00023	Syad.g_00190
OG0000184	Prae.g_00048	Syad.g_03018
OG0000185	Prae.g_00051	Syad.g_03006
OG0000186	Prae.g_00064	Syad.g_02722
OG0000187	Prae.g_00065	Syad.g_02724
OG0000188	Prae.g_00082	Syad.g_02759
OG0000189	Prae.g_00096	Syad.g_02788
OG0000190	Prae.g_00097	Syad.g_02790
OG0000191	Prae.g_00117	Syad.g_02824
OG0000192	Prae.g_00121	Syad.g_02834
OG0000193	Prae.g_00149	Syad.g_02877
OG0000194	Prae.g_00152	Syad.g_02880
OG0000195	Prae.g_00154	Syad.g_02884
OG0000196	Prae.g_00164	Syad.g_02894
OG0000197	Prae.g_00165	Syad.g_02895
OG0000198	Prae.g_00166	Syad.g_02896
OG0000199	Prae.g_00173	Syad.g_02904
OG0000200	Prae.g_00187	Syad.g_02921
OG0000201	Prae.g_00195	Syad.g_02937
OG0000202	Prae.g_00196	Syad.g_02938
OG0000203	Prae.g_00197	Syad.g_02939
OG0000204	Prae.g_00198	Syad.g_02940
OG0000205	Prae.g_00205	Syad.g_02948
OG0000206	Prae.g_00210	Syad.g_02955
OG0000207	Prae.g_00212	Syad.g_02957
OG0000208	Prae.g_00213	Syad.g_02958
OG0000209	Prae.g_00222	Syad.g_02981
OG0000210	Prae.g_00223	Syad.g_02982
OG0000212	Prae.g_00243	Syad.g_00825
OG0000213	Prae.g_00260	Syad.g_00556
OG0000214	Prae.g_00270	Syad.g_00538
OG0000215	Prae.g_00293	Syad.g_00508
OG0000216	Prae.g_00295	Syad.g_00504, Syad.g_00285
OG0000217	Prae.g_00298	Syad.g_00500
OG0000218	Prae.g_00300	Syad.g_00498
OG0000219	Prae.g_00301	Syad.g_00497
OG0000220	Prae.g_00302	Syad.g_00496
OG0000221	Prae.g_00303	Syad.g_00488
OG0000222	Prae.g_00311	Syad.g_00473
OG0000223	Prae.g_00324	Syad.g_00451
OG0000224	Prae.g_00326	Syad.g_00444
OG0000225	Prae.g_00345	Syad.g_00777
OG0000226	Prae.g_00349	Syad.g_00781
OG0000227	Prae.g_00351	Syad.g_00783
OG0000228	Prae.g_00354	Syad.g_00784
OG0000229	Prae.g_00410	Syad.g_02450
OG0000230	Prae.g_00412	Syad.g_02448
OG0000231	Prae.g_00423	Syad.g_02436
OG0000232	Prae.g_00432	Syad.g_02392
OG0000233	Prae.g_00437	Syad.g_02382
OG0000234	Prae.g_00450	Syad.g_02351
OG0000235	Prae.g_00453	Syad.g_00903
OG0000236	Prae.g_00467	Syad.g_00918
OG0000237	Prae.g_00480	Syad.g_00936
OG0000238	Prae.g_00486	Syad.g_00941
OG0000239	Prae.g_00499	Syad.g_00957
OG0000240	Prae.g_00500	Syad.g_00958
OG0000241	Prae.g_00504	Syad.g_02160
OG0000242	Prae.g_00506	Syad.g_00975
OG0000243	Prae.g_00518	Syad.g_01000
OG0000244	Prae.g_00521	Syad.g_01012
OG0000245	Prae.g_00523	Syad.g_01014
OG0000246	Prae.g_00527	Syad.g_01017
OG0000247	Prae.g_00537	Syad.g_01029
OG0000248	Prae.g_00539	Syad.g_01032
OG0000249	Prae.g_00541	Syad.g_01034
OG0000250	Prae.g_00546	Syad.g_01044
OG0000251	Prae.g_00565	Syad.g_01071
OG0000252	Prae.g_00568	Syad.g_01078
OG0000253	Prae.g_00569	Syad.g_01081
OG0000254	Prae.g_00585	Syad.g_02203
OG0000255	Prae.g_00591	Syad.g_02185
OG0000256	Prae.g_00601	Syad.g_02167
OG0000257	Prae.g_00604	Syad.g_02161
OG0000258	Prae.g_00617	Syad.g_02143
OG0000259	Prae.g_00634	Syad.g_01576
OG0000260	Prae.g_00637	Syad.g_01587
OG0000261	Prae.g_00639	Syad.g_01590
OG0000262	Prae.g_00643	Syad.g_01595
OG0000263	Prae.g_00655	Syad.g_01475
OG0000264	Prae.g_00665	Syad.g_01360
OG0000265	Prae.g_00711	Syad.g_01383
OG0000266	Prae.g_00721	Syad.g_01804
OG0000267	Prae.g_00732	Syad.g_01645
OG0000268	Prae.g_00733	Syad.g_01646
OG0000269	Prae.g_00801	Syad.g_01894
OG0000270	Prae.g_00804	Syad.g_01891
OG0000271	Prae.g_00812	Syad.g_01883
OG0000272	Prae.g_00813	Syad.g_01882
OG0000273	Prae.g_00836	Syad.g_01247
OG0000274	Prae.g_00837	Syad.g_01246
OG0000275	Prae.g_00839	Syad.g_01242
OG0000276	Prae.g_00844	Syad.g_01229
OG0000277	Prae.g_00845	Syad.g_01228
OG0000278	Prae.g_00848	Syad.g_01225
OG0000279	Prae.g_00855	Syad.g_01208
OG0000280	Prae.g_00856	Syad.g_01198
OG0000281	Prae.g_00861	Syad.g_00624
OG0000282	Prae.g_00910	Syad.g_01619
OG0000283	Prae.g_00941	Syad.g_01661
OG0000284	Prae.g_00946	Syad.g_01787
OG0000285	Prae.g_00951	Syad.g_01776
OG0000286	Prae.g_00963	Syad.g_01758
OG0000288	Prae.g_01013	Syad.g_01687
OG0000289	Prae.g_01024	Syad.g_01672
OG0000290	Prae.g_01037	Syad.g_01287
OG0000291	Prae.g_01039	Syad.g_01289
OG0000292	Prae.g_01090	Syad.g_00155
OG0000293	Prae.g_01154	Syad.g_01124
OG0000294	Prae.g_01155	Syad.g_01125
OG0000295	Prae.g_01175	Syad.g_01181
OG0000296	Prae.g_01177	Syad.g_01183
OG0000297	Prae.g_01185	Syad.g_01512
OG0000298	Prae.g_01186	Syad.g_01511
OG0000299	Prae.g_01203	Syad.g_01462
OG0000300	Prae.g_01206	Syad.g_01455
OG0000301	Prae.g_01207	Syad.g_01454
OG0000302	Prae.g_01209	Syad.g_01453
OG0000303	Prae.g_01216	Syad.g_01442
OG0000304	Prae.g_01220	Syad.g_01436
OG0000305	Prae.g_01360	Syad.g_01292
OG0000306	Prae.g_01363	Syad.g_01989
OG0000307	Prae.g_01377	Syad.g_00883
OG0000308	Prae.g_01378	Syad.g_00881
OG0000309	Prae.g_01382	Syad.g_00876
OG0000310	Prae.g_01444	Syad.g_02250
OG0000311	Prae.g_01446	Syad.g_02254
OG0000312	Prae.g_01449	Syad.g_02265
OG0000313	Prae.g_01463	Syad.g_02284
OG0000314	Prae.g_01486	Syad.g_02313
OG0000315	Prae.g_01496	Syad.g_02323
OG0000316	Prae.g_01516	Syad.g_02564
OG0000317	Prae.g_01621	Syad.g_02620
OG0000318	Prae.g_01624	Syad.g_02624
OG0000319	Prae.g_01637	Syad.g_02642
OG0000320	Prae.g_01639	Syad.g_02644
OG0000321	Prae.g_01640	Syad.g_02645
OG0000322	Prae.g_01641	Syad.g_02646
OG0000323	Prae.g_01650	Syad.g_02661
OG0000324	Prae.g_01676	Syad.g_02505
OG0000325	Prae.g_01687	Syad.g_00591
OG0000326	Prae.g_01693	Syad.g_00598
OG0000327	Prae.g_01717	Syad.g_00649
OG0000328	Prae.g_01718	Syad.g_00650
OG0000329	Prae.g_01735	Syad.g_00668
OG0000330	Prae.g_01736	Syad.g_00669
OG0000331	Prae.g_01737	Syad.g_00670
OG0000332	Prae.g_01751	Syad.g_00685
OG0000333	Prae.g_01753	Syad.g_00688
OG0000334	Prae.g_01761	Syad.g_00697
OG0000335	Prae.g_01767	Syad.g_00702
OG0000336	Prae.g_01771	Syad.g_00706
OG0000337	Prae.g_01787	Syad.g_00425, Syad.g_00427
OG0000338	Prae.g_01788	Syad.g_00421
OG0000339	Prae.g_01792	Syad.g_00414
OG0000340	Prae.g_01800	Syad.g_00370
OG0000341	Prae.g_01802	Syad.g_00368
OG0000342	Prae.g_01803	Syad.g_00367
OG0000343	Prae.g_01804	Syad.g_00366
OG0000344	Prae.g_01807	Syad.g_00362
OG0000345	Prae.g_01812	Syad.g_00352
OG0000346	Prae.g_01816	Syad.g_00347
OG0000347	Prae.g_01832	Syad.g_00318
OG0000348	Prae.g_01841	Syad.g_00233
OG0000349	Prae.g_01858	Syad.g_00213
OG0000350	Prae.g_01877	Syad.g_00605
OG0000351	Prae.g_01894	Syad.g_00134
OG0000352	Prae.g_01895	Syad.g_00135
OG0000353	Prae.g_01910	Syad.g_00161
OG0000354	Prae.g_00689	Syad.g_00181
OG0000355	Prae.g_00001	Syad.g_00163
OG0000356	Prae.g_00002	Syad.g_00164
OG0000357	Prae.g_00003	Syad.g_00165
OG0000358	Prae.g_00007	Syad.g_00169
OG0000359	Prae.g_00008	Syad.g_00171
OG0000360	Prae.g_00009	Syad.g_00172
OG0000361	Prae.g_00010	Syad.g_00173
OG0000362	Prae.g_00012	Syad.g_00175
OG0000363	Prae.g_00014	Syad.g_00177
OG0000364	Prae.g_00015	Syad.g_00178
OG0000365	Prae.g_00020	Syad.g_00187
OG0000366	Prae.g_00021	Syad.g_00188
OG0000367	Prae.g_00022	Syad.g_00189
OG0000368	Prae.g_00024	Syad.g_00191
OG0000369	Prae.g_00025	Syad.g_00192
OG0000370	Prae.g_00026	Syad.g_00193
OG0000371	Prae.g_00032	Syad.g_00201
OG0000372	Prae.g_00035	Syad.g_00206
OG0000373	Prae.g_00036	Syad.g_00207
OG0000374	Prae.g_00037	Syad.g_00208
OG0000375	Prae.g_00042	Syad.g_00209
OG0000376	Prae.g_00044	Syad.g_00211
OG0000377	Prae.g_00047	Syad.g_03027
OG0000378	Prae.g_00049	Syad.g_03012
OG0000379	Prae.g_00052	Syad.g_03005
OG0000380	Prae.g_00066	Syad.g_02725
OG0000381	Prae.g_00070	Syad.g_02729
OG0000382	Prae.g_00081	Syad.g_02758
OG0000383	Prae.g_00083	Syad.g_02761
OG0000384	Prae.g_00084	Syad.g_02762
OG0000385	Prae.g_00085	Syad.g_02763
OG0000386	Prae.g_00086	Syad.g_02764
OG0000387	Prae.g_00099	Syad.g_02792
OG0000388	Prae.g_00102	Syad.g_02796
OG0000389	Prae.g_00105	Syad.g_02800
OG0000390	Prae.g_00112	Syad.g_02818
OG0000391	Prae.g_00116	Syad.g_02823
OG0000392	Prae.g_00120	Syad.g_02833
OG0000393	Prae.g_00122	Syad.g_02837
OG0000394	Prae.g_00123	Syad.g_02838
OG0000395	Prae.g_00124	Syad.g_02839
OG0000396	Prae.g_00127	Syad.g_02843
OG0000397	Prae.g_00129	Syad.g_02845
OG0000398	Prae.g_00131	Syad.g_02850
OG0000399	Prae.g_00132	Syad.g_02851
OG0000400	Prae.g_00133	Syad.g_02852
OG0000401	Prae.g_00134	Syad.g_02853
OG0000402	Prae.g_00136	Syad.g_02855
OG0000403	Prae.g_00137	Syad.g_02856
OG0000404	Prae.g_00138	Syad.g_02858
OG0000405	Prae.g_00142	Syad.g_02874
OG0000406	Prae.g_00150	Syad.g_02878
OG0000407	Prae.g_00151	Syad.g_02879
OG0000408	Prae.g_00153	Syad.g_02883
OG0000409	Prae.g_00155	Syad.g_02885
OG0000410	Prae.g_00156	Syad.g_02886
OG0000411	Prae.g_00157	Syad.g_02887
OG0000412	Prae.g_00158	Syad.g_02888
OG0000413	Prae.g_00159	Syad.g_02890
OG0000415	Prae.g_00161	Syad.g_02891
OG0000416	Prae.g_00162	Syad.g_02892
OG0000417	Prae.g_00163	Syad.g_02893
OG0000418	Prae.g_00168	Syad.g_02898
OG0000419	Prae.g_00170	Syad.g_02900
OG0000420	Prae.g_00171	Syad.g_02902
OG0000421	Prae.g_00176	Syad.g_02907
OG0000422	Prae.g_00177	Syad.g_02908
OG0000423	Prae.g_00178	Syad.g_02909
OG0000424	Prae.g_00179	Syad.g_02910
OG0000425	Prae.g_00180	Syad.g_02911
OG0000426	Prae.g_00181	Syad.g_02912
OG0000427	Prae.g_00182	Syad.g_02913
OG0000428	Prae.g_00184	Syad.g_02916
OG0000429	Prae.g_00185	Syad.g_02918
OG0000430	Prae.g_00186	Syad.g_02920
OG0000431	Prae.g_00188	Syad.g_02923
OG0000432	Prae.g_00191	Syad.g_02930
OG0000433	Prae.g_00192	Syad.g_02933
OG0000434	Prae.g_00193	Syad.g_02934
OG0000435	Prae.g_00194	Syad.g_02936
OG0000436	Prae.g_00199	Syad.g_02942
OG0000437	Prae.g_00200	Syad.g_02943
OG0000438	Prae.g_00201	Syad.g_02944
OG0000439	Prae.g_00203	Syad.g_02946
OG0000440	Prae.g_00204	Syad.g_02947
OG0000441	Prae.g_00207	Syad.g_02951
OG0000442	Prae.g_00208	Syad.g_02952
OG0000443	Prae.g_00209	Syad.g_02953
OG0000444	Prae.g_00214	Syad.g_02964
OG0000445	Prae.g_00215	Syad.g_02965
OG0000446	Prae.g_00216	Syad.g_02967
OG0000447	Prae.g_00217	Syad.g_02970
OG0000448	Prae.g_00218	Syad.g_02971
OG0000449	Prae.g_00219	Syad.g_02972
OG0000450	Prae.g_00220	Syad.g_02978
OG0000451	Prae.g_00221	Syad.g_02979
OG0000452	Prae.g_00224	Syad.g_02983
OG0000453	Prae.g_00225	Syad.g_02984
OG0000454	Prae.g_00226	Syad.g_02985
OG0000455	Prae.g_00227	Syad.g_02986
OG0000456	Prae.g_00228	Syad.g_02987
OG0000457	Prae.g_00229	Syad.g_02989
OG0000458	Prae.g_00230	Syad.g_02998
OG0000459	Prae.g_00231	Syad.g_02999
OG0000460	Prae.g_00238	Syad.g_00815
OG0000461	Prae.g_00245	Syad.g_00579
OG0000462	Prae.g_00247	Syad.g_00576
OG0000463	Prae.g_00248	Syad.g_00575
OG0000464	Prae.g_00249	Syad.g_00574
OG0000465	Prae.g_00250	Syad.g_00573
OG0000466	Prae.g_00253	Syad.g_00568
OG0000467	Prae.g_00254	Syad.g_00566
OG0000468	Prae.g_00256	Syad.g_00561
OG0000469	Prae.g_00265	Syad.g_00545
OG0000470	Prae.g_00267	Syad.g_00542
OG0000471	Prae.g_00268	Syad.g_00541
OG0000472	Prae.g_00269	Syad.g_00539
OG0000473	Prae.g_00271	Syad.g_00537
OG0000474	Prae.g_00272	Syad.g_00536
OG0000475	Prae.g_00273	Syad.g_00535
OG0000476	Prae.g_00274	Syad.g_00533
OG0000477	Prae.g_00276	Syad.g_00528
OG0000478	Prae.g_00277	Syad.g_00527
OG0000479	Prae.g_00278	Syad.g_00526
OG0000480	Prae.g_00283	Syad.g_00520
OG0000481	Prae.g_00285	Syad.g_00518
OG0000482	Prae.g_00286	Syad.g_00517
OG0000483	Prae.g_00289	Syad.g_00513
OG0000484	Prae.g_00290	Syad.g_00512
OG0000485	Prae.g_00291	Syad.g_00511
OG0000486	Prae.g_00292	Syad.g_00510
OG0000487	Prae.g_00296	Syad.g_00503
OG0000488	Prae.g_00299	Syad.g_00499
OG0000489	Prae.g_00304	Syad.g_00487
OG0000490	Prae.g_00309	Syad.g_00475
OG0000491	Prae.g_00310	Syad.g_00474
OG0000492	Prae.g_00312	Syad.g_00472
OG0000493	Prae.g_00313	Syad.g_00471
OG0000494	Prae.g_00314	Syad.g_00470
OG0000495	Prae.g_00315	Syad.g_00469
OG0000496	Prae.g_00316	Syad.g_00468
OG0000497	Prae.g_00317	Syad.g_00467
OG0000498	Prae.g_00318	Syad.g_00466
OG0000499	Prae.g_00319	Syad.g_00465
OG0000500	Prae.g_00320	Syad.g_00464
OG0000501	Prae.g_00322	Syad.g_00461
OG0000502	Prae.g_00325	Syad.g_00449
OG0000503	Prae.g_00335	Syad.g_00761
OG0000504	Prae.g_00336	Syad.g_00763
OG0000505	Prae.g_00337	Syad.g_00764
OG0000506	Prae.g_00338	Syad.g_00766
OG0000507	Prae.g_00341	Syad.g_00772
OG0000508	Prae.g_00344	Syad.g_00776
OG0000509	Prae.g_00346	Syad.g_00778
OG0000510	Prae.g_00347	Syad.g_00779
OG0000511	Prae.g_00348	Syad.g_00780
OG0000512	Prae.g_00350	Syad.g_00782
OG0000513	Prae.g_00357	Syad.g_00789
OG0000514	Prae.g_00405	Syad.g_00795
OG0000515	Prae.g_00406	Syad.g_00796
OG0000516	Prae.g_00407	Syad.g_02456
OG0000517	Prae.g_00409	Syad.g_02451
OG0000518	Prae.g_00420	Syad.g_02439
OG0000519	Prae.g_00421	Syad.g_02438
OG0000520	Prae.g_00422	Syad.g_02437
OG0000521	Prae.g_00427	Syad.g_01108
OG0000522	Prae.g_00429	Syad.g_01109
OG0000523	Prae.g_00430	Syad.g_01110
OG0000524	Prae.g_00435	Syad.g_02386
OG0000525	Prae.g_00438	Syad.g_02363
OG0000526	Prae.g_00439	Syad.g_02360
OG0000527	Prae.g_00447	Syad.g_02355
OG0000528	Prae.g_00452	Syad.g_00897
OG0000529	Prae.g_00455	Syad.g_00905
OG0000530	Prae.g_00458	Syad.g_00908
OG0000531	Prae.g_00459	Syad.g_00909
OG0000532	Prae.g_00461	Syad.g_00912
OG0000533	Prae.g_00462	Syad.g_00913
OG0000534	Prae.g_00463	Syad.g_00914
OG0000535	Prae.g_00464	Syad.g_00915
OG0000536	Prae.g_00465	Syad.g_00916
OG0000537	Prae.g_00466	Syad.g_00917
OG0000538	Prae.g_00474	Syad.g_00929
OG0000539	Prae.g_00475	Syad.g_00930
OG0000540	Prae.g_00476	Syad.g_00931
OG0000541	Prae.g_00477	Syad.g_00932
OG0000542	Prae.g_00479	Syad.g_00935
OG0000543	Prae.g_00481	Syad.g_00937
OG0000544	Prae.g_00482	Syad.g_00938
OG0000545	Prae.g_00484	Syad.g_00940
OG0000546	Prae.g_00487	Syad.g_00942
OG0000547	Prae.g_00489	Syad.g_00944
OG0000548	Prae.g_00490	Syad.g_00945
OG0000549	Prae.g_00492	Syad.g_00952
OG0000550	Prae.g_00497	Syad.g_00956
OG0000551	Prae.g_00501	Syad.g_00960
OG0000552	Prae.g_00502	Syad.g_00961
OG0000553	Prae.g_00503	Syad.g_00965
OG0000554	Prae.g_00509	Syad.g_00978
OG0000555	Prae.g_00517	Syad.g_00999
OG0000556	Prae.g_00519	Syad.g_01003
OG0000557	Prae.g_00520	Syad.g_01011
OG0000558	Prae.g_00522	Syad.g_01013
OG0000559	Prae.g_00526	Syad.g_01016
OG0000560	Prae.g_00529	Syad.g_01019
OG0000561	Prae.g_00530	Syad.g_01020
OG0000562	Prae.g_00531	Syad.g_01021
OG0000563	Prae.g_00532	Syad.g_01022
OG0000564	Prae.g_00533	Syad.g_01023
OG0000565	Prae.g_00536	Syad.g_01027
OG0000566	Prae.g_00538	Syad.g_01031
OG0000567	Prae.g_00542	Syad.g_01035
OG0000568	Prae.g_00543	Syad.g_01040
OG0000569	Prae.g_00544	Syad.g_01041
OG0000570	Prae.g_00545	Syad.g_01042
OG0000571	Prae.g_00547	Syad.g_01046
OG0000572	Prae.g_00560	Syad.g_01064
OG0000573	Prae.g_00566	Syad.g_01072
OG0000574	Prae.g_00567	Syad.g_01077
OG0000575	Prae.g_00571	Syad.g_01083
OG0000576	Prae.g_00573	Syad.g_01085
OG0000577	Prae.g_00574	Syad.g_01086
OG0000578	Prae.g_00575	Syad.g_01087
OG0000579	Prae.g_00576	Syad.g_01088
OG0000580	Prae.g_00577	Syad.g_01089
OG0000581	Prae.g_00579	Syad.g_01097
OG0000582	Prae.g_00582	Syad.g_02206
OG0000583	Prae.g_00583	Syad.g_02205
OG0000584	Prae.g_00584	Syad.g_02204
OG0000585	Prae.g_00586	Syad.g_02202
OG0000586	Prae.g_00587	Syad.g_02201
OG0000587	Prae.g_00588	Syad.g_02199
OG0000588	Prae.g_00592	Syad.g_02183
OG0000589	Prae.g_00595	Syad.g_02178
OG0000590	Prae.g_00596	Syad.g_02177
