Orthogroup	Prae	Syaj
OG0000035	Prae.g_01459	Syaj.g_01378
OG0000037	Prae.g_00108	Syaj.g_01891, Syaj.g_02902
OG0000038	Prae.g_01865	Syaj.g_02115
OG0000039	Prae.g_00660	Syaj.g_00392, Syaj.g_00275
OG0000041	Prae.g_01669	Syaj.g_01602
OG0000042	Prae.g_01822	Syaj.g_02399
OG0000043	Prae.g_00876	Syaj.g_01247
OG0000047	Prae.g_00331	Syaj.g_02799
OG0000048	Prae.g_00374	Syaj.g_02578
OG0000051	Prae.g_01294	Syaj.g_02898
OG0000052	Prae.g_01416	Syaj.g_02476
OG0000053	Prae.g_01479	Syaj.g_01409
OG0000054	Prae.g_00580	Syaj.g_01341
OG0000055	Prae.g_00787	Syaj.g_00394
OG0000057	Prae.g_00672	Syaj.g_00438
OG0000058	Prae.g_01417, Prae.g_01406	Syaj.g_02495
OG0000059	Prae.g_01710	Syaj.g_02686
OG0000060	Prae.g_01238	Syaj.g_00635
OG0000061	Prae.g_01422, Prae.g_01163	Syaj.g_00302
OG0000063	Prae.g_00033	Syaj.g_02302
OG0000065	Prae.g_00106	Syaj.g_00007, Syaj.g_01887
OG0000066	Prae.g_00514	Syaj.g_00157
OG0000067	Prae.g_00806	Syaj.g_01023
OG0000068	Prae.g_01368	Syaj.g_00059
OG0000070	Prae.g_00424	Syaj.g_01529
OG0000071	Prae.g_01329	Syaj.g_01511
OG0000072	Prae.g_00174	Syaj.g_01992
OG0000073	Prae.g_00473	Syaj.g_00093
OG0000075	Prae.g_01791	Syaj.g_02457
OG0000076	Prae.g_01815	Syaj.g_02417
OG0000077	Prae.g_00078	Syaj.g_01831
OG0000078	Prae.g_00242	Syaj.g_02880
OG0000079	Prae.g_00255	Syaj.g_02609
OG0000081	Prae.g_00505	Syaj.g_02888
OG0000082	Prae.g_00559	Syaj.g_00229
OG0000084	Prae.g_01455	Syaj.g_01375
OG0000085	Prae.g_01616	Syaj.g_01707
OG0000086	Prae.g_00088	Syaj.g_01848
OG0000087	Prae.g_00139	Syaj.g_01945
OG0000088	Prae.g_00169	Syaj.g_01986
OG0000089	Prae.g_00355	Syaj.g_02829, Syaj.g_01915
OG0000090	Prae.g_00508	Syaj.g_00144
OG0000091	Prae.g_00616	Syaj.g_01275
OG0000092	Prae.g_00913	Syaj.g_00339
OG0000094	Prae.g_01021	Syaj.g_00804
OG0000097	Prae.g_01204	Syaj.g_00589
OG0000098	Prae.g_01350	Syaj.g_02671
OG0000099	Prae.g_01390	Syaj.g_02503
OG0000100	Prae.g_01533	Syaj.g_00987
OG0000101	Prae.g_01758	Syaj.g_02738
OG0000102	Prae.g_01820	Syaj.g_02411
OG0000103	Prae.g_01899	Syaj.g_02243
OG0000104	Prae.g_01907	Syaj.g_02258
OG0000105	Prae.g_01440	Syaj.g_02573
OG0000106	Prae.g_00370	Syaj.g_01130
OG0000107	Prae.g_00385	Syaj.g_02637
OG0000108	Prae.g_00454	Syaj.g_00072
OG0000109	Prae.g_00468	Syaj.g_00087
OG0000110	Prae.g_00549	Syaj.g_00215
OG0000111	Prae.g_00673	Syaj.g_00437
OG0000112	Prae.g_00770	Syaj.g_00907
OG0000113	Prae.g_00828	Syaj.g_00992
OG0000114	Prae.g_00908	Syaj.g_00741
OG0000115	Prae.g_01102	Syaj.g_01402
OG0000116	Prae.g_01153	Syaj.g_00289
OG0000117	Prae.g_01263	Syaj.g_00637
OG0000118	Prae.g_01341	Syaj.g_00267
OG0000119	Prae.g_01364	Syaj.g_00317
OG0000120	Prae.g_01389	Syaj.g_02502
OG0000121	Prae.g_01461	Syaj.g_01383
OG0000122	Prae.g_01499	Syaj.g_01250
OG0000123	Prae.g_01766	Syaj.g_02745
OG0000124	Prae.g_01831	Syaj.g_02388
OG0000125	Prae.g_01867	Syaj.g_02117
OG0000126	Prae.g_01906	Syaj.g_02256
OG0000128	Prae.g_00011	Syaj.g_02274
OG0000129	Prae.g_00046	Syaj.g_02106
OG0000130	Prae.g_00069	Syaj.g_01818
OG0000131	Prae.g_00148	Syaj.g_01964
OG0000132	Prae.g_00167	Syaj.g_01984
OG0000133	Prae.g_00323	Syaj.g_00902
OG0000134	Prae.g_00356	Syaj.g_02832
OG0000135	Prae.g_00382	Syaj.g_02167
OG0000136	Prae.g_00415	Syaj.g_01550
OG0000137	Prae.g_00449	Syaj.g_01444
OG0000138	Prae.g_00469	Syaj.g_00088
OG0000139	Prae.g_00512	Syaj.g_00150
OG0000140	Prae.g_00513	Syaj.g_00153
OG0000141	Prae.g_00581	Syaj.g_01340
OG0000142	Prae.g_00609	Syaj.g_01283
OG0000143	Prae.g_00613	Syaj.g_01279
OG0000144	Prae.g_00626	Syaj.g_01151
OG0000145	Prae.g_00766	Syaj.g_00094
OG0000146	Prae.g_00771	Syaj.g_00908
OG0000147	Prae.g_00772	Syaj.g_00909
OG0000148	Prae.g_00822	Syaj.g_01003
OG0000149	Prae.g_00852	Syaj.g_00369
OG0000150	Prae.g_00860	Syaj.g_01339, Syaj.g_00154
OG0000151	Prae.g_00918	Syaj.g_01074
OG0000152	Prae.g_00964	Syaj.g_00898
OG0000153	Prae.g_00983	Syaj.g_00842
OG0000154	Prae.g_01014	Syaj.g_00814
OG0000155	Prae.g_01183	Syaj.g_00338
OG0000156	Prae.g_01317	Syaj.g_00282
OG0000157	Prae.g_01318	Syaj.g_00281
OG0000158	Prae.g_01426	Syaj.g_02445
OG0000160	Prae.g_01460	Syaj.g_01382
OG0000161	Prae.g_01466	Syaj.g_01389
OG0000162	Prae.g_01472	Syaj.g_01395
OG0000163	Prae.g_01506	Syaj.g_01639
OG0000164	Prae.g_01647	Syaj.g_01758
OG0000165	Prae.g_01654	Syaj.g_01582
OG0000166	Prae.g_01722	Syaj.g_02698
OG0000167	Prae.g_01789	Syaj.g_02460
OG0000168	Prae.g_01799	Syaj.g_02444
OG0000169	Prae.g_01809	Syaj.g_02431, Syaj.g_02429
OG0000170	Prae.g_01811	Syaj.g_02422
OG0000171	Prae.g_01830	Syaj.g_02389
OG0000172	Prae.g_01838	Syaj.g_02365
OG0000173	Prae.g_01853	Syaj.g_02321
OG0000174	Prae.g_01881	Syaj.g_02169
OG0000175	Prae.g_01891	Syaj.g_02229
OG0000176	Prae.g_00004	Syaj.g_02266
OG0000177	Prae.g_00005	Syaj.g_02267
OG0000178	Prae.g_00006	Syaj.g_02268
OG0000179	Prae.g_00016	Syaj.g_02283
OG0000180	Prae.g_00017	Syaj.g_02284
OG0000181	Prae.g_00018	Syaj.g_02285
OG0000182	Prae.g_00019	Syaj.g_02286
OG0000183	Prae.g_00023	Syaj.g_02290
OG0000184	Prae.g_00048	Syaj.g_02098
OG0000185	Prae.g_00051	Syaj.g_02087
OG0000186	Prae.g_00064	Syaj.g_01812
OG0000187	Prae.g_00065	Syaj.g_01814
OG0000188	Prae.g_00082	Syaj.g_01837
OG0000189	Prae.g_00096	Syaj.g_01874
OG0000190	Prae.g_00097	Syaj.g_01876
OG0000191	Prae.g_00117	Syaj.g_01910
OG0000192	Prae.g_00121	Syaj.g_01919
OG0000193	Prae.g_00149	Syaj.g_01965
OG0000194	Prae.g_00152	Syaj.g_01968
OG0000195	Prae.g_00154	Syaj.g_01971
OG0000196	Prae.g_00164	Syaj.g_01981
OG0000197	Prae.g_00165	Syaj.g_01982
OG0000198	Prae.g_00166	Syaj.g_01983
OG0000199	Prae.g_00173	Syaj.g_01991
OG0000200	Prae.g_00187	Syaj.g_02008
OG0000201	Prae.g_00195	Syaj.g_02024
OG0000202	Prae.g_00196	Syaj.g_02025
OG0000203	Prae.g_00197	Syaj.g_02026
OG0000204	Prae.g_00198	Syaj.g_02027
OG0000205	Prae.g_00205	Syaj.g_02035
OG0000206	Prae.g_00210	Syaj.g_02043
OG0000207	Prae.g_00212	Syaj.g_02045
OG0000208	Prae.g_00213	Syaj.g_02046
OG0000209	Prae.g_00222	Syaj.g_02070
OG0000210	Prae.g_00223	Syaj.g_02071
OG0000212	Prae.g_00243	Syaj.g_02881
OG0000213	Prae.g_00260	Syaj.g_02601
OG0000214	Prae.g_00270	Syaj.g_02582
OG0000215	Prae.g_00293	Syaj.g_02551
OG0000216	Prae.g_00295	Syaj.g_02547
OG0000217	Prae.g_00298	Syaj.g_02543
OG0000218	Prae.g_00300	Syaj.g_02541
OG0000219	Prae.g_00301	Syaj.g_02540
OG0000220	Prae.g_00302	Syaj.g_02539
OG0000221	Prae.g_00303	Syaj.g_02530
OG0000222	Prae.g_00311	Syaj.g_02516
OG0000223	Prae.g_00324	Syaj.g_02494
OG0000224	Prae.g_00326	Syaj.g_02487
OG0000225	Prae.g_00345	Syaj.g_02821
OG0000226	Prae.g_00349	Syaj.g_02825
OG0000227	Prae.g_00351	Syaj.g_02827
OG0000228	Prae.g_00354	Syaj.g_02828
OG0000229	Prae.g_00410	Syaj.g_01555
OG0000230	Prae.g_00412	Syaj.g_01553
OG0000231	Prae.g_00423	Syaj.g_01541
OG0000232	Prae.g_00432	Syaj.g_01497
OG0000233	Prae.g_00437	Syaj.g_01481
OG0000234	Prae.g_00450	Syaj.g_01442
OG0000235	Prae.g_00453	Syaj.g_00071
OG0000236	Prae.g_00467	Syaj.g_00086
OG0000237	Prae.g_00480	Syaj.g_00103
OG0000238	Prae.g_00486	Syaj.g_00108
OG0000239	Prae.g_00499	Syaj.g_00125
OG0000240	Prae.g_00500	Syaj.g_00126
OG0000241	Prae.g_00504	Syaj.g_01291
OG0000242	Prae.g_00506	Syaj.g_00142
OG0000243	Prae.g_00518	Syaj.g_00164
OG0000244	Prae.g_00521	Syaj.g_00180
OG0000245	Prae.g_00523	Syaj.g_00182
OG0000246	Prae.g_00527	Syaj.g_00186
OG0000247	Prae.g_00537	Syaj.g_00197
OG0000248	Prae.g_00539	Syaj.g_00200
OG0000249	Prae.g_00541	Syaj.g_00202
OG0000250	Prae.g_00546	Syaj.g_00211
OG0000251	Prae.g_00565	Syaj.g_00237
OG0000252	Prae.g_00568	Syaj.g_00243
OG0000253	Prae.g_00569	Syaj.g_00245
OG0000254	Prae.g_00585	Syaj.g_01335
OG0000255	Prae.g_00591	Syaj.g_01315
OG0000256	Prae.g_00601	Syaj.g_01297
OG0000257	Prae.g_00604	Syaj.g_01292
OG0000258	Prae.g_00617	Syaj.g_01274
OG0000259	Prae.g_00634	Syaj.g_00707
OG0000260	Prae.g_00637	Syaj.g_00712
OG0000261	Prae.g_00639	Syaj.g_00715
OG0000262	Prae.g_00643	Syaj.g_00720
OG0000263	Prae.g_00655	Syaj.g_00605
OG0000264	Prae.g_00665	Syaj.g_00485
OG0000265	Prae.g_00711	Syaj.g_00510
OG0000266	Prae.g_00721	Syaj.g_00946
OG0000267	Prae.g_00732	Syaj.g_00770
OG0000268	Prae.g_00733	Syaj.g_00771
OG0000269	Prae.g_00801	Syaj.g_01031
OG0000270	Prae.g_00804	Syaj.g_01025
OG0000271	Prae.g_00812	Syaj.g_01017
OG0000272	Prae.g_00813	Syaj.g_01016
OG0000273	Prae.g_00836	Syaj.g_00389
OG0000274	Prae.g_00837	Syaj.g_00388
OG0000275	Prae.g_00839	Syaj.g_00384
OG0000276	Prae.g_00844	Syaj.g_00377
OG0000277	Prae.g_00845	Syaj.g_00376
OG0000278	Prae.g_00848	Syaj.g_00373
OG0000279	Prae.g_00855	Syaj.g_00357
OG0000280	Prae.g_00856	Syaj.g_00348
OG0000281	Prae.g_00861	Syaj.g_02670
OG0000282	Prae.g_00910	Syaj.g_00743
OG0000283	Prae.g_00941	Syaj.g_00790
OG0000284	Prae.g_00946	Syaj.g_00930
OG0000285	Prae.g_00951	Syaj.g_00917
OG0000286	Prae.g_00963	Syaj.g_00899
OG0000288	Prae.g_01013	Syaj.g_00815
OG0000289	Prae.g_01024	Syaj.g_00800
OG0000290	Prae.g_01037	Syaj.g_00424
OG0000291	Prae.g_01039	Syaj.g_00426
OG0000292	Prae.g_01090	Syaj.g_02255
OG0000293	Prae.g_01154	Syaj.g_00290
OG0000294	Prae.g_01155	Syaj.g_00291
OG0000295	Prae.g_01175	Syaj.g_00330
OG0000296	Prae.g_01177	Syaj.g_00332
OG0000297	Prae.g_01185	Syaj.g_00639
OG0000298	Prae.g_01186	Syaj.g_00638
OG0000299	Prae.g_01203	Syaj.g_00592
OG0000300	Prae.g_01206	Syaj.g_00586
OG0000301	Prae.g_01207	Syaj.g_00585
OG0000302	Prae.g_01209	Syaj.g_00582
OG0000303	Prae.g_01216	Syaj.g_00572
OG0000304	Prae.g_01220	Syaj.g_00566
OG0000305	Prae.g_01360	Syaj.g_00429
OG0000306	Prae.g_01363	Syaj.g_01126
OG0000307	Prae.g_01377	Syaj.g_00051
OG0000308	Prae.g_01378	Syaj.g_00049
OG0000309	Prae.g_01382	Syaj.g_00044
OG0000310	Prae.g_01444	Syaj.g_01358
OG0000311	Prae.g_01446	Syaj.g_01362
OG0000312	Prae.g_01449	Syaj.g_01368
OG0000313	Prae.g_01463	Syaj.g_01386
OG0000314	Prae.g_01486	Syaj.g_01420
OG0000315	Prae.g_01496	Syaj.g_01430
OG0000316	Prae.g_01516	Syaj.g_01664
OG0000317	Prae.g_01621	Syaj.g_01715
OG0000318	Prae.g_01624	Syaj.g_01722
OG0000319	Prae.g_01637	Syaj.g_01741
OG0000320	Prae.g_01639	Syaj.g_01743
OG0000321	Prae.g_01640	Syaj.g_01744
OG0000322	Prae.g_01641	Syaj.g_01745
OG0000323	Prae.g_01650	Syaj.g_01760
OG0000324	Prae.g_01676	Syaj.g_01609
OG0000325	Prae.g_01687	Syaj.g_02638
OG0000326	Prae.g_01693	Syaj.g_02645
OG0000327	Prae.g_01717	Syaj.g_02693
OG0000328	Prae.g_01718	Syaj.g_02694
OG0000329	Prae.g_01735	Syaj.g_02712
OG0000330	Prae.g_01736	Syaj.g_02713
OG0000331	Prae.g_01737	Syaj.g_02714
OG0000332	Prae.g_01751	Syaj.g_02729
OG0000333	Prae.g_01753	Syaj.g_02732
OG0000334	Prae.g_01761	Syaj.g_02741
OG0000335	Prae.g_01767	Syaj.g_02746
OG0000336	Prae.g_01771	Syaj.g_02750
OG0000337	Prae.g_01787	Syaj.g_02466
OG0000338	Prae.g_01788	Syaj.g_02462
OG0000339	Prae.g_01792	Syaj.g_02455
OG0000340	Prae.g_01800	Syaj.g_02443
OG0000341	Prae.g_01802	Syaj.g_02441
OG0000342	Prae.g_01803	Syaj.g_02440
OG0000343	Prae.g_01804	Syaj.g_02437
OG0000344	Prae.g_01807	Syaj.g_02433
OG0000345	Prae.g_01812	Syaj.g_02421
OG0000346	Prae.g_01816	Syaj.g_02416
OG0000347	Prae.g_01832	Syaj.g_02383
OG0000348	Prae.g_01841	Syaj.g_02333
OG0000349	Prae.g_01858	Syaj.g_02314
OG0000350	Prae.g_01877	Syaj.g_02652
OG0000351	Prae.g_01894	Syaj.g_02234
OG0000352	Prae.g_01895	Syaj.g_02235
OG0000353	Prae.g_01910	Syaj.g_02261
OG0000354	Prae.g_00689	Syaj.g_02281
OG0000355	Prae.g_00001	Syaj.g_02263
OG0000356	Prae.g_00002	Syaj.g_02264
OG0000357	Prae.g_00003	Syaj.g_02265
OG0000358	Prae.g_00007	Syaj.g_02269
OG0000359	Prae.g_00008	Syaj.g_02271
OG0000360	Prae.g_00009	Syaj.g_02272
OG0000361	Prae.g_00010	Syaj.g_02273
OG0000362	Prae.g_00012	Syaj.g_02275
OG0000363	Prae.g_00014	Syaj.g_02277
OG0000364	Prae.g_00015	Syaj.g_02278
OG0000365	Prae.g_00020	Syaj.g_02287
OG0000366	Prae.g_00021	Syaj.g_02288
OG0000367	Prae.g_00022	Syaj.g_02289
OG0000368	Prae.g_00024	Syaj.g_02291
OG0000369	Prae.g_00025	Syaj.g_02292
OG0000370	Prae.g_00026	Syaj.g_02293
OG0000371	Prae.g_00032	Syaj.g_02301
OG0000372	Prae.g_00035	Syaj.g_02307
OG0000373	Prae.g_00036	Syaj.g_02308
OG0000374	Prae.g_00037	Syaj.g_02309
OG0000375	Prae.g_00042	Syaj.g_02310
OG0000376	Prae.g_00044	Syaj.g_02312
OG0000377	Prae.g_00047	Syaj.g_02105
OG0000378	Prae.g_00049	Syaj.g_02091
OG0000379	Prae.g_00052	Syaj.g_02086
OG0000380	Prae.g_00066	Syaj.g_01815
OG0000381	Prae.g_00070	Syaj.g_01819
OG0000382	Prae.g_00081	Syaj.g_01836
OG0000383	Prae.g_00083	Syaj.g_01839
OG0000384	Prae.g_00084	Syaj.g_01840
OG0000385	Prae.g_00085	Syaj.g_01841
OG0000386	Prae.g_00086	Syaj.g_01842
OG0000387	Prae.g_00099	Syaj.g_01878
OG0000388	Prae.g_00102	Syaj.g_01882
OG0000389	Prae.g_00105	Syaj.g_01886
OG0000390	Prae.g_00112	Syaj.g_01904
OG0000391	Prae.g_00116	Syaj.g_01909
OG0000392	Prae.g_00120	Syaj.g_01918
OG0000393	Prae.g_00122	Syaj.g_01922
OG0000394	Prae.g_00123	Syaj.g_01923
OG0000395	Prae.g_00124	Syaj.g_01924
OG0000396	Prae.g_00127	Syaj.g_01928
OG0000397	Prae.g_00129	Syaj.g_01930
OG0000398	Prae.g_00131	Syaj.g_01935
OG0000399	Prae.g_00132	Syaj.g_01936
OG0000400	Prae.g_00133	Syaj.g_01937
OG0000401	Prae.g_00134	Syaj.g_01938
OG0000402	Prae.g_00136	Syaj.g_01940
OG0000403	Prae.g_00137	Syaj.g_01941
OG0000404	Prae.g_00138	Syaj.g_01943
OG0000405	Prae.g_00142	Syaj.g_01961
OG0000406	Prae.g_00150	Syaj.g_01966
OG0000407	Prae.g_00151	Syaj.g_01967
OG0000408	Prae.g_00153	Syaj.g_01970
OG0000409	Prae.g_00155	Syaj.g_01972
OG0000410	Prae.g_00156	Syaj.g_01973
OG0000411	Prae.g_00157	Syaj.g_01974
OG0000412	Prae.g_00158	Syaj.g_01975
OG0000413	Prae.g_00159	Syaj.g_01977
OG0000415	Prae.g_00161	Syaj.g_01978
OG0000416	Prae.g_00162	Syaj.g_01979
OG0000417	Prae.g_00163	Syaj.g_01980
OG0000418	Prae.g_00168	Syaj.g_01985
OG0000419	Prae.g_00170	Syaj.g_01987
OG0000420	Prae.g_00171	Syaj.g_01989
OG0000421	Prae.g_00176	Syaj.g_01994
OG0000422	Prae.g_00177	Syaj.g_01995
OG0000423	Prae.g_00178	Syaj.g_01996
OG0000424	Prae.g_00179	Syaj.g_01997
OG0000425	Prae.g_00180	Syaj.g_01998
OG0000426	Prae.g_00181	Syaj.g_01999
OG0000427	Prae.g_00182	Syaj.g_02000
OG0000428	Prae.g_00184	Syaj.g_02003
OG0000429	Prae.g_00185	Syaj.g_02005
OG0000430	Prae.g_00186	Syaj.g_02007
OG0000431	Prae.g_00188	Syaj.g_02010
OG0000432	Prae.g_00191	Syaj.g_02017
OG0000433	Prae.g_00192	Syaj.g_02020
OG0000434	Prae.g_00193	Syaj.g_02021
OG0000435	Prae.g_00194	Syaj.g_02023
OG0000436	Prae.g_00199	Syaj.g_02029
OG0000437	Prae.g_00200	Syaj.g_02030
OG0000438	Prae.g_00201	Syaj.g_02031
OG0000439	Prae.g_00203	Syaj.g_02033
OG0000440	Prae.g_00204	Syaj.g_02034
OG0000441	Prae.g_00207	Syaj.g_02038
OG0000442	Prae.g_00208	Syaj.g_02039
OG0000443	Prae.g_00209	Syaj.g_02040
OG0000444	Prae.g_00214	Syaj.g_02052
OG0000445	Prae.g_00215	Syaj.g_02053
OG0000446	Prae.g_00216	Syaj.g_02055
OG0000447	Prae.g_00217	Syaj.g_02058
OG0000448	Prae.g_00218	Syaj.g_02059
OG0000449	Prae.g_00219	Syaj.g_02060
OG0000450	Prae.g_00220	Syaj.g_02067
OG0000451	Prae.g_00221	Syaj.g_02068
OG0000452	Prae.g_00224	Syaj.g_02072
OG0000453	Prae.g_00225	Syaj.g_02073
OG0000454	Prae.g_00226	Syaj.g_02074
OG0000455	Prae.g_00227	Syaj.g_02075
OG0000456	Prae.g_00228	Syaj.g_02076
OG0000457	Prae.g_00229	Syaj.g_02078
OG0000458	Prae.g_00230	Syaj.g_02079
OG0000459	Prae.g_00231	Syaj.g_02080
OG0000460	Prae.g_00238	Syaj.g_02858
OG0000461	Prae.g_00245	Syaj.g_02623
OG0000462	Prae.g_00247	Syaj.g_02620
OG0000463	Prae.g_00248	Syaj.g_02619
OG0000464	Prae.g_00249	Syaj.g_02618
OG0000465	Prae.g_00250	Syaj.g_02617
OG0000466	Prae.g_00253	Syaj.g_02612
OG0000467	Prae.g_00254	Syaj.g_02610
OG0000468	Prae.g_00256	Syaj.g_02605
OG0000469	Prae.g_00265	Syaj.g_02590
OG0000470	Prae.g_00267	Syaj.g_02586
OG0000471	Prae.g_00268	Syaj.g_02585
OG0000472	Prae.g_00269	Syaj.g_02583
OG0000473	Prae.g_00271	Syaj.g_02581
OG0000474	Prae.g_00272	Syaj.g_02580
OG0000475	Prae.g_00273	Syaj.g_02579
OG0000476	Prae.g_00274	Syaj.g_02577
OG0000477	Prae.g_00276	Syaj.g_02571
OG0000478	Prae.g_00277	Syaj.g_02570
OG0000479	Prae.g_00278	Syaj.g_02569
OG0000480	Prae.g_00283	Syaj.g_02562
OG0000481	Prae.g_00285	Syaj.g_02560
OG0000482	Prae.g_00286	Syaj.g_02559
OG0000483	Prae.g_00289	Syaj.g_02555
OG0000484	Prae.g_00290	Syaj.g_02554
OG0000485	Prae.g_00291	Syaj.g_02553
OG0000486	Prae.g_00292	Syaj.g_02552
OG0000487	Prae.g_00296	Syaj.g_02546
OG0000488	Prae.g_00299	Syaj.g_02542
OG0000489	Prae.g_00304	Syaj.g_02529
OG0000490	Prae.g_00309	Syaj.g_02519
OG0000491	Prae.g_00310	Syaj.g_02517
OG0000492	Prae.g_00312	Syaj.g_02515
OG0000493	Prae.g_00313	Syaj.g_02514
OG0000494	Prae.g_00314	Syaj.g_02513
OG0000495	Prae.g_00315	Syaj.g_02512
OG0000496	Prae.g_00316	Syaj.g_02511
OG0000497	Prae.g_00317	Syaj.g_02510
OG0000498	Prae.g_00318	Syaj.g_02509
OG0000499	Prae.g_00319	Syaj.g_02508
OG0000500	Prae.g_00320	Syaj.g_02507
OG0000501	Prae.g_00322	Syaj.g_02504
OG0000502	Prae.g_00325	Syaj.g_02492
OG0000503	Prae.g_00335	Syaj.g_02805
OG0000504	Prae.g_00336	Syaj.g_02807
OG0000505	Prae.g_00337	Syaj.g_02808
OG0000506	Prae.g_00338	Syaj.g_02810
OG0000507	Prae.g_00341	Syaj.g_02816
OG0000508	Prae.g_00344	Syaj.g_02820
OG0000509	Prae.g_00346	Syaj.g_02822
OG0000510	Prae.g_00347	Syaj.g_02823
OG0000511	Prae.g_00348	Syaj.g_02824
OG0000512	Prae.g_00350	Syaj.g_02826
OG0000513	Prae.g_00357	Syaj.g_02833
OG0000514	Prae.g_00405	Syaj.g_02839
OG0000515	Prae.g_00406	Syaj.g_02840
OG0000516	Prae.g_00407	Syaj.g_01561
OG0000517	Prae.g_00409	Syaj.g_01556
OG0000518	Prae.g_00420	Syaj.g_01544
OG0000519	Prae.g_00421	Syaj.g_01543
OG0000520	Prae.g_00422	Syaj.g_01542
OG0000521	Prae.g_00427	Syaj.g_00271
OG0000522	Prae.g_00429	Syaj.g_00273
OG0000523	Prae.g_00430	Syaj.g_00274
OG0000524	Prae.g_00435	Syaj.g_01485
OG0000525	Prae.g_00438	Syaj.g_01454
OG0000526	Prae.g_00439	Syaj.g_01451
OG0000527	Prae.g_00447	Syaj.g_01446
OG0000528	Prae.g_00452	Syaj.g_00065
OG0000529	Prae.g_00455	Syaj.g_00073
OG0000530	Prae.g_00458	Syaj.g_00076
OG0000531	Prae.g_00459	Syaj.g_00077
OG0000532	Prae.g_00461	Syaj.g_00080
OG0000533	Prae.g_00462	Syaj.g_00081
OG0000534	Prae.g_00463	Syaj.g_00082
OG0000535	Prae.g_00464	Syaj.g_00083
OG0000536	Prae.g_00465	Syaj.g_00084
OG0000537	Prae.g_00466	Syaj.g_00085
OG0000538	Prae.g_00474	Syaj.g_00096
OG0000539	Prae.g_00475	Syaj.g_00097
OG0000540	Prae.g_00476	Syaj.g_00098
OG0000541	Prae.g_00477	Syaj.g_00099
OG0000542	Prae.g_00479	Syaj.g_00102
OG0000543	Prae.g_00481	Syaj.g_00104
OG0000544	Prae.g_00482	Syaj.g_00105
OG0000545	Prae.g_00484	Syaj.g_00107
OG0000546	Prae.g_00487	Syaj.g_00109
OG0000547	Prae.g_00489	Syaj.g_00111
OG0000548	Prae.g_00490	Syaj.g_00112
OG0000549	Prae.g_00492	Syaj.g_00118
OG0000550	Prae.g_00497	Syaj.g_00123
OG0000551	Prae.g_00501	Syaj.g_00128
OG0000552	Prae.g_00502	Syaj.g_00129
OG0000553	Prae.g_00503	Syaj.g_00133
OG0000554	Prae.g_00509	Syaj.g_00145
OG0000555	Prae.g_00517	Syaj.g_00163
OG0000556	Prae.g_00519	Syaj.g_00167
OG0000557	Prae.g_00520	Syaj.g_00178
OG0000558	Prae.g_00522	Syaj.g_00181
OG0000559	Prae.g_00526	Syaj.g_00185
OG0000560	Prae.g_00529	Syaj.g_00188
OG0000561	Prae.g_00530	Syaj.g_00189
OG0000562	Prae.g_00531	Syaj.g_00190
OG0000563	Prae.g_00532	Syaj.g_00191
OG0000564	Prae.g_00533	Syaj.g_00192
OG0000565	Prae.g_00536	Syaj.g_00195
OG0000566	Prae.g_00538	Syaj.g_00199
OG0000567	Prae.g_00542	Syaj.g_00203
