Orthogroup	Prae	Praf
OG0000034	Prae.g_01339	Praf.g_00783
OG0000035	Prae.g_01459	Praf.g_01794
OG0000037	Prae.g_00108	Praf.g_00240
OG0000038	Prae.g_01865	Praf.g_02660, Praf.g_02662
OG0000039	Prae.g_00660	Praf.g_00406, Praf.g_02541
OG0000041	Prae.g_01669	Praf.g_00426
OG0000042	Prae.g_01822	Praf.g_00164, Praf.g_00920
OG0000045	Prae.g_00371	Praf.g_00322
OG0000047	Prae.g_00331	Praf.g_01864
OG0000048	Prae.g_00374	Praf.g_02267
OG0000051	Prae.g_01294, Prae.g_01602	Praf.g_01022
OG0000052	Prae.g_01416	Praf.g_02366
OG0000053	Prae.g_01479	Praf.g_01828
OG0000054	Prae.g_00580	Praf.g_00763
OG0000055	Prae.g_00787	Praf.g_01257
OG0000057	Prae.g_00672	Praf.g_01125
OG0000061	Prae.g_01163	Praf.g_01859
OG0000062	Prae.g_01537	Praf.g_00501
OG0000063	Prae.g_00033	Praf.g_00041
OG0000065	Prae.g_00106	Praf.g_00244
OG0000066	Prae.g_00514	Praf.g_00672
OG0000067	Prae.g_00806	Praf.g_01530
OG0000068	Prae.g_01368	Praf.g_00585, Praf.g_00583
OG0000070	Prae.g_00424	Praf.g_01962
OG0000071	Prae.g_01329	Praf.g_00796
OG0000072	Prae.g_00174	Praf.g_02469
OG0000073	Prae.g_00473	Praf.g_00616
OG0000075	Prae.g_01791	Praf.g_02384
OG0000076	Prae.g_01815	Praf.g_00178
OG0000077	Prae.g_00078	Praf.g_00309
OG0000078	Prae.g_00242	Praf.g_00391
OG0000079	Prae.g_00255	Praf.g_02234, Praf.g_02218, Praf.g_02225
OG0000081	Prae.g_00505	Praf.g_01131
OG0000082	Prae.g_00559	Praf.g_00731
OG0000084	Prae.g_01455	Praf.g_01790
OG0000085	Prae.g_01616	Praf.g_00491
OG0000086	Prae.g_00088	Praf.g_00297
OG0000087	Prae.g_00139	Praf.g_02420
OG0000088	Prae.g_00169	Praf.g_02454
OG0000089	Prae.g_00355	Praf.g_02015
OG0000090	Prae.g_00508	Praf.g_00660
OG0000091	Prae.g_00616	Praf.g_01700
OG0000093	Prae.g_00933	Praf.g_01503
OG0000094	Prae.g_01021	Praf.g_02685
OG0000097	Prae.g_01204	Praf.g_00905
OG0000098	Prae.g_01350	Praf.g_01886
OG0000099	Prae.g_01390	Praf.g_02342
OG0000100	Prae.g_01533	Praf.g_00370, Praf.g_01561
OG0000101	Prae.g_01758	Praf.g_02119
OG0000102	Prae.g_01820	Praf.g_00173
OG0000103	Prae.g_01899	Praf.g_02765
OG0000104	Prae.g_01907	Praf.g_02779
OG0000105	Prae.g_01440	Praf.g_02271
OG0000106	Prae.g_00370	Praf.g_00496
OG0000108	Prae.g_00454	Praf.g_00595
OG0000109	Prae.g_00468	Praf.g_00611
OG0000110	Prae.g_00549	Praf.g_00718
OG0000111	Prae.g_00673	Praf.g_01126
OG0000112	Prae.g_00770	Praf.g_01400
OG0000113	Prae.g_00828	Praf.g_01556
OG0000114	Prae.g_00908	Praf.g_01461
OG0000115	Prae.g_01102	Praf.g_01825
OG0000116	Prae.g_01153	Praf.g_00825
OG0000117	Prae.g_01263	Praf.g_00919
OG0000118	Prae.g_01341	Praf.g_00779
OG0000119	Prae.g_01364	Praf.g_01108, Praf.g_01143
OG0000120	Prae.g_01389	Praf.g_02343
OG0000121	Prae.g_01461	Praf.g_01796
OG0000122	Prae.g_01499	Praf.g_00976
OG0000123	Prae.g_01766	Praf.g_02108
OG0000124	Prae.g_01831	Praf.g_00153
OG0000125	Prae.g_01867	Praf.g_02664
OG0000126	Prae.g_01906	Praf.g_02777
OG0000128	Prae.g_00011	Praf.g_00012
OG0000129	Prae.g_00046	Praf.g_02652
OG0000130	Prae.g_00069	Praf.g_00321
OG0000131	Prae.g_00148	Praf.g_02432
OG0000132	Prae.g_00167	Praf.g_02452
OG0000133	Prae.g_00323	Praf.g_02336
OG0000134	Prae.g_00356	Praf.g_02012
OG0000135	Prae.g_00382	Praf.g_02705
OG0000136	Prae.g_00415	Praf.g_01984
OG0000137	Prae.g_00449	Praf.g_01907
OG0000138	Prae.g_00469	Praf.g_00612
OG0000139	Prae.g_00512	Praf.g_00666
OG0000140	Prae.g_00513	Praf.g_00670
OG0000141	Prae.g_00581	Praf.g_00764
OG0000142	Prae.g_00609	Praf.g_01692
OG0000143	Prae.g_00613	Praf.g_01696
OG0000144	Prae.g_00626	Praf.g_01721
OG0000145	Prae.g_00766	Praf.g_00617
OG0000146	Prae.g_00771	Praf.g_01401
OG0000147	Prae.g_00772	Praf.g_01402
OG0000148	Prae.g_00822	Praf.g_01548
OG0000149	Prae.g_00852	Praf.g_01604
OG0000150	Prae.g_00860	Praf.g_01625
OG0000151	Prae.g_00918	Praf.g_01478
OG0000152	Prae.g_00964	Praf.g_01392
OG0000153	Prae.g_00983	Praf.g_01362
OG0000154	Prae.g_01014	Praf.g_01337
OG0000155	Prae.g_01183	Praf.g_00886
OG0000156	Prae.g_01317	Praf.g_00810
OG0000157	Prae.g_01318	Praf.g_00809
OG0000158	Prae.g_01426	Praf.g_02394
OG0000160	Prae.g_01460	Praf.g_01795
OG0000161	Prae.g_01466	Praf.g_01805
OG0000162	Prae.g_01472	Praf.g_01817
OG0000163	Prae.g_01506	Praf.g_00538
OG0000164	Prae.g_01647	Praf.g_00453
OG0000165	Prae.g_01654	Praf.g_00444
OG0000166	Prae.g_01722	Praf.g_02157
OG0000167	Prae.g_01789	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Prae.g_01799	Praf.g_02395
OG0000169	Prae.g_01809	Praf.g_00191
OG0000170	Prae.g_01811	Praf.g_00183
OG0000171	Prae.g_01830	Praf.g_00154
OG0000172	Prae.g_01838	Praf.g_00087
OG0000173	Prae.g_01853	Praf.g_00062
OG0000174	Prae.g_01881	Praf.g_02717
OG0000175	Prae.g_01891	Praf.g_02754
OG0000176	Prae.g_00004	Praf.g_00004
OG0000177	Prae.g_00005	Praf.g_00005
OG0000178	Prae.g_00006	Praf.g_00006
OG0000179	Prae.g_00016	Praf.g_00021
OG0000180	Prae.g_00017	Praf.g_00022
OG0000181	Prae.g_00018	Praf.g_00023
OG0000182	Prae.g_00019	Praf.g_00024
OG0000183	Prae.g_00023	Praf.g_00028
OG0000184	Prae.g_00048	Praf.g_02611
OG0000185	Prae.g_00051	Praf.g_02602
OG0000186	Prae.g_00064	Praf.g_00328
OG0000187	Prae.g_00065	Praf.g_00326
OG0000188	Prae.g_00082	Praf.g_00303
OG0000189	Prae.g_00096	Praf.g_00257
OG0000190	Prae.g_00097	Praf.g_00255
OG0000191	Prae.g_00117	Praf.g_00218
OG0000192	Prae.g_00121	Praf.g_00212
OG0000193	Prae.g_00149	Praf.g_02433
OG0000194	Prae.g_00152	Praf.g_02436
OG0000195	Prae.g_00154	Praf.g_02438
OG0000196	Prae.g_00164	Praf.g_02449
OG0000197	Prae.g_00165	Praf.g_02450
OG0000198	Prae.g_00166	Praf.g_02451
OG0000199	Prae.g_00173	Praf.g_02468
OG0000200	Prae.g_00187	Praf.g_02711
OG0000201	Prae.g_00195	Praf.g_02511
OG0000202	Prae.g_00196	Praf.g_02512
OG0000203	Prae.g_00197	Praf.g_02513
OG0000204	Prae.g_00198	Praf.g_02514
OG0000205	Prae.g_00205	Praf.g_02521
OG0000206	Prae.g_00210	Praf.g_02532
OG0000207	Prae.g_00212	Praf.g_02582
OG0000208	Prae.g_00213	Praf.g_02581
OG0000209	Prae.g_00222	Praf.g_02557
OG0000210	Prae.g_00223	Praf.g_02556
OG0000211	Prae.g_00236	Praf.g_00378
OG0000212	Prae.g_00243	Praf.g_00392
OG0000213	Prae.g_00260	Praf.g_02245
OG0000214	Prae.g_00270	Praf.g_02263
OG0000215	Prae.g_00293	Praf.g_02293
OG0000216	Prae.g_00295	Praf.g_02296
OG0000217	Prae.g_00298	Praf.g_02300
OG0000218	Prae.g_00300	Praf.g_02302
OG0000219	Prae.g_00301	Praf.g_02303
OG0000220	Prae.g_00302	Praf.g_02304
OG0000221	Prae.g_00303	Praf.g_02314
OG0000222	Prae.g_00311	Praf.g_02323
OG0000223	Prae.g_00324	Praf.g_02347
OG0000224	Prae.g_00326	Praf.g_02358
OG0000225	Prae.g_00345	Praf.g_02030
OG0000226	Prae.g_00349	Praf.g_02026
OG0000227	Prae.g_00351	Praf.g_02024
OG0000228	Prae.g_00354	Praf.g_02016
OG0000229	Prae.g_00410	Praf.g_01989
OG0000230	Prae.g_00412	Praf.g_01987
OG0000231	Prae.g_00423	Praf.g_01963
OG0000232	Prae.g_00432	Praf.g_01952
OG0000233	Prae.g_00437	Praf.g_01938
OG0000234	Prae.g_00450	Praf.g_01905
OG0000235	Prae.g_00453	Praf.g_00594
OG0000236	Prae.g_00467	Praf.g_00610
OG0000237	Prae.g_00480	Praf.g_00627
OG0000238	Prae.g_00486	Praf.g_00631
OG0000239	Prae.g_00499	Praf.g_00647
OG0000240	Prae.g_00500	Praf.g_00648
OG0000241	Prae.g_00504	Praf.g_01177
OG0000242	Prae.g_00506	Praf.g_00658
OG0000243	Prae.g_00518	Praf.g_00681
OG0000244	Prae.g_00521	Praf.g_00685
OG0000245	Prae.g_00523	Praf.g_00688
OG0000246	Prae.g_00527	Praf.g_00692
OG0000247	Prae.g_00537	Praf.g_00703
OG0000248	Prae.g_00539	Praf.g_00706
OG0000249	Prae.g_00541	Praf.g_00708
OG0000250	Prae.g_00546	Praf.g_00714
OG0000251	Prae.g_00565	Praf.g_00739
OG0000252	Prae.g_00568	Praf.g_00742
OG0000253	Prae.g_00569	Praf.g_00749
OG0000254	Prae.g_00585	Praf.g_00768
OG0000255	Prae.g_00591	Praf.g_01662
OG0000256	Prae.g_00601	Praf.g_01676
OG0000257	Prae.g_00604	Praf.g_01685
OG0000258	Prae.g_00617	Praf.g_01708
OG0000259	Prae.g_00634	Praf.g_01736
OG0000260	Prae.g_00637	Praf.g_01739
OG0000261	Prae.g_00639	Praf.g_01742
OG0000262	Prae.g_00643	Praf.g_01748
OG0000263	Prae.g_00655	Praf.g_02570
OG0000264	Prae.g_00665	Praf.g_01218, Praf.g_01219
OG0000265	Prae.g_00711	Praf.g_01302, Praf.g_01238
OG0000266	Prae.g_00721	Praf.g_01313
OG0000267	Prae.g_00732	Praf.g_01436
OG0000268	Prae.g_00733	Praf.g_01435
OG0000269	Prae.g_00801	Praf.g_01525
OG0000270	Prae.g_00804	Praf.g_01528
OG0000271	Prae.g_00812	Praf.g_01536
OG0000272	Prae.g_00813	Praf.g_01537
OG0000273	Prae.g_00836	Praf.g_01585
OG0000274	Prae.g_00837	Praf.g_01586
OG0000275	Prae.g_00839	Praf.g_01590
OG0000276	Prae.g_00844	Praf.g_01596
OG0000277	Prae.g_00845	Praf.g_01597
OG0000278	Prae.g_00848	Praf.g_01600
OG0000279	Prae.g_00855	Praf.g_01608
OG0000280	Prae.g_00856	Praf.g_01614
OG0000281	Prae.g_00861	Praf.g_01627
OG0000282	Prae.g_00910	Praf.g_01463
OG0000283	Prae.g_00941	Praf.g_01426
OG0000284	Prae.g_00946	Praf.g_01420
OG0000285	Prae.g_00951	Praf.g_01006
OG0000286	Prae.g_00963	Praf.g_01393
OG0000287	Prae.g_00980	Praf.g_01073
OG0000288	Prae.g_01013	Praf.g_01338
OG0000289	Prae.g_01024	Praf.g_01325
OG0000290	Prae.g_01037	Praf.g_01277
OG0000291	Prae.g_01039	Praf.g_01275
OG0000292	Prae.g_01090	Praf.g_02776
OG0000293	Prae.g_01154	Praf.g_00826
OG0000294	Prae.g_01155	Praf.g_00827
OG0000295	Prae.g_01175	Praf.g_00879
OG0000296	Prae.g_01177	Praf.g_00881
OG0000297	Prae.g_01185	Praf.g_00917
OG0000298	Prae.g_01186	Praf.g_00918
OG0000299	Prae.g_01203	Praf.g_00908
OG0000300	Prae.g_01206	Praf.g_00902
OG0000301	Prae.g_01207	Praf.g_00901
OG0000302	Prae.g_01209	Praf.g_00898
OG0000303	Prae.g_01216	Praf.g_00888
OG0000304	Prae.g_01220	Praf.g_00938
OG0000305	Prae.g_01360	Praf.g_01271
OG0000306	Prae.g_01363	Praf.g_01635
OG0000307	Prae.g_01377	Praf.g_00575
OG0000308	Prae.g_01378	Praf.g_00573
OG0000309	Prae.g_01382	Praf.g_00569
OG0000310	Prae.g_01444	Praf.g_01772
OG0000311	Prae.g_01446	Praf.g_01778, Praf.g_01776
OG0000312	Prae.g_01449	Praf.g_01782
OG0000313	Prae.g_01463	Praf.g_01802
OG0000314	Prae.g_01486	Praf.g_01837
OG0000315	Prae.g_01496	Praf.g_01848
OG0000316	Prae.g_01516	Praf.g_00526
OG0000317	Prae.g_01621	Praf.g_00485
OG0000318	Prae.g_01624	Praf.g_00479
OG0000319	Prae.g_01637	Praf.g_00464
OG0000320	Prae.g_01639	Praf.g_00462
OG0000321	Prae.g_01640	Praf.g_00461
OG0000322	Prae.g_01641	Praf.g_00460
OG0000323	Prae.g_01650	Praf.g_00449
OG0000324	Prae.g_01676	Praf.g_00419
OG0000325	Prae.g_01687	Praf.g_02200
OG0000326	Prae.g_01693	Praf.g_02193
OG0000327	Prae.g_01717	Praf.g_02162
OG0000328	Prae.g_01718	Praf.g_02161
OG0000329	Prae.g_01735	Praf.g_02144
OG0000330	Prae.g_01736	Praf.g_02143
OG0000331	Prae.g_01737	Praf.g_02142
OG0000332	Prae.g_01751	Praf.g_02127
OG0000333	Prae.g_01753	Praf.g_02125
OG0000334	Prae.g_01761	Praf.g_02112
OG0000335	Prae.g_01767	Praf.g_02107
OG0000336	Prae.g_01771	Praf.g_02103
OG0000337	Prae.g_01787	Praf.g_02372
OG0000338	Prae.g_01788	Praf.g_02375
OG0000339	Prae.g_01792	Praf.g_02386
OG0000340	Prae.g_01800	Praf.g_02396
OG0000341	Prae.g_01802	Praf.g_02398
OG0000342	Prae.g_01803	Praf.g_02399
OG0000343	Prae.g_01804	Praf.g_00196
OG0000344	Prae.g_01807	Praf.g_00193
OG0000345	Prae.g_01812	Praf.g_00182
OG0000346	Prae.g_01816	Praf.g_00177
OG0000347	Prae.g_01832	Praf.g_00152
OG0000348	Prae.g_01841	Praf.g_00081
OG0000349	Prae.g_01858	Praf.g_00054
OG0000350	Prae.g_01877	Praf.g_02699
OG0000351	Prae.g_01894	Praf.g_02757
OG0000352	Prae.g_01895	Praf.g_02758
OG0000353	Prae.g_01910	Praf.g_02782
OG0000354	Prae.g_00689	Praf.g_00019
OG0000355	Prae.g_00001	Praf.g_00001
OG0000356	Prae.g_00002	Praf.g_00002
OG0000357	Prae.g_00003	Praf.g_00003
OG0000358	Prae.g_00007	Praf.g_00007
OG0000359	Prae.g_00008	Praf.g_00009
OG0000360	Prae.g_00009	Praf.g_00010
OG0000361	Prae.g_00010	Praf.g_00011
OG0000362	Prae.g_00012	Praf.g_00013
OG0000363	Prae.g_00014	Praf.g_00015
OG0000364	Prae.g_00015	Praf.g_00016
OG0000365	Prae.g_00020	Praf.g_00025
OG0000366	Prae.g_00021	Praf.g_00026
OG0000367	Prae.g_00022	Praf.g_00027
OG0000368	Prae.g_00024	Praf.g_00029
OG0000369	Prae.g_00025	Praf.g_00030
OG0000370	Prae.g_00026	Praf.g_00031
OG0000371	Prae.g_00032	Praf.g_00040
OG0000372	Prae.g_00035	Praf.g_00045
OG0000373	Prae.g_00036	Praf.g_00046
OG0000374	Prae.g_00037	Praf.g_00047
OG0000375	Prae.g_00042	Praf.g_00050
OG0000376	Prae.g_00044	Praf.g_00052
OG0000377	Prae.g_00047	Praf.g_02618
OG0000378	Prae.g_00049	Praf.g_02605
OG0000379	Prae.g_00052	Praf.g_02601
OG0000380	Prae.g_00066	Praf.g_00325
OG0000381	Prae.g_00070	Praf.g_00320
OG0000382	Prae.g_00081	Praf.g_00304
OG0000383	Prae.g_00083	Praf.g_00302
OG0000384	Prae.g_00084	Praf.g_00301
OG0000385	Prae.g_00085	Praf.g_00300
OG0000386	Prae.g_00086	Praf.g_00299
OG0000387	Prae.g_00099	Praf.g_00253
OG0000388	Prae.g_00102	Praf.g_00249
OG0000389	Prae.g_00105	Praf.g_00245
OG0000390	Prae.g_00112	Praf.g_00224
OG0000391	Prae.g_00116	Praf.g_00219
OG0000392	Prae.g_00120	Praf.g_00214
OG0000393	Prae.g_00122	Praf.g_00209
OG0000394	Prae.g_00123	Praf.g_00208
OG0000395	Prae.g_00124	Praf.g_00207
OG0000396	Prae.g_00127	Praf.g_02403
OG0000397	Prae.g_00129	Praf.g_02405
OG0000398	Prae.g_00131	Praf.g_02410
OG0000399	Prae.g_00132	Praf.g_02411
OG0000400	Prae.g_00133	Praf.g_02412
OG0000401	Prae.g_00134	Praf.g_02413
OG0000402	Prae.g_00136	Praf.g_02415
OG0000403	Prae.g_00137	Praf.g_02416
OG0000404	Prae.g_00138	Praf.g_02418
OG0000405	Prae.g_00142	Praf.g_02430
OG0000406	Prae.g_00150	Praf.g_02434
OG0000407	Prae.g_00151	Praf.g_02435
OG0000408	Prae.g_00153	Praf.g_02437
OG0000409	Prae.g_00155	Praf.g_02439
OG0000410	Prae.g_00156	Praf.g_02440
OG0000411	Prae.g_00157	Praf.g_02441
OG0000412	Prae.g_00158	Praf.g_02442
OG0000413	Prae.g_00159	Praf.g_02444
OG0000414	Prae.g_00160	Praf.g_02445
OG0000415	Prae.g_00161	Praf.g_02446
OG0000416	Prae.g_00162	Praf.g_02447
OG0000417	Prae.g_00163	Praf.g_02448
OG0000418	Prae.g_00168	Praf.g_02453
OG0000419	Prae.g_00170	Praf.g_02455
OG0000420	Prae.g_00171	Praf.g_02456
OG0000421	Prae.g_00176	Praf.g_02470
OG0000422	Prae.g_00177	Praf.g_02471
OG0000423	Prae.g_00178	Praf.g_02472
OG0000424	Prae.g_00179	Praf.g_02473
OG0000425	Prae.g_00180	Praf.g_02474
OG0000426	Prae.g_00181	Praf.g_02475
OG0000427	Prae.g_00182	Praf.g_02476
OG0000428	Prae.g_00184	Praf.g_01486
OG0000429	Prae.g_00185	Praf.g_02489
OG0000430	Prae.g_00186	Praf.g_02491
OG0000431	Prae.g_00188	Praf.g_02495
OG0000432	Prae.g_00191	Praf.g_02502
OG0000433	Prae.g_00192	Praf.g_02505
OG0000434	Prae.g_00193	Praf.g_02506
OG0000435	Prae.g_00194	Praf.g_02509
OG0000436	Prae.g_00199	Praf.g_02515
OG0000437	Prae.g_00200	Praf.g_02516
OG0000438	Prae.g_00201	Praf.g_02517
OG0000439	Prae.g_00203	Praf.g_02519
OG0000440	Prae.g_00204	Praf.g_02520
OG0000441	Prae.g_00207	Praf.g_02524
OG0000442	Prae.g_00208	Praf.g_02525
OG0000443	Prae.g_00209	Praf.g_02531
OG0000444	Prae.g_00214	Praf.g_02575
OG0000445	Prae.g_00215	Praf.g_02574
OG0000446	Prae.g_00216	Praf.g_02572
OG0000447	Prae.g_00217	Praf.g_02568
OG0000448	Prae.g_00218	Praf.g_02567
OG0000449	Prae.g_00219	Praf.g_02566
OG0000450	Prae.g_00220	Praf.g_02560
OG0000451	Prae.g_00221	Praf.g_02559
OG0000452	Prae.g_00224	Praf.g_02555
OG0000453	Prae.g_00225	Praf.g_02554
OG0000454	Prae.g_00226	Praf.g_02553
OG0000455	Prae.g_00227	Praf.g_02552
OG0000456	Prae.g_00228	Praf.g_02551
OG0000457	Prae.g_00229	Praf.g_02549
OG0000458	Prae.g_00230	Praf.g_02548
OG0000459	Prae.g_00231	Praf.g_02547
OG0000460	Prae.g_00238	Praf.g_00379
OG0000461	Prae.g_00245	Praf.g_02203
OG0000462	Prae.g_00247	Praf.g_02207
OG0000463	Prae.g_00248	Praf.g_02208
OG0000464	Prae.g_00249	Praf.g_02209
OG0000465	Prae.g_00250	Praf.g_02210
OG0000466	Prae.g_00253	Praf.g_02215
OG0000467	Prae.g_00254	Praf.g_02217
OG0000468	Prae.g_00256	Praf.g_02242
OG0000469	Prae.g_00265	Praf.g_02255
OG0000470	Prae.g_00267	Praf.g_02259
OG0000471	Prae.g_00268	Praf.g_02260
OG0000472	Prae.g_00269	Praf.g_02262
OG0000473	Prae.g_00271	Praf.g_02264
OG0000474	Prae.g_00272	Praf.g_02265
OG0000475	Prae.g_00273	Praf.g_02266
OG0000476	Prae.g_00274	Praf.g_02268
OG0000477	Prae.g_00276	Praf.g_02273
OG0000478	Prae.g_00277	Praf.g_02274
OG0000479	Prae.g_00278	Praf.g_02275
OG0000480	Prae.g_00283	Praf.g_02282
OG0000481	Prae.g_00285	Praf.g_02284
OG0000482	Prae.g_00286	Praf.g_02285
OG0000483	Prae.g_00289	Praf.g_02289
OG0000484	Prae.g_00290	Praf.g_02290
OG0000485	Prae.g_00291	Praf.g_02291
OG0000486	Prae.g_00292	Praf.g_02292
OG0000487	Prae.g_00296	Praf.g_02297
OG0000488	Prae.g_00299	Praf.g_02301
OG0000489	Prae.g_00304	Praf.g_02315
OG0000490	Prae.g_00309	Praf.g_02321
OG0000491	Prae.g_00310	Praf.g_02322
OG0000492	Prae.g_00312	Praf.g_02324
OG0000493	Prae.g_00313	Praf.g_02325
OG0000494	Prae.g_00314	Praf.g_02326
OG0000495	Prae.g_00315	Praf.g_02327
OG0000496	Prae.g_00316	Praf.g_02328
OG0000497	Prae.g_00317	Praf.g_02329
OG0000498	Prae.g_00318	Praf.g_02330
OG0000499	Prae.g_00319	Praf.g_02331
OG0000500	Prae.g_00320	Praf.g_02332
OG0000501	Prae.g_00322	Praf.g_02335
OG0000502	Prae.g_00325	Praf.g_02349
OG0000503	Prae.g_00335	Praf.g_02054
OG0000504	Prae.g_00336	Praf.g_02052
OG0000505	Prae.g_00337	Praf.g_02051
OG0000506	Prae.g_00338	Praf.g_02049
OG0000507	Prae.g_00341	Praf.g_02045
OG0000508	Prae.g_00344	Praf.g_02031
OG0000509	Prae.g_00346	Praf.g_02029
OG0000510	Prae.g_00347	Praf.g_02028
OG0000511	Prae.g_00348	Praf.g_02027
OG0000512	Prae.g_00350	Praf.g_02025
OG0000513	Prae.g_00357	Praf.g_02011
OG0000514	Prae.g_00405	Praf.g_02002
OG0000515	Prae.g_00406	Praf.g_02001
OG0000516	Prae.g_00407	Praf.g_01999
OG0000517	Prae.g_00409	Praf.g_01990
OG0000518	Prae.g_00420	Praf.g_01978
OG0000519	Prae.g_00421	Praf.g_01977
OG0000520	Prae.g_00422	Praf.g_01972
OG0000521	Prae.g_00427	Praf.g_01959
OG0000522	Prae.g_00429	Praf.g_01957
OG0000523	Prae.g_00430	Praf.g_01956
OG0000524	Prae.g_00435	Praf.g_01942
OG0000525	Prae.g_00438	Praf.g_01915
OG0000526	Prae.g_00439	Praf.g_01913
OG0000527	Prae.g_00447	Praf.g_01909
OG0000528	Prae.g_00452	Praf.g_00589
OG0000529	Prae.g_00455	Praf.g_00596
OG0000530	Prae.g_00458	Praf.g_00599
OG0000531	Prae.g_00459	Praf.g_00600
OG0000532	Prae.g_00461	Praf.g_00603
OG0000533	Prae.g_00462	Praf.g_00605
OG0000534	Prae.g_00463	Praf.g_00606
OG0000535	Prae.g_00464	Praf.g_00607
OG0000536	Prae.g_00465	Praf.g_00608
OG0000537	Prae.g_00466	Praf.g_00609
OG0000538	Prae.g_00474	Praf.g_00619
OG0000539	Prae.g_00475	Praf.g_00621
OG0000540	Prae.g_00476	Praf.g_00622
OG0000541	Prae.g_00477	Praf.g_00623
OG0000542	Prae.g_00479	Praf.g_00626
OG0000543	Prae.g_00481	Praf.g_00628
OG0000544	Prae.g_00482	Praf.g_00629
OG0000545	Prae.g_00484	Praf.g_00630
OG0000546	Prae.g_00487	Praf.g_00632
OG0000547	Prae.g_00489	Praf.g_00634
OG0000548	Prae.g_00490	Praf.g_00635
OG0000549	Prae.g_00492	Praf.g_00641
OG0000550	Prae.g_00497	Praf.g_00646
OG0000551	Prae.g_00501	Praf.g_00650
OG0000552	Prae.g_00502	Praf.g_00651
OG0000553	Prae.g_00503	Praf.g_00656
OG0000554	Prae.g_00509	Praf.g_00661
OG0000555	Prae.g_00517	Praf.g_00677
OG0000556	Prae.g_00519	Praf.g_00683
OG0000557	Prae.g_00520	Praf.g_00684
OG0000558	Prae.g_00522	Praf.g_00687
OG0000559	Prae.g_00526	Praf.g_00691
OG0000560	Prae.g_00529	Praf.g_00694
OG0000561	Prae.g_00530	Praf.g_00695
OG0000562	Prae.g_00531	Praf.g_00696
OG0000563	Prae.g_00532	Praf.g_00697
OG0000564	Prae.g_00533	Praf.g_00698
OG0000565	Prae.g_00536	Praf.g_00701
OG0000566	Prae.g_00538	Praf.g_00705
OG0000567	Prae.g_00542	Praf.g_00709
OG0000568	Prae.g_00543	Praf.g_00711
OG0000569	Prae.g_00544	Praf.g_00712
OG0000570	Prae.g_00545	Praf.g_00713
OG0000571	Prae.g_00547	Praf.g_00716
OG0000572	Prae.g_00560	Praf.g_00733
OG0000573	Prae.g_00566	Praf.g_00740
OG0000574	Prae.g_00567	Praf.g_00741
OG0000575	Prae.g_00571	Praf.g_00751
OG0000576	Prae.g_00573	Praf.g_00753
OG0000577	Prae.g_00574	Praf.g_00754
OG0000578	Prae.g_00575	Praf.g_00755
OG0000579	Prae.g_00576	Praf.g_00756
OG0000580	Prae.g_00577	Praf.g_00757
OG0000581	Prae.g_00579	Praf.g_00761
OG0000582	Prae.g_00582	Praf.g_00765
OG0000583	Prae.g_00583	Praf.g_00766
OG0000584	Prae.g_00584	Praf.g_00767
OG0000585	Prae.g_00586	Praf.g_00769
OG0000586	Prae.g_00587	Praf.g_00771
OG0000587	Prae.g_00588	Praf.g_00773
