Orthogroup	Syaa	Praf
OG0000204	Syaa.g_02524	Praf.g_02514
OG0000205	Syaa.g_02531	Praf.g_02521
OG0000206	Syaa.g_02538	Praf.g_02532
OG0000207	Syaa.g_02540	Praf.g_02582
OG0000208	Syaa.g_02541	Praf.g_02581
OG0000209	Syaa.g_02556	Praf.g_02557
OG0000210	Syaa.g_02557	Praf.g_02556
OG0000211	Syaa.g_02113	Praf.g_00378
OG0000212	Syaa.g_02102	Praf.g_00392
OG0000213	Syaa.g_00295	Praf.g_02245
OG0000214	Syaa.g_00279	Praf.g_02263
OG0000215	Syaa.g_00248	Praf.g_02293
OG0000217	Syaa.g_00240	Praf.g_02300
OG0000218	Syaa.g_00238	Praf.g_02302
OG0000219	Syaa.g_00237	Praf.g_02303
OG0000220	Syaa.g_00236	Praf.g_02304
OG0000221	Syaa.g_00229	Praf.g_02314
OG0000222	Syaa.g_00215	Praf.g_02323
OG0000223	Syaa.g_00192	Praf.g_02347
OG0000224	Syaa.g_00183	Praf.g_02358
OG0000225	Syaa.g_02166	Praf.g_02030
OG0000226	Syaa.g_02162	Praf.g_02026
OG0000227	Syaa.g_02160	Praf.g_02024
OG0000228	Syaa.g_02150	Praf.g_02016
OG0000229	Syaa.g_00703	Praf.g_01989
OG0000230	Syaa.g_00705	Praf.g_01987
OG0000231	Syaa.g_00717	Praf.g_01963
OG0000232	Syaa.g_01858	Praf.g_01952
OG0000233	Syaa.g_01853	Praf.g_01938
OG0000234	Syaa.g_01841	Praf.g_01905
OG0000235	Syaa.g_02052	Praf.g_00594
OG0000236	Syaa.g_02037	Praf.g_00610
OG0000237	Syaa.g_02020	Praf.g_00627
OG0000238	Syaa.g_02015	Praf.g_00631
OG0000239	Syaa.g_01996	Praf.g_00647
OG0000240	Syaa.g_01995	Praf.g_00648
OG0000241	Syaa.g_01644	Praf.g_01177
OG0000242	Syaa.g_01982	Praf.g_00658
OG0000243	Syaa.g_01960	Praf.g_00681
OG0000244	Syaa.g_01954	Praf.g_00685
OG0000245	Syaa.g_01952	Praf.g_00688
OG0000246	Syaa.g_01948	Praf.g_00692
OG0000247	Syaa.g_01937	Praf.g_00703
OG0000248	Syaa.g_01934	Praf.g_00706
OG0000249	Syaa.g_01932	Praf.g_00708
OG0000250	Syaa.g_01922	Praf.g_00714
OG0000251	Syaa.g_01897	Praf.g_00739
OG0000252	Syaa.g_01894	Praf.g_00742
OG0000253	Syaa.g_01893	Praf.g_00749
OG0000254	Syaa.g_01684	Praf.g_00768
OG0000255	Syaa.g_01668	Praf.g_01662
OG0000256	Syaa.g_01651	Praf.g_01676
OG0000257	Syaa.g_01645	Praf.g_01685
OG0000258	Syaa.g_01624	Praf.g_01708
OG0000259	Syaa.g_01063	Praf.g_01736
OG0000260	Syaa.g_01066	Praf.g_01739
OG0000261	Syaa.g_01069	Praf.g_01742
OG0000262	Syaa.g_01074	Praf.g_01748
OG0000263	Syaa.g_00989	Praf.g_02570
OG0000264	Syaa.g_00910	Praf.g_01218, Praf.g_01219
OG0000265	Syaa.g_00931	Praf.g_01238
OG0000265	Syaa.g_01498	Praf.g_01302
OG0000266	Syaa.g_01257, Syaa.g_01258	Praf.g_01313
OG0000267	Syaa.g_01409	Praf.g_01436
OG0000268	Syaa.g_01408	Praf.g_01435
OG0000269	Syaa.g_01149	Praf.g_01525
OG0000270	Syaa.g_01152	Praf.g_01528
OG0000271	Syaa.g_01160	Praf.g_01536
OG0000272	Syaa.g_01161	Praf.g_01537
OG0000273	Syaa.g_00844	Praf.g_01585
OG0000274	Syaa.g_00843	Praf.g_01586
OG0000275	Syaa.g_00840	Praf.g_01590
OG0000276	Syaa.g_00834	Praf.g_01596
OG0000277	Syaa.g_00833	Praf.g_01597
OG0000278	Syaa.g_00830	Praf.g_01600
OG0000279	Syaa.g_00822	Praf.g_01608
OG0000280	Syaa.g_00815	Praf.g_01614
OG0000282	Syaa.g_01096	Praf.g_01463
OG0000283	Syaa.g_01396	Praf.g_01426
OG0000284	Syaa.g_01390	Praf.g_01420
OG0000285	Syaa.g_01377	Praf.g_01006
OG0000286	Syaa.g_01358	Praf.g_01393
OG0000287	Syaa.g_01330	Praf.g_01073
OG0000288	Syaa.g_01299	Praf.g_01338
OG0000289	Syaa.g_01285	Praf.g_01325
OG0000290	Syaa.g_00875	Praf.g_01277
OG0000291	Syaa.g_00877	Praf.g_01275
OG0000292	Syaa.g_02751	Praf.g_02776
OG0000293	Syaa.g_00758	Praf.g_00826
OG0000294	Syaa.g_00759	Praf.g_00827
OG0000295	Syaa.g_00796	Praf.g_00879
OG0000296	Syaa.g_00798	Praf.g_00881
OG0000297	Syaa.g_01021	Praf.g_00917
OG0000298	Syaa.g_01010	Praf.g_00918
OG0000299	Syaa.g_00982	Praf.g_00908
OG0000300	Syaa.g_00976	Praf.g_00902
OG0000301	Syaa.g_00975	Praf.g_00901
OG0000302	Syaa.g_00972	Praf.g_00898
OG0000303	Syaa.g_00963	Praf.g_00888
OG0000304	Syaa.g_00957	Praf.g_00938
OG0000305	Syaa.g_00881	Praf.g_01271
OG0000306	Syaa.g_00807	Praf.g_01635
OG0000307	Syaa.g_02068	Praf.g_00575
OG0000308	Syaa.g_02070	Praf.g_00573
OG0000309	Syaa.g_02075	Praf.g_00569
OG0000310	Syaa.g_01752	Praf.g_01772
OG0000311	Syaa.g_01757	Praf.g_01778, Praf.g_01776
OG0000312	Syaa.g_01762	Praf.g_01782
OG0000313	Syaa.g_01779	Praf.g_01802
OG0000314	Syaa.g_01806	Praf.g_01837
OG0000315	Syaa.g_01816	Praf.g_01848
OG0000316	Syaa.g_00598	Praf.g_00526
OG0000317	Syaa.g_00556	Praf.g_00485
OG0000318	Syaa.g_00550	Praf.g_00479
OG0000319	Syaa.g_00532	Praf.g_00464
OG0000320	Syaa.g_00530	Praf.g_00462
OG0000321	Syaa.g_00529	Praf.g_00461
OG0000322	Syaa.g_00528	Praf.g_00460
OG0000323	Syaa.g_00496	Praf.g_00449
OG0000324	Syaa.g_00653	Praf.g_00419
OG0000325	Syaa.g_02350	Praf.g_02200
OG0000326	Syaa.g_02343	Praf.g_02193
OG0000327	Syaa.g_02294	Praf.g_02162
OG0000328	Syaa.g_02293	Praf.g_02161
OG0000329	Syaa.g_02275	Praf.g_02144
OG0000330	Syaa.g_02274	Praf.g_02143
OG0000331	Syaa.g_02273	Praf.g_02142
OG0000332	Syaa.g_02258	Praf.g_02127
OG0000333	Syaa.g_02255	Praf.g_02125
OG0000334	Syaa.g_02246	Praf.g_02112
OG0000335	Syaa.g_02241	Praf.g_02107
OG0000336	Syaa.g_02237	Praf.g_02103
OG0000337	Syaa.g_00167	Praf.g_02372
OG0000338	Syaa.g_00162	Praf.g_02375
OG0000339	Syaa.g_00156	Praf.g_02386
OG0000340	Syaa.g_00144	Praf.g_02396
OG0000341	Syaa.g_00142	Praf.g_02398
OG0000342	Syaa.g_00141	Praf.g_02399
OG0000343	Syaa.g_00140	Praf.g_00196
OG0000344	Syaa.g_00136	Praf.g_00193
OG0000345	Syaa.g_00127	Praf.g_00182
OG0000346	Syaa.g_00122	Praf.g_00177
OG0000347	Syaa.g_00088	Praf.g_00152
OG0000348	Syaa.g_00071	Praf.g_00081
OG0000349	Syaa.g_00053	Praf.g_00054
OG0000350	Syaa.g_02336	Praf.g_02699
OG0000351	Syaa.g_02730	Praf.g_02757
OG0000352	Syaa.g_02731	Praf.g_02758
OG0000353	Syaa.g_02757	Praf.g_02782
OG0000354	Syaa.g_02008, Syaa.g_02009	Praf.g_00637
OG0000354	Syaa.g_00019, Syaa.g_00020	Praf.g_00019
OG0000355	Syaa.g_00001	Praf.g_00001
OG0000356	Syaa.g_00002	Praf.g_00002
OG0000357	Syaa.g_00003	Praf.g_00003
OG0000358	Syaa.g_00007	Praf.g_00007
OG0000359	Syaa.g_00009	Praf.g_00009
OG0000360	Syaa.g_00010	Praf.g_00010
OG0000361	Syaa.g_00011	Praf.g_00011
OG0000362	Syaa.g_00013	Praf.g_00013
OG0000363	Syaa.g_00015	Praf.g_00015
OG0000364	Syaa.g_00016	Praf.g_00016
OG0000365	Syaa.g_00027	Praf.g_00025
OG0000366	Syaa.g_00028	Praf.g_00026
OG0000367	Syaa.g_00029	Praf.g_00027
OG0000368	Syaa.g_00031	Praf.g_00029
OG0000369	Syaa.g_00032	Praf.g_00030
OG0000370	Syaa.g_00033	Praf.g_00031
OG0000371	Syaa.g_00041	Praf.g_00040
OG0000372	Syaa.g_00046	Praf.g_00045
OG0000373	Syaa.g_00047	Praf.g_00046
OG0000374	Syaa.g_00048	Praf.g_00047
OG0000375	Syaa.g_00049	Praf.g_00050
OG0000376	Syaa.g_00051	Praf.g_00052
OG0000377	Syaa.g_02585	Praf.g_02618
OG0000378	Syaa.g_02577	Praf.g_02605
OG0000379	Syaa.g_02574	Praf.g_02601
OG0000380	Syaa.g_00357	Praf.g_00325
OG0000381	Syaa.g_00353	Praf.g_00320
OG0000382	Syaa.g_00335	Praf.g_00304
OG0000383	Syaa.g_00333	Praf.g_00302
OG0000384	Syaa.g_00332	Praf.g_00301
OG0000385	Syaa.g_00331	Praf.g_00300
OG0000386	Syaa.g_00330	Praf.g_00299
OG0000387	Syaa.g_02371	Praf.g_00253
OG0000388	Syaa.g_02375	Praf.g_00249
OG0000389	Syaa.g_02379	Praf.g_00245
OG0000390	Syaa.g_02398	Praf.g_00224
OG0000391	Syaa.g_02403	Praf.g_00219
OG0000392	Syaa.g_02409	Praf.g_00214
OG0000393	Syaa.g_02412	Praf.g_00209
OG0000394	Syaa.g_02413	Praf.g_00208
OG0000395	Syaa.g_02414	Praf.g_00207
OG0000396	Syaa.g_02417	Praf.g_02403
OG0000397	Syaa.g_02419	Praf.g_02405
OG0000398	Syaa.g_02424	Praf.g_02410
OG0000399	Syaa.g_02425	Praf.g_02411
OG0000400	Syaa.g_02426	Praf.g_02412
OG0000401	Syaa.g_02427	Praf.g_02413
OG0000402	Syaa.g_02429	Praf.g_02415
OG0000403	Syaa.g_02430	Praf.g_02416
OG0000404	Syaa.g_02431	Praf.g_02418
OG0000405	Syaa.g_02446	Praf.g_02430
OG0000406	Syaa.g_02450	Praf.g_02434
OG0000407	Syaa.g_02451	Praf.g_02435
OG0000408	Syaa.g_02458	Praf.g_02437
OG0000409	Syaa.g_02460	Praf.g_02439
OG0000410	Syaa.g_02461	Praf.g_02440
OG0000411	Syaa.g_02462	Praf.g_02441
OG0000412	Syaa.g_02463	Praf.g_02442
OG0000413	Syaa.g_02465	Praf.g_02444
OG0000415	Syaa.g_02466	Praf.g_02446
OG0000416	Syaa.g_02467	Praf.g_02447
OG0000417	Syaa.g_02468	Praf.g_02448
OG0000418	Syaa.g_02473	Praf.g_02453
OG0000419	Syaa.g_02475	Praf.g_02455
OG0000420	Syaa.g_02477	Praf.g_02456
OG0000421	Syaa.g_02482	Praf.g_02470
OG0000422	Syaa.g_02483	Praf.g_02471
OG0000423	Syaa.g_02484	Praf.g_02472
OG0000424	Syaa.g_02485	Praf.g_02473
OG0000425	Syaa.g_02486	Praf.g_02474
OG0000426	Syaa.g_02487	Praf.g_02475
OG0000427	Syaa.g_02488	Praf.g_02476
OG0000428	Syaa.g_02491	Praf.g_01486
OG0000429	Syaa.g_02493	Praf.g_02489
OG0000430	Syaa.g_02495	Praf.g_02491
OG0000431	Syaa.g_02498	Praf.g_02495
OG0000432	Syaa.g_02504	Praf.g_02502
OG0000433	Syaa.g_02513	Praf.g_02505
OG0000434	Syaa.g_02514	Praf.g_02506
OG0000435	Syaa.g_02516	Praf.g_02509
OG0000436	Syaa.g_02525	Praf.g_02515
OG0000437	Syaa.g_02526	Praf.g_02516
OG0000438	Syaa.g_02527	Praf.g_02517
OG0000439	Syaa.g_02529	Praf.g_02519
OG0000440	Syaa.g_02530	Praf.g_02520
OG0000441	Syaa.g_02534	Praf.g_02524
OG0000442	Syaa.g_02535	Praf.g_02525
OG0000443	Syaa.g_02536	Praf.g_02531
OG0000444	Syaa.g_02542	Praf.g_02575
OG0000445	Syaa.g_02543	Praf.g_02574
OG0000446	Syaa.g_02545	Praf.g_02572
OG0000447	Syaa.g_02548	Praf.g_02568
OG0000448	Syaa.g_02549	Praf.g_02567
OG0000449	Syaa.g_02550	Praf.g_02566
OG0000450	Syaa.g_02553	Praf.g_02560
OG0000451	Syaa.g_02554	Praf.g_02559
OG0000452	Syaa.g_02558	Praf.g_02555
OG0000453	Syaa.g_02559	Praf.g_02554
OG0000454	Syaa.g_02560	Praf.g_02553
OG0000455	Syaa.g_02561	Praf.g_02552
OG0000456	Syaa.g_02562	Praf.g_02551
OG0000457	Syaa.g_02564	Praf.g_02549
OG0000458	Syaa.g_02565	Praf.g_02548
OG0000459	Syaa.g_02566	Praf.g_02547
OG0000460	Syaa.g_02111	Praf.g_00379
OG0000461	Syaa.g_00318	Praf.g_02203
OG0000462	Syaa.g_00315	Praf.g_02207
OG0000463	Syaa.g_00314	Praf.g_02208
OG0000464	Syaa.g_00313	Praf.g_02209
OG0000465	Syaa.g_00311	Praf.g_02210
OG0000466	Syaa.g_00306	Praf.g_02215
OG0000467	Syaa.g_00304	Praf.g_02217
OG0000468	Syaa.g_00299	Praf.g_02242
OG0000469	Syaa.g_00285	Praf.g_02255
OG0000470	Syaa.g_00283	Praf.g_02259
OG0000471	Syaa.g_00282	Praf.g_02260
OG0000472	Syaa.g_00280	Praf.g_02262
OG0000473	Syaa.g_00278	Praf.g_02264
OG0000474	Syaa.g_00277	Praf.g_02265
OG0000475	Syaa.g_00276	Praf.g_02266
OG0000476	Syaa.g_00274	Praf.g_02268
OG0000477	Syaa.g_00268	Praf.g_02273
OG0000478	Syaa.g_00267	Praf.g_02274
OG0000479	Syaa.g_00266	Praf.g_02275
OG0000480	Syaa.g_00259	Praf.g_02282
OG0000481	Syaa.g_00257	Praf.g_02284
OG0000482	Syaa.g_00256	Praf.g_02285
OG0000483	Syaa.g_00252	Praf.g_02289
OG0000484	Syaa.g_00251	Praf.g_02290
OG0000485	Syaa.g_00250	Praf.g_02291
OG0000486	Syaa.g_00249	Praf.g_02292
OG0000487	Syaa.g_00243	Praf.g_02297
OG0000488	Syaa.g_00239	Praf.g_02301
OG0000489	Syaa.g_00228	Praf.g_02315
OG0000490	Syaa.g_00220	Praf.g_02321
OG0000491	Syaa.g_00218	Praf.g_02322
OG0000492	Syaa.g_00214	Praf.g_02324
OG0000493	Syaa.g_00213	Praf.g_02325
OG0000494	Syaa.g_00212	Praf.g_02326
OG0000495	Syaa.g_00211	Praf.g_02327
OG0000496	Syaa.g_00210	Praf.g_02328
OG0000497	Syaa.g_00209	Praf.g_02329
OG0000498	Syaa.g_00208	Praf.g_02330
OG0000499	Syaa.g_00207	Praf.g_02331
OG0000500	Syaa.g_00206	Praf.g_02332
OG0000501	Syaa.g_00203	Praf.g_02335
OG0000502	Syaa.g_00190	Praf.g_02349
OG0000503	Syaa.g_02182	Praf.g_02054
OG0000504	Syaa.g_02180	Praf.g_02052
OG0000505	Syaa.g_02179	Praf.g_02051
OG0000506	Syaa.g_02177	Praf.g_02049
OG0000507	Syaa.g_02171	Praf.g_02045
OG0000508	Syaa.g_02167	Praf.g_02031
OG0000509	Syaa.g_02165	Praf.g_02029
OG0000510	Syaa.g_02164	Praf.g_02028
OG0000511	Syaa.g_02163	Praf.g_02027
OG0000512	Syaa.g_02161	Praf.g_02025
OG0000513	Syaa.g_02145	Praf.g_02011
OG0000514	Syaa.g_02118	Praf.g_02002
OG0000515	Syaa.g_02117	Praf.g_02001
OG0000516	Syaa.g_00698	Praf.g_01999
OG0000517	Syaa.g_00702	Praf.g_01990
OG0000518	Syaa.g_00714	Praf.g_01978
OG0000519	Syaa.g_00715	Praf.g_01977
OG0000520	Syaa.g_00716	Praf.g_01972
OG0000521	Syaa.g_01864	Praf.g_01959
OG0000522	Syaa.g_01862	Praf.g_01957
OG0000523	Syaa.g_01859	Praf.g_01956
OG0000524	Syaa.g_01856	Praf.g_01942
OG0000525	Syaa.g_01851	Praf.g_01915
OG0000526	Syaa.g_01848	Praf.g_01913
OG0000527	Syaa.g_01844	Praf.g_01909
OG0000528	Syaa.g_02054	Praf.g_00589
OG0000529	Syaa.g_02050	Praf.g_00596
OG0000530	Syaa.g_02047	Praf.g_00599
OG0000531	Syaa.g_02046	Praf.g_00600
OG0000532	Syaa.g_02043	Praf.g_00603
OG0000533	Syaa.g_02042	Praf.g_00605
OG0000534	Syaa.g_02041	Praf.g_00606
OG0000535	Syaa.g_02040	Praf.g_00607
OG0000536	Syaa.g_02039	Praf.g_00608
OG0000537	Syaa.g_02038	Praf.g_00609
OG0000538	Syaa.g_02027	Praf.g_00619
OG0000539	Syaa.g_02026	Praf.g_00621
OG0000540	Syaa.g_02025	Praf.g_00622
OG0000541	Syaa.g_02024	Praf.g_00623
OG0000542	Syaa.g_02021	Praf.g_00626
OG0000543	Syaa.g_02019	Praf.g_00628
OG0000544	Syaa.g_02018	Praf.g_00629
OG0000545	Syaa.g_02016	Praf.g_00630
OG0000546	Syaa.g_02014	Praf.g_00632
OG0000547	Syaa.g_02012	Praf.g_00634
OG0000548	Syaa.g_02011	Praf.g_00635
OG0000549	Syaa.g_02003	Praf.g_00641
OG0000550	Syaa.g_01998	Praf.g_00646
OG0000551	Syaa.g_01993	Praf.g_00650
OG0000552	Syaa.g_01992	Praf.g_00651
OG0000553	Syaa.g_01990	Praf.g_00656
OG0000554	Syaa.g_01979	Praf.g_00661
