Orthogroup	Syaa	Pras
OG0000086	Syaa.g_00324	Pras.g_00939
OG0000087	Syaa.g_02433	Pras.g_00990
OG0000088	Syaa.g_02474	Pras.g_01017
OG0000089	Syaa.g_02149	Pras.g_01209
OG0000090	Syaa.g_01980	Pras.g_01410
OG0000091	Syaa.g_01625	Pras.g_01518
OG0000093	Syaa.g_01139	Pras.g_01827
OG0000094	Syaa.g_01288	Pras.g_01915
OG0000095	Syaa.g_00879	Pras.g_01934
OG0000097	Syaa.g_00979	Pras.g_00098
OG0000098	Syaa.g_01970	Pras.g_00232
OG0000099	Syaa.g_00202	Pras.g_00294
OG0000100	Syaa.g_01201	Pras.g_00427
OG0000101	Syaa.g_02249	Pras.g_00687
OG0000102	Syaa.g_00118	Pras.g_00748
OG0000103	Syaa.g_02740	Pras.g_00829
OG0000104	Syaa.g_02754	Pras.g_00838
OG0000105	Syaa.g_00270	Pras.g_01126
OG0000106	Syaa.g_01439	Pras.g_01223
OG0000107	Syaa.g_02351	Pras.g_01239
OG0000108	Syaa.g_02051	Pras.g_01358
OG0000109	Syaa.g_02036	Pras.g_01372
OG0000110	Syaa.g_01918	Pras.g_01451
OG0000111	Syaa.g_00888	Pras.g_01575
OG0000112	Syaa.g_01366	Pras.g_01665
OG0000113	Syaa.g_01196	Pras.g_01723
OG0000114	Syaa.g_01094	Pras.g_01801
OG0000115	Syaa.g_01795	Pras.g_01994
OG0000116	Syaa.g_00757	Pras.g_00046
OG0000117	Syaa.g_01009	Pras.g_00150
OG0000118	Syaa.g_01874	Pras.g_00221, Pras.g_00222
OG0000119	Syaa.g_00785	Pras.g_00246
OG0000120	Syaa.g_00201	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330
OG0000121	Syaa.g_01777	Pras.g_00352
OG0000122	Syaa.g_01598	Pras.g_00391
OG0000123	Syaa.g_02242	Pras.g_00694
OG0000124	Syaa.g_00092	Pras.g_00759
OG0000125	Syaa.g_02598	Pras.g_00797
OG0000126	Syaa.g_02752	Pras.g_00837
OG0000128	Syaa.g_00012	Pras.g_00853
OG0000129	Syaa.g_02586	Pras.g_00897
OG0000130	Syaa.g_00354	Pras.g_00921
OG0000131	Syaa.g_02448	Pras.g_00996
OG0000132	Syaa.g_02472	Pras.g_01015
OG0000133	Syaa.g_01361	Pras.g_01174
OG0000134	Syaa.g_02146	Pras.g_01210
OG0000135	Syaa.g_02649	Pras.g_01236
OG0000136	Syaa.g_00708	Pras.g_01319
OG0000137	Syaa.g_01842	Pras.g_01353
OG0000138	Syaa.g_02035	Pras.g_01373
OG0000139	Syaa.g_01974	Pras.g_01414
OG0000140	Syaa.g_01971	Pras.g_01415
OG0000141	Syaa.g_01689	Pras.g_01483
OG0000142	Syaa.g_01633	Pras.g_01511
OG0000143	Syaa.g_01629	Pras.g_01515
OG0000144	Syaa.g_01446	Pras.g_01528
OG0000145	Syaa.g_02029	Pras.g_01664
OG0000146	Syaa.g_01367	Pras.g_01666
OG0000147	Syaa.g_01368	Pras.g_01667
OG0000148	Syaa.g_01190	Pras.g_01717
OG0000149	Syaa.g_00826	Pras.g_01747
OG0000150	Syaa.g_01688	Pras.g_01755
OG0000151	Syaa.g_01107	Pras.g_01811
OG0000152	Syaa.g_01357	Pras.g_01859
OG0000153	Syaa.g_01324	Pras.g_01878
OG0000154	Syaa.g_01298	Pras.g_01908
OG0000155	Syaa.g_00804	Pras.g_00076
OG0000156	Syaa.g_00751	Pras.g_00197
OG0000157	Syaa.g_00750	Pras.g_00198
OG0000158	Syaa.g_00148	Pras.g_00289
OG0000160	Syaa.g_01776	Pras.g_00351
OG0000161	Syaa.g_01782	Pras.g_00357
OG0000162	Syaa.g_01788	Pras.g_00363
OG0000163	Syaa.g_00624	Pras.g_00399
OG0000164	Syaa.g_00507	Pras.g_00574
OG0000165	Syaa.g_00681	Pras.g_00581
OG0000166	Syaa.g_02289	Pras.g_00651
OG0000167	Syaa.g_00160	Pras.g_00717
OG0000168	Syaa.g_00145	Pras.g_00727
OG0000169	Syaa.g_00134	Pras.g_00737
OG0000170	Syaa.g_00128	Pras.g_00739
OG0000171	Syaa.g_00093	Pras.g_00758
OG0000172	Syaa.g_00079	Pras.g_00768
OG0000173	Syaa.g_00060	Pras.g_00783
OG0000174	Syaa.g_02651	Pras.g_00811, Pras.g_00810
OG0000175	Syaa.g_02726	Pras.g_00821
OG0000176	Syaa.g_00004	Pras.g_00846
OG0000177	Syaa.g_00005	Pras.g_00847
OG0000178	Syaa.g_00006	Pras.g_00848
OG0000179	Syaa.g_00023	Pras.g_00858
OG0000180	Syaa.g_00024	Pras.g_00859
OG0000181	Syaa.g_00025	Pras.g_00860
OG0000182	Syaa.g_00026	Pras.g_00861
OG0000183	Syaa.g_00030	Pras.g_00865
OG0000184	Syaa.g_02578	Pras.g_00899
OG0000185	Syaa.g_02575	Pras.g_00902
OG0000186	Syaa.g_00359	Pras.g_00916
OG0000187	Syaa.g_00358	Pras.g_00917
OG0000188	Syaa.g_00334	Pras.g_00933
OG0000189	Syaa.g_02367	Pras.g_00947
OG0000190	Syaa.g_02369	Pras.g_00948
OG0000191	Syaa.g_02404	Pras.g_00968
OG0000192	Syaa.g_02410	Pras.g_00972
OG0000193	Syaa.g_02449	Pras.g_00997
OG0000194	Syaa.g_02452	Pras.g_01000
OG0000195	Syaa.g_02459	Pras.g_01002
OG0000196	Syaa.g_02469	Pras.g_01012
OG0000197	Syaa.g_02470	Pras.g_01013
OG0000198	Syaa.g_02471	Pras.g_01014
OG0000199	Syaa.g_02479	Pras.g_01021
OG0000200	Syaa.g_02496	Pras.g_01035
OG0000201	Syaa.g_02521	Pras.g_01043
OG0000202	Syaa.g_02522	Pras.g_01044
OG0000203	Syaa.g_02523	Pras.g_01045
OG0000204	Syaa.g_02524	Pras.g_01046
OG0000205	Syaa.g_02531	Pras.g_01053
OG0000206	Syaa.g_02538	Pras.g_01058, Pras.g_01059
OG0000207	Syaa.g_02540	Pras.g_01061
OG0000208	Syaa.g_02541	Pras.g_01062
OG0000209	Syaa.g_02556	Pras.g_01071
OG0000210	Syaa.g_02557	Pras.g_01072
OG0000211	Syaa.g_02113	Pras.g_01085
OG0000212	Syaa.g_02102	Pras.g_01092
OG0000213	Syaa.g_00295	Pras.g_01109
OG0000214	Syaa.g_00279	Pras.g_01119
OG0000215	Syaa.g_00248	Pras.g_01144
OG0000216	Syaa.g_00244	Pras.g_01145
OG0000217	Syaa.g_00240	Pras.g_01148
OG0000218	Syaa.g_00238	Pras.g_01150
OG0000219	Syaa.g_00237	Pras.g_01151
OG0000220	Syaa.g_00236	Pras.g_01152
OG0000221	Syaa.g_00229	Pras.g_01153
OG0000222	Syaa.g_00215	Pras.g_01162
OG0000223	Syaa.g_00192	Pras.g_01175
OG0000224	Syaa.g_00183	Pras.g_01177
OG0000225	Syaa.g_02166	Pras.g_01199
OG0000226	Syaa.g_02162	Pras.g_01203
OG0000227	Syaa.g_02160	Pras.g_01205
OG0000228	Syaa.g_02150	Pras.g_01208
OG0000229	Syaa.g_00703	Pras.g_01314
OG0000230	Syaa.g_00705	Pras.g_01316
OG0000231	Syaa.g_00717	Pras.g_01327
OG0000232	Syaa.g_01858	Pras.g_01335
OG0000233	Syaa.g_01853	Pras.g_01341
OG0000234	Syaa.g_01841	Pras.g_01354
OG0000235	Syaa.g_02052	Pras.g_01357
OG0000236	Syaa.g_02037	Pras.g_01371
OG0000237	Syaa.g_02020	Pras.g_01384
OG0000238	Syaa.g_02015	Pras.g_01390
OG0000239	Syaa.g_01996	Pras.g_01402
OG0000240	Syaa.g_01995	Pras.g_01403
OG0000241	Syaa.g_01644	Pras.g_01407
OG0000242	Syaa.g_01982	Pras.g_01409
OG0000243	Syaa.g_01960	Pras.g_01420
OG0000244	Syaa.g_01954	Pras.g_01423
OG0000245	Syaa.g_01952	Pras.g_01425
OG0000246	Syaa.g_01948	Pras.g_01429
OG0000247	Syaa.g_01937	Pras.g_01439
OG0000248	Syaa.g_01934	Pras.g_01441
OG0000249	Syaa.g_01932	Pras.g_01443
OG0000250	Syaa.g_01922	Pras.g_01448
OG0000251	Syaa.g_01897	Pras.g_01467
OG0000252	Syaa.g_01894	Pras.g_01470
OG0000253	Syaa.g_01893	Pras.g_01471
OG0000254	Syaa.g_01684	Pras.g_01487
OG0000255	Syaa.g_01668	Pras.g_01493
OG0000256	Syaa.g_01651	Pras.g_01503
OG0000257	Syaa.g_01645	Pras.g_01506
OG0000258	Syaa.g_01624	Pras.g_01519
OG0000259	Syaa.g_01063	Pras.g_01536
OG0000260	Syaa.g_01066	Pras.g_01539
OG0000261	Syaa.g_01069	Pras.g_01541
OG0000262	Syaa.g_01074	Pras.g_00327, Pras.g_01545
OG0000263	Syaa.g_00989	Pras.g_01557
OG0000264	Syaa.g_00910	Pras.g_01567
OG0000265	Syaa.g_00931, Syaa.g_01498	Pras.g_01606
OG0000266	Syaa.g_01257, Syaa.g_01258	Pras.g_01616
OG0000267	Syaa.g_01409	Pras.g_01627
OG0000268	Syaa.g_01408	Pras.g_01628
OG0000269	Syaa.g_01149	Pras.g_01696
OG0000270	Syaa.g_01152	Pras.g_01699
OG0000271	Syaa.g_01160	Pras.g_01707
OG0000272	Syaa.g_01161	Pras.g_01708
OG0000273	Syaa.g_00844	Pras.g_01731
OG0000274	Syaa.g_00843	Pras.g_01732
OG0000275	Syaa.g_00840	Pras.g_01734
OG0000276	Syaa.g_00834	Pras.g_01739
OG0000277	Syaa.g_00833	Pras.g_01740
OG0000278	Syaa.g_00830	Pras.g_01743
OG0000279	Syaa.g_00822	Pras.g_01750
OG0000280	Syaa.g_00815	Pras.g_01751
OG0000282	Syaa.g_01096	Pras.g_01803
OG0000283	Syaa.g_01396	Pras.g_01836
OG0000284	Syaa.g_01390	Pras.g_01841
OG0000285	Syaa.g_01377	Pras.g_01846
OG0000286	Syaa.g_01358	Pras.g_01858
OG0000287	Syaa.g_01330	Pras.g_01875
OG0000288	Syaa.g_01299	Pras.g_01907
OG0000289	Syaa.g_01285	Pras.g_01918
OG0000290	Syaa.g_00875	Pras.g_01931
OG0000291	Syaa.g_00877	Pras.g_01933
OG0000292	Syaa.g_02751	Pras.g_01982
OG0000293	Syaa.g_00758	Pras.g_00047
OG0000294	Syaa.g_00759	Pras.g_00048
OG0000295	Syaa.g_00796	Pras.g_00068
OG0000296	Syaa.g_00798	Pras.g_00070
OG0000297	Syaa.g_01021	Pras.g_00078
OG0000298	Syaa.g_01010	Pras.g_00079
OG0000299	Syaa.g_00982	Pras.g_00096, Pras.g_00097
OG0000300	Syaa.g_00976	Pras.g_00100
OG0000301	Syaa.g_00975	Pras.g_00101
OG0000302	Syaa.g_00972	Pras.g_00103
OG0000303	Syaa.g_00963	Pras.g_00110
OG0000304	Syaa.g_00957	Pras.g_00114
OG0000305	Syaa.g_00881	Pras.g_00242
OG0000306	Syaa.g_00807	Pras.g_00245
OG0000307	Syaa.g_02068	Pras.g_00259
OG0000308	Syaa.g_02070	Pras.g_00260
OG0000309	Syaa.g_02075	Pras.g_00264
OG0000310	Syaa.g_01752	Pras.g_00335
OG0000311	Syaa.g_01757	Pras.g_00337
OG0000312	Syaa.g_01762	Pras.g_00340
OG0000313	Syaa.g_01779	Pras.g_00354
OG0000314	Syaa.g_01806	Pras.g_00377
OG0000315	Syaa.g_01816	Pras.g_00388
OG0000316	Syaa.g_00598	Pras.g_00410
OG0000317	Syaa.g_00556	Pras.g_00548
OG0000318	Syaa.g_00550	Pras.g_00551
OG0000319	Syaa.g_00532	Pras.g_00564
OG0000320	Syaa.g_00530	Pras.g_00566
OG0000321	Syaa.g_00529	Pras.g_00567
OG0000322	Syaa.g_00528	Pras.g_00568
OG0000323	Syaa.g_00496	Pras.g_00577
OG0000324	Syaa.g_00653	Pras.g_00604
OG0000325	Syaa.g_02350	Pras.g_00614
OG0000326	Syaa.g_02343	Pras.g_00620
OG0000327	Syaa.g_02294	Pras.g_00646
OG0000328	Syaa.g_02293	Pras.g_00647
OG0000329	Syaa.g_02275	Pras.g_00664
OG0000330	Syaa.g_02274	Pras.g_00665
OG0000331	Syaa.g_02273	Pras.g_00666
OG0000332	Syaa.g_02258	Pras.g_00680
OG0000333	Syaa.g_02255	Pras.g_00682
OG0000334	Syaa.g_02246	Pras.g_00690
OG0000335	Syaa.g_02241	Pras.g_00695
OG0000336	Syaa.g_02237	Pras.g_00699
OG0000337	Syaa.g_00167	Pras.g_00715
OG0000338	Syaa.g_00162	Pras.g_00716
OG0000339	Syaa.g_00156	Pras.g_00720
OG0000340	Syaa.g_00144	Pras.g_00728
OG0000341	Syaa.g_00142	Pras.g_00730
OG0000342	Syaa.g_00141	Pras.g_00731
OG0000343	Syaa.g_00140	Pras.g_00732
OG0000344	Syaa.g_00136	Pras.g_00735
OG0000345	Syaa.g_00127	Pras.g_00740
OG0000346	Syaa.g_00122	Pras.g_00744
OG0000347	Syaa.g_00088	Pras.g_00761
OG0000348	Syaa.g_00071	Pras.g_00771
OG0000349	Syaa.g_00053	Pras.g_00788
OG0000350	Syaa.g_02336	Pras.g_00806, Pras.g_00131
OG0000351	Syaa.g_02730	Pras.g_00824
OG0000352	Syaa.g_02731	Pras.g_00825
OG0000353	Syaa.g_02757	Pras.g_00841
OG0000355	Syaa.g_00001	Pras.g_00843
OG0000356	Syaa.g_00002	Pras.g_00844
OG0000357	Syaa.g_00003	Pras.g_00845
OG0000358	Syaa.g_00007	Pras.g_00849
OG0000359	Syaa.g_00009	Pras.g_00850
OG0000360	Syaa.g_00010	Pras.g_00851
OG0000361	Syaa.g_00011	Pras.g_00852
OG0000362	Syaa.g_00013	Pras.g_00854
OG0000363	Syaa.g_00015	Pras.g_00856
OG0000364	Syaa.g_00016	Pras.g_00857
OG0000365	Syaa.g_00027	Pras.g_00862
OG0000366	Syaa.g_00028	Pras.g_00863
OG0000367	Syaa.g_00029	Pras.g_00864
OG0000368	Syaa.g_00031	Pras.g_00866
OG0000369	Syaa.g_00032	Pras.g_00867
OG0000370	Syaa.g_00033	Pras.g_00868
OG0000371	Syaa.g_00041	Pras.g_00874
OG0000372	Syaa.g_00046	Pras.g_00877
OG0000373	Syaa.g_00047	Pras.g_00878
OG0000374	Syaa.g_00048	Pras.g_00879
OG0000375	Syaa.g_00049	Pras.g_00893
OG0000376	Syaa.g_00051	Pras.g_00895
OG0000377	Syaa.g_02585	Pras.g_00898
OG0000378	Syaa.g_02577	Pras.g_00900
OG0000379	Syaa.g_02574	Pras.g_00903
OG0000380	Syaa.g_00357	Pras.g_00918
OG0000381	Syaa.g_00353	Pras.g_00922
OG0000382	Syaa.g_00335	Pras.g_00932
OG0000383	Syaa.g_00333	Pras.g_00934
OG0000384	Syaa.g_00332	Pras.g_00935
OG0000385	Syaa.g_00331	Pras.g_00936
OG0000386	Syaa.g_00330	Pras.g_00937
OG0000387	Syaa.g_02371	Pras.g_00950
OG0000388	Syaa.g_02375	Pras.g_00953
OG0000389	Syaa.g_02379	Pras.g_00957
OG0000390	Syaa.g_02398	Pras.g_00964
OG0000391	Syaa.g_02403	Pras.g_00967
OG0000392	Syaa.g_02409	Pras.g_00971
OG0000393	Syaa.g_02412	Pras.g_00973
OG0000394	Syaa.g_02413	Pras.g_00974
OG0000395	Syaa.g_02414	Pras.g_00975
OG0000396	Syaa.g_02417	Pras.g_00978
OG0000397	Syaa.g_02419	Pras.g_00980
OG0000398	Syaa.g_02424	Pras.g_00982
OG0000399	Syaa.g_02425	Pras.g_00983
OG0000400	Syaa.g_02426	Pras.g_00984
OG0000401	Syaa.g_02427	Pras.g_00985
OG0000402	Syaa.g_02429	Pras.g_00987
OG0000403	Syaa.g_02430	Pras.g_00988
OG0000404	Syaa.g_02431	Pras.g_00989
OG0000405	Syaa.g_02446	Pras.g_00993
OG0000406	Syaa.g_02450	Pras.g_00998
OG0000407	Syaa.g_02451	Pras.g_00999
OG0000408	Syaa.g_02458	Pras.g_01001
OG0000409	Syaa.g_02460	Pras.g_01003
OG0000410	Syaa.g_02461	Pras.g_01004
OG0000411	Syaa.g_02462	Pras.g_01005
OG0000412	Syaa.g_02463	Pras.g_01006
OG0000413	Syaa.g_02465	Pras.g_01007
OG0000415	Syaa.g_02466	Pras.g_01009
OG0000416	Syaa.g_02467	Pras.g_01010
OG0000417	Syaa.g_02468	Pras.g_01011
OG0000418	Syaa.g_02473	Pras.g_01016
OG0000419	Syaa.g_02475	Pras.g_01018
OG0000420	Syaa.g_02477	Pras.g_01019
OG0000421	Syaa.g_02482	Pras.g_01024
OG0000422	Syaa.g_02483	Pras.g_01025
OG0000423	Syaa.g_02484	Pras.g_01026
OG0000424	Syaa.g_02485	Pras.g_01027
OG0000425	Syaa.g_02486	Pras.g_01028
OG0000426	Syaa.g_02487	Pras.g_01029
OG0000427	Syaa.g_02488	Pras.g_01030
OG0000428	Syaa.g_02491	Pras.g_01032
OG0000429	Syaa.g_02493	Pras.g_01033
OG0000430	Syaa.g_02495	Pras.g_01034
OG0000431	Syaa.g_02498	Pras.g_01036
OG0000432	Syaa.g_02504	Pras.g_01039
OG0000433	Syaa.g_02513	Pras.g_01040
OG0000434	Syaa.g_02514	Pras.g_01041
OG0000435	Syaa.g_02516	Pras.g_01042
OG0000436	Syaa.g_02525	Pras.g_01047
OG0000437	Syaa.g_02526	Pras.g_01048
OG0000438	Syaa.g_02527	Pras.g_01049
OG0000439	Syaa.g_02529	Pras.g_01051
OG0000440	Syaa.g_02530	Pras.g_01052
OG0000441	Syaa.g_02534	Pras.g_01055
OG0000442	Syaa.g_02535	Pras.g_01056
OG0000443	Syaa.g_02536	Pras.g_01057
OG0000444	Syaa.g_02542	Pras.g_01063
OG0000445	Syaa.g_02543	Pras.g_01064
OG0000446	Syaa.g_02545	Pras.g_01065
OG0000447	Syaa.g_02548	Pras.g_01066
OG0000448	Syaa.g_02549	Pras.g_01067
OG0000449	Syaa.g_02550	Pras.g_01068
OG0000450	Syaa.g_02553	Pras.g_01069
OG0000451	Syaa.g_02554	Pras.g_01070
OG0000452	Syaa.g_02558	Pras.g_01073
OG0000453	Syaa.g_02559	Pras.g_01074
OG0000454	Syaa.g_02560	Pras.g_01075
OG0000455	Syaa.g_02561	Pras.g_01076
OG0000456	Syaa.g_02562	Pras.g_01077
OG0000457	Syaa.g_02564	Pras.g_01078
OG0000458	Syaa.g_02565	Pras.g_01079
OG0000459	Syaa.g_02566	Pras.g_01080
OG0000460	Syaa.g_02111	Pras.g_01087
OG0000461	Syaa.g_00318	Pras.g_01094
OG0000462	Syaa.g_00315	Pras.g_01096
OG0000463	Syaa.g_00314	Pras.g_01097
OG0000464	Syaa.g_00313	Pras.g_01098
OG0000465	Syaa.g_00311	Pras.g_01099
OG0000466	Syaa.g_00306	Pras.g_01102
OG0000467	Syaa.g_00304	Pras.g_01103
OG0000468	Syaa.g_00299	Pras.g_01105
OG0000469	Syaa.g_00285	Pras.g_01114
OG0000470	Syaa.g_00283	Pras.g_01116
OG0000471	Syaa.g_00282	Pras.g_01117
OG0000472	Syaa.g_00280	Pras.g_01118
OG0000473	Syaa.g_00278	Pras.g_01120
OG0000474	Syaa.g_00277	Pras.g_01121
OG0000475	Syaa.g_00276	Pras.g_01122
OG0000476	Syaa.g_00274	Pras.g_01123
OG0000477	Syaa.g_00268	Pras.g_01127
OG0000478	Syaa.g_00267	Pras.g_01128
OG0000479	Syaa.g_00266	Pras.g_01129
OG0000480	Syaa.g_00259	Pras.g_01134
OG0000481	Syaa.g_00257	Pras.g_01136
OG0000482	Syaa.g_00256	Pras.g_01137
OG0000483	Syaa.g_00252	Pras.g_01140
OG0000484	Syaa.g_00251	Pras.g_01141
OG0000485	Syaa.g_00250	Pras.g_01142
OG0000486	Syaa.g_00249	Pras.g_01143
OG0000487	Syaa.g_00243	Pras.g_01146
OG0000488	Syaa.g_00239	Pras.g_01149
OG0000489	Syaa.g_00228	Pras.g_01155
OG0000490	Syaa.g_00220	Pras.g_01160
OG0000491	Syaa.g_00218	Pras.g_01161
OG0000492	Syaa.g_00214	Pras.g_01163
OG0000493	Syaa.g_00213	Pras.g_01164
OG0000494	Syaa.g_00212	Pras.g_01165
OG0000495	Syaa.g_00211	Pras.g_01166
OG0000496	Syaa.g_00210	Pras.g_01167
OG0000497	Syaa.g_00209	Pras.g_01168
OG0000498	Syaa.g_00208	Pras.g_01169
OG0000499	Syaa.g_00207	Pras.g_01170
OG0000500	Syaa.g_00206	Pras.g_01171
OG0000501	Syaa.g_00203	Pras.g_01173
OG0000502	Syaa.g_00190	Pras.g_01176
OG0000503	Syaa.g_02182	Pras.g_01187
OG0000504	Syaa.g_02180	Pras.g_01188
OG0000505	Syaa.g_02179	Pras.g_01189
OG0000506	Syaa.g_02177	Pras.g_01191
OG0000507	Syaa.g_02171	Pras.g_01194
OG0000508	Syaa.g_02167	Pras.g_01198
OG0000509	Syaa.g_02165	Pras.g_01200
OG0000510	Syaa.g_02164	Pras.g_01201
OG0000511	Syaa.g_02163	Pras.g_01202
OG0000512	Syaa.g_02161	Pras.g_01204
OG0000513	Syaa.g_02145	Pras.g_01211
OG0000514	Syaa.g_02118	Pras.g_01309
OG0000515	Syaa.g_02117	Pras.g_01310
OG0000516	Syaa.g_00698	Pras.g_01311
OG0000517	Syaa.g_00702	Pras.g_01313
OG0000518	Syaa.g_00714	Pras.g_01324
OG0000519	Syaa.g_00715	Pras.g_01325
OG0000520	Syaa.g_00716	Pras.g_01326
OG0000521	Syaa.g_01864	Pras.g_01331
OG0000522	Syaa.g_01862	Pras.g_01332
OG0000523	Syaa.g_01859	Pras.g_01333
OG0000524	Syaa.g_01856	Pras.g_01339
OG0000525	Syaa.g_01851	Pras.g_01342
OG0000526	Syaa.g_01848	Pras.g_01343
OG0000527	Syaa.g_01844	Pras.g_01351
OG0000528	Syaa.g_02054	Pras.g_01356
OG0000529	Syaa.g_02050	Pras.g_01359
OG0000530	Syaa.g_02047	Pras.g_01362
OG0000531	Syaa.g_02046	Pras.g_01363
OG0000532	Syaa.g_02043	Pras.g_01365
OG0000533	Syaa.g_02042	Pras.g_01366
OG0000534	Syaa.g_02041	Pras.g_01367
OG0000535	Syaa.g_02040	Pras.g_01368
OG0000536	Syaa.g_02039	Pras.g_01369
OG0000537	Syaa.g_02038	Pras.g_01370
OG0000538	Syaa.g_02027	Pras.g_01378
OG0000539	Syaa.g_02026	Pras.g_01379
OG0000540	Syaa.g_02025	Pras.g_01380
OG0000541	Syaa.g_02024	Pras.g_01381
OG0000542	Syaa.g_02021	Pras.g_01383
OG0000543	Syaa.g_02019	Pras.g_01385
OG0000544	Syaa.g_02018	Pras.g_01386
OG0000545	Syaa.g_02016	Pras.g_01388
OG0000546	Syaa.g_02014	Pras.g_01391
OG0000547	Syaa.g_02012	Pras.g_01393
OG0000548	Syaa.g_02011	Pras.g_01394
OG0000549	Syaa.g_02003	Pras.g_01396
OG0000550	Syaa.g_01998	Pras.g_01401
OG0000551	Syaa.g_01993	Pras.g_01404
OG0000552	Syaa.g_01992	Pras.g_01405
OG0000553	Syaa.g_01990	Pras.g_01406
OG0000554	Syaa.g_01979	Pras.g_01411
