Orthogroup	Syaa	Prav
OG0000055	Syaa.g_01564, Syaa.g_00852	Prav.g_00376
OG0000057	Syaa.g_01466, Syaa.g_00889	Prav.g_01296
OG0000059	Syaa.g_02315	Prav.g_00292
OG0000060	Syaa.g_02053, Syaa.g_01007	Prav.g_00964
OG0000061	Syaa.g_00770	Prav.g_00065
OG0000062	Syaa.g_00571	Prav.g_01656
OG0000063	Syaa.g_00042	Prav.g_00101
OG0000065	Syaa.g_02380	Prav.g_00172
OG0000066	Syaa.g_01968	Prav.g_01137
OG0000067	Syaa.g_01154	Prav.g_00397
OG0000068	Syaa.g_02059	Prav.g_01473
OG0000069	Syaa.g_01497, Syaa.g_01256	Prav.g_01881, Prav.g_01689
OG0000070	Syaa.g_00718	Prav.g_01049
OG0000071	Syaa.g_00735	Prav.g_01438
OG0000072	Syaa.g_02480	Prav.g_00867
OG0000073	Syaa.g_02030	Prav.g_01097
OG0000074	Syaa.g_00372	Prav.g_01280
OG0000075	Syaa.g_00157	Prav.g_00665
OG0000076	Syaa.g_00123	Prav.g_00689
OG0000077	Syaa.g_00341	Prav.g_00143
OG0000078	Syaa.g_02103	Prav.g_00799
OG0000079	Syaa.g_00303	Prav.g_01899
OG0000081	Syaa.g_02089, Syaa.g_01694	Prav.g_01129
OG0000082	Syaa.g_01905	Prav.g_01182
OG0000084	Syaa.g_01827, Syaa.g_02302, Syaa.g_01770	Prav.g_01574
OG0000085	Syaa.g_00564	Prav.g_01754
OG0000086	Syaa.g_00324	Prav.g_00153
OG0000087	Syaa.g_02433	Prav.g_00204
OG0000088	Syaa.g_02474	Prav.g_00872
OG0000089	Syaa.g_02149	Prav.g_00975
OG0000090	Syaa.g_01980	Prav.g_01131
OG0000091	Syaa.g_01625	Prav.g_01240
OG0000093	Syaa.g_01139	Prav.g_00525
OG0000094	Syaa.g_01288	Prav.g_00914
OG0000095	Syaa.g_00879	Prav.g_00933
OG0000097	Syaa.g_00979	Prav.g_01840
OG0000098	Syaa.g_01970	Prav.g_01455
OG0000099	Syaa.g_00202	Prav.g_01514
OG0000100	Syaa.g_01201	Prav.g_01652
OG0000101	Syaa.g_02249	Prav.g_00632
OG0000102	Syaa.g_00118	Prav.g_00694
OG0000103	Syaa.g_02740	Prav.g_00773
OG0000104	Syaa.g_02754	Prav.g_00782
OG0000105	Syaa.g_00270	Prav.g_01920
OG0000106	Syaa.g_01439	Prav.g_00989
OG0000107	Syaa.g_02351	Prav.g_01001
OG0000108	Syaa.g_02051	Prav.g_01078
OG0000109	Syaa.g_02036	Prav.g_01092
OG0000110	Syaa.g_01918	Prav.g_01172
OG0000111	Syaa.g_00888	Prav.g_01297
OG0000112	Syaa.g_01366	Prav.g_00364
OG0000113	Syaa.g_01196	Prav.g_00419
OG0000114	Syaa.g_01094	Prav.g_00499
OG0000115	Syaa.g_01795	Prav.g_00010
OG0000116	Syaa.g_00757	Prav.g_00055
OG0000117	Syaa.g_01009	Prav.g_01390
OG0000118	Syaa.g_01874	Prav.g_01450
OG0000119	Syaa.g_00785	Prav.g_01469
OG0000120	Syaa.g_00201	Prav.g_01513
OG0000121	Syaa.g_01777	Prav.g_01580
OG0000122	Syaa.g_01598	Prav.g_01618
OG0000123	Syaa.g_02242	Prav.g_00639
OG0000124	Syaa.g_00092	Prav.g_00705
OG0000125	Syaa.g_02598	Prav.g_00741
OG0000126	Syaa.g_02752	Prav.g_00781
OG0000128	Syaa.g_00012	Prav.g_00079
OG0000129	Syaa.g_02586	Prav.g_00115
OG0000130	Syaa.g_00354	Prav.g_00134
OG0000131	Syaa.g_02448	Prav.g_00212
OG0000132	Syaa.g_02472	Prav.g_00874
OG0000133	Syaa.g_01361	Prav.g_01968
OG0000134	Syaa.g_02146	Prav.g_00976
OG0000135	Syaa.g_02649	Prav.g_00999
OG0000136	Syaa.g_00708	Prav.g_01040
OG0000137	Syaa.g_01842	Prav.g_01073
OG0000138	Syaa.g_02035	Prav.g_01093
OG0000139	Syaa.g_01974	Prav.g_01135
OG0000140	Syaa.g_01971	Prav.g_01136
OG0000141	Syaa.g_01689	Prav.g_01203
OG0000142	Syaa.g_01633	Prav.g_01233
OG0000143	Syaa.g_01629	Prav.g_01237
OG0000144	Syaa.g_01446	Prav.g_01250
OG0000145	Syaa.g_02029	Prav.g_00362
OG0000146	Syaa.g_01367	Prav.g_00365
OG0000147	Syaa.g_01368	Prav.g_00366
OG0000148	Syaa.g_01190	Prav.g_00413
OG0000149	Syaa.g_00826	Prav.g_00443
OG0000150	Syaa.g_01688	Prav.g_00451
OG0000151	Syaa.g_01107	Prav.g_00509
OG0000152	Syaa.g_01357	Prav.g_00556
OG0000153	Syaa.g_01324	Prav.g_00575
OG0000154	Syaa.g_01298	Prav.g_00907
OG0000155	Syaa.g_00804	Prav.g_01861
OG0000156	Syaa.g_00751	Prav.g_01427
OG0000157	Syaa.g_00750	Prav.g_01428
OG0000158	Syaa.g_00148	Prav.g_01505
OG0000160	Syaa.g_01776	Prav.g_01579
OG0000161	Syaa.g_01782	Prav.g_01585
OG0000162	Syaa.g_01788	Prav.g_01591
OG0000163	Syaa.g_00624	Prav.g_01625
OG0000164	Syaa.g_00507	Prav.g_01785
OG0000165	Syaa.g_00681	Prav.g_01792
OG0000166	Syaa.g_02289	Prav.g_00596
OG0000167	Syaa.g_00160	Prav.g_00663
OG0000168	Syaa.g_00145	Prav.g_00673
OG0000169	Syaa.g_00134	Prav.g_00683
OG0000170	Syaa.g_00128	Prav.g_00685
OG0000171	Syaa.g_00093	Prav.g_00704
OG0000172	Syaa.g_00079	Prav.g_00712
OG0000173	Syaa.g_00060	Prav.g_00727
OG0000174	Syaa.g_02651	Prav.g_00755
OG0000175	Syaa.g_02726	Prav.g_00765
OG0000176	Syaa.g_00004	Prav.g_00790
OG0000177	Syaa.g_00005	Prav.g_00791
OG0000178	Syaa.g_00006	Prav.g_00792
OG0000179	Syaa.g_00023	Prav.g_00084
OG0000180	Syaa.g_00024	Prav.g_00085
OG0000181	Syaa.g_00025	Prav.g_00086
OG0000182	Syaa.g_00026	Prav.g_00087
OG0000183	Syaa.g_00030	Prav.g_00091
OG0000184	Syaa.g_02578	Prav.g_00117
OG0000185	Syaa.g_02575	Prav.g_00120
OG0000186	Syaa.g_00359	Prav.g_00129
OG0000187	Syaa.g_00358	Prav.g_00130
OG0000188	Syaa.g_00334	Prav.g_00147
OG0000189	Syaa.g_02367	Prav.g_00161
OG0000190	Syaa.g_02369	Prav.g_00162
OG0000191	Syaa.g_02404	Prav.g_00182
OG0000192	Syaa.g_02410	Prav.g_00186
OG0000193	Syaa.g_02449	Prav.g_00213
OG0000194	Syaa.g_02452	Prav.g_00216
OG0000195	Syaa.g_02459	Prav.g_00887
OG0000196	Syaa.g_02469	Prav.g_00877
OG0000197	Syaa.g_02470	Prav.g_00876
OG0000198	Syaa.g_02471	Prav.g_00875
OG0000199	Syaa.g_02479	Prav.g_00868
OG0000200	Syaa.g_02496	Prav.g_00854
OG0000201	Syaa.g_02521	Prav.g_00846
OG0000202	Syaa.g_02522	Prav.g_00845
OG0000203	Syaa.g_02523	Prav.g_00844
OG0000204	Syaa.g_02524	Prav.g_00843
OG0000205	Syaa.g_02531	Prav.g_00836
OG0000206	Syaa.g_02538	Prav.g_00831
OG0000207	Syaa.g_02540	Prav.g_00829
OG0000208	Syaa.g_02541	Prav.g_00828
OG0000209	Syaa.g_02556	Prav.g_00819
OG0000210	Syaa.g_02557	Prav.g_00818
OG0000211	Syaa.g_02113	Prav.g_00805
OG0000212	Syaa.g_02102	Prav.g_00798
OG0000213	Syaa.g_00295	Prav.g_01904
OG0000214	Syaa.g_00279	Prav.g_01914
OG0000215	Syaa.g_00248	Prav.g_01938
OG0000216	Syaa.g_00244	Prav.g_01940
OG0000217	Syaa.g_00240	Prav.g_01943
OG0000218	Syaa.g_00238	Prav.g_01945
OG0000219	Syaa.g_00237	Prav.g_01946
OG0000220	Syaa.g_00236	Prav.g_01947
OG0000221	Syaa.g_00229	Prav.g_01948
OG0000222	Syaa.g_00215	Prav.g_01956
OG0000223	Syaa.g_00192	Prav.g_01969
OG0000224	Syaa.g_00183	Prav.g_01971
OG0000225	Syaa.g_02166	Prav.g_01992
OG0000226	Syaa.g_02162	Prav.g_01996
OG0000227	Syaa.g_02160	Prav.g_01998
OG0000228	Syaa.g_02150	Prav.g_00974
OG0000229	Syaa.g_00703	Prav.g_01035
OG0000230	Syaa.g_00705	Prav.g_01037
OG0000231	Syaa.g_00717	Prav.g_01048
OG0000232	Syaa.g_01858	Prav.g_01056
OG0000233	Syaa.g_01853	Prav.g_01061
OG0000234	Syaa.g_01841	Prav.g_01074
OG0000235	Syaa.g_02052	Prav.g_01077
OG0000236	Syaa.g_02037	Prav.g_01091
OG0000237	Syaa.g_02020	Prav.g_01104
OG0000238	Syaa.g_02015	Prav.g_01110
OG0000239	Syaa.g_01996	Prav.g_01123
OG0000240	Syaa.g_01995	Prav.g_01124
OG0000241	Syaa.g_01644	Prav.g_01128
OG0000242	Syaa.g_01982	Prav.g_01130
OG0000243	Syaa.g_01960	Prav.g_01141, Prav.g_00954
OG0000244	Syaa.g_01954	Prav.g_01144
OG0000245	Syaa.g_01952	Prav.g_01146
OG0000246	Syaa.g_01948	Prav.g_01150
OG0000247	Syaa.g_01937	Prav.g_01160
OG0000248	Syaa.g_01934	Prav.g_01162
OG0000249	Syaa.g_01932	Prav.g_01164
OG0000250	Syaa.g_01922	Prav.g_01169
OG0000251	Syaa.g_01897	Prav.g_01187
OG0000252	Syaa.g_01894	Prav.g_01190
OG0000253	Syaa.g_01893	Prav.g_01191
OG0000254	Syaa.g_01684	Prav.g_01207
OG0000255	Syaa.g_01668	Prav.g_01213
OG0000256	Syaa.g_01651	Prav.g_01225
OG0000257	Syaa.g_01645	Prav.g_01228
OG0000258	Syaa.g_01624	Prav.g_01241
OG0000259	Syaa.g_01063	Prav.g_01258
OG0000260	Syaa.g_01066	Prav.g_01261
OG0000261	Syaa.g_01069	Prav.g_01263
OG0000262	Syaa.g_01074	Prav.g_01267
OG0000263	Syaa.g_00989	Prav.g_01279
OG0000264	Syaa.g_00910	Prav.g_01289
OG0000265	Syaa.g_00931, Syaa.g_01498	Prav.g_00306
OG0000266	Syaa.g_01257, Syaa.g_01258	Prav.g_00316
OG0000267	Syaa.g_01409	Prav.g_00327
OG0000268	Syaa.g_01408	Prav.g_00328
OG0000269	Syaa.g_01149	Prav.g_00392
OG0000270	Syaa.g_01152	Prav.g_00395
OG0000271	Syaa.g_01160	Prav.g_00403
OG0000272	Syaa.g_01161	Prav.g_00404
OG0000273	Syaa.g_00844	Prav.g_00427
OG0000274	Syaa.g_00843	Prav.g_00428
OG0000275	Syaa.g_00840	Prav.g_00430
OG0000276	Syaa.g_00834	Prav.g_00435
OG0000277	Syaa.g_00833	Prav.g_00436
OG0000278	Syaa.g_00830	Prav.g_00439
OG0000279	Syaa.g_00822	Prav.g_00446
OG0000280	Syaa.g_00815	Prav.g_00447
OG0000282	Syaa.g_01096	Prav.g_00501
OG0000283	Syaa.g_01396	Prav.g_00533
OG0000284	Syaa.g_01390	Prav.g_00538
OG0000285	Syaa.g_01377	Prav.g_00543
OG0000286	Syaa.g_01358	Prav.g_00555
OG0000287	Syaa.g_01330	Prav.g_00572
OG0000288	Syaa.g_01299	Prav.g_00906
OG0000289	Syaa.g_01285	Prav.g_00917
OG0000290	Syaa.g_00875	Prav.g_00930
OG0000291	Syaa.g_00877	Prav.g_00932
OG0000292	Syaa.g_02751	Prav.g_00261
OG0000293	Syaa.g_00758	Prav.g_00056
OG0000294	Syaa.g_00759	Prav.g_00057
OG0000295	Syaa.g_00796	Prav.g_00077
OG0000296	Syaa.g_00798	Prav.g_01867
OG0000297	Syaa.g_01021	Prav.g_01859
OG0000298	Syaa.g_01010	Prav.g_01858
OG0000299	Syaa.g_00982	Prav.g_01841
OG0000300	Syaa.g_00976	Prav.g_01838
OG0000301	Syaa.g_00975	Prav.g_00955, Prav.g_01837
OG0000302	Syaa.g_00972	Prav.g_01835
OG0000303	Syaa.g_00963	Prav.g_01828
OG0000304	Syaa.g_00957	Prav.g_01824
OG0000305	Syaa.g_00881	Prav.g_01465
OG0000306	Syaa.g_00807	Prav.g_01468
OG0000307	Syaa.g_02068	Prav.g_01482
OG0000308	Syaa.g_02070	Prav.g_01483
OG0000309	Syaa.g_02075	Prav.g_01487
OG0000310	Syaa.g_01752	Prav.g_01563
OG0000311	Syaa.g_01757	Prav.g_01565
OG0000312	Syaa.g_01762	Prav.g_01568
OG0000313	Syaa.g_01779	Prav.g_01582
OG0000314	Syaa.g_01806	Prav.g_01605
OG0000315	Syaa.g_01816	Prav.g_01615
OG0000316	Syaa.g_00598	Prav.g_01635
OG0000317	Syaa.g_00556	Prav.g_01759
OG0000318	Syaa.g_00550	Prav.g_01762
OG0000319	Syaa.g_00532	Prav.g_01775
OG0000320	Syaa.g_00530	Prav.g_01777
OG0000321	Syaa.g_00529	Prav.g_01778
OG0000322	Syaa.g_00528	Prav.g_01779
OG0000323	Syaa.g_00496	Prav.g_01788
OG0000324	Syaa.g_00653	Prav.g_01815
OG0000325	Syaa.g_02350	Prav.g_00269
OG0000326	Syaa.g_02343	Prav.g_00275
OG0000327	Syaa.g_02294	Prav.g_00591
OG0000328	Syaa.g_02293	Prav.g_00592
OG0000329	Syaa.g_02275	Prav.g_00609
OG0000330	Syaa.g_02274	Prav.g_00610
OG0000331	Syaa.g_02273	Prav.g_00611
OG0000332	Syaa.g_02258	Prav.g_00625
OG0000333	Syaa.g_02255	Prav.g_00627
OG0000334	Syaa.g_02246	Prav.g_00635
OG0000335	Syaa.g_02241	Prav.g_00640
OG0000336	Syaa.g_02237	Prav.g_00644
OG0000337	Syaa.g_00167	Prav.g_00661
OG0000338	Syaa.g_00162	Prav.g_00662
OG0000339	Syaa.g_00156	Prav.g_00666
OG0000340	Syaa.g_00144	Prav.g_00674
OG0000341	Syaa.g_00142	Prav.g_00676
OG0000342	Syaa.g_00141	Prav.g_00677
OG0000343	Syaa.g_00140	Prav.g_00678
OG0000344	Syaa.g_00136	Prav.g_00681
OG0000345	Syaa.g_00127	Prav.g_00686
OG0000346	Syaa.g_00122	Prav.g_00690
OG0000347	Syaa.g_00088	Prav.g_00706
OG0000348	Syaa.g_00071	Prav.g_00715
OG0000349	Syaa.g_00053	Prav.g_00732
OG0000350	Syaa.g_02336	Prav.g_00751
OG0000351	Syaa.g_02730	Prav.g_00768
OG0000352	Syaa.g_02731	Prav.g_00769
OG0000353	Syaa.g_02757	Prav.g_00785
OG0000354	Syaa.g_00019, Syaa.g_00020	Prav.g_01352
OG0000355	Syaa.g_00001	Prav.g_00787
OG0000356	Syaa.g_00002	Prav.g_00788
OG0000357	Syaa.g_00003	Prav.g_00789
OG0000358	Syaa.g_00007	Prav.g_00793
OG0000359	Syaa.g_00009	Prav.g_00794
OG0000360	Syaa.g_00010	Prav.g_00795
OG0000361	Syaa.g_00011	Prav.g_00078
OG0000362	Syaa.g_00013	Prav.g_00080
OG0000363	Syaa.g_00015	Prav.g_00082
OG0000364	Syaa.g_00016	Prav.g_00083
OG0000365	Syaa.g_00027	Prav.g_00088
OG0000366	Syaa.g_00028	Prav.g_00089
OG0000367	Syaa.g_00029	Prav.g_00090
OG0000368	Syaa.g_00031	Prav.g_00092
OG0000369	Syaa.g_00032	Prav.g_00093
OG0000370	Syaa.g_00033	Prav.g_00094
OG0000371	Syaa.g_00041	Prav.g_00100
OG0000372	Syaa.g_00046	Prav.g_00103
OG0000373	Syaa.g_00047	Prav.g_00104
OG0000374	Syaa.g_00048	Prav.g_00105
OG0000375	Syaa.g_00049	Prav.g_00111
OG0000376	Syaa.g_00051	Prav.g_00113
OG0000377	Syaa.g_02585	Prav.g_00116
OG0000378	Syaa.g_02577	Prav.g_00118
OG0000379	Syaa.g_02574	Prav.g_00121
OG0000380	Syaa.g_00357	Prav.g_00131
OG0000381	Syaa.g_00353	Prav.g_00135
OG0000382	Syaa.g_00335	Prav.g_00146
OG0000383	Syaa.g_00333	Prav.g_00148
OG0000384	Syaa.g_00332	Prav.g_00149
OG0000385	Syaa.g_00331	Prav.g_00150
OG0000386	Syaa.g_00330	Prav.g_00151
OG0000387	Syaa.g_02371	Prav.g_00164
OG0000388	Syaa.g_02375	Prav.g_00167
OG0000389	Syaa.g_02379	Prav.g_00171
OG0000390	Syaa.g_02398	Prav.g_00178
OG0000391	Syaa.g_02403	Prav.g_00181
OG0000392	Syaa.g_02409	Prav.g_00185
OG0000393	Syaa.g_02412	Prav.g_00187
OG0000394	Syaa.g_02413	Prav.g_00188
OG0000395	Syaa.g_02414	Prav.g_00189
OG0000396	Syaa.g_02417	Prav.g_00192
OG0000397	Syaa.g_02419	Prav.g_00194
OG0000398	Syaa.g_02424	Prav.g_00196
OG0000399	Syaa.g_02425	Prav.g_00197
OG0000400	Syaa.g_02426	Prav.g_00198
OG0000401	Syaa.g_02427	Prav.g_00199
OG0000402	Syaa.g_02429	Prav.g_00201
OG0000403	Syaa.g_02430	Prav.g_00202
OG0000404	Syaa.g_02431	Prav.g_00203
OG0000405	Syaa.g_02446	Prav.g_00207
OG0000406	Syaa.g_02450	Prav.g_00214
OG0000407	Syaa.g_02451	Prav.g_00215
OG0000409	Syaa.g_02460	Prav.g_00886
OG0000410	Syaa.g_02461	Prav.g_00885
OG0000411	Syaa.g_02462	Prav.g_00884
OG0000412	Syaa.g_02463	Prav.g_00883
OG0000413	Syaa.g_02465	Prav.g_00882
OG0000415	Syaa.g_02466	Prav.g_00880
OG0000416	Syaa.g_02467	Prav.g_00879
OG0000417	Syaa.g_02468	Prav.g_00878
OG0000418	Syaa.g_02473	Prav.g_00873
OG0000419	Syaa.g_02475	Prav.g_00871
OG0000420	Syaa.g_02477	Prav.g_00870
OG0000421	Syaa.g_02482	Prav.g_00865
OG0000422	Syaa.g_02483	Prav.g_00864
OG0000423	Syaa.g_02484	Prav.g_00863
OG0000424	Syaa.g_02485	Prav.g_00862
OG0000425	Syaa.g_02486	Prav.g_00861
OG0000426	Syaa.g_02487	Prav.g_00860
OG0000427	Syaa.g_02488	Prav.g_00859
OG0000428	Syaa.g_02491	Prav.g_00857
OG0000429	Syaa.g_02493	Prav.g_00856
OG0000430	Syaa.g_02495	Prav.g_00855
OG0000431	Syaa.g_02498	Prav.g_00853
OG0000432	Syaa.g_02504	Prav.g_00850
OG0000433	Syaa.g_02513	Prav.g_00849
OG0000434	Syaa.g_02514	Prav.g_00848
OG0000435	Syaa.g_02516	Prav.g_00847
OG0000436	Syaa.g_02525	Prav.g_00842
OG0000437	Syaa.g_02526	Prav.g_00841
OG0000438	Syaa.g_02527	Prav.g_00840
OG0000439	Syaa.g_02529	Prav.g_00838
OG0000440	Syaa.g_02530	Prav.g_00837
OG0000441	Syaa.g_02534	Prav.g_00834
OG0000442	Syaa.g_02535	Prav.g_00833
OG0000443	Syaa.g_02536	Prav.g_00832
OG0000444	Syaa.g_02542	Prav.g_00827
OG0000445	Syaa.g_02543	Prav.g_00826
OG0000446	Syaa.g_02545	Prav.g_00825
OG0000447	Syaa.g_02548	Prav.g_00824
OG0000448	Syaa.g_02549	Prav.g_00823
OG0000449	Syaa.g_02550	Prav.g_00822
OG0000450	Syaa.g_02553	Prav.g_00821
OG0000451	Syaa.g_02554	Prav.g_00820
OG0000452	Syaa.g_02558	Prav.g_00817
OG0000453	Syaa.g_02559	Prav.g_00816
OG0000454	Syaa.g_02560	Prav.g_00815
OG0000455	Syaa.g_02561	Prav.g_00814
OG0000456	Syaa.g_02562	Prav.g_00813
OG0000457	Syaa.g_02564	Prav.g_00812
OG0000458	Syaa.g_02565	Prav.g_00811
OG0000459	Syaa.g_02566	Prav.g_00810
OG0000460	Syaa.g_02111	Prav.g_00803
OG0000461	Syaa.g_00318	Prav.g_01889
OG0000462	Syaa.g_00315	Prav.g_01891
OG0000463	Syaa.g_00314	Prav.g_01892
OG0000464	Syaa.g_00313	Prav.g_01893
OG0000465	Syaa.g_00311	Prav.g_01894
OG0000466	Syaa.g_00306	Prav.g_01897
OG0000467	Syaa.g_00304	Prav.g_01898
OG0000468	Syaa.g_00299	Prav.g_01900
OG0000469	Syaa.g_00285	Prav.g_01909
OG0000470	Syaa.g_00283	Prav.g_01911
OG0000471	Syaa.g_00282	Prav.g_01912
OG0000472	Syaa.g_00280	Prav.g_01913
OG0000473	Syaa.g_00278	Prav.g_01915
OG0000474	Syaa.g_00277	Prav.g_01916
OG0000475	Syaa.g_00276	Prav.g_01917
OG0000476	Syaa.g_00274	Prav.g_01918
OG0000477	Syaa.g_00268	Prav.g_01921
OG0000478	Syaa.g_00267	Prav.g_01922
OG0000479	Syaa.g_00266	Prav.g_01923
OG0000480	Syaa.g_00259	Prav.g_01928
OG0000481	Syaa.g_00257	Prav.g_01930
OG0000482	Syaa.g_00256	Prav.g_01931
OG0000483	Syaa.g_00252	Prav.g_01934
OG0000484	Syaa.g_00251	Prav.g_01935
OG0000485	Syaa.g_00250	Prav.g_01936
OG0000486	Syaa.g_00249	Prav.g_01937
OG0000487	Syaa.g_00243	Prav.g_01941
OG0000488	Syaa.g_00239	Prav.g_01944
OG0000489	Syaa.g_00228	Prav.g_01949
OG0000490	Syaa.g_00220	Prav.g_01954
OG0000491	Syaa.g_00218	Prav.g_01955
OG0000492	Syaa.g_00214	Prav.g_01957
OG0000493	Syaa.g_00213	Prav.g_01958
OG0000494	Syaa.g_00212	Prav.g_01959
OG0000495	Syaa.g_00211	Prav.g_01960
OG0000496	Syaa.g_00210	Prav.g_01961
OG0000497	Syaa.g_00209	Prav.g_01962
OG0000498	Syaa.g_00208	Prav.g_01963
OG0000499	Syaa.g_00207	Prav.g_01964
OG0000500	Syaa.g_00206	Prav.g_01965
OG0000501	Syaa.g_00203	Prav.g_01967
OG0000502	Syaa.g_00190	Prav.g_01970
OG0000503	Syaa.g_02182	Prav.g_01980
OG0000504	Syaa.g_02180	Prav.g_01981
OG0000505	Syaa.g_02179	Prav.g_01982
OG0000506	Syaa.g_02177	Prav.g_01984
OG0000507	Syaa.g_02171	Prav.g_01987
OG0000508	Syaa.g_02167	Prav.g_01991
OG0000509	Syaa.g_02165	Prav.g_01993
OG0000510	Syaa.g_02164	Prav.g_01994
OG0000511	Syaa.g_02163	Prav.g_01995
OG0000512	Syaa.g_02161	Prav.g_01997
OG0000513	Syaa.g_02145	Prav.g_00977
OG0000514	Syaa.g_02118	Prav.g_01030
OG0000515	Syaa.g_02117	Prav.g_01031
OG0000516	Syaa.g_00698	Prav.g_01032
OG0000517	Syaa.g_00702	Prav.g_01034
OG0000518	Syaa.g_00714	Prav.g_01045
OG0000519	Syaa.g_00715	Prav.g_01046
OG0000520	Syaa.g_00716	Prav.g_01047
OG0000521	Syaa.g_01864	Prav.g_01052
OG0000522	Syaa.g_01862	Prav.g_01053
OG0000523	Syaa.g_01859	Prav.g_01054
OG0000524	Syaa.g_01856	Prav.g_01059
OG0000525	Syaa.g_01851	Prav.g_01062
OG0000526	Syaa.g_01848	Prav.g_01063
OG0000527	Syaa.g_01844	Prav.g_01071
OG0000528	Syaa.g_02054	Prav.g_01076
OG0000529	Syaa.g_02050	Prav.g_01079
OG0000530	Syaa.g_02047	Prav.g_01082
OG0000531	Syaa.g_02046	Prav.g_01083
OG0000532	Syaa.g_02043	Prav.g_01085
OG0000533	Syaa.g_02042	Prav.g_01086
OG0000534	Syaa.g_02041	Prav.g_01087
OG0000535	Syaa.g_02040	Prav.g_01088
OG0000536	Syaa.g_02039	Prav.g_01089
OG0000537	Syaa.g_02038	Prav.g_01090
OG0000538	Syaa.g_02027	Prav.g_01098
OG0000539	Syaa.g_02026	Prav.g_01099
OG0000540	Syaa.g_02025	Prav.g_01100
OG0000541	Syaa.g_02024	Prav.g_01101
OG0000542	Syaa.g_02021	Prav.g_01103
OG0000543	Syaa.g_02019	Prav.g_01105
OG0000544	Syaa.g_02018	Prav.g_01106
OG0000545	Syaa.g_02016	Prav.g_01108
OG0000546	Syaa.g_02014	Prav.g_01111
OG0000547	Syaa.g_02012	Prav.g_01113
OG0000548	Syaa.g_02011	Prav.g_01114
OG0000549	Syaa.g_02003	Prav.g_01116
OG0000550	Syaa.g_01998	Prav.g_01121
OG0000551	Syaa.g_01993	Prav.g_01125
OG0000552	Syaa.g_01992	Prav.g_01126
OG0000553	Syaa.g_01990	Prav.g_01127
OG0000554	Syaa.g_01979	Prav.g_01132
OG0000555	Syaa.g_01961	Prav.g_01140
OG0000556	Syaa.g_01957	Prav.g_01142
OG0000557	Syaa.g_01955	Prav.g_01143
