Orthogroup	Syaa	Praw
OG0000357	Syaa.g_00003	Praw.g_01133
OG0000358	Syaa.g_00007	Praw.g_01129
OG0000359	Syaa.g_00009	Praw.g_01128
OG0000360	Syaa.g_00010	Praw.g_01127
OG0000361	Syaa.g_00011	Praw.g_01126
OG0000362	Syaa.g_00013	Praw.g_01124
OG0000363	Syaa.g_00015	Praw.g_01414
OG0000364	Syaa.g_00016	Praw.g_01413
OG0000365	Syaa.g_00027	Praw.g_01408
OG0000366	Syaa.g_00028	Praw.g_01407
OG0000367	Syaa.g_00029	Praw.g_01406
OG0000368	Syaa.g_00031	Praw.g_01404
OG0000369	Syaa.g_00032	Praw.g_01403
OG0000370	Syaa.g_00033	Praw.g_01402
OG0000371	Syaa.g_00041	Praw.g_01396
OG0000372	Syaa.g_00046	Praw.g_01393
OG0000373	Syaa.g_00047	Praw.g_01392
OG0000374	Syaa.g_00048	Praw.g_01391
OG0000375	Syaa.g_00049	Praw.g_01388
OG0000376	Syaa.g_00051	Praw.g_01386
OG0000377	Syaa.g_02585	Praw.g_01383
OG0000378	Syaa.g_02577	Praw.g_01381
OG0000379	Syaa.g_02574	Praw.g_01378
OG0000380	Syaa.g_00357	Praw.g_01368
OG0000381	Syaa.g_00353	Praw.g_01364
OG0000382	Syaa.g_00335	Praw.g_01353
OG0000383	Syaa.g_00333	Praw.g_01351
OG0000384	Syaa.g_00332	Praw.g_01350
OG0000385	Syaa.g_00331	Praw.g_01349
OG0000386	Syaa.g_00330	Praw.g_01348
OG0000387	Syaa.g_02371	Praw.g_01336
OG0000388	Syaa.g_02375	Praw.g_01333
OG0000389	Syaa.g_02379	Praw.g_01329
OG0000390	Syaa.g_02398	Praw.g_01322
OG0000391	Syaa.g_02403	Praw.g_01319
OG0000392	Syaa.g_02409	Praw.g_01315
OG0000393	Syaa.g_02412	Praw.g_01313
OG0000394	Syaa.g_02413	Praw.g_01312
OG0000395	Syaa.g_02414	Praw.g_01311
OG0000396	Syaa.g_02417	Praw.g_01308
OG0000397	Syaa.g_02419	Praw.g_01306
OG0000398	Syaa.g_02424	Praw.g_01304
OG0000399	Syaa.g_02425	Praw.g_01303
OG0000400	Syaa.g_02426	Praw.g_01302
OG0000401	Syaa.g_02427	Praw.g_01301
OG0000402	Syaa.g_02429	Praw.g_01299
OG0000403	Syaa.g_02430	Praw.g_01298
OG0000404	Syaa.g_02431	Praw.g_01297
OG0000405	Syaa.g_02446	Praw.g_01293
OG0000406	Syaa.g_02450	Praw.g_01288
OG0000407	Syaa.g_02451	Praw.g_01287
OG0000408	Syaa.g_02458	Praw.g_01285
OG0000409	Syaa.g_02460	Praw.g_01283
OG0000410	Syaa.g_02461	Praw.g_01282
OG0000411	Syaa.g_02462	Praw.g_01281
OG0000412	Syaa.g_02463	Praw.g_01280
OG0000413	Syaa.g_02465	Praw.g_01279
OG0000415	Syaa.g_02466	Praw.g_01277
OG0000416	Syaa.g_02467	Praw.g_01276
OG0000417	Syaa.g_02468	Praw.g_01275
OG0000418	Syaa.g_02473	Praw.g_01270
OG0000419	Syaa.g_02475	Praw.g_01268
OG0000420	Syaa.g_02477	Praw.g_01267
OG0000421	Syaa.g_02482	Praw.g_01262
OG0000422	Syaa.g_02483	Praw.g_01261
OG0000423	Syaa.g_02484	Praw.g_01260
OG0000424	Syaa.g_02485	Praw.g_01259
OG0000425	Syaa.g_02486	Praw.g_01258
OG0000426	Syaa.g_02487	Praw.g_01257
OG0000427	Syaa.g_02488	Praw.g_01256
OG0000428	Syaa.g_02491	Praw.g_01254
OG0000429	Syaa.g_02493	Praw.g_01253
OG0000430	Syaa.g_02495	Praw.g_01252
OG0000431	Syaa.g_02498	Praw.g_01250
OG0000432	Syaa.g_02504	Praw.g_01247
OG0000433	Syaa.g_02513	Praw.g_01246
OG0000434	Syaa.g_02514	Praw.g_01245
OG0000435	Syaa.g_02516	Praw.g_01244
OG0000436	Syaa.g_02525	Praw.g_01239
OG0000437	Syaa.g_02526	Praw.g_01238
OG0000438	Syaa.g_02527	Praw.g_01237
OG0000439	Syaa.g_02529	Praw.g_01235
OG0000440	Syaa.g_02530	Praw.g_01234
OG0000441	Syaa.g_02534	Praw.g_01231
OG0000442	Syaa.g_02535	Praw.g_01230
OG0000443	Syaa.g_02536	Praw.g_01229
OG0000444	Syaa.g_02542	Praw.g_01224
OG0000445	Syaa.g_02543	Praw.g_01223
OG0000446	Syaa.g_02545	Praw.g_01222
OG0000447	Syaa.g_02548	Praw.g_01221
OG0000448	Syaa.g_02549	Praw.g_01220
OG0000449	Syaa.g_02550	Praw.g_01219
OG0000450	Syaa.g_02553	Praw.g_01218
OG0000451	Syaa.g_02554	Praw.g_01217
OG0000452	Syaa.g_02558	Praw.g_01214
OG0000453	Syaa.g_02559	Praw.g_01213
OG0000454	Syaa.g_02560	Praw.g_01212
OG0000455	Syaa.g_02561	Praw.g_01211
OG0000456	Syaa.g_02562	Praw.g_01210
OG0000457	Syaa.g_02564	Praw.g_01209
OG0000458	Syaa.g_02565	Praw.g_01208
OG0000459	Syaa.g_02566	Praw.g_01207
OG0000460	Syaa.g_02111	Praw.g_01200
OG0000461	Syaa.g_00318	Praw.g_00891
OG0000462	Syaa.g_00315	Praw.g_00889
OG0000463	Syaa.g_00314	Praw.g_00888
OG0000464	Syaa.g_00313	Praw.g_00887
OG0000465	Syaa.g_00311	Praw.g_00886
OG0000466	Syaa.g_00306	Praw.g_00883
OG0000467	Syaa.g_00304	Praw.g_00882
OG0000468	Syaa.g_00299	Praw.g_00880
OG0000469	Syaa.g_00285	Praw.g_00872
OG0000470	Syaa.g_00283	Praw.g_00870
OG0000471	Syaa.g_00282	Praw.g_00869
OG0000472	Syaa.g_00280	Praw.g_00868
OG0000473	Syaa.g_00278	Praw.g_00866
OG0000474	Syaa.g_00277	Praw.g_00865
OG0000475	Syaa.g_00276	Praw.g_00864
OG0000476	Syaa.g_00274	Praw.g_00863
OG0000477	Syaa.g_00268	Praw.g_00859
OG0000478	Syaa.g_00267	Praw.g_00858
OG0000479	Syaa.g_00266	Praw.g_00857
OG0000480	Syaa.g_00259	Praw.g_00852
OG0000481	Syaa.g_00257	Praw.g_00850
OG0000482	Syaa.g_00256	Praw.g_00849
OG0000483	Syaa.g_00252	Praw.g_00846
OG0000484	Syaa.g_00251	Praw.g_00845
OG0000485	Syaa.g_00250	Praw.g_00844
OG0000486	Syaa.g_00249	Praw.g_00843
OG0000487	Syaa.g_00243	Praw.g_00839
OG0000488	Syaa.g_00239	Praw.g_00836
OG0000489	Syaa.g_00228	Praw.g_00831
OG0000490	Syaa.g_00220	Praw.g_00826
OG0000491	Syaa.g_00218	Praw.g_00825
OG0000492	Syaa.g_00214	Praw.g_00823
OG0000493	Syaa.g_00213	Praw.g_00822
OG0000494	Syaa.g_00212	Praw.g_00821
OG0000495	Syaa.g_00211	Praw.g_00820
OG0000496	Syaa.g_00210	Praw.g_00819
OG0000497	Syaa.g_00209	Praw.g_00818
OG0000498	Syaa.g_00208	Praw.g_00817
OG0000499	Syaa.g_00207	Praw.g_00816
OG0000500	Syaa.g_00206	Praw.g_00815
OG0000501	Syaa.g_00203	Praw.g_00813
OG0000502	Syaa.g_00190	Praw.g_00810
OG0000503	Syaa.g_02182	Praw.g_00796
OG0000504	Syaa.g_02180	Praw.g_00795
OG0000505	Syaa.g_02179	Praw.g_00794
OG0000506	Syaa.g_02177	Praw.g_00792
OG0000507	Syaa.g_02171	Praw.g_00790
OG0000508	Syaa.g_02167	Praw.g_00787
OG0000509	Syaa.g_02165	Praw.g_00785
OG0000510	Syaa.g_02164	Praw.g_00784
OG0000511	Syaa.g_02163	Praw.g_00783
OG0000512	Syaa.g_02161	Praw.g_00781
OG0000513	Syaa.g_02145	Praw.g_00774
OG0000514	Syaa.g_02118	Praw.g_00716
OG0000515	Syaa.g_02117	Praw.g_00715
OG0000516	Syaa.g_00698	Praw.g_00714
OG0000517	Syaa.g_00702	Praw.g_00712
OG0000518	Syaa.g_00714	Praw.g_00701
OG0000519	Syaa.g_00715	Praw.g_00700
OG0000520	Syaa.g_00716	Praw.g_00699
OG0000521	Syaa.g_01864	Praw.g_00694
OG0000522	Syaa.g_01862	Praw.g_00692
OG0000523	Syaa.g_01859	Praw.g_00691
OG0000524	Syaa.g_01856	Praw.g_00686
OG0000525	Syaa.g_01851	Praw.g_00683
OG0000526	Syaa.g_01848	Praw.g_00682
OG0000527	Syaa.g_01844	Praw.g_00674
OG0000528	Syaa.g_02054	Praw.g_00669
OG0000529	Syaa.g_02050	Praw.g_00666
OG0000530	Syaa.g_02047	Praw.g_00664
OG0000531	Syaa.g_02046	Praw.g_00663
OG0000532	Syaa.g_02043	Praw.g_00661
OG0000533	Syaa.g_02042	Praw.g_00660
OG0000534	Syaa.g_02041	Praw.g_00659
OG0000535	Syaa.g_02040	Praw.g_00658
OG0000536	Syaa.g_02039	Praw.g_00657
OG0000537	Syaa.g_02038	Praw.g_00656
OG0000538	Syaa.g_02027	Praw.g_00648
OG0000539	Syaa.g_02026	Praw.g_00647
OG0000540	Syaa.g_02025	Praw.g_00646
OG0000541	Syaa.g_02024	Praw.g_00645
OG0000542	Syaa.g_02021	Praw.g_00643
OG0000543	Syaa.g_02019	Praw.g_00641
OG0000544	Syaa.g_02018	Praw.g_00640
OG0000545	Syaa.g_02016	Praw.g_00638
OG0000546	Syaa.g_02014	Praw.g_00635
OG0000547	Syaa.g_02012	Praw.g_00633
OG0000548	Syaa.g_02011	Praw.g_00632
OG0000549	Syaa.g_02003	Praw.g_00630
OG0000550	Syaa.g_01998	Praw.g_00625
OG0000551	Syaa.g_01993	Praw.g_00621
OG0000552	Syaa.g_01992	Praw.g_00620
OG0000553	Syaa.g_01990	Praw.g_00619
OG0000554	Syaa.g_01979	Praw.g_00614
OG0000555	Syaa.g_01961	Praw.g_00606
OG0000556	Syaa.g_01957	Praw.g_00604
OG0000557	Syaa.g_01955	Praw.g_00603
OG0000558	Syaa.g_01953	Praw.g_00601
OG0000559	Syaa.g_01949	Praw.g_00597
