Orthogroup	Syaa	Prax
OG0000147	Syaa.g_01368	Prax.g_00407
OG0000148	Syaa.g_01190	Prax.g_00357
OG0000149	Syaa.g_00826	Prax.g_00326
OG0000150	Syaa.g_01688	Prax.g_00318
OG0000151	Syaa.g_01107	Prax.g_00571
OG0000152	Syaa.g_01357	Prax.g_01129
OG0000153	Syaa.g_01324	Prax.g_01148
OG0000154	Syaa.g_01298	Prax.g_01178
OG0000155	Syaa.g_00804	Prax.g_00220
OG0000156	Syaa.g_00751	Prax.g_01910
OG0000157	Syaa.g_00750	Prax.g_01909
OG0000158	Syaa.g_00148	Prax.g_01780
OG0000160	Syaa.g_01776	Prax.g_01727
OG0000161	Syaa.g_01782	Prax.g_01721
OG0000162	Syaa.g_01788	Prax.g_01715
OG0000163	Syaa.g_00624	Prax.g_01681
OG0000164	Syaa.g_00507	Prax.g_01535
OG0000165	Syaa.g_00681	Prax.g_01528
OG0000166	Syaa.g_02289	Prax.g_01302
OG0000167	Syaa.g_00160	Prax.g_01368
OG0000168	Syaa.g_00145	Prax.g_01378
OG0000169	Syaa.g_00134	Prax.g_01388
OG0000170	Syaa.g_00128	Prax.g_01390
OG0000171	Syaa.g_00093	Prax.g_01409
OG0000172	Syaa.g_00079	Prax.g_01418
OG0000173	Syaa.g_00060	Prax.g_01433
OG0000174	Syaa.g_02651	Prax.g_01460
OG0000175	Syaa.g_02726	Prax.g_01470
OG0000176	Syaa.g_00004	Prax.g_01494
OG0000177	Syaa.g_00005	Prax.g_01495
OG0000178	Syaa.g_00006	Prax.g_01496
OG0000179	Syaa.g_00023	Prax.g_00297
OG0000180	Syaa.g_00024	Prax.g_00296
OG0000181	Syaa.g_00025	Prax.g_00295
OG0000182	Syaa.g_00026	Prax.g_00294
OG0000183	Syaa.g_00030	Prax.g_00290
OG0000184	Syaa.g_02578	Prax.g_00621
OG0000185	Syaa.g_02575	Prax.g_00624
OG0000186	Syaa.g_00359	Prax.g_00635
OG0000187	Syaa.g_00358	Prax.g_00636
OG0000188	Syaa.g_00334	Prax.g_00653
OG0000189	Syaa.g_02367	Prax.g_01122
OG0000190	Syaa.g_02369	Prax.g_01121
OG0000191	Syaa.g_02404	Prax.g_01101
OG0000192	Syaa.g_02410	Prax.g_01097
OG0000193	Syaa.g_02449	Prax.g_01072
OG0000194	Syaa.g_02452	Prax.g_01069
OG0000195	Syaa.g_02459	Prax.g_01067
OG0000196	Syaa.g_02469	Prax.g_01057
OG0000197	Syaa.g_02470	Prax.g_01056
OG0000198	Syaa.g_02471	Prax.g_01055
OG0000199	Syaa.g_02479	Prax.g_01048
OG0000200	Syaa.g_02496	Prax.g_01034
OG0000201	Syaa.g_02521	Prax.g_01026
OG0000202	Syaa.g_02522	Prax.g_01025
OG0000203	Syaa.g_02523	Prax.g_01024
OG0000204	Syaa.g_02524	Prax.g_01023
OG0000205	Syaa.g_02531	Prax.g_01016
OG0000206	Syaa.g_02538	Prax.g_01011
OG0000207	Syaa.g_02540	Prax.g_01009
OG0000208	Syaa.g_02541	Prax.g_01008
OG0000209	Syaa.g_02556	Prax.g_00999
OG0000210	Syaa.g_02557	Prax.g_00998
OG0000211	Syaa.g_02113	Prax.g_00985
OG0000212	Syaa.g_02102	Prax.g_00978
OG0000213	Syaa.g_00295	Prax.g_00918
OG0000214	Syaa.g_00279	Prax.g_00908
OG0000215	Syaa.g_00248	Prax.g_00883
OG0000216	Syaa.g_00244	Prax.g_00881
OG0000217	Syaa.g_00240	Prax.g_00878
OG0000218	Syaa.g_00238	Prax.g_00876
OG0000219	Syaa.g_00237	Prax.g_00875
OG0000220	Syaa.g_00236	Prax.g_00874
OG0000221	Syaa.g_00229	Prax.g_00873
OG0000222	Syaa.g_00215	Prax.g_00865
OG0000223	Syaa.g_00192	Prax.g_00850
OG0000224	Syaa.g_00183	Prax.g_00848
OG0000225	Syaa.g_02166	Prax.g_00827
OG0000226	Syaa.g_02162	Prax.g_00823
OG0000227	Syaa.g_02160	Prax.g_00821
OG0000228	Syaa.g_02150	Prax.g_00818
OG0000229	Syaa.g_00703	Prax.g_00764
OG0000230	Syaa.g_00705	Prax.g_00762
OG0000231	Syaa.g_00717	Prax.g_00751
OG0000232	Syaa.g_01858	Prax.g_00743
OG0000233	Syaa.g_01853	Prax.g_00738
OG0000234	Syaa.g_01841	Prax.g_00726
OG0000235	Syaa.g_02052	Prax.g_00723
OG0000236	Syaa.g_02037	Prax.g_00708
OG0000237	Syaa.g_02020	Prax.g_00695
OG0000238	Syaa.g_02015	Prax.g_00689
OG0000239	Syaa.g_01996	Prax.g_00676
OG0000240	Syaa.g_01995	Prax.g_00675
OG0000241	Syaa.g_01644	Prax.g_00671
OG0000242	Syaa.g_01982	Prax.g_00669
OG0000243	Syaa.g_01960	Prax.g_00004
OG0000244	Syaa.g_01954	Prax.g_00007
OG0000245	Syaa.g_01952	Prax.g_00009
OG0000246	Syaa.g_01948	Prax.g_00013
OG0000247	Syaa.g_01937	Prax.g_00023
OG0000248	Syaa.g_01934	Prax.g_00025
OG0000249	Syaa.g_01932	Prax.g_00027
OG0000250	Syaa.g_01922	Prax.g_00032
OG0000251	Syaa.g_01897	Prax.g_00050
OG0000252	Syaa.g_01894	Prax.g_00053
OG0000253	Syaa.g_01893	Prax.g_00054
OG0000254	Syaa.g_01684	Prax.g_00070
OG0000255	Syaa.g_01668	Prax.g_00076
OG0000256	Syaa.g_01651	Prax.g_00086
OG0000257	Syaa.g_01645	Prax.g_00089
OG0000258	Syaa.g_01624	Prax.g_00102
OG0000259	Syaa.g_01063	Prax.g_00119
OG0000260	Syaa.g_01066	Prax.g_00122
OG0000261	Syaa.g_01069	Prax.g_00977
OG0000262	Syaa.g_01074	Prax.g_00973
OG0000263	Syaa.g_00989	Prax.g_00961
OG0000264	Syaa.g_00910	Prax.g_00951
OG0000265	Syaa.g_00931, Syaa.g_01498	Prax.g_00485
OG0000266	Syaa.g_01257, Syaa.g_01258	Prax.g_00475
OG0000267	Syaa.g_01409	Prax.g_00464
OG0000268	Syaa.g_01408	Prax.g_00463
OG0000269	Syaa.g_01149	Prax.g_00378
OG0000270	Syaa.g_01152	Prax.g_00375
OG0000271	Syaa.g_01160	Prax.g_00367
OG0000272	Syaa.g_01161	Prax.g_00366
OG0000273	Syaa.g_00844	Prax.g_00343
OG0000274	Syaa.g_00843	Prax.g_00342
OG0000275	Syaa.g_00840	Prax.g_00339
OG0000276	Syaa.g_00834	Prax.g_00334
OG0000277	Syaa.g_00833	Prax.g_00333
OG0000278	Syaa.g_00830	Prax.g_00330
OG0000279	Syaa.g_00822	Prax.g_00323
OG0000280	Syaa.g_00815	Prax.g_00322
OG0000282	Syaa.g_01096	Prax.g_00563
OG0000283	Syaa.g_01396	Prax.g_00597
OG0000284	Syaa.g_01390	Prax.g_00602
OG0000285	Syaa.g_01377	Prax.g_00607
OG0000286	Syaa.g_01358	Prax.g_00619
OG0000287	Syaa.g_01330	Prax.g_01145
OG0000288	Syaa.g_01299	Prax.g_01177
OG0000289	Syaa.g_01285	Prax.g_01188
OG0000290	Syaa.g_00875	Prax.g_01201
OG0000291	Syaa.g_00877	Prax.g_01203
OG0000292	Syaa.g_02751	Prax.g_01759, Prax.g_01254
OG0000293	Syaa.g_00758	Prax.g_00191
OG0000294	Syaa.g_00759	Prax.g_00192
OG0000295	Syaa.g_00796	Prax.g_00212
OG0000296	Syaa.g_00798	Prax.g_00214
OG0000297	Syaa.g_01021	Prax.g_00222
OG0000298	Syaa.g_01010	Prax.g_00223
OG0000299	Syaa.g_00982	Prax.g_00240
OG0000300	Syaa.g_00976	Prax.g_00243
OG0000301	Syaa.g_00975	Prax.g_00244
OG0000302	Syaa.g_00972	Prax.g_00246
OG0000303	Syaa.g_00963	Prax.g_00253
OG0000304	Syaa.g_00957	Prax.g_00257
OG0000305	Syaa.g_00881	Prax.g_01871
OG0000306	Syaa.g_00807	Prax.g_01868
OG0000307	Syaa.g_02068	Prax.g_01854
OG0000308	Syaa.g_02070	Prax.g_01853
OG0000309	Syaa.g_02075	Prax.g_01849
OG0000310	Syaa.g_01752	Prax.g_01748
OG0000311	Syaa.g_01757	Prax.g_01746
OG0000312	Syaa.g_01762	Prax.g_01743
OG0000313	Syaa.g_01779	Prax.g_01724
OG0000314	Syaa.g_01806	Prax.g_01701
OG0000315	Syaa.g_01816	Prax.g_01691
OG0000316	Syaa.g_00598	Prax.g_01671
OG0000317	Syaa.g_00556	Prax.g_01561
OG0000318	Syaa.g_00550	Prax.g_01558
OG0000319	Syaa.g_00532	Prax.g_01545
OG0000320	Syaa.g_00530	Prax.g_01543
OG0000321	Syaa.g_00529	Prax.g_01542
OG0000322	Syaa.g_00528	Prax.g_01541
OG0000323	Syaa.g_00496	Prax.g_01532
OG0000324	Syaa.g_00653	Prax.g_01505
OG0000325	Syaa.g_02350	Prax.g_01263
OG0000326	Syaa.g_02343	Prax.g_01269
OG0000327	Syaa.g_02294	Prax.g_01297
OG0000328	Syaa.g_02293	Prax.g_01298
OG0000329	Syaa.g_02275	Prax.g_01315
OG0000330	Syaa.g_02274	Prax.g_01316
OG0000331	Syaa.g_02273	Prax.g_01317
OG0000332	Syaa.g_02258	Prax.g_01331
OG0000333	Syaa.g_02255	Prax.g_01333
OG0000334	Syaa.g_02246	Prax.g_01341
OG0000335	Syaa.g_02241	Prax.g_01346
OG0000336	Syaa.g_02237	Prax.g_01350
OG0000337	Syaa.g_00167	Prax.g_01366
OG0000338	Syaa.g_00162	Prax.g_01367
OG0000339	Syaa.g_00156	Prax.g_01371
OG0000340	Syaa.g_00144	Prax.g_01379
OG0000341	Syaa.g_00142	Prax.g_01381
OG0000342	Syaa.g_00141	Prax.g_01382
OG0000343	Syaa.g_00140	Prax.g_01383
OG0000344	Syaa.g_00136	Prax.g_01386
OG0000345	Syaa.g_00127	Prax.g_01391
OG0000346	Syaa.g_00122	Prax.g_01395
OG0000347	Syaa.g_00088	Prax.g_01411
OG0000348	Syaa.g_00071	Prax.g_01421
OG0000349	Syaa.g_00053	Prax.g_01438
OG0000350	Syaa.g_02336	Prax.g_01456
OG0000351	Syaa.g_02730	Prax.g_01473
OG0000352	Syaa.g_02731	Prax.g_01474
OG0000353	Syaa.g_02757	Prax.g_01489
OG0000355	Syaa.g_00001	Prax.g_01491
OG0000356	Syaa.g_00002	Prax.g_01492
OG0000357	Syaa.g_00003	Prax.g_01493
OG0000358	Syaa.g_00007	Prax.g_01497
OG0000359	Syaa.g_00009	Prax.g_01498
OG0000360	Syaa.g_00010	Prax.g_01499
OG0000361	Syaa.g_00011	Prax.g_01975
OG0000362	Syaa.g_00013	Prax.g_01973
OG0000363	Syaa.g_00015	Prax.g_00299
OG0000364	Syaa.g_00016	Prax.g_00298
OG0000365	Syaa.g_00027	Prax.g_00293
OG0000366	Syaa.g_00028	Prax.g_00292
OG0000367	Syaa.g_00029	Prax.g_00291
OG0000368	Syaa.g_00031	Prax.g_00289
OG0000369	Syaa.g_00032	Prax.g_00288
OG0000370	Syaa.g_00033	Prax.g_00287
OG0000371	Syaa.g_00041	Prax.g_00281
OG0000372	Syaa.g_00046	Prax.g_00278
OG0000373	Syaa.g_00047	Prax.g_00277
OG0000374	Syaa.g_00048	Prax.g_00276
OG0000375	Syaa.g_00049	Prax.g_00273
OG0000376	Syaa.g_00051	Prax.g_00271
OG0000377	Syaa.g_02585	Prax.g_00261
OG0000378	Syaa.g_02577	Prax.g_00622
OG0000379	Syaa.g_02574	Prax.g_00625
OG0000380	Syaa.g_00357	Prax.g_00637
OG0000381	Syaa.g_00353	Prax.g_00641
OG0000382	Syaa.g_00335	Prax.g_00652
OG0000383	Syaa.g_00333	Prax.g_00654
OG0000384	Syaa.g_00332	Prax.g_00655
OG0000385	Syaa.g_00331	Prax.g_00656
OG0000386	Syaa.g_00330	Prax.g_00657
OG0000387	Syaa.g_02371	Prax.g_01119
OG0000388	Syaa.g_02375	Prax.g_01116
OG0000389	Syaa.g_02379	Prax.g_01113
OG0000390	Syaa.g_02398	Prax.g_01106
OG0000391	Syaa.g_02403	Prax.g_01102
OG0000392	Syaa.g_02409	Prax.g_01098
OG0000393	Syaa.g_02412	Prax.g_01096
OG0000394	Syaa.g_02413	Prax.g_01095
OG0000395	Syaa.g_02414	Prax.g_01094
OG0000396	Syaa.g_02417	Prax.g_01091
OG0000397	Syaa.g_02419	Prax.g_01089
OG0000398	Syaa.g_02424	Prax.g_01087
OG0000399	Syaa.g_02425	Prax.g_01086
OG0000400	Syaa.g_02426	Prax.g_01085
OG0000401	Syaa.g_02427	Prax.g_01084
OG0000402	Syaa.g_02429	Prax.g_01082
OG0000403	Syaa.g_02430	Prax.g_01081
OG0000404	Syaa.g_02431	Prax.g_01080
OG0000405	Syaa.g_02446	Prax.g_01076
OG0000406	Syaa.g_02450	Prax.g_01071
OG0000407	Syaa.g_02451	Prax.g_01070
OG0000408	Syaa.g_02458	Prax.g_01068
OG0000409	Syaa.g_02460	Prax.g_01066
OG0000410	Syaa.g_02461	Prax.g_01065
OG0000411	Syaa.g_02462	Prax.g_01064
OG0000412	Syaa.g_02463	Prax.g_01063
OG0000413	Syaa.g_02465	Prax.g_01062
OG0000415	Syaa.g_02466	Prax.g_01060
OG0000416	Syaa.g_02467	Prax.g_01059
OG0000417	Syaa.g_02468	Prax.g_01058
OG0000418	Syaa.g_02473	Prax.g_01053
OG0000419	Syaa.g_02475	Prax.g_01051
OG0000420	Syaa.g_02477	Prax.g_01050
OG0000421	Syaa.g_02482	Prax.g_01045
OG0000422	Syaa.g_02483	Prax.g_01044
OG0000423	Syaa.g_02484	Prax.g_01043
OG0000424	Syaa.g_02485	Prax.g_01042
OG0000425	Syaa.g_02486	Prax.g_01041
OG0000426	Syaa.g_02487	Prax.g_01040
OG0000427	Syaa.g_02488	Prax.g_01039
OG0000428	Syaa.g_02491	Prax.g_01037
OG0000429	Syaa.g_02493	Prax.g_01036
OG0000430	Syaa.g_02495	Prax.g_01035
OG0000431	Syaa.g_02498	Prax.g_01033
OG0000432	Syaa.g_02504	Prax.g_01030
OG0000433	Syaa.g_02513	Prax.g_01029
OG0000434	Syaa.g_02514	Prax.g_01028
OG0000435	Syaa.g_02516	Prax.g_01027
OG0000436	Syaa.g_02525	Prax.g_01022
OG0000437	Syaa.g_02526	Prax.g_01021
OG0000438	Syaa.g_02527	Prax.g_01020
OG0000439	Syaa.g_02529	Prax.g_01018
OG0000440	Syaa.g_02530	Prax.g_01017
OG0000441	Syaa.g_02534	Prax.g_01014
OG0000442	Syaa.g_02535	Prax.g_01013
OG0000443	Syaa.g_02536	Prax.g_01012
OG0000444	Syaa.g_02542	Prax.g_01007
OG0000445	Syaa.g_02543	Prax.g_01006
OG0000446	Syaa.g_02545	Prax.g_01005
OG0000447	Syaa.g_02548	Prax.g_01004
OG0000448	Syaa.g_02549	Prax.g_01003
OG0000449	Syaa.g_02550	Prax.g_01002
OG0000450	Syaa.g_02553	Prax.g_01001
OG0000451	Syaa.g_02554	Prax.g_01000
OG0000452	Syaa.g_02558	Prax.g_00997
OG0000453	Syaa.g_02559	Prax.g_00996
OG0000454	Syaa.g_02560	Prax.g_00995
OG0000455	Syaa.g_02561	Prax.g_00994
OG0000456	Syaa.g_02562	Prax.g_00993
OG0000457	Syaa.g_02564	Prax.g_00992
OG0000458	Syaa.g_02565	Prax.g_00991
OG0000459	Syaa.g_02566	Prax.g_00990
OG0000460	Syaa.g_02111	Prax.g_00983
OG0000461	Syaa.g_00318	Prax.g_00933
OG0000462	Syaa.g_00315	Prax.g_00931
OG0000463	Syaa.g_00314	Prax.g_00930
OG0000464	Syaa.g_00313	Prax.g_00929
OG0000465	Syaa.g_00311	Prax.g_00928
OG0000466	Syaa.g_00306	Prax.g_00925
OG0000467	Syaa.g_00304	Prax.g_00924
OG0000468	Syaa.g_00299	Prax.g_00922
OG0000469	Syaa.g_00285	Prax.g_00913
OG0000470	Syaa.g_00283	Prax.g_00911
OG0000471	Syaa.g_00282	Prax.g_00910
OG0000472	Syaa.g_00280	Prax.g_00909
OG0000473	Syaa.g_00278	Prax.g_00907
OG0000474	Syaa.g_00277	Prax.g_00906
OG0000475	Syaa.g_00276	Prax.g_00905
OG0000476	Syaa.g_00274	Prax.g_00904
OG0000477	Syaa.g_00268	Prax.g_00900
OG0000478	Syaa.g_00267	Prax.g_00899
OG0000479	Syaa.g_00266	Prax.g_00898
OG0000480	Syaa.g_00259	Prax.g_00893
OG0000481	Syaa.g_00257	Prax.g_00891
OG0000482	Syaa.g_00256	Prax.g_00890
OG0000483	Syaa.g_00252	Prax.g_00887
OG0000484	Syaa.g_00251	Prax.g_00886
OG0000485	Syaa.g_00250	Prax.g_00885
OG0000486	Syaa.g_00249	Prax.g_00884
OG0000487	Syaa.g_00243	Prax.g_00880
OG0000488	Syaa.g_00239	Prax.g_00877
OG0000489	Syaa.g_00228	Prax.g_00872
OG0000490	Syaa.g_00220	Prax.g_00867
OG0000491	Syaa.g_00218	Prax.g_00866
OG0000492	Syaa.g_00214	Prax.g_00864
OG0000493	Syaa.g_00213	Prax.g_00863
OG0000494	Syaa.g_00212	Prax.g_00862
OG0000495	Syaa.g_00211	Prax.g_00861
OG0000496	Syaa.g_00210	Prax.g_00860
OG0000497	Syaa.g_00209	Prax.g_00859
OG0000498	Syaa.g_00208	Prax.g_00858
OG0000499	Syaa.g_00207	Prax.g_00857
OG0000500	Syaa.g_00206	Prax.g_00856
OG0000501	Syaa.g_00203	Prax.g_00854
OG0000502	Syaa.g_00190	Prax.g_00849
OG0000503	Syaa.g_02182	Prax.g_00839
OG0000504	Syaa.g_02180	Prax.g_00838
OG0000505	Syaa.g_02179	Prax.g_00837
OG0000506	Syaa.g_02177	Prax.g_00835
OG0000507	Syaa.g_02171	Prax.g_00832
OG0000508	Syaa.g_02167	Prax.g_00828
OG0000509	Syaa.g_02165	Prax.g_00826
OG0000510	Syaa.g_02164	Prax.g_00825
OG0000511	Syaa.g_02163	Prax.g_00824
OG0000512	Syaa.g_02161	Prax.g_00822
OG0000513	Syaa.g_02145	Prax.g_00815
OG0000514	Syaa.g_02118	Prax.g_00769
OG0000515	Syaa.g_02117	Prax.g_00768
OG0000516	Syaa.g_00698	Prax.g_00767
OG0000517	Syaa.g_00702	Prax.g_00765
OG0000518	Syaa.g_00714	Prax.g_00754
OG0000519	Syaa.g_00715	Prax.g_00753
OG0000520	Syaa.g_00716	Prax.g_00752
OG0000521	Syaa.g_01864	Prax.g_00747
OG0000522	Syaa.g_01862	Prax.g_00746
OG0000523	Syaa.g_01859	Prax.g_00745
OG0000524	Syaa.g_01856	Prax.g_00740
OG0000525	Syaa.g_01851	Prax.g_00737
OG0000526	Syaa.g_01848	Prax.g_00736
OG0000527	Syaa.g_01844	Prax.g_00729
OG0000528	Syaa.g_02054	Prax.g_00724
OG0000529	Syaa.g_02050	Prax.g_00721
OG0000530	Syaa.g_02047	Prax.g_00718
OG0000531	Syaa.g_02046	Prax.g_00717
OG0000532	Syaa.g_02043	Prax.g_00715
OG0000533	Syaa.g_02042	Prax.g_00714
OG0000534	Syaa.g_02041	Prax.g_00713
OG0000535	Syaa.g_02040	Prax.g_00712
OG0000536	Syaa.g_02039	Prax.g_00711
OG0000537	Syaa.g_02038	Prax.g_00709
OG0000538	Syaa.g_02027	Prax.g_00701
OG0000539	Syaa.g_02026	Prax.g_00700
OG0000540	Syaa.g_02025	Prax.g_00699
OG0000541	Syaa.g_02024	Prax.g_00698
OG0000542	Syaa.g_02021	Prax.g_00696
OG0000543	Syaa.g_02019	Prax.g_00694
OG0000544	Syaa.g_02018	Prax.g_00693
OG0000545	Syaa.g_02016	Prax.g_00691
OG0000546	Syaa.g_02014	Prax.g_00688
OG0000547	Syaa.g_02012	Prax.g_00686
OG0000548	Syaa.g_02011	Prax.g_00685
OG0000549	Syaa.g_02003	Prax.g_00683
OG0000550	Syaa.g_01998	Prax.g_00678
OG0000551	Syaa.g_01993	Prax.g_00674
OG0000552	Syaa.g_01992	Prax.g_00673
OG0000553	Syaa.g_01990	Prax.g_00672
OG0000554	Syaa.g_01979	Prax.g_00667
OG0000555	Syaa.g_01961	Prax.g_00003
OG0000556	Syaa.g_01957	Prax.g_00005
OG0000557	Syaa.g_01955	Prax.g_00006
OG0000558	Syaa.g_01953	Prax.g_00008
OG0000559	Syaa.g_01949	Prax.g_00012
