Orthogroup	Syaa	Syae
OG0000116	Syaa.g_00757	Syae.g_00939
OG0000117	Syaa.g_01009	Syae.g_00647
OG0000118	Syaa.g_01874	Syae.g_02479
OG0000119	Syaa.g_00785	Syae.g_00904
OG0000120	Syaa.g_00201	Syae.g_01912
OG0000121	Syaa.g_01777	Syae.g_02649
OG0000122	Syaa.g_01598	Syae.g_00112
OG0000123	Syaa.g_02242	Syae.g_02131
OG0000124	Syaa.g_00092	Syae.g_01809
OG0000125	Syaa.g_02598	Syae.g_01573
OG0000126	Syaa.g_02752	Syae.g_01706
OG0000127	Syaa.g_00934	Syae.g_00720
OG0000128	Syaa.g_00012	Syae.g_01724
OG0000129	Syaa.g_02586	Syae.g_01562
OG0000130	Syaa.g_00354	Syae.g_01284
OG0000131	Syaa.g_02448	Syae.g_01428
OG0000132	Syaa.g_02472	Syae.g_01447
OG0000133	Syaa.g_01361	Syae.g_00356
OG0000134	Syaa.g_02146	Syae.g_02222
OG0000135	Syaa.g_02649	Syae.g_01608
OG0000136	Syaa.g_00708	Syae.g_00989
OG0000137	Syaa.g_01842	Syae.g_02530
OG0000138	Syaa.g_02035	Syae.g_02325
OG0000139	Syaa.g_01974	Syae.g_02380
OG0000140	Syaa.g_01971	Syae.g_02383
OG0000141	Syaa.g_01689	Syae.g_00016
OG0000142	Syaa.g_01633	Syae.g_00074
OG0000143	Syaa.g_01629	Syae.g_00078
OG0000144	Syaa.g_01446	Syae.g_00261
OG0000145	Syaa.g_02029	Syae.g_02331
OG0000146	Syaa.g_01367	Syae.g_00350
OG0000147	Syaa.g_01368	Syae.g_00349
OG0000148	Syaa.g_01190	Syae.g_00500
OG0000149	Syaa.g_00826	Syae.g_00847
OG0000150	Syaa.g_01688	Syae.g_00017
OG0000151	Syaa.g_01107	Syae.g_00563
OG0000152	Syaa.g_01357	Syae.g_00360
OG0000153	Syaa.g_01324	Syae.g_00394
OG0000154	Syaa.g_01298	Syae.g_00420
OG0000155	Syaa.g_00804	Syae.g_00885
OG0000156	Syaa.g_00751	Syae.g_00945
OG0000157	Syaa.g_00750	Syae.g_00946
OG0000158	Syaa.g_00148	Syae.g_01858
OG0000160	Syaa.g_01776	Syae.g_02650
OG0000161	Syaa.g_01782	Syae.g_02644
OG0000162	Syaa.g_01788	Syae.g_02638
OG0000163	Syaa.g_00624	Syae.g_01092
OG0000164	Syaa.g_00507	Syae.g_01198
OG0000165	Syaa.g_00681	Syae.g_01021
OG0000166	Syaa.g_02289	Syae.g_02085
OG0000167	Syaa.g_00160	Syae.g_01874
OG0000168	Syaa.g_00145	Syae.g_01856
OG0000169	Syaa.g_00134	Syae.g_01841
OG0000170	Syaa.g_00128	Syae.g_01834
OG0000171	Syaa.g_00093	Syae.g_01810
OG0000172	Syaa.g_00079	Syae.g_01788
OG0000173	Syaa.g_00060	Syae.g_01770
OG0000174	Syaa.g_02651	Syae.g_01610
OG0000175	Syaa.g_02726	Syae.g_01679
OG0000176	Syaa.g_00004	Syae.g_01716
OG0000177	Syaa.g_00005	Syae.g_01717
OG0000178	Syaa.g_00006	Syae.g_01718
OG0000179	Syaa.g_00023	Syae.g_01733
OG0000180	Syaa.g_00024	Syae.g_01734
OG0000181	Syaa.g_00025	Syae.g_01735
OG0000182	Syaa.g_00026	Syae.g_01736
OG0000183	Syaa.g_00030	Syae.g_01740
OG0000184	Syaa.g_02578	Syae.g_01554
OG0000185	Syaa.g_02575	Syae.g_01551
OG0000186	Syaa.g_00359	Syae.g_01279
OG0000187	Syaa.g_00358	Syae.g_01280
OG0000188	Syaa.g_00334	Syae.g_01323
OG0000189	Syaa.g_02367	Syae.g_01350
OG0000190	Syaa.g_02369	Syae.g_01352
OG0000191	Syaa.g_02404	Syae.g_01384
OG0000192	Syaa.g_02410	Syae.g_01390
OG0000193	Syaa.g_02449	Syae.g_01429
OG0000194	Syaa.g_02452	Syae.g_01432
OG0000195	Syaa.g_02459	Syae.g_01434
OG0000196	Syaa.g_02469	Syae.g_01444
OG0000197	Syaa.g_02470	Syae.g_01445
OG0000198	Syaa.g_02471	Syae.g_01446
OG0000199	Syaa.g_02479	Syae.g_01454
OG0000200	Syaa.g_02496	Syae.g_01471
OG0000201	Syaa.g_02521	Syae.g_01487
OG0000202	Syaa.g_02522	Syae.g_01488
OG0000203	Syaa.g_02523	Syae.g_01489
OG0000204	Syaa.g_02524	Syae.g_01490
OG0000205	Syaa.g_02531	Syae.g_01497
OG0000206	Syaa.g_02538	Syae.g_01504
OG0000207	Syaa.g_02540	Syae.g_01506
OG0000208	Syaa.g_02541	Syae.g_01507
OG0000209	Syaa.g_02556	Syae.g_01528
OG0000210	Syaa.g_02557	Syae.g_01529
OG0000211	Syaa.g_02113	Syae.g_02234
OG0000212	Syaa.g_02102	Syae.g_02244
OG0000213	Syaa.g_00295	Syae.g_02003
OG0000214	Syaa.g_00279	Syae.g_01986
OG0000215	Syaa.g_00248	Syae.g_01955
OG0000216	Syaa.g_00244	Syae.g_01951
OG0000217	Syaa.g_00240	Syae.g_01947
OG0000218	Syaa.g_00238	Syae.g_01945
OG0000219	Syaa.g_00237	Syae.g_01944
OG0000220	Syaa.g_00236	Syae.g_01943
OG0000221	Syaa.g_00229	Syae.g_01937
OG0000222	Syaa.g_00215	Syae.g_01926
OG0000223	Syaa.g_00192	Syae.g_01904
OG0000224	Syaa.g_00183	Syae.g_01897
OG0000225	Syaa.g_02166	Syae.g_02208
OG0000226	Syaa.g_02162	Syae.g_02212
OG0000227	Syaa.g_02160	Syae.g_02214
OG0000228	Syaa.g_02150	Syae.g_02218
OG0000229	Syaa.g_00703	Syae.g_00994
OG0000230	Syaa.g_00705	Syae.g_00992
OG0000231	Syaa.g_00717	Syae.g_00980
OG0000232	Syaa.g_01858	Syae.g_02496
OG0000233	Syaa.g_01853	Syae.g_02504
OG0000234	Syaa.g_01841	Syae.g_02532
OG0000235	Syaa.g_02052	Syae.g_02308
OG0000236	Syaa.g_02037	Syae.g_02323
OG0000237	Syaa.g_02020	Syae.g_02340
OG0000238	Syaa.g_02015	Syae.g_02345
OG0000239	Syaa.g_01996	Syae.g_02360
OG0000240	Syaa.g_01995	Syae.g_02361
OG0000241	Syaa.g_01644	Syae.g_00065
OG0000242	Syaa.g_01982	Syae.g_02372
OG0000243	Syaa.g_01960	Syae.g_02391
OG0000244	Syaa.g_01954	Syae.g_02399
OG0000245	Syaa.g_01952	Syae.g_02401
OG0000246	Syaa.g_01948	Syae.g_02405
OG0000247	Syaa.g_01937	Syae.g_02416
OG0000248	Syaa.g_01934	Syae.g_02419
OG0000249	Syaa.g_01932	Syae.g_02421
OG0000250	Syaa.g_01922	Syae.g_02431
OG0000251	Syaa.g_01897	Syae.g_02455
OG0000252	Syaa.g_01894	Syae.g_02458
OG0000253	Syaa.g_01893	Syae.g_02459
OG0000254	Syaa.g_01684	Syae.g_00021
OG0000255	Syaa.g_01668	Syae.g_00041
OG0000256	Syaa.g_01651	Syae.g_00058
OG0000257	Syaa.g_01645	Syae.g_00064
OG0000258	Syaa.g_01624	Syae.g_00083
OG0000259	Syaa.g_01063	Syae.g_00608
OG0000260	Syaa.g_01066	Syae.g_00603
OG0000261	Syaa.g_01069	Syae.g_00600
OG0000262	Syaa.g_01074	Syae.g_00595
OG0000263	Syaa.g_00989	Syae.g_00671
OG0000264	Syaa.g_00910	Syae.g_00761
OG0000265	Syaa.g_01498	Syae.g_00932, Syae.g_00226
OG0000266	Syaa.g_01258	Syae.g_00457
OG0000267	Syaa.g_01409	Syae.g_00304
OG0000268	Syaa.g_01408	Syae.g_00308
OG0000269	Syaa.g_01149	Syae.g_00526
OG0000270	Syaa.g_01152	Syae.g_00523
OG0000271	Syaa.g_01160	Syae.g_00515
OG0000272	Syaa.g_01161	Syae.g_00514
OG0000273	Syaa.g_00844	Syae.g_00825
OG0000274	Syaa.g_00843	Syae.g_00826
OG0000275	Syaa.g_00840	Syae.g_00832
OG0000276	Syaa.g_00834	Syae.g_00839
OG0000277	Syaa.g_00833	Syae.g_00840
OG0000278	Syaa.g_00830	Syae.g_00843
OG0000279	Syaa.g_00822	Syae.g_00851
OG0000280	Syaa.g_00815	Syae.g_00877
OG0000282	Syaa.g_01096	Syae.g_00573
OG0000283	Syaa.g_01396	Syae.g_00321
OG0000284	Syaa.g_01390	Syae.g_00327
OG0000285	Syaa.g_01377	Syae.g_00340
OG0000286	Syaa.g_01358	Syae.g_00359
OG0000287	Syaa.g_01330	Syae.g_00387
OG0000288	Syaa.g_01299	Syae.g_00419
OG0000289	Syaa.g_01285	Syae.g_00433
OG0000290	Syaa.g_00875	Syae.g_00796
OG0000291	Syaa.g_00877	Syae.g_00794
OG0000292	Syaa.g_02751	Syae.g_01705
OG0000293	Syaa.g_00758	Syae.g_00938
OG0000294	Syaa.g_00759	Syae.g_00937
OG0000295	Syaa.g_00796	Syae.g_00893
OG0000296	Syaa.g_00798	Syae.g_00891
OG0000297	Syaa.g_01021	Syae.g_00645
OG0000298	Syaa.g_01010	Syae.g_00646
OG0000299	Syaa.g_00982	Syae.g_00680
OG0000300	Syaa.g_00976	Syae.g_00686
OG0000301	Syaa.g_00975	Syae.g_00687
OG0000302	Syaa.g_00972	Syae.g_00691
OG0000303	Syaa.g_00963	Syae.g_00700
OG0000304	Syaa.g_00957	Syae.g_00706
OG0000305	Syaa.g_00881	Syae.g_00791
OG0000306	Syaa.g_00807	Syae.g_00277
OG0000307	Syaa.g_02068	Syae.g_02290
OG0000308	Syaa.g_02070	Syae.g_02288
OG0000309	Syaa.g_02075	Syae.g_02283
OG0000310	Syaa.g_01752	Syae.g_02687
OG0000311	Syaa.g_01757	Syae.g_02682
OG0000312	Syaa.g_01762	Syae.g_02664
OG0000313	Syaa.g_01779	Syae.g_02647
OG0000314	Syaa.g_01806	Syae.g_02618
OG0000315	Syaa.g_01816	Syae.g_02609
OG0000316	Syaa.g_00598	Syae.g_01118
OG0000317	Syaa.g_00556	Syae.g_01160
OG0000318	Syaa.g_00550	Syae.g_01164
OG0000319	Syaa.g_00532	Syae.g_01181
OG0000320	Syaa.g_00530	Syae.g_01183
OG0000321	Syaa.g_00529	Syae.g_01184
OG0000322	Syaa.g_00528	Syae.g_01185
OG0000323	Syaa.g_00496	Syae.g_01200
OG0000324	Syaa.g_00653	Syae.g_01049
OG0000325	Syaa.g_02350	Syae.g_02033
OG0000326	Syaa.g_02343	Syae.g_02040
OG0000327	Syaa.g_02294	Syae.g_02080
OG0000328	Syaa.g_02293	Syae.g_02081
OG0000329	Syaa.g_02275	Syae.g_02099
OG0000330	Syaa.g_02274	Syae.g_02100
OG0000331	Syaa.g_02273	Syae.g_02101
OG0000332	Syaa.g_02258	Syae.g_02116
OG0000333	Syaa.g_02255	Syae.g_02119
OG0000334	Syaa.g_02246	Syae.g_02128
OG0000335	Syaa.g_02241	Syae.g_02132
OG0000336	Syaa.g_02237	Syae.g_02136
OG0000337	Syaa.g_00167	Syae.g_01879
OG0000338	Syaa.g_00162	Syae.g_01876
OG0000339	Syaa.g_00156	Syae.g_01869
OG0000340	Syaa.g_00144	Syae.g_01855
OG0000341	Syaa.g_00142	Syae.g_01853
OG0000342	Syaa.g_00141	Syae.g_01852
OG0000343	Syaa.g_00140	Syae.g_01848
OG0000344	Syaa.g_00136	Syae.g_01843
OG0000345	Syaa.g_00127	Syae.g_01833
OG0000346	Syaa.g_00122	Syae.g_01828
OG0000347	Syaa.g_00088	Syae.g_01805
OG0000348	Syaa.g_00071	Syae.g_01781
OG0000349	Syaa.g_00053	Syae.g_01763
OG0000350	Syaa.g_02336	Syae.g_02047
OG0000351	Syaa.g_02730	Syae.g_01684
OG0000352	Syaa.g_02731	Syae.g_01685
OG0000353	Syaa.g_02757	Syae.g_01711
OG0000354	Syaa.g_02008, Syaa.g_02009	Syae.g_02351
OG0000354	Syaa.g_00019, Syaa.g_00020	Syae.g_01731
OG0000355	Syaa.g_00001	Syae.g_01713
OG0000356	Syaa.g_00002	Syae.g_01714
OG0000357	Syaa.g_00003	Syae.g_01715
OG0000358	Syaa.g_00007	Syae.g_01719
OG0000359	Syaa.g_00009	Syae.g_01721
OG0000360	Syaa.g_00010	Syae.g_01722
OG0000361	Syaa.g_00011	Syae.g_01723
OG0000362	Syaa.g_00013	Syae.g_01725
OG0000363	Syaa.g_00015	Syae.g_01727
OG0000364	Syaa.g_00016	Syae.g_01728
OG0000365	Syaa.g_00027	Syae.g_01737
OG0000366	Syaa.g_00028	Syae.g_01738
OG0000367	Syaa.g_00029	Syae.g_01739
OG0000368	Syaa.g_00031	Syae.g_01741
OG0000369	Syaa.g_00032	Syae.g_01742
OG0000370	Syaa.g_00033	Syae.g_01743
OG0000371	Syaa.g_00041	Syae.g_01751
OG0000372	Syaa.g_00046	Syae.g_01756
OG0000373	Syaa.g_00047	Syae.g_01757
OG0000374	Syaa.g_00048	Syae.g_01758
OG0000375	Syaa.g_00049	Syae.g_01759
OG0000376	Syaa.g_00051	Syae.g_01761
OG0000377	Syaa.g_02585	Syae.g_01561
OG0000378	Syaa.g_02577	Syae.g_01553
OG0000379	Syaa.g_02574	Syae.g_01550
OG0000380	Syaa.g_00357	Syae.g_01281
OG0000381	Syaa.g_00353	Syae.g_01285
OG0000382	Syaa.g_00335	Syae.g_01322
OG0000383	Syaa.g_00333	Syae.g_01324
OG0000384	Syaa.g_00332	Syae.g_01325
OG0000385	Syaa.g_00331	Syae.g_01326
OG0000386	Syaa.g_00330	Syae.g_01327
OG0000387	Syaa.g_02371	Syae.g_01354
OG0000388	Syaa.g_02375	Syae.g_01358
OG0000389	Syaa.g_02379	Syae.g_01362
OG0000390	Syaa.g_02398	Syae.g_01378
OG0000391	Syaa.g_02403	Syae.g_01383
OG0000392	Syaa.g_02409	Syae.g_01389
OG0000393	Syaa.g_02412	Syae.g_01392
OG0000394	Syaa.g_02413	Syae.g_01393
OG0000395	Syaa.g_02414	Syae.g_01394
OG0000396	Syaa.g_02417	Syae.g_01397
OG0000397	Syaa.g_02419	Syae.g_01400
OG0000398	Syaa.g_02424	Syae.g_01405
OG0000399	Syaa.g_02425	Syae.g_01406
OG0000400	Syaa.g_02426	Syae.g_01407
OG0000401	Syaa.g_02427	Syae.g_01408
OG0000402	Syaa.g_02429	Syae.g_01410
OG0000403	Syaa.g_02430	Syae.g_01411
OG0000404	Syaa.g_02431	Syae.g_01412
OG0000405	Syaa.g_02446	Syae.g_01426
OG0000406	Syaa.g_02450	Syae.g_01430
OG0000407	Syaa.g_02451	Syae.g_01431
OG0000408	Syaa.g_02458	Syae.g_01433
OG0000409	Syaa.g_02460	Syae.g_01435
OG0000410	Syaa.g_02461	Syae.g_01436
OG0000411	Syaa.g_02462	Syae.g_01437
OG0000412	Syaa.g_02463	Syae.g_01438
OG0000413	Syaa.g_02465	Syae.g_01440
OG0000415	Syaa.g_02466	Syae.g_01441
OG0000416	Syaa.g_02467	Syae.g_01442
OG0000417	Syaa.g_02468	Syae.g_01443
OG0000418	Syaa.g_02473	Syae.g_01448
OG0000419	Syaa.g_02475	Syae.g_01450
OG0000420	Syaa.g_02477	Syae.g_01452
OG0000421	Syaa.g_02482	Syae.g_01457
OG0000422	Syaa.g_02483	Syae.g_01458
OG0000423	Syaa.g_02484	Syae.g_01459
OG0000424	Syaa.g_02485	Syae.g_01460
OG0000425	Syaa.g_02486	Syae.g_01461
OG0000426	Syaa.g_02487	Syae.g_01462
OG0000427	Syaa.g_02488	Syae.g_01463
OG0000428	Syaa.g_02491	Syae.g_01466
OG0000429	Syaa.g_02493	Syae.g_01468
OG0000430	Syaa.g_02495	Syae.g_01470
OG0000431	Syaa.g_02498	Syae.g_01473
OG0000432	Syaa.g_02504	Syae.g_01481
OG0000433	Syaa.g_02513	Syae.g_01484
OG0000434	Syaa.g_02514	Syae.g_01485
OG0000435	Syaa.g_02516	Syae.g_01486
OG0000436	Syaa.g_02525	Syae.g_01491
OG0000437	Syaa.g_02526	Syae.g_01492
OG0000438	Syaa.g_02527	Syae.g_01493
OG0000439	Syaa.g_02529	Syae.g_01495
OG0000440	Syaa.g_02530	Syae.g_01496
OG0000441	Syaa.g_02534	Syae.g_01501
OG0000442	Syaa.g_02535	Syae.g_01502
OG0000443	Syaa.g_02536	Syae.g_01503
OG0000444	Syaa.g_02542	Syae.g_01509
OG0000445	Syaa.g_02543	Syae.g_01510
OG0000446	Syaa.g_02545	Syae.g_01512
OG0000447	Syaa.g_02548	Syae.g_01517
OG0000448	Syaa.g_02549	Syae.g_01518
OG0000449	Syaa.g_02550	Syae.g_01519
OG0000450	Syaa.g_02553	Syae.g_01525
OG0000451	Syaa.g_02554	Syae.g_01526
OG0000452	Syaa.g_02558	Syae.g_01530
OG0000453	Syaa.g_02559	Syae.g_01531
OG0000454	Syaa.g_02560	Syae.g_01532
OG0000455	Syaa.g_02561	Syae.g_01533
OG0000456	Syaa.g_02562	Syae.g_01534
OG0000457	Syaa.g_02564	Syae.g_01536
OG0000458	Syaa.g_02565	Syae.g_01538
OG0000459	Syaa.g_02566	Syae.g_01539
OG0000460	Syaa.g_02111	Syae.g_02236
OG0000461	Syaa.g_00318	Syae.g_02024
OG0000462	Syaa.g_00315	Syae.g_02021
OG0000463	Syaa.g_00314	Syae.g_02020
OG0000464	Syaa.g_00313	Syae.g_02019
OG0000465	Syaa.g_00311	Syae.g_02018
OG0000466	Syaa.g_00306	Syae.g_02014
OG0000467	Syaa.g_00304	Syae.g_02012
OG0000468	Syaa.g_00299	Syae.g_02007
OG0000469	Syaa.g_00285	Syae.g_01992
OG0000470	Syaa.g_00283	Syae.g_01990
OG0000471	Syaa.g_00282	Syae.g_01989
OG0000472	Syaa.g_00280	Syae.g_01987
OG0000473	Syaa.g_00278	Syae.g_01985
OG0000474	Syaa.g_00277	Syae.g_01984
OG0000475	Syaa.g_00276	Syae.g_01983
OG0000476	Syaa.g_00274	Syae.g_01981
OG0000477	Syaa.g_00268	Syae.g_01975
OG0000478	Syaa.g_00267	Syae.g_01974
OG0000479	Syaa.g_00266	Syae.g_01973
OG0000480	Syaa.g_00259	Syae.g_01966
OG0000481	Syaa.g_00257	Syae.g_01964
OG0000482	Syaa.g_00256	Syae.g_01963
OG0000483	Syaa.g_00252	Syae.g_01959
OG0000484	Syaa.g_00251	Syae.g_01958
OG0000485	Syaa.g_00250	Syae.g_01957
OG0000486	Syaa.g_00249	Syae.g_01956
OG0000487	Syaa.g_00243	Syae.g_01950
OG0000488	Syaa.g_00239	Syae.g_01946
OG0000489	Syaa.g_00228	Syae.g_01936
OG0000490	Syaa.g_00220	Syae.g_01928
OG0000491	Syaa.g_00218	Syae.g_01927
OG0000492	Syaa.g_00214	Syae.g_01925
OG0000493	Syaa.g_00213	Syae.g_01924
OG0000494	Syaa.g_00212	Syae.g_01923
OG0000495	Syaa.g_00211	Syae.g_01922
OG0000496	Syaa.g_00210	Syae.g_01921
OG0000497	Syaa.g_00209	Syae.g_01920
OG0000498	Syaa.g_00208	Syae.g_01919
OG0000499	Syaa.g_00207	Syae.g_01918
OG0000500	Syaa.g_00206	Syae.g_01917
OG0000501	Syaa.g_00203	Syae.g_01914
OG0000502	Syaa.g_00190	Syae.g_01902
OG0000503	Syaa.g_02182	Syae.g_02192
OG0000504	Syaa.g_02180	Syae.g_02194
OG0000505	Syaa.g_02179	Syae.g_02195
OG0000506	Syaa.g_02177	Syae.g_02197
OG0000507	Syaa.g_02171	Syae.g_02203
OG0000508	Syaa.g_02167	Syae.g_02207
OG0000509	Syaa.g_02165	Syae.g_02209
OG0000510	Syaa.g_02164	Syae.g_02210
OG0000511	Syaa.g_02163	Syae.g_02211
OG0000512	Syaa.g_02161	Syae.g_02213
OG0000513	Syaa.g_02145	Syae.g_02223
OG0000514	Syaa.g_02118	Syae.g_02229
OG0000515	Syaa.g_02117	Syae.g_02230
OG0000516	Syaa.g_00698	Syae.g_01000
OG0000517	Syaa.g_00702	Syae.g_00995
OG0000518	Syaa.g_00714	Syae.g_00983
OG0000519	Syaa.g_00715	Syae.g_00982
OG0000520	Syaa.g_00716	Syae.g_00981
OG0000521	Syaa.g_01864	Syae.g_02491
OG0000522	Syaa.g_01862	Syae.g_02493
OG0000523	Syaa.g_01859	Syae.g_02494
OG0000524	Syaa.g_01856	Syae.g_02501
OG0000525	Syaa.g_01851	Syae.g_02520
OG0000526	Syaa.g_01848	Syae.g_02523
OG0000527	Syaa.g_01844	Syae.g_02528
OG0000528	Syaa.g_02054	Syae.g_02304
OG0000529	Syaa.g_02050	Syae.g_02310
OG0000530	Syaa.g_02047	Syae.g_02313
OG0000531	Syaa.g_02046	Syae.g_02314
OG0000532	Syaa.g_02043	Syae.g_02317
OG0000533	Syaa.g_02042	Syae.g_02318
OG0000534	Syaa.g_02041	Syae.g_02319
OG0000535	Syaa.g_02040	Syae.g_02320
OG0000536	Syaa.g_02039	Syae.g_02321
OG0000537	Syaa.g_02038	Syae.g_02322
OG0000538	Syaa.g_02027	Syae.g_02333
