Orthogroup	Syaa	Syal
OG0000323	Syaa.g_00496	Syal.g_00626
OG0000324	Syaa.g_00653	Syal.g_00656
OG0000325	Syaa.g_02350	Syal.g_00195
OG0000326	Syaa.g_02343	Syal.g_00202
OG0000327	Syaa.g_02294	Syal.g_00230
OG0000328	Syaa.g_02293	Syal.g_00231
OG0000329	Syaa.g_02275	Syal.g_00249
OG0000330	Syaa.g_02274	Syal.g_00250
OG0000331	Syaa.g_02273	Syal.g_00251
OG0000332	Syaa.g_02258	Syal.g_00266
OG0000333	Syaa.g_02255	Syal.g_00269
OG0000334	Syaa.g_02246	Syal.g_00279
OG0000335	Syaa.g_02241	Syal.g_00284
OG0000336	Syaa.g_02237	Syal.g_00288
OG0000337	Syaa.g_00167	Syal.g_01343
OG0000338	Syaa.g_00162	Syal.g_01345
OG0000339	Syaa.g_00156	Syal.g_01351
OG0000340	Syaa.g_00144	Syal.g_01434
OG0000341	Syaa.g_00142	Syal.g_01436
OG0000342	Syaa.g_00141	Syal.g_01437
OG0000343	Syaa.g_00140	Syal.g_01441
OG0000344	Syaa.g_00136	Syal.g_01445
OG0000345	Syaa.g_00127	Syal.g_01455
OG0000346	Syaa.g_00122	Syal.g_01460
OG0000347	Syaa.g_00088	Syal.g_01525
OG0000348	Syaa.g_00071	Syal.g_00170
OG0000349	Syaa.g_00053	Syal.g_00148
OG0000350	Syaa.g_02336	Syal.g_00209
OG0000351	Syaa.g_02730	Syal.g_01175
OG0000352	Syaa.g_02731	Syal.g_01176
OG0000353	Syaa.g_02757	Syal.g_00095
OG0000354	Syaa.g_02008, Syaa.g_02009	Syal.g_02941
OG0000354	Syaa.g_00019, Syaa.g_00020	Syal.g_00116
OG0000355	Syaa.g_00001	Syal.g_00098
OG0000356	Syaa.g_00002	Syal.g_00099
OG0000357	Syaa.g_00003	Syal.g_00100
OG0000358	Syaa.g_00007	Syal.g_00104
OG0000359	Syaa.g_00009	Syal.g_00106
OG0000360	Syaa.g_00010	Syal.g_00107
OG0000361	Syaa.g_00011	Syal.g_00108
OG0000362	Syaa.g_00013	Syal.g_00110
OG0000363	Syaa.g_00015	Syal.g_00112
OG0000364	Syaa.g_00016	Syal.g_00113
OG0000365	Syaa.g_00027	Syal.g_00122
OG0000366	Syaa.g_00028	Syal.g_00123
OG0000367	Syaa.g_00029	Syal.g_00124
OG0000368	Syaa.g_00031	Syal.g_00126
OG0000369	Syaa.g_00032	Syal.g_00127
OG0000370	Syaa.g_00033	Syal.g_00128
OG0000371	Syaa.g_00041	Syal.g_00135
OG0000372	Syaa.g_00046	Syal.g_00141
OG0000373	Syaa.g_00047	Syal.g_00142
OG0000374	Syaa.g_00048	Syal.g_00143
OG0000375	Syaa.g_00049	Syal.g_00144
OG0000376	Syaa.g_00051	Syal.g_00146
OG0000377	Syaa.g_02585	Syal.g_01061
OG0000378	Syaa.g_02577	Syal.g_01027
OG0000379	Syaa.g_02574	Syal.g_01024
OG0000380	Syaa.g_00357	Syal.g_00749
OG0000381	Syaa.g_00353	Syal.g_00752
OG0000382	Syaa.g_00335	Syal.g_00770
OG0000383	Syaa.g_00333	Syal.g_00775
OG0000384	Syaa.g_00332	Syal.g_00776
OG0000385	Syaa.g_00331	Syal.g_00777
OG0000386	Syaa.g_00330	Syal.g_00778
OG0000387	Syaa.g_02371	Syal.g_00811
OG0000388	Syaa.g_02375	Syal.g_00815
OG0000389	Syaa.g_02379	Syal.g_00819
OG0000390	Syaa.g_02398	Syal.g_00835
OG0000391	Syaa.g_02403	Syal.g_00840
OG0000392	Syaa.g_02409	Syal.g_00846
OG0000393	Syaa.g_02412	Syal.g_00849
OG0000394	Syaa.g_02413	Syal.g_00850
OG0000395	Syaa.g_02414	Syal.g_00851
OG0000396	Syaa.g_02417	Syal.g_00854
OG0000397	Syaa.g_02419	Syal.g_00857
OG0000398	Syaa.g_02424	Syal.g_00862
OG0000399	Syaa.g_02425	Syal.g_00863
OG0000400	Syaa.g_02426	Syal.g_00864
OG0000401	Syaa.g_02427	Syal.g_00865
OG0000402	Syaa.g_02429	Syal.g_00867
OG0000403	Syaa.g_02430	Syal.g_00868
OG0000404	Syaa.g_02431	Syal.g_00870
OG0000405	Syaa.g_02446	Syal.g_00883
OG0000406	Syaa.g_02450	Syal.g_00888
OG0000407	Syaa.g_02451	Syal.g_00889
OG0000408	Syaa.g_02458	Syal.g_00891
OG0000409	Syaa.g_02460	Syal.g_00893
OG0000410	Syaa.g_02461	Syal.g_00894
OG0000411	Syaa.g_02462	Syal.g_00895
OG0000412	Syaa.g_02463	Syal.g_00896
OG0000413	Syaa.g_02465	Syal.g_00898
OG0000415	Syaa.g_02466	Syal.g_00900
OG0000416	Syaa.g_02467	Syal.g_00901
OG0000417	Syaa.g_02468	Syal.g_00902
OG0000418	Syaa.g_02473	Syal.g_00907
OG0000419	Syaa.g_02475	Syal.g_00909
OG0000420	Syaa.g_02477	Syal.g_00911
OG0000421	Syaa.g_02482	Syal.g_00916
OG0000422	Syaa.g_02483	Syal.g_00917
OG0000423	Syaa.g_02484	Syal.g_00918
OG0000424	Syaa.g_02485	Syal.g_00919
OG0000425	Syaa.g_02486	Syal.g_00920
OG0000426	Syaa.g_02487	Syal.g_00921
OG0000427	Syaa.g_02488	Syal.g_00922
OG0000428	Syaa.g_02491	Syal.g_00925
OG0000429	Syaa.g_02493	Syal.g_00929
OG0000430	Syaa.g_02495	Syal.g_00931
OG0000431	Syaa.g_02498	Syal.g_00934
OG0000432	Syaa.g_02504	Syal.g_00940
OG0000433	Syaa.g_02513	Syal.g_00943
OG0000434	Syaa.g_02514	Syal.g_00944
OG0000435	Syaa.g_02516	Syal.g_00946
OG0000436	Syaa.g_02525	Syal.g_00953
OG0000437	Syaa.g_02526	Syal.g_00954
OG0000438	Syaa.g_02527	Syal.g_00955
OG0000439	Syaa.g_02529	Syal.g_00957
OG0000440	Syaa.g_02530	Syal.g_00958
OG0000441	Syaa.g_02534	Syal.g_00962
OG0000442	Syaa.g_02535	Syal.g_00964
OG0000443	Syaa.g_02536	Syal.g_00966
OG0000444	Syaa.g_02542	Syal.g_00978
OG0000445	Syaa.g_02543	Syal.g_00979
OG0000446	Syaa.g_02545	Syal.g_00981
OG0000447	Syaa.g_02548	Syal.g_00989
OG0000448	Syaa.g_02549	Syal.g_00990
OG0000449	Syaa.g_02550	Syal.g_00991
OG0000450	Syaa.g_02553	Syal.g_00997
OG0000451	Syaa.g_02554	Syal.g_00998
OG0000452	Syaa.g_02558	Syal.g_01002
OG0000453	Syaa.g_02559	Syal.g_01003
OG0000454	Syaa.g_02560	Syal.g_01004
OG0000455	Syaa.g_02561	Syal.g_01005
OG0000456	Syaa.g_02562	Syal.g_01006
OG0000457	Syaa.g_02564	Syal.g_01008
OG0000458	Syaa.g_02565	Syal.g_01009
OG0000459	Syaa.g_02566	Syal.g_01010
OG0000460	Syaa.g_02111	Syal.g_00686
OG0000461	Syaa.g_00318	Syal.g_01199
OG0000462	Syaa.g_00315	Syal.g_01202
OG0000463	Syaa.g_00314	Syal.g_01203
OG0000464	Syaa.g_00313	Syal.g_01204
OG0000465	Syaa.g_00311	Syal.g_01205
OG0000466	Syaa.g_00306	Syal.g_01210
OG0000467	Syaa.g_00304	Syal.g_01212
OG0000468	Syaa.g_00299	Syal.g_01225
OG0000469	Syaa.g_00285	Syal.g_01240
OG0000470	Syaa.g_00283	Syal.g_01242
OG0000471	Syaa.g_00282	Syal.g_01243
OG0000472	Syaa.g_00280	Syal.g_01245
OG0000473	Syaa.g_00278	Syal.g_01247
OG0000474	Syaa.g_00277	Syal.g_01248
OG0000475	Syaa.g_00276	Syal.g_01249
OG0000476	Syaa.g_00274	Syal.g_01251
OG0000477	Syaa.g_00268	Syal.g_01257
OG0000478	Syaa.g_00267	Syal.g_01258
OG0000479	Syaa.g_00266	Syal.g_01259
OG0000480	Syaa.g_00259	Syal.g_01266
OG0000481	Syaa.g_00257	Syal.g_01268
OG0000482	Syaa.g_00256	Syal.g_01269
OG0000483	Syaa.g_00252	Syal.g_01273
OG0000484	Syaa.g_00251	Syal.g_01274
OG0000485	Syaa.g_00250	Syal.g_01275
OG0000486	Syaa.g_00249	Syal.g_01276
OG0000487	Syaa.g_00243	Syal.g_01282
OG0000488	Syaa.g_00239	Syal.g_01286
OG0000489	Syaa.g_00228	Syal.g_01298
OG0000490	Syaa.g_00220	Syal.g_01307
OG0000491	Syaa.g_00218	Syal.g_01308
OG0000492	Syaa.g_00214	Syal.g_01310
OG0000493	Syaa.g_00213	Syal.g_01311
OG0000494	Syaa.g_00212	Syal.g_01312
OG0000495	Syaa.g_00211	Syal.g_01313
OG0000496	Syaa.g_00210	Syal.g_01314
OG0000497	Syaa.g_00209	Syal.g_01315
OG0000498	Syaa.g_00208	Syal.g_01316
OG0000499	Syaa.g_00207	Syal.g_01317
OG0000500	Syaa.g_00206	Syal.g_01318
OG0000501	Syaa.g_00203	Syal.g_01321
OG0000502	Syaa.g_00190	Syal.g_01328
OG0000503	Syaa.g_02182	Syal.g_00347
OG0000504	Syaa.g_02180	Syal.g_00349
OG0000505	Syaa.g_02179	Syal.g_00350
OG0000506	Syaa.g_02177	Syal.g_00352
OG0000507	Syaa.g_02171	Syal.g_00358
OG0000508	Syaa.g_02167	Syal.g_00362
OG0000509	Syaa.g_02165	Syal.g_00364
OG0000510	Syaa.g_02164	Syal.g_00365
OG0000511	Syaa.g_02163	Syal.g_00366
OG0000512	Syaa.g_02161	Syal.g_00368
OG0000513	Syaa.g_02145	Syal.g_00551
OG0000514	Syaa.g_02118	Syal.g_00539
OG0000515	Syaa.g_02117	Syal.g_00538
OG0000516	Syaa.g_00698	Syal.g_00534
OG0000517	Syaa.g_00702	Syal.g_00526
OG0000518	Syaa.g_00714	Syal.g_00514
OG0000519	Syaa.g_00715	Syal.g_00513
OG0000520	Syaa.g_00716	Syal.g_00512
OG0000521	Syaa.g_01864	Syal.g_00502
OG0000522	Syaa.g_01862	Syal.g_00500
OG0000523	Syaa.g_01859	Syal.g_00499
OG0000524	Syaa.g_01856	Syal.g_00491
OG0000525	Syaa.g_01851	Syal.g_00473
OG0000526	Syaa.g_01848	Syal.g_00471
OG0000527	Syaa.g_01844	Syal.g_00465
OG0000528	Syaa.g_02054	Syal.g_02893
OG0000529	Syaa.g_02050	Syal.g_02898
OG0000530	Syaa.g_02047	Syal.g_02901
OG0000531	Syaa.g_02046	Syal.g_02902
OG0000532	Syaa.g_02043	Syal.g_02905
OG0000533	Syaa.g_02042	Syal.g_02907
OG0000534	Syaa.g_02041	Syal.g_02908
OG0000535	Syaa.g_02040	Syal.g_02909
OG0000536	Syaa.g_02039	Syal.g_02910
OG0000537	Syaa.g_02038	Syal.g_02911
OG0000538	Syaa.g_02027	Syal.g_02923
OG0000539	Syaa.g_02026	Syal.g_02924
OG0000540	Syaa.g_02025	Syal.g_02925
OG0000541	Syaa.g_02024	Syal.g_02926
OG0000542	Syaa.g_02021	Syal.g_02929
OG0000543	Syaa.g_02019	Syal.g_02931
OG0000544	Syaa.g_02018	Syal.g_02932
OG0000545	Syaa.g_02016	Syal.g_02934
OG0000546	Syaa.g_02014	Syal.g_02936
OG0000547	Syaa.g_02012	Syal.g_02938
OG0000548	Syaa.g_02011	Syal.g_02939
OG0000549	Syaa.g_02003	Syal.g_02945
OG0000550	Syaa.g_01998	Syal.g_02949
