Orthogroup	Syaa	Syaq
OG0000185	Syaa.g_02575	Syaq.g_01290
OG0000186	Syaa.g_00359	Syaq.g_01563
OG0000187	Syaa.g_00358	Syaq.g_01561
OG0000188	Syaa.g_00334	Syaq.g_01539
OG0000189	Syaa.g_02367	Syaq.g_01499, Syaq.g_00122
OG0000190	Syaa.g_02369	Syaq.g_01497
OG0000191	Syaa.g_02404	Syaq.g_01467
OG0000192	Syaa.g_02410	Syaq.g_01462
OG0000193	Syaa.g_02449	Syaq.g_01423
OG0000194	Syaa.g_02452	Syaq.g_01420
OG0000195	Syaa.g_02459	Syaq.g_01418
OG0000196	Syaa.g_02469	Syaq.g_01407
OG0000197	Syaa.g_02470	Syaq.g_01406
OG0000198	Syaa.g_02471	Syaq.g_01405
OG0000199	Syaa.g_02479	Syaq.g_01398
OG0000200	Syaa.g_02496	Syaq.g_01382
OG0000201	Syaa.g_02521	Syaq.g_01365
OG0000202	Syaa.g_02522	Syaq.g_01364
OG0000203	Syaa.g_02523	Syaq.g_01363
OG0000204	Syaa.g_02524	Syaq.g_01362
OG0000205	Syaa.g_02531	Syaq.g_01355
OG0000206	Syaa.g_02538	Syaq.g_01345
OG0000207	Syaa.g_02540	Syaq.g_01338
OG0000208	Syaa.g_02541	Syaq.g_01337
OG0000209	Syaa.g_02556	Syaq.g_01310
OG0000210	Syaa.g_02557	Syaq.g_01309
OG0000211	Syaa.g_02113	Syaq.g_01570
OG0000212	Syaa.g_02102	Syaq.g_01586
OG0000213	Syaa.g_00295	Syaq.g_00729
OG0000214	Syaa.g_00279	Syaq.g_00745
OG0000215	Syaa.g_00248	Syaq.g_00777
OG0000216	Syaa.g_00244	Syaq.g_00781
OG0000217	Syaa.g_00240	Syaq.g_00844
OG0000218	Syaa.g_00238	Syaq.g_00846
OG0000219	Syaa.g_00237	Syaq.g_00847
OG0000220	Syaa.g_00236	Syaq.g_00848
OG0000221	Syaa.g_00229	Syaq.g_00856
OG0000222	Syaa.g_00215	Syaq.g_00868
OG0000223	Syaa.g_00192	Syaq.g_00946
OG0000224	Syaa.g_00183	Syaq.g_00950
OG0000225	Syaa.g_02166	Syaq.g_00543
OG0000226	Syaa.g_02162	Syaq.g_00536
OG0000227	Syaa.g_02160	Syaq.g_00534
OG0000228	Syaa.g_02150	Syaq.g_00531
OG0000229	Syaa.g_00703	Syaq.g_00501
OG0000230	Syaa.g_00705	Syaq.g_00499
OG0000231	Syaa.g_00717	Syaq.g_00485
OG0000232	Syaa.g_01858	Syaq.g_00472
OG0000233	Syaa.g_01853	Syaq.g_00464
OG0000234	Syaa.g_01841	Syaq.g_00440
OG0000235	Syaa.g_02052	Syaq.g_01771
OG0000236	Syaa.g_02037	Syaq.g_01787
OG0000237	Syaa.g_02020	Syaq.g_01805
OG0000238	Syaa.g_02015	Syaq.g_01810
OG0000239	Syaa.g_01996	Syaq.g_01826
OG0000240	Syaa.g_01995	Syaq.g_01827
OG0000241	Syaa.g_01644	Syaq.g_02074
OG0000242	Syaa.g_01982	Syaq.g_01836
OG0000243	Syaa.g_01960	Syaq.g_01922
OG0000244	Syaa.g_01954	Syaq.g_01928
OG0000245	Syaa.g_01952	Syaq.g_01930
OG0000246	Syaa.g_01948	Syaq.g_01934
OG0000247	Syaa.g_01937	Syaq.g_01945
OG0000248	Syaa.g_01934	Syaq.g_01948
OG0000249	Syaa.g_01932	Syaq.g_01950
OG0000250	Syaa.g_01922	Syaq.g_01958
OG0000251	Syaa.g_01897	Syaq.g_01984
OG0000252	Syaa.g_01894	Syaq.g_01987
OG0000253	Syaa.g_01893	Syaq.g_01989
OG0000254	Syaa.g_01684	Syaq.g_02016
OG0000255	Syaa.g_01668	Syaq.g_02041
OG0000256	Syaa.g_01651	Syaq.g_02068
OG0000257	Syaa.g_01645	Syaq.g_02073
OG0000258	Syaa.g_01624	Syaq.g_02095
OG0000259	Syaa.g_01063	Syaq.g_02239
OG0000260	Syaa.g_01066	Syaq.g_02242
OG0000261	Syaa.g_01069	Syaq.g_02245
OG0000262	Syaa.g_01074	Syaq.g_02250
OG0000263	Syaa.g_00989	Syaq.g_00185
OG0000264	Syaa.g_00910	Syaq.g_02582
OG0000266	Syaa.g_01257, Syaa.g_01258	Syaq.g_00037
OG0000267	Syaa.g_01409	Syaq.g_02430
OG0000268	Syaa.g_01408	Syaq.g_02431
OG0000269	Syaa.g_01149	Syaq.g_02335
OG0000270	Syaa.g_01152	Syaq.g_02338
OG0000271	Syaa.g_01160	Syaq.g_02346
OG0000272	Syaa.g_01161	Syaq.g_02347
OG0000273	Syaa.g_00844	Syaq.g_02376
OG0000274	Syaa.g_00843	Syaq.g_02377
OG0000275	Syaa.g_00840	Syaq.g_02380
OG0000276	Syaa.g_00834	Syaq.g_02387
OG0000277	Syaa.g_00833	Syaq.g_02388
OG0000278	Syaa.g_00830	Syaq.g_02391
OG0000279	Syaa.g_00822	Syaq.g_02401
OG0000280	Syaa.g_00815	Syaq.g_02410
OG0000282	Syaa.g_01096	Syaq.g_02271
OG0000283	Syaa.g_01396	Syaq.g_02445
OG0000284	Syaa.g_01390	Syaq.g_02450
OG0000285	Syaa.g_01377	Syaq.g_02466
OG0000286	Syaa.g_01358	Syaq.g_02484
OG0000287	Syaa.g_01330	Syaq.g_02511
OG0000288	Syaa.g_01299	Syaq.g_00067
OG0000289	Syaa.g_01285	Syaq.g_00053
OG0000290	Syaa.g_00875	Syaq.g_02682
OG0000291	Syaa.g_00877	Syaq.g_02680
OG0000292	Syaa.g_02751	Syaq.g_01157
OG0000293	Syaa.g_00758	Syaq.g_00262
OG0000294	Syaa.g_00759	Syaq.g_00261
OG0000295	Syaa.g_00796	Syaq.g_00220
OG0000296	Syaa.g_00798	Syaq.g_00218
OG0000297	Syaa.g_01021	Syaq.g_00205
OG0000298	Syaa.g_01010	Syaq.g_00204
OG0000299	Syaa.g_00982	Syaq.g_00171
OG0000300	Syaa.g_00976	Syaq.g_00164
OG0000301	Syaa.g_00975	Syaq.g_00163
OG0000302	Syaa.g_00972	Syaq.g_00162
OG0000303	Syaa.g_00963	Syaq.g_00152
OG0000304	Syaa.g_00957	Syaq.g_00146
OG0000305	Syaa.g_00881	Syaq.g_02677
OG0000306	Syaa.g_00807	Syaq.g_01861
OG0000307	Syaa.g_02068	Syaq.g_01754
OG0000308	Syaa.g_02070	Syaq.g_01752
OG0000309	Syaa.g_02075	Syaq.g_01747
OG0000310	Syaa.g_01752	Syaq.g_00347
OG0000311	Syaa.g_01757	Syaq.g_00352
OG0000312	Syaa.g_01762	Syaq.g_00359
OG0000313	Syaa.g_01779	Syaq.g_00379
OG0000314	Syaa.g_01806	Syaq.g_00408
OG0000315	Syaa.g_01816	Syaq.g_00418
OG0000316	Syaa.g_00598	Syaq.g_01716
OG0000317	Syaa.g_00556	Syaq.g_01675
OG0000318	Syaa.g_00550	Syaq.g_01672
OG0000319	Syaa.g_00532	Syaq.g_01657
OG0000320	Syaa.g_00530	Syaq.g_01655
OG0000321	Syaa.g_00529	Syaq.g_01654
OG0000322	Syaa.g_00528	Syaq.g_01653
OG0000323	Syaa.g_00496	Syaq.g_01638
OG0000324	Syaa.g_00653	Syaq.g_01605
OG0000325	Syaa.g_02350	Syaq.g_00693
OG0000326	Syaa.g_02343	Syaq.g_00686
OG0000327	Syaa.g_02294	Syaq.g_00652
OG0000328	Syaa.g_02293	Syaq.g_00651
OG0000329	Syaa.g_02275	Syaq.g_00633
OG0000330	Syaa.g_02274	Syaq.g_00632
OG0000331	Syaa.g_02273	Syaq.g_00631
OG0000332	Syaa.g_02258	Syaq.g_00616
OG0000333	Syaa.g_02255	Syaq.g_00613
OG0000334	Syaa.g_02246	Syaq.g_00603
OG0000335	Syaa.g_02241	Syaq.g_00598
OG0000336	Syaa.g_02237	Syaq.g_00594
OG0000337	Syaa.g_00167	Syaq.g_00975
OG0000338	Syaa.g_00162	Syaq.g_00981
OG0000339	Syaa.g_00156	Syaq.g_00988
OG0000340	Syaa.g_00144	Syaq.g_01005
OG0000341	Syaa.g_00142	Syaq.g_01007
OG0000342	Syaa.g_00141	Syaq.g_01008
OG0000343	Syaa.g_00140	Syaq.g_01010
OG0000344	Syaa.g_00136	Syaq.g_01014
OG0000345	Syaa.g_00127	Syaq.g_01024
OG0000346	Syaa.g_00122	Syaq.g_01029
OG0000347	Syaa.g_00088	Syaq.g_01057
OG0000348	Syaa.g_00071	Syaq.g_01070
OG0000349	Syaa.g_00053	Syaq.g_01099
OG0000350	Syaa.g_02336	Syaq.g_00679
OG0000351	Syaa.g_02730	Syaq.g_01179
OG0000352	Syaa.g_02731	Syaq.g_01178
OG0000353	Syaa.g_02757	Syaq.g_01151
OG0000354	Syaa.g_02008, Syaa.g_02009	Syaq.g_01816
OG0000354	Syaa.g_00019, Syaa.g_00020	Syaq.g_01131
OG0000355	Syaa.g_00001	Syaq.g_01149
OG0000356	Syaa.g_00002	Syaq.g_01148
OG0000357	Syaa.g_00003	Syaq.g_01147
OG0000358	Syaa.g_00007	Syaq.g_01143
OG0000359	Syaa.g_00009	Syaq.g_01141
OG0000360	Syaa.g_00010	Syaq.g_01140
OG0000361	Syaa.g_00011	Syaq.g_01139
OG0000362	Syaa.g_00013	Syaq.g_01137
OG0000363	Syaa.g_00015	Syaq.g_01135
OG0000364	Syaa.g_00016	Syaq.g_01134
OG0000365	Syaa.g_00027	Syaq.g_01125
OG0000366	Syaa.g_00028	Syaq.g_01124
OG0000367	Syaa.g_00029	Syaq.g_01123
OG0000368	Syaa.g_00031	Syaq.g_01121
OG0000369	Syaa.g_00032	Syaq.g_01120
OG0000370	Syaa.g_00033	Syaq.g_01119
OG0000371	Syaa.g_00041	Syaq.g_01111
OG0000372	Syaa.g_00046	Syaq.g_01106
OG0000373	Syaa.g_00047	Syaq.g_01105
OG0000374	Syaa.g_00048	Syaq.g_01104
OG0000375	Syaa.g_00049	Syaq.g_01103
OG0000376	Syaa.g_00051	Syaq.g_01101
OG0000377	Syaa.g_02585	Syaq.g_01270
OG0000378	Syaa.g_02577	Syaq.g_01286
OG0000379	Syaa.g_02574	Syaq.g_01291
OG0000380	Syaa.g_00357	Syaq.g_01560
OG0000381	Syaa.g_00353	Syaq.g_01558
OG0000382	Syaa.g_00335	Syaq.g_01540
OG0000383	Syaa.g_00333	Syaq.g_01535
OG0000384	Syaa.g_00332	Syaq.g_01534
OG0000385	Syaa.g_00331	Syaq.g_01533
OG0000386	Syaa.g_00330	Syaq.g_01532
OG0000387	Syaa.g_02371	Syaq.g_01495
OG0000388	Syaa.g_02375	Syaq.g_01491
OG0000389	Syaa.g_02379	Syaq.g_01488
OG0000390	Syaa.g_02398	Syaq.g_01473
OG0000391	Syaa.g_02403	Syaq.g_01468
OG0000392	Syaa.g_02409	Syaq.g_01463
OG0000393	Syaa.g_02412	Syaq.g_01460
OG0000394	Syaa.g_02413	Syaq.g_01459
OG0000395	Syaa.g_02414	Syaq.g_01458
OG0000396	Syaa.g_02417	Syaq.g_01455
OG0000397	Syaa.g_02419	Syaq.g_01453
OG0000398	Syaa.g_02424	Syaq.g_01448
OG0000399	Syaa.g_02425	Syaq.g_01447
OG0000400	Syaa.g_02426	Syaq.g_01446
OG0000401	Syaa.g_02427	Syaq.g_01445
OG0000402	Syaa.g_02429	Syaq.g_01443
OG0000403	Syaa.g_02430	Syaq.g_01442
OG0000404	Syaa.g_02431	Syaq.g_01440
OG0000405	Syaa.g_02446	Syaq.g_01429
OG0000406	Syaa.g_02450	Syaq.g_01422
OG0000407	Syaa.g_02451	Syaq.g_01421
OG0000408	Syaa.g_02458	Syaq.g_01419
OG0000409	Syaa.g_02460	Syaq.g_01417
OG0000410	Syaa.g_02461	Syaq.g_01416
OG0000411	Syaa.g_02462	Syaq.g_01415
OG0000412	Syaa.g_02463	Syaq.g_01414
OG0000413	Syaa.g_02465	Syaq.g_01412
OG0000415	Syaa.g_02466	Syaq.g_01410
OG0000416	Syaa.g_02467	Syaq.g_01409
OG0000417	Syaa.g_02468	Syaq.g_01408
OG0000418	Syaa.g_02473	Syaq.g_01403
OG0000419	Syaa.g_02475	Syaq.g_01401
OG0000420	Syaa.g_02477	Syaq.g_01400
OG0000421	Syaa.g_02482	Syaq.g_01395
OG0000422	Syaa.g_02483	Syaq.g_01394
OG0000423	Syaa.g_02484	Syaq.g_01393
OG0000424	Syaa.g_02485	Syaq.g_01392
OG0000425	Syaa.g_02486	Syaq.g_01391
OG0000426	Syaa.g_02487	Syaq.g_01390
OG0000427	Syaa.g_02488	Syaq.g_01389
OG0000428	Syaa.g_02491	Syaq.g_01386
OG0000429	Syaa.g_02493	Syaq.g_01384
OG0000430	Syaa.g_02495	Syaq.g_01383
OG0000431	Syaa.g_02498	Syaq.g_01380
OG0000432	Syaa.g_02504	Syaq.g_01374
OG0000433	Syaa.g_02513	Syaq.g_01369
OG0000434	Syaa.g_02514	Syaq.g_01368
OG0000435	Syaa.g_02516	Syaq.g_01367
OG0000436	Syaa.g_02525	Syaq.g_01361
OG0000437	Syaa.g_02526	Syaq.g_01360
OG0000438	Syaa.g_02527	Syaq.g_01359
OG0000439	Syaa.g_02529	Syaq.g_01357
OG0000440	Syaa.g_02530	Syaq.g_01356
OG0000441	Syaa.g_02534	Syaq.g_01352
OG0000442	Syaa.g_02535	Syaq.g_01350
OG0000443	Syaa.g_02536	Syaq.g_01347
OG0000444	Syaa.g_02542	Syaq.g_01333
OG0000445	Syaa.g_02543	Syaq.g_01332
OG0000446	Syaa.g_02545	Syaq.g_01330
OG0000447	Syaa.g_02548	Syaq.g_01328
OG0000448	Syaa.g_02549	Syaq.g_01327
OG0000449	Syaa.g_02550	Syaq.g_01320
OG0000450	Syaa.g_02553	Syaq.g_01313
OG0000451	Syaa.g_02554	Syaq.g_01312
OG0000452	Syaa.g_02558	Syaq.g_01308
OG0000453	Syaa.g_02559	Syaq.g_01307
OG0000454	Syaa.g_02560	Syaq.g_01306
OG0000455	Syaa.g_02561	Syaq.g_01305
OG0000456	Syaa.g_02562	Syaq.g_01304
OG0000457	Syaa.g_02564	Syaq.g_01302
OG0000458	Syaa.g_02565	Syaq.g_01299
OG0000459	Syaa.g_02566	Syaq.g_01298
OG0000460	Syaa.g_02111	Syaq.g_01577
OG0000461	Syaa.g_00318	Syaq.g_00707
OG0000462	Syaa.g_00315	Syaq.g_00710
OG0000463	Syaa.g_00314	Syaq.g_00711
OG0000464	Syaa.g_00313	Syaq.g_00712
OG0000465	Syaa.g_00311	Syaq.g_00714
OG0000466	Syaa.g_00306	Syaq.g_00718
OG0000467	Syaa.g_00304	Syaq.g_00720
OG0000468	Syaa.g_00299	Syaq.g_00725
OG0000469	Syaa.g_00285	Syaq.g_00739
OG0000470	Syaa.g_00283	Syaq.g_00741
OG0000471	Syaa.g_00282	Syaq.g_00742
OG0000472	Syaa.g_00280	Syaq.g_00744
OG0000473	Syaa.g_00278	Syaq.g_00746
OG0000474	Syaa.g_00277	Syaq.g_00747
OG0000475	Syaa.g_00276	Syaq.g_00748
OG0000476	Syaa.g_00274	Syaq.g_00750
OG0000477	Syaa.g_00268	Syaq.g_00756
OG0000478	Syaa.g_00267	Syaq.g_00757
OG0000479	Syaa.g_00266	Syaq.g_00759
OG0000480	Syaa.g_00259	Syaq.g_00766
OG0000481	Syaa.g_00257	Syaq.g_00768
OG0000482	Syaa.g_00256	Syaq.g_00769
OG0000483	Syaa.g_00252	Syaq.g_00773
OG0000484	Syaa.g_00251	Syaq.g_00774
OG0000485	Syaa.g_00250	Syaq.g_00775
OG0000486	Syaa.g_00249	Syaq.g_00776
OG0000487	Syaa.g_00243	Syaq.g_00782
OG0000488	Syaa.g_00239	Syaq.g_00845
OG0000489	Syaa.g_00228	Syaq.g_00857
OG0000490	Syaa.g_00220	Syaq.g_00864
OG0000491	Syaa.g_00218	Syaq.g_00865
OG0000492	Syaa.g_00214	Syaq.g_00869
OG0000493	Syaa.g_00213	Syaq.g_00870
OG0000494	Syaa.g_00212	Syaq.g_00871
OG0000495	Syaa.g_00211	Syaq.g_00872
OG0000496	Syaa.g_00210	Syaq.g_00873
OG0000497	Syaa.g_00209	Syaq.g_00874
OG0000498	Syaa.g_00208	Syaq.g_00875
OG0000499	Syaa.g_00207	Syaq.g_00876
OG0000500	Syaa.g_00206	Syaq.g_00877
OG0000501	Syaa.g_00203	Syaq.g_00880
OG0000502	Syaa.g_00190	Syaq.g_00953
OG0000503	Syaa.g_02182	Syaq.g_00559
OG0000504	Syaa.g_02180	Syaq.g_00557
OG0000505	Syaa.g_02179	Syaq.g_00556
OG0000506	Syaa.g_02177	Syaq.g_00554
OG0000507	Syaa.g_02171	Syaq.g_00548
OG0000508	Syaa.g_02167	Syaq.g_00544
OG0000509	Syaa.g_02165	Syaq.g_00542
OG0000510	Syaa.g_02164	Syaq.g_00538
OG0000511	Syaa.g_02163	Syaq.g_00537
OG0000512	Syaa.g_02161	Syaq.g_00535
OG0000513	Syaa.g_02145	Syaq.g_00525
OG0000514	Syaa.g_02118	Syaq.g_00514
OG0000515	Syaa.g_02117	Syaq.g_00513
OG0000516	Syaa.g_00698	Syaq.g_00509
OG0000517	Syaa.g_00702	Syaq.g_00502
OG0000518	Syaa.g_00714	Syaq.g_00490
OG0000519	Syaa.g_00715	Syaq.g_00489
OG0000520	Syaa.g_00716	Syaq.g_00488
OG0000521	Syaa.g_01864	Syaq.g_00477
OG0000522	Syaa.g_01862	Syaq.g_00475
OG0000523	Syaa.g_01859	Syaq.g_00474
OG0000524	Syaa.g_01856	Syaq.g_00469
OG0000525	Syaa.g_01851	Syaq.g_00450
OG0000526	Syaa.g_01848	Syaq.g_00448
OG0000527	Syaa.g_01844	Syaq.g_00444
OG0000528	Syaa.g_02054	Syaq.g_01768
OG0000529	Syaa.g_02050	Syaq.g_01773
OG0000530	Syaa.g_02047	Syaq.g_01776
OG0000531	Syaa.g_02046	Syaq.g_01777
OG0000532	Syaa.g_02043	Syaq.g_01780
OG0000533	Syaa.g_02042	Syaq.g_01782
OG0000534	Syaa.g_02041	Syaq.g_01783
OG0000535	Syaa.g_02040	Syaq.g_01784
OG0000536	Syaa.g_02039	Syaq.g_01785
