Orthogroup	Syaa	Prao
OG0000349	Syaa.g_00053	Prao.g_01787
OG0000350	Syaa.g_02336	Prao.g_01806
OG0000351	Syaa.g_02730	Prao.g_01823
OG0000352	Syaa.g_02731	Prao.g_01824
OG0000353	Syaa.g_02757	Prao.g_01840
OG0000354	Syaa.g_02008, Syaa.g_02009, Syaa.g_00019, Syaa.g_00020	Prao.g_00637
OG0000355	Syaa.g_00001	Prao.g_01842
OG0000356	Syaa.g_00002	Prao.g_01843
OG0000357	Syaa.g_00003	Prao.g_01844
OG0000358	Syaa.g_00007	Prao.g_01848
OG0000359	Syaa.g_00009	Prao.g_01849
OG0000360	Syaa.g_00010	Prao.g_01850
OG0000361	Syaa.g_00011	Prao.g_00157
OG0000362	Syaa.g_00013	Prao.g_00159
OG0000363	Syaa.g_00015	Prao.g_00161
OG0000364	Syaa.g_00016	Prao.g_00162
OG0000365	Syaa.g_00027	Prao.g_00167
OG0000366	Syaa.g_00028	Prao.g_00168
OG0000367	Syaa.g_00029	Prao.g_00169
OG0000368	Syaa.g_00031	Prao.g_00171
OG0000369	Syaa.g_00032	Prao.g_00172
OG0000370	Syaa.g_00033	Prao.g_00173
OG0000371	Syaa.g_00041	Prao.g_00178
OG0000372	Syaa.g_00046	Prao.g_00181
OG0000373	Syaa.g_00047	Prao.g_00182
OG0000374	Syaa.g_00048	Prao.g_00183
OG0000375	Syaa.g_00049	Prao.g_00186
OG0000376	Syaa.g_00051	Prao.g_00188
OG0000377	Syaa.g_02585	Prao.g_00191
OG0000378	Syaa.g_02577	Prao.g_00193
OG0000379	Syaa.g_02574	Prao.g_00196
OG0000380	Syaa.g_00357	Prao.g_00205
OG0000381	Syaa.g_00353	Prao.g_00209
OG0000382	Syaa.g_00335	Prao.g_00220
OG0000383	Syaa.g_00333	Prao.g_00222
OG0000384	Syaa.g_00332	Prao.g_00223
OG0000385	Syaa.g_00331	Prao.g_00224
OG0000386	Syaa.g_00330	Prao.g_00225
OG0000387	Syaa.g_02371	Prao.g_00238
OG0000388	Syaa.g_02375	Prao.g_00241
OG0000389	Syaa.g_02379	Prao.g_00244
OG0000390	Syaa.g_02398	Prao.g_00251
OG0000391	Syaa.g_02403	Prao.g_00255
OG0000392	Syaa.g_02409	Prao.g_00259
OG0000393	Syaa.g_02412	Prao.g_00261
OG0000394	Syaa.g_02413	Prao.g_00262
OG0000395	Syaa.g_02414	Prao.g_00263
OG0000396	Syaa.g_02417	Prao.g_00266
OG0000397	Syaa.g_02419	Prao.g_00268
OG0000398	Syaa.g_02424	Prao.g_00270
OG0000399	Syaa.g_02425	Prao.g_00271
OG0000400	Syaa.g_02426	Prao.g_00272
OG0000401	Syaa.g_02427	Prao.g_00273
OG0000402	Syaa.g_02429	Prao.g_00274
OG0000403	Syaa.g_02430	Prao.g_00275
OG0000404	Syaa.g_02431	Prao.g_00276
OG0000405	Syaa.g_02446	Prao.g_00280
OG0000406	Syaa.g_02450	Prao.g_00285
OG0000407	Syaa.g_02451	Prao.g_00286
OG0000408	Syaa.g_02458	Prao.g_00288
OG0000409	Syaa.g_02460	Prao.g_00290
OG0000410	Syaa.g_02461	Prao.g_00291
OG0000411	Syaa.g_02462	Prao.g_00292
OG0000412	Syaa.g_02463	Prao.g_00293
OG0000413	Syaa.g_02465	Prao.g_00294
OG0000415	Syaa.g_02466	Prao.g_00296
OG0000416	Syaa.g_02467	Prao.g_00297
OG0000417	Syaa.g_02468	Prao.g_00298
OG0000418	Syaa.g_02473	Prao.g_00303
OG0000419	Syaa.g_02475	Prao.g_00305
OG0000420	Syaa.g_02477	Prao.g_00306
OG0000421	Syaa.g_02482	Prao.g_00311
OG0000422	Syaa.g_02483	Prao.g_00312
OG0000423	Syaa.g_02484	Prao.g_00313
OG0000424	Syaa.g_02485	Prao.g_00314
OG0000425	Syaa.g_02486	Prao.g_00315
OG0000426	Syaa.g_02487	Prao.g_00316
OG0000427	Syaa.g_02488	Prao.g_00317
OG0000428	Syaa.g_02491	Prao.g_00319
OG0000429	Syaa.g_02493	Prao.g_00320
OG0000430	Syaa.g_02495	Prao.g_00321
OG0000431	Syaa.g_02498	Prao.g_00323
OG0000432	Syaa.g_02504	Prao.g_00326
OG0000433	Syaa.g_02513	Prao.g_00327
OG0000434	Syaa.g_02514	Prao.g_00328
OG0000435	Syaa.g_02516	Prao.g_00329
OG0000436	Syaa.g_02525	Prao.g_00334
OG0000437	Syaa.g_02526	Prao.g_00335
OG0000438	Syaa.g_02527	Prao.g_00336
OG0000439	Syaa.g_02529	Prao.g_00338
OG0000440	Syaa.g_02530	Prao.g_00339
OG0000441	Syaa.g_02534	Prao.g_00342
OG0000442	Syaa.g_02535	Prao.g_00343
OG0000443	Syaa.g_02536	Prao.g_00344
OG0000444	Syaa.g_02542	Prao.g_00349
OG0000445	Syaa.g_02543	Prao.g_00350
OG0000446	Syaa.g_02545	Prao.g_00351
OG0000447	Syaa.g_02548	Prao.g_00352
OG0000448	Syaa.g_02549	Prao.g_00353
OG0000449	Syaa.g_02550	Prao.g_00354
OG0000450	Syaa.g_02553	Prao.g_00355
OG0000451	Syaa.g_02554	Prao.g_00356
OG0000452	Syaa.g_02558	Prao.g_00359
OG0000453	Syaa.g_02559	Prao.g_00360
OG0000454	Syaa.g_02560	Prao.g_00361
OG0000455	Syaa.g_02561	Prao.g_00362
OG0000456	Syaa.g_02562	Prao.g_00363
OG0000457	Syaa.g_02564	Prao.g_00364
OG0000458	Syaa.g_02565	Prao.g_00365
OG0000459	Syaa.g_02566	Prao.g_00366
OG0000460	Syaa.g_02111	Prao.g_00373
OG0000461	Syaa.g_00318	Prao.g_00380
OG0000462	Syaa.g_00315	Prao.g_00382
OG0000463	Syaa.g_00314	Prao.g_00383
OG0000464	Syaa.g_00313	Prao.g_00384
OG0000465	Syaa.g_00311	Prao.g_00385
OG0000466	Syaa.g_00306	Prao.g_00388
OG0000467	Syaa.g_00304	Prao.g_00389
OG0000468	Syaa.g_00299	Prao.g_00391
OG0000469	Syaa.g_00285	Prao.g_00400
OG0000470	Syaa.g_00283	Prao.g_00402
OG0000471	Syaa.g_00282	Prao.g_00403
OG0000472	Syaa.g_00280	Prao.g_00404
OG0000473	Syaa.g_00278	Prao.g_00406
OG0000474	Syaa.g_00277	Prao.g_00407
OG0000475	Syaa.g_00276	Prao.g_00408
OG0000476	Syaa.g_00274	Prao.g_00409
OG0000477	Syaa.g_00268	Prao.g_00412
OG0000478	Syaa.g_00267	Prao.g_00413
OG0000479	Syaa.g_00266	Prao.g_00414
OG0000480	Syaa.g_00259	Prao.g_00419
OG0000481	Syaa.g_00257	Prao.g_00421
OG0000482	Syaa.g_00256	Prao.g_00422
OG0000483	Syaa.g_00252	Prao.g_00425
OG0000484	Syaa.g_00251	Prao.g_00426
OG0000485	Syaa.g_00250	Prao.g_00427
OG0000486	Syaa.g_00249	Prao.g_00428
OG0000487	Syaa.g_00243	Prao.g_00432
OG0000488	Syaa.g_00239	Prao.g_00435
OG0000489	Syaa.g_00228	Prao.g_00440
OG0000490	Syaa.g_00220	Prao.g_00444
OG0000491	Syaa.g_00218	Prao.g_00445
OG0000492	Syaa.g_00214	Prao.g_00447
OG0000493	Syaa.g_00213	Prao.g_00448
OG0000494	Syaa.g_00212	Prao.g_00449
OG0000495	Syaa.g_00211	Prao.g_00450
OG0000496	Syaa.g_00210	Prao.g_00451
OG0000497	Syaa.g_00209	Prao.g_00452
OG0000498	Syaa.g_00208	Prao.g_00453
OG0000499	Syaa.g_00207	Prao.g_00454
OG0000500	Syaa.g_00206	Prao.g_00455
OG0000501	Syaa.g_00203	Prao.g_00457
OG0000502	Syaa.g_00190	Prao.g_00460
OG0000503	Syaa.g_02182	Prao.g_00470
OG0000504	Syaa.g_02180	Prao.g_00471
OG0000505	Syaa.g_02179	Prao.g_00472
OG0000506	Syaa.g_02177	Prao.g_00474
OG0000507	Syaa.g_02171	Prao.g_00476
OG0000508	Syaa.g_02167	Prao.g_00479
OG0000509	Syaa.g_02165	Prao.g_00481
OG0000510	Syaa.g_02164	Prao.g_00482
OG0000511	Syaa.g_02163	Prao.g_00483
OG0000512	Syaa.g_02161	Prao.g_00485
OG0000513	Syaa.g_02145	Prao.g_00492
OG0000514	Syaa.g_02118	Prao.g_00535
OG0000515	Syaa.g_02117	Prao.g_00536
OG0000516	Syaa.g_00698	Prao.g_00537
OG0000517	Syaa.g_00702	Prao.g_00539
OG0000518	Syaa.g_00714	Prao.g_00550
OG0000519	Syaa.g_00715	Prao.g_00551
OG0000520	Syaa.g_00716	Prao.g_00552
OG0000521	Syaa.g_01864	Prao.g_00557
OG0000522	Syaa.g_01862	Prao.g_00559
OG0000523	Syaa.g_01859	Prao.g_00560
OG0000524	Syaa.g_01856	Prao.g_00567
OG0000525	Syaa.g_01851	Prao.g_00570
OG0000526	Syaa.g_01848	Prao.g_00571
OG0000527	Syaa.g_01844	Prao.g_00579
OG0000528	Syaa.g_02054	Prao.g_00584
OG0000529	Syaa.g_02050	Prao.g_00587
OG0000530	Syaa.g_02047	Prao.g_00590
OG0000531	Syaa.g_02046	Prao.g_00591
OG0000532	Syaa.g_02043	Prao.g_00593
OG0000533	Syaa.g_02042	Prao.g_00594
OG0000534	Syaa.g_02041	Prao.g_00595
OG0000535	Syaa.g_02040	Prao.g_00596
OG0000536	Syaa.g_02039	Prao.g_00597
OG0000537	Syaa.g_02038	Prao.g_00598
OG0000538	Syaa.g_02027	Prao.g_00606
OG0000539	Syaa.g_02026	Prao.g_00607
OG0000540	Syaa.g_02025	Prao.g_00608
OG0000541	Syaa.g_02024	Prao.g_00609
OG0000542	Syaa.g_02021	Prao.g_00611
OG0000543	Syaa.g_02019	Prao.g_00613
OG0000544	Syaa.g_02018	Prao.g_00614
OG0000545	Syaa.g_02016	Prao.g_00616
OG0000546	Syaa.g_02014	Prao.g_00619
OG0000547	Syaa.g_02012	Prao.g_00621
OG0000548	Syaa.g_02011	Prao.g_00622
OG0000549	Syaa.g_02003	Prao.g_00624
OG0000550	Syaa.g_01998	Prao.g_00629
OG0000551	Syaa.g_01993	Prao.g_00633
OG0000552	Syaa.g_01992	Prao.g_00634
OG0000553	Syaa.g_01990	Prao.g_00635
OG0000554	Syaa.g_01979	Prao.g_01857
OG0000555	Syaa.g_01961	Prao.g_01161
OG0000556	Syaa.g_01957	Prao.g_01163
OG0000557	Syaa.g_01955	Prao.g_01164
OG0000558	Syaa.g_01953	Prao.g_01166
OG0000559	Syaa.g_01949	Prao.g_01170
OG0000560	Syaa.g_01946	Prao.g_01173
OG0000561	Syaa.g_01945	Prao.g_01174
OG0000562	Syaa.g_01944	Prao.g_01175
OG0000563	Syaa.g_01943	Prao.g_01176
