Orthogroup	Prar	Prbc
OG0000059	Prar.g_01090	Prbc.g_00958
OG0000061	Prar.g_01263	Prbc.g_01446
OG0000062	Prar.g_00769	Prbc.g_00790
OG0000063	Prar.g_00004, Prar.g_00005, Prar.g_01189	Prbc.g_00932
OG0000065	Prar.g_00221	Prbc.g_00466
OG0000066	Prar.g_01369	Prbc.g_01618
OG0000067	Prar.g_01684	Prbc.g_01858
OG0000068	Prar.g_00911	Prbc.g_00657
OG0000069	Prar.g_01170, Prar.g_00736	Prbc.g_02181, Prbc.g_00752
OG0000070	Prar.g_00498	Prbc.g_01511
OG0000071	Prar.g_00955	Prbc.g_00566
OG0000072	Prar.g_00156	Prbc.g_00400
OG0000073	Prar.g_01330	Prbc.g_01579
OG0000074	Prar.g_01512	Prbc.g_01763, Prbc.g_01960, Prbc.g_02148
OG0000075	Prar.g_00629	Prbc.g_00236
OG0000076	Prar.g_00592, Prar.g_00653	Prbc.g_00211
OG0000077	Prar.g_00250	Prbc.g_00495
OG0000078	Prar.g_00088	Prbc.g_00330
OG0000081	Prar.g_01361	Prbc.g_01610
OG0000082	Prar.g_01414	Prbc.g_00891
OG0000083	Prar.g_01630, Prar.g_01623	Prbc.g_02193, Prbc.g_01233
OG0000084	Prar.g_00343	Prbc.g_00705
OG0000085	Prar.g_01150	Prbc.g_00826
OG0000086	Prar.g_00240	Prbc.g_00485
OG0000087	Prar.g_00189	Prbc.g_00432
OG0000088	Prar.g_00161	Prbc.g_00405
OG0000089	Prar.g_00416	Prbc.g_01268
OG0000090	Prar.g_01363	Prbc.g_01612
OG0000091	Prar.g_01472	Prbc.g_01719
OG0000092	Prar.g_00615	Prbc.g_01982
OG0000093	Prar.g_01801	Prbc.g_01843
OG0000094	Prar.g_01885	Prbc.g_01935
OG0000095	Prar.g_01904	Prbc.g_02113
OG0000096	Prar.g_01006, Prar.g_01313, Prar.g_00991	Prbc.g_01323
OG0000097	Prar.g_01222	Prbc.g_01400
OG0000098	Prar.g_00929	Prbc.g_00585
OG0000099	Prar.g_00872	Prbc.g_01229
OG0000100	Prar.g_00773	Prbc.g_00785
OG0000101	Prar.g_01027	Prbc.g_00284
OG0000102	Prar.g_00658	Prbc.g_00206
OG0000103	Prar.g_00050	Prbc.g_01053
OG0000104	Prar.g_00042	Prbc.g_01065
OG0000105	Prar.g_00313	Prbc.g_01167
OG0000106	Prar.g_00431	Prbc.g_00134, Prbc.g_00641
OG0000107	Prar.g_00446	Prbc.g_00934
OG0000108	Prar.g_00530	Prbc.g_01540
OG0000109	Prar.g_00544	Prbc.g_01553
OG0000110	Prar.g_01404	Prbc.g_01654
OG0000111	Prar.g_01529	Prbc.g_01781
OG0000112	Prar.g_01652	Prbc.g_02028
OG0000113	Prar.g_01706	Prbc.g_01882, Prbc.g_00153
OG0000114	Prar.g_01776	Prbc.g_01977
OG0000115	Prar.g_01318	Prbc.g_00801
OG0000116	Prar.g_01273	Prbc.g_01457
OG0000117	Prar.g_01003	Prbc.g_00102
OG0000118	Prar.g_00943	Prbc.g_00577
OG0000119	Prar.g_00915	Prbc.g_00650
OG0000120	Prar.g_00880	Prbc.g_01753
OG0000121	Prar.g_00337	Prbc.g_00711
OG0000122	Prar.g_00807	Prbc.g_00750
OG0000123	Prar.g_01021	Prbc.g_00277
OG0000124	Prar.g_00668	Prbc.g_00193
OG0000125	Prar.g_00704	Prbc.g_00997
OG0000126	Prar.g_00043	Prbc.g_01063
OG0000128	Prar.g_00027	Prbc.g_01081
OG0000129	Prar.g_00576	Prbc.g_01122
OG0000130	Prar.g_00549	Prbc.g_00504
OG0000131	Prar.g_00182	Prbc.g_00426
OG0000132	Prar.g_00163	Prbc.g_00407
OG0000133	Prar.g_00265	Prbc.g_01214
OG0000134	Prar.g_00417	Prbc.g_01270
OG0000135	Prar.g_00444	Prbc.g_02198, Prbc.g_02183
OG0000136	Prar.g_00489	Prbc.g_01502
OG0000137	Prar.g_00525	Prbc.g_01534
OG0000138	Prar.g_00545	Prbc.g_01554
OG0000139	Prar.g_01367	Prbc.g_01616
OG0000140	Prar.g_01368	Prbc.g_01617
OG0000141	Prar.g_01437	Prbc.g_01684
OG0000142	Prar.g_01465	Prbc.g_01712
OG0000143	Prar.g_01469	Prbc.g_01716
OG0000144	Prar.g_01482	Prbc.g_01729
OG0000145	Prar.g_01651	Prbc.g_02142
OG0000146	Prar.g_01653	Prbc.g_02027
OG0000147	Prar.g_01654	Prbc.g_02026
OG0000148	Prar.g_01700	Prbc.g_01876
OG0000149	Prar.g_01730	Prbc.g_01908
OG0000150	Prar.g_01738	Prbc.g_01916
OG0000151	Prar.g_01786	Prbc.g_01988
OG0000152	Prar.g_01833	Prbc.g_02036
OG0000153	Prar.g_01852	Prbc.g_02054
OG0000154	Prar.g_01878	Prbc.g_02083
OG0000155	Prar.g_01243	Prbc.g_01424
OG0000156	Prar.g_00966	Prbc.g_00555
OG0000157	Prar.g_00965	Prbc.g_00556
OG0000158	Prar.g_00375	Prbc.g_00228
OG0000160	Prar.g_00338	Prbc.g_00710
OG0000161	Prar.g_00840	Prbc.g_00716
OG0000162	Prar.g_00834	Prbc.g_00722
OG0000163	Prar.g_00800	Prbc.g_00758
OG0000164	Prar.g_01964	Prbc.g_00854
OG0000165	Prar.g_01971	Prbc.g_00862
OG0000166	Prar.g_01063	Prbc.g_00321
OG0000167	Prar.g_00627	Prbc.g_00238
OG0000168	Prar.g_00637	Prbc.g_00227
OG0000169	Prar.g_00647	Prbc.g_00217
OG0000170	Prar.g_00649	Prbc.g_00215
OG0000171	Prar.g_00667	Prbc.g_00194
OG0000172	Prar.g_00675	Prbc.g_00967
OG0000173	Prar.g_00690	Prbc.g_00982
OG0000174	Prar.g_00068	Prbc.g_01013
OG0000175	Prar.g_00058	Prbc.g_01044
OG0000176	Prar.g_00034	Prbc.g_01074
OG0000177	Prar.g_00033	Prbc.g_01075
OG0000178	Prar.g_00032	Prbc.g_01076
OG0000179	Prar.g_00022	Prbc.g_01086
OG0000180	Prar.g_00021	Prbc.g_01087
OG0000181	Prar.g_00020	Prbc.g_01088
OG0000182	Prar.g_00019	Prbc.g_01089
OG0000183	Prar.g_00015	Prbc.g_01093
OG0000184	Prar.g_00573	Prbc.g_01124
OG0000185	Prar.g_00570	Prbc.g_01127
OG0000186	Prar.g_00554	Prbc.g_00509
OG0000187	Prar.g_00553	Prbc.g_00508
OG0000188	Prar.g_00246	Prbc.g_00491
OG0000189	Prar.g_00232	Prbc.g_00477
OG0000190	Prar.g_00231	Prbc.g_00476
OG0000191	Prar.g_00211	Prbc.g_00453
OG0000192	Prar.g_00207	Prbc.g_00449
OG0000193	Prar.g_00181	Prbc.g_00425
OG0000194	Prar.g_00178	Prbc.g_00422
OG0000195	Prar.g_00176	Prbc.g_00420
OG0000196	Prar.g_00166	Prbc.g_00410
OG0000197	Prar.g_00165	Prbc.g_00409
OG0000198	Prar.g_00164	Prbc.g_00408
OG0000199	Prar.g_00157	Prbc.g_00401
OG0000200	Prar.g_00143	Prbc.g_00388
OG0000201	Prar.g_00135	Prbc.g_00379
OG0000202	Prar.g_00134	Prbc.g_00378
OG0000203	Prar.g_00133	Prbc.g_00377
OG0000204	Prar.g_00132	Prbc.g_00376
OG0000205	Prar.g_00125	Prbc.g_00369
OG0000206	Prar.g_00120	Prbc.g_00365
OG0000207	Prar.g_00118	Prbc.g_00363
OG0000208	Prar.g_00117	Prbc.g_00362
OG0000209	Prar.g_00108	Prbc.g_00352
OG0000210	Prar.g_00107	Prbc.g_00351
OG0000211	Prar.g_00094	Prbc.g_00337
OG0000212	Prar.g_00087	Prbc.g_00329
OG0000213	Prar.g_00330	Prbc.g_01153
OG0000214	Prar.g_00320	Prbc.g_01161
OG0000215	Prar.g_00295	Prbc.g_01185
OG0000216	Prar.g_00293	Prbc.g_01186
OG0000217	Prar.g_01154, Prar.g_00290	Prbc.g_01189
OG0000218	Prar.g_00288	Prbc.g_01191
OG0000219	Prar.g_00287	Prbc.g_01192
OG0000220	Prar.g_00286	Prbc.g_01193
OG0000221	Prar.g_00285	Prbc.g_01194
OG0000222	Prar.g_00277	Prbc.g_01202
OG0000223	Prar.g_00264	Prbc.g_01215
OG0000224	Prar.g_00262	Prbc.g_01217
OG0000225	Prar.g_00406	Prbc.g_01257
OG0000226	Prar.g_00410	Prbc.g_01261
OG0000227	Prar.g_00412	Prbc.g_01263
OG0000228	Prar.g_00415	Prbc.g_01267
OG0000229	Prar.g_00484	Prbc.g_01497
OG0000230	Prar.g_00486	Prbc.g_01499
OG0000231	Prar.g_00497	Prbc.g_01510
OG0000232	Prar.g_00506	Prbc.g_01518
OG0000233	Prar.g_00512	Prbc.g_01526
OG0000234	Prar.g_00526	Prbc.g_01535
OG0000235	Prar.g_00529	Prbc.g_01539
OG0000236	Prar.g_00543	Prbc.g_01552
OG0000237	Prar.g_01337	Prbc.g_01586
OG0000238	Prar.g_01343	Prbc.g_01592
OG0000239	Prar.g_01355	Prbc.g_01604
OG0000240	Prar.g_01356	Prbc.g_01605
OG0000241	Prar.g_01360	Prbc.g_01609
OG0000242	Prar.g_01362	Prbc.g_01611
OG0000243	Prar.g_01373	Prbc.g_01622
OG0000244	Prar.g_01376	Prbc.g_01626
OG0000245	Prar.g_01378	Prbc.g_01628
OG0000246	Prar.g_01382	Prbc.g_01632
OG0000247	Prar.g_01392	Prbc.g_01642
OG0000248	Prar.g_01394	Prbc.g_01644
OG0000249	Prar.g_01396	Prbc.g_01646
OG0000250	Prar.g_01401	Prbc.g_01651
OG0000251	Prar.g_01420	Prbc.g_01667
OG0000252	Prar.g_01424	Prbc.g_01669
OG0000253	Prar.g_01425	Prbc.g_01671
OG0000254	Prar.g_01441	Prbc.g_01688
OG0000255	Prar.g_01447	Prbc.g_01694
OG0000256	Prar.g_01457	Prbc.g_01704
OG0000257	Prar.g_01460	Prbc.g_01707
OG0000258	Prar.g_01473	Prbc.g_01720
OG0000259	Prar.g_01490	Prbc.g_01737
OG0000260	Prar.g_01493	Prbc.g_01740
OG0000261	Prar.g_01495	Prbc.g_01743
OG0000262	Prar.g_01499	Prbc.g_01748
OG0000263	Prar.g_01511	Prbc.g_01762
OG0000264	Prar.g_01521	Prbc.g_01773
OG0000265	Prar.g_01599	Prbc.g_01787
OG0000266	Prar.g_01609	Prbc.g_01797
OG0000267	Prar.g_01620	Prbc.g_01810
OG0000268	Prar.g_01621	Prbc.g_01811
OG0000269	Prar.g_01679	Prbc.g_01853
OG0000270	Prar.g_01682	Prbc.g_01856
OG0000271	Prar.g_01690	Prbc.g_01864
OG0000272	Prar.g_01691	Prbc.g_01865
OG0000273	Prar.g_01714	Prbc.g_01890
OG0000274	Prar.g_01715	Prbc.g_01891
OG0000275	Prar.g_01717	Prbc.g_01893
OG0000276	Prar.g_01722	Prbc.g_01899
OG0000277	Prar.g_01723	Prbc.g_01900
OG0000278	Prar.g_01726	Prbc.g_01904
OG0000279	Prar.g_01733	Prbc.g_01911
OG0000280	Prar.g_01734	Prbc.g_00068
OG0000281	Prar.g_01740	Prbc.g_01917
OG0000282	Prar.g_01778	Prbc.g_01979
OG0000283	Prar.g_01810	Prbc.g_02010
OG0000284	Prar.g_01815	Prbc.g_02015
OG0000285	Prar.g_01820	Prbc.g_02020
OG0000286	Prar.g_01832	Prbc.g_02035
OG0000287	Prar.g_01849	Prbc.g_02190
OG0000288	Prar.g_01877	Prbc.g_02082
OG0000289	Prar.g_01888	Prbc.g_02094
OG0000290	Prar.g_01901	Prbc.g_02110
OG0000291	Prar.g_01903	Prbc.g_02112
OG0000292	Prar.g_01953	Prbc.g_00173
OG0000293	Prar.g_01272	Prbc.g_01456
OG0000294	Prar.g_01271	Prbc.g_01455
OG0000295	Prar.g_01251	Prbc.g_01431
OG0000296	Prar.g_01249	Prbc.g_01429
OG0000297	Prar.g_01241	Prbc.g_01421
OG0000298	Prar.g_01240	Prbc.g_01420
OG0000299	Prar.g_01223	Prbc.g_01401
OG0000300	Prar.g_01220	Prbc.g_01398
OG0000301	Prar.g_01219	Prbc.g_01397
OG0000302	Prar.g_01217	Prbc.g_01395
OG0000303	Prar.g_01210	Prbc.g_01390
OG0000304	Prar.g_01206	Prbc.g_01387
OG0000305	Prar.g_00919	Prbc.g_00810
OG0000306	Prar.g_00916	Prbc.g_01921
OG0000307	Prar.g_00902	Prbc.g_00666
OG0000308	Prar.g_00901	Prbc.g_00667
OG0000309	Prar.g_00897	Prbc.g_00671
OG0000310	Prar.g_00354	Prbc.g_00693
OG0000311	Prar.g_00352	Prbc.g_00695
OG0000312	Prar.g_00349	Prbc.g_00698
OG0000313	Prar.g_00335	Prbc.g_00713
OG0000314	Prar.g_00820	Prbc.g_00734
OG0000315	Prar.g_00810	Prbc.g_00744
OG0000316	Prar.g_00790	Prbc.g_00768
OG0000317	Prar.g_01145	Prbc.g_00830
OG0000318	Prar.g_01142	Prbc.g_00833
OG0000319	Prar.g_01129	Prbc.g_00844
OG0000320	Prar.g_01127	Prbc.g_00846
OG0000321	Prar.g_01126	Prbc.g_00847
OG0000322	Prar.g_01125	Prbc.g_00848
OG0000323	Prar.g_01967	Prbc.g_00857
OG0000324	Prar.g_00609	Prbc.g_00884
OG0000325	Prar.g_01113	Prbc.g_00935
OG0000326	Prar.g_01107	Prbc.g_00941
OG0000327	Prar.g_01068	Prbc.g_00326
OG0000328	Prar.g_01067	Prbc.g_00325
OG0000329	Prar.g_01050	Prbc.g_00308
OG0000330	Prar.g_01049	Prbc.g_00307
OG0000331	Prar.g_01048	Prbc.g_00306
OG0000332	Prar.g_01034	Prbc.g_00292
OG0000333	Prar.g_01032	Prbc.g_00290
OG0000334	Prar.g_01024	Prbc.g_00281
OG0000335	Prar.g_01020	Prbc.g_00276
OG0000336	Prar.g_01016	Prbc.g_00272
OG0000337	Prar.g_00625	Prbc.g_00241
OG0000338	Prar.g_00626	Prbc.g_00240
OG0000339	Prar.g_00630	Prbc.g_00235
OG0000340	Prar.g_00638	Prbc.g_00226
OG0000341	Prar.g_00640	Prbc.g_00224
OG0000342	Prar.g_00641	Prbc.g_00223
OG0000343	Prar.g_00642	Prbc.g_00222
OG0000344	Prar.g_00645	Prbc.g_00219
OG0000345	Prar.g_00650	Prbc.g_00214
OG0000346	Prar.g_00654	Prbc.g_00210
OG0000347	Prar.g_00669	Prbc.g_00190
OG0000348	Prar.g_00678	Prbc.g_00970
OG0000349	Prar.g_00695	Prbc.g_00988
OG0000350	Prar.g_00072	Prbc.g_01009
OG0000351	Prar.g_00055	Prbc.g_01047
OG0000352	Prar.g_00054	Prbc.g_01048
OG0000353	Prar.g_00039	Prbc.g_01068
OG0000355	Prar.g_00037	Prbc.g_01071
OG0000356	Prar.g_00036	Prbc.g_01072
OG0000357	Prar.g_00035	Prbc.g_01073
OG0000358	Prar.g_00031	Prbc.g_01077
OG0000359	Prar.g_00030	Prbc.g_01078
OG0000360	Prar.g_00029	Prbc.g_01079
OG0000361	Prar.g_00028	Prbc.g_01080
OG0000362	Prar.g_00026	Prbc.g_01082
OG0000363	Prar.g_00024	Prbc.g_01084
OG0000364	Prar.g_00023	Prbc.g_01085
OG0000365	Prar.g_00018	Prbc.g_01090
OG0000366	Prar.g_00017	Prbc.g_01091
OG0000367	Prar.g_00016	Prbc.g_01092
OG0000368	Prar.g_00014	Prbc.g_01094
OG0000369	Prar.g_00013	Prbc.g_01095
OG0000370	Prar.g_00012	Prbc.g_01096
OG0000371	Prar.g_00006	Prbc.g_01102
OG0000372	Prar.g_00002	Prbc.g_01104
OG0000373	Prar.g_00001	Prbc.g_01105
OG0000374	Prar.g_00594	Prbc.g_01106
OG0000375	Prar.g_00580	Prbc.g_01118
OG0000376	Prar.g_00578	Prbc.g_01120
OG0000377	Prar.g_00574	Prbc.g_01123
OG0000378	Prar.g_00572	Prbc.g_01125
OG0000379	Prar.g_00569	Prbc.g_01128
OG0000380	Prar.g_00552	Prbc.g_00507
OG0000381	Prar.g_00548	Prbc.g_00503
OG0000382	Prar.g_00247	Prbc.g_00492
OG0000383	Prar.g_00245	Prbc.g_00490
OG0000384	Prar.g_00244	Prbc.g_00489
OG0000385	Prar.g_00243	Prbc.g_00488
OG0000386	Prar.g_00242	Prbc.g_00487
OG0000387	Prar.g_00229	Prbc.g_00474
OG0000388	Prar.g_00226	Prbc.g_00470
OG0000389	Prar.g_00222	Prbc.g_00467
OG0000390	Prar.g_00215	Prbc.g_00458
OG0000391	Prar.g_00212	Prbc.g_00454
OG0000392	Prar.g_00208	Prbc.g_00451
OG0000393	Prar.g_00206	Prbc.g_00448
OG0000394	Prar.g_00205	Prbc.g_00447
OG0000395	Prar.g_00204	Prbc.g_00446
OG0000396	Prar.g_00201	Prbc.g_00443
OG0000397	Prar.g_00199	Prbc.g_00441
OG0000398	Prar.g_00197	Prbc.g_00438
OG0000399	Prar.g_00196	Prbc.g_00437
OG0000400	Prar.g_00195	Prbc.g_00436
OG0000401	Prar.g_00194	Prbc.g_00435
OG0000402	Prar.g_00192	Prbc.g_02145
OG0000403	Prar.g_00191	Prbc.g_00434
OG0000404	Prar.g_00190	Prbc.g_00433
OG0000405	Prar.g_00186	Prbc.g_00428
OG0000406	Prar.g_00180	Prbc.g_00424
OG0000407	Prar.g_00179	Prbc.g_00423
OG0000408	Prar.g_00177	Prbc.g_00421
OG0000409	Prar.g_00175	Prbc.g_00419
OG0000410	Prar.g_00174	Prbc.g_00418
OG0000411	Prar.g_00173	Prbc.g_00417
OG0000412	Prar.g_00172	Prbc.g_00416
OG0000413	Prar.g_00171	Prbc.g_00415
OG0000414	Prar.g_01569, Prar.g_00170	Prbc.g_00414
OG0000415	Prar.g_00169	Prbc.g_00413
OG0000416	Prar.g_00168	Prbc.g_00412
OG0000417	Prar.g_00167	Prbc.g_00411
OG0000418	Prar.g_00162	Prbc.g_00406
OG0000419	Prar.g_00160	Prbc.g_00404
OG0000420	Prar.g_00159	Prbc.g_00403
OG0000421	Prar.g_00154	Prbc.g_00399
OG0000422	Prar.g_00153	Prbc.g_00398
OG0000423	Prar.g_00152	Prbc.g_00397
OG0000424	Prar.g_00151	Prbc.g_00396
OG0000425	Prar.g_00150	Prbc.g_00395
OG0000426	Prar.g_00149	Prbc.g_00394
OG0000427	Prar.g_00148	Prbc.g_00393
OG0000428	Prar.g_00146	Prbc.g_00391
OG0000429	Prar.g_00145	Prbc.g_00390
OG0000430	Prar.g_00144	Prbc.g_00389
OG0000431	Prar.g_00142	Prbc.g_00387
OG0000432	Prar.g_00139	Prbc.g_00383
OG0000433	Prar.g_00138	Prbc.g_00382
OG0000434	Prar.g_00137	Prbc.g_00381
OG0000435	Prar.g_00136	Prbc.g_00380
OG0000436	Prar.g_00131	Prbc.g_00375
OG0000437	Prar.g_00130	Prbc.g_00374
OG0000438	Prar.g_00129	Prbc.g_00373
OG0000439	Prar.g_00127	Prbc.g_00371
OG0000440	Prar.g_00126	Prbc.g_00370
OG0000441	Prar.g_00123	Prbc.g_00368
OG0000442	Prar.g_00122	Prbc.g_00367
OG0000443	Prar.g_00121	Prbc.g_00366
OG0000444	Prar.g_00116	Prbc.g_00361
OG0000445	Prar.g_00115	Prbc.g_00360
OG0000446	Prar.g_00114	Prbc.g_00358
OG0000447	Prar.g_00113	Prbc.g_00357
OG0000448	Prar.g_00112	Prbc.g_00356
OG0000449	Prar.g_00111	Prbc.g_00355
OG0000450	Prar.g_00110	Prbc.g_00354
OG0000451	Prar.g_00109	Prbc.g_00353
OG0000452	Prar.g_00106	Prbc.g_00350
OG0000453	Prar.g_00105	Prbc.g_00349
OG0000454	Prar.g_00104	Prbc.g_00348
OG0000455	Prar.g_00103	Prbc.g_00347
OG0000456	Prar.g_00102	Prbc.g_00346
OG0000457	Prar.g_00101	Prbc.g_00345
OG0000458	Prar.g_00100	Prbc.g_00344
OG0000459	Prar.g_00099	Prbc.g_00343
OG0000460	Prar.g_00092	Prbc.g_00335
OG0000461	Prar.g_00085	Prbc.g_01140
OG0000462	Prar.g_00083	Prbc.g_01142
OG0000463	Prar.g_00082	Prbc.g_01143
OG0000464	Prar.g_00081	Prbc.g_01144
OG0000465	Prar.g_00080	Prbc.g_01145
OG0000466	Prar.g_00077	Prbc.g_01146
OG0000467	Prar.g_00076	Prbc.g_01147
OG0000468	Prar.g_00334	Prbc.g_01149
OG0000469	Prar.g_00325	Prbc.g_01156
OG0000470	Prar.g_00323	Prbc.g_01158
OG0000471	Prar.g_00322	Prbc.g_01159
OG0000472	Prar.g_00321	Prbc.g_01160
OG0000473	Prar.g_00319	Prbc.g_01162
OG0000474	Prar.g_00318	Prbc.g_01163
OG0000475	Prar.g_00317	Prbc.g_01164
OG0000476	Prar.g_00316	Prbc.g_01166
OG0000477	Prar.g_00312	Prbc.g_01168
OG0000478	Prar.g_00311	Prbc.g_01169
OG0000479	Prar.g_00310	Prbc.g_01170
OG0000480	Prar.g_00305	Prbc.g_01175
OG0000481	Prar.g_00303	Prbc.g_01177
OG0000482	Prar.g_00302	Prbc.g_01178
OG0000483	Prar.g_00299	Prbc.g_01181
OG0000484	Prar.g_00298	Prbc.g_01182
OG0000485	Prar.g_00297	Prbc.g_01183
OG0000486	Prar.g_00296	Prbc.g_01184
OG0000487	Prar.g_00292	Prbc.g_01187
OG0000488	Prar.g_00289	Prbc.g_01190
OG0000489	Prar.g_00284	Prbc.g_01195
OG0000490	Prar.g_00279	Prbc.g_01200
OG0000491	Prar.g_00278	Prbc.g_01201
OG0000492	Prar.g_00276	Prbc.g_01203
OG0000493	Prar.g_00275	Prbc.g_01204
OG0000494	Prar.g_00274	Prbc.g_01205
OG0000495	Prar.g_00273	Prbc.g_01206
OG0000496	Prar.g_00272	Prbc.g_01207
OG0000497	Prar.g_00271	Prbc.g_01208
OG0000498	Prar.g_00270	Prbc.g_01209
OG0000499	Prar.g_00269	Prbc.g_01210
OG0000500	Prar.g_00268	Prbc.g_01211
OG0000501	Prar.g_00266	Prbc.g_01213
OG0000502	Prar.g_00263	Prbc.g_01216
OG0000503	Prar.g_00394	Prbc.g_01246
OG0000504	Prar.g_00395	Prbc.g_01248
OG0000505	Prar.g_00396	Prbc.g_01249
OG0000506	Prar.g_00398	Prbc.g_01250
OG0000507	Prar.g_00401	Prbc.g_01253
OG0000508	Prar.g_00405	Prbc.g_01256
OG0000509	Prar.g_00407	Prbc.g_01258
OG0000510	Prar.g_00408	Prbc.g_01259
OG0000511	Prar.g_00409	Prbc.g_01260
OG0000512	Prar.g_00411	Prbc.g_01262
OG0000513	Prar.g_00418	Prbc.g_01271
OG0000514	Prar.g_00479	Prbc.g_01492
OG0000515	Prar.g_00480	Prbc.g_01493
OG0000516	Prar.g_00481	Prbc.g_01494
OG0000517	Prar.g_00483	Prbc.g_01496
OG0000518	Prar.g_00494	Prbc.g_01507
OG0000519	Prar.g_00495	Prbc.g_01508
OG0000520	Prar.g_00496	Prbc.g_01509
OG0000521	Prar.g_00501	Prbc.g_01514
OG0000522	Prar.g_00503	Prbc.g_01516
OG0000523	Prar.g_00504	Prbc.g_01517
OG0000524	Prar.g_00510	Prbc.g_01524
OG0000525	Prar.g_00513	Prbc.g_01528
OG0000526	Prar.g_00514	Prbc.g_01529
OG0000527	Prar.g_00523	Prbc.g_01532
OG0000528	Prar.g_00528	Prbc.g_01538
OG0000529	Prar.g_00531	Prbc.g_01541
OG0000530	Prar.g_00534	Prbc.g_01544
OG0000531	Prar.g_00535	Prbc.g_01545
OG0000532	Prar.g_00537	Prbc.g_01546
OG0000533	Prar.g_00538	Prbc.g_01547
OG0000534	Prar.g_00539	Prbc.g_01548
OG0000535	Prar.g_00540	Prbc.g_01549
OG0000536	Prar.g_00541	Prbc.g_01550
OG0000537	Prar.g_00542	Prbc.g_01551
OG0000538	Prar.g_01331	Prbc.g_01580
OG0000539	Prar.g_01332	Prbc.g_01581
OG0000540	Prar.g_01333	Prbc.g_01582
OG0000541	Prar.g_01334	Prbc.g_01583
OG0000542	Prar.g_01336	Prbc.g_01585
OG0000543	Prar.g_01338	Prbc.g_01587
OG0000544	Prar.g_01339	Prbc.g_01588
OG0000545	Prar.g_01341	Prbc.g_01590
OG0000546	Prar.g_01344	Prbc.g_01593
