Orthogroup	Prar	Prak
OG0000086	Prar.g_00240	Prak.g_00092
OG0000087	Prar.g_00189	Prak.g_00147
OG0000088	Prar.g_00161	Prak.g_00178
OG0000089	Prar.g_00416	Prak.g_00379
OG0000090	Prar.g_01363	Prak.g_00492
OG0000091	Prar.g_01472	Prak.g_01100
OG0000092	Prar.g_01781	Prak.g_00775
OG0000093	Prar.g_01801	Prak.g_01071
OG0000094	Prar.g_01885	Prak.g_01022
OG0000095	Prar.g_01904	Prak.g_00920
OG0000096	Prar.g_01006, Prar.g_01313, Prar.g_00991	Prak.g_00702
OG0000097	Prar.g_01222	Prak.g_01126
OG0000098	Prar.g_00929	Prak.g_01305
OG0000099	Prar.g_00872	Prak.g_01352
OG0000100	Prar.g_00773	Prak.g_01470
OG0000101	Prar.g_01027	Prak.g_01780
OG0000102	Prar.g_00658	Prak.g_01847
OG0000103	Prar.g_00050	Prak.g_01932
OG0000104	Prar.g_00042	Prak.g_01941
OG0000105	Prar.g_00313	Prak.g_00292
OG0000106	Prar.g_00431	Prak.g_00687
OG0000107	Prar.g_00446	Prak.g_01709
OG0000108	Prar.g_00530	Prak.g_00441
OG0000109	Prar.g_00544	Prak.g_00455
OG0000110	Prar.g_01404	Prak.g_00535
OG0000111	Prar.g_01529	Prak.g_00830
OG0000112	Prar.g_01652	Prak.g_00608
OG0000113	Prar.g_01706	Prak.g_00868
OG0000114	Prar.g_01776	Prak.g_00770
OG0000115	Prar.g_01318	Prak.g_01241
OG0000116	Prar.g_01273	Prak.g_01183
OG0000117	Prar.g_01003	Prak.g_01145
OG0000118	Prar.g_00943	Prak.g_01290
OG0000119	Prar.g_00915	Prak.g_01226, Prak.g_01488
OG0000120	Prar.g_00880	Prak.g_01349
OG0000121	Prar.g_00337	Prak.g_01393
OG0000122	Prar.g_00807	Prak.g_01248, Prak.g_01434
OG0000123	Prar.g_01021	Prak.g_01787
OG0000124	Prar.g_00668	Prak.g_01859
OG0000125	Prar.g_00704	Prak.g_01895
OG0000126	Prar.g_00043	Prak.g_01940
OG0000128	Prar.g_00027	Prak.g_00011
OG0000129	Prar.g_00576	Prak.g_00045
OG0000130	Prar.g_00549	Prak.g_00074
OG0000131	Prar.g_00182	Prak.g_00156
OG0000132	Prar.g_00163	Prak.g_00176
OG0000133	Prar.g_00265	Prak.g_00339
OG0000134	Prar.g_00417	Prak.g_00381
OG0000135	Prar.g_00444	Prak.g_01259
OG0000136	Prar.g_00489	Prak.g_00403
OG0000137	Prar.g_00525	Prak.g_00436
OG0000138	Prar.g_00545	Prak.g_00456
OG0000139	Prar.g_01367	Prak.g_00496
OG0000140	Prar.g_01368	Prak.g_00497
OG0000141	Prar.g_01437	Prak.g_00569
OG0000142	Prar.g_01465	Prak.g_01108
OG0000143	Prar.g_01469	Prak.g_01104
OG0000144	Prar.g_01482	Prak.g_01090
OG0000145	Prar.g_01651	Prak.g_01261
OG0000146	Prar.g_01653	Prak.g_00607
OG0000147	Prar.g_01654	Prak.g_00606
OG0000148	Prar.g_01700	Prak.g_00862
OG0000149	Prar.g_01730	Prak.g_00894
OG0000150	Prar.g_01738	Prak.g_00904
OG0000151	Prar.g_01786	Prak.g_00780
OG0000152	Prar.g_01833	Prak.g_00973
OG0000153	Prar.g_01852	Prak.g_00992
OG0000154	Prar.g_01878	Prak.g_01012
OG0000155	Prar.g_01243	Prak.g_01151
OG0000156	Prar.g_00966	Prak.g_01266
OG0000157	Prar.g_00965	Prak.g_01267
OG0000158	Prar.g_00375	Prak.g_01824
OG0000160	Prar.g_00338	Prak.g_01392
OG0000161	Prar.g_00840	Prak.g_01398
OG0000162	Prar.g_00834	Prak.g_01404
OG0000163	Prar.g_00800	Prak.g_01443
OG0000164	Prar.g_01964	Prak.g_01669
OG0000165	Prar.g_01971	Prak.g_01676
OG0000166	Prar.g_01063	Prak.g_01743
OG0000167	Prar.g_00627	Prak.g_01814
OG0000168	Prar.g_00637	Prak.g_01825
OG0000169	Prar.g_00647	Prak.g_01835
OG0000170	Prar.g_00649	Prak.g_01838
OG0000171	Prar.g_00667	Prak.g_01858
OG0000172	Prar.g_00675	Prak.g_01865
OG0000173	Prar.g_00690	Prak.g_01880
OG0000174	Prar.g_00068	Prak.g_01910
OG0000175	Prar.g_00058	Prak.g_01923
OG0000176	Prar.g_00034	Prak.g_00004
OG0000177	Prar.g_00033	Prak.g_00005
OG0000178	Prar.g_00032	Prak.g_00006
OG0000179	Prar.g_00022	Prak.g_00016
OG0000180	Prar.g_00021	Prak.g_00017
OG0000181	Prar.g_00020	Prak.g_00018
OG0000182	Prar.g_00019	Prak.g_00019
OG0000183	Prar.g_00015	Prak.g_00023
OG0000184	Prar.g_00573	Prak.g_00049
OG0000185	Prar.g_00570	Prak.g_00052
OG0000186	Prar.g_00554	Prak.g_00068
OG0000187	Prar.g_00553	Prak.g_00069
OG0000188	Prar.g_00246	Prak.g_00086
OG0000189	Prar.g_00232	Prak.g_00100
OG0000190	Prar.g_00231	Prak.g_00102
OG0000191	Prar.g_00211	Prak.g_00125
OG0000192	Prar.g_00207	Prak.g_00130
OG0000193	Prar.g_00181	Prak.g_00157
OG0000194	Prar.g_00178	Prak.g_00160
OG0000195	Prar.g_00176	Prak.g_00162
OG0000196	Prar.g_00166	Prak.g_00173
OG0000197	Prar.g_00165	Prak.g_00174
OG0000198	Prar.g_00164	Prak.g_00175
OG0000199	Prar.g_00157	Prak.g_00182
OG0000200	Prar.g_00143	Prak.g_00196
OG0000201	Prar.g_00135	Prak.g_00205
OG0000202	Prar.g_00134	Prak.g_00206
OG0000203	Prar.g_00133	Prak.g_00207
OG0000204	Prar.g_00132	Prak.g_00208
OG0000205	Prar.g_00125	Prak.g_00215
OG0000206	Prar.g_00120	Prak.g_00220
OG0000207	Prar.g_00118	Prak.g_00223
OG0000208	Prar.g_00117	Prak.g_00224
OG0000209	Prar.g_00108	Prak.g_00233
OG0000210	Prar.g_00107	Prak.g_00234
OG0000211	Prar.g_00094	Prak.g_00249
OG0000212	Prar.g_00087	Prak.g_00257
OG0000213	Prar.g_00330	Prak.g_00275
OG0000214	Prar.g_00320	Prak.g_00285
OG0000215	Prar.g_00295	Prak.g_00312
OG0000216	Prar.g_00293	Prak.g_00313
OG0000217	Prar.g_00290	Prak.g_00316
OG0000218	Prar.g_00288	Prak.g_00318
OG0000219	Prar.g_00287	Prak.g_00319
OG0000220	Prar.g_00286	Prak.g_00320
OG0000221	Prar.g_00285	Prak.g_00321
OG0000222	Prar.g_00277	Prak.g_00328
OG0000223	Prar.g_00264	Prak.g_00340
OG0000224	Prar.g_00262	Prak.g_00342
OG0000225	Prar.g_00406	Prak.g_00368
OG0000226	Prar.g_00410	Prak.g_00372
OG0000227	Prar.g_00412	Prak.g_00374
OG0000228	Prar.g_00415	Prak.g_00378
OG0000229	Prar.g_00484	Prak.g_00398
OG0000230	Prar.g_00486	Prak.g_00400
OG0000231	Prar.g_00497	Prak.g_00411
OG0000232	Prar.g_00506	Prak.g_00422
OG0000233	Prar.g_00512	Prak.g_00428
OG0000234	Prar.g_00526	Prak.g_00437
OG0000235	Prar.g_00529	Prak.g_00440
OG0000236	Prar.g_00543	Prak.g_00454
OG0000237	Prar.g_01337	Prak.g_00467
OG0000238	Prar.g_01343	Prak.g_00473
OG0000239	Prar.g_01355	Prak.g_00484
OG0000240	Prar.g_01356	Prak.g_00485
OG0000241	Prar.g_01360	Prak.g_00489
OG0000242	Prar.g_01362	Prak.g_00491
OG0000243	Prar.g_01373	Prak.g_00502
OG0000244	Prar.g_01376	Prak.g_00506
OG0000245	Prar.g_01378	Prak.g_00508
OG0000246	Prar.g_01382	Prak.g_00512
OG0000247	Prar.g_01392	Prak.g_00522
OG0000248	Prar.g_01394	Prak.g_00525
OG0000249	Prar.g_01396	Prak.g_00527
OG0000250	Prar.g_01401	Prak.g_00532
OG0000251	Prar.g_01420	Prak.g_00552
OG0000252	Prar.g_01424	Prak.g_00555
OG0000253	Prar.g_01425	Prak.g_00556
OG0000254	Prar.g_01441	Prak.g_00573
OG0000255	Prar.g_01447	Prak.g_00579
OG0000256	Prar.g_01457	Prak.g_00589
OG0000257	Prar.g_01460	Prak.g_01113
OG0000258	Prar.g_01473	Prak.g_01099
OG0000259	Prar.g_01490	Prak.g_01082
OG0000260	Prar.g_01493	Prak.g_01079
OG0000261	Prar.g_01495	Prak.g_01076
OG0000262	Prar.g_01499	Prak.g_01072
OG0000263	Prar.g_01511	Prak.g_00808
OG0000264	Prar.g_01521	Prak.g_00819
OG0000265	Prar.g_01599	Prak.g_00837
OG0000266	Prar.g_01609	Prak.g_01053
OG0000267	Prar.g_01620	Prak.g_01041
OG0000268	Prar.g_01621	Prak.g_01040
OG0000269	Prar.g_01679	Prak.g_00840
OG0000270	Prar.g_01682	Prak.g_00843
OG0000271	Prar.g_01690	Prak.g_00851
OG0000272	Prar.g_01691	Prak.g_00852
OG0000273	Prar.g_01714	Prak.g_00876
OG0000274	Prar.g_01715	Prak.g_00877
OG0000275	Prar.g_01717	Prak.g_00880
OG0000276	Prar.g_01722	Prak.g_00886
OG0000277	Prar.g_01723	Prak.g_00887
OG0000278	Prar.g_01726	Prak.g_00890
OG0000279	Prar.g_01733	Prak.g_00897
OG0000280	Prar.g_01734	Prak.g_00898
OG0000281	Prar.g_01740	Prak.g_00905
OG0000282	Prar.g_01778	Prak.g_00772
OG0000283	Prar.g_01810	Prak.g_00949
OG0000284	Prar.g_01815	Prak.g_00954
OG0000285	Prar.g_01820	Prak.g_00959
OG0000286	Prar.g_01832	Prak.g_00972
OG0000287	Prar.g_01849	Prak.g_01238
OG0000288	Prar.g_01877	Prak.g_01011
OG0000289	Prar.g_01888	Prak.g_01027
OG0000290	Prar.g_01901	Prak.g_00923
OG0000291	Prar.g_01903	Prak.g_00921
OG0000292	Prar.g_01953	Prak.g_01217
OG0000293	Prar.g_01272	Prak.g_01182
OG0000294	Prar.g_01271	Prak.g_01181
OG0000295	Prar.g_01251	Prak.g_01158
OG0000296	Prar.g_01249	Prak.g_01156
OG0000297	Prar.g_01241	Prak.g_01147
OG0000298	Prar.g_01240	Prak.g_01146
OG0000299	Prar.g_01223	Prak.g_01127
OG0000300	Prar.g_01220	Prak.g_01124
OG0000301	Prar.g_01219	Prak.g_01123
OG0000302	Prar.g_01217	Prak.g_01121
OG0000303	Prar.g_01210	Prak.g_01115
OG0000304	Prar.g_01206	Prak.g_00594
OG0000305	Prar.g_00919	Prak.g_01215
OG0000306	Prar.g_00916	Prak.g_00909
OG0000307	Prar.g_00902	Prak.g_01338
OG0000308	Prar.g_00901	Prak.g_01339
OG0000309	Prar.g_00897	Prak.g_01343
OG0000310	Prar.g_00354	Prak.g_01377
OG0000311	Prar.g_00352	Prak.g_01379
OG0000312	Prar.g_00349	Prak.g_01382
OG0000313	Prar.g_00335	Prak.g_01395
OG0000314	Prar.g_00820	Prak.g_01418
OG0000315	Prar.g_00810	Prak.g_01428
OG0000316	Prar.g_00790	Prak.g_01453
OG0000317	Prar.g_01145	Prak.g_01642
OG0000318	Prar.g_01142	Prak.g_01646
OG0000319	Prar.g_01129	Prak.g_01659
OG0000320	Prar.g_01127	Prak.g_01661
OG0000321	Prar.g_01126	Prak.g_01662
OG0000322	Prar.g_01125	Prak.g_01663
OG0000323	Prar.g_01967	Prak.g_01672
OG0000324	Prar.g_00609	Prak.g_01699
OG0000325	Prar.g_01113	Prak.g_01710
OG0000326	Prar.g_01107	Prak.g_01717
OG0000327	Prar.g_01068	Prak.g_01738
OG0000328	Prar.g_01067	Prak.g_01739
OG0000329	Prar.g_01050	Prak.g_01756
OG0000330	Prar.g_01049	Prak.g_01757
OG0000331	Prar.g_01048	Prak.g_01758
OG0000332	Prar.g_01034	Prak.g_01772
OG0000333	Prar.g_01032	Prak.g_01774
OG0000334	Prar.g_01024	Prak.g_01783
OG0000335	Prar.g_01020	Prak.g_01788
OG0000336	Prar.g_01016	Prak.g_01792
OG0000337	Prar.g_00625	Prak.g_01810
OG0000338	Prar.g_00626	Prak.g_01811
OG0000339	Prar.g_00630	Prak.g_01817
OG0000340	Prar.g_00638	Prak.g_01826
OG0000341	Prar.g_00640	Prak.g_01828
OG0000342	Prar.g_00641	Prak.g_01829
OG0000343	Prar.g_00642	Prak.g_01830
OG0000344	Prar.g_00645	Prak.g_01833
OG0000345	Prar.g_00650	Prak.g_01839
OG0000346	Prar.g_00654	Prak.g_01843
OG0000347	Prar.g_00669	Prak.g_01860
OG0000348	Prar.g_00678	Prak.g_01868
OG0000349	Prar.g_00695	Prak.g_01886
OG0000350	Prar.g_00072	Prak.g_00656
OG0000351	Prar.g_00055	Prak.g_01926
OG0000352	Prar.g_00054	Prak.g_01927
OG0000353	Prar.g_00039	Prak.g_01944
OG0000355	Prar.g_00037	Prak.g_00001
OG0000356	Prar.g_00036	Prak.g_00002
OG0000357	Prar.g_00035	Prak.g_00003
OG0000358	Prar.g_00031	Prak.g_00007
OG0000359	Prar.g_00030	Prak.g_00008
OG0000360	Prar.g_00029	Prak.g_00009
OG0000361	Prar.g_00028	Prak.g_00010
OG0000362	Prar.g_00026	Prak.g_00012
OG0000363	Prar.g_00024	Prak.g_00014
OG0000364	Prar.g_00023	Prak.g_00015
OG0000365	Prar.g_00018	Prak.g_00020
OG0000366	Prar.g_00017	Prak.g_00021
OG0000367	Prar.g_00016	Prak.g_00022
OG0000368	Prar.g_00014	Prak.g_00024
OG0000369	Prar.g_00013	Prak.g_00025
OG0000370	Prar.g_00012	Prak.g_00026
OG0000371	Prar.g_00006	Prak.g_00033
OG0000372	Prar.g_00002	Prak.g_00036
OG0000373	Prar.g_00001	Prak.g_00037
OG0000374	Prar.g_00594	Prak.g_00038
OG0000375	Prar.g_00580	Prak.g_00040
OG0000376	Prar.g_00578	Prak.g_00042
OG0000377	Prar.g_00574	Prak.g_00046
OG0000378	Prar.g_00572	Prak.g_00050
OG0000379	Prar.g_00569	Prak.g_00053
OG0000380	Prar.g_00552	Prak.g_00070
OG0000381	Prar.g_00548	Prak.g_00075
OG0000382	Prar.g_00247	Prak.g_00085
OG0000383	Prar.g_00245	Prak.g_00087
OG0000384	Prar.g_00244	Prak.g_00088
OG0000385	Prar.g_00243	Prak.g_00089
OG0000386	Prar.g_00242	Prak.g_00090
OG0000387	Prar.g_00229	Prak.g_00104
OG0000388	Prar.g_00226	Prak.g_00108
OG0000389	Prar.g_00222	Prak.g_00111
OG0000390	Prar.g_00215	Prak.g_00121
OG0000391	Prar.g_00212	Prak.g_00124
OG0000392	Prar.g_00208	Prak.g_00128
OG0000393	Prar.g_00206	Prak.g_00131
OG0000394	Prar.g_00205	Prak.g_00132
OG0000395	Prar.g_00204	Prak.g_00133
OG0000396	Prar.g_00201	Prak.g_00135
OG0000397	Prar.g_00199	Prak.g_00137
OG0000398	Prar.g_00197	Prak.g_00140
OG0000399	Prar.g_00196	Prak.g_00141
OG0000400	Prar.g_00195	Prak.g_00142
OG0000401	Prar.g_00194	Prak.g_00143
OG0000402	Prar.g_00192	Prak.g_01035
OG0000403	Prar.g_00191	Prak.g_00145
OG0000404	Prar.g_00190	Prak.g_00146
OG0000405	Prar.g_00186	Prak.g_00150
OG0000406	Prar.g_00180	Prak.g_00158
OG0000407	Prar.g_00179	Prak.g_00159
OG0000408	Prar.g_00177	Prak.g_00161
OG0000409	Prar.g_00175	Prak.g_00163
OG0000410	Prar.g_00174	Prak.g_00164
OG0000411	Prar.g_00173	Prak.g_00165
OG0000412	Prar.g_00172	Prak.g_00166
OG0000413	Prar.g_00171	Prak.g_00168
OG0000414	Prar.g_01569, Prar.g_00170	Prak.g_00169
OG0000415	Prar.g_00169	Prak.g_00170
OG0000416	Prar.g_00168	Prak.g_00171
OG0000417	Prar.g_00167	Prak.g_00172
OG0000418	Prar.g_00162	Prak.g_00177
OG0000419	Prar.g_00160	Prak.g_00179
OG0000420	Prar.g_00159	Prak.g_00180
OG0000421	Prar.g_00154	Prak.g_00185
OG0000422	Prar.g_00153	Prak.g_00186
OG0000423	Prar.g_00152	Prak.g_00187
OG0000424	Prar.g_00151	Prak.g_00188
OG0000425	Prar.g_00150	Prak.g_00189
OG0000426	Prar.g_00149	Prak.g_00190
OG0000427	Prar.g_00148	Prak.g_00191
OG0000428	Prar.g_00146	Prak.g_00193
OG0000429	Prar.g_00145	Prak.g_00194
OG0000430	Prar.g_00144	Prak.g_00195
OG0000431	Prar.g_00142	Prak.g_00197
OG0000432	Prar.g_00139	Prak.g_00201
OG0000433	Prar.g_00138	Prak.g_00202
OG0000434	Prar.g_00137	Prak.g_00203
OG0000435	Prar.g_00136	Prak.g_00204
OG0000436	Prar.g_00131	Prak.g_00209
OG0000437	Prar.g_00130	Prak.g_00210
OG0000438	Prar.g_00129	Prak.g_00211
OG0000439	Prar.g_00127	Prak.g_00213
OG0000440	Prar.g_00126	Prak.g_00214
OG0000441	Prar.g_00123	Prak.g_00217
OG0000442	Prar.g_00122	Prak.g_00218
OG0000443	Prar.g_00121	Prak.g_00219
OG0000444	Prar.g_00116	Prak.g_00225
OG0000445	Prar.g_00115	Prak.g_00226
OG0000446	Prar.g_00114	Prak.g_00227
OG0000447	Prar.g_00113	Prak.g_00228
OG0000448	Prar.g_00112	Prak.g_00229
OG0000449	Prar.g_00111	Prak.g_00230
OG0000450	Prar.g_00110	Prak.g_00231
OG0000451	Prar.g_00109	Prak.g_00232
OG0000452	Prar.g_00106	Prak.g_00235
OG0000453	Prar.g_00105	Prak.g_00236
OG0000454	Prar.g_00104	Prak.g_00237
OG0000455	Prar.g_00103	Prak.g_00238
OG0000456	Prar.g_00102	Prak.g_00239
OG0000457	Prar.g_00101	Prak.g_00241
OG0000458	Prar.g_00100	Prak.g_00242
OG0000459	Prar.g_00099	Prak.g_00243
OG0000460	Prar.g_00092	Prak.g_00251
OG0000461	Prar.g_00085	Prak.g_00259
OG0000462	Prar.g_00083	Prak.g_00261
OG0000463	Prar.g_00082	Prak.g_00262
OG0000464	Prar.g_00081	Prak.g_00263
OG0000465	Prar.g_00080	Prak.g_00264
OG0000466	Prar.g_00077	Prak.g_00267
OG0000467	Prar.g_00076	Prak.g_00268
OG0000468	Prar.g_00334	Prak.g_00271
OG0000469	Prar.g_00325	Prak.g_00279
OG0000470	Prar.g_00323	Prak.g_00281
OG0000471	Prar.g_00322	Prak.g_00282
OG0000472	Prar.g_00321	Prak.g_00284
OG0000473	Prar.g_00319	Prak.g_00286
OG0000474	Prar.g_00318	Prak.g_00287
OG0000475	Prar.g_00317	Prak.g_00288
OG0000476	Prar.g_00316	Prak.g_00290
OG0000477	Prar.g_00312	Prak.g_00293
OG0000478	Prar.g_00311	Prak.g_00294
OG0000479	Prar.g_00310	Prak.g_00295
OG0000480	Prar.g_00305	Prak.g_00300
OG0000481	Prar.g_00303	Prak.g_00303
OG0000482	Prar.g_00302	Prak.g_00304
OG0000483	Prar.g_00299	Prak.g_00307
OG0000484	Prar.g_00298	Prak.g_00308
OG0000485	Prar.g_00297	Prak.g_00310
OG0000486	Prar.g_00296	Prak.g_00311
OG0000487	Prar.g_00292	Prak.g_00314
OG0000488	Prar.g_00289	Prak.g_00317
OG0000489	Prar.g_00284	Prak.g_00322
OG0000490	Prar.g_00279	Prak.g_00326
OG0000491	Prar.g_00278	Prak.g_00327
OG0000492	Prar.g_00276	Prak.g_00329
OG0000493	Prar.g_00275	Prak.g_00330
OG0000494	Prar.g_00274	Prak.g_00331
OG0000495	Prar.g_00273	Prak.g_00332
OG0000496	Prar.g_00272	Prak.g_00333
OG0000497	Prar.g_00271	Prak.g_00334
OG0000498	Prar.g_00270	Prak.g_00335
OG0000499	Prar.g_00269	Prak.g_00336
OG0000500	Prar.g_00268	Prak.g_00337
OG0000501	Prar.g_00266	Prak.g_00338
OG0000502	Prar.g_00263	Prak.g_00341
OG0000503	Prar.g_00394	Prak.g_00356
OG0000504	Prar.g_00395	Prak.g_00358
OG0000505	Prar.g_00396	Prak.g_00359
OG0000506	Prar.g_00398	Prak.g_00360
OG0000507	Prar.g_00401	Prak.g_00363
OG0000508	Prar.g_00405	Prak.g_00367
OG0000509	Prar.g_00407	Prak.g_00369
OG0000510	Prar.g_00408	Prak.g_00370
OG0000511	Prar.g_00409	Prak.g_00371
OG0000512	Prar.g_00411	Prak.g_00373
OG0000513	Prar.g_00418	Prak.g_00382
OG0000514	Prar.g_00479	Prak.g_00393
OG0000515	Prar.g_00480	Prak.g_00394
OG0000516	Prar.g_00481	Prak.g_00395
OG0000517	Prar.g_00483	Prak.g_00397
OG0000518	Prar.g_00494	Prak.g_00408
OG0000519	Prar.g_00495	Prak.g_00409
OG0000520	Prar.g_00496	Prak.g_00410
OG0000521	Prar.g_00501	Prak.g_00418
OG0000522	Prar.g_00503	Prak.g_00420
OG0000523	Prar.g_00504	Prak.g_00421
OG0000524	Prar.g_00510	Prak.g_00426
OG0000525	Prar.g_00513	Prak.g_00430
OG0000526	Prar.g_00514	Prak.g_00431
OG0000527	Prar.g_00523	Prak.g_00434
OG0000528	Prar.g_00528	Prak.g_00439
OG0000529	Prar.g_00531	Prak.g_00442
OG0000530	Prar.g_00534	Prak.g_00445
OG0000531	Prar.g_00535	Prak.g_00446
OG0000532	Prar.g_00537	Prak.g_00448
OG0000533	Prar.g_00538	Prak.g_00449
OG0000534	Prar.g_00539	Prak.g_00450
OG0000535	Prar.g_00540	Prak.g_00451
OG0000536	Prar.g_00541	Prak.g_00452
OG0000537	Prar.g_00542	Prak.g_00453
OG0000538	Prar.g_01331	Prak.g_00462
OG0000539	Prar.g_01332	Prak.g_00463
OG0000540	Prar.g_01333	Prak.g_00464
OG0000541	Prar.g_01334	Prak.g_00465
OG0000542	Prar.g_01336	Prak.g_00466
OG0000543	Prar.g_01338	Prak.g_00468
OG0000544	Prar.g_01339	Prak.g_00469
OG0000545	Prar.g_01341	Prak.g_00471
OG0000546	Prar.g_01344	Prak.g_00474
OG0000547	Prar.g_01345	Prak.g_00476
OG0000548	Prar.g_01346	Prak.g_00477
OG0000549	Prar.g_01348	Prak.g_00479
OG0000550	Prar.g_01353	Prak.g_00483
OG0000551	Prar.g_01357	Prak.g_00486
OG0000552	Prar.g_01358	Prak.g_00487
OG0000553	Prar.g_01359	Prak.g_00488
OG0000554	Prar.g_01364	Prak.g_00493
OG0000555	Prar.g_01372	Prak.g_00501
OG0000556	Prar.g_01374	Prak.g_00503
OG0000557	Prar.g_01375	Prak.g_00504
OG0000558	Prar.g_01377	Prak.g_00507
OG0000559	Prar.g_01381	Prak.g_00511
OG0000560	Prar.g_01384	Prak.g_00514
OG0000561	Prar.g_01385	Prak.g_00515
OG0000562	Prar.g_01386	Prak.g_00516
OG0000563	Prar.g_01387	Prak.g_00517
OG0000564	Prar.g_01388	Prak.g_00518
OG0000565	Prar.g_01391	Prak.g_00520
OG0000566	Prar.g_01393	Prak.g_00524
OG0000567	Prar.g_01397	Prak.g_00528
OG0000568	Prar.g_01398	Prak.g_00529
OG0000569	Prar.g_01399	Prak.g_00530
OG0000570	Prar.g_01400	Prak.g_00531
OG0000571	Prar.g_01402	Prak.g_00533
OG0000572	Prar.g_01415	Prak.g_00547
OG0000573	Prar.g_01422	Prak.g_00553
OG0000574	Prar.g_01423	Prak.g_00554
OG0000575	Prar.g_01427	Prak.g_00558
OG0000576	Prar.g_01429	Prak.g_00560
OG0000577	Prar.g_01430	Prak.g_00561
OG0000578	Prar.g_01431	Prak.g_00562
OG0000579	Prar.g_01432	Prak.g_00563
OG0000580	Prar.g_01433	Prak.g_00564
OG0000581	Prar.g_01435	Prak.g_00567
OG0000582	Prar.g_01438	Prak.g_00570
OG0000583	Prar.g_01439	Prak.g_00571
