Orthogroup	Prar	Syad
OG0000190	Prar.g_00231	Syad.g_02790
OG0000191	Prar.g_00211	Syad.g_02824
OG0000192	Prar.g_00207	Syad.g_02834
OG0000193	Prar.g_00181	Syad.g_02877
OG0000194	Prar.g_00178	Syad.g_02880
OG0000195	Prar.g_00176	Syad.g_02884
OG0000196	Prar.g_00166	Syad.g_02894
OG0000197	Prar.g_00165	Syad.g_02895
OG0000198	Prar.g_00164	Syad.g_02896
OG0000199	Prar.g_00157	Syad.g_02904
OG0000200	Prar.g_00143	Syad.g_02921
OG0000201	Prar.g_00135	Syad.g_02937
OG0000202	Prar.g_00134	Syad.g_02938
OG0000203	Prar.g_00133	Syad.g_02939
OG0000204	Prar.g_00132	Syad.g_02940
OG0000205	Prar.g_00125	Syad.g_02948
OG0000206	Prar.g_00120	Syad.g_02955
OG0000207	Prar.g_00118	Syad.g_02957
OG0000208	Prar.g_00117	Syad.g_02958
OG0000209	Prar.g_00108	Syad.g_02981
OG0000210	Prar.g_00107	Syad.g_02982
OG0000211	Prar.g_00094	Syad.g_00813
OG0000212	Prar.g_00087	Syad.g_00825
OG0000213	Prar.g_00330	Syad.g_00556
OG0000214	Prar.g_00320	Syad.g_00538
OG0000215	Prar.g_00295	Syad.g_00508
OG0000216	Prar.g_00293	Syad.g_00504, Syad.g_00285
OG0000217	Prar.g_01154, Prar.g_00290	Syad.g_00500
OG0000218	Prar.g_00288	Syad.g_00498
OG0000219	Prar.g_00287	Syad.g_00497
OG0000220	Prar.g_00286	Syad.g_00496
OG0000221	Prar.g_00285	Syad.g_00488
OG0000222	Prar.g_00277	Syad.g_00473
OG0000223	Prar.g_00264	Syad.g_00451
OG0000224	Prar.g_00262	Syad.g_00444
OG0000225	Prar.g_00406	Syad.g_00777
OG0000226	Prar.g_00410	Syad.g_00781
OG0000227	Prar.g_00412	Syad.g_00783
OG0000228	Prar.g_00415	Syad.g_00784
OG0000229	Prar.g_00484	Syad.g_02450
OG0000230	Prar.g_00486	Syad.g_02448
OG0000231	Prar.g_00497	Syad.g_02436
OG0000232	Prar.g_00506	Syad.g_02392
OG0000233	Prar.g_00512	Syad.g_02382
OG0000234	Prar.g_00526	Syad.g_02351
OG0000235	Prar.g_00529	Syad.g_00903
OG0000236	Prar.g_00543	Syad.g_00918
OG0000237	Prar.g_01337	Syad.g_00936
OG0000238	Prar.g_01343	Syad.g_00941
OG0000239	Prar.g_01355	Syad.g_00957
OG0000240	Prar.g_01356	Syad.g_00958
OG0000241	Prar.g_01360	Syad.g_02160
OG0000242	Prar.g_01362	Syad.g_00975
OG0000243	Prar.g_01373	Syad.g_01000
OG0000244	Prar.g_01376	Syad.g_01012
OG0000245	Prar.g_01378	Syad.g_01014
OG0000246	Prar.g_01382	Syad.g_01017
OG0000247	Prar.g_01392	Syad.g_01029
OG0000248	Prar.g_01394	Syad.g_01032
OG0000249	Prar.g_01396	Syad.g_01034
OG0000250	Prar.g_01401	Syad.g_01044
OG0000251	Prar.g_01420	Syad.g_01071
OG0000252	Prar.g_01424	Syad.g_01078
OG0000253	Prar.g_01425	Syad.g_01081
OG0000254	Prar.g_01441	Syad.g_02203
OG0000255	Prar.g_01447	Syad.g_02185
OG0000256	Prar.g_01457	Syad.g_02167
OG0000257	Prar.g_01460	Syad.g_02161
OG0000258	Prar.g_01473	Syad.g_02143
OG0000259	Prar.g_01490	Syad.g_01576
OG0000260	Prar.g_01493	Syad.g_01587
OG0000261	Prar.g_01495	Syad.g_01590
OG0000262	Prar.g_01499	Syad.g_01595
OG0000263	Prar.g_01511	Syad.g_01475
OG0000264	Prar.g_01521	Syad.g_01360
OG0000265	Prar.g_01599	Syad.g_01383
OG0000266	Prar.g_01609	Syad.g_01804
OG0000267	Prar.g_01620	Syad.g_01645
OG0000268	Prar.g_01621	Syad.g_01646
OG0000269	Prar.g_01679	Syad.g_01894
OG0000270	Prar.g_01682	Syad.g_01891
OG0000271	Prar.g_01690	Syad.g_01883
OG0000272	Prar.g_01691	Syad.g_01882
OG0000273	Prar.g_01714	Syad.g_01247
OG0000274	Prar.g_01715	Syad.g_01246
OG0000275	Prar.g_01717	Syad.g_01242
OG0000276	Prar.g_01722	Syad.g_01229
OG0000277	Prar.g_01723	Syad.g_01228
OG0000278	Prar.g_01726	Syad.g_01225
OG0000279	Prar.g_01733	Syad.g_01208
OG0000280	Prar.g_01734	Syad.g_01198
OG0000281	Prar.g_01740	Syad.g_00624
OG0000282	Prar.g_01778	Syad.g_01619
OG0000283	Prar.g_01810	Syad.g_01661
OG0000284	Prar.g_01815	Syad.g_01787
OG0000285	Prar.g_01820	Syad.g_01776
OG0000286	Prar.g_01832	Syad.g_01758
OG0000287	Prar.g_01849	Syad.g_01720
OG0000288	Prar.g_01877	Syad.g_01687
OG0000289	Prar.g_01888	Syad.g_01672
OG0000290	Prar.g_01901	Syad.g_01287
OG0000291	Prar.g_01903	Syad.g_01289
OG0000292	Prar.g_01953	Syad.g_00155
OG0000293	Prar.g_01272	Syad.g_01124
OG0000294	Prar.g_01271	Syad.g_01125
OG0000295	Prar.g_01251	Syad.g_01181
OG0000296	Prar.g_01249	Syad.g_01183
OG0000297	Prar.g_01241	Syad.g_01512
OG0000298	Prar.g_01240	Syad.g_01511
OG0000299	Prar.g_01223	Syad.g_01462
OG0000300	Prar.g_01220	Syad.g_01455
OG0000301	Prar.g_01219	Syad.g_01454
OG0000302	Prar.g_01217	Syad.g_01453
OG0000303	Prar.g_01210	Syad.g_01442
OG0000304	Prar.g_01206	Syad.g_01436
OG0000305	Prar.g_00919	Syad.g_01292
OG0000306	Prar.g_00916	Syad.g_01989
OG0000307	Prar.g_00902	Syad.g_00883
OG0000308	Prar.g_00901	Syad.g_00881
OG0000309	Prar.g_00897	Syad.g_00876
OG0000310	Prar.g_00354	Syad.g_02250
OG0000311	Prar.g_00352	Syad.g_02254
OG0000312	Prar.g_00349	Syad.g_02265
OG0000313	Prar.g_00335	Syad.g_02284
OG0000314	Prar.g_00820	Syad.g_02313, Syad.g_02231
OG0000315	Prar.g_00810	Syad.g_02323
OG0000316	Prar.g_00790	Syad.g_02564
OG0000317	Prar.g_01145	Syad.g_02620
OG0000318	Prar.g_01142	Syad.g_02624
OG0000319	Prar.g_01129	Syad.g_02642
OG0000320	Prar.g_01127	Syad.g_02644
OG0000321	Prar.g_01126	Syad.g_02645
OG0000322	Prar.g_01125	Syad.g_02646
OG0000323	Prar.g_01967	Syad.g_02661
OG0000324	Prar.g_00609	Syad.g_02505
OG0000325	Prar.g_01113	Syad.g_00591
OG0000326	Prar.g_01107	Syad.g_00598
OG0000327	Prar.g_01068	Syad.g_00649
OG0000328	Prar.g_01067	Syad.g_00650
OG0000329	Prar.g_01050	Syad.g_00668
OG0000330	Prar.g_01049	Syad.g_00669
OG0000331	Prar.g_01048	Syad.g_00670
OG0000332	Prar.g_01034	Syad.g_00685
OG0000333	Prar.g_01032	Syad.g_00688
OG0000334	Prar.g_01024	Syad.g_00697
OG0000335	Prar.g_01020	Syad.g_00702
OG0000336	Prar.g_01016	Syad.g_00706
OG0000337	Prar.g_00625	Syad.g_00425, Syad.g_00427
OG0000338	Prar.g_00626	Syad.g_00421
OG0000339	Prar.g_00630	Syad.g_00414
OG0000340	Prar.g_00638	Syad.g_00370
OG0000341	Prar.g_00640	Syad.g_00368
OG0000342	Prar.g_00641	Syad.g_00367
OG0000343	Prar.g_00642	Syad.g_00366
OG0000344	Prar.g_00645	Syad.g_00362
OG0000345	Prar.g_00650	Syad.g_00352
OG0000346	Prar.g_00654	Syad.g_00347
OG0000347	Prar.g_00669	Syad.g_00318
OG0000348	Prar.g_00678	Syad.g_00233
OG0000349	Prar.g_00695	Syad.g_00213
OG0000350	Prar.g_00072	Syad.g_00605
OG0000351	Prar.g_00055	Syad.g_00134
OG0000352	Prar.g_00054	Syad.g_00135
OG0000353	Prar.g_00039	Syad.g_00161
OG0000355	Prar.g_00037	Syad.g_00163
OG0000356	Prar.g_00036	Syad.g_00164
OG0000357	Prar.g_00035	Syad.g_00165
OG0000358	Prar.g_00031	Syad.g_00169
OG0000359	Prar.g_00030	Syad.g_00171
OG0000360	Prar.g_00029	Syad.g_00172
OG0000361	Prar.g_00028	Syad.g_00173
OG0000362	Prar.g_00026	Syad.g_00175
OG0000363	Prar.g_00024	Syad.g_00177
OG0000364	Prar.g_00023	Syad.g_00178
OG0000365	Prar.g_00018	Syad.g_00187
OG0000366	Prar.g_00017	Syad.g_00188
OG0000367	Prar.g_00016	Syad.g_00189
OG0000368	Prar.g_00014	Syad.g_00191
OG0000369	Prar.g_00013	Syad.g_00192
OG0000370	Prar.g_00012	Syad.g_00193
OG0000371	Prar.g_00006	Syad.g_00201
OG0000372	Prar.g_00002	Syad.g_00206
OG0000373	Prar.g_00001	Syad.g_00207
OG0000374	Prar.g_00594	Syad.g_00208
OG0000375	Prar.g_00580	Syad.g_00209
OG0000376	Prar.g_00578	Syad.g_00211
OG0000377	Prar.g_00574	Syad.g_03027
OG0000378	Prar.g_00572	Syad.g_03012
OG0000379	Prar.g_00569	Syad.g_03005
OG0000380	Prar.g_00552	Syad.g_02725
OG0000381	Prar.g_00548	Syad.g_02729
OG0000382	Prar.g_00247	Syad.g_02758
OG0000383	Prar.g_00245	Syad.g_02761
OG0000384	Prar.g_00244	Syad.g_02762
OG0000385	Prar.g_00243	Syad.g_02763
OG0000386	Prar.g_00242	Syad.g_02764
OG0000387	Prar.g_00229	Syad.g_02792
OG0000388	Prar.g_00226	Syad.g_02796
OG0000389	Prar.g_00222	Syad.g_02800
OG0000390	Prar.g_00215	Syad.g_02818
OG0000391	Prar.g_00212	Syad.g_02823
OG0000392	Prar.g_00208	Syad.g_02833
OG0000393	Prar.g_00206	Syad.g_02837
OG0000394	Prar.g_00205	Syad.g_02838
OG0000395	Prar.g_00204	Syad.g_02839
OG0000396	Prar.g_00201	Syad.g_02843
OG0000397	Prar.g_00199	Syad.g_02845
OG0000398	Prar.g_00197	Syad.g_02850
OG0000399	Prar.g_00196	Syad.g_02851
OG0000400	Prar.g_00195	Syad.g_02852
OG0000401	Prar.g_00194	Syad.g_02853
OG0000402	Prar.g_00192	Syad.g_02855
OG0000403	Prar.g_00191	Syad.g_02856
OG0000404	Prar.g_00190	Syad.g_02858
OG0000405	Prar.g_00186	Syad.g_02874
OG0000406	Prar.g_00180	Syad.g_02878
OG0000407	Prar.g_00179	Syad.g_02879
OG0000408	Prar.g_00177	Syad.g_02883
OG0000409	Prar.g_00175	Syad.g_02885
OG0000410	Prar.g_00174	Syad.g_02886
OG0000411	Prar.g_00173	Syad.g_02887
OG0000412	Prar.g_00172	Syad.g_02888
OG0000413	Prar.g_00171	Syad.g_02890
OG0000415	Prar.g_00169	Syad.g_02891
OG0000416	Prar.g_00168	Syad.g_02892
OG0000417	Prar.g_00167	Syad.g_02893
OG0000418	Prar.g_00162	Syad.g_02898
OG0000419	Prar.g_00160	Syad.g_02900
OG0000420	Prar.g_00159	Syad.g_02902
OG0000421	Prar.g_00154	Syad.g_02907
OG0000422	Prar.g_00153	Syad.g_02908
OG0000423	Prar.g_00152	Syad.g_02909
OG0000424	Prar.g_00151	Syad.g_02910
OG0000425	Prar.g_00150	Syad.g_02911
OG0000426	Prar.g_00149	Syad.g_02912
OG0000427	Prar.g_00148	Syad.g_02913
OG0000428	Prar.g_00146	Syad.g_02916
OG0000429	Prar.g_00145	Syad.g_02918
OG0000430	Prar.g_00144	Syad.g_02920
OG0000431	Prar.g_00142	Syad.g_02923
OG0000432	Prar.g_00139	Syad.g_02930
OG0000433	Prar.g_00138	Syad.g_02933
OG0000434	Prar.g_00137	Syad.g_02934
OG0000435	Prar.g_00136	Syad.g_02936
OG0000436	Prar.g_00131	Syad.g_02942
OG0000437	Prar.g_00130	Syad.g_02943
OG0000438	Prar.g_00129	Syad.g_02944
OG0000439	Prar.g_00127	Syad.g_02946
OG0000440	Prar.g_00126	Syad.g_02947
OG0000441	Prar.g_00123	Syad.g_02951
OG0000442	Prar.g_00122	Syad.g_02952
OG0000443	Prar.g_00121	Syad.g_02953
OG0000444	Prar.g_00116	Syad.g_02964
OG0000445	Prar.g_00115	Syad.g_02965
OG0000446	Prar.g_00114	Syad.g_02967
OG0000447	Prar.g_00113	Syad.g_02970
OG0000448	Prar.g_00112	Syad.g_02971
OG0000449	Prar.g_00111	Syad.g_02972
OG0000450	Prar.g_00110	Syad.g_02978
OG0000451	Prar.g_00109	Syad.g_02979
OG0000452	Prar.g_00106	Syad.g_02983
OG0000453	Prar.g_00105	Syad.g_02984
OG0000454	Prar.g_00104	Syad.g_02985
OG0000455	Prar.g_00103	Syad.g_02986
OG0000456	Prar.g_00102	Syad.g_02987
OG0000457	Prar.g_00101	Syad.g_02989
OG0000458	Prar.g_00100	Syad.g_02998
OG0000459	Prar.g_00099	Syad.g_02999
OG0000460	Prar.g_00092	Syad.g_00815
OG0000461	Prar.g_00085	Syad.g_00579
OG0000462	Prar.g_00083	Syad.g_00576
OG0000463	Prar.g_00082	Syad.g_00575
OG0000464	Prar.g_00081	Syad.g_00574
OG0000465	Prar.g_00080	Syad.g_00573
OG0000466	Prar.g_00077	Syad.g_00568
OG0000467	Prar.g_00076	Syad.g_00566
OG0000468	Prar.g_00334	Syad.g_00561
OG0000469	Prar.g_00325	Syad.g_00545
OG0000470	Prar.g_00323	Syad.g_00542
OG0000471	Prar.g_00322	Syad.g_00541
OG0000472	Prar.g_00321	Syad.g_00539
OG0000473	Prar.g_00319	Syad.g_00537
OG0000474	Prar.g_00318	Syad.g_00536
OG0000475	Prar.g_00317	Syad.g_00535
OG0000476	Prar.g_00316	Syad.g_00533
OG0000477	Prar.g_00312	Syad.g_00528
OG0000478	Prar.g_00311	Syad.g_00527
OG0000479	Prar.g_00310	Syad.g_00526
OG0000480	Prar.g_00305	Syad.g_00520
OG0000481	Prar.g_00303	Syad.g_00518
OG0000482	Prar.g_00302	Syad.g_00517
OG0000483	Prar.g_00299	Syad.g_00513
OG0000484	Prar.g_00298	Syad.g_00512
OG0000485	Prar.g_00297	Syad.g_00511
OG0000486	Prar.g_00296	Syad.g_00510
OG0000487	Prar.g_00292	Syad.g_00503
OG0000488	Prar.g_00289	Syad.g_00499
OG0000489	Prar.g_00284	Syad.g_00487
OG0000490	Prar.g_00279	Syad.g_00475
OG0000491	Prar.g_00278	Syad.g_00474
OG0000492	Prar.g_00276	Syad.g_00472
OG0000493	Prar.g_00275	Syad.g_00471
OG0000494	Prar.g_00274	Syad.g_00470
OG0000495	Prar.g_00273	Syad.g_00469
OG0000496	Prar.g_00272	Syad.g_00468
OG0000497	Prar.g_00271	Syad.g_00467
OG0000498	Prar.g_00270	Syad.g_00466
OG0000499	Prar.g_00269	Syad.g_00465
OG0000500	Prar.g_00268	Syad.g_00464
OG0000501	Prar.g_00266	Syad.g_00461
OG0000502	Prar.g_00263	Syad.g_00449
OG0000503	Prar.g_00394	Syad.g_00761
OG0000504	Prar.g_00395	Syad.g_00763
OG0000505	Prar.g_00396	Syad.g_00764
OG0000506	Prar.g_00398	Syad.g_00766
OG0000507	Prar.g_00401	Syad.g_00772
OG0000508	Prar.g_00405	Syad.g_00776
OG0000509	Prar.g_00407	Syad.g_00778
OG0000510	Prar.g_00408	Syad.g_00779
OG0000511	Prar.g_00409	Syad.g_00780
OG0000512	Prar.g_00411	Syad.g_00782
OG0000513	Prar.g_00418	Syad.g_00789
OG0000514	Prar.g_00479	Syad.g_00795
OG0000515	Prar.g_00480	Syad.g_00796
OG0000516	Prar.g_00481	Syad.g_02456
OG0000517	Prar.g_00483	Syad.g_02451
OG0000518	Prar.g_00494	Syad.g_02439
OG0000519	Prar.g_00495	Syad.g_02438
OG0000520	Prar.g_00496	Syad.g_02437
OG0000521	Prar.g_00501	Syad.g_01108
OG0000522	Prar.g_00503	Syad.g_01109
OG0000523	Prar.g_00504	Syad.g_01110
OG0000524	Prar.g_00510	Syad.g_02386
OG0000525	Prar.g_00513	Syad.g_02363
OG0000526	Prar.g_00514	Syad.g_02360
OG0000527	Prar.g_00523	Syad.g_02355
OG0000528	Prar.g_00528	Syad.g_00897
OG0000529	Prar.g_00531	Syad.g_00905
OG0000530	Prar.g_00534	Syad.g_00908
OG0000531	Prar.g_00535	Syad.g_00909
OG0000532	Prar.g_00537	Syad.g_00912
OG0000533	Prar.g_00538	Syad.g_00913
OG0000534	Prar.g_00539	Syad.g_00914
OG0000535	Prar.g_00540	Syad.g_00915
OG0000536	Prar.g_00541	Syad.g_00916
OG0000537	Prar.g_00542	Syad.g_00917
OG0000538	Prar.g_01331	Syad.g_00929
OG0000539	Prar.g_01332	Syad.g_00930
OG0000540	Prar.g_01333	Syad.g_00931
OG0000541	Prar.g_01334	Syad.g_00932
OG0000542	Prar.g_01336	Syad.g_00935
OG0000543	Prar.g_01338	Syad.g_00937
OG0000544	Prar.g_01339	Syad.g_00938
OG0000545	Prar.g_01341	Syad.g_00940
OG0000546	Prar.g_01344	Syad.g_00942
OG0000547	Prar.g_01345	Syad.g_00944
OG0000548	Prar.g_01346	Syad.g_00945
OG0000549	Prar.g_01348	Syad.g_00952
OG0000550	Prar.g_01353	Syad.g_00956
OG0000551	Prar.g_01357	Syad.g_00960
OG0000552	Prar.g_01358	Syad.g_00961
OG0000553	Prar.g_01359	Syad.g_00965
OG0000554	Prar.g_01364	Syad.g_00978
OG0000555	Prar.g_01372	Syad.g_00999
OG0000556	Prar.g_01374	Syad.g_01003
OG0000557	Prar.g_01375	Syad.g_01011
OG0000558	Prar.g_01377	Syad.g_01013
OG0000559	Prar.g_01381	Syad.g_01016
OG0000560	Prar.g_01384	Syad.g_01019
OG0000561	Prar.g_01385	Syad.g_01020
OG0000562	Prar.g_01386	Syad.g_01021
OG0000563	Prar.g_01387	Syad.g_01022
OG0000564	Prar.g_01388	Syad.g_01023
OG0000565	Prar.g_01391	Syad.g_01027
OG0000566	Prar.g_01393	Syad.g_01031
OG0000567	Prar.g_01397	Syad.g_01035
OG0000568	Prar.g_01398	Syad.g_01040
OG0000569	Prar.g_01399	Syad.g_01041
OG0000570	Prar.g_01400	Syad.g_01042
OG0000571	Prar.g_01402	Syad.g_01046
OG0000572	Prar.g_01415	Syad.g_01064
OG0000573	Prar.g_01422	Syad.g_01072
OG0000574	Prar.g_01423	Syad.g_01077
OG0000575	Prar.g_01427	Syad.g_01083
OG0000576	Prar.g_01429	Syad.g_01085
OG0000577	Prar.g_01430	Syad.g_01086
OG0000578	Prar.g_01431	Syad.g_01087
