Orthogroup	Prar	Syab
OG0000319	Prar.g_01129	Syab.g_02291
OG0000320	Prar.g_01127	Syab.g_02293
OG0000321	Prar.g_01126	Syab.g_02294
OG0000322	Prar.g_01125	Syab.g_02295
OG0000323	Prar.g_01967	Syab.g_02310
OG0000324	Prar.g_00609	Syab.g_02341
OG0000325	Prar.g_01113	Syab.g_00368
OG0000326	Prar.g_01107	Syab.g_00375
OG0000327	Prar.g_01068	Syab.g_00402
OG0000328	Prar.g_01067	Syab.g_00403
OG0000329	Prar.g_01050	Syab.g_00420
OG0000330	Prar.g_01049	Syab.g_00421
OG0000331	Prar.g_01048	Syab.g_00422
OG0000332	Prar.g_01034	Syab.g_00437
OG0000333	Prar.g_01032	Syab.g_00440
OG0000334	Prar.g_01024	Syab.g_00450
OG0000335	Prar.g_01020	Syab.g_00455
OG0000336	Prar.g_01016	Syab.g_00459
OG0000337	Prar.g_00625	Syab.g_00210
OG0000338	Prar.g_00626	Syab.g_00207
OG0000339	Prar.g_00630	Syab.g_00201
OG0000340	Prar.g_00638	Syab.g_00135
OG0000341	Prar.g_00640	Syab.g_00157, Syab.g_00133
OG0000342	Prar.g_00641	Syab.g_00132
OG0000343	Prar.g_00642	Syab.g_00131
OG0000344	Prar.g_00645	Syab.g_00127, Syab.g_02424
OG0000345	Prar.g_00650	Syab.g_00117
OG0000346	Prar.g_00654	Syab.g_00112
OG0000347	Prar.g_00669	Syab.g_00087
OG0000348	Prar.g_00678	Syab.g_00076
OG0000349	Prar.g_00695	Syab.g_00054
OG0000350	Prar.g_00072	Syab.g_00382
OG0000351	Prar.g_00055	Syab.g_02879
OG0000352	Prar.g_00054	Syab.g_02880
OG0000353	Prar.g_00039	Syab.g_02913
OG0000355	Prar.g_00037	Syab.g_00001
OG0000356	Prar.g_00036	Syab.g_00002
OG0000357	Prar.g_00035	Syab.g_00003
OG0000358	Prar.g_00031	Syab.g_00007
OG0000359	Prar.g_00030	Syab.g_00009
OG0000360	Prar.g_00029	Syab.g_00010
OG0000361	Prar.g_00028	Syab.g_00011
OG0000362	Prar.g_00026	Syab.g_00013
OG0000363	Prar.g_00024	Syab.g_00015
OG0000364	Prar.g_00023	Syab.g_00016
OG0000365	Prar.g_00018	Syab.g_00026
OG0000366	Prar.g_00017	Syab.g_00027
OG0000367	Prar.g_00016	Syab.g_00028
OG0000368	Prar.g_00014	Syab.g_00030
OG0000369	Prar.g_00013	Syab.g_00031
OG0000370	Prar.g_00012	Syab.g_00032
OG0000371	Prar.g_00006	Syab.g_00711, Syab.g_00039
OG0000372	Prar.g_00002	Syab.g_00045
OG0000373	Prar.g_00001	Syab.g_00046
OG0000374	Prar.g_00594	Syab.g_00047
OG0000375	Prar.g_00580	Syab.g_00050
OG0000376	Prar.g_00578	Syab.g_00052
OG0000377	Prar.g_00574	Syab.g_02748
OG0000378	Prar.g_00572	Syab.g_02717
OG0000379	Prar.g_00569	Syab.g_02714
OG0000380	Prar.g_00552	Syab.g_02432
OG0000381	Prar.g_00548	Syab.g_02435
OG0000382	Prar.g_00247	Syab.g_02453
OG0000383	Prar.g_00245	Syab.g_02459
OG0000384	Prar.g_00244	Syab.g_02460
OG0000385	Prar.g_00243	Syab.g_02461
OG0000386	Prar.g_00242	Syab.g_02462
OG0000387	Prar.g_00229	Syab.g_02491
OG0000388	Prar.g_00226	Syab.g_02495
OG0000389	Prar.g_00222	Syab.g_02499
OG0000390	Prar.g_00215	Syab.g_02516
OG0000391	Prar.g_00212	Syab.g_02521
OG0000392	Prar.g_00208	Syab.g_02527
OG0000393	Prar.g_00206	Syab.g_02530
OG0000394	Prar.g_00205	Syab.g_02531
OG0000395	Prar.g_00204	Syab.g_02532
OG0000396	Prar.g_00201	Syab.g_02535
OG0000397	Prar.g_00199	Syab.g_02537
OG0000398	Prar.g_00197	Syab.g_02542
OG0000399	Prar.g_00196	Syab.g_02543
OG0000400	Prar.g_00195	Syab.g_02544
OG0000401	Prar.g_00194	Syab.g_02545
OG0000402	Prar.g_00192	Syab.g_02547
OG0000403	Prar.g_00191	Syab.g_02548
OG0000404	Prar.g_00190	Syab.g_02550
OG0000405	Prar.g_00186	Syab.g_02562
OG0000406	Prar.g_00180	Syab.g_02566
OG0000407	Prar.g_00179	Syab.g_02567
OG0000408	Prar.g_00177	Syab.g_02569
OG0000409	Prar.g_00175	Syab.g_02571
OG0000410	Prar.g_00174	Syab.g_02572
OG0000411	Prar.g_00173	Syab.g_02573
OG0000412	Prar.g_00172	Syab.g_02574
OG0000413	Prar.g_00171	Syab.g_02576
OG0000414	Prar.g_01569, Prar.g_00170	Syab.g_02577
OG0000415	Prar.g_00169	Syab.g_02578
OG0000416	Prar.g_00168	Syab.g_02579
OG0000417	Prar.g_00167	Syab.g_02580
OG0000418	Prar.g_00162	Syab.g_02585
OG0000419	Prar.g_00160	Syab.g_02587
OG0000420	Prar.g_00159	Syab.g_02589
OG0000421	Prar.g_00154	Syab.g_02595
OG0000422	Prar.g_00153	Syab.g_02596
OG0000423	Prar.g_00152	Syab.g_02597
OG0000424	Prar.g_00151	Syab.g_02598
OG0000425	Prar.g_00150	Syab.g_02599
OG0000426	Prar.g_00149	Syab.g_02600
OG0000427	Prar.g_00148	Syab.g_02601
OG0000428	Prar.g_00146	Syab.g_02604
OG0000429	Prar.g_00145	Syab.g_02608
OG0000430	Prar.g_00144	Syab.g_02610
OG0000431	Prar.g_00142	Syab.g_02613
OG0000432	Prar.g_00139	Syab.g_02619
OG0000433	Prar.g_00138	Syab.g_02622
OG0000434	Prar.g_00137	Syab.g_02623
OG0000435	Prar.g_00136	Syab.g_02625
OG0000436	Prar.g_00131	Syab.g_02632
OG0000437	Prar.g_00130	Syab.g_02633
OG0000438	Prar.g_00129	Syab.g_02634
OG0000439	Prar.g_00127	Syab.g_02636
OG0000440	Prar.g_00126	Syab.g_02637
OG0000441	Prar.g_00123	Syab.g_02641
OG0000442	Prar.g_00122	Syab.g_02642
OG0000443	Prar.g_00121	Syab.g_02668
OG0000444	Prar.g_00116	Syab.g_02681
OG0000445	Prar.g_00115	Syab.g_02682
OG0000446	Prar.g_00114	Syab.g_02684
OG0000447	Prar.g_00113	Syab.g_02687
OG0000448	Prar.g_00112	Syab.g_02688
OG0000449	Prar.g_00111	Syab.g_02689
OG0000450	Prar.g_00110	Syab.g_02695
OG0000451	Prar.g_00109	Syab.g_02696
OG0000452	Prar.g_00106	Syab.g_02701
OG0000453	Prar.g_00105	Syab.g_02702
OG0000454	Prar.g_00104	Syab.g_02703
OG0000455	Prar.g_00103	Syab.g_02704
OG0000456	Prar.g_00102	Syab.g_02705
OG0000457	Prar.g_00101	Syab.g_02707
OG0000458	Prar.g_00100	Syab.g_02708
OG0000459	Prar.g_00099	Syab.g_02709
OG0000460	Prar.g_00092	Syab.g_02372
OG0000461	Prar.g_00085	Syab.g_00356
OG0000462	Prar.g_00083	Syab.g_00352
OG0000463	Prar.g_00082	Syab.g_00351
OG0000464	Prar.g_00081	Syab.g_00350
OG0000465	Prar.g_00080	Syab.g_00349
OG0000466	Prar.g_00077	Syab.g_00343
OG0000467	Prar.g_00076	Syab.g_00341
OG0000468	Prar.g_00334	Syab.g_00336
OG0000469	Prar.g_00325	Syab.g_00318
OG0000470	Prar.g_00323	Syab.g_00316
OG0000471	Prar.g_00322	Syab.g_00315
OG0000472	Prar.g_00321	Syab.g_00313
OG0000473	Prar.g_00319	Syab.g_00311
OG0000474	Prar.g_00318	Syab.g_00310
OG0000475	Prar.g_00317	Syab.g_00309
OG0000476	Prar.g_00316	Syab.g_00307
OG0000477	Prar.g_00312	Syab.g_00301
OG0000478	Prar.g_00311	Syab.g_00300
OG0000479	Prar.g_00310	Syab.g_00299
OG0000480	Prar.g_00305	Syab.g_00292
OG0000481	Prar.g_00303	Syab.g_00290
OG0000482	Prar.g_00302	Syab.g_00289
OG0000483	Prar.g_00299	Syab.g_00285
OG0000484	Prar.g_00298	Syab.g_00284
OG0000485	Prar.g_00297	Syab.g_00283
OG0000486	Prar.g_00296	Syab.g_00282
OG0000487	Prar.g_00292	Syab.g_00276
OG0000488	Prar.g_00289	Syab.g_00272
OG0000489	Prar.g_00284	Syab.g_00256
OG0000490	Prar.g_00279	Syab.g_00247
OG0000491	Prar.g_00278	Syab.g_00245
OG0000492	Prar.g_00276	Syab.g_00243
OG0000493	Prar.g_00275	Syab.g_00242
OG0000494	Prar.g_00274	Syab.g_00241
OG0000495	Prar.g_00273	Syab.g_00240
OG0000496	Prar.g_00272	Syab.g_00239
OG0000497	Prar.g_00271	Syab.g_00238
OG0000498	Prar.g_00270	Syab.g_00237
OG0000499	Prar.g_00269	Syab.g_00236
OG0000500	Prar.g_00268	Syab.g_00235
OG0000501	Prar.g_00266	Syab.g_00232
OG0000502	Prar.g_00263	Syab.g_00224
OG0000503	Prar.g_00394	Syab.g_00523
OG0000504	Prar.g_00395	Syab.g_00525
OG0000505	Prar.g_00396	Syab.g_00526
OG0000506	Prar.g_00398	Syab.g_00528
OG0000507	Prar.g_00401	Syab.g_00533
OG0000508	Prar.g_00405	Syab.g_00537
OG0000509	Prar.g_00407	Syab.g_00539
OG0000510	Prar.g_00408	Syab.g_00540
OG0000511	Prar.g_00409	Syab.g_00541
OG0000512	Prar.g_00411	Syab.g_00543
OG0000513	Prar.g_00418	Syab.g_00555
OG0000514	Prar.g_00479	Syab.g_00566
OG0000515	Prar.g_00480	Syab.g_00567
OG0000516	Prar.g_00481	Syab.g_00575
OG0000517	Prar.g_00483	Syab.g_00582
OG0000518	Prar.g_00494	Syab.g_00594
OG0000519	Prar.g_00495	Syab.g_00610
OG0000520	Prar.g_00496	Syab.g_00611
OG0000521	Prar.g_00501	Syab.g_00624
OG0000522	Prar.g_00503	Syab.g_00626
OG0000523	Prar.g_00504	Syab.g_00627
OG0000524	Prar.g_00510	Syab.g_00640
OG0000525	Prar.g_00513	Syab.g_00671
OG0000526	Prar.g_00514	Syab.g_00689
OG0000527	Prar.g_00523	Syab.g_00695
OG0000528	Prar.g_00528	Syab.g_02092
OG0000529	Prar.g_00531	Syab.g_02097
OG0000530	Prar.g_00534	Syab.g_02100
OG0000531	Prar.g_00535	Syab.g_02101
OG0000532	Prar.g_00537	Syab.g_02104
OG0000533	Prar.g_00538	Syab.g_02106
OG0000534	Prar.g_00539	Syab.g_02107
OG0000535	Prar.g_00540	Syab.g_02108
OG0000536	Prar.g_00541	Syab.g_02109
OG0000537	Prar.g_00542	Syab.g_02110
OG0000538	Prar.g_01331	Syab.g_02122
OG0000539	Prar.g_01332	Syab.g_02123
OG0000540	Prar.g_01333	Syab.g_02124
OG0000541	Prar.g_01334	Syab.g_02125
OG0000542	Prar.g_01336	Syab.g_02128
OG0000543	Prar.g_01338	Syab.g_02130
OG0000544	Prar.g_01339	Syab.g_02131
OG0000545	Prar.g_01341	Syab.g_02133
OG0000546	Prar.g_01344	Syab.g_02135
OG0000547	Prar.g_01345	Syab.g_02137
OG0000548	Prar.g_01346	Syab.g_02138
OG0000549	Prar.g_01348	Syab.g_02144
OG0000550	Prar.g_01353	Syab.g_02149
OG0000551	Prar.g_01357	Syab.g_02153
OG0000552	Prar.g_01358	Syab.g_02154
OG0000553	Prar.g_01359	Syab.g_02046
OG0000554	Prar.g_01364	Syab.g_02040
OG0000555	Prar.g_01372	Syab.g_02026
OG0000556	Prar.g_01374	Syab.g_02022
OG0000557	Prar.g_01375	Syab.g_02019
OG0000558	Prar.g_01377	Syab.g_02016
OG0000559	Prar.g_01381	Syab.g_02012
OG0000560	Prar.g_01384	Syab.g_02009
OG0000561	Prar.g_01385	Syab.g_02008
OG0000562	Prar.g_01386	Syab.g_02007
OG0000563	Prar.g_01387	Syab.g_02006
OG0000564	Prar.g_01388	Syab.g_02005
OG0000565	Prar.g_01391	Syab.g_02001
OG0000566	Prar.g_01393	Syab.g_01997
OG0000567	Prar.g_01397	Syab.g_01993
OG0000568	Prar.g_01398	Syab.g_01991
OG0000569	Prar.g_01399	Syab.g_01990
OG0000570	Prar.g_01400	Syab.g_01989
OG0000571	Prar.g_01402	Syab.g_01986
OG0000572	Prar.g_01415	Syab.g_01969
OG0000573	Prar.g_01422	Syab.g_01960
OG0000574	Prar.g_01423	Syab.g_01959
OG0000575	Prar.g_01427	Syab.g_01954
OG0000576	Prar.g_01429	Syab.g_01952
OG0000577	Prar.g_01430	Syab.g_01951
