Orthogroup	Species	Prbn	Orthologs
OG0000001	Prbc	Prbn.g_01483	Prbc.g_01920
OG0000001	Praj	Prbn.g_01483	Praj.g_00832
OG0000001	Prbb	Prbn.g_01483	Prbb.g_00844
OG0000001	Prbm	Prbn.g_01483	Prbm.g_00874
OG0000001	Pral	Prbn.g_01483	Pral.g_01549
OG0000001	Prat	Prbn.g_01483	Prat.g_00977
OG0000001	Pram	Prbn.g_01483	Pram.g_00873
OG0000001	Prbh	Prbn.g_01483	Prbh.g_01016
OG0000001	Prak	Prbn.g_01483	Prak.g_00908
OG0000001	Prap	Prbn.g_01483	Prap.g_00720
OG0000001	Prbg	Prbn.g_01483	Prbg.g_01222
OG0000001	Prbe	Prbn.g_01483	Prbe.g_01285
OG0000001	Prbf	Prbn.g_01483	Prbf.g_01182
OG0000001	Pral	Prbn.g_01478	Pral.g_01554
OG0000001	Pram	Prbn.g_01478	Pram.g_00879
OG0000001	Prbh	Prbn.g_01478	Prbh.g_01022
OG0000001	Prbg	Prbn.g_01478	Prbg.g_01227
OG0000001	Prbf	Prbn.g_01478	Prbf.g_01177
OG0000001	Prak	Prbn.g_01478	Prak.g_00913
OG0000001	Prbe	Prbn.g_01478	Prbe.g_01290
OG0000001	Prap	Prbn.g_01478	Prap.g_00715
OG0000001	Prbk	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prbk.g_01649
OG0000001	Prbj	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prbj.g_00030
OG0000001	Prbl	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prbl.g_01092
OG0000001	Praf	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Praf.g_00948
OG0000001	Prah	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prah.g_01226
OG0000001	Praa	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Praa.g_00678
OG0000001	Prbi	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prbi.g_00681
OG0000001	Prax	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prax.g_00964
OG0000001	Prae	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prae.g_00652
OG0000001	Praq	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Praq.g_00807
OG0000001	Prac	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prac.g_00693
OG0000001	Prar	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prar.g_01508
OG0000001	Pras	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Pras.g_01554
OG0000001	Prau	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prau.g_00718
OG0000001	Prad	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prad.g_01252
OG0000001	Prba	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prba.g_01639
OG0000001	Praz	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Praz.g_01652
OG0000001	Pray	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Pray.g_01085
OG0000001	Prao	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prao.g_00116
OG0000001	Prbd	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prbd.g_00566
OG0000001	Pran	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Pran.g_01500
OG0000001	Prab	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prab.g_00683
OG0000001	Prai	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prai.g_00707
OG0000001	Prav	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prav.g_01276
OG0000001	Prag	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Prag.g_00656
OG0000001	Praw	Prbn.g_01586, Prbn.g_00879, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154	Praw.g_01844
OG0000001	Prbm	Prbn.g_01586	Prbm.g_00712
OG0000001	Prbb	Prbn.g_01586	Prbb.g_00683
OG0000001	Praj	Prbn.g_01586	Praj.g_00670
OG0000001	Prbc	Prbn.g_01586	Prbc.g_01759
OG0000001	Pral	Prbn.g_01586	Pral.g_01764
OG0000001	Prat	Prbn.g_01586	Prat.g_00751
OG0000001	Prbh	Prbn.g_01586	Prbh.g_00912
OG0000001	Pram	Prbn.g_01586	Pram.g_00768
OG0000001	Prap	Prbn.g_01586	Prap.g_00823
OG0000001	Prak	Prbn.g_01586	Prak.g_00805
OG0000001	Prbe	Prbn.g_01586	Prbe.g_00452
OG0000001	Prbf	Prbn.g_01586	Prbf.g_01285
OG0000001	Prbg	Prbn.g_01586	Prbg.g_01119
OG0000001	Praj	Prbn.g_00879	Praj.g_01492
OG0000001	Prbb	Prbn.g_00879	Prbb.g_01549
OG0000001	Prbc	Prbn.g_00879	Prbc.g_01478
OG0000001	Prbm	Prbn.g_00879	Prbm.g_01581
OG0000001	Prbh	Prbn.g_00879	Prbh.g_00199
OG0000001	Pram	Prbn.g_00879	Pram.g_01278
OG0000001	Pral	Prbn.g_00879	Pral.g_01052
OG0000001	Prat	Prbn.g_00879	Prat.g_01462
OG0000001	Prbg	Prbn.g_00879	Prbg.g_00694
OG0000001	Prak	Prbn.g_00879	Prak.g_01494
OG0000001	Prbf	Prbn.g_00879	Prbf.g_00260
OG0000001	Prap	Prbn.g_00879	Prap.g_00224
OG0000001	Prbe	Prbn.g_00879	Prbe.g_00208
OG0000001	Prbb	Prbn.g_01159	Prbb.g_01546
OG0000001	Prbc	Prbn.g_01159	Prbc.g_01475
OG0000001	Praj	Prbn.g_01159	Praj.g_01489
OG0000001	Prbm	Prbn.g_01159	Prbm.g_01578
OG0000001	Pral	Prbn.g_01159	Pral.g_01340
OG0000001	Prat	Prbn.g_01159	Prat.g_01184
OG0000001	Pram	Prbn.g_01159	Pram.g_01170
OG0000001	Prbh	Prbn.g_01159	Prbh.g_01313
OG0000001	Prap	Prbn.g_01159	Prap.g_00486
OG0000001	Prbg	Prbn.g_01159	Prbg.g_01516
OG0000001	Prak	Prbn.g_01159	Prak.g_01202
OG0000001	Prbf	Prbn.g_01159	Prbf.g_00888
OG0000001	Prbe	Prbn.g_01159	Prbe.g_01579
OG0000001	Prbm	Prbn.g_01234, Prbn.g_01161	Prbm.g_01577
OG0000001	Prbb	Prbn.g_01234, Prbn.g_01161	Prbb.g_01545
OG0000001	Prbc	Prbn.g_01234, Prbn.g_01161	Prbc.g_01474
OG0000001	Praj	Prbn.g_01234, Prbn.g_01161	Praj.g_01488
OG0000001	Pram	Prbn.g_01234	Pram.g_01471
OG0000001	Prbh	Prbn.g_01234	Prbh.g_00006
OG0000001	Prat	Prbn.g_01234	Prat.g_01487
OG0000001	Pral	Prbn.g_01234	Pral.g_00430
OG0000001	Prbf	Prbn.g_01234	Prbf.g_00089
OG0000001	Prap	Prbn.g_01234	Prap.g_01946
OG0000001	Prak	Prbn.g_01234	Prak.g_01323
OG0000001	Prbg	Prbn.g_01234	Prbg.g_00523
OG0000001	Prbe	Prbn.g_01234	Prbe.g_00379
OG0000001	Pral	Prbn.g_01161	Pral.g_01342
OG0000001	Prat	Prbn.g_01161	Prat.g_01182
OG0000001	Pram	Prbn.g_01161	Pram.g_01168
OG0000001	Prbh	Prbn.g_01161	Prbh.g_01311
OG0000001	Prap	Prbn.g_01161	Prap.g_00484
OG0000001	Prbg	Prbn.g_01161	Prbg.g_01514
OG0000001	Prak	Prbn.g_01161	Prak.g_01200
OG0000001	Prbf	Prbn.g_01161	Prbf.g_00890
OG0000001	Prbe	Prbn.g_01161	Prbe.g_01577
OG0000001	Prbm	Prbn.g_01154	Prbm.g_01582, Prbm.g_01576
OG0000001	Prbb	Prbn.g_01154	Prbb.g_01550, Prbb.g_01544
OG0000001	Praj	Prbn.g_01154	Praj.g_01493, Praj.g_01487
OG0000001	Prbc	Prbn.g_01154	Prbc.g_01479, Prbc.g_01473
OG0000001	Prat	Prbn.g_01154	Prat.g_01187
OG0000001	Pral	Prbn.g_01154	Pral.g_01337
OG0000001	Prbh	Prbn.g_01154	Prbh.g_01317
OG0000001	Pram	Prbn.g_01154	Pram.g_01174
OG0000001	Prbe	Prbn.g_01154	Prbe.g_01584
OG0000001	Prak	Prbn.g_01154	Prak.g_01207
OG0000001	Prbf	Prbn.g_01154	Prbf.g_00883
OG0000001	Prap	Prbn.g_01154	Prap.g_00491
OG0000001	Prbg	Prbn.g_01154	Prbg.g_01521
OG0000002	Prad	Prbn.g_01923	Prad.g_01994, Prad.g_01434
OG0000002	Prac	Prbn.g_01923	Prac.g_00925, Prac.g_00924
OG0000002	Prar	Prbn.g_01923	Prar.g_01203, Prar.g_01202
OG0000002	Praq	Prbn.g_01923	Praq.g_01393, Praq.g_01394
OG0000002	Pras	Prbn.g_01923	Pras.g_00541, Pras.g_00118, Pras.g_00120
OG0000002	Praw	Prbn.g_01923	Praw.g_00497, Praw.g_01739, Praw.g_01951
OG0000002	Prag	Prbn.g_01923	Prag.g_01651, Prag.g_00764, Prag.g_01215, Prag.g_01216
OG0000002	Prav	Prbn.g_01923	Prav.g_01734, Prav.g_00962, Prav.g_01820, Prav.g_02007
OG0000002	Prao	Prbn.g_01923	Prao.g_01529, Prao.g_01852
OG0000002	Prbd	Prbn.g_01923	Prbd.g_01930
OG0000002	Prax	Prbn.g_01923	Prax.g_00522
OG0000002	Prab	Prbn.g_01923	Prab.g_00788, Prab.g_01281, Prab.g_01279
OG0000002	Pran	Prbn.g_01923	Pran.g_01395
OG0000002	Prae	Prbn.g_01923	Prae.g_01236, Prae.g_01224, Prae.g_01223
OG0000002	Praz	Prbn.g_01923	Praz.g_01939, Praz.g_01940
OG0000002	Prba	Prbn.g_01923	Prba.g_01081, Prba.g_01080
OG0000002	Pray	Prbn.g_01923	Pray.g_00247, Pray.g_00246
OG0000002	Praa	Prbn.g_01923	Praa.g_01222, Praa.g_01220
OG0000002	Prau	Prbn.g_01923	Prau.g_01267, Prau.g_01269
OG0000002	Prai	Prbn.g_01923	Prai.g_01236
OG0000002	Prbi	Prbn.g_01923	Prbi.g_01270
OG0000002	Prbm	Prbn.g_01923	Prbm.g_01940, Prbm.g_00496, Prbm.g_01426
OG0000002	Prbb	Prbn.g_01923	Prbb.g_01915, Prbb.g_00474, Prbb.g_01157
OG0000002	Praj	Prbn.g_01923	Praj.g_01861, Praj.g_00463, Praj.g_01112
OG0000002	Prbc	Prbn.g_01923	Prbc.g_00925, Prbc.g_01530
OG0000002	Prbl	Prbn.g_01923	Prbl.g_02599
OG0000002	Prat	Prbn.g_01923	Prat.g_00851
OG0000002	Pral	Prbn.g_01923	Pral.g_01296, Pral.g_01671
OG0000002	Pram	Prbn.g_01923	Pram.g_00719
OG0000002	Prbh	Prbn.g_01923	Prbh.g_00863
OG0000002	Prbg	Prbn.g_01923	Prbg.g_01069
OG0000002	Prak	Prbn.g_01923	Prak.g_00755
OG0000002	Prap	Prbn.g_01923	Prap.g_00653
OG0000002	Prbe	Prbn.g_01923	Prbe.g_00112
OG0000002	Prbf	Prbn.g_01923	Prbf.g_00831
OG0000002	Prbj	Prbn.g_01213	Prbj.g_00169, Prbj.g_00672, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690
OG0000002	Prbl	Prbn.g_01213	Prbl.g_00121, Prbl.g_00725, Prbl.g_00808, Prbl.g_02598, Prbl.g_02578
OG0000002	Prbk	Prbn.g_01213	Prbk.g_00170, Prbk.g_01196, Prbk.g_00561, Prbk.g_02701, Prbk.g_00630
OG0000002	Prah	Prbn.g_01213	Prah.g_01343, Prah.g_00324, Prah.g_01159, Prah.g_02270, Prah.g_00896
OG0000002	Praf	Prbn.g_01213	Praf.g_01896, Praf.g_00818, Praf.g_01895, Praf.g_01031, Praf.g_02422, Praf.g_01293
OG0000002	Prbh	Prbn.g_01213	Prbh.g_00001
OG0000002	Pral	Prbn.g_01213	Pral.g_01236
OG0000002	Prat	Prbn.g_01213	Prat.g_01286, Prat.g_01285
OG0000002	Pram	Prbn.g_01213	Pram.g_01953, Pram.g_01954
OG0000002	Prai	Prbn.g_01213	Prai.g_01356, Prai.g_01235
OG0000002	Praz	Prbn.g_01213	Praz.g_01154
OG0000002	Prba	Prbn.g_01213	Prba.g_00211
OG0000002	Pray	Prbn.g_01213	Pray.g_01844
OG0000002	Prad	Prbn.g_01213	Prad.g_00609
OG0000002	Praq	Prbn.g_01213	Praq.g_00160
OG0000002	Prar	Prbn.g_01213	Prar.g_00926
OG0000002	Prac	Prbn.g_01213	Prac.g_00202
OG0000002	Prbd	Prbn.g_01213	Prbd.g_01779
OG0000002	Praa	Prbn.g_01213	Praa.g_01351
OG0000002	Prae	Prbn.g_01213	Prae.g_01353
OG0000002	Pras	Prbn.g_01213	Pras.g_00235
OG0000002	Prau	Prbn.g_01213	Prau.g_01394
OG0000002	Praw	Prbn.g_01213	Praw.g_01000
OG0000002	Prag	Prbn.g_01213	Prag.g_01374
OG0000002	Prav	Prbn.g_01213	Prav.g_01458
OG0000002	Prao	Prbn.g_01213	Prao.g_01254
OG0000002	Prbi	Prbn.g_01213	Prbi.g_01424
OG0000002	Prax	Prbn.g_01213	Prax.g_01878
OG0000002	Praj	Prbn.g_01213	Praj.g_01549
OG0000002	Prbm	Prbn.g_01213	Prbm.g_01633
OG0000002	Prbc	Prbn.g_01213	Prbc.g_00588
OG0000002	Prbb	Prbn.g_01213	Prbb.g_01611
OG0000002	Prbg	Prbn.g_01213	Prbg.g_00502
OG0000002	Prak	Prbn.g_01213	Prak.g_01302
OG0000002	Prbe	Prbn.g_01213	Prbe.g_00400
OG0000002	Prbf	Prbn.g_01213	Prbf.g_00068
OG0000002	Prap	Prbn.g_01213	Prap.g_01925
OG0000004	Prab	Prbn.g_01151	Prab.g_01308, Prab.g_00917, Prab.g_01619
OG0000004	Pran	Prbn.g_01151	Pran.g_00894, Pran.g_00580
OG0000004	Prbi	Prbn.g_01151	Prbi.g_01371, Prbi.g_01710
OG0000004	Prao	Prbn.g_01151	Prao.g_01296, Prao.g_01518
OG0000004	Prag	Prbn.g_01151	Prag.g_01333, Prag.g_01610, Prag.g_01649
OG0000004	Praa	Prbn.g_01151	Praa.g_01298, Praa.g_01599, Praa.g_00413
OG0000004	Prax	Prbn.g_01151	Prax.g_01919, Prax.g_01606, Prax.g_00494
OG0000004	Praw	Prbn.g_01151	Praw.g_00959, Praw.g_00457, Praw.g_00495
OG0000004	Prbd	Prbn.g_01151	Prbd.g_01835, Prbd.g_01567
OG0000004	Prav	Prbn.g_01151	Prav.g_01698, Prav.g_01413, Prav.g_01019
OG0000004	Prar	Prbn.g_01151	Prar.g_00973, Prar.g_00727
OG0000004	Praq	Prbn.g_01151	Praq.g_00115, Praq.g_00028
OG0000004	Prac	Prbn.g_01151	Prac.g_00157, Prac.g_00290
OG0000004	Prae	Prbn.g_01151	Prae.g_01308, Prae.g_01581
OG0000004	Prba	Prbn.g_01151	Prba.g_01172, Prba.g_00268
OG0000004	Praz	Prbn.g_01151	Praz.g_01200, Praz.g_00920
OG0000004	Pray	Prbn.g_01151	Pray.g_01890, Pray.g_01602
OG0000004	Prad	Prbn.g_01151	Prad.g_00350, Prad.g_00389
OG0000004	Prau	Prbn.g_01151	Prau.g_01350, Prau.g_01650, Prau.g_01300
OG0000004	Pras	Prbn.g_01151	Pras.g_00182, Pras.g_00471, Pras.g_00136
OG0000004	Prai	Prbn.g_01151	Prai.g_01314, Prai.g_01596, Prai.g_01774, Prai.g_00907
OG0000004	Praj	Prbn.g_01151	Praj.g_01099, Praj.g_00415, Praj.g_01274, Praj.g_01204, Praj.g_01311, Praj.g_01737
OG0000004	Prbc	Prbn.g_01151	Prbc.g_00609, Prbc.g_00812
OG0000004	Prbm	Prbn.g_01151	Prbm.g_01140, Prbm.g_00433, Prbm.g_01231, Prbm.g_01313, Prbm.g_01384, Prbm.g_01814
OG0000004	Prbb	Prbn.g_01151	Prbb.g_01144, Prbb.g_00429, Prbb.g_01321, Prbb.g_01356, Prbb.g_01246, Prbb.g_01792
OG0000004	Praf	Prbn.g_01151	Praf.g_00814
OG0000004	Prah	Prbn.g_01151	Prah.g_01347
OG0000004	Prbl	Prbn.g_01151	Prbl.g_00117
OG0000004	Prbj	Prbn.g_01151	Prbj.g_00165
OG0000004	Prbk	Prbn.g_01151	Prbk.g_00166
OG0000004	Prat	Prbn.g_01151	Prat.g_01190
OG0000004	Pral	Prbn.g_01151	Pral.g_01332
OG0000004	Pram	Prbn.g_01151	Pram.g_01176
OG0000004	Prbh	Prbn.g_01151	Prbh.g_01319
OG0000004	Prbg	Prbn.g_01151	Prbg.g_01524
OG0000004	Prap	Prbn.g_01151	Prap.g_00494
OG0000004	Prbe	Prbn.g_01151	Prbe.g_01587
OG0000004	Prak	Prbn.g_01151	Prak.g_01210
