Orthogroup	Species	Prak	Orthologs
OG0000001	Prav	Prak.g_00908, Prak.g_00913	Prav.g_01466
OG0000001	Prbk	Prak.g_00908, Prak.g_00913	Prbk.g_02574
OG0000001	Prbj	Prak.g_00908, Prak.g_00913	Prbj.g_02517
OG0000001	Prbl	Prak.g_00908, Prak.g_00913	Prbl.g_01582
OG0000001	Prah	Prak.g_00908, Prak.g_00913	Prah.g_00562
OG0000001	Praf	Prak.g_00908, Prak.g_00913	Praf.g_01631
OG0000001	Prbc	Prak.g_00908	Prbc.g_01920
OG0000001	Praj	Prak.g_00908	Praj.g_00832
OG0000001	Prbb	Prak.g_00908	Prbb.g_00844
OG0000001	Prbm	Prak.g_00908	Prbm.g_00874
OG0000001	Pral	Prak.g_00908	Pral.g_01549
OG0000001	Prat	Prak.g_00908	Prat.g_00977
OG0000001	Pram	Prak.g_00908	Pram.g_00873
OG0000001	Prbh	Prak.g_00908	Prbh.g_01016
OG0000001	Prap	Prak.g_00908	Prap.g_00720
OG0000001	Prbg	Prak.g_00908	Prbg.g_01222
OG0000001	Prbn	Prak.g_00908	Prbn.g_01483
OG0000001	Prbe	Prak.g_00908	Prbe.g_01285
OG0000001	Prbf	Prak.g_00908	Prbf.g_01182
OG0000001	Pral	Prak.g_00913	Pral.g_01554
OG0000001	Pram	Prak.g_00913	Pram.g_00879
OG0000001	Prbh	Prak.g_00913	Prbh.g_01022
OG0000001	Prbn	Prak.g_00913	Prbn.g_01478
OG0000001	Prbg	Prak.g_00913	Prbg.g_01227
OG0000001	Prbf	Prak.g_00913	Prbf.g_01177
OG0000001	Prbe	Prak.g_00913	Prbe.g_01290
OG0000001	Prap	Prak.g_00913	Prap.g_00715
OG0000001	Prbk	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prbk.g_01649
OG0000001	Prbj	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prbj.g_00030
OG0000001	Prbl	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prbl.g_01092
OG0000001	Praf	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Praf.g_00948
OG0000001	Prah	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prah.g_01226
OG0000001	Praa	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Praa.g_00678
OG0000001	Prbi	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prbi.g_00681
OG0000001	Prax	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prax.g_00964
OG0000001	Prae	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prae.g_00652
OG0000001	Praq	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Praq.g_00807
OG0000001	Prac	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prac.g_00693
OG0000001	Prar	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prar.g_01508
OG0000001	Pras	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Pras.g_01554
OG0000001	Prau	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prau.g_00718
OG0000001	Prad	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prad.g_01252
OG0000001	Prba	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prba.g_01639
OG0000001	Praz	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Praz.g_01652
OG0000001	Pray	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Pray.g_01085
OG0000001	Prao	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prao.g_00116
OG0000001	Prbd	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prbd.g_00566
OG0000001	Pran	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Pran.g_01500
OG0000001	Prab	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prab.g_00683
OG0000001	Prai	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prai.g_00707
OG0000001	Prav	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prav.g_01276
OG0000001	Prag	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Prag.g_00656
OG0000001	Praw	Prak.g_00805, Prak.g_01494, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207	Praw.g_01844
OG0000001	Prbm	Prak.g_00805	Prbm.g_00712
OG0000001	Prbb	Prak.g_00805	Prbb.g_00683
OG0000001	Praj	Prak.g_00805	Praj.g_00670
OG0000001	Prbc	Prak.g_00805	Prbc.g_01759
OG0000001	Pral	Prak.g_00805	Pral.g_01764
OG0000001	Prat	Prak.g_00805	Prat.g_00751
OG0000001	Prbh	Prak.g_00805	Prbh.g_00912
OG0000001	Pram	Prak.g_00805	Pram.g_00768
OG0000001	Prbn	Prak.g_00805	Prbn.g_01586
OG0000001	Prap	Prak.g_00805	Prap.g_00823
OG0000001	Prbe	Prak.g_00805	Prbe.g_00452
OG0000001	Prbf	Prak.g_00805	Prbf.g_01285
OG0000001	Prbg	Prak.g_00805	Prbg.g_01119
OG0000001	Praj	Prak.g_01494	Praj.g_01492
OG0000001	Prbb	Prak.g_01494	Prbb.g_01549
OG0000001	Prbc	Prak.g_01494	Prbc.g_01478
OG0000001	Prbm	Prak.g_01494	Prbm.g_01581
OG0000001	Prbh	Prak.g_01494	Prbh.g_00199
OG0000001	Pram	Prak.g_01494	Pram.g_01278
OG0000001	Pral	Prak.g_01494	Pral.g_01052
OG0000001	Prat	Prak.g_01494	Prat.g_01462
OG0000001	Prbg	Prak.g_01494	Prbg.g_00694
OG0000001	Prbn	Prak.g_01494	Prbn.g_00879
OG0000001	Prbf	Prak.g_01494	Prbf.g_00260
OG0000001	Prap	Prak.g_01494	Prap.g_00224
OG0000001	Prbe	Prak.g_01494	Prbe.g_00208
OG0000001	Prbb	Prak.g_01202	Prbb.g_01546
OG0000001	Prbc	Prak.g_01202	Prbc.g_01475
OG0000001	Praj	Prak.g_01202	Praj.g_01489
OG0000001	Prbm	Prak.g_01202	Prbm.g_01578
OG0000001	Pral	Prak.g_01202	Pral.g_01340
OG0000001	Prat	Prak.g_01202	Prat.g_01184
OG0000001	Pram	Prak.g_01202	Pram.g_01170
OG0000001	Prbh	Prak.g_01202	Prbh.g_01313
OG0000001	Prap	Prak.g_01202	Prap.g_00486
OG0000001	Prbg	Prak.g_01202	Prbg.g_01516
OG0000001	Prbn	Prak.g_01202	Prbn.g_01159
OG0000001	Prbf	Prak.g_01202	Prbf.g_00888
OG0000001	Prbe	Prak.g_01202	Prbe.g_01579
OG0000001	Prbm	Prak.g_01323, Prak.g_01200	Prbm.g_01577
OG0000001	Prbb	Prak.g_01323, Prak.g_01200	Prbb.g_01545
OG0000001	Prbc	Prak.g_01323, Prak.g_01200	Prbc.g_01474
OG0000001	Praj	Prak.g_01323, Prak.g_01200	Praj.g_01488
OG0000001	Pram	Prak.g_01323	Pram.g_01471
OG0000001	Prbh	Prak.g_01323	Prbh.g_00006
OG0000001	Prat	Prak.g_01323	Prat.g_01487
OG0000001	Pral	Prak.g_01323	Pral.g_00430
OG0000001	Prbf	Prak.g_01323	Prbf.g_00089
OG0000001	Prbn	Prak.g_01323	Prbn.g_01234
OG0000001	Prap	Prak.g_01323	Prap.g_01946
OG0000001	Prbg	Prak.g_01323	Prbg.g_00523
OG0000001	Prbe	Prak.g_01323	Prbe.g_00379
OG0000001	Pral	Prak.g_01200	Pral.g_01342
OG0000001	Prat	Prak.g_01200	Prat.g_01182
OG0000001	Pram	Prak.g_01200	Pram.g_01168
OG0000001	Prbh	Prak.g_01200	Prbh.g_01311
OG0000001	Prap	Prak.g_01200	Prap.g_00484
OG0000001	Prbg	Prak.g_01200	Prbg.g_01514
OG0000001	Prbn	Prak.g_01200	Prbn.g_01161
OG0000001	Prbf	Prak.g_01200	Prbf.g_00890
OG0000001	Prbe	Prak.g_01200	Prbe.g_01577
OG0000001	Prbm	Prak.g_01207	Prbm.g_01582, Prbm.g_01576
OG0000001	Prbb	Prak.g_01207	Prbb.g_01550, Prbb.g_01544
OG0000001	Praj	Prak.g_01207	Praj.g_01493, Praj.g_01487
OG0000001	Prbc	Prak.g_01207	Prbc.g_01479, Prbc.g_01473
OG0000001	Prat	Prak.g_01207	Prat.g_01187
OG0000001	Pral	Prak.g_01207	Pral.g_01337
OG0000001	Prbh	Prak.g_01207	Prbh.g_01317
OG0000001	Pram	Prak.g_01207	Pram.g_01174
OG0000001	Prbe	Prak.g_01207	Prbe.g_01584
OG0000001	Prbf	Prak.g_01207	Prbf.g_00883
OG0000001	Prbn	Prak.g_01207	Prbn.g_01154
OG0000001	Prap	Prak.g_01207	Prap.g_00491
OG0000001	Prbg	Prak.g_01207	Prbg.g_01521
OG0000002	Prad	Prak.g_00755	Prad.g_01994, Prad.g_01434
OG0000002	Prac	Prak.g_00755	Prac.g_00925, Prac.g_00924
OG0000002	Prar	Prak.g_00755	Prar.g_01203, Prar.g_01202
OG0000002	Praq	Prak.g_00755	Praq.g_01393, Praq.g_01394
OG0000002	Pras	Prak.g_00755	Pras.g_00541, Pras.g_00118, Pras.g_00120
OG0000002	Praw	Prak.g_00755	Praw.g_00497, Praw.g_01739, Praw.g_01951
OG0000002	Prag	Prak.g_00755	Prag.g_01651, Prag.g_00764, Prag.g_01215, Prag.g_01216
OG0000002	Prav	Prak.g_00755	Prav.g_01734, Prav.g_00962, Prav.g_01820, Prav.g_02007
OG0000002	Prao	Prak.g_00755	Prao.g_01529, Prao.g_01852
OG0000002	Prbd	Prak.g_00755	Prbd.g_01930
OG0000002	Prax	Prak.g_00755	Prax.g_00522
OG0000002	Prab	Prak.g_00755	Prab.g_00788, Prab.g_01281, Prab.g_01279
OG0000002	Pran	Prak.g_00755	Pran.g_01395
OG0000002	Prae	Prak.g_00755	Prae.g_01236, Prae.g_01224, Prae.g_01223
OG0000002	Praz	Prak.g_00755	Praz.g_01939, Praz.g_01940
OG0000002	Prba	Prak.g_00755	Prba.g_01081, Prba.g_01080
OG0000002	Pray	Prak.g_00755	Pray.g_00247, Pray.g_00246
OG0000002	Praa	Prak.g_00755	Praa.g_01222, Praa.g_01220
OG0000002	Prau	Prak.g_00755	Prau.g_01267, Prau.g_01269
OG0000002	Prai	Prak.g_00755	Prai.g_01236
OG0000002	Prbi	Prak.g_00755	Prbi.g_01270
OG0000002	Prbm	Prak.g_00755	Prbm.g_01940, Prbm.g_00496, Prbm.g_01426
OG0000002	Prbb	Prak.g_00755	Prbb.g_01915, Prbb.g_00474, Prbb.g_01157
OG0000002	Praj	Prak.g_00755	Praj.g_01861, Praj.g_00463, Praj.g_01112
OG0000002	Prbc	Prak.g_00755	Prbc.g_00925, Prbc.g_01530
OG0000002	Prbl	Prak.g_00755	Prbl.g_02599
OG0000002	Prat	Prak.g_00755	Prat.g_00851
OG0000002	Pral	Prak.g_00755	Pral.g_01296, Pral.g_01671
OG0000002	Pram	Prak.g_00755	Pram.g_00719
OG0000002	Prbh	Prak.g_00755	Prbh.g_00863
OG0000002	Prbg	Prak.g_00755	Prbg.g_01069
OG0000002	Prap	Prak.g_00755	Prap.g_00653
OG0000002	Prbe	Prak.g_00755	Prbe.g_00112
OG0000002	Prbn	Prak.g_00755	Prbn.g_01923
OG0000002	Prbf	Prak.g_00755	Prbf.g_00831
OG0000002	Prbj	Prak.g_01302	Prbj.g_00169, Prbj.g_00672, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690
OG0000002	Prbl	Prak.g_01302	Prbl.g_00121, Prbl.g_00725, Prbl.g_00808, Prbl.g_02598, Prbl.g_02578
OG0000002	Prbk	Prak.g_01302	Prbk.g_00170, Prbk.g_01196, Prbk.g_00561, Prbk.g_02701, Prbk.g_00630
OG0000002	Prah	Prak.g_01302	Prah.g_01343, Prah.g_00324, Prah.g_01159, Prah.g_02270, Prah.g_00896
OG0000002	Praf	Prak.g_01302	Praf.g_01896, Praf.g_00818, Praf.g_01895, Praf.g_01031, Praf.g_02422, Praf.g_01293
OG0000002	Prbh	Prak.g_01302	Prbh.g_00001
OG0000002	Pral	Prak.g_01302	Pral.g_01236
OG0000002	Prat	Prak.g_01302	Prat.g_01286, Prat.g_01285
OG0000002	Pram	Prak.g_01302	Pram.g_01953, Pram.g_01954
OG0000002	Prai	Prak.g_01302	Prai.g_01356, Prai.g_01235
OG0000002	Praz	Prak.g_01302	Praz.g_01154
OG0000002	Prba	Prak.g_01302	Prba.g_00211
OG0000002	Pray	Prak.g_01302	Pray.g_01844
OG0000002	Prad	Prak.g_01302	Prad.g_00609
OG0000002	Praq	Prak.g_01302	Praq.g_00160
OG0000002	Prar	Prak.g_01302	Prar.g_00926
OG0000002	Prac	Prak.g_01302	Prac.g_00202
OG0000002	Prbd	Prak.g_01302	Prbd.g_01779
OG0000002	Praa	Prak.g_01302	Praa.g_01351
OG0000002	Prae	Prak.g_01302	Prae.g_01353
OG0000002	Pras	Prak.g_01302	Pras.g_00235
OG0000002	Prau	Prak.g_01302	Prau.g_01394
OG0000002	Praw	Prak.g_01302	Praw.g_01000
OG0000002	Prag	Prak.g_01302	Prag.g_01374
OG0000002	Prav	Prak.g_01302	Prav.g_01458
OG0000002	Prao	Prak.g_01302	Prao.g_01254
OG0000002	Prbi	Prak.g_01302	Prbi.g_01424
OG0000002	Prax	Prak.g_01302	Prax.g_01878
OG0000002	Praj	Prak.g_01302	Praj.g_01549
OG0000002	Prbm	Prak.g_01302	Prbm.g_01633
OG0000002	Prbc	Prak.g_01302	Prbc.g_00588
OG0000002	Prbb	Prak.g_01302	Prbb.g_01611
OG0000002	Prbg	Prak.g_01302	Prbg.g_00502
OG0000002	Prbe	Prak.g_01302	Prbe.g_00400
OG0000002	Prbn	Prak.g_01302	Prbn.g_01213
OG0000002	Prbf	Prak.g_01302	Prbf.g_00068
OG0000002	Prap	Prak.g_01302	Prap.g_01925
OG0000004	Prab	Prak.g_01210	Prab.g_01308, Prab.g_00917, Prab.g_01619
OG0000004	Pran	Prak.g_01210	Pran.g_00894, Pran.g_00580
OG0000004	Prbi	Prak.g_01210	Prbi.g_01371, Prbi.g_01710
OG0000004	Prao	Prak.g_01210	Prao.g_01296, Prao.g_01518
OG0000004	Prag	Prak.g_01210	Prag.g_01333, Prag.g_01610, Prag.g_01649
OG0000004	Praa	Prak.g_01210	Praa.g_01298, Praa.g_01599, Praa.g_00413
OG0000004	Prax	Prak.g_01210	Prax.g_01919, Prax.g_01606, Prax.g_00494
OG0000004	Praw	Prak.g_01210	Praw.g_00959, Praw.g_00457, Praw.g_00495
OG0000004	Prbd	Prak.g_01210	Prbd.g_01835, Prbd.g_01567
OG0000004	Prav	Prak.g_01210	Prav.g_01698, Prav.g_01413, Prav.g_01019
OG0000004	Prar	Prak.g_01210	Prar.g_00973, Prar.g_00727
OG0000004	Praq	Prak.g_01210	Praq.g_00115, Praq.g_00028
OG0000004	Prac	Prak.g_01210	Prac.g_00157, Prac.g_00290
OG0000004	Prae	Prak.g_01210	Prae.g_01308, Prae.g_01581
OG0000004	Prba	Prak.g_01210	Prba.g_01172, Prba.g_00268
OG0000004	Praz	Prak.g_01210	Praz.g_01200, Praz.g_00920
OG0000004	Pray	Prak.g_01210	Pray.g_01890, Pray.g_01602
OG0000004	Prad	Prak.g_01210	Prad.g_00350, Prad.g_00389
OG0000004	Prau	Prak.g_01210	Prau.g_01350, Prau.g_01650, Prau.g_01300
OG0000004	Pras	Prak.g_01210	Pras.g_00182, Pras.g_00471, Pras.g_00136
OG0000004	Prai	Prak.g_01210	Prai.g_01314, Prai.g_01596, Prai.g_01774, Prai.g_00907
OG0000004	Praj	Prak.g_01210	Praj.g_01099, Praj.g_00415, Praj.g_01274, Praj.g_01204, Praj.g_01311, Praj.g_01737
OG0000004	Prbc	Prak.g_01210	Prbc.g_00609, Prbc.g_00812
OG0000004	Prbm	Prak.g_01210	Prbm.g_01140, Prbm.g_00433, Prbm.g_01231, Prbm.g_01313, Prbm.g_01384, Prbm.g_01814
OG0000004	Prbb	Prak.g_01210	Prbb.g_01144, Prbb.g_00429, Prbb.g_01321, Prbb.g_01356, Prbb.g_01246, Prbb.g_01792
OG0000004	Praf	Prak.g_01210	Praf.g_00814
OG0000004	Prah	Prak.g_01210	Prah.g_01347
OG0000004	Prbl	Prak.g_01210	Prbl.g_00117
OG0000004	Prbj	Prak.g_01210	Prbj.g_00165
OG0000004	Prbk	Prak.g_01210	Prbk.g_00166
OG0000004	Prat	Prak.g_01210	Prat.g_01190
OG0000004	Pral	Prak.g_01210	Pral.g_01332
OG0000004	Pram	Prak.g_01210	Pram.g_01176
OG0000004	Prbh	Prak.g_01210	Prbh.g_01319
OG0000004	Prbg	Prak.g_01210	Prbg.g_01524
OG0000004	Prap	Prak.g_01210	Prap.g_00494
OG0000004	Prbe	Prak.g_01210	Prbe.g_01587
OG0000004	Prbn	Prak.g_01210	Prbn.g_01151
OG0000004	Prbf	Prak.g_01210	Prbf.g_00880
OG0000005	Prai	Prak.g_01251	Prai.g_01313
OG0000005	Pran	Prak.g_01251	Pran.g_01436
OG0000005	Prab	Prak.g_01251	Prab.g_00747
OG0000005	Prad	Prak.g_01251	Prad.g_01082
OG0000005	Prax	Prak.g_01251	Prax.g_00437
OG0000005	Praa	Prak.g_01251	Praa.g_00742
OG0000005	Prbd	Prak.g_01251	Prbd.g_00038
OG0000005	Prae	Prak.g_01251	Prae.g_00742
OG0000005	Pras	Prak.g_01251	Pras.g_01638
OG0000005	Prau	Prak.g_01251	Prau.g_00792
OG0000005	Prao	Prak.g_01251	Prao.g_00679
OG0000005	Prav	Prak.g_01251	Prav.g_00338
