Orthogroup	Pray	Syae
OG0000153	Pray.g_00530	Syae.g_00394
OG0000154	Pray.g_00558	Syae.g_00420
OG0000155	Pray.g_00043	Syae.g_00885
OG0000156	Pray.g_01881	Syae.g_00945
OG0000157	Pray.g_01880	Syae.g_00946
OG0000158	Pray.g_01787	Syae.g_01858
OG0000160	Pray.g_01721	Syae.g_02650
OG0000161	Pray.g_01715	Syae.g_02644
OG0000162	Pray.g_01709	Syae.g_02638
OG0000163	Pray.g_01675	Syae.g_01092
OG0000164	Pray.g_01535	Syae.g_01198
OG0000165	Pray.g_01528	Syae.g_01021
OG0000166	Pray.g_01270	Syae.g_02085
OG0000167	Pray.g_01337	Syae.g_01874
OG0000168	Pray.g_01347	Syae.g_01856
OG0000169	Pray.g_01357	Syae.g_01841
OG0000170	Pray.g_01359	Syae.g_01834
OG0000171	Pray.g_01379	Syae.g_01810
OG0000172	Pray.g_01388	Syae.g_01788
OG0000173	Pray.g_01403	Syae.g_01770
OG0000174	Pray.g_01431	Syae.g_01610
OG0000175	Pray.g_01441	Syae.g_01679
OG0000176	Pray.g_01465, Pray.g_01466	Syae.g_01716
OG0000177	Pray.g_01467	Syae.g_01717
OG0000178	Pray.g_01468	Syae.g_01718
OG0000179	Pray.g_01478	Syae.g_01733
OG0000180	Pray.g_01479	Syae.g_01734
OG0000181	Pray.g_01480	Syae.g_01735
OG0000182	Pray.g_01481	Syae.g_01736
OG0000183	Pray.g_01485	Syae.g_01740
OG0000184	Pray.g_00237	Syae.g_01554
OG0000185	Pray.g_00234	Syae.g_01551
OG0000186	Pray.g_00225	Syae.g_01279
OG0000187	Pray.g_00224	Syae.g_01280
OG0000188	Pray.g_00207	Syae.g_01323
OG0000189	Pray.g_00193	Syae.g_01350
OG0000190	Pray.g_00192	Syae.g_01352
OG0000191	Pray.g_00172	Syae.g_01384
OG0000192	Pray.g_00168	Syae.g_01390
OG0000193	Pray.g_00143	Syae.g_01429
OG0000194	Pray.g_00140	Syae.g_01432
OG0000195	Pray.g_00138	Syae.g_01434
OG0000196	Pray.g_00642	Syae.g_01444
OG0000197	Pray.g_00643	Syae.g_01445
OG0000198	Pray.g_00644	Syae.g_01446
OG0000199	Pray.g_00651	Syae.g_01454
OG0000200	Pray.g_00665	Syae.g_01471
OG0000201	Pray.g_00673	Syae.g_01487
OG0000202	Pray.g_00674	Syae.g_01488
OG0000203	Pray.g_00675	Syae.g_01489
OG0000204	Pray.g_00676	Syae.g_01490
OG0000205	Pray.g_00683	Syae.g_01497
OG0000206	Pray.g_00688	Syae.g_01504
OG0000207	Pray.g_00690	Syae.g_01506
OG0000208	Pray.g_00691	Syae.g_01507
OG0000209	Pray.g_00700	Syae.g_01528
OG0000210	Pray.g_00701	Syae.g_01529
OG0000212	Pray.g_00721	Syae.g_02244
OG0000213	Pray.g_00738	Syae.g_02003
OG0000214	Pray.g_00747	Syae.g_01986
OG0000215	Pray.g_00771	Syae.g_01955
OG0000216	Pray.g_00772	Syae.g_01951
OG0000217	Pray.g_00775	Syae.g_01947
OG0000218	Pray.g_00777	Syae.g_01945
OG0000219	Pray.g_00778	Syae.g_01944
OG0000220	Pray.g_00779	Syae.g_01943
OG0000221	Pray.g_00780	Syae.g_01937
OG0000222	Pray.g_00788	Syae.g_01926
OG0000223	Pray.g_00801	Syae.g_01904
OG0000224	Pray.g_00803	Syae.g_01897
OG0000225	Pray.g_00824	Syae.g_02208
OG0000226	Pray.g_00828	Syae.g_02212
OG0000227	Pray.g_00830	Syae.g_02214
OG0000228	Pray.g_00833	Syae.g_02218
OG0000229	Pray.g_00926	Syae.g_00994
OG0000230	Pray.g_00928	Syae.g_00992
OG0000231	Pray.g_00939	Syae.g_00980
OG0000232	Pray.g_00948	Syae.g_02496
OG0000233	Pray.g_00953	Syae.g_02504
OG0000234	Pray.g_00966	Syae.g_02532
OG0000235	Pray.g_00969	Syae.g_02308
OG0000236	Pray.g_00983	Syae.g_02323
OG0000237	Pray.g_00997	Syae.g_02340
OG0000238	Pray.g_01003	Syae.g_02345
OG0000239	Pray.g_01016	Syae.g_02360
OG0000240	Pray.g_01017	Syae.g_02361
OG0000241	Pray.g_01021	Syae.g_00065
OG0000242	Pray.g_01023	Syae.g_02372
OG0000243	Pray.g_01218	Syae.g_02391
OG0000244	Pray.g_01215	Syae.g_02399
OG0000245	Pray.g_01213	Syae.g_02401
OG0000246	Pray.g_01209	Syae.g_02405
OG0000247	Pray.g_01199	Syae.g_02416
OG0000248	Pray.g_01197	Syae.g_02419
OG0000249	Pray.g_01195	Syae.g_02421
OG0000250	Pray.g_01190	Syae.g_02431
OG0000251	Pray.g_01172	Syae.g_02455
OG0000252	Pray.g_01169	Syae.g_02458
OG0000253	Pray.g_01168	Syae.g_02459
OG0000254	Pray.g_01152	Syae.g_00021
OG0000255	Pray.g_01146	Syae.g_00041
OG0000256	Pray.g_01136	Syae.g_00058
OG0000257	Pray.g_01133	Syae.g_00064
OG0000258	Pray.g_01120	Syae.g_00083
OG0000259	Pray.g_01103	Syae.g_00608
OG0000260	Pray.g_01100	Syae.g_00603
OG0000261	Pray.g_01098	Syae.g_00600
OG0000262	Pray.g_01094	Syae.g_00595
OG0000263	Pray.g_01082	Syae.g_00671
OG0000264	Pray.g_01072	Syae.g_00761
OG0000265	Pray.g_01040	Syae.g_00932, Syae.g_00226
OG0000266	Pray.g_01030	Syae.g_00457
OG0000267	Pray.g_00274	Syae.g_00304
OG0000268	Pray.g_00275	Syae.g_00308
OG0000269	Pray.g_00343	Syae.g_00526
OG0000270	Pray.g_00346	Syae.g_00523
OG0000271	Pray.g_00354	Syae.g_00515
OG0000272	Pray.g_00355	Syae.g_00514
OG0000273	Pray.g_00378	Syae.g_00825
OG0000274	Pray.g_00379	Syae.g_00826
OG0000275	Pray.g_00382	Syae.g_00832
OG0000276	Pray.g_00387	Syae.g_00839
OG0000277	Pray.g_00388	Syae.g_00840
OG0000278	Pray.g_00391	Syae.g_00843
OG0000279	Pray.g_00398	Syae.g_00851
OG0000280	Pray.g_00399	Syae.g_00877
OG0000281	Pray.g_00404	Syae.g_02057
OG0000282	Pray.g_00454	Syae.g_00573
OG0000283	Pray.g_00488	Syae.g_00321
OG0000284	Pray.g_00493	Syae.g_00327
OG0000285	Pray.g_00498	Syae.g_00340
OG0000286	Pray.g_00510	Syae.g_00359
OG0000288	Pray.g_00557	Syae.g_00419
OG0000289	Pray.g_00568	Syae.g_00433
OG0000290	Pray.g_00581	Syae.g_00796
OG0000291	Pray.g_00583	Syae.g_00794
OG0000292	Pray.g_00632	Syae.g_01705
OG0000293	Pray.g_00073	Syae.g_00938
OG0000294	Pray.g_00072	Syae.g_00937
OG0000295	Pray.g_00051	Syae.g_00893
OG0000296	Pray.g_00049	Syae.g_00891
OG0000297	Pray.g_00041	Syae.g_00645
OG0000298	Pray.g_00040	Syae.g_00646
OG0000299	Pray.g_00023	Syae.g_00680
OG0000300	Pray.g_00020	Syae.g_00686
OG0000301	Pray.g_00019	Syae.g_00687
OG0000302	Pray.g_00017	Syae.g_00691
OG0000303	Pray.g_00010	Syae.g_00700
OG0000304	Pray.g_00006	Syae.g_00706
OG0000305	Pray.g_01837	Syae.g_00791
OG0000306	Pray.g_01834	Syae.g_00277
OG0000307	Pray.g_01820	Syae.g_02290
OG0000308	Pray.g_01819	Syae.g_02288
OG0000309	Pray.g_01815	Syae.g_02283
OG0000310	Pray.g_01737	Syae.g_02687
OG0000311	Pray.g_01735	Syae.g_02682
OG0000312	Pray.g_01732	Syae.g_02664
OG0000313	Pray.g_01718	Syae.g_02647
OG0000314	Pray.g_01695	Syae.g_02618
OG0000315	Pray.g_01685	Syae.g_02609
OG0000316	Pray.g_01665	Syae.g_01118
OG0000317	Pray.g_01561	Syae.g_01160
OG0000318	Pray.g_01558	Syae.g_01164
OG0000319	Pray.g_01545	Syae.g_01181
OG0000320	Pray.g_01543	Syae.g_01183
OG0000321	Pray.g_01542	Syae.g_01184
OG0000322	Pray.g_01541	Syae.g_01185
OG0000323	Pray.g_01532	Syae.g_01200
OG0000324	Pray.g_01506	Syae.g_01049
OG0000325	Pray.g_01235	Syae.g_02033
OG0000326	Pray.g_01241	Syae.g_02040
OG0000327	Pray.g_01265	Syae.g_02080
OG0000328	Pray.g_01266	Syae.g_02081
OG0000329	Pray.g_01283	Syae.g_02099
OG0000330	Pray.g_01284	Syae.g_02100
OG0000331	Pray.g_01285	Syae.g_02101
OG0000332	Pray.g_01299	Syae.g_02116
OG0000333	Pray.g_01301	Syae.g_02119
OG0000334	Pray.g_01309	Syae.g_02128
OG0000335	Pray.g_01314	Syae.g_02132
OG0000336	Pray.g_01318	Syae.g_02136
OG0000337	Pray.g_01335	Syae.g_01879
OG0000338	Pray.g_01336	Syae.g_01876
OG0000339	Pray.g_01340	Syae.g_01869
OG0000340	Pray.g_01348	Syae.g_01855
OG0000341	Pray.g_01350	Syae.g_01853
OG0000342	Pray.g_01351	Syae.g_01852
OG0000343	Pray.g_01352	Syae.g_01848
OG0000344	Pray.g_01355	Syae.g_01843
OG0000345	Pray.g_01360	Syae.g_01833
OG0000346	Pray.g_01365	Syae.g_01828
OG0000347	Pray.g_01381	Syae.g_01805
OG0000348	Pray.g_01391	Syae.g_01781
OG0000349	Pray.g_01408	Syae.g_01763
OG0000350	Pray.g_01427	Syae.g_02047
OG0000351	Pray.g_01444	Syae.g_01684
OG0000352	Pray.g_01445	Syae.g_01685
OG0000353	Pray.g_01460	Syae.g_01711
OG0000355	Pray.g_01462	Syae.g_01713
OG0000356	Pray.g_01463	Syae.g_01714
OG0000357	Pray.g_01464	Syae.g_01715
OG0000358	Pray.g_01469	Syae.g_01719
OG0000359	Pray.g_01470	Syae.g_01721
OG0000360	Pray.g_01471	Syae.g_01722
OG0000361	Pray.g_01472	Syae.g_01723
OG0000362	Pray.g_01474	Syae.g_01725
OG0000363	Pray.g_01476	Syae.g_01727
OG0000364	Pray.g_01477	Syae.g_01728
OG0000365	Pray.g_01482	Syae.g_01737
OG0000366	Pray.g_01483	Syae.g_01738
OG0000367	Pray.g_01484	Syae.g_01739
OG0000368	Pray.g_01486	Syae.g_01741
OG0000369	Pray.g_01487	Syae.g_01742
OG0000370	Pray.g_01488	Syae.g_01743
OG0000371	Pray.g_01494	Syae.g_01751
OG0000372	Pray.g_01497	Syae.g_01756
OG0000373	Pray.g_01498	Syae.g_01757
OG0000374	Pray.g_01499	Syae.g_01758
OG0000375	Pray.g_00243	Syae.g_01759
OG0000376	Pray.g_00241	Syae.g_01761
OG0000377	Pray.g_00238	Syae.g_01561
OG0000378	Pray.g_00236	Syae.g_01553
OG0000379	Pray.g_00233	Syae.g_01550
OG0000380	Pray.g_00223	Syae.g_01281
OG0000381	Pray.g_00219	Syae.g_01285
OG0000382	Pray.g_00208	Syae.g_01322
OG0000383	Pray.g_00206	Syae.g_01324
OG0000384	Pray.g_00205	Syae.g_01325
OG0000385	Pray.g_00204	Syae.g_01326
OG0000386	Pray.g_00203	Syae.g_01327
OG0000387	Pray.g_00190	Syae.g_01354
OG0000388	Pray.g_00187	Syae.g_01358
OG0000389	Pray.g_00183	Syae.g_01362
OG0000390	Pray.g_00176	Syae.g_01378
OG0000391	Pray.g_00173	Syae.g_01383
OG0000392	Pray.g_00169	Syae.g_01389
OG0000393	Pray.g_00167	Syae.g_01392
OG0000394	Pray.g_00166	Syae.g_01393
OG0000395	Pray.g_00165	Syae.g_01394
OG0000396	Pray.g_00162	Syae.g_01397
OG0000397	Pray.g_00160	Syae.g_01400
OG0000398	Pray.g_00158	Syae.g_01405
OG0000399	Pray.g_00157	Syae.g_01406
OG0000400	Pray.g_00156	Syae.g_01407
OG0000401	Pray.g_00155	Syae.g_01408
OG0000402	Pray.g_00153	Syae.g_01410
OG0000403	Pray.g_00152	Syae.g_01411
OG0000404	Pray.g_00151	Syae.g_01412
OG0000405	Pray.g_00147	Syae.g_01426
OG0000406	Pray.g_00142	Syae.g_01430
OG0000407	Pray.g_00141	Syae.g_01431
OG0000408	Pray.g_00139	Syae.g_01433
OG0000409	Pray.g_00137	Syae.g_01435
OG0000410	Pray.g_00136	Syae.g_01436
OG0000411	Pray.g_00635	Syae.g_01437
OG0000412	Pray.g_00636	Syae.g_01438
OG0000413	Pray.g_00637	Syae.g_01440
OG0000415	Pray.g_00639	Syae.g_01441
OG0000416	Pray.g_00640	Syae.g_01442
OG0000417	Pray.g_00641	Syae.g_01443
OG0000418	Pray.g_00646	Syae.g_01448
OG0000419	Pray.g_00648	Syae.g_01450
OG0000420	Pray.g_00649	Syae.g_01452
OG0000421	Pray.g_00654	Syae.g_01457
OG0000422	Pray.g_00655	Syae.g_01458
OG0000423	Pray.g_00656	Syae.g_01459
OG0000424	Pray.g_00657	Syae.g_01460
OG0000425	Pray.g_00658	Syae.g_01461
OG0000426	Pray.g_00659	Syae.g_01462
OG0000427	Pray.g_00660	Syae.g_01463
OG0000428	Pray.g_00662	Syae.g_01466
OG0000429	Pray.g_00663	Syae.g_01468
OG0000430	Pray.g_00664	Syae.g_01470
OG0000431	Pray.g_00666	Syae.g_01473
OG0000432	Pray.g_00669	Syae.g_01481
OG0000433	Pray.g_00670	Syae.g_01484
OG0000434	Pray.g_00671	Syae.g_01485
OG0000435	Pray.g_00672	Syae.g_01486
OG0000436	Pray.g_00677	Syae.g_01491
OG0000437	Pray.g_00678	Syae.g_01492
OG0000438	Pray.g_00679	Syae.g_01493
OG0000439	Pray.g_00681	Syae.g_01495
OG0000440	Pray.g_00682	Syae.g_01496
OG0000441	Pray.g_00685	Syae.g_01501
OG0000442	Pray.g_00686	Syae.g_01502
OG0000443	Pray.g_00687	Syae.g_01503
OG0000444	Pray.g_00692	Syae.g_01509
OG0000445	Pray.g_00693	Syae.g_01510
OG0000446	Pray.g_00694	Syae.g_01512
OG0000447	Pray.g_00695	Syae.g_01517
OG0000448	Pray.g_00696	Syae.g_01518
OG0000449	Pray.g_00697	Syae.g_01519
OG0000450	Pray.g_00698	Syae.g_01525
OG0000451	Pray.g_00699	Syae.g_01526
OG0000452	Pray.g_00702	Syae.g_01530
OG0000453	Pray.g_00703	Syae.g_01531
OG0000454	Pray.g_00704	Syae.g_01532
OG0000455	Pray.g_00705	Syae.g_01533
OG0000456	Pray.g_00706	Syae.g_01534
OG0000457	Pray.g_00707	Syae.g_01536
OG0000458	Pray.g_00708	Syae.g_01538
OG0000459	Pray.g_00709	Syae.g_01539
OG0000460	Pray.g_00716	Syae.g_02236
OG0000461	Pray.g_00723	Syae.g_02024
OG0000462	Pray.g_00725	Syae.g_02021
OG0000463	Pray.g_00726	Syae.g_02020
OG0000464	Pray.g_00727	Syae.g_02019
OG0000465	Pray.g_00728	Syae.g_02018
OG0000466	Pray.g_00731	Syae.g_02014
OG0000467	Pray.g_00732	Syae.g_02012
OG0000468	Pray.g_00734	Syae.g_02007
OG0000469	Pray.g_00742	Syae.g_01992
OG0000470	Pray.g_00744	Syae.g_01990
OG0000471	Pray.g_00745	Syae.g_01989
OG0000472	Pray.g_00746	Syae.g_01987
OG0000473	Pray.g_00748	Syae.g_01985
OG0000474	Pray.g_00749	Syae.g_01984
OG0000475	Pray.g_00750	Syae.g_01983
OG0000476	Pray.g_00751	Syae.g_01981
OG0000477	Pray.g_00754	Syae.g_01975
OG0000478	Pray.g_00755	Syae.g_01974
OG0000479	Pray.g_00756	Syae.g_01973
OG0000480	Pray.g_00761	Syae.g_01966
OG0000481	Pray.g_00763	Syae.g_01964
OG0000482	Pray.g_00764	Syae.g_01963
OG0000483	Pray.g_00767	Syae.g_01959
OG0000484	Pray.g_00768	Syae.g_01958
OG0000485	Pray.g_00769	Syae.g_01957
OG0000486	Pray.g_00770	Syae.g_01956
OG0000487	Pray.g_00773	Syae.g_01950
OG0000488	Pray.g_00776	Syae.g_01946
OG0000489	Pray.g_00781	Syae.g_01936
OG0000490	Pray.g_00786	Syae.g_01928
OG0000491	Pray.g_00787	Syae.g_01927
OG0000492	Pray.g_00789	Syae.g_01925
OG0000493	Pray.g_00790	Syae.g_01924
OG0000494	Pray.g_00791	Syae.g_01923
OG0000495	Pray.g_00792	Syae.g_01922
OG0000496	Pray.g_00793	Syae.g_01921
OG0000497	Pray.g_00794	Syae.g_01920
OG0000498	Pray.g_00795	Syae.g_01919
OG0000499	Pray.g_00796	Syae.g_01918
OG0000500	Pray.g_00797	Syae.g_01917
OG0000501	Pray.g_00799	Syae.g_01914
OG0000502	Pray.g_00802	Syae.g_01902
OG0000503	Pray.g_00812	Syae.g_02192
OG0000504	Pray.g_00813	Syae.g_02194
OG0000505	Pray.g_00814	Syae.g_02195
OG0000506	Pray.g_00816	Syae.g_02197
OG0000507	Pray.g_00819	Syae.g_02203
OG0000508	Pray.g_00823	Syae.g_02207
OG0000509	Pray.g_00825	Syae.g_02209
OG0000510	Pray.g_00826	Syae.g_02210
OG0000511	Pray.g_00827	Syae.g_02211
OG0000512	Pray.g_00829	Syae.g_02213
OG0000513	Pray.g_00836	Syae.g_02223
OG0000514	Pray.g_00921	Syae.g_02229
OG0000515	Pray.g_00922	Syae.g_02230
OG0000516	Pray.g_00923	Syae.g_01000
OG0000517	Pray.g_00925	Syae.g_00995
OG0000518	Pray.g_00936	Syae.g_00983
OG0000519	Pray.g_00937	Syae.g_00982
OG0000520	Pray.g_00938	Syae.g_00981
OG0000521	Pray.g_00943	Syae.g_02491
OG0000522	Pray.g_00945	Syae.g_02493
OG0000523	Pray.g_00946	Syae.g_02494
OG0000524	Pray.g_00951	Syae.g_02501
OG0000525	Pray.g_00954	Syae.g_02520
OG0000526	Pray.g_00955	Syae.g_02523
OG0000527	Pray.g_00963	Syae.g_02528
OG0000528	Pray.g_00968	Syae.g_02304
OG0000529	Pray.g_00971	Syae.g_02310
OG0000530	Pray.g_00974	Syae.g_02313
OG0000531	Pray.g_00975	Syae.g_02314
OG0000532	Pray.g_00977	Syae.g_02317
OG0000533	Pray.g_00978	Syae.g_02318
OG0000534	Pray.g_00979	Syae.g_02319
OG0000535	Pray.g_00980	Syae.g_02320
OG0000536	Pray.g_00981	Syae.g_02321
OG0000537	Pray.g_00982	Syae.g_02322
OG0000538	Pray.g_00991	Syae.g_02333
OG0000539	Pray.g_00992	Syae.g_02334
OG0000540	Pray.g_00993	Syae.g_02335
OG0000541	Pray.g_00994	Syae.g_02336
OG0000542	Pray.g_00996	Syae.g_02339
OG0000543	Pray.g_00998	Syae.g_02341
OG0000544	Pray.g_00999	Syae.g_02342
OG0000545	Pray.g_01001	Syae.g_02344
OG0000546	Pray.g_01004	Syae.g_02346
OG0000547	Pray.g_01006	Syae.g_02348
OG0000548	Pray.g_01007	Syae.g_02349
OG0000549	Pray.g_01009	Syae.g_02354
OG0000550	Pray.g_01014	Syae.g_02358
OG0000551	Pray.g_01018	Syae.g_02363
OG0000552	Pray.g_01019	Syae.g_02364
OG0000553	Pray.g_01020	Syae.g_02366
OG0000554	Pray.g_01227	Syae.g_02375
OG0000555	Pray.g_01219	Syae.g_02390
OG0000556	Pray.g_01217	Syae.g_02394
OG0000557	Pray.g_01216	Syae.g_02398
OG0000558	Pray.g_01214	Syae.g_02400
OG0000559	Pray.g_01210	Syae.g_02404
OG0000560	Pray.g_01207	Syae.g_02407
OG0000561	Pray.g_01206	Syae.g_02408
OG0000562	Pray.g_01205	Syae.g_02409
OG0000563	Pray.g_01204	Syae.g_02410
OG0000564	Pray.g_01203	Syae.g_02411
OG0000565	Pray.g_01200	Syae.g_02414
OG0000566	Pray.g_01198	Syae.g_02418
OG0000567	Pray.g_01194	Syae.g_02422
OG0000568	Pray.g_01193	Syae.g_02427
OG0000569	Pray.g_01192	Syae.g_02428
OG0000570	Pray.g_01191	Syae.g_02429
OG0000571	Pray.g_01189	Syae.g_02433
OG0000572	Pray.g_01176	Syae.g_02448
OG0000573	Pray.g_01171	Syae.g_02456
OG0000574	Pray.g_01170	Syae.g_02457
OG0000575	Pray.g_01166	Syae.g_02461
OG0000576	Pray.g_01164	Syae.g_02463
OG0000577	Pray.g_01163	Syae.g_02464
OG0000578	Pray.g_01162	Syae.g_02465
OG0000579	Pray.g_01161	Syae.g_02466
OG0000580	Pray.g_01160	Syae.g_02467
OG0000581	Pray.g_01158	Syae.g_02473
OG0000582	Pray.g_01155	Syae.g_00018
OG0000583	Pray.g_01154	Syae.g_00019
OG0000584	Pray.g_01153	Syae.g_00020
OG0000585	Pray.g_01151	Syae.g_00022
OG0000586	Pray.g_01150	Syae.g_00023
OG0000587	Pray.g_01149	Syae.g_00025
OG0000588	Pray.g_01145	Syae.g_00043
OG0000589	Pray.g_01142	Syae.g_00047
OG0000590	Pray.g_01141	Syae.g_00048
