Orthogroup	Pray	Praw
OG0000067	Pray.g_00348	Praw.g_01697
OG0000068	Pray.g_01829	Praw.g_01016
OG0000069	Pray.g_01609	Praw.g_00448
OG0000070	Pray.g_00940	Praw.g_00697
OG0000071	Pray.g_01870	Praw.g_00981
OG0000072	Pray.g_00652	Praw.g_01264
OG0000073	Pray.g_00990	Praw.g_00649
OG0000074	Pray.g_01081	Praw.g_01840
OG0000075	Pray.g_01339	Praw.g_00064
OG0000076	Pray.g_01364	Praw.g_00039
OG0000077	Pray.g_00211	Praw.g_01356
OG0000078	Pray.g_00720	Praw.g_01196
OG0000081	Pray.g_01022	Praw.g_00617
OG0000082	Pray.g_01177	Praw.g_01932
OG0000083	Pray.g_00284	Praw.g_01769
OG0000083	Pray.g_01891	Praw.g_00958
OG0000083	Pray.g_00277	Praw.g_01775
OG0000084	Pray.g_01726	Praw.g_01087
OG0000085	Pray.g_01566	Praw.g_00508
OG0000086	Pray.g_00201	Praw.g_01346
OG0000087	Pray.g_00150	Praw.g_01296
OG0000088	Pray.g_00647	Praw.g_01269
OG0000089	Pray.g_00834	Praw.g_00776
OG0000090	Pray.g_01024, Pray.g_01228	Praw.g_00615
OG0000091	Pray.g_01121	Praw.g_01880
OG0000092	Pray.g_00457	Praw.g_01592
OG0000093	Pray.g_00479	Praw.g_01571
OG0000094	Pray.g_00565	Praw.g_01486
OG0000095	Pray.g_00584	Praw.g_01467
OG0000096	Pray.g_00117	Praw.g_00184
OG0000096	Pray.g_01905	Praw.g_00945
OG0000097	Pray.g_00022	Praw.g_00275
OG0000098	Pray.g_01847	Praw.g_00997
OG0000099	Pray.g_01788	Praw.g_01051
OG0000100	Pray.g_01648	Praw.g_00411
OG0000101	Pray.g_01306	Praw.g_00096
OG0000102	Pray.g_01369	Praw.g_00034
OG0000103	Pray.g_01449	Praw.g_01148
OG0000104	Pray.g_01457	Praw.g_01140
OG0000105	Pray.g_00753	Praw.g_00860
OG0000106	Pray.g_00848	Praw.g_00762
OG0000107	Pray.g_00864	Praw.g_00748
OG0000108	Pray.g_00970	Praw.g_00667
OG0000109	Pray.g_00984	Praw.g_00654
OG0000110	Pray.g_01187	Praw.g_01922
OG0000111	Pray.g_01064	Praw.g_01823
OG0000112	Pray.g_00313	Praw.g_01732
OG0000113	Pray.g_00370	Praw.g_01675
OG0000114	Pray.g_00452	Praw.g_01597
OG0000115	Pray.g_00126	Praw.g_00178
OG0000116	Pray.g_00074	Praw.g_00224
OG0000117	Pray.g_01927	Praw.g_00926
OG0000118	Pray.g_01858	Praw.g_00993
OG0000119	Pray.g_01833	Praw.g_01012
OG0000120	Pray.g_01808	Praw.g_01050
OG0000121	Pray.g_01720	Praw.g_01078
OG0000122	Pray.g_01682	Praw.g_00377
OG0000123	Pray.g_01313	Praw.g_00089
OG0000124	Pray.g_01380	Praw.g_00023
OG0000125	Pray.g_01417	Praw.g_01180
OG0000126	Pray.g_01456	Praw.g_01141
OG0000128	Pray.g_01473	Praw.g_01125
OG0000129	Pray.g_00239	Praw.g_01384
OG0000130	Pray.g_00220	Praw.g_01365
OG0000131	Pray.g_00144	Praw.g_01290
OG0000132	Pray.g_00645	Praw.g_01271
OG0000133	Pray.g_00800	Praw.g_00812
OG0000134	Pray.g_00835	Praw.g_00775
OG0000135	Pray.g_00861	Praw.g_00751
OG0000136	Pray.g_00931	Praw.g_00706
OG0000137	Pray.g_00965	Praw.g_00672
OG0000138	Pray.g_00985	Praw.g_00653
OG0000139	Pray.g_01224	Praw.g_00611
OG0000140	Pray.g_01223	Praw.g_00610
OG0000141	Pray.g_01156	Praw.g_00143
OG0000142	Pray.g_01128	Praw.g_01887
OG0000143	Pray.g_01124	Praw.g_01883
OG0000144	Pray.g_01111	Praw.g_01870
OG0000145	Pray.g_00306	Praw.g_01745
OG0000146	Pray.g_00314	Praw.g_01731
OG0000147	Pray.g_00315	Praw.g_01730
OG0000148	Pray.g_00364	Praw.g_01681
OG0000149	Pray.g_00395	Praw.g_01652
OG0000150	Pray.g_00403	Praw.g_01644
OG0000151	Pray.g_00462	Praw.g_01587
OG0000152	Pray.g_00511	Praw.g_01539
OG0000153	Pray.g_00530	Praw.g_01520
OG0000154	Pray.g_00558	Praw.g_01493
OG0000155	Pray.g_00043	Praw.g_00254
OG0000156	Pray.g_01881	Praw.g_00968
OG0000157	Pray.g_01880	Praw.g_00969
OG0000158	Pray.g_01787	Praw.g_01052
OG0000159	Pray.g_01785	Praw.g_01054
OG0000160	Pray.g_01721	Praw.g_01079, Praw.g_01080
OG0000161	Pray.g_01715	Praw.g_00344
OG0000162	Pray.g_01709	Praw.g_00350
OG0000163	Pray.g_01675	Praw.g_00384
OG0000164	Pray.g_01535	Praw.g_00539
OG0000165	Pray.g_01528	Praw.g_00546
OG0000166	Pray.g_01270	Praw.g_00132
OG0000167	Pray.g_01337	Praw.g_00066
OG0000168	Pray.g_01347	Praw.g_00056
OG0000169	Pray.g_01357	Praw.g_00046
OG0000170	Pray.g_01359	Praw.g_00044
OG0000171	Pray.g_01379	Praw.g_00024
OG0000172	Pray.g_01388	Praw.g_00016
OG0000173	Pray.g_01403	Praw.g_00001
OG0000174	Pray.g_01431	Praw.g_01166
OG0000175	Pray.g_01441	Praw.g_01156
OG0000176	Pray.g_01465, Pray.g_01466	Praw.g_01132
OG0000177	Pray.g_01467	Praw.g_01131
OG0000178	Pray.g_01468	Praw.g_01130
OG0000179	Pray.g_01478	Praw.g_01412
OG0000180	Pray.g_01479	Praw.g_01411
OG0000181	Pray.g_01480	Praw.g_01410
OG0000182	Pray.g_01481	Praw.g_01409
OG0000183	Pray.g_01485	Praw.g_01405
OG0000184	Pray.g_00237	Praw.g_01382
OG0000185	Pray.g_00234	Praw.g_01379
OG0000186	Pray.g_00225	Praw.g_01370
OG0000187	Pray.g_00224	Praw.g_01369
OG0000188	Pray.g_00207	Praw.g_01352
OG0000189	Pray.g_00193	Praw.g_01339
OG0000190	Pray.g_00192	Praw.g_01338
OG0000191	Pray.g_00172	Praw.g_01318
OG0000192	Pray.g_00168	Praw.g_01314
OG0000193	Pray.g_00143	Praw.g_01289
OG0000194	Pray.g_00140	Praw.g_01286
OG0000195	Pray.g_00138	Praw.g_01284
OG0000196	Pray.g_00642	Praw.g_01274
OG0000197	Pray.g_00643	Praw.g_01273
OG0000198	Pray.g_00644	Praw.g_01272
OG0000199	Pray.g_00651	Praw.g_01265
OG0000200	Pray.g_00665	Praw.g_01251
OG0000201	Pray.g_00673	Praw.g_01243
OG0000202	Pray.g_00674	Praw.g_01242
OG0000203	Pray.g_00675	Praw.g_01241
OG0000204	Pray.g_00676	Praw.g_01240
OG0000205	Pray.g_00683	Praw.g_01233
OG0000206	Pray.g_00688	Praw.g_01228
OG0000207	Pray.g_00690	Praw.g_01226
OG0000208	Pray.g_00691	Praw.g_01225
OG0000209	Pray.g_00700	Praw.g_01216
OG0000210	Pray.g_00701	Praw.g_01215
OG0000211	Pray.g_00714	Praw.g_01202
OG0000212	Pray.g_00721	Praw.g_01195
OG0000213	Pray.g_00738	Praw.g_00876
OG0000214	Pray.g_00747	Praw.g_00867
OG0000215	Pray.g_00771	Praw.g_00842
OG0000216	Pray.g_00772	Praw.g_00840
OG0000217	Pray.g_00775	Praw.g_00837
OG0000218	Pray.g_00777	Praw.g_00835
OG0000219	Pray.g_00778	Praw.g_00834
OG0000220	Pray.g_00779	Praw.g_00833
OG0000221	Pray.g_00780	Praw.g_00832
OG0000222	Pray.g_00788	Praw.g_00824
OG0000223	Pray.g_00801	Praw.g_00811
OG0000224	Pray.g_00803	Praw.g_00809
OG0000225	Pray.g_00824	Praw.g_00786
OG0000226	Pray.g_00828	Praw.g_00782
OG0000227	Pray.g_00830	Praw.g_00780
OG0000228	Pray.g_00833	Praw.g_00777
OG0000229	Pray.g_00926	Praw.g_00711
OG0000230	Pray.g_00928	Praw.g_00709
OG0000231	Pray.g_00939	Praw.g_00698
OG0000232	Pray.g_00948	Praw.g_00689
OG0000233	Pray.g_00953	Praw.g_00684
OG0000234	Pray.g_00966	Praw.g_00671
OG0000235	Pray.g_00969	Praw.g_00668
OG0000236	Pray.g_00983	Praw.g_00655
OG0000237	Pray.g_00997	Praw.g_00642
OG0000238	Pray.g_01003	Praw.g_00636
OG0000239	Pray.g_01016	Praw.g_00623
OG0000240	Pray.g_01017	Praw.g_00622
OG0000241	Pray.g_01021	Praw.g_00618
OG0000242	Pray.g_01023	Praw.g_00616
OG0000243	Pray.g_01218	Praw.g_00605
OG0000244	Pray.g_01215	Praw.g_00602
OG0000245	Pray.g_01213	Praw.g_00600
OG0000246	Pray.g_01209	Praw.g_00596
OG0000247	Pray.g_01199	Praw.g_00586
OG0000248	Pray.g_01197	Praw.g_00584
OG0000249	Pray.g_01195	Praw.g_00582
OG0000250	Pray.g_01190	Praw.g_00577
OG0000251	Pray.g_01172	Praw.g_01937
OG0000252	Pray.g_01169	Praw.g_01940
OG0000253	Pray.g_01168	Praw.g_01941
OG0000254	Pray.g_01152	Praw.g_00147
OG0000255	Pray.g_01146	Praw.g_00153
OG0000256	Pray.g_01136	Praw.g_00163
OG0000257	Pray.g_01133	Praw.g_00166
OG0000258	Pray.g_01120	Praw.g_01879
OG0000259	Pray.g_01103	Praw.g_01862
OG0000260	Pray.g_01100	Praw.g_01859
OG0000261	Pray.g_01098	Praw.g_01857
OG0000262	Pray.g_01094	Praw.g_01853
OG0000263	Pray.g_01082	Praw.g_01841
OG0000264	Pray.g_01072	Praw.g_01831
OG0000265	Pray.g_01040	Praw.g_01809
OG0000266	Pray.g_01030	Praw.g_01799
OG0000267	Pray.g_00274	Praw.g_01788
OG0000268	Pray.g_00275	Praw.g_01787
OG0000269	Pray.g_00343	Praw.g_01702
OG0000270	Pray.g_00346	Praw.g_01699
OG0000271	Pray.g_00354	Praw.g_01691
OG0000272	Pray.g_00355	Praw.g_01690
OG0000273	Pray.g_00378	Praw.g_01668
OG0000274	Pray.g_00379	Praw.g_01667
OG0000275	Pray.g_00382	Praw.g_01665
OG0000276	Pray.g_00387	Praw.g_01660
OG0000277	Pray.g_00388	Praw.g_01659
OG0000278	Pray.g_00391	Praw.g_01656
OG0000279	Pray.g_00398	Praw.g_01649
OG0000280	Pray.g_00399	Praw.g_01648
OG0000281	Pray.g_00404	Praw.g_01643
OG0000282	Pray.g_00454	Praw.g_01595
OG0000283	Pray.g_00488	Praw.g_01562
OG0000284	Pray.g_00493	Praw.g_01557
OG0000285	Pray.g_00498	Praw.g_01552
OG0000286	Pray.g_00510	Praw.g_01540
OG0000287	Pray.g_00527	Praw.g_01523
OG0000288	Pray.g_00557	Praw.g_01494
OG0000289	Pray.g_00568	Praw.g_01483
OG0000290	Pray.g_00581	Praw.g_01470
OG0000291	Pray.g_00583	Praw.g_01468
OG0000292	Pray.g_00632	Praw.g_01418
OG0000293	Pray.g_00073	Praw.g_00225
OG0000294	Pray.g_00072	Praw.g_00226
OG0000295	Pray.g_00051	Praw.g_00246
OG0000296	Pray.g_00049	Praw.g_00248
OG0000297	Pray.g_00041	Praw.g_00256
OG0000298	Pray.g_00040	Praw.g_00257
OG0000299	Pray.g_00023	Praw.g_00274
OG0000300	Pray.g_00020	Praw.g_00277
OG0000301	Pray.g_00019	Praw.g_00278
OG0000302	Pray.g_00017	Praw.g_00280
OG0000303	Pray.g_00010	Praw.g_00287
OG0000304	Pray.g_00006	Praw.g_00291
OG0000305	Pray.g_01837	Praw.g_01008
OG0000306	Pray.g_01834	Praw.g_01011
OG0000307	Pray.g_01820	Praw.g_01025
OG0000308	Pray.g_01819	Praw.g_01026
OG0000309	Pray.g_01815	Praw.g_01030
OG0000310	Pray.g_01737	Praw.g_01098
OG0000311	Pray.g_01735	Praw.g_01096
OG0000312	Pray.g_01732	Praw.g_01093
OG0000313	Pray.g_01718	Praw.g_01076
OG0000314	Pray.g_01695	Praw.g_00363
OG0000315	Pray.g_01685	Praw.g_00374
OG0000316	Pray.g_01665	Praw.g_00394
OG0000317	Pray.g_01561	Praw.g_00513
OG0000318	Pray.g_01558	Praw.g_00516
OG0000319	Pray.g_01545	Praw.g_00529
OG0000320	Pray.g_01543	Praw.g_00531
OG0000321	Pray.g_01542	Praw.g_00532
OG0000322	Pray.g_01541	Praw.g_00533
OG0000323	Pray.g_01532	Praw.g_00542
OG0000324	Pray.g_01506	Praw.g_00569
OG0000325	Pray.g_01235	Praw.g_01916
OG0000326	Pray.g_01241	Praw.g_01910
OG0000327	Pray.g_01265	Praw.g_00137
OG0000328	Pray.g_01266	Praw.g_00136
OG0000329	Pray.g_01283	Praw.g_00119
OG0000330	Pray.g_01284	Praw.g_00118
OG0000331	Pray.g_01285	Praw.g_00117
OG0000332	Pray.g_01299	Praw.g_00103
OG0000333	Pray.g_01301	Praw.g_00101
OG0000334	Pray.g_01309	Praw.g_00093
OG0000335	Pray.g_01314	Praw.g_00088
OG0000336	Pray.g_01318	Praw.g_00084
OG0000337	Pray.g_01335	Praw.g_00068
OG0000338	Pray.g_01336	Praw.g_00067
OG0000339	Pray.g_01340	Praw.g_00063
OG0000340	Pray.g_01348	Praw.g_00055
OG0000341	Pray.g_01350	Praw.g_00053
OG0000342	Pray.g_01351	Praw.g_00052
OG0000343	Pray.g_01352	Praw.g_00051
OG0000344	Pray.g_01355	Praw.g_00048
OG0000345	Pray.g_01360	Praw.g_00043
OG0000346	Pray.g_01365	Praw.g_00038
OG0000347	Pray.g_01381	Praw.g_00022
OG0000348	Pray.g_01391	Praw.g_00013
OG0000349	Pray.g_01408	Praw.g_01189
OG0000350	Pray.g_01427	Praw.g_01170
OG0000351	Pray.g_01444	Praw.g_01153
OG0000352	Pray.g_01445	Praw.g_01152
OG0000353	Pray.g_01460	Praw.g_01137
OG0000355	Pray.g_01462	Praw.g_01135
OG0000356	Pray.g_01463	Praw.g_01134
OG0000357	Pray.g_01464	Praw.g_01133
OG0000358	Pray.g_01469	Praw.g_01129
OG0000359	Pray.g_01470	Praw.g_01128
OG0000360	Pray.g_01471	Praw.g_01127
OG0000361	Pray.g_01472	Praw.g_01126
OG0000362	Pray.g_01474	Praw.g_01124
OG0000363	Pray.g_01476	Praw.g_01414
OG0000364	Pray.g_01477	Praw.g_01413
OG0000365	Pray.g_01482	Praw.g_01408
OG0000366	Pray.g_01483	Praw.g_01407
OG0000367	Pray.g_01484	Praw.g_01406
OG0000368	Pray.g_01486	Praw.g_01404
OG0000369	Pray.g_01487	Praw.g_01403
OG0000370	Pray.g_01488	Praw.g_01402
OG0000371	Pray.g_01494	Praw.g_01396
OG0000372	Pray.g_01497	Praw.g_01393
OG0000373	Pray.g_01498	Praw.g_01392
OG0000374	Pray.g_01499	Praw.g_01391
OG0000375	Pray.g_00243	Praw.g_01388
OG0000376	Pray.g_00241	Praw.g_01386
OG0000377	Pray.g_00238	Praw.g_01383
OG0000378	Pray.g_00236	Praw.g_01381
OG0000379	Pray.g_00233	Praw.g_01378
OG0000380	Pray.g_00223	Praw.g_01368
OG0000381	Pray.g_00219	Praw.g_01364
OG0000382	Pray.g_00208	Praw.g_01353
OG0000383	Pray.g_00206	Praw.g_01351
OG0000384	Pray.g_00205	Praw.g_01350
OG0000385	Pray.g_00204	Praw.g_01349
OG0000386	Pray.g_00203	Praw.g_01348
OG0000387	Pray.g_00190	Praw.g_01336
OG0000388	Pray.g_00187	Praw.g_01333
OG0000389	Pray.g_00183	Praw.g_01329
OG0000390	Pray.g_00176	Praw.g_01322
OG0000391	Pray.g_00173	Praw.g_01319
OG0000392	Pray.g_00169	Praw.g_01315
OG0000393	Pray.g_00167	Praw.g_01313
OG0000394	Pray.g_00166	Praw.g_01312
OG0000395	Pray.g_00165	Praw.g_01311
OG0000396	Pray.g_00162	Praw.g_01308
OG0000397	Pray.g_00160	Praw.g_01306
OG0000398	Pray.g_00158	Praw.g_01304
OG0000399	Pray.g_00157	Praw.g_01303
OG0000400	Pray.g_00156	Praw.g_01302
OG0000401	Pray.g_00155	Praw.g_01301
OG0000402	Pray.g_00153	Praw.g_01299
OG0000403	Pray.g_00152	Praw.g_01298
OG0000404	Pray.g_00151	Praw.g_01297
OG0000405	Pray.g_00147	Praw.g_01293
OG0000406	Pray.g_00142	Praw.g_01288
OG0000407	Pray.g_00141	Praw.g_01287
OG0000408	Pray.g_00139	Praw.g_01285
OG0000409	Pray.g_00137	Praw.g_01283
OG0000410	Pray.g_00136	Praw.g_01282
OG0000411	Pray.g_00635	Praw.g_01281
OG0000412	Pray.g_00636	Praw.g_01280
OG0000413	Pray.g_00637	Praw.g_01279
OG0000414	Pray.g_00638	Praw.g_01278
OG0000415	Pray.g_00639	Praw.g_01277
OG0000416	Pray.g_00640	Praw.g_01276
OG0000417	Pray.g_00641	Praw.g_01275
OG0000418	Pray.g_00646	Praw.g_01270
OG0000419	Pray.g_00648	Praw.g_01268
OG0000420	Pray.g_00649	Praw.g_01267
OG0000421	Pray.g_00654	Praw.g_01262
OG0000422	Pray.g_00655	Praw.g_01261
OG0000423	Pray.g_00656	Praw.g_01260
OG0000424	Pray.g_00657	Praw.g_01259
OG0000425	Pray.g_00658	Praw.g_01258
OG0000426	Pray.g_00659	Praw.g_01257
OG0000427	Pray.g_00660	Praw.g_01256
OG0000428	Pray.g_00662	Praw.g_01254
OG0000429	Pray.g_00663	Praw.g_01253
OG0000430	Pray.g_00664	Praw.g_01252
OG0000431	Pray.g_00666	Praw.g_01250
OG0000432	Pray.g_00669	Praw.g_01247
OG0000433	Pray.g_00670	Praw.g_01246
OG0000434	Pray.g_00671	Praw.g_01245
OG0000435	Pray.g_00672	Praw.g_01244
OG0000436	Pray.g_00677	Praw.g_01239
OG0000437	Pray.g_00678	Praw.g_01238
OG0000438	Pray.g_00679	Praw.g_01237
OG0000439	Pray.g_00681	Praw.g_01235
OG0000440	Pray.g_00682	Praw.g_01234
OG0000441	Pray.g_00685	Praw.g_01231
OG0000442	Pray.g_00686	Praw.g_01230
OG0000443	Pray.g_00687	Praw.g_01229
OG0000444	Pray.g_00692	Praw.g_01224
OG0000445	Pray.g_00693	Praw.g_01223
OG0000446	Pray.g_00694	Praw.g_01222
OG0000447	Pray.g_00695	Praw.g_01221
OG0000448	Pray.g_00696	Praw.g_01220
OG0000449	Pray.g_00697	Praw.g_01219
OG0000450	Pray.g_00698	Praw.g_01218
OG0000451	Pray.g_00699	Praw.g_01217
OG0000452	Pray.g_00702	Praw.g_01214
OG0000453	Pray.g_00703	Praw.g_01213
OG0000454	Pray.g_00704	Praw.g_01212
OG0000455	Pray.g_00705	Praw.g_01211
OG0000456	Pray.g_00706	Praw.g_01210
OG0000457	Pray.g_00707	Praw.g_01209
OG0000458	Pray.g_00708	Praw.g_01208
OG0000459	Pray.g_00709	Praw.g_01207
OG0000460	Pray.g_00716	Praw.g_01200
OG0000461	Pray.g_00723	Praw.g_00891
OG0000462	Pray.g_00725	Praw.g_00889
OG0000463	Pray.g_00726	Praw.g_00888
OG0000464	Pray.g_00727	Praw.g_00887
OG0000465	Pray.g_00728	Praw.g_00886
OG0000466	Pray.g_00731	Praw.g_00883
OG0000467	Pray.g_00732	Praw.g_00882
OG0000468	Pray.g_00734	Praw.g_00880
OG0000469	Pray.g_00742	Praw.g_00872
OG0000470	Pray.g_00744	Praw.g_00870
OG0000471	Pray.g_00745	Praw.g_00869
OG0000472	Pray.g_00746	Praw.g_00868
OG0000473	Pray.g_00748	Praw.g_00866
OG0000474	Pray.g_00749	Praw.g_00865
OG0000475	Pray.g_00750	Praw.g_00864
OG0000476	Pray.g_00751	Praw.g_00863
OG0000477	Pray.g_00754	Praw.g_00859
OG0000478	Pray.g_00755	Praw.g_00858
OG0000479	Pray.g_00756	Praw.g_00857
OG0000480	Pray.g_00761	Praw.g_00852
OG0000481	Pray.g_00763	Praw.g_00850
OG0000482	Pray.g_00764	Praw.g_00849
OG0000483	Pray.g_00767	Praw.g_00846
OG0000484	Pray.g_00768	Praw.g_00845
OG0000485	Pray.g_00769	Praw.g_00844
OG0000486	Pray.g_00770	Praw.g_00843
OG0000487	Pray.g_00773	Praw.g_00839
OG0000488	Pray.g_00776	Praw.g_00836
OG0000489	Pray.g_00781	Praw.g_00831
OG0000490	Pray.g_00786	Praw.g_00826
OG0000491	Pray.g_00787	Praw.g_00825
OG0000492	Pray.g_00789	Praw.g_00823
OG0000493	Pray.g_00790	Praw.g_00822
OG0000494	Pray.g_00791	Praw.g_00821
OG0000495	Pray.g_00792	Praw.g_00820
OG0000496	Pray.g_00793	Praw.g_00819
OG0000497	Pray.g_00794	Praw.g_00818
OG0000498	Pray.g_00795	Praw.g_00817
OG0000499	Pray.g_00796	Praw.g_00816
OG0000500	Pray.g_00797	Praw.g_00815
OG0000501	Pray.g_00799	Praw.g_00813
OG0000502	Pray.g_00802	Praw.g_00810
OG0000503	Pray.g_00812	Praw.g_00796
OG0000504	Pray.g_00813	Praw.g_00795
OG0000505	Pray.g_00814	Praw.g_00794
OG0000506	Pray.g_00816	Praw.g_00792
OG0000507	Pray.g_00819	Praw.g_00790
OG0000508	Pray.g_00823	Praw.g_00787
OG0000509	Pray.g_00825	Praw.g_00785
OG0000510	Pray.g_00826	Praw.g_00784
OG0000511	Pray.g_00827	Praw.g_00783
OG0000512	Pray.g_00829	Praw.g_00781
OG0000513	Pray.g_00836	Praw.g_00774
OG0000514	Pray.g_00921	Praw.g_00716
OG0000515	Pray.g_00922	Praw.g_00715
OG0000516	Pray.g_00923	Praw.g_00714
OG0000517	Pray.g_00925	Praw.g_00712
OG0000518	Pray.g_00936	Praw.g_00701
OG0000519	Pray.g_00937	Praw.g_00700
OG0000520	Pray.g_00938	Praw.g_00699
OG0000521	Pray.g_00943	Praw.g_00694
OG0000522	Pray.g_00945	Praw.g_00692
OG0000523	Pray.g_00946	Praw.g_00691
OG0000524	Pray.g_00951	Praw.g_00686
OG0000525	Pray.g_00954	Praw.g_00683
OG0000526	Pray.g_00955	Praw.g_00682
OG0000527	Pray.g_00963	Praw.g_00674
OG0000528	Pray.g_00968	Praw.g_00669
OG0000529	Pray.g_00971	Praw.g_00666
OG0000530	Pray.g_00974	Praw.g_00664
OG0000531	Pray.g_00975	Praw.g_00663
OG0000532	Pray.g_00977	Praw.g_00661
OG0000533	Pray.g_00978	Praw.g_00660
OG0000534	Pray.g_00979	Praw.g_00659
OG0000535	Pray.g_00980	Praw.g_00658
OG0000536	Pray.g_00981	Praw.g_00657
OG0000537	Pray.g_00982	Praw.g_00656
OG0000538	Pray.g_00991	Praw.g_00648
OG0000539	Pray.g_00992	Praw.g_00647
OG0000540	Pray.g_00993	Praw.g_00646
OG0000541	Pray.g_00994	Praw.g_00645
OG0000542	Pray.g_00996	Praw.g_00643
OG0000543	Pray.g_00998	Praw.g_00641
OG0000544	Pray.g_00999	Praw.g_00640
OG0000545	Pray.g_01001	Praw.g_00638
OG0000546	Pray.g_01004	Praw.g_00635
OG0000547	Pray.g_01006	Praw.g_00633
OG0000548	Pray.g_01007	Praw.g_00632
OG0000549	Pray.g_01009	Praw.g_00630
OG0000550	Pray.g_01014	Praw.g_00625
OG0000551	Pray.g_01018	Praw.g_00621
OG0000552	Pray.g_01019	Praw.g_00620
OG0000553	Pray.g_01020	Praw.g_00619
OG0000554	Pray.g_01227	Praw.g_00614
OG0000555	Pray.g_01219	Praw.g_00606
OG0000556	Pray.g_01217	Praw.g_00604
OG0000557	Pray.g_01216	Praw.g_00603
OG0000558	Pray.g_01214	Praw.g_00601
OG0000559	Pray.g_01210	Praw.g_00597
