Orthogroup	Pray	Syaq
OG0000176	Pray.g_01465, Pray.g_01466	Syaq.g_01146
OG0000177	Pray.g_01467	Syaq.g_01145
OG0000178	Pray.g_01468	Syaq.g_01144
OG0000179	Pray.g_01478	Syaq.g_01129
OG0000180	Pray.g_01479	Syaq.g_01128
OG0000181	Pray.g_01480	Syaq.g_01127
OG0000182	Pray.g_01481	Syaq.g_01126
OG0000183	Pray.g_01485	Syaq.g_01122
OG0000184	Pray.g_00237	Syaq.g_01277
OG0000185	Pray.g_00234	Syaq.g_01290
OG0000186	Pray.g_00225	Syaq.g_01563
OG0000187	Pray.g_00224	Syaq.g_01561
OG0000188	Pray.g_00207	Syaq.g_01539
OG0000189	Pray.g_00193	Syaq.g_01499
OG0000190	Pray.g_00192	Syaq.g_01497
OG0000191	Pray.g_00172	Syaq.g_01467
OG0000192	Pray.g_00168	Syaq.g_01462
OG0000193	Pray.g_00143	Syaq.g_01423
OG0000194	Pray.g_00140	Syaq.g_01420
OG0000195	Pray.g_00138	Syaq.g_01418
OG0000196	Pray.g_00642	Syaq.g_01407
OG0000197	Pray.g_00643	Syaq.g_01406
OG0000198	Pray.g_00644	Syaq.g_01405
OG0000199	Pray.g_00651	Syaq.g_01398
OG0000200	Pray.g_00665	Syaq.g_01382
OG0000201	Pray.g_00673	Syaq.g_01365
OG0000202	Pray.g_00674	Syaq.g_01364
OG0000203	Pray.g_00675	Syaq.g_01363
OG0000204	Pray.g_00676	Syaq.g_01362
OG0000205	Pray.g_00683	Syaq.g_01355
OG0000206	Pray.g_00688	Syaq.g_01345
OG0000207	Pray.g_00690	Syaq.g_01338
OG0000208	Pray.g_00691	Syaq.g_01337
OG0000209	Pray.g_00700	Syaq.g_01310
OG0000210	Pray.g_00701	Syaq.g_01309
OG0000211	Pray.g_00714	Syaq.g_01570
OG0000212	Pray.g_00721	Syaq.g_01586
OG0000213	Pray.g_00738	Syaq.g_00729
OG0000214	Pray.g_00747	Syaq.g_00745
OG0000215	Pray.g_00771	Syaq.g_00777
OG0000216	Pray.g_00772	Syaq.g_00781
OG0000217	Pray.g_00775	Syaq.g_00844
OG0000218	Pray.g_00777	Syaq.g_00846
OG0000219	Pray.g_00778	Syaq.g_00847
OG0000220	Pray.g_00779	Syaq.g_00848
OG0000221	Pray.g_00780	Syaq.g_00856
OG0000222	Pray.g_00788	Syaq.g_00868
OG0000223	Pray.g_00801	Syaq.g_00946
OG0000224	Pray.g_00803	Syaq.g_00950
OG0000225	Pray.g_00824	Syaq.g_00543
OG0000226	Pray.g_00828	Syaq.g_00536
OG0000227	Pray.g_00830	Syaq.g_00534
OG0000228	Pray.g_00833	Syaq.g_00531
OG0000229	Pray.g_00926	Syaq.g_00501
OG0000230	Pray.g_00928	Syaq.g_00499
OG0000231	Pray.g_00939	Syaq.g_00485
OG0000232	Pray.g_00948	Syaq.g_00472
OG0000233	Pray.g_00953	Syaq.g_00464
OG0000234	Pray.g_00966	Syaq.g_00440
OG0000235	Pray.g_00969	Syaq.g_01771
OG0000236	Pray.g_00983	Syaq.g_01787
OG0000237	Pray.g_00997	Syaq.g_01805
OG0000238	Pray.g_01003	Syaq.g_01810
OG0000239	Pray.g_01016	Syaq.g_01826
OG0000240	Pray.g_01017	Syaq.g_01827
OG0000241	Pray.g_01021	Syaq.g_02074
OG0000242	Pray.g_01023	Syaq.g_01836
OG0000243	Pray.g_01218	Syaq.g_01922
OG0000244	Pray.g_01215	Syaq.g_01928
OG0000245	Pray.g_01213	Syaq.g_01930
OG0000246	Pray.g_01209	Syaq.g_01934
OG0000247	Pray.g_01199	Syaq.g_01945
OG0000248	Pray.g_01197	Syaq.g_01948
OG0000249	Pray.g_01195	Syaq.g_01950
OG0000250	Pray.g_01190	Syaq.g_01958
OG0000251	Pray.g_01172	Syaq.g_01984
OG0000252	Pray.g_01169	Syaq.g_01987
OG0000253	Pray.g_01168	Syaq.g_01989
OG0000254	Pray.g_01152	Syaq.g_02016
OG0000255	Pray.g_01146	Syaq.g_02041
OG0000256	Pray.g_01136	Syaq.g_02068
OG0000257	Pray.g_01133	Syaq.g_02073
OG0000258	Pray.g_01120	Syaq.g_02095
OG0000259	Pray.g_01103	Syaq.g_02239
OG0000260	Pray.g_01100	Syaq.g_02242
OG0000261	Pray.g_01098	Syaq.g_02245
OG0000262	Pray.g_01094	Syaq.g_02250
OG0000263	Pray.g_01082	Syaq.g_00185
OG0000264	Pray.g_01072	Syaq.g_02582
OG0000266	Pray.g_01030	Syaq.g_00037
OG0000267	Pray.g_00274	Syaq.g_02430
OG0000268	Pray.g_00275	Syaq.g_02431
OG0000269	Pray.g_00343	Syaq.g_02335
OG0000270	Pray.g_00346	Syaq.g_02338
OG0000271	Pray.g_00354	Syaq.g_02346
OG0000272	Pray.g_00355	Syaq.g_02347
OG0000273	Pray.g_00378	Syaq.g_02376
OG0000274	Pray.g_00379	Syaq.g_02377
OG0000275	Pray.g_00382	Syaq.g_02380
OG0000276	Pray.g_00387	Syaq.g_02387
OG0000277	Pray.g_00388	Syaq.g_02388
OG0000278	Pray.g_00391	Syaq.g_02391
OG0000279	Pray.g_00398	Syaq.g_02401
OG0000280	Pray.g_00399	Syaq.g_02410
OG0000281	Pray.g_00404	Syaq.g_02224
OG0000282	Pray.g_00454	Syaq.g_02271
OG0000283	Pray.g_00488	Syaq.g_02445
OG0000284	Pray.g_00493	Syaq.g_02450
OG0000285	Pray.g_00498	Syaq.g_02466
OG0000286	Pray.g_00510	Syaq.g_02484
OG0000288	Pray.g_00557	Syaq.g_00067
OG0000289	Pray.g_00568	Syaq.g_00053
OG0000290	Pray.g_00581	Syaq.g_02682
OG0000291	Pray.g_00583	Syaq.g_02680
OG0000292	Pray.g_00632	Syaq.g_01157
OG0000293	Pray.g_00073	Syaq.g_00262
OG0000294	Pray.g_00072	Syaq.g_00261
OG0000295	Pray.g_00051	Syaq.g_00220
OG0000296	Pray.g_00049	Syaq.g_00218
OG0000297	Pray.g_00041	Syaq.g_00205
OG0000298	Pray.g_00040	Syaq.g_00204
OG0000299	Pray.g_00023	Syaq.g_00171
OG0000300	Pray.g_00020	Syaq.g_00164
OG0000301	Pray.g_00019	Syaq.g_00163
OG0000302	Pray.g_00017	Syaq.g_00162
OG0000303	Pray.g_00010	Syaq.g_00152
OG0000304	Pray.g_00006	Syaq.g_00146
OG0000305	Pray.g_01837	Syaq.g_02677
OG0000306	Pray.g_01834	Syaq.g_01861
OG0000307	Pray.g_01820	Syaq.g_01754
OG0000308	Pray.g_01819	Syaq.g_01752
OG0000309	Pray.g_01815	Syaq.g_01747
OG0000310	Pray.g_01737	Syaq.g_00347
OG0000311	Pray.g_01735	Syaq.g_00352
OG0000312	Pray.g_01732	Syaq.g_00359
OG0000313	Pray.g_01718	Syaq.g_00379
OG0000314	Pray.g_01695	Syaq.g_00408
OG0000315	Pray.g_01685	Syaq.g_00418
OG0000316	Pray.g_01665	Syaq.g_01716
OG0000317	Pray.g_01561	Syaq.g_01675
OG0000318	Pray.g_01558	Syaq.g_01672
OG0000319	Pray.g_01545	Syaq.g_01657
OG0000320	Pray.g_01543	Syaq.g_01655
OG0000321	Pray.g_01542	Syaq.g_01654
OG0000322	Pray.g_01541	Syaq.g_01653
OG0000323	Pray.g_01532	Syaq.g_01638
OG0000324	Pray.g_01506	Syaq.g_01605
OG0000325	Pray.g_01235	Syaq.g_00693
OG0000326	Pray.g_01241	Syaq.g_00686
OG0000327	Pray.g_01265	Syaq.g_00652
OG0000328	Pray.g_01266	Syaq.g_00651
OG0000329	Pray.g_01283	Syaq.g_00633
OG0000330	Pray.g_01284	Syaq.g_00632
OG0000331	Pray.g_01285	Syaq.g_00631
OG0000332	Pray.g_01299	Syaq.g_00616
OG0000333	Pray.g_01301	Syaq.g_00613
OG0000334	Pray.g_01309	Syaq.g_00603
OG0000335	Pray.g_01314	Syaq.g_00598
OG0000336	Pray.g_01318	Syaq.g_00594
OG0000337	Pray.g_01335	Syaq.g_00975
OG0000338	Pray.g_01336	Syaq.g_00981
OG0000339	Pray.g_01340	Syaq.g_00988
OG0000340	Pray.g_01348	Syaq.g_01005
OG0000341	Pray.g_01350	Syaq.g_01007
OG0000342	Pray.g_01351	Syaq.g_01008
OG0000343	Pray.g_01352	Syaq.g_01010
OG0000344	Pray.g_01355	Syaq.g_01014
OG0000345	Pray.g_01360	Syaq.g_01024
OG0000346	Pray.g_01365	Syaq.g_01029
OG0000347	Pray.g_01381	Syaq.g_01057
OG0000348	Pray.g_01391	Syaq.g_01070
OG0000349	Pray.g_01408	Syaq.g_01099
OG0000350	Pray.g_01427	Syaq.g_00679
OG0000351	Pray.g_01444	Syaq.g_01179
OG0000352	Pray.g_01445	Syaq.g_01178
OG0000353	Pray.g_01460	Syaq.g_01151
OG0000355	Pray.g_01462	Syaq.g_01149
OG0000356	Pray.g_01463	Syaq.g_01148
OG0000357	Pray.g_01464	Syaq.g_01147
OG0000358	Pray.g_01469	Syaq.g_01143
OG0000359	Pray.g_01470	Syaq.g_01141
OG0000360	Pray.g_01471	Syaq.g_01140
OG0000361	Pray.g_01472	Syaq.g_01139
OG0000362	Pray.g_01474	Syaq.g_01137
OG0000363	Pray.g_01476	Syaq.g_01135
OG0000364	Pray.g_01477	Syaq.g_01134
OG0000365	Pray.g_01482	Syaq.g_01125
OG0000366	Pray.g_01483	Syaq.g_01124
OG0000367	Pray.g_01484	Syaq.g_01123
OG0000368	Pray.g_01486	Syaq.g_01121
OG0000369	Pray.g_01487	Syaq.g_01120
OG0000370	Pray.g_01488	Syaq.g_01119
OG0000371	Pray.g_01494	Syaq.g_01111
OG0000372	Pray.g_01497	Syaq.g_01106
OG0000373	Pray.g_01498	Syaq.g_01105
OG0000374	Pray.g_01499	Syaq.g_01104
OG0000375	Pray.g_00243	Syaq.g_01103
OG0000376	Pray.g_00241	Syaq.g_01101
OG0000377	Pray.g_00238	Syaq.g_01270
OG0000378	Pray.g_00236	Syaq.g_01286
OG0000379	Pray.g_00233	Syaq.g_01291
OG0000380	Pray.g_00223	Syaq.g_01560
OG0000381	Pray.g_00219	Syaq.g_01558
OG0000382	Pray.g_00208	Syaq.g_01540
OG0000383	Pray.g_00206	Syaq.g_01535
OG0000384	Pray.g_00205	Syaq.g_01534
OG0000385	Pray.g_00204	Syaq.g_01533
OG0000386	Pray.g_00203	Syaq.g_01532
OG0000387	Pray.g_00190	Syaq.g_01495
OG0000388	Pray.g_00187	Syaq.g_01491
OG0000389	Pray.g_00183	Syaq.g_01488
OG0000390	Pray.g_00176	Syaq.g_01473
OG0000391	Pray.g_00173	Syaq.g_01468
OG0000392	Pray.g_00169	Syaq.g_01463
OG0000393	Pray.g_00167	Syaq.g_01460
OG0000394	Pray.g_00166	Syaq.g_01459
OG0000395	Pray.g_00165	Syaq.g_01458
OG0000396	Pray.g_00162	Syaq.g_01455
OG0000397	Pray.g_00160	Syaq.g_01453
OG0000398	Pray.g_00158	Syaq.g_01448
OG0000399	Pray.g_00157	Syaq.g_01447
OG0000400	Pray.g_00156	Syaq.g_01446
OG0000401	Pray.g_00155	Syaq.g_01445
OG0000402	Pray.g_00153	Syaq.g_01443
OG0000403	Pray.g_00152	Syaq.g_01442
OG0000404	Pray.g_00151	Syaq.g_01440
OG0000405	Pray.g_00147	Syaq.g_01429
OG0000406	Pray.g_00142	Syaq.g_01422
OG0000407	Pray.g_00141	Syaq.g_01421
OG0000408	Pray.g_00139	Syaq.g_01419
OG0000409	Pray.g_00137	Syaq.g_01417
OG0000410	Pray.g_00136	Syaq.g_01416
OG0000411	Pray.g_00635	Syaq.g_01415
OG0000412	Pray.g_00636	Syaq.g_01414
OG0000413	Pray.g_00637	Syaq.g_01412
OG0000414	Pray.g_00638	Syaq.g_01411
OG0000415	Pray.g_00639	Syaq.g_01410
OG0000416	Pray.g_00640	Syaq.g_01409
OG0000417	Pray.g_00641	Syaq.g_01408
OG0000418	Pray.g_00646	Syaq.g_01403
OG0000419	Pray.g_00648	Syaq.g_01401
OG0000420	Pray.g_00649	Syaq.g_01400
OG0000421	Pray.g_00654	Syaq.g_01395
OG0000422	Pray.g_00655	Syaq.g_01394
OG0000423	Pray.g_00656	Syaq.g_01393
OG0000424	Pray.g_00657	Syaq.g_01392
OG0000425	Pray.g_00658	Syaq.g_01391
OG0000426	Pray.g_00659	Syaq.g_01390
OG0000427	Pray.g_00660	Syaq.g_01389
OG0000428	Pray.g_00662	Syaq.g_01386
OG0000429	Pray.g_00663	Syaq.g_01384
OG0000430	Pray.g_00664	Syaq.g_01383
OG0000431	Pray.g_00666	Syaq.g_01380
OG0000432	Pray.g_00669	Syaq.g_01374
OG0000433	Pray.g_00670	Syaq.g_01369
OG0000434	Pray.g_00671	Syaq.g_01368
OG0000435	Pray.g_00672	Syaq.g_01367
OG0000436	Pray.g_00677	Syaq.g_01361
OG0000437	Pray.g_00678	Syaq.g_01360
OG0000438	Pray.g_00679	Syaq.g_01359
OG0000439	Pray.g_00681	Syaq.g_01357
OG0000440	Pray.g_00682	Syaq.g_01356
OG0000441	Pray.g_00685	Syaq.g_01352
OG0000442	Pray.g_00686	Syaq.g_01350
OG0000443	Pray.g_00687	Syaq.g_01347
OG0000444	Pray.g_00692	Syaq.g_01333
OG0000445	Pray.g_00693	Syaq.g_01332
OG0000446	Pray.g_00694	Syaq.g_01330
OG0000447	Pray.g_00695	Syaq.g_01328
OG0000448	Pray.g_00696	Syaq.g_01327
OG0000449	Pray.g_00697	Syaq.g_01320
OG0000450	Pray.g_00698	Syaq.g_01313
OG0000451	Pray.g_00699	Syaq.g_01312
OG0000452	Pray.g_00702	Syaq.g_01308
OG0000453	Pray.g_00703	Syaq.g_01307
OG0000454	Pray.g_00704	Syaq.g_01306
OG0000455	Pray.g_00705	Syaq.g_01305
OG0000456	Pray.g_00706	Syaq.g_01304
OG0000457	Pray.g_00707	Syaq.g_01302
OG0000458	Pray.g_00708	Syaq.g_01299
OG0000459	Pray.g_00709	Syaq.g_01298
OG0000460	Pray.g_00716	Syaq.g_01577
OG0000461	Pray.g_00723	Syaq.g_00707
OG0000462	Pray.g_00725	Syaq.g_00710
OG0000463	Pray.g_00726	Syaq.g_00711
OG0000464	Pray.g_00727	Syaq.g_00712
OG0000465	Pray.g_00728	Syaq.g_00714
OG0000466	Pray.g_00731	Syaq.g_00718
OG0000467	Pray.g_00732	Syaq.g_00720
OG0000468	Pray.g_00734	Syaq.g_00725
OG0000469	Pray.g_00742	Syaq.g_00739
OG0000470	Pray.g_00744	Syaq.g_00741
OG0000471	Pray.g_00745	Syaq.g_00742
OG0000472	Pray.g_00746	Syaq.g_00744
OG0000473	Pray.g_00748	Syaq.g_00746
OG0000474	Pray.g_00749	Syaq.g_00747
OG0000475	Pray.g_00750	Syaq.g_00748
OG0000476	Pray.g_00751	Syaq.g_00750
OG0000477	Pray.g_00754	Syaq.g_00756
OG0000478	Pray.g_00755	Syaq.g_00757
OG0000479	Pray.g_00756	Syaq.g_00759
OG0000480	Pray.g_00761	Syaq.g_00766
OG0000481	Pray.g_00763	Syaq.g_00768
OG0000482	Pray.g_00764	Syaq.g_00769
OG0000483	Pray.g_00767	Syaq.g_00773
OG0000484	Pray.g_00768	Syaq.g_00774
OG0000485	Pray.g_00769	Syaq.g_00775
OG0000486	Pray.g_00770	Syaq.g_00776
OG0000487	Pray.g_00773	Syaq.g_00782
OG0000488	Pray.g_00776	Syaq.g_00845
OG0000489	Pray.g_00781	Syaq.g_00857
OG0000490	Pray.g_00786	Syaq.g_00864
OG0000491	Pray.g_00787	Syaq.g_00865
OG0000492	Pray.g_00789	Syaq.g_00869
OG0000493	Pray.g_00790	Syaq.g_00870
OG0000494	Pray.g_00791	Syaq.g_00871
OG0000495	Pray.g_00792	Syaq.g_00872
OG0000496	Pray.g_00793	Syaq.g_00873
OG0000497	Pray.g_00794	Syaq.g_00874
OG0000498	Pray.g_00795	Syaq.g_00875
OG0000499	Pray.g_00796	Syaq.g_00876
OG0000500	Pray.g_00797	Syaq.g_00877
OG0000501	Pray.g_00799	Syaq.g_00880
OG0000502	Pray.g_00802	Syaq.g_00953
OG0000503	Pray.g_00812	Syaq.g_00559
OG0000504	Pray.g_00813	Syaq.g_00557
OG0000505	Pray.g_00814	Syaq.g_00556
OG0000506	Pray.g_00816	Syaq.g_00554
OG0000507	Pray.g_00819	Syaq.g_00548
OG0000508	Pray.g_00823	Syaq.g_00544
OG0000509	Pray.g_00825	Syaq.g_00542
OG0000510	Pray.g_00826	Syaq.g_00538
OG0000511	Pray.g_00827	Syaq.g_00537
OG0000512	Pray.g_00829	Syaq.g_00535
OG0000513	Pray.g_00836	Syaq.g_00525
OG0000514	Pray.g_00921	Syaq.g_00514
OG0000515	Pray.g_00922	Syaq.g_00513
OG0000516	Pray.g_00923	Syaq.g_00509
OG0000517	Pray.g_00925	Syaq.g_00502
OG0000518	Pray.g_00936	Syaq.g_00490
OG0000519	Pray.g_00937	Syaq.g_00489
OG0000520	Pray.g_00938	Syaq.g_00488
OG0000521	Pray.g_00943	Syaq.g_00477
OG0000522	Pray.g_00945	Syaq.g_00475
OG0000523	Pray.g_00946	Syaq.g_00474
OG0000524	Pray.g_00951	Syaq.g_00469
OG0000525	Pray.g_00954	Syaq.g_00450
OG0000526	Pray.g_00955	Syaq.g_00448
OG0000527	Pray.g_00963	Syaq.g_00444
OG0000528	Pray.g_00968	Syaq.g_01768
OG0000529	Pray.g_00971	Syaq.g_01773
OG0000530	Pray.g_00974	Syaq.g_01776
OG0000531	Pray.g_00975	Syaq.g_01777
OG0000532	Pray.g_00977	Syaq.g_01780
OG0000533	Pray.g_00978	Syaq.g_01782
OG0000534	Pray.g_00979	Syaq.g_01783
OG0000535	Pray.g_00980	Syaq.g_01784
OG0000536	Pray.g_00981	Syaq.g_01785
OG0000537	Pray.g_00982	Syaq.g_01786
OG0000538	Pray.g_00991	Syaq.g_01798
OG0000539	Pray.g_00992	Syaq.g_01799
OG0000540	Pray.g_00993	Syaq.g_01800
OG0000541	Pray.g_00994	Syaq.g_01801
OG0000542	Pray.g_00996	Syaq.g_01804
OG0000543	Pray.g_00998	Syaq.g_01806
OG0000544	Pray.g_00999	Syaq.g_02567
OG0000545	Pray.g_01001	Syaq.g_01809
OG0000546	Pray.g_01004	Syaq.g_01811
OG0000547	Pray.g_01006	Syaq.g_01813
OG0000548	Pray.g_01007	Syaq.g_01814
OG0000549	Pray.g_01009	Syaq.g_01819
OG0000550	Pray.g_01014	Syaq.g_01824
OG0000551	Pray.g_01018	Syaq.g_01829
OG0000552	Pray.g_01019	Syaq.g_01830
OG0000553	Pray.g_01020	Syaq.g_01834
OG0000554	Pray.g_01227	Syaq.g_01839
OG0000555	Pray.g_01219	Syaq.g_01857
OG0000556	Pray.g_01217	Syaq.g_01925
OG0000557	Pray.g_01216	Syaq.g_01927
OG0000558	Pray.g_01214	Syaq.g_01929
OG0000559	Pray.g_01210	Syaq.g_01933
OG0000560	Pray.g_01207	Syaq.g_01936
OG0000561	Pray.g_01206	Syaq.g_01937
OG0000562	Pray.g_01205	Syaq.g_01938
OG0000563	Pray.g_01204	Syaq.g_01939
OG0000564	Pray.g_01203	Syaq.g_01940
OG0000565	Pray.g_01200	Syaq.g_01943
OG0000566	Pray.g_01198	Syaq.g_01947
OG0000567	Pray.g_01194	Syaq.g_01951
OG0000568	Pray.g_01193	Syaq.g_01954
OG0000569	Pray.g_01192	Syaq.g_01955
OG0000570	Pray.g_01191	Syaq.g_01956
OG0000571	Pray.g_01189	Syaq.g_01960
OG0000572	Pray.g_01176	Syaq.g_01977
OG0000573	Pray.g_01171	Syaq.g_01985
OG0000574	Pray.g_01170	Syaq.g_01986
OG0000575	Pray.g_01166	Syaq.g_01991
OG0000576	Pray.g_01164	Syaq.g_01993
OG0000577	Pray.g_01163	Syaq.g_01994
OG0000578	Pray.g_01162	Syaq.g_01995
OG0000579	Pray.g_01161	Syaq.g_01996
OG0000580	Pray.g_01160	Syaq.g_01997
OG0000581	Pray.g_01158	Syaq.g_02003
