Orthogroup	Pray	Praq
OG0000211	Pray.g_00714	Praq.g_01769
OG0000212	Pray.g_00721	Praq.g_01762
OG0000213	Pray.g_00738	Praq.g_01746
OG0000214	Pray.g_00747	Praq.g_01736
OG0000215	Pray.g_00771	Praq.g_01710
OG0000216	Pray.g_00772	Praq.g_01708
OG0000217	Pray.g_00775	Praq.g_01705
OG0000218	Pray.g_00777	Praq.g_01703
OG0000219	Pray.g_00778	Praq.g_01702
OG0000220	Pray.g_00779	Praq.g_01701
OG0000221	Pray.g_00780	Praq.g_01700
OG0000222	Pray.g_00788	Praq.g_01692
OG0000223	Pray.g_00801	Praq.g_01679
OG0000224	Pray.g_00803	Praq.g_01677
OG0000225	Pray.g_00824	Praq.g_01199
OG0000226	Pray.g_00828	Praq.g_01195
OG0000227	Pray.g_00830	Praq.g_01193
OG0000228	Pray.g_00833	Praq.g_01189
OG0000229	Pray.g_00926	Praq.g_01121
OG0000230	Pray.g_00928	Praq.g_01119
OG0000231	Pray.g_00939	Praq.g_01108
OG0000232	Pray.g_00948	Praq.g_00507
OG0000233	Pray.g_00953	Praq.g_00513
OG0000234	Pray.g_00966	Praq.g_00527
OG0000235	Pray.g_00969	Praq.g_00530
OG0000236	Pray.g_00983	Praq.g_00544
OG0000237	Pray.g_00997	Praq.g_01096
OG0000238	Pray.g_01003	Praq.g_01090
OG0000239	Pray.g_01016	Praq.g_01077
OG0000240	Pray.g_01017	Praq.g_01076
OG0000241	Pray.g_01021	Praq.g_01072
OG0000242	Pray.g_01023	Praq.g_01070
OG0000243	Pray.g_01218	Praq.g_01059
OG0000244	Pray.g_01215	Praq.g_01056
OG0000245	Pray.g_01213	Praq.g_01054
OG0000246	Pray.g_01209	Praq.g_01050
OG0000247	Pray.g_01199	Praq.g_01040
OG0000248	Pray.g_01197	Praq.g_01038
OG0000249	Pray.g_01195	Praq.g_01036
OG0000250	Pray.g_01190	Praq.g_01031
OG0000251	Pray.g_01172	Praq.g_01012
OG0000252	Pray.g_01169	Praq.g_01008
OG0000253	Pray.g_01168	Praq.g_01007
OG0000254	Pray.g_01152	Praq.g_00991
OG0000255	Pray.g_01146	Praq.g_00985
OG0000256	Pray.g_01136	Praq.g_00975
OG0000257	Pray.g_01133	Praq.g_00972
OG0000258	Pray.g_01120	Praq.g_00959
OG0000259	Pray.g_01103	Praq.g_00789
OG0000260	Pray.g_01100	Praq.g_00792
OG0000261	Pray.g_01098	Praq.g_00794
OG0000262	Pray.g_01094	Praq.g_00798
OG0000263	Pray.g_01082	Praq.g_00810
OG0000264	Pray.g_01072	Praq.g_00820
OG0000265	Pray.g_01040	Praq.g_00583
OG0000266	Pray.g_01030	Praq.g_00593
OG0000267	Pray.g_00274	Praq.g_00604
OG0000268	Pray.g_00275	Praq.g_00605
OG0000269	Pray.g_00343	Praq.g_00665
OG0000270	Pray.g_00346	Praq.g_00668
OG0000271	Pray.g_00354	Praq.g_00676
OG0000272	Pray.g_00355	Praq.g_00677
OG0000273	Pray.g_00378	Praq.g_01428
OG0000274	Pray.g_00379	Praq.g_01429
OG0000275	Pray.g_00382	Praq.g_01431
OG0000276	Pray.g_00387	Praq.g_01436
OG0000277	Pray.g_00388	Praq.g_01437
OG0000278	Pray.g_00391	Praq.g_01440
OG0000279	Pray.g_00398	Praq.g_01447
OG0000280	Pray.g_00399	Praq.g_01448
OG0000281	Pray.g_00404	Praq.g_01454
OG0000282	Pray.g_00454	Praq.g_01492
OG0000283	Pray.g_00488	Praq.g_01525
OG0000284	Pray.g_00493	Praq.g_01530
OG0000285	Pray.g_00498	Praq.g_01535
OG0000286	Pray.g_00510	Praq.g_01547
OG0000287	Pray.g_00527	Praq.g_01564
OG0000288	Pray.g_00557	Praq.g_01592
OG0000289	Pray.g_00568	Praq.g_01603
OG0000290	Pray.g_00581	Praq.g_01616
OG0000291	Pray.g_00583	Praq.g_01618
OG0000292	Pray.g_00632	Praq.g_01667
OG0000293	Pray.g_00073	Praq.g_01324
OG0000294	Pray.g_00072	Praq.g_01325
OG0000295	Pray.g_00051	Praq.g_01345
OG0000296	Pray.g_00049	Praq.g_01347
OG0000297	Pray.g_00041	Praq.g_01355
OG0000298	Pray.g_00040	Praq.g_01356
OG0000299	Pray.g_00023	Praq.g_01373
OG0000300	Pray.g_00020	Praq.g_01376
OG0000301	Pray.g_00019	Praq.g_01377
OG0000302	Pray.g_00017	Praq.g_01379
OG0000303	Pray.g_00010	Praq.g_01386
OG0000304	Pray.g_00006	Praq.g_01390
OG0000305	Pray.g_01837	Praq.g_00167
OG0000306	Pray.g_01834	Praq.g_00170
OG0000307	Pray.g_01820	Praq.g_00186
OG0000308	Pray.g_01819	Praq.g_00187
OG0000309	Pray.g_01815	Praq.g_00191
OG0000310	Pray.g_01737	Praq.g_00279
OG0000311	Pray.g_01735	Praq.g_00281
OG0000312	Pray.g_01732	Praq.g_00284
OG0000313	Pray.g_01718	Praq.g_00298
OG0000314	Pray.g_01695	Praq.g_00321
OG0000315	Pray.g_01685	Praq.g_00331
OG0000316	Pray.g_01665	Praq.g_00351
OG0000317	Pray.g_01561	Praq.g_01954, Praq.g_00499
OG0000318	Pray.g_01558	Praq.g_00496
OG0000319	Pray.g_01545	Praq.g_00483
OG0000320	Pray.g_01543	Praq.g_00481
OG0000321	Pray.g_01542	Praq.g_00480
OG0000322	Pray.g_01541	Praq.g_00479
OG0000323	Pray.g_01532	Praq.g_00470
OG0000324	Pray.g_01506	Praq.g_00444
OG0000325	Pray.g_01235	Praq.g_00950
OG0000326	Pray.g_01241	Praq.g_00944
OG0000327	Pray.g_01265	Praq.g_00920
OG0000328	Pray.g_01266	Praq.g_00919
OG0000329	Pray.g_01283	Praq.g_00902
OG0000330	Pray.g_01284	Praq.g_00901
OG0000331	Pray.g_01285	Praq.g_00900
OG0000332	Pray.g_01299	Praq.g_00886
OG0000333	Pray.g_01301	Praq.g_00884
OG0000334	Pray.g_01309	Praq.g_00876
OG0000335	Pray.g_01314	Praq.g_00872
OG0000336	Pray.g_01318	Praq.g_00868
OG0000337	Pray.g_01335	Praq.g_00735
OG0000338	Pray.g_01336	Praq.g_00736
OG0000339	Pray.g_01340	Praq.g_00740
OG0000340	Pray.g_01348	Praq.g_00748
OG0000341	Pray.g_01350	Praq.g_00750
OG0000342	Pray.g_01351	Praq.g_00751
OG0000343	Pray.g_01352	Praq.g_00752
OG0000344	Pray.g_01355	Praq.g_00755
OG0000345	Pray.g_01360	Praq.g_00760
OG0000346	Pray.g_01365	Praq.g_00764
OG0000347	Pray.g_01381	Praq.g_00683
OG0000348	Pray.g_01391	Praq.g_00692
OG0000349	Pray.g_01408	Praq.g_00709
OG0000350	Pray.g_01427	Praq.g_00392
OG0000351	Pray.g_01444	Praq.g_00409
OG0000352	Pray.g_01445	Praq.g_00410
OG0000353	Pray.g_01460	Praq.g_00425
OG0000355	Pray.g_01462	Praq.g_00427
OG0000356	Pray.g_01463	Praq.g_00428
OG0000357	Pray.g_01464	Praq.g_00429
OG0000358	Pray.g_01469	Praq.g_00433
OG0000359	Pray.g_01470	Praq.g_00434
OG0000360	Pray.g_01471	Praq.g_00435
OG0000361	Pray.g_01472	Praq.g_00436
OG0000362	Pray.g_01474	Praq.g_00438
OG0000363	Pray.g_01476	Praq.g_01217
OG0000364	Pray.g_01477	Praq.g_01218
OG0000365	Pray.g_01482	Praq.g_01223
OG0000366	Pray.g_01483	Praq.g_01224
OG0000367	Pray.g_01484	Praq.g_01225
OG0000368	Pray.g_01486	Praq.g_01227
OG0000369	Pray.g_01487	Praq.g_01228
OG0000370	Pray.g_01488	Praq.g_01229
OG0000371	Pray.g_01494	Praq.g_01235
OG0000372	Pray.g_01497	Praq.g_01239
OG0000373	Pray.g_01498	Praq.g_01240
OG0000374	Pray.g_01499	Praq.g_01241
OG0000375	Pray.g_00243	Praq.g_01255
OG0000376	Pray.g_00241	Praq.g_01257
OG0000377	Pray.g_00238	Praq.g_01261
OG0000378	Pray.g_00236	Praq.g_01263
OG0000379	Pray.g_00233	Praq.g_01266
OG0000380	Pray.g_00223	Praq.g_01937
OG0000381	Pray.g_00219	Praq.g_01933
OG0000382	Pray.g_00208	Praq.g_01922
OG0000383	Pray.g_00206	Praq.g_01920
OG0000384	Pray.g_00205	Praq.g_01919
OG0000385	Pray.g_00204	Praq.g_01918
OG0000386	Pray.g_00203	Praq.g_01917
OG0000387	Pray.g_00190	Praq.g_01904
OG0000388	Pray.g_00187	Praq.g_01901
OG0000389	Pray.g_00183	Praq.g_01897
OG0000390	Pray.g_00176	Praq.g_01890
OG0000391	Pray.g_00173	Praq.g_01887
OG0000392	Pray.g_00169	Praq.g_01883
OG0000393	Pray.g_00167	Praq.g_01881
OG0000394	Pray.g_00166	Praq.g_01880
OG0000395	Pray.g_00165	Praq.g_01879
OG0000396	Pray.g_00162	Praq.g_01876
OG0000397	Pray.g_00160	Praq.g_01874
OG0000398	Pray.g_00158	Praq.g_01872
OG0000399	Pray.g_00157	Praq.g_01871
OG0000400	Pray.g_00156	Praq.g_01870
OG0000401	Pray.g_00155	Praq.g_01869
OG0000402	Pray.g_00153	Praq.g_01867
OG0000403	Pray.g_00152	Praq.g_01866
OG0000404	Pray.g_00151	Praq.g_01865
OG0000405	Pray.g_00147	Praq.g_01861
OG0000406	Pray.g_00142	Praq.g_01855
OG0000407	Pray.g_00141	Praq.g_01854
OG0000408	Pray.g_00139	Praq.g_01852
OG0000409	Pray.g_00137	Praq.g_01850
OG0000410	Pray.g_00136	Praq.g_01849
OG0000411	Pray.g_00635	Praq.g_01848
OG0000412	Pray.g_00636	Praq.g_01847
OG0000413	Pray.g_00637	Praq.g_01846
OG0000414	Pray.g_00638	Praq.g_01845
OG0000415	Pray.g_00639	Praq.g_01844
OG0000416	Pray.g_00640	Praq.g_01843
OG0000417	Pray.g_00641	Praq.g_01842
OG0000418	Pray.g_00646	Praq.g_01837
OG0000419	Pray.g_00648	Praq.g_01835
OG0000420	Pray.g_00649	Praq.g_01834
OG0000421	Pray.g_00654	Praq.g_01829
OG0000422	Pray.g_00655	Praq.g_01828
OG0000423	Pray.g_00656	Praq.g_01827
OG0000424	Pray.g_00657	Praq.g_01826
OG0000425	Pray.g_00658	Praq.g_01825
OG0000426	Pray.g_00659	Praq.g_01824
OG0000427	Pray.g_00660	Praq.g_01823
OG0000428	Pray.g_00662	Praq.g_01821
OG0000429	Pray.g_00663	Praq.g_01820
OG0000430	Pray.g_00664	Praq.g_01819
OG0000431	Pray.g_00666	Praq.g_01817
OG0000432	Pray.g_00669	Praq.g_01814
OG0000433	Pray.g_00670	Praq.g_01813
OG0000434	Pray.g_00671	Praq.g_01812
OG0000435	Pray.g_00672	Praq.g_01811
OG0000436	Pray.g_00677	Praq.g_01806
OG0000437	Pray.g_00678	Praq.g_01805
OG0000438	Pray.g_00679	Praq.g_01804
OG0000439	Pray.g_00681	Praq.g_01802
OG0000440	Pray.g_00682	Praq.g_01801
OG0000441	Pray.g_00685	Praq.g_01798
OG0000442	Pray.g_00686	Praq.g_01797
OG0000443	Pray.g_00687	Praq.g_01796
OG0000444	Pray.g_00692	Praq.g_01791
OG0000445	Pray.g_00693	Praq.g_01790
OG0000446	Pray.g_00694	Praq.g_01789
OG0000447	Pray.g_00695	Praq.g_01788
OG0000448	Pray.g_00696	Praq.g_01787
OG0000449	Pray.g_00697	Praq.g_01786
OG0000450	Pray.g_00698	Praq.g_01785
OG0000451	Pray.g_00699	Praq.g_01784
OG0000452	Pray.g_00702	Praq.g_01781
OG0000453	Pray.g_00703	Praq.g_01780
OG0000454	Pray.g_00704	Praq.g_01779
OG0000455	Pray.g_00705	Praq.g_01778
OG0000456	Pray.g_00706	Praq.g_01777
OG0000457	Pray.g_00707	Praq.g_01776
OG0000458	Pray.g_00708	Praq.g_01775
OG0000459	Pray.g_00709	Praq.g_01774
OG0000460	Pray.g_00716	Praq.g_01767
OG0000461	Pray.g_00723	Praq.g_01760
OG0000462	Pray.g_00725	Praq.g_01758
OG0000463	Pray.g_00726	Praq.g_01757
OG0000464	Pray.g_00727	Praq.g_01756
OG0000465	Pray.g_00728	Praq.g_01755
OG0000466	Pray.g_00731	Praq.g_01752
OG0000467	Pray.g_00732	Praq.g_01751
OG0000468	Pray.g_00734	Praq.g_01750
OG0000469	Pray.g_00742	Praq.g_01741
OG0000470	Pray.g_00744	Praq.g_01739
OG0000471	Pray.g_00745	Praq.g_01738
OG0000472	Pray.g_00746	Praq.g_01737
OG0000473	Pray.g_00748	Praq.g_01735
OG0000474	Pray.g_00749	Praq.g_01734
OG0000475	Pray.g_00750	Praq.g_01733
OG0000476	Pray.g_00751	Praq.g_01732
OG0000477	Pray.g_00754	Praq.g_01728
OG0000478	Pray.g_00755	Praq.g_01727
OG0000479	Pray.g_00756	Praq.g_01726
OG0000480	Pray.g_00761	Praq.g_01721
OG0000481	Pray.g_00763	Praq.g_01718
OG0000482	Pray.g_00764	Praq.g_01717
OG0000483	Pray.g_00767	Praq.g_01714
OG0000484	Pray.g_00768	Praq.g_01713
OG0000485	Pray.g_00769	Praq.g_01712
OG0000486	Pray.g_00770	Praq.g_01711
OG0000487	Pray.g_00773	Praq.g_01707
OG0000488	Pray.g_00776	Praq.g_01704
OG0000489	Pray.g_00781	Praq.g_01699
OG0000490	Pray.g_00786	Praq.g_01694
OG0000491	Pray.g_00787	Praq.g_01693
OG0000492	Pray.g_00789	Praq.g_01691
OG0000493	Pray.g_00790	Praq.g_01690
OG0000494	Pray.g_00791	Praq.g_01689
OG0000495	Pray.g_00792	Praq.g_01688
OG0000496	Pray.g_00793	Praq.g_01687
OG0000497	Pray.g_00794	Praq.g_01686
OG0000498	Pray.g_00795	Praq.g_01685
OG0000499	Pray.g_00796	Praq.g_01684
OG0000500	Pray.g_00797	Praq.g_01683
OG0000501	Pray.g_00799	Praq.g_01681
OG0000502	Pray.g_00802	Praq.g_01678
OG0000503	Pray.g_00812	Praq.g_01211
OG0000504	Pray.g_00813	Praq.g_01210
OG0000505	Pray.g_00814	Praq.g_01209
OG0000506	Pray.g_00816	Praq.g_01207
OG0000507	Pray.g_00819	Praq.g_01204
OG0000508	Pray.g_00823	Praq.g_01200
OG0000509	Pray.g_00825	Praq.g_01198
OG0000510	Pray.g_00826	Praq.g_01197
OG0000511	Pray.g_00827	Praq.g_01196
OG0000512	Pray.g_00829	Praq.g_01194
OG0000513	Pray.g_00836	Praq.g_01186
OG0000514	Pray.g_00921	Praq.g_01126
OG0000515	Pray.g_00922	Praq.g_01125
OG0000516	Pray.g_00923	Praq.g_01124
OG0000517	Pray.g_00925	Praq.g_01122
OG0000518	Pray.g_00936	Praq.g_01111
OG0000519	Pray.g_00937	Praq.g_01110
OG0000520	Pray.g_00938	Praq.g_01109
OG0000521	Pray.g_00943	Praq.g_00502
OG0000522	Pray.g_00945	Praq.g_00504
OG0000523	Pray.g_00946	Praq.g_00505
OG0000524	Pray.g_00951	Praq.g_00511
OG0000525	Pray.g_00954	Praq.g_00514
OG0000526	Pray.g_00955	Praq.g_00515
OG0000527	Pray.g_00963	Praq.g_00524
OG0000528	Pray.g_00968	Praq.g_00529
OG0000529	Pray.g_00971	Praq.g_00532
OG0000530	Pray.g_00974	Praq.g_00535
OG0000531	Pray.g_00975	Praq.g_00536
OG0000532	Pray.g_00977	Praq.g_00538
OG0000533	Pray.g_00978	Praq.g_00539
OG0000534	Pray.g_00979	Praq.g_00540
OG0000535	Pray.g_00980	Praq.g_00541
OG0000536	Pray.g_00981	Praq.g_00542
OG0000537	Pray.g_00982	Praq.g_00543
OG0000538	Pray.g_00991	Praq.g_01102
OG0000539	Pray.g_00992	Praq.g_01101
OG0000540	Pray.g_00993	Praq.g_01100
OG0000541	Pray.g_00994	Praq.g_01099
OG0000542	Pray.g_00996	Praq.g_01097
OG0000543	Pray.g_00998	Praq.g_01095
OG0000544	Pray.g_00999	Praq.g_01094
OG0000545	Pray.g_01001	Praq.g_01092
OG0000546	Pray.g_01004	Praq.g_01089
OG0000547	Pray.g_01006	Praq.g_01087
OG0000548	Pray.g_01007	Praq.g_01086
OG0000549	Pray.g_01009	Praq.g_01084
OG0000550	Pray.g_01014	Praq.g_01079
OG0000551	Pray.g_01018	Praq.g_01075
OG0000552	Pray.g_01019	Praq.g_01074
OG0000553	Pray.g_01020	Praq.g_01073
OG0000554	Pray.g_01227	Praq.g_01068
OG0000555	Pray.g_01219	Praq.g_01060
OG0000556	Pray.g_01217	Praq.g_01058
OG0000557	Pray.g_01216	Praq.g_01057
OG0000558	Pray.g_01214	Praq.g_01055
OG0000559	Pray.g_01210	Praq.g_01051
OG0000560	Pray.g_01207	Praq.g_01048
OG0000561	Pray.g_01206	Praq.g_01047
OG0000562	Pray.g_01205	Praq.g_01046
OG0000563	Pray.g_01204	Praq.g_01045
OG0000564	Pray.g_01203	Praq.g_01044
