Orthogroup	Pray	Syal
OG0000121	Pray.g_01720	Syal.g_00374
OG0000122	Pray.g_01682	Syal.g_02602
OG0000123	Pray.g_01313	Syal.g_00283
OG0000124	Pray.g_01380	Syal.g_01519
OG0000125	Pray.g_01417	Syal.g_01075
OG0000126	Pray.g_01456	Syal.g_00090
OG0000128	Pray.g_01473	Syal.g_00109
OG0000129	Pray.g_00239	Syal.g_01062
OG0000130	Pray.g_00220	Syal.g_00751
OG0000131	Pray.g_00144	Syal.g_00886
OG0000132	Pray.g_00645	Syal.g_00906
OG0000133	Pray.g_00800	Syal.g_01995
OG0000134	Pray.g_00835	Syal.g_00552
OG0000135	Pray.g_00861	Syal.g_01119
OG0000136	Pray.g_00931	Syal.g_00520
OG0000137	Pray.g_00965	Syal.g_00463
OG0000138	Pray.g_00985	Syal.g_02914
OG0000139	Pray.g_01224	Syal.g_02832
OG0000140	Pray.g_01223	Syal.g_02830
OG0000141	Pray.g_01156	Syal.g_02738
OG0000142	Pray.g_01128	Syal.g_02636
OG0000143	Pray.g_01124	Syal.g_02632
OG0000144	Pray.g_01111	Syal.g_02515
OG0000145	Pray.g_00306	Syal.g_02921
OG0000146	Pray.g_00314	Syal.g_02001
OG0000147	Pray.g_00315	Syal.g_02002
OG0000148	Pray.g_00364	Syal.g_02437
OG0000149	Pray.g_00395	Syal.g_02475
OG0000150	Pray.g_00403	Syal.g_02737
OG0000151	Pray.g_00462	Syal.g_02263
OG0000152	Pray.g_00511	Syal.g_01991
OG0000153	Pray.g_00530	Syal.g_01958
OG0000154	Pray.g_00558	Syal.g_01918
OG0000155	Pray.g_00043	Syal.g_01695
OG0000156	Pray.g_01881	Syal.g_01620
OG0000157	Pray.g_01880	Syal.g_01619
OG0000158	Pray.g_01787	Syal.g_01431
OG0000160	Pray.g_01721	Syal.g_00372
OG0000161	Pray.g_01715	Syal.g_00384
OG0000162	Pray.g_01709	Syal.g_00396
OG0000163	Pray.g_01675	Syal.g_02971
OG0000164	Pray.g_01535	Syal.g_00623
OG0000165	Pray.g_01528	Syal.g_00632
OG0000166	Pray.g_01270	Syal.g_00236
OG0000167	Pray.g_01337	Syal.g_01347
OG0000168	Pray.g_01347	Syal.g_01433
OG0000169	Pray.g_01357	Syal.g_01447
OG0000170	Pray.g_01359	Syal.g_01454
OG0000171	Pray.g_01379	Syal.g_01518
OG0000172	Pray.g_01388	Syal.g_00174, Syal.g_00173
OG0000173	Pray.g_01403	Syal.g_00155
OG0000174	Pray.g_01431	Syal.g_01121
OG0000175	Pray.g_01441	Syal.g_01172
OG0000176	Pray.g_01465, Pray.g_01466	Syal.g_00101
OG0000177	Pray.g_01467	Syal.g_00102
OG0000178	Pray.g_01468	Syal.g_00103
OG0000179	Pray.g_01478	Syal.g_00118
OG0000180	Pray.g_01479	Syal.g_00119
OG0000181	Pray.g_01480	Syal.g_00120
OG0000182	Pray.g_01481	Syal.g_00121
OG0000183	Pray.g_01485	Syal.g_00125
OG0000184	Pray.g_00237	Syal.g_01050
OG0000185	Pray.g_00234	Syal.g_01025
OG0000186	Pray.g_00225	Syal.g_02684, Syal.g_00747
OG0000187	Pray.g_00224	Syal.g_02685, Syal.g_00748
OG0000188	Pray.g_00207	Syal.g_00771
OG0000189	Pray.g_00193	Syal.g_00807
OG0000190	Pray.g_00192	Syal.g_01364
OG0000191	Pray.g_00172	Syal.g_00841
OG0000192	Pray.g_00168	Syal.g_00847
OG0000193	Pray.g_00143	Syal.g_00887
OG0000194	Pray.g_00140	Syal.g_00890
OG0000195	Pray.g_00138	Syal.g_00892
OG0000196	Pray.g_00642	Syal.g_00903
OG0000197	Pray.g_00643	Syal.g_00904
OG0000198	Pray.g_00644	Syal.g_00905
OG0000199	Pray.g_00651	Syal.g_00913
OG0000200	Pray.g_00665	Syal.g_00932
OG0000201	Pray.g_00673	Syal.g_00949
OG0000202	Pray.g_00674	Syal.g_00950
OG0000203	Pray.g_00675	Syal.g_00951
OG0000204	Pray.g_00676	Syal.g_00952
OG0000205	Pray.g_00683	Syal.g_00959
OG0000206	Pray.g_00688	Syal.g_00971
OG0000207	Pray.g_00690	Syal.g_00974
OG0000208	Pray.g_00691	Syal.g_00975
OG0000209	Pray.g_00700	Syal.g_01000
OG0000210	Pray.g_00701	Syal.g_01001
OG0000212	Pray.g_00721	Syal.g_00679
OG0000213	Pray.g_00738	Syal.g_01229
OG0000214	Pray.g_00747	Syal.g_01246
OG0000215	Pray.g_00771	Syal.g_01277
OG0000216	Pray.g_00772	Syal.g_01281
OG0000217	Pray.g_00775	Syal.g_01285
OG0000218	Pray.g_00777	Syal.g_01287
OG0000219	Pray.g_00778	Syal.g_01288
OG0000220	Pray.g_00779	Syal.g_01289
OG0000221	Pray.g_00780	Syal.g_01297
OG0000222	Pray.g_00788	Syal.g_01309
OG0000223	Pray.g_00801	Syal.g_01327
OG0000224	Pray.g_00803	Syal.g_01329
OG0000225	Pray.g_00824	Syal.g_00363
OG0000226	Pray.g_00828	Syal.g_00367
OG0000227	Pray.g_00830	Syal.g_00369
OG0000228	Pray.g_00833	Syal.g_00556
OG0000229	Pray.g_00926	Syal.g_00525
OG0000230	Pray.g_00928	Syal.g_00523
OG0000231	Pray.g_00939	Syal.g_00510
OG0000232	Pray.g_00948	Syal.g_00495
OG0000233	Pray.g_00953	Syal.g_00487
OG0000234	Pray.g_00966	Syal.g_00461
OG0000235	Pray.g_00969	Syal.g_02896
OG0000236	Pray.g_00983	Syal.g_02912
OG0000237	Pray.g_00997	Syal.g_02930
OG0000238	Pray.g_01003	Syal.g_02935
OG0000239	Pray.g_01016	Syal.g_02951
OG0000240	Pray.g_01017	Syal.g_02952
OG0000241	Pray.g_01021	Syal.g_02696
OG0000242	Pray.g_01023	Syal.g_02840
OG0000243	Pray.g_01218	Syal.g_02822
OG0000244	Pray.g_01215	Syal.g_02815
OG0000245	Pray.g_01213	Syal.g_02813
OG0000246	Pray.g_01209	Syal.g_02809
OG0000247	Pray.g_01199	Syal.g_02797
OG0000248	Pray.g_01197	Syal.g_02794
OG0000249	Pray.g_01195	Syal.g_02792
OG0000250	Pray.g_01190	Syal.g_02786
OG0000251	Pray.g_01172	Syal.g_02760
OG0000252	Pray.g_01169	Syal.g_02757
OG0000253	Pray.g_01168	Syal.g_02755
OG0000254	Pray.g_01152	Syal.g_02732
OG0000255	Pray.g_01146	Syal.g_02719
OG0000256	Pray.g_01136	Syal.g_02705
OG0000257	Pray.g_01133	Syal.g_02697
OG0000258	Pray.g_01120	Syal.g_02623
OG0000259	Pray.g_01103	Syal.g_02182
OG0000260	Pray.g_01100	Syal.g_02188
OG0000261	Pray.g_01098	Syal.g_02199
OG0000262	Pray.g_01094	Syal.g_02204
OG0000263	Pray.g_01082	Syal.g_01720
OG0000264	Pray.g_01072	Syal.g_01788
OG0000265	Pray.g_01040	Syal.g_02534
OG0000266	Pray.g_01030	Syal.g_02421
OG0000267	Pray.g_00274	Syal.g_02043
OG0000268	Pray.g_00275	Syal.g_02042
OG0000269	Pray.g_00343	Syal.g_02409
OG0000270	Pray.g_00346	Syal.g_02412
OG0000271	Pray.g_00354	Syal.g_01871
OG0000272	Pray.g_00355	Syal.g_01872
OG0000274	Pray.g_00379	Syal.g_02455
OG0000275	Pray.g_00382	Syal.g_02458
OG0000276	Pray.g_00387	Syal.g_02467
OG0000277	Pray.g_00388	Syal.g_02468
OG0000278	Pray.g_00391	Syal.g_02471
OG0000279	Pray.g_00398	Syal.g_02479
OG0000280	Pray.g_00399	Syal.g_02493
OG0000281	Pray.g_00404	Syal.g_02190
OG0000282	Pray.g_00454	Syal.g_02284
OG0000283	Pray.g_00488	Syal.g_02028
OG0000284	Pray.g_00493	Syal.g_02023
OG0000285	Pray.g_00498	Syal.g_02012
OG0000286	Pray.g_00510	Syal.g_01992
OG0000288	Pray.g_00557	Syal.g_01919
OG0000289	Pray.g_00568	Syal.g_01904
OG0000290	Pray.g_00581	Syal.g_01826
OG0000291	Pray.g_00583	Syal.g_01824
OG0000292	Pray.g_00632	Syal.g_00089
OG0000293	Pray.g_00073	Syal.g_01631
OG0000294	Pray.g_00072	Syal.g_01632
OG0000295	Pray.g_00051	Syal.g_01687
OG0000296	Pray.g_00049	Syal.g_01689
OG0000297	Pray.g_00041	Syal.g_01702
OG0000298	Pray.g_00040	Syal.g_01703
OG0000299	Pray.g_00023	Syal.g_01732
OG0000300	Pray.g_00020	Syal.g_01738
OG0000301	Pray.g_00019	Syal.g_01739
OG0000302	Pray.g_00017	Syal.g_01740
OG0000303	Pray.g_00010	Syal.g_01763
OG0000304	Pray.g_00006	Syal.g_01756
OG0000305	Pray.g_01837	Syal.g_01821
OG0000306	Pray.g_01834	Syal.g_02579
OG0000307	Pray.g_01820	Syal.g_02880
OG0000308	Pray.g_01819	Syal.g_02878
OG0000309	Pray.g_01815	Syal.g_02873
OG0000310	Pray.g_01737	Syal.g_01537
OG0000311	Pray.g_01735	Syal.g_00061
OG0000312	Pray.g_01732	Syal.g_00031
OG0000313	Pray.g_01718	Syal.g_00381
OG0000314	Pray.g_01695	Syal.g_00416
OG0000315	Pray.g_01685	Syal.g_00426
OG0000316	Pray.g_01665	Syal.g_02987
OG0000317	Pray.g_01561	Syal.g_00583
OG0000318	Pray.g_01558	Syal.g_00588
OG0000319	Pray.g_01545	Syal.g_00608
OG0000320	Pray.g_01543	Syal.g_00610
OG0000321	Pray.g_01542	Syal.g_00611
OG0000322	Pray.g_01541	Syal.g_00612
OG0000323	Pray.g_01532	Syal.g_00626
OG0000324	Pray.g_01506	Syal.g_00656
OG0000325	Pray.g_01235	Syal.g_00195
OG0000326	Pray.g_01241	Syal.g_00202
OG0000327	Pray.g_01265	Syal.g_00230
OG0000328	Pray.g_01266	Syal.g_00231
OG0000329	Pray.g_01283	Syal.g_00249
OG0000330	Pray.g_01284	Syal.g_00250
OG0000331	Pray.g_01285	Syal.g_00251
OG0000332	Pray.g_01299	Syal.g_00266
OG0000333	Pray.g_01301	Syal.g_00269
OG0000334	Pray.g_01309	Syal.g_00279
OG0000335	Pray.g_01314	Syal.g_00284
OG0000336	Pray.g_01318	Syal.g_00288
OG0000337	Pray.g_01335	Syal.g_01343
OG0000338	Pray.g_01336	Syal.g_01345
OG0000339	Pray.g_01340	Syal.g_01351
OG0000340	Pray.g_01348	Syal.g_01434
OG0000341	Pray.g_01350	Syal.g_01436
OG0000342	Pray.g_01351	Syal.g_01437
OG0000343	Pray.g_01352	Syal.g_01441
OG0000344	Pray.g_01355	Syal.g_01445
OG0000345	Pray.g_01360	Syal.g_01455
OG0000346	Pray.g_01365	Syal.g_01460
OG0000347	Pray.g_01381	Syal.g_01525
OG0000348	Pray.g_01391	Syal.g_00170
OG0000349	Pray.g_01408	Syal.g_00148
OG0000350	Pray.g_01427	Syal.g_00209
OG0000351	Pray.g_01444	Syal.g_01175
OG0000352	Pray.g_01445	Syal.g_01176
OG0000353	Pray.g_01460	Syal.g_00095
OG0000355	Pray.g_01462	Syal.g_00098
OG0000356	Pray.g_01463	Syal.g_00099
OG0000357	Pray.g_01464	Syal.g_00100
OG0000358	Pray.g_01469	Syal.g_00104
OG0000359	Pray.g_01470	Syal.g_00106
OG0000360	Pray.g_01471	Syal.g_00107
OG0000361	Pray.g_01472	Syal.g_00108
OG0000362	Pray.g_01474	Syal.g_00110
OG0000363	Pray.g_01476	Syal.g_00112
OG0000364	Pray.g_01477	Syal.g_00113
OG0000365	Pray.g_01482	Syal.g_00122
OG0000366	Pray.g_01483	Syal.g_00123
OG0000367	Pray.g_01484	Syal.g_00124
OG0000368	Pray.g_01486	Syal.g_00126
OG0000369	Pray.g_01487	Syal.g_00127
OG0000370	Pray.g_01488	Syal.g_00128
OG0000371	Pray.g_01494	Syal.g_00135
OG0000372	Pray.g_01497	Syal.g_00141
OG0000373	Pray.g_01498	Syal.g_00142
OG0000374	Pray.g_01499	Syal.g_00143
OG0000375	Pray.g_00243	Syal.g_00144
OG0000376	Pray.g_00241	Syal.g_00146
OG0000377	Pray.g_00238	Syal.g_01061
OG0000378	Pray.g_00236	Syal.g_01027
OG0000379	Pray.g_00233	Syal.g_01024
OG0000380	Pray.g_00223	Syal.g_00749
OG0000381	Pray.g_00219	Syal.g_00752
OG0000382	Pray.g_00208	Syal.g_00770
OG0000383	Pray.g_00206	Syal.g_00775
OG0000384	Pray.g_00205	Syal.g_00776
OG0000385	Pray.g_00204	Syal.g_00777
OG0000386	Pray.g_00203	Syal.g_00778
OG0000387	Pray.g_00190	Syal.g_00811
OG0000388	Pray.g_00187	Syal.g_00815
OG0000389	Pray.g_00183	Syal.g_00819
OG0000390	Pray.g_00176	Syal.g_00835
OG0000391	Pray.g_00173	Syal.g_00840
OG0000392	Pray.g_00169	Syal.g_00846
OG0000393	Pray.g_00167	Syal.g_00849
OG0000394	Pray.g_00166	Syal.g_00850
OG0000395	Pray.g_00165	Syal.g_00851
OG0000396	Pray.g_00162	Syal.g_00854
OG0000397	Pray.g_00160	Syal.g_00857
OG0000398	Pray.g_00158	Syal.g_00862
OG0000399	Pray.g_00157	Syal.g_00863
OG0000400	Pray.g_00156	Syal.g_00864
OG0000401	Pray.g_00155	Syal.g_00865
OG0000402	Pray.g_00153	Syal.g_00867
OG0000403	Pray.g_00152	Syal.g_00868
OG0000404	Pray.g_00151	Syal.g_00870
OG0000405	Pray.g_00147	Syal.g_00883
OG0000406	Pray.g_00142	Syal.g_00888
OG0000407	Pray.g_00141	Syal.g_00889
OG0000408	Pray.g_00139	Syal.g_00891
OG0000409	Pray.g_00137	Syal.g_00893
OG0000410	Pray.g_00136	Syal.g_00894
OG0000411	Pray.g_00635	Syal.g_00895
OG0000412	Pray.g_00636	Syal.g_00896
OG0000413	Pray.g_00637	Syal.g_00898
OG0000414	Pray.g_00638	Syal.g_00899
OG0000415	Pray.g_00639	Syal.g_00900
OG0000416	Pray.g_00640	Syal.g_00901
OG0000417	Pray.g_00641	Syal.g_00902
OG0000418	Pray.g_00646	Syal.g_00907
OG0000419	Pray.g_00648	Syal.g_00909
OG0000420	Pray.g_00649	Syal.g_00911
OG0000421	Pray.g_00654	Syal.g_00916
OG0000422	Pray.g_00655	Syal.g_00917
OG0000423	Pray.g_00656	Syal.g_00918
OG0000424	Pray.g_00657	Syal.g_00919
OG0000425	Pray.g_00658	Syal.g_00920
OG0000426	Pray.g_00659	Syal.g_00921
OG0000427	Pray.g_00660	Syal.g_00922
OG0000428	Pray.g_00662	Syal.g_00925
OG0000429	Pray.g_00663	Syal.g_00929
OG0000430	Pray.g_00664	Syal.g_00931
OG0000431	Pray.g_00666	Syal.g_00934
OG0000432	Pray.g_00669	Syal.g_00940
OG0000433	Pray.g_00670	Syal.g_00943
OG0000434	Pray.g_00671	Syal.g_00944
OG0000435	Pray.g_00672	Syal.g_00946
OG0000436	Pray.g_00677	Syal.g_00953
OG0000437	Pray.g_00678	Syal.g_00954
OG0000438	Pray.g_00679	Syal.g_00955
OG0000439	Pray.g_00681	Syal.g_00957
OG0000440	Pray.g_00682	Syal.g_00958
OG0000441	Pray.g_00685	Syal.g_00962
OG0000442	Pray.g_00686	Syal.g_00964
OG0000443	Pray.g_00687	Syal.g_00966
OG0000444	Pray.g_00692	Syal.g_00978
OG0000445	Pray.g_00693	Syal.g_00979
OG0000446	Pray.g_00694	Syal.g_00981
OG0000447	Pray.g_00695	Syal.g_00989
OG0000448	Pray.g_00696	Syal.g_00990
OG0000449	Pray.g_00697	Syal.g_00991
OG0000450	Pray.g_00698	Syal.g_00997
OG0000451	Pray.g_00699	Syal.g_00998
OG0000452	Pray.g_00702	Syal.g_01002
OG0000453	Pray.g_00703	Syal.g_01003
OG0000454	Pray.g_00704	Syal.g_01004
OG0000455	Pray.g_00705	Syal.g_01005
OG0000456	Pray.g_00706	Syal.g_01006
OG0000457	Pray.g_00707	Syal.g_01008
OG0000458	Pray.g_00708	Syal.g_01009
OG0000459	Pray.g_00709	Syal.g_01010
OG0000460	Pray.g_00716	Syal.g_00686
OG0000461	Pray.g_00723	Syal.g_01199
OG0000462	Pray.g_00725	Syal.g_01202
OG0000463	Pray.g_00726	Syal.g_01203
OG0000464	Pray.g_00727	Syal.g_01204
OG0000465	Pray.g_00728	Syal.g_01205
OG0000466	Pray.g_00731	Syal.g_01210
OG0000467	Pray.g_00732	Syal.g_01212
OG0000468	Pray.g_00734	Syal.g_01225
OG0000469	Pray.g_00742	Syal.g_01240
OG0000470	Pray.g_00744	Syal.g_01242
OG0000471	Pray.g_00745	Syal.g_01243
OG0000472	Pray.g_00746	Syal.g_01245
OG0000473	Pray.g_00748	Syal.g_01247
OG0000474	Pray.g_00749	Syal.g_01248
OG0000475	Pray.g_00750	Syal.g_01249
OG0000476	Pray.g_00751	Syal.g_01251
OG0000477	Pray.g_00754	Syal.g_01257
OG0000478	Pray.g_00755	Syal.g_01258
OG0000479	Pray.g_00756	Syal.g_01259
OG0000480	Pray.g_00761	Syal.g_01266
OG0000481	Pray.g_00763	Syal.g_01268
OG0000482	Pray.g_00764	Syal.g_01269
OG0000483	Pray.g_00767	Syal.g_01273
OG0000484	Pray.g_00768	Syal.g_01274
OG0000485	Pray.g_00769	Syal.g_01275
OG0000486	Pray.g_00770	Syal.g_01276
OG0000487	Pray.g_00773	Syal.g_01282
OG0000488	Pray.g_00776	Syal.g_01286
OG0000489	Pray.g_00781	Syal.g_01298
OG0000490	Pray.g_00786	Syal.g_01307
OG0000491	Pray.g_00787	Syal.g_01308
OG0000492	Pray.g_00789	Syal.g_01310
OG0000493	Pray.g_00790	Syal.g_01311
OG0000494	Pray.g_00791	Syal.g_01312
OG0000495	Pray.g_00792	Syal.g_01313
OG0000496	Pray.g_00793	Syal.g_01314
OG0000497	Pray.g_00794	Syal.g_01315
OG0000498	Pray.g_00795	Syal.g_01316
OG0000499	Pray.g_00796	Syal.g_01317
OG0000500	Pray.g_00797	Syal.g_01318
OG0000501	Pray.g_00799	Syal.g_01321
OG0000502	Pray.g_00802	Syal.g_01328
OG0000503	Pray.g_00812	Syal.g_00347
OG0000504	Pray.g_00813	Syal.g_00349
OG0000505	Pray.g_00814	Syal.g_00350
OG0000506	Pray.g_00816	Syal.g_00352
OG0000507	Pray.g_00819	Syal.g_00358
OG0000508	Pray.g_00823	Syal.g_00362
OG0000509	Pray.g_00825	Syal.g_00364
OG0000510	Pray.g_00826	Syal.g_00365
OG0000511	Pray.g_00827	Syal.g_00366
OG0000512	Pray.g_00829	Syal.g_00368
OG0000513	Pray.g_00836	Syal.g_00551
OG0000514	Pray.g_00921	Syal.g_00539
OG0000515	Pray.g_00922	Syal.g_00538
OG0000516	Pray.g_00923	Syal.g_00534
OG0000517	Pray.g_00925	Syal.g_00526
OG0000518	Pray.g_00936	Syal.g_00514
OG0000519	Pray.g_00937	Syal.g_00513
OG0000520	Pray.g_00938	Syal.g_00512
OG0000521	Pray.g_00943	Syal.g_00502
OG0000522	Pray.g_00945	Syal.g_00500
OG0000523	Pray.g_00946	Syal.g_00499
OG0000524	Pray.g_00951	Syal.g_00491
OG0000525	Pray.g_00954	Syal.g_00473
OG0000526	Pray.g_00955	Syal.g_00471
OG0000527	Pray.g_00963	Syal.g_00465
OG0000528	Pray.g_00968	Syal.g_02893
OG0000529	Pray.g_00971	Syal.g_02898
OG0000530	Pray.g_00974	Syal.g_02901
OG0000531	Pray.g_00975	Syal.g_02902
OG0000532	Pray.g_00977	Syal.g_02905
OG0000533	Pray.g_00978	Syal.g_02907
OG0000534	Pray.g_00979	Syal.g_02908
OG0000535	Pray.g_00980	Syal.g_02909
OG0000536	Pray.g_00981	Syal.g_02910
OG0000537	Pray.g_00982	Syal.g_02911
OG0000538	Pray.g_00991	Syal.g_02923
OG0000539	Pray.g_00992	Syal.g_02924
OG0000540	Pray.g_00993	Syal.g_02925
OG0000541	Pray.g_00994	Syal.g_02926
OG0000542	Pray.g_00996	Syal.g_02929
OG0000543	Pray.g_00998	Syal.g_02931
OG0000544	Pray.g_00999	Syal.g_02932
OG0000545	Pray.g_01001	Syal.g_02934
OG0000546	Pray.g_01004	Syal.g_02936
OG0000547	Pray.g_01006	Syal.g_02938
OG0000548	Pray.g_01007	Syal.g_02939
OG0000549	Pray.g_01009	Syal.g_02945
OG0000550	Pray.g_01014	Syal.g_02949
OG0000551	Pray.g_01018	Syal.g_02953
OG0000552	Pray.g_01019	Syal.g_02954
OG0000553	Pray.g_01020	Syal.g_02843
OG0000554	Pray.g_01227	Syal.g_02837
OG0000555	Pray.g_01219	Syal.g_02823
OG0000556	Pray.g_01217	Syal.g_02819
OG0000557	Pray.g_01216	Syal.g_02816
OG0000558	Pray.g_01214	Syal.g_02814
OG0000559	Pray.g_01210	Syal.g_02305, Syal.g_02810
OG0000560	Pray.g_01207	Syal.g_02807
OG0000561	Pray.g_01206	Syal.g_02806
OG0000562	Pray.g_01205	Syal.g_02805
OG0000563	Pray.g_01204	Syal.g_02804
OG0000564	Pray.g_01203	Syal.g_02803
OG0000565	Pray.g_01200	Syal.g_02799
OG0000566	Pray.g_01198	Syal.g_02795
OG0000567	Pray.g_01194	Syal.g_02791
OG0000568	Pray.g_01193	Syal.g_02789
OG0000569	Pray.g_01192	Syal.g_02788
OG0000570	Pray.g_01191	Syal.g_02787
OG0000571	Pray.g_01189	Syal.g_02784
OG0000572	Pray.g_01176	Syal.g_02767
OG0000573	Pray.g_01171	Syal.g_02759
OG0000574	Pray.g_01170	Syal.g_02758
OG0000575	Pray.g_01166	Syal.g_02753
OG0000576	Pray.g_01164	Syal.g_02751
OG0000577	Pray.g_01163	Syal.g_02750
OG0000578	Pray.g_01162	Syal.g_02749
OG0000579	Pray.g_01161	Syal.g_02748
OG0000580	Pray.g_01160	Syal.g_02747
OG0000581	Pray.g_01158	Syal.g_02741
OG0000582	Pray.g_01155	Syal.g_02736
OG0000583	Pray.g_01154	Syal.g_02735
OG0000584	Pray.g_01153	Syal.g_02734
OG0000585	Pray.g_01151	Syal.g_02731
OG0000586	Pray.g_01150	Syal.g_02730
OG0000587	Pray.g_01149	Syal.g_02728
OG0000588	Pray.g_01145	Syal.g_02717
