Orthogroup	Pray	Syaf
OG0000143	Pray.g_01124	Syaf.g_02306
OG0000144	Pray.g_01111	Syaf.g_01735
OG0000145	Pray.g_00306	Syaf.g_02699
OG0000146	Pray.g_00314	Syaf.g_01851
OG0000147	Pray.g_00315	Syaf.g_01850
OG0000148	Pray.g_00364	Syaf.g_02028
OG0000149	Pray.g_00395	Syaf.g_01371
OG0000150	Pray.g_00403	Syaf.g_02645
OG0000151	Pray.g_00462	Syaf.g_02091
OG0000152	Pray.g_00511	Syaf.g_01861
OG0000153	Pray.g_00530	Syaf.g_01904
OG0000154	Pray.g_00558	Syaf.g_01930
OG0000155	Pray.g_00043	Syaf.g_01324
OG0000156	Pray.g_01881	Syaf.g_01270
OG0000157	Pray.g_01880	Syaf.g_01269
OG0000158	Pray.g_01787	Syaf.g_00364
OG0000160	Pray.g_01721	Syaf.g_02418
OG0000161	Pray.g_01715	Syaf.g_02424
OG0000162	Pray.g_01709	Syaf.g_02431
OG0000163	Pray.g_01675	Syaf.g_01105
OG0000164	Pray.g_01535	Syaf.g_00999
OG0000165	Pray.g_01528	Syaf.g_01197
OG0000166	Pray.g_01270	Syaf.g_00133
OG0000167	Pray.g_01337	Syaf.g_00350
OG0000168	Pray.g_01347	Syaf.g_00365
OG0000169	Pray.g_01357	Syaf.g_00376
OG0000170	Pray.g_01359	Syaf.g_00383
OG0000171	Pray.g_01379	Syaf.g_00413
OG0000172	Pray.g_01388	Syaf.g_00419
OG0000173	Pray.g_01403	Syaf.g_00438
OG0000174	Pray.g_01431	Syaf.g_00603
OG0000175	Pray.g_01441	Syaf.g_00531
OG0000176	Pray.g_01465, Pray.g_01466	Syaf.g_00494
OG0000177	Pray.g_01467	Syaf.g_00493
OG0000178	Pray.g_01468	Syaf.g_00492
OG0000179	Pray.g_01478	Syaf.g_00477
OG0000180	Pray.g_01479	Syaf.g_00476
OG0000181	Pray.g_01480	Syaf.g_00475
OG0000182	Pray.g_01481	Syaf.g_00474
OG0000183	Pray.g_01485	Syaf.g_00470
OG0000184	Pray.g_00237	Syaf.g_00664
OG0000185	Pray.g_00234	Syaf.g_00684
OG0000186	Pray.g_00225	Syaf.g_00968
OG0000187	Pray.g_00224	Syaf.g_00966
OG0000188	Pray.g_00207	Syaf.g_00944
OG0000189	Pray.g_00193	Syaf.g_00916
OG0000190	Pray.g_00192	Syaf.g_00914
OG0000191	Pray.g_00172	Syaf.g_00877
OG0000192	Pray.g_00168	Syaf.g_00871
OG0000193	Pray.g_00143	Syaf.g_00832
OG0000194	Pray.g_00140	Syaf.g_00829
OG0000195	Pray.g_00138	Syaf.g_00827
OG0000196	Pray.g_00642	Syaf.g_00816
OG0000197	Pray.g_00643	Syaf.g_00815
OG0000198	Pray.g_00644	Syaf.g_00814
OG0000199	Pray.g_00651	Syaf.g_00806
OG0000200	Pray.g_00665	Syaf.g_00789
OG0000202	Pray.g_00674	Syaf.g_00770
OG0000203	Pray.g_00675	Syaf.g_00769
OG0000204	Pray.g_00676	Syaf.g_00768
OG0000205	Pray.g_00683	Syaf.g_00761
OG0000206	Pray.g_00688	Syaf.g_00736
OG0000207	Pray.g_00690	Syaf.g_00735
OG0000208	Pray.g_00691	Syaf.g_00734
OG0000209	Pray.g_00700	Syaf.g_00714
OG0000210	Pray.g_00701	Syaf.g_00713
OG0000212	Pray.g_00721	Syaf.g_02781
OG0000213	Pray.g_00738	Syaf.g_00210
OG0000214	Pray.g_00747	Syaf.g_00226
OG0000215	Pray.g_00771	Syaf.g_00258
OG0000216	Pray.g_00772	Syaf.g_00262
OG0000217	Pray.g_00775	Syaf.g_00266
OG0000218	Pray.g_00777	Syaf.g_00268
OG0000219	Pray.g_00778	Syaf.g_00269
OG0000220	Pray.g_00779	Syaf.g_00270
OG0000221	Pray.g_00780	Syaf.g_02597, Syaf.g_00273
OG0000222	Pray.g_00788	Syaf.g_00287
OG0000223	Pray.g_00801	Syaf.g_00317
OG0000224	Pray.g_00803	Syaf.g_00324
OG0000225	Pray.g_00824	Syaf.g_00007
OG0000226	Pray.g_00828	Syaf.g_00003
OG0000227	Pray.g_00830	Syaf.g_00001
OG0000228	Pray.g_00833	Syaf.g_02808
OG0000229	Pray.g_00926	Syaf.g_01214
OG0000230	Pray.g_00928	Syaf.g_01216
OG0000231	Pray.g_00939	Syaf.g_01236
OG0000232	Pray.g_00948	Syaf.g_02536
OG0000233	Pray.g_00953	Syaf.g_02528
OG0000234	Pray.g_00966	Syaf.g_02497
OG0000235	Pray.g_00969	Syaf.g_02722
OG0000236	Pray.g_00983	Syaf.g_02707
OG0000237	Pray.g_00997	Syaf.g_02690
OG0000238	Pray.g_01003	Syaf.g_02685
OG0000239	Pray.g_01016	Syaf.g_02669
OG0000240	Pray.g_01017	Syaf.g_02668
OG0000241	Pray.g_01021	Syaf.g_02322
OG0000242	Pray.g_01023	Syaf.g_02656
OG0000243	Pray.g_01218	Syaf.g_02634
OG0000244	Pray.g_01215	Syaf.g_02627
OG0000245	Pray.g_01213	Syaf.g_02625
OG0000246	Pray.g_01209	Syaf.g_02621
OG0000247	Pray.g_01199	Syaf.g_02610
OG0000248	Pray.g_01197	Syaf.g_02607
OG0000249	Pray.g_01195	Syaf.g_02605
OG0000250	Pray.g_01190	Syaf.g_02593
OG0000251	Pray.g_01172	Syaf.g_02568
OG0000252	Pray.g_01169	Syaf.g_02565
OG0000253	Pray.g_01168	Syaf.g_02564
OG0000254	Pray.g_01152	Syaf.g_02371
OG0000255	Pray.g_01146	Syaf.g_02352
OG0000256	Pray.g_01136	Syaf.g_02329
OG0000257	Pray.g_01133	Syaf.g_02323
OG0000258	Pray.g_01120	Syaf.g_02301
OG0000259	Pray.g_01103	Syaf.g_02137
OG0000260	Pray.g_01100	Syaf.g_02134
OG0000261	Pray.g_01098	Syaf.g_02131
OG0000262	Pray.g_01094	Syaf.g_02126
OG0000263	Pray.g_01082	Syaf.g_01585
OG0000264	Pray.g_01072	Syaf.g_01473
OG0000265	Pray.g_01040	Syaf.g_01196
OG0000266	Pray.g_01030	Syaf.g_01967
OG0000267	Pray.g_00274	Syaf.g_01787
OG0000268	Pray.g_00275	Syaf.g_01788
OG0000269	Pray.g_00343	Syaf.g_02054
OG0000270	Pray.g_00346	Syaf.g_02051
OG0000271	Pray.g_00354	Syaf.g_02043
OG0000272	Pray.g_00355	Syaf.g_02042
OG0000273	Pray.g_00378	Syaf.g_01392
OG0000274	Pray.g_00379	Syaf.g_01391
OG0000275	Pray.g_00382	Syaf.g_01386
OG0000276	Pray.g_00387	Syaf.g_01379
OG0000277	Pray.g_00388	Syaf.g_01378
OG0000278	Pray.g_00391	Syaf.g_01375
OG0000279	Pray.g_00398	Syaf.g_01367
OG0000280	Pray.g_00399	Syaf.g_01337
OG0000281	Pray.g_00404	Syaf.g_01636
OG0000282	Pray.g_00454	Syaf.g_02101
OG0000283	Pray.g_00488	Syaf.g_01804
OG0000284	Pray.g_00493	Syaf.g_01810
OG0000285	Pray.g_00498	Syaf.g_01842
OG0000286	Pray.g_00510	Syaf.g_01860
OG0000288	Pray.g_00557	Syaf.g_01929
OG0000289	Pray.g_00568	Syaf.g_01943
OG0000290	Pray.g_00581	Syaf.g_01439
OG0000291	Pray.g_00583	Syaf.g_01441
OG0000292	Pray.g_00632	Syaf.g_00505
OG0000293	Pray.g_00073	Syaf.g_01277
OG0000294	Pray.g_00072	Syaf.g_01278
OG0000295	Pray.g_00051	Syaf.g_01316
OG0000296	Pray.g_00049	Syaf.g_01318
OG0000297	Pray.g_00041	Syaf.g_01607
OG0000298	Pray.g_00040	Syaf.g_01606
OG0000299	Pray.g_00023	Syaf.g_01578
OG0000300	Pray.g_00020	Syaf.g_01571
OG0000301	Pray.g_00019	Syaf.g_01570
OG0000302	Pray.g_00017	Syaf.g_01568
OG0000303	Pray.g_00010	Syaf.g_01559
OG0000304	Pray.g_00006	Syaf.g_01551
OG0000305	Pray.g_01837	Syaf.g_01444
OG0000306	Pray.g_01834	Syaf.g_01332
OG0000307	Pray.g_01820	Syaf.g_02742
OG0000308	Pray.g_01819	Syaf.g_02744
OG0000309	Pray.g_01815	Syaf.g_02749
OG0000310	Pray.g_01737	Syaf.g_02387
OG0000311	Pray.g_01735	Syaf.g_02391
OG0000312	Pray.g_01732	Syaf.g_02397
OG0000313	Pray.g_01718	Syaf.g_02421
OG0000314	Pray.g_01695	Syaf.g_02458
OG0000315	Pray.g_01685	Syaf.g_02468
OG0000316	Pray.g_01665	Syaf.g_01088
OG0000317	Pray.g_01561	Syaf.g_01040
OG0000318	Pray.g_01558	Syaf.g_01032
OG0000319	Pray.g_01545	Syaf.g_01015
OG0000320	Pray.g_01543	Syaf.g_01013
OG0000321	Pray.g_01542	Syaf.g_01012
OG0000322	Pray.g_01541	Syaf.g_01011
OG0000323	Pray.g_01532	Syaf.g_00997
OG0000324	Pray.g_01506	Syaf.g_01164
OG0000325	Pray.g_01235	Syaf.g_00176
OG0000326	Pray.g_01241	Syaf.g_00169
OG0000327	Pray.g_01265	Syaf.g_00138
OG0000328	Pray.g_01266	Syaf.g_00137
OG0000329	Pray.g_01283	Syaf.g_00119
OG0000330	Pray.g_01284	Syaf.g_00118
OG0000331	Pray.g_01285	Syaf.g_00117
OG0000332	Pray.g_01299	Syaf.g_00102
OG0000333	Pray.g_01301	Syaf.g_00099
OG0000334	Pray.g_01309	Syaf.g_00090
OG0000335	Pray.g_01314	Syaf.g_00085
OG0000336	Pray.g_01318	Syaf.g_00081
OG0000337	Pray.g_01335	Syaf.g_00344
OG0000338	Pray.g_01336	Syaf.g_00348
OG0000339	Pray.g_01340	Syaf.g_00355
OG0000340	Pray.g_01348	Syaf.g_00366
OG0000341	Pray.g_01350	Syaf.g_00368
OG0000342	Pray.g_01351	Syaf.g_00369
OG0000343	Pray.g_01352	Syaf.g_00370
OG0000344	Pray.g_01355	Syaf.g_00374
OG0000345	Pray.g_01360	Syaf.g_00384
OG0000346	Pray.g_01365	Syaf.g_00389
OG0000347	Pray.g_01381	Syaf.g_00415
OG0000348	Pray.g_01391	Syaf.g_00427
OG0000349	Pray.g_01408	Syaf.g_00445
OG0000350	Pray.g_01427	Syaf.g_00162
OG0000351	Pray.g_01444	Syaf.g_00528
OG0000352	Pray.g_01445	Syaf.g_00527
OG0000353	Pray.g_01460	Syaf.g_00499
OG0000355	Pray.g_01462	Syaf.g_00497
OG0000356	Pray.g_01463	Syaf.g_00496
OG0000357	Pray.g_01464	Syaf.g_00495
OG0000358	Pray.g_01469	Syaf.g_00491
OG0000359	Pray.g_01470	Syaf.g_00489
OG0000360	Pray.g_01471	Syaf.g_00488
OG0000361	Pray.g_01472	Syaf.g_00487
OG0000362	Pray.g_01474	Syaf.g_00485
OG0000363	Pray.g_01476	Syaf.g_00483
OG0000364	Pray.g_01477	Syaf.g_00482
OG0000365	Pray.g_01482	Syaf.g_00473
OG0000366	Pray.g_01483	Syaf.g_00472
OG0000367	Pray.g_01484	Syaf.g_00471
OG0000368	Pray.g_01486	Syaf.g_00469
OG0000369	Pray.g_01487	Syaf.g_00468
OG0000370	Pray.g_01488	Syaf.g_00467
OG0000371	Pray.g_01494	Syaf.g_00458
OG0000372	Pray.g_01497	Syaf.g_00453
OG0000373	Pray.g_01498	Syaf.g_00452
OG0000374	Pray.g_01499	Syaf.g_00451
OG0000375	Pray.g_00243	Syaf.g_00449
OG0000376	Pray.g_00241	Syaf.g_00447
OG0000377	Pray.g_00238	Syaf.g_00654
OG0000378	Pray.g_00236	Syaf.g_00668
OG0000379	Pray.g_00233	Syaf.g_00686
OG0000380	Pray.g_00223	Syaf.g_00965
OG0000381	Pray.g_00219	Syaf.g_00962
OG0000382	Pray.g_00208	Syaf.g_00945
OG0000383	Pray.g_00206	Syaf.g_00941
OG0000384	Pray.g_00205	Syaf.g_00940
OG0000385	Pray.g_00204	Syaf.g_00939
OG0000386	Pray.g_00203	Syaf.g_00938
OG0000387	Pray.g_00190	Syaf.g_00912
OG0000388	Pray.g_00187	Syaf.g_00908
OG0000389	Pray.g_00183	Syaf.g_00904
OG0000390	Pray.g_00176	Syaf.g_00883
OG0000391	Pray.g_00173	Syaf.g_00878
OG0000392	Pray.g_00169	Syaf.g_00872
OG0000393	Pray.g_00167	Syaf.g_00870
OG0000394	Pray.g_00166	Syaf.g_00869
OG0000395	Pray.g_00165	Syaf.g_00868
OG0000396	Pray.g_00162	Syaf.g_00865
OG0000397	Pray.g_00160	Syaf.g_00863
OG0000398	Pray.g_00158	Syaf.g_00858
OG0000399	Pray.g_00157	Syaf.g_00857
OG0000400	Pray.g_00156	Syaf.g_00856
OG0000401	Pray.g_00155	Syaf.g_00855
OG0000402	Pray.g_00153	Syaf.g_00852
OG0000403	Pray.g_00152	Syaf.g_00851
OG0000404	Pray.g_00151	Syaf.g_00850
OG0000405	Pray.g_00147	Syaf.g_00835
OG0000406	Pray.g_00142	Syaf.g_00831
OG0000407	Pray.g_00141	Syaf.g_00830
OG0000408	Pray.g_00139	Syaf.g_00828
OG0000409	Pray.g_00137	Syaf.g_00826
OG0000410	Pray.g_00136	Syaf.g_00825
OG0000411	Pray.g_00635	Syaf.g_00824
OG0000412	Pray.g_00636	Syaf.g_00823
OG0000413	Pray.g_00637	Syaf.g_00821
OG0000414	Pray.g_00638	Syaf.g_00820
OG0000415	Pray.g_00639	Syaf.g_00819
OG0000416	Pray.g_00640	Syaf.g_00818
OG0000417	Pray.g_00641	Syaf.g_00817
OG0000418	Pray.g_00646	Syaf.g_00812
OG0000419	Pray.g_00648	Syaf.g_00810
OG0000420	Pray.g_00649	Syaf.g_00808
OG0000421	Pray.g_00654	Syaf.g_00803
OG0000422	Pray.g_00655	Syaf.g_00802
OG0000423	Pray.g_00656	Syaf.g_00801
OG0000424	Pray.g_00657	Syaf.g_00800
OG0000425	Pray.g_00658	Syaf.g_00799
OG0000426	Pray.g_00659	Syaf.g_00798
OG0000427	Pray.g_00660	Syaf.g_00797
OG0000428	Pray.g_00662	Syaf.g_00794
OG0000429	Pray.g_00663	Syaf.g_00792
OG0000430	Pray.g_00664	Syaf.g_00790
OG0000431	Pray.g_00666	Syaf.g_00786
OG0000432	Pray.g_00669	Syaf.g_00779
OG0000433	Pray.g_00670	Syaf.g_00777
OG0000434	Pray.g_00671	Syaf.g_00776
OG0000435	Pray.g_00672	Syaf.g_00772
OG0000436	Pray.g_00677	Syaf.g_00767
OG0000437	Pray.g_00678	Syaf.g_00766
OG0000438	Pray.g_00679	Syaf.g_00765
OG0000439	Pray.g_00681	Syaf.g_00763
OG0000440	Pray.g_00682	Syaf.g_00762
OG0000441	Pray.g_00685	Syaf.g_00756
OG0000442	Pray.g_00686	Syaf.g_00743
OG0000443	Pray.g_00687	Syaf.g_00739
OG0000444	Pray.g_00692	Syaf.g_00733
OG0000445	Pray.g_00693	Syaf.g_00729
OG0000446	Pray.g_00694	Syaf.g_00728
OG0000447	Pray.g_00695	Syaf.g_00725
OG0000448	Pray.g_00696	Syaf.g_00724
OG0000449	Pray.g_00697	Syaf.g_00723
OG0000450	Pray.g_00698	Syaf.g_00717
OG0000451	Pray.g_00699	Syaf.g_00716
OG0000452	Pray.g_00702	Syaf.g_00712
OG0000453	Pray.g_00703	Syaf.g_00711
OG0000454	Pray.g_00704	Syaf.g_00710
OG0000455	Pray.g_00705	Syaf.g_00709
OG0000456	Pray.g_00706	Syaf.g_00708
OG0000457	Pray.g_00707	Syaf.g_00706
OG0000458	Pray.g_00708	Syaf.g_00705
OG0000459	Pray.g_00709	Syaf.g_00704
OG0000460	Pray.g_00716	Syaf.g_02789
OG0000461	Pray.g_00723	Syaf.g_00183
OG0000462	Pray.g_00725	Syaf.g_00186
OG0000463	Pray.g_00726	Syaf.g_00187
OG0000464	Pray.g_00727	Syaf.g_00188
OG0000465	Pray.g_00728	Syaf.g_00190
OG0000466	Pray.g_00731	Syaf.g_00194
OG0000467	Pray.g_00732	Syaf.g_00196
OG0000468	Pray.g_00734	Syaf.g_00206
OG0000469	Pray.g_00742	Syaf.g_00220
OG0000470	Pray.g_00744	Syaf.g_00222
OG0000471	Pray.g_00745	Syaf.g_00223
OG0000472	Pray.g_00746	Syaf.g_00225
OG0000473	Pray.g_00748	Syaf.g_00227
OG0000474	Pray.g_00749	Syaf.g_00228
OG0000475	Pray.g_00750	Syaf.g_00229
OG0000476	Pray.g_00751	Syaf.g_00231
OG0000477	Pray.g_00754	Syaf.g_00237
OG0000478	Pray.g_00755	Syaf.g_00238
OG0000479	Pray.g_00756	Syaf.g_00239
OG0000480	Pray.g_00761	Syaf.g_00247
OG0000481	Pray.g_00763	Syaf.g_00249
OG0000482	Pray.g_00764	Syaf.g_00250
OG0000483	Pray.g_00767	Syaf.g_00254
OG0000484	Pray.g_00768	Syaf.g_00255
OG0000485	Pray.g_00769	Syaf.g_00256
OG0000486	Pray.g_00770	Syaf.g_00257
OG0000487	Pray.g_00773	Syaf.g_00263
OG0000488	Pray.g_00776	Syaf.g_00267
OG0000489	Pray.g_00781	Syaf.g_00274
OG0000490	Pray.g_00786	Syaf.g_00284
OG0000491	Pray.g_00787	Syaf.g_00285
OG0000492	Pray.g_00789	Syaf.g_00288
OG0000493	Pray.g_00790	Syaf.g_00289
OG0000494	Pray.g_00791	Syaf.g_00290
OG0000495	Pray.g_00792	Syaf.g_00291
OG0000496	Pray.g_00793	Syaf.g_00292
OG0000497	Pray.g_00794	Syaf.g_00293
OG0000498	Pray.g_00795	Syaf.g_00294
OG0000499	Pray.g_00796	Syaf.g_00295
OG0000500	Pray.g_00797	Syaf.g_00296
OG0000501	Pray.g_00799	Syaf.g_00299
OG0000502	Pray.g_00802	Syaf.g_00319
OG0000503	Pray.g_00812	Syaf.g_00023
OG0000504	Pray.g_00813	Syaf.g_00021
OG0000505	Pray.g_00814	Syaf.g_00020
OG0000506	Pray.g_00816	Syaf.g_00018
OG0000507	Pray.g_00819	Syaf.g_00012
OG0000508	Pray.g_00823	Syaf.g_00008
OG0000509	Pray.g_00825	Syaf.g_00006
OG0000510	Pray.g_00826	Syaf.g_00005
OG0000511	Pray.g_00827	Syaf.g_00004
OG0000512	Pray.g_00829	Syaf.g_00002
OG0000513	Pray.g_00836	Syaf.g_02803
OG0000514	Pray.g_00921	Syaf.g_02796
OG0000515	Pray.g_00922	Syaf.g_02795
OG0000516	Pray.g_00923	Syaf.g_01219
OG0000517	Pray.g_00925	Syaf.g_01213
OG0000518	Pray.g_00936	Syaf.g_01230
OG0000519	Pray.g_00937	Syaf.g_01231
OG0000520	Pray.g_00938	Syaf.g_01235
OG0000521	Pray.g_00943	Syaf.g_02542
OG0000522	Pray.g_00945	Syaf.g_02538
OG0000523	Pray.g_00946	Syaf.g_02537
OG0000524	Pray.g_00951	Syaf.g_02531
OG0000525	Pray.g_00954	Syaf.g_02507
OG0000526	Pray.g_00955	Syaf.g_02504
OG0000527	Pray.g_00963	Syaf.g_02500
OG0000528	Pray.g_00968	Syaf.g_02728
OG0000529	Pray.g_00971	Syaf.g_02720
OG0000530	Pray.g_00974	Syaf.g_02717
OG0000531	Pray.g_00975	Syaf.g_02716
OG0000532	Pray.g_00977	Syaf.g_02713
OG0000533	Pray.g_00978	Syaf.g_02712
OG0000534	Pray.g_00979	Syaf.g_02711
OG0000535	Pray.g_00980	Syaf.g_02710
OG0000536	Pray.g_00981	Syaf.g_02709
OG0000537	Pray.g_00982	Syaf.g_02708
OG0000538	Pray.g_00991	Syaf.g_02697
OG0000539	Pray.g_00992	Syaf.g_02696
OG0000540	Pray.g_00993	Syaf.g_02695
OG0000541	Pray.g_00994	Syaf.g_02694
OG0000542	Pray.g_00996	Syaf.g_02691
OG0000543	Pray.g_00998	Syaf.g_02689
OG0000544	Pray.g_00999	Syaf.g_02688
OG0000545	Pray.g_01001	Syaf.g_02686
OG0000546	Pray.g_01004	Syaf.g_02684
OG0000547	Pray.g_01006	Syaf.g_02682
OG0000548	Pray.g_01007	Syaf.g_02681
OG0000549	Pray.g_01009	Syaf.g_02676
OG0000550	Pray.g_01014	Syaf.g_02671
OG0000551	Pray.g_01018	Syaf.g_02666
OG0000552	Pray.g_01019	Syaf.g_02665
OG0000553	Pray.g_01020	Syaf.g_02663
OG0000554	Pray.g_01227	Syaf.g_02653
OG0000555	Pray.g_01219	Syaf.g_02635
OG0000556	Pray.g_01217	Syaf.g_02630
OG0000557	Pray.g_01216	Syaf.g_02628
OG0000558	Pray.g_01214	Syaf.g_02626
OG0000559	Pray.g_01210	Syaf.g_02622
OG0000560	Pray.g_01207	Syaf.g_02619
OG0000561	Pray.g_01206	Syaf.g_02618
OG0000562	Pray.g_01205	Syaf.g_02617
OG0000563	Pray.g_01204	Syaf.g_02616
OG0000564	Pray.g_01203	Syaf.g_02615
OG0000565	Pray.g_01200	Syaf.g_02612
OG0000566	Pray.g_01198	Syaf.g_02608
OG0000567	Pray.g_01194	Syaf.g_02604
OG0000568	Pray.g_01193	Syaf.g_02599
OG0000569	Pray.g_01192	Syaf.g_02596
OG0000570	Pray.g_01191	Syaf.g_02595
