Orthogroup	Pray	Prbg
OG0000088	Pray.g_00647	Prbg.g_00944
OG0000089	Pray.g_00834	Prbg.g_00137
OG0000090	Pray.g_01024, Pray.g_01228	Prbg.g_00250
OG0000091	Pray.g_01121	Prbg.g_01414
OG0000092	Pray.g_00457	Prbg.g_01089
OG0000093	Pray.g_00479	Prbg.g_01385
OG0000094	Pray.g_00565	Prbg.g_01336
OG0000095	Pray.g_00584	Prbg.g_01234
OG0000096	Pray.g_00117, Pray.g_01905	Prbg.g_00032
OG0000097	Pray.g_00022	Prbg.g_01440
OG0000098	Pray.g_01847	Prbg.g_00505
OG0000099	Pray.g_01788	Prbg.g_00552
OG0000100	Pray.g_01648	Prbg.g_00670
OG0000101	Pray.g_01306	Prbg.g_01785
OG0000102	Pray.g_01369	Prbg.g_01852
OG0000103	Pray.g_01449	Prbg.g_01937
OG0000104	Pray.g_01457	Prbg.g_00763
OG0000105	Pray.g_00753	Prbg.g_00053
OG0000106	Pray.g_00848	Prbg.g_00388
OG0000107	Pray.g_00864	Prbg.g_01714
OG0000108	Pray.g_00970	Prbg.g_00199
OG0000109	Pray.g_00984	Prbg.g_00213
OG0000110	Pray.g_01187	Prbg.g_00293
OG0000111	Pray.g_01064	Prbg.g_01144
OG0000112	Pray.g_00313	Prbg.g_00366
OG0000113	Pray.g_00370	Prbg.g_01182
OG0000114	Pray.g_00452	Prbg.g_01084
OG0000115	Pray.g_00126	Prbg.g_01555
OG0000116	Pray.g_00074	Prbg.g_01497
OG0000117	Pray.g_01927	Prbg.g_01459
OG0000118	Pray.g_01858	Prbg.g_00490
OG0000119	Pray.g_01833	Prbg.g_01540, Prbg.g_00688
OG0000120	Pray.g_01808	Prbg.g_00549
OG0000121	Pray.g_01720	Prbg.g_00593
OG0000122	Pray.g_01682	Prbg.g_00448, Prbg.g_00634
OG0000123	Pray.g_01313	Prbg.g_01792
OG0000124	Pray.g_01380	Prbg.g_01864
OG0000125	Pray.g_01417	Prbg.g_01900
OG0000126	Pray.g_01456	Prbg.g_00762
OG0000128	Pray.g_01473	Prbg.g_00778
OG0000129	Pray.g_00239	Prbg.g_00829
OG0000130	Pray.g_00220	Prbg.g_00800
OG0000131	Pray.g_00144	Prbg.g_00922
OG0000132	Pray.g_00645	Prbg.g_00942
OG0000133	Pray.g_00800	Prbg.g_00100
OG0000134	Pray.g_00835	Prbg.g_00139
OG0000135	Pray.g_00861	Prbg.g_00459
OG0000136	Pray.g_00931	Prbg.g_00161
OG0000137	Pray.g_00965	Prbg.g_00194
OG0000138	Pray.g_00985	Prbg.g_00214
OG0000139	Pray.g_01224	Prbg.g_00254
OG0000140	Pray.g_01223	Prbg.g_00255
OG0000141	Pray.g_01156	Prbg.g_00327
OG0000142	Pray.g_01128	Prbg.g_01422
OG0000143	Pray.g_01124	Prbg.g_01418
OG0000144	Pray.g_01111	Prbg.g_01404
OG0000145	Pray.g_00306	Prbg.g_00461
OG0000146	Pray.g_00314	Prbg.g_00365
OG0000147	Pray.g_00315	Prbg.g_00364
OG0000148	Pray.g_00364	Prbg.g_01176
OG0000149	Pray.g_00395	Prbg.g_01208
OG0000150	Pray.g_00403	Prbg.g_01218
OG0000151	Pray.g_00462	Prbg.g_01094
OG0000152	Pray.g_00511	Prbg.g_01287
OG0000153	Pray.g_00530	Prbg.g_01306
OG0000154	Pray.g_00558	Prbg.g_01326
OG0000155	Pray.g_00043	Prbg.g_01465
OG0000156	Pray.g_01881	Prbg.g_00466
OG0000157	Pray.g_01880	Prbg.g_00467
OG0000158	Pray.g_01787	Prbg.g_01829
OG0000159	Pray.g_01785	Prbg.g_00809
OG0000160	Pray.g_01721	Prbg.g_00592
OG0000161	Pray.g_01715	Prbg.g_00598
OG0000162	Pray.g_01709	Prbg.g_00604
OG0000163	Pray.g_01675	Prbg.g_00643
OG0000164	Pray.g_01535	Prbg.g_01674
OG0000165	Pray.g_01528	Prbg.g_01681
OG0000166	Pray.g_01270	Prbg.g_01748
OG0000167	Pray.g_01337	Prbg.g_01819
OG0000168	Pray.g_01347	Prbg.g_01830
OG0000169	Pray.g_01357	Prbg.g_01840
OG0000170	Pray.g_01359	Prbg.g_01843
OG0000171	Pray.g_01379	Prbg.g_01863
OG0000172	Pray.g_01388	Prbg.g_01870
OG0000173	Pray.g_01403	Prbg.g_01885
OG0000174	Pray.g_01431	Prbg.g_01915
OG0000175	Pray.g_01441	Prbg.g_01928
OG0000176	Pray.g_01465, Pray.g_01466	Prbg.g_00771
OG0000177	Pray.g_01467	Prbg.g_00772
OG0000178	Pray.g_01468	Prbg.g_00773
OG0000179	Pray.g_01478	Prbg.g_00858
OG0000180	Pray.g_01479	Prbg.g_00857
OG0000181	Pray.g_01480	Prbg.g_00856
OG0000182	Pray.g_01481	Prbg.g_00855
OG0000183	Pray.g_01485	Prbg.g_00851
OG0000184	Pray.g_00237	Prbg.g_00825
OG0000185	Pray.g_00234	Prbg.g_00822
OG0000186	Pray.g_00225	Prbg.g_00806
OG0000187	Pray.g_00224	Prbg.g_00805
OG0000188	Pray.g_00207	Prbg.g_00788
OG0000189	Pray.g_00193	Prbg.g_00866
OG0000190	Pray.g_00192	Prbg.g_00868
OG0000191	Pray.g_00172	Prbg.g_00891
OG0000192	Pray.g_00168	Prbg.g_00896
OG0000193	Pray.g_00143	Prbg.g_00923
OG0000194	Pray.g_00140	Prbg.g_00926
OG0000195	Pray.g_00138	Prbg.g_00928
OG0000196	Pray.g_00642	Prbg.g_00939
OG0000197	Pray.g_00643	Prbg.g_00940
OG0000198	Pray.g_00644	Prbg.g_00941
OG0000199	Pray.g_00651	Prbg.g_00948
OG0000200	Pray.g_00665	Prbg.g_00962
OG0000201	Pray.g_00673	Prbg.g_00971
OG0000202	Pray.g_00674	Prbg.g_00972
OG0000203	Pray.g_00675	Prbg.g_00973
OG0000204	Pray.g_00676	Prbg.g_00974
OG0000205	Pray.g_00683	Prbg.g_00981
OG0000206	Pray.g_00688	Prbg.g_00986
OG0000207	Pray.g_00690	Prbg.g_00989
OG0000208	Pray.g_00691	Prbg.g_00990
OG0000209	Pray.g_00700	Prbg.g_00999
OG0000210	Pray.g_00701	Prbg.g_01000
OG0000211	Pray.g_00714	Prbg.g_01015
OG0000212	Pray.g_00721	Prbg.g_01023
OG0000213	Pray.g_00738	Prbg.g_01041
OG0000214	Pray.g_00747	Prbg.g_00046
OG0000215	Pray.g_00771	Prbg.g_00073
OG0000216	Pray.g_00772	Prbg.g_00074
OG0000217	Pray.g_00775	Prbg.g_00077
OG0000218	Pray.g_00777	Prbg.g_00079
OG0000219	Pray.g_00778	Prbg.g_00080
OG0000220	Pray.g_00779	Prbg.g_00081
OG0000221	Pray.g_00780	Prbg.g_00082
OG0000222	Pray.g_00788	Prbg.g_00089
OG0000223	Pray.g_00801	Prbg.g_00101
OG0000224	Pray.g_00803	Prbg.g_00103
OG0000225	Pray.g_00824	Prbg.g_00129
OG0000226	Pray.g_00828	Prbg.g_01941
OG0000227	Pray.g_00830	Prbg.g_01943
OG0000228	Pray.g_00833	Prbg.g_00136
OG0000229	Pray.g_00926	Prbg.g_00156
OG0000230	Pray.g_00928	Prbg.g_00158
OG0000231	Pray.g_00939	Prbg.g_00169
OG0000232	Pray.g_00948	Prbg.g_00180
OG0000233	Pray.g_00953	Prbg.g_00186
OG0000234	Pray.g_00966	Prbg.g_00195
OG0000235	Pray.g_00969	Prbg.g_00198
OG0000236	Pray.g_00983	Prbg.g_00212
OG0000237	Pray.g_00997	Prbg.g_00225
OG0000238	Pray.g_01003	Prbg.g_00231
OG0000239	Pray.g_01016	Prbg.g_00242
OG0000240	Pray.g_01017	Prbg.g_00243
OG0000241	Pray.g_01021	Prbg.g_00247
OG0000242	Pray.g_01023	Prbg.g_00249
OG0000243	Pray.g_01218	Prbg.g_00260
OG0000244	Pray.g_01215	Prbg.g_00264
OG0000245	Pray.g_01213	Prbg.g_00266
OG0000246	Pray.g_01209	Prbg.g_00270
OG0000247	Pray.g_01199	Prbg.g_00280
OG0000248	Pray.g_01197	Prbg.g_00283
OG0000249	Pray.g_01195	Prbg.g_00285
OG0000250	Pray.g_01190	Prbg.g_00290
OG0000251	Pray.g_01172	Prbg.g_00310
OG0000252	Pray.g_01169	Prbg.g_00313
OG0000253	Pray.g_01168	Prbg.g_00314
OG0000254	Pray.g_01152	Prbg.g_00331
OG0000255	Pray.g_01146	Prbg.g_00337
OG0000256	Pray.g_01136	Prbg.g_00347
OG0000257	Pray.g_01133	Prbg.g_01427
OG0000258	Pray.g_01120	Prbg.g_01413
OG0000259	Pray.g_01103	Prbg.g_01396
OG0000260	Pray.g_01100	Prbg.g_01393
OG0000261	Pray.g_01098	Prbg.g_01390
OG0000262	Pray.g_01094	Prbg.g_01386
OG0000263	Pray.g_01082	Prbg.g_01122
OG0000264	Pray.g_01072	Prbg.g_01133
OG0000265	Pray.g_01040	Prbg.g_01151
OG0000266	Pray.g_01030	Prbg.g_01367
OG0000267	Pray.g_00274	Prbg.g_01355
OG0000268	Pray.g_00275	Prbg.g_01354
OG0000269	Pray.g_00343	Prbg.g_01154
OG0000270	Pray.g_00346	Prbg.g_01157
OG0000271	Pray.g_00354	Prbg.g_01165
OG0000272	Pray.g_00355	Prbg.g_01166
OG0000273	Pray.g_00378	Prbg.g_01190
OG0000274	Pray.g_00379	Prbg.g_01191
OG0000275	Pray.g_00382	Prbg.g_01194
OG0000276	Pray.g_00387	Prbg.g_01200
OG0000277	Pray.g_00388	Prbg.g_01201
OG0000278	Pray.g_00391	Prbg.g_01204
OG0000279	Pray.g_00398	Prbg.g_01211
OG0000280	Pray.g_00399	Prbg.g_01212
OG0000281	Pray.g_00404	Prbg.g_01219
OG0000282	Pray.g_00454	Prbg.g_01086
OG0000283	Pray.g_00488	Prbg.g_01263
OG0000284	Pray.g_00493	Prbg.g_01268
OG0000285	Pray.g_00498	Prbg.g_01273
OG0000286	Pray.g_00510	Prbg.g_01286
OG0000287	Pray.g_00527	Prbg.g_01552
OG0000288	Pray.g_00557	Prbg.g_01325
OG0000289	Pray.g_00568	Prbg.g_01341
OG0000290	Pray.g_00581	Prbg.g_01237
OG0000291	Pray.g_00583	Prbg.g_01235
OG0000292	Pray.g_00632	Prbg.g_01531
OG0000293	Pray.g_00073	Prbg.g_01496
OG0000294	Pray.g_00072	Prbg.g_01495
OG0000295	Pray.g_00051	Prbg.g_01472
OG0000296	Pray.g_00049	Prbg.g_01470
OG0000297	Pray.g_00041	Prbg.g_01461
OG0000298	Pray.g_00040	Prbg.g_01460
OG0000299	Pray.g_00023	Prbg.g_01441
OG0000300	Pray.g_00020	Prbg.g_01438
OG0000301	Pray.g_00019	Prbg.g_01437
OG0000302	Pray.g_00017	Prbg.g_01435
OG0000303	Pray.g_00010	Prbg.g_01429
OG0000304	Pray.g_00006	Prbg.g_00352
OG0000305	Pray.g_01837	Prbg.g_01529
OG0000306	Pray.g_01834	Prbg.g_01223
OG0000307	Pray.g_01820	Prbg.g_00538
OG0000308	Pray.g_01819	Prbg.g_00539
OG0000309	Pray.g_01815	Prbg.g_00543
OG0000310	Pray.g_01737	Prbg.g_00577
OG0000311	Pray.g_01735	Prbg.g_00579
OG0000312	Pray.g_01732	Prbg.g_00582
OG0000313	Pray.g_01718	Prbg.g_00595
OG0000314	Pray.g_01695	Prbg.g_00618
OG0000315	Pray.g_01685	Prbg.g_00628
OG0000316	Pray.g_01665	Prbg.g_00653
OG0000317	Pray.g_01561	Prbg.g_01647
OG0000318	Pray.g_01558	Prbg.g_01651
OG0000319	Pray.g_01545	Prbg.g_01664
OG0000320	Pray.g_01543	Prbg.g_01666
OG0000321	Pray.g_01542	Prbg.g_01667
OG0000322	Pray.g_01541	Prbg.g_01668
OG0000323	Pray.g_01532	Prbg.g_01677
OG0000324	Pray.g_01506	Prbg.g_01704
OG0000325	Pray.g_01235	Prbg.g_01715
OG0000326	Pray.g_01241	Prbg.g_01722
OG0000327	Pray.g_01265	Prbg.g_01743
OG0000328	Pray.g_01266	Prbg.g_01744
OG0000329	Pray.g_01283	Prbg.g_01761
OG0000330	Pray.g_01284	Prbg.g_01762
OG0000331	Pray.g_01285	Prbg.g_01763
OG0000332	Pray.g_01299	Prbg.g_01777
OG0000333	Pray.g_01301	Prbg.g_01779
OG0000334	Pray.g_01309	Prbg.g_01788
OG0000335	Pray.g_01314	Prbg.g_01793
OG0000336	Pray.g_01318	Prbg.g_01797
OG0000337	Pray.g_01335	Prbg.g_01815
OG0000338	Pray.g_01336	Prbg.g_01816
OG0000339	Pray.g_01340	Prbg.g_01822
OG0000340	Pray.g_01348	Prbg.g_01831
OG0000341	Pray.g_01350	Prbg.g_01833
OG0000342	Pray.g_01351	Prbg.g_01834
OG0000343	Pray.g_01352	Prbg.g_01835
OG0000344	Pray.g_01355	Prbg.g_01838
OG0000345	Pray.g_01360	Prbg.g_01844
OG0000346	Pray.g_01365	Prbg.g_01848
OG0000347	Pray.g_01381	Prbg.g_01865
OG0000348	Pray.g_01391	Prbg.g_01873
OG0000349	Pray.g_01408	Prbg.g_01891
OG0000350	Pray.g_01427	Prbg.g_00419
OG0000351	Pray.g_01444	Prbg.g_01931
OG0000352	Pray.g_01445	Prbg.g_01932
OG0000353	Pray.g_01460	Prbg.g_00766
OG0000355	Pray.g_01462	Prbg.g_00768
OG0000356	Pray.g_01463	Prbg.g_00769
OG0000357	Pray.g_01464	Prbg.g_00770
OG0000358	Pray.g_01469	Prbg.g_00774
OG0000359	Pray.g_01470	Prbg.g_00775
OG0000360	Pray.g_01471	Prbg.g_00776
OG0000361	Pray.g_01472	Prbg.g_00777
OG0000362	Pray.g_01474	Prbg.g_00779
OG0000363	Pray.g_01476	Prbg.g_00860
OG0000364	Pray.g_01477	Prbg.g_00859
OG0000365	Pray.g_01482	Prbg.g_00854
OG0000366	Pray.g_01483	Prbg.g_00853
OG0000367	Pray.g_01484	Prbg.g_00852
OG0000368	Pray.g_01486	Prbg.g_00850
OG0000369	Pray.g_01487	Prbg.g_00849
OG0000370	Pray.g_01488	Prbg.g_00848
OG0000371	Pray.g_01494	Prbg.g_00841
OG0000372	Pray.g_01497	Prbg.g_00838
OG0000373	Pray.g_01498	Prbg.g_00837
OG0000374	Pray.g_01499	Prbg.g_00836
OG0000375	Pray.g_00243	Prbg.g_00834
OG0000376	Pray.g_00241	Prbg.g_00832
OG0000377	Pray.g_00238	Prbg.g_00828
OG0000378	Pray.g_00236	Prbg.g_00824
OG0000379	Pray.g_00233	Prbg.g_00821
OG0000380	Pray.g_00223	Prbg.g_00804
OG0000381	Pray.g_00219	Prbg.g_00799
OG0000382	Pray.g_00208	Prbg.g_00789
OG0000383	Pray.g_00206	Prbg.g_00787
OG0000384	Pray.g_00205	Prbg.g_00786
OG0000385	Pray.g_00204	Prbg.g_00785
OG0000386	Pray.g_00203	Prbg.g_00784
OG0000387	Pray.g_00190	Prbg.g_00870
OG0000388	Pray.g_00187	Prbg.g_00874
OG0000389	Pray.g_00183	Prbg.g_00877
OG0000390	Pray.g_00176	Prbg.g_00887
OG0000391	Pray.g_00173	Prbg.g_00890
OG0000392	Pray.g_00169	Prbg.g_00894
OG0000393	Pray.g_00167	Prbg.g_00897
OG0000394	Pray.g_00166	Prbg.g_00898
OG0000395	Pray.g_00165	Prbg.g_00899
OG0000396	Pray.g_00162	Prbg.g_00901
OG0000397	Pray.g_00160	Prbg.g_00903
OG0000398	Pray.g_00158	Prbg.g_00906
OG0000399	Pray.g_00157	Prbg.g_00907
OG0000400	Pray.g_00156	Prbg.g_00908
OG0000401	Pray.g_00155	Prbg.g_00909
OG0000402	Pray.g_00153	Prbg.g_01349
OG0000403	Pray.g_00152	Prbg.g_00911
OG0000404	Pray.g_00151	Prbg.g_00912
OG0000405	Pray.g_00147	Prbg.g_00916
OG0000406	Pray.g_00142	Prbg.g_00924
OG0000407	Pray.g_00141	Prbg.g_00925
OG0000408	Pray.g_00139	Prbg.g_00927
OG0000409	Pray.g_00137	Prbg.g_00929
OG0000410	Pray.g_00136	Prbg.g_00930
OG0000411	Pray.g_00635	Prbg.g_00931
OG0000412	Pray.g_00636	Prbg.g_00932
OG0000413	Pray.g_00637	Prbg.g_00934
OG0000414	Pray.g_00638	Prbg.g_00935
OG0000415	Pray.g_00639	Prbg.g_00936
OG0000416	Pray.g_00640	Prbg.g_00937
OG0000417	Pray.g_00641	Prbg.g_00938
OG0000418	Pray.g_00646	Prbg.g_00943
OG0000419	Pray.g_00648	Prbg.g_00945
OG0000420	Pray.g_00649	Prbg.g_00946
OG0000421	Pray.g_00654	Prbg.g_00951
OG0000422	Pray.g_00655	Prbg.g_00952
OG0000423	Pray.g_00656	Prbg.g_00953
OG0000424	Pray.g_00657	Prbg.g_00954
OG0000425	Pray.g_00658	Prbg.g_00955
OG0000426	Pray.g_00659	Prbg.g_00956
OG0000427	Pray.g_00660	Prbg.g_00957
OG0000428	Pray.g_00662	Prbg.g_00959
OG0000429	Pray.g_00663	Prbg.g_00960
OG0000430	Pray.g_00664	Prbg.g_00961
OG0000431	Pray.g_00666	Prbg.g_00963
OG0000432	Pray.g_00669	Prbg.g_00967
OG0000433	Pray.g_00670	Prbg.g_00968
OG0000434	Pray.g_00671	Prbg.g_00969
OG0000435	Pray.g_00672	Prbg.g_00970
OG0000436	Pray.g_00677	Prbg.g_00975
OG0000437	Pray.g_00678	Prbg.g_00976
OG0000438	Pray.g_00679	Prbg.g_00977
OG0000439	Pray.g_00681	Prbg.g_00979
OG0000440	Pray.g_00682	Prbg.g_00980
OG0000441	Pray.g_00685	Prbg.g_00983
OG0000442	Pray.g_00686	Prbg.g_00984
OG0000443	Pray.g_00687	Prbg.g_00985
OG0000444	Pray.g_00692	Prbg.g_00991
OG0000445	Pray.g_00693	Prbg.g_00992
OG0000446	Pray.g_00694	Prbg.g_00993
OG0000447	Pray.g_00695	Prbg.g_00994
OG0000448	Pray.g_00696	Prbg.g_00995
OG0000449	Pray.g_00697	Prbg.g_00996
OG0000450	Pray.g_00698	Prbg.g_00997
OG0000451	Pray.g_00699	Prbg.g_00998
OG0000452	Pray.g_00702	Prbg.g_01001
OG0000453	Pray.g_00703	Prbg.g_01002
OG0000454	Pray.g_00704	Prbg.g_01003
OG0000455	Pray.g_00705	Prbg.g_01004
OG0000456	Pray.g_00706	Prbg.g_01005
OG0000457	Pray.g_00707	Prbg.g_01007
OG0000458	Pray.g_00708	Prbg.g_01008
OG0000459	Pray.g_00709	Prbg.g_01009
OG0000460	Pray.g_00716	Prbg.g_01017
OG0000461	Pray.g_00723	Prbg.g_01025
OG0000462	Pray.g_00725	Prbg.g_01027
OG0000463	Pray.g_00726	Prbg.g_01028
OG0000464	Pray.g_00727	Prbg.g_01029
OG0000465	Pray.g_00728	Prbg.g_01030
OG0000466	Pray.g_00731	Prbg.g_01033
OG0000467	Pray.g_00732	Prbg.g_01034
OG0000468	Pray.g_00734	Prbg.g_01037
OG0000469	Pray.g_00742	Prbg.g_01045
OG0000470	Pray.g_00744	Prbg.g_00042
OG0000471	Pray.g_00745	Prbg.g_00043
OG0000472	Pray.g_00746	Prbg.g_00045
OG0000473	Pray.g_00748	Prbg.g_00047
OG0000474	Pray.g_00749	Prbg.g_00048
OG0000475	Pray.g_00750	Prbg.g_00049
OG0000476	Pray.g_00751	Prbg.g_00051
OG0000477	Pray.g_00754	Prbg.g_00054
OG0000478	Pray.g_00755	Prbg.g_00055
OG0000479	Pray.g_00756	Prbg.g_00056
OG0000480	Pray.g_00761	Prbg.g_00061
OG0000481	Pray.g_00763	Prbg.g_00064
OG0000482	Pray.g_00764	Prbg.g_00065
OG0000483	Pray.g_00767	Prbg.g_00068
OG0000484	Pray.g_00768	Prbg.g_00069
OG0000485	Pray.g_00769	Prbg.g_00071
OG0000486	Pray.g_00770	Prbg.g_00072
OG0000487	Pray.g_00773	Prbg.g_00075
OG0000488	Pray.g_00776	Prbg.g_00078
OG0000489	Pray.g_00781	Prbg.g_00083
OG0000490	Pray.g_00786	Prbg.g_00087
OG0000491	Pray.g_00787	Prbg.g_00088
OG0000492	Pray.g_00789	Prbg.g_00090
OG0000493	Pray.g_00790	Prbg.g_00091
OG0000494	Pray.g_00791	Prbg.g_00092
OG0000495	Pray.g_00792	Prbg.g_00093
OG0000496	Pray.g_00793	Prbg.g_00094
OG0000497	Pray.g_00794	Prbg.g_00095
OG0000498	Pray.g_00795	Prbg.g_00096
OG0000499	Pray.g_00796	Prbg.g_00097
OG0000500	Pray.g_00797	Prbg.g_00098
OG0000501	Pray.g_00799	Prbg.g_00099
OG0000502	Pray.g_00802	Prbg.g_00102
OG0000503	Pray.g_00812	Prbg.g_00117
OG0000504	Pray.g_00813	Prbg.g_00119
OG0000505	Pray.g_00814	Prbg.g_00120
OG0000506	Pray.g_00816	Prbg.g_00121
OG0000507	Pray.g_00819	Prbg.g_00124
OG0000508	Pray.g_00823	Prbg.g_00128
OG0000509	Pray.g_00825	Prbg.g_00130
OG0000510	Pray.g_00826	Prbg.g_00131
OG0000511	Pray.g_00827	Prbg.g_00132
OG0000512	Pray.g_00829	Prbg.g_01942
OG0000513	Pray.g_00836	Prbg.g_00140
OG0000514	Pray.g_00921	Prbg.g_00151
OG0000515	Pray.g_00922	Prbg.g_00152
OG0000516	Pray.g_00923	Prbg.g_00153
OG0000517	Pray.g_00925	Prbg.g_00155
OG0000518	Pray.g_00936	Prbg.g_00166
OG0000519	Pray.g_00937	Prbg.g_00167
OG0000520	Pray.g_00938	Prbg.g_00168
OG0000521	Pray.g_00943	Prbg.g_00176
OG0000522	Pray.g_00945	Prbg.g_00178
OG0000523	Pray.g_00946	Prbg.g_00179
OG0000524	Pray.g_00951	Prbg.g_00184
OG0000525	Pray.g_00954	Prbg.g_00188
OG0000526	Pray.g_00955	Prbg.g_00189
OG0000527	Pray.g_00963	Prbg.g_00192
OG0000528	Pray.g_00968	Prbg.g_00197
OG0000529	Pray.g_00971	Prbg.g_00200
OG0000530	Pray.g_00974	Prbg.g_00203
OG0000531	Pray.g_00975	Prbg.g_00204
OG0000532	Pray.g_00977	Prbg.g_00206
OG0000533	Pray.g_00978	Prbg.g_00207
OG0000534	Pray.g_00979	Prbg.g_00208
OG0000535	Pray.g_00980	Prbg.g_00209
OG0000536	Pray.g_00981	Prbg.g_00210
OG0000537	Pray.g_00982	Prbg.g_00211
OG0000538	Pray.g_00991	Prbg.g_00220
OG0000539	Pray.g_00992	Prbg.g_00221
OG0000540	Pray.g_00993	Prbg.g_00222
OG0000541	Pray.g_00994	Prbg.g_00223
OG0000542	Pray.g_00996	Prbg.g_00224
OG0000543	Pray.g_00998	Prbg.g_00226
OG0000544	Pray.g_00999	Prbg.g_00227
OG0000545	Pray.g_01001	Prbg.g_00229
OG0000546	Pray.g_01004	Prbg.g_00232
OG0000547	Pray.g_01006	Prbg.g_00234
OG0000548	Pray.g_01007	Prbg.g_00235
OG0000549	Pray.g_01009	Prbg.g_00237
OG0000550	Pray.g_01014	Prbg.g_00241
OG0000551	Pray.g_01018	Prbg.g_00244
OG0000552	Pray.g_01019	Prbg.g_00245
OG0000553	Pray.g_01020	Prbg.g_00246
OG0000554	Pray.g_01227	Prbg.g_00251
OG0000555	Pray.g_01219	Prbg.g_00259
OG0000556	Pray.g_01217	Prbg.g_00261
OG0000557	Pray.g_01216	Prbg.g_00262
OG0000558	Pray.g_01214	Prbg.g_00265
OG0000559	Pray.g_01210	Prbg.g_00269
OG0000560	Pray.g_01207	Prbg.g_00272
