Orthogroup	Pray	Syak
OG0000334	Pray.g_01309	Syak.g_01302
OG0000335	Pray.g_01314	Syak.g_01298
OG0000336	Pray.g_01318	Syak.g_01294
OG0000337	Pray.g_01335	Syak.g_01555
OG0000338	Pray.g_01336	Syak.g_01558
OG0000339	Pray.g_01340	Syak.g_01566
OG0000340	Pray.g_01348	Syak.g_01626
OG0000341	Pray.g_01350	Syak.g_01628
OG0000342	Pray.g_01351	Syak.g_01629
OG0000343	Pray.g_01352	Syak.g_01631
OG0000344	Pray.g_01355	Syak.g_01635
OG0000345	Pray.g_01360	Syak.g_01645
OG0000346	Pray.g_01365	Syak.g_01651
OG0000347	Pray.g_01381	Syak.g_01694
OG0000348	Pray.g_01391	Syak.g_01717
OG0000349	Pray.g_01408	Syak.g_01740
OG0000350	Pray.g_01427	Syak.g_01377
OG0000351	Pray.g_01444	Syak.g_01823
OG0000352	Pray.g_01445	Syak.g_01822
OG0000353	Pray.g_01460	Syak.g_01796
OG0000355	Pray.g_01462	Syak.g_01793
OG0000356	Pray.g_01463	Syak.g_01792
OG0000357	Pray.g_01464	Syak.g_01791
OG0000358	Pray.g_01469	Syak.g_01787
OG0000359	Pray.g_01470	Syak.g_01785
OG0000360	Pray.g_01471	Syak.g_01784
OG0000361	Pray.g_01472	Syak.g_01783
OG0000362	Pray.g_01474	Syak.g_01781
OG0000363	Pray.g_01476	Syak.g_01779
OG0000364	Pray.g_01477	Syak.g_01778
OG0000365	Pray.g_01482	Syak.g_01769
OG0000366	Pray.g_01483	Syak.g_01768
OG0000367	Pray.g_01484	Syak.g_01767
OG0000368	Pray.g_01486	Syak.g_01765
OG0000369	Pray.g_01487	Syak.g_01764
OG0000370	Pray.g_01488	Syak.g_01763
OG0000371	Pray.g_01494	Syak.g_01753
OG0000372	Pray.g_01497	Syak.g_01748
OG0000373	Pray.g_01498	Syak.g_01747
OG0000374	Pray.g_01499	Syak.g_01746
OG0000375	Pray.g_00243	Syak.g_01744
OG0000376	Pray.g_00241	Syak.g_01742
OG0000377	Pray.g_00238	Syak.g_01948
OG0000378	Pray.g_00236	Syak.g_01968
OG0000379	Pray.g_00233	Syak.g_01972
OG0000380	Pray.g_00223	Syak.g_02256
OG0000381	Pray.g_00219	Syak.g_02254
OG0000382	Pray.g_00208	Syak.g_02236
OG0000383	Pray.g_00206	Syak.g_02229
OG0000384	Pray.g_00205	Syak.g_02228
OG0000385	Pray.g_00204	Syak.g_02227
OG0000386	Pray.g_00203	Syak.g_02226
OG0000387	Pray.g_00190	Syak.g_02200
OG0000388	Pray.g_00187	Syak.g_02196
OG0000389	Pray.g_00183	Syak.g_02345, Syak.g_02193
OG0000390	Pray.g_00176	Syak.g_02177
OG0000391	Pray.g_00173	Syak.g_02172
OG0000392	Pray.g_00169	Syak.g_02166
OG0000393	Pray.g_00167	Syak.g_02163
OG0000394	Pray.g_00166	Syak.g_02162
OG0000395	Pray.g_00165	Syak.g_02161
OG0000396	Pray.g_00162	Syak.g_02158
OG0000397	Pray.g_00160	Syak.g_02156
OG0000398	Pray.g_00158	Syak.g_02151
OG0000399	Pray.g_00157	Syak.g_02150
OG0000400	Pray.g_00156	Syak.g_02149
OG0000401	Pray.g_00155	Syak.g_02148
OG0000402	Pray.g_00153	Syak.g_02146
OG0000403	Pray.g_00152	Syak.g_02145
OG0000404	Pray.g_00151	Syak.g_02143
OG0000405	Pray.g_00147	Syak.g_02131
OG0000406	Pray.g_00142	Syak.g_02126
OG0000407	Pray.g_00141	Syak.g_02125
OG0000408	Pray.g_00139	Syak.g_02123
OG0000409	Pray.g_00137	Syak.g_02121
OG0000410	Pray.g_00136	Syak.g_02120
OG0000411	Pray.g_00635	Syak.g_02119
OG0000412	Pray.g_00636	Syak.g_02118
OG0000413	Pray.g_00637	Syak.g_02116
OG0000415	Pray.g_00639	Syak.g_02114
OG0000416	Pray.g_00640	Syak.g_02113
OG0000417	Pray.g_00641	Syak.g_02112
OG0000418	Pray.g_00646	Syak.g_02107
OG0000419	Pray.g_00648	Syak.g_02105
OG0000420	Pray.g_00649	Syak.g_02103
OG0000421	Pray.g_00654	Syak.g_02097
OG0000422	Pray.g_00655	Syak.g_02096
OG0000423	Pray.g_00656	Syak.g_02095
OG0000424	Pray.g_00657	Syak.g_02094
OG0000425	Pray.g_00658	Syak.g_02093
OG0000426	Pray.g_00659	Syak.g_02092
OG0000427	Pray.g_00660	Syak.g_02091
OG0000428	Pray.g_00662	Syak.g_02088
OG0000429	Pray.g_00663	Syak.g_02086
OG0000430	Pray.g_00664	Syak.g_02084
OG0000431	Pray.g_00666	Syak.g_02081
OG0000432	Pray.g_00669	Syak.g_02075
OG0000433	Pray.g_00670	Syak.g_02073
OG0000434	Pray.g_00671	Syak.g_02072
OG0000435	Pray.g_00672	Syak.g_02071
OG0000436	Pray.g_00677	Syak.g_02064
OG0000437	Pray.g_00678	Syak.g_02063
OG0000438	Pray.g_00679	Syak.g_02062
OG0000439	Pray.g_00681	Syak.g_02060
OG0000440	Pray.g_00682	Syak.g_02059
OG0000441	Pray.g_00685	Syak.g_02053
OG0000442	Pray.g_00686	Syak.g_02043
OG0000443	Pray.g_00687	Syak.g_02041
OG0000444	Pray.g_00692	Syak.g_02022
OG0000445	Pray.g_00693	Syak.g_02015
OG0000446	Pray.g_00694	Syak.g_02013
OG0000447	Pray.g_00695	Syak.g_02006
OG0000448	Pray.g_00696	Syak.g_02005
OG0000449	Pray.g_00697	Syak.g_02004
OG0000450	Pray.g_00698	Syak.g_01998
OG0000451	Pray.g_00699	Syak.g_01997
OG0000452	Pray.g_00702	Syak.g_01993
OG0000453	Pray.g_00703	Syak.g_01992
OG0000454	Pray.g_00704	Syak.g_01991
OG0000455	Pray.g_00705	Syak.g_01990
OG0000456	Pray.g_00706	Syak.g_01989
OG0000457	Pray.g_00707	Syak.g_01987
OG0000458	Pray.g_00708	Syak.g_01986
OG0000459	Pray.g_00709	Syak.g_01985
OG0000460	Pray.g_00716	Syak.g_02303
OG0000461	Pray.g_00723	Syak.g_01402
OG0000462	Pray.g_00725	Syak.g_01405
OG0000463	Pray.g_00726	Syak.g_01406
OG0000464	Pray.g_00727	Syak.g_01407
OG0000465	Pray.g_00728	Syak.g_01409
OG0000466	Pray.g_00731	Syak.g_01414
OG0000467	Pray.g_00732	Syak.g_01416
OG0000468	Pray.g_00734	Syak.g_01421
OG0000469	Pray.g_00742	Syak.g_01436
OG0000470	Pray.g_00744	Syak.g_01438
OG0000471	Pray.g_00745	Syak.g_01439
OG0000472	Pray.g_00746	Syak.g_01441
OG0000473	Pray.g_00748	Syak.g_01443
OG0000474	Pray.g_00749	Syak.g_01444
OG0000475	Pray.g_00750	Syak.g_01445
OG0000476	Pray.g_00751	Syak.g_01447
OG0000477	Pray.g_00754	Syak.g_01453
OG0000478	Pray.g_00755	Syak.g_01454
OG0000479	Pray.g_00756	Syak.g_01455
OG0000480	Pray.g_00761	Syak.g_01462
OG0000481	Pray.g_00763	Syak.g_01464
OG0000482	Pray.g_00764	Syak.g_01465
OG0000483	Pray.g_00767	Syak.g_01469
OG0000484	Pray.g_00768	Syak.g_01470
OG0000485	Pray.g_00769	Syak.g_01472
OG0000486	Pray.g_00770	Syak.g_01473
OG0000487	Pray.g_00773	Syak.g_01479
OG0000488	Pray.g_00776	Syak.g_01483
OG0000489	Pray.g_00781	Syak.g_01499
OG0000490	Pray.g_00786	Syak.g_01507
OG0000491	Pray.g_00787	Syak.g_01511
OG0000492	Pray.g_00789	Syak.g_01513
OG0000493	Pray.g_00790	Syak.g_01514
OG0000494	Pray.g_00791	Syak.g_01515
OG0000495	Pray.g_00792	Syak.g_01516
OG0000496	Pray.g_00793	Syak.g_01517
OG0000497	Pray.g_00794	Syak.g_01518
OG0000498	Pray.g_00795	Syak.g_01519
OG0000499	Pray.g_00796	Syak.g_01520
OG0000500	Pray.g_00797	Syak.g_01521
OG0000501	Pray.g_00799	Syak.g_01524
OG0000502	Pray.g_00802	Syak.g_01538
OG0000503	Pray.g_00812	Syak.g_01246
OG0000504	Pray.g_00813	Syak.g_01244
OG0000505	Pray.g_00814	Syak.g_01243
OG0000506	Pray.g_00816	Syak.g_01241
OG0000507	Pray.g_00819	Syak.g_01235
OG0000508	Pray.g_00823	Syak.g_01231
OG0000509	Pray.g_00825	Syak.g_01229
OG0000510	Pray.g_00826	Syak.g_01228
OG0000511	Pray.g_00827	Syak.g_01227
OG0000512	Pray.g_00829	Syak.g_01225
OG0000513	Pray.g_00836	Syak.g_01211
OG0000514	Pray.g_00921	Syak.g_01204
OG0000515	Pray.g_00922	Syak.g_01203
OG0000516	Pray.g_00923	Syak.g_01199
OG0000517	Pray.g_00925	Syak.g_01192
OG0000518	Pray.g_00936	Syak.g_01180
OG0000519	Pray.g_00937	Syak.g_01179
OG0000520	Pray.g_00938	Syak.g_01178
OG0000521	Pray.g_00943	Syak.g_01167
OG0000522	Pray.g_00945	Syak.g_01163
OG0000523	Pray.g_00946	Syak.g_01162
OG0000524	Pray.g_00951	Syak.g_01149
OG0000525	Pray.g_00954	Syak.g_01130
OG0000526	Pray.g_00955	Syak.g_01127
OG0000527	Pray.g_00963	Syak.g_01120
OG0000528	Pray.g_00968	Syak.g_02570
OG0000529	Pray.g_00971	Syak.g_02575
OG0000530	Pray.g_00974	Syak.g_02578
OG0000531	Pray.g_00975	Syak.g_02579
OG0000532	Pray.g_00977	Syak.g_02582
OG0000533	Pray.g_00978	Syak.g_02584
OG0000534	Pray.g_00979	Syak.g_02585
OG0000535	Pray.g_00980	Syak.g_02586
OG0000536	Pray.g_00981	Syak.g_02587
OG0000537	Pray.g_00982	Syak.g_02588
OG0000538	Pray.g_00991	Syak.g_02600
OG0000539	Pray.g_00992	Syak.g_02601
OG0000540	Pray.g_00993	Syak.g_02602
OG0000541	Pray.g_00994	Syak.g_02603
OG0000542	Pray.g_00996	Syak.g_02606
OG0000543	Pray.g_00998	Syak.g_02608
OG0000544	Pray.g_00999	Syak.g_02609
OG0000545	Pray.g_01001	Syak.g_02611
OG0000546	Pray.g_01004	Syak.g_02613
OG0000547	Pray.g_01006	Syak.g_02615
OG0000548	Pray.g_01007	Syak.g_02616
OG0000549	Pray.g_01009	Syak.g_02622
OG0000550	Pray.g_01014	Syak.g_02626
OG0000551	Pray.g_01018	Syak.g_02631
OG0000552	Pray.g_01019	Syak.g_02632
OG0000553	Pray.g_01020	Syak.g_02636
OG0000554	Pray.g_01227	Syak.g_02641
OG0000555	Pray.g_01219	Syak.g_02657
OG0000556	Pray.g_01217	Syak.g_02661
OG0000557	Pray.g_01216	Syak.g_02663
OG0000558	Pray.g_01214	Syak.g_02666
OG0000559	Pray.g_01210	Syak.g_02670
OG0000560	Pray.g_01207	Syak.g_02672
OG0000561	Pray.g_01206	Syak.g_02673
OG0000562	Pray.g_01205	Syak.g_02674
OG0000563	Pray.g_01204	Syak.g_02675
OG0000564	Pray.g_01203	Syak.g_02676
OG0000565	Pray.g_01200	Syak.g_02679
OG0000566	Pray.g_01198	Syak.g_02683
OG0000567	Pray.g_01194	Syak.g_02687
OG0000568	Pray.g_01193	Syak.g_02690
OG0000569	Pray.g_01192	Syak.g_02691
OG0000570	Pray.g_01191	Syak.g_02692
OG0000571	Pray.g_01189	Syak.g_02696
OG0000572	Pray.g_01176	Syak.g_02713
OG0000573	Pray.g_01171	Syak.g_02723
OG0000574	Pray.g_01170	Syak.g_02724
OG0000575	Pray.g_01166	Syak.g_02729
OG0000576	Pray.g_01164	Syak.g_02731
OG0000577	Pray.g_01163	Syak.g_02732
OG0000578	Pray.g_01162	Syak.g_02733
OG0000579	Pray.g_01161	Syak.g_02734
OG0000580	Pray.g_01160	Syak.g_02735
OG0000581	Pray.g_01158	Syak.g_02742
OG0000582	Pray.g_01155	Syak.g_02748
OG0000583	Pray.g_01154	Syak.g_02749
OG0000584	Pray.g_01153	Syak.g_02750
OG0000585	Pray.g_01151	Syak.g_02753
OG0000586	Pray.g_01150	Syak.g_02754
OG0000587	Pray.g_01149	Syak.g_02756
OG0000588	Pray.g_01145	Syak.g_00004
OG0000589	Pray.g_01142	Syak.g_00008
OG0000590	Pray.g_01141	Syak.g_00009
OG0000591	Pray.g_01138	Syak.g_00017
OG0000592	Pray.g_01137	Syak.g_00018
