Orthogroup	Pray	Syab
OG0000100	Pray.g_01648	Syab.g_01694
OG0000101	Pray.g_01306	Syab.g_00446
OG0000102	Pray.g_01369	Syab.g_00104
OG0000103	Pray.g_01449	Syab.g_01296, Syab.g_02895
OG0000104	Pray.g_01457	Syab.g_02910
OG0000105	Pray.g_00753	Syab.g_00303
OG0000106	Pray.g_00848	Syab.g_01817
OG0000108	Pray.g_00970	Syab.g_02096
OG0000109	Pray.g_00984	Syab.g_02112
OG0000110	Pray.g_01187	Syab.g_01984
OG0000111	Pray.g_01064	Syab.g_01201
OG0000112	Pray.g_00313	Syab.g_01392
OG0000113	Pray.g_00370	Syab.g_01689
OG0000114	Pray.g_00452	Syab.g_01633
OG0000115	Pray.g_00126	Syab.g_00748
OG0000116	Pray.g_00074	Syab.g_00945
OG0000117	Pray.g_01927	Syab.g_01018
OG0000118	Pray.g_01858	Syab.g_00897
OG0000120	Pray.g_01808	Syab.g_00229
OG0000121	Pray.g_01720	Syab.g_00772
OG0000122	Pray.g_01682	Syab.g_01839
OG0000123	Pray.g_01313	Syab.g_00454
OG0000124	Pray.g_01380	Syab.g_00088
OG0000125	Pray.g_01417	Syab.g_02763
OG0000126	Pray.g_01456	Syab.g_02908
OG0000128	Pray.g_01473	Syab.g_00012
OG0000129	Pray.g_00239	Syab.g_02749
OG0000130	Pray.g_00220	Syab.g_02434
OG0000131	Pray.g_00144	Syab.g_02564
OG0000132	Pray.g_00645	Syab.g_02584
OG0000133	Pray.g_00800	Syab.g_01387
OG0000134	Pray.g_00835	Syab.g_00554
OG0000135	Pray.g_00861	Syab.g_02815
OG0000136	Pray.g_00931	Syab.g_00588
OG0000137	Pray.g_00965	Syab.g_00697
OG0000138	Pray.g_00985	Syab.g_02113
OG0000139	Pray.g_01224	Syab.g_02035
OG0000140	Pray.g_01223	Syab.g_02033
OG0000141	Pray.g_01156	Syab.g_01931
OG0000142	Pray.g_01128	Syab.g_01873
OG0000143	Pray.g_01124	Syab.g_01870
OG0000144	Pray.g_01111	Syab.g_01757
OG0000145	Pray.g_00306	Syab.g_02120
OG0000146	Pray.g_00314	Syab.g_01393
OG0000147	Pray.g_00315	Syab.g_01394
OG0000148	Pray.g_00364	Syab.g_01682
OG0000149	Pray.g_00395	Syab.g_01720
OG0000150	Pray.g_00403	Syab.g_01930
OG0000151	Pray.g_00462	Syab.g_01612
OG0000152	Pray.g_00511	Syab.g_01383
OG0000153	Pray.g_00530	Syab.g_01343
OG0000154	Pray.g_00558	Syab.g_01317
OG0000155	Pray.g_00043	Syab.g_01009
OG0000156	Pray.g_01881	Syab.g_00933
OG0000157	Pray.g_01880	Syab.g_00932
OG0000158	Pray.g_01787	Syab.g_00161
OG0000160	Pray.g_01721	Syab.g_00774
OG0000161	Pray.g_01715	Syab.g_00766
OG0000162	Pray.g_01709	Syab.g_00755
OG0000163	Pray.g_01675	Syab.g_02173
OG0000164	Pray.g_01535	Syab.g_02307
OG0000165	Pray.g_01528	Syab.g_02316
OG0000166	Pray.g_01270	Syab.g_00407
OG0000167	Pray.g_01337	Syab.g_00205
OG0000168	Pray.g_01347	Syab.g_00136
OG0000169	Pray.g_01357	Syab.g_00125
OG0000170	Pray.g_01359	Syab.g_00118
OG0000171	Pray.g_01379	Syab.g_00089
OG0000172	Pray.g_01388	Syab.g_00080
OG0000173	Pray.g_01403	Syab.g_00061
OG0000174	Pray.g_01431	Syab.g_02819
OG0000175	Pray.g_01441	Syab.g_02876
OG0000176	Pray.g_01465, Pray.g_01466	Syab.g_00004
OG0000177	Pray.g_01467	Syab.g_00005
OG0000178	Pray.g_01468	Syab.g_00006
OG0000179	Pray.g_01478	Syab.g_00022
OG0000180	Pray.g_01479	Syab.g_00023
OG0000181	Pray.g_01480	Syab.g_00024
OG0000182	Pray.g_01481	Syab.g_00025
OG0000183	Pray.g_01485	Syab.g_00029
OG0000184	Pray.g_00237	Syab.g_02738
OG0000185	Pray.g_00234	Syab.g_02715
OG0000186	Pray.g_00225	Syab.g_02430
OG0000187	Pray.g_00224	Syab.g_02431
OG0000188	Pray.g_00207	Syab.g_02454
OG0000189	Pray.g_00193	Syab.g_02487
OG0000190	Pray.g_00192	Syab.g_00190, Syab.g_00139
OG0000191	Pray.g_00172	Syab.g_02522
OG0000192	Pray.g_00168	Syab.g_02528
OG0000193	Pray.g_00143	Syab.g_02565
OG0000194	Pray.g_00140	Syab.g_02568
OG0000195	Pray.g_00138	Syab.g_02570
OG0000196	Pray.g_00642	Syab.g_02581
OG0000197	Pray.g_00643	Syab.g_02582
OG0000198	Pray.g_00644	Syab.g_02583
OG0000199	Pray.g_00651	Syab.g_02591
OG0000200	Pray.g_00665	Syab.g_02611
OG0000201	Pray.g_00673	Syab.g_02628
OG0000202	Pray.g_00674	Syab.g_02629
OG0000203	Pray.g_00675	Syab.g_02630
OG0000204	Pray.g_00676	Syab.g_02631
OG0000205	Pray.g_00683	Syab.g_02638
OG0000206	Pray.g_00688	Syab.g_02674
OG0000207	Pray.g_00690	Syab.g_02677
OG0000208	Pray.g_00691	Syab.g_02678
OG0000209	Pray.g_00700	Syab.g_02698
OG0000210	Pray.g_00701	Syab.g_02699
OG0000212	Pray.g_00721	Syab.g_02365
OG0000213	Pray.g_00738	Syab.g_00332
OG0000214	Pray.g_00747	Syab.g_00312
OG0000215	Pray.g_00771	Syab.g_00281
OG0000216	Pray.g_00772	Syab.g_00277
OG0000217	Pray.g_00775	Syab.g_00273
OG0000218	Pray.g_00777	Syab.g_00271
OG0000219	Pray.g_00778	Syab.g_00270
OG0000220	Pray.g_00779	Syab.g_00269
OG0000221	Pray.g_00780	Syab.g_00257
OG0000222	Pray.g_00788	Syab.g_00244
OG0000223	Pray.g_00801	Syab.g_00226
OG0000224	Pray.g_00803	Syab.g_00223
OG0000225	Pray.g_00824	Syab.g_00538
OG0000226	Pray.g_00828	Syab.g_00542
OG0000227	Pray.g_00830	Syab.g_00544
OG0000228	Pray.g_00833	Syab.g_00550
OG0000229	Pray.g_00926	Syab.g_00583
OG0000230	Pray.g_00928	Syab.g_00585
OG0000231	Pray.g_00939	Syab.g_00613
OG0000232	Pray.g_00948	Syab.g_00631
OG0000233	Pray.g_00953	Syab.g_00645
OG0000234	Pray.g_00966	Syab.g_00699
OG0000235	Pray.g_00969	Syab.g_02095
OG0000236	Pray.g_00983	Syab.g_02111
OG0000237	Pray.g_00997	Syab.g_02129
OG0000238	Pray.g_01003	Syab.g_02134
OG0000239	Pray.g_01016	Syab.g_02151
OG0000240	Pray.g_01017	Syab.g_02152
OG0000241	Pray.g_01021	Syab.g_01884
OG0000242	Pray.g_01023	Syab.g_02043
OG0000243	Pray.g_01218	Syab.g_02025
OG0000244	Pray.g_01215	Syab.g_02017
OG0000245	Pray.g_01213	Syab.g_02015
OG0000246	Pray.g_01209	Syab.g_02011
OG0000247	Pray.g_01199	Syab.g_01999
OG0000248	Pray.g_01197	Syab.g_01996
OG0000249	Pray.g_01195	Syab.g_01994
OG0000250	Pray.g_01190	Syab.g_01988
OG0000251	Pray.g_01172	Syab.g_01961
OG0000252	Pray.g_01169	Syab.g_01958
OG0000253	Pray.g_01168	Syab.g_01956
OG0000254	Pray.g_01152	Syab.g_01925
OG0000255	Pray.g_01146	Syab.g_01912
OG0000256	Pray.g_01136	Syab.g_01890
OG0000257	Pray.g_01133	Syab.g_01885
OG0000258	Pray.g_01120	Syab.g_01861
OG0000259	Pray.g_01103	Syab.g_01538
OG0000260	Pray.g_01100	Syab.g_01544
OG0000261	Pray.g_01098	Syab.g_01556
OG0000262	Pray.g_01094	Syab.g_01561
OG0000263	Pray.g_01082	Syab.g_01035
OG0000264	Pray.g_01072	Syab.g_01173
OG0000265	Pray.g_01040	Syab.g_01773
OG0000266	Pray.g_01030	Syab.g_01667
OG0000267	Pray.g_00274	Syab.g_01433
OG0000268	Pray.g_00275	Syab.g_01432
OG0000269	Pray.g_00343	Syab.g_01650
OG0000270	Pray.g_00346	Syab.g_01657
OG0000271	Pray.g_00354	Syab.g_01279
OG0000272	Pray.g_00355	Syab.g_01280
OG0000274	Pray.g_00379	Syab.g_01700
OG0000275	Pray.g_00382	Syab.g_01704
OG0000276	Pray.g_00387	Syab.g_01712
OG0000277	Pray.g_00388	Syab.g_01713
OG0000278	Pray.g_00391	Syab.g_01716
OG0000279	Pray.g_00398	Syab.g_01724
OG0000280	Pray.g_00399	Syab.g_01736
OG0000281	Pray.g_00404	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Pray.g_00454	Syab.g_01631
OG0000283	Pray.g_00488	Syab.g_01418
OG0000284	Pray.g_00493	Syab.g_01413
OG0000285	Pray.g_00498	Syab.g_01402
OG0000286	Pray.g_00510	Syab.g_01384
OG0000288	Pray.g_00557	Syab.g_01318
OG0000289	Pray.g_00568	Syab.g_01303
OG0000290	Pray.g_00581	Syab.g_01213
OG0000291	Pray.g_00583	Syab.g_01211
OG0000292	Pray.g_00632	Syab.g_02907
OG0000293	Pray.g_00073	Syab.g_00946
OG0000294	Pray.g_00072	Syab.g_00947
OG0000295	Pray.g_00051	Syab.g_01001
OG0000296	Pray.g_00049	Syab.g_01003
OG0000297	Pray.g_00041	Syab.g_01016
OG0000298	Pray.g_00040	Syab.g_01017
OG0000299	Pray.g_00023	Syab.g_01047
OG0000300	Pray.g_00020	Syab.g_01054
OG0000301	Pray.g_00019	Syab.g_01055
OG0000302	Pray.g_00017	Syab.g_01056
OG0000303	Pray.g_00010	Syab.g_01149
OG0000304	Pray.g_00006	Syab.g_01143
OG0000305	Pray.g_01837	Syab.g_01208
OG0000306	Pray.g_01834	Syab.g_01819
OG0000307	Pray.g_01820	Syab.g_02078
OG0000308	Pray.g_01819	Syab.g_02076
OG0000309	Pray.g_01815	Syab.g_02071
OG0000310	Pray.g_01737	Syab.g_00817
OG0000311	Pray.g_01735	Syab.g_00811
OG0000312	Pray.g_01732	Syab.g_00793
OG0000313	Pray.g_01718	Syab.g_00769
OG0000314	Pray.g_01695	Syab.g_00736
OG0000315	Pray.g_01685	Syab.g_00726
OG0000316	Pray.g_01665	Syab.g_02189
OG0000317	Pray.g_01561	Syab.g_02251
OG0000318	Pray.g_01558	Syab.g_02257
OG0000319	Pray.g_01545	Syab.g_02291
OG0000320	Pray.g_01543	Syab.g_02293
OG0000321	Pray.g_01542	Syab.g_02294
OG0000322	Pray.g_01541	Syab.g_02295
OG0000323	Pray.g_01532	Syab.g_02310
OG0000324	Pray.g_01506	Syab.g_02341
OG0000325	Pray.g_01235	Syab.g_00368
OG0000326	Pray.g_01241	Syab.g_00375
OG0000327	Pray.g_01265	Syab.g_00402
OG0000328	Pray.g_01266	Syab.g_00403
OG0000329	Pray.g_01283	Syab.g_00420
OG0000330	Pray.g_01284	Syab.g_00421
OG0000331	Pray.g_01285	Syab.g_00422
OG0000332	Pray.g_01299	Syab.g_00437
OG0000333	Pray.g_01301	Syab.g_00440
OG0000334	Pray.g_01309	Syab.g_00450
OG0000335	Pray.g_01314	Syab.g_00455
OG0000336	Pray.g_01318	Syab.g_00459
OG0000337	Pray.g_01335	Syab.g_00210
OG0000338	Pray.g_01336	Syab.g_00207
OG0000339	Pray.g_01340	Syab.g_00201
OG0000340	Pray.g_01348	Syab.g_00135
OG0000341	Pray.g_01350	Syab.g_00157, Syab.g_00133
OG0000342	Pray.g_01351	Syab.g_00132
OG0000343	Pray.g_01352	Syab.g_00131
OG0000344	Pray.g_01355	Syab.g_00127
OG0000345	Pray.g_01360	Syab.g_00117
OG0000346	Pray.g_01365	Syab.g_00112
OG0000347	Pray.g_01381	Syab.g_00087
OG0000348	Pray.g_01391	Syab.g_00076
OG0000349	Pray.g_01408	Syab.g_00054
OG0000350	Pray.g_01427	Syab.g_00382
OG0000351	Pray.g_01444	Syab.g_02879
OG0000352	Pray.g_01445	Syab.g_02880
OG0000353	Pray.g_01460	Syab.g_02913
OG0000355	Pray.g_01462	Syab.g_00001
OG0000356	Pray.g_01463	Syab.g_00002
OG0000357	Pray.g_01464	Syab.g_00003
OG0000358	Pray.g_01469	Syab.g_00007
OG0000359	Pray.g_01470	Syab.g_00009
OG0000360	Pray.g_01471	Syab.g_00010
OG0000361	Pray.g_01472	Syab.g_00011
OG0000362	Pray.g_01474	Syab.g_00013
OG0000363	Pray.g_01476	Syab.g_00015
OG0000364	Pray.g_01477	Syab.g_00016
OG0000365	Pray.g_01482	Syab.g_00026
OG0000366	Pray.g_01483	Syab.g_00027
OG0000367	Pray.g_01484	Syab.g_00028
OG0000368	Pray.g_01486	Syab.g_00030
OG0000369	Pray.g_01487	Syab.g_00031
OG0000370	Pray.g_01488	Syab.g_00032
OG0000371	Pray.g_01494	Syab.g_00711, Syab.g_00039
OG0000372	Pray.g_01497	Syab.g_00045
OG0000373	Pray.g_01498	Syab.g_00046
OG0000374	Pray.g_01499	Syab.g_00047
OG0000375	Pray.g_00243	Syab.g_00050
OG0000376	Pray.g_00241	Syab.g_00052
OG0000377	Pray.g_00238	Syab.g_02748
OG0000378	Pray.g_00236	Syab.g_02717
OG0000379	Pray.g_00233	Syab.g_02714
OG0000380	Pray.g_00223	Syab.g_02432
OG0000381	Pray.g_00219	Syab.g_02435
OG0000382	Pray.g_00208	Syab.g_02453
OG0000383	Pray.g_00206	Syab.g_02459
OG0000384	Pray.g_00205	Syab.g_02460
OG0000385	Pray.g_00204	Syab.g_02461
OG0000386	Pray.g_00203	Syab.g_02462
OG0000387	Pray.g_00190	Syab.g_02491
OG0000388	Pray.g_00187	Syab.g_02495
OG0000389	Pray.g_00183	Syab.g_02499
OG0000390	Pray.g_00176	Syab.g_02516
OG0000391	Pray.g_00173	Syab.g_02521
OG0000392	Pray.g_00169	Syab.g_02527
OG0000393	Pray.g_00167	Syab.g_02530
OG0000394	Pray.g_00166	Syab.g_02531
OG0000395	Pray.g_00165	Syab.g_02532
OG0000396	Pray.g_00162	Syab.g_02535
OG0000397	Pray.g_00160	Syab.g_02537
OG0000398	Pray.g_00158	Syab.g_02542
OG0000399	Pray.g_00157	Syab.g_02543
OG0000400	Pray.g_00156	Syab.g_02544
OG0000401	Pray.g_00155	Syab.g_02545
OG0000402	Pray.g_00153	Syab.g_02547
OG0000403	Pray.g_00152	Syab.g_02548
OG0000404	Pray.g_00151	Syab.g_02550
OG0000405	Pray.g_00147	Syab.g_02562
OG0000406	Pray.g_00142	Syab.g_02566
OG0000407	Pray.g_00141	Syab.g_02567
OG0000408	Pray.g_00139	Syab.g_02569
OG0000409	Pray.g_00137	Syab.g_02571
OG0000410	Pray.g_00136	Syab.g_02572
OG0000411	Pray.g_00635	Syab.g_02573
OG0000412	Pray.g_00636	Syab.g_02574
OG0000413	Pray.g_00637	Syab.g_02576
OG0000414	Pray.g_00638	Syab.g_02577
OG0000415	Pray.g_00639	Syab.g_02578
OG0000416	Pray.g_00640	Syab.g_02579
OG0000417	Pray.g_00641	Syab.g_02580
OG0000418	Pray.g_00646	Syab.g_02585
OG0000419	Pray.g_00648	Syab.g_02587
OG0000420	Pray.g_00649	Syab.g_02589
OG0000421	Pray.g_00654	Syab.g_02595
OG0000422	Pray.g_00655	Syab.g_02596
OG0000423	Pray.g_00656	Syab.g_02597
OG0000424	Pray.g_00657	Syab.g_02598
OG0000425	Pray.g_00658	Syab.g_02599
OG0000426	Pray.g_00659	Syab.g_02600
OG0000427	Pray.g_00660	Syab.g_02601
OG0000428	Pray.g_00662	Syab.g_02604
OG0000429	Pray.g_00663	Syab.g_02608
OG0000430	Pray.g_00664	Syab.g_02610
OG0000431	Pray.g_00666	Syab.g_02613
OG0000432	Pray.g_00669	Syab.g_02619
OG0000433	Pray.g_00670	Syab.g_02622
OG0000434	Pray.g_00671	Syab.g_02623
OG0000435	Pray.g_00672	Syab.g_02625
OG0000436	Pray.g_00677	Syab.g_02632
OG0000437	Pray.g_00678	Syab.g_02633
OG0000438	Pray.g_00679	Syab.g_02634
OG0000439	Pray.g_00681	Syab.g_02636
OG0000440	Pray.g_00682	Syab.g_02637
OG0000441	Pray.g_00685	Syab.g_02641
OG0000442	Pray.g_00686	Syab.g_02642
OG0000443	Pray.g_00687	Syab.g_02668
OG0000444	Pray.g_00692	Syab.g_02681
OG0000445	Pray.g_00693	Syab.g_02682
OG0000446	Pray.g_00694	Syab.g_02684
OG0000447	Pray.g_00695	Syab.g_02687
OG0000448	Pray.g_00696	Syab.g_02688
OG0000449	Pray.g_00697	Syab.g_02689
OG0000450	Pray.g_00698	Syab.g_02695
OG0000451	Pray.g_00699	Syab.g_02696
OG0000452	Pray.g_00702	Syab.g_02701
OG0000453	Pray.g_00703	Syab.g_02702
OG0000454	Pray.g_00704	Syab.g_02703
OG0000455	Pray.g_00705	Syab.g_02704
OG0000456	Pray.g_00706	Syab.g_02705
OG0000457	Pray.g_00707	Syab.g_02707
OG0000458	Pray.g_00708	Syab.g_02708
OG0000459	Pray.g_00709	Syab.g_02709
OG0000460	Pray.g_00716	Syab.g_02372
OG0000461	Pray.g_00723	Syab.g_00356
OG0000462	Pray.g_00725	Syab.g_00352
OG0000463	Pray.g_00726	Syab.g_00351
OG0000464	Pray.g_00727	Syab.g_00350
OG0000465	Pray.g_00728	Syab.g_00349
OG0000466	Pray.g_00731	Syab.g_00343
OG0000467	Pray.g_00732	Syab.g_00341
OG0000468	Pray.g_00734	Syab.g_00336
OG0000469	Pray.g_00742	Syab.g_00318
OG0000470	Pray.g_00744	Syab.g_00316
OG0000471	Pray.g_00745	Syab.g_00315
OG0000472	Pray.g_00746	Syab.g_00313
OG0000473	Pray.g_00748	Syab.g_00311
OG0000474	Pray.g_00749	Syab.g_00310
OG0000475	Pray.g_00750	Syab.g_00309
OG0000476	Pray.g_00751	Syab.g_00307
OG0000477	Pray.g_00754	Syab.g_00301
OG0000478	Pray.g_00755	Syab.g_00300
OG0000479	Pray.g_00756	Syab.g_00299
OG0000480	Pray.g_00761	Syab.g_00292
OG0000481	Pray.g_00763	Syab.g_00290
OG0000482	Pray.g_00764	Syab.g_00289
OG0000483	Pray.g_00767	Syab.g_00285
OG0000484	Pray.g_00768	Syab.g_00284
OG0000485	Pray.g_00769	Syab.g_00283
OG0000486	Pray.g_00770	Syab.g_00282
OG0000487	Pray.g_00773	Syab.g_00276
OG0000488	Pray.g_00776	Syab.g_00272
OG0000489	Pray.g_00781	Syab.g_00256
OG0000490	Pray.g_00786	Syab.g_00247
OG0000491	Pray.g_00787	Syab.g_00245
OG0000492	Pray.g_00789	Syab.g_00243
OG0000493	Pray.g_00790	Syab.g_00242
OG0000494	Pray.g_00791	Syab.g_00241
OG0000495	Pray.g_00792	Syab.g_00240
OG0000496	Pray.g_00793	Syab.g_00239
OG0000497	Pray.g_00794	Syab.g_00238
OG0000498	Pray.g_00795	Syab.g_00237
OG0000499	Pray.g_00796	Syab.g_00236
OG0000500	Pray.g_00797	Syab.g_00235
OG0000501	Pray.g_00799	Syab.g_00232
OG0000502	Pray.g_00802	Syab.g_00224
OG0000503	Pray.g_00812	Syab.g_00523
OG0000504	Pray.g_00813	Syab.g_00525
OG0000505	Pray.g_00814	Syab.g_00526
OG0000506	Pray.g_00816	Syab.g_00528
OG0000507	Pray.g_00819	Syab.g_00533
OG0000508	Pray.g_00823	Syab.g_00537
OG0000509	Pray.g_00825	Syab.g_00539
OG0000510	Pray.g_00826	Syab.g_00540
OG0000511	Pray.g_00827	Syab.g_00541
OG0000512	Pray.g_00829	Syab.g_00543
OG0000513	Pray.g_00836	Syab.g_00555
OG0000514	Pray.g_00921	Syab.g_00566
OG0000515	Pray.g_00922	Syab.g_00567
OG0000516	Pray.g_00923	Syab.g_00575
OG0000517	Pray.g_00925	Syab.g_00582
OG0000518	Pray.g_00936	Syab.g_00594
OG0000519	Pray.g_00937	Syab.g_00610
OG0000520	Pray.g_00938	Syab.g_00611
OG0000521	Pray.g_00943	Syab.g_00624
OG0000522	Pray.g_00945	Syab.g_00626
OG0000523	Pray.g_00946	Syab.g_00627
OG0000524	Pray.g_00951	Syab.g_00640
OG0000525	Pray.g_00954	Syab.g_00671
OG0000526	Pray.g_00955	Syab.g_00689
OG0000527	Pray.g_00963	Syab.g_00695
OG0000528	Pray.g_00968	Syab.g_02092
OG0000529	Pray.g_00971	Syab.g_02097
OG0000530	Pray.g_00974	Syab.g_02100
OG0000531	Pray.g_00975	Syab.g_02101
OG0000532	Pray.g_00977	Syab.g_02104
OG0000533	Pray.g_00978	Syab.g_02106
OG0000534	Pray.g_00979	Syab.g_02107
OG0000535	Pray.g_00980	Syab.g_02108
OG0000536	Pray.g_00981	Syab.g_02109
OG0000537	Pray.g_00982	Syab.g_02110
OG0000538	Pray.g_00991	Syab.g_02122
OG0000539	Pray.g_00992	Syab.g_02123
OG0000540	Pray.g_00993	Syab.g_02124
OG0000541	Pray.g_00994	Syab.g_02125
OG0000542	Pray.g_00996	Syab.g_02128
OG0000543	Pray.g_00998	Syab.g_02130
OG0000544	Pray.g_00999	Syab.g_02131
OG0000545	Pray.g_01001	Syab.g_02133
OG0000546	Pray.g_01004	Syab.g_02135
OG0000547	Pray.g_01006	Syab.g_02137
OG0000548	Pray.g_01007	Syab.g_02138
OG0000549	Pray.g_01009	Syab.g_02144
OG0000550	Pray.g_01014	Syab.g_02149
OG0000551	Pray.g_01018	Syab.g_02153
OG0000552	Pray.g_01019	Syab.g_02154
OG0000553	Pray.g_01020	Syab.g_02046
OG0000554	Pray.g_01227	Syab.g_02040
OG0000555	Pray.g_01219	Syab.g_02026
OG0000556	Pray.g_01217	Syab.g_02022
OG0000557	Pray.g_01216	Syab.g_02019
OG0000558	Pray.g_01214	Syab.g_02016
OG0000559	Pray.g_01210	Syab.g_02012
OG0000560	Pray.g_01207	Syab.g_02009
OG0000561	Pray.g_01206	Syab.g_02008
OG0000562	Pray.g_01205	Syab.g_02007
OG0000563	Pray.g_01204	Syab.g_02006
OG0000564	Pray.g_01203	Syab.g_02005
OG0000565	Pray.g_01200	Syab.g_02001
OG0000566	Pray.g_01198	Syab.g_01997
OG0000567	Pray.g_01194	Syab.g_01993
OG0000568	Pray.g_01193	Syab.g_01991
OG0000569	Pray.g_01192	Syab.g_01990
OG0000570	Pray.g_01191	Syab.g_01989
OG0000571	Pray.g_01189	Syab.g_01986
OG0000572	Pray.g_01176	Syab.g_01969
OG0000573	Pray.g_01171	Syab.g_01960
OG0000574	Pray.g_01170	Syab.g_01959
OG0000575	Pray.g_01166	Syab.g_01954
OG0000576	Pray.g_01164	Syab.g_01952
OG0000577	Pray.g_01163	Syab.g_01951
OG0000578	Pray.g_01162	Syab.g_01950
OG0000579	Pray.g_01161	Syab.g_01949
OG0000580	Pray.g_01160	Syab.g_01948
OG0000581	Pray.g_01158	Syab.g_01934
OG0000582	Pray.g_01155	Syab.g_01929
OG0000583	Pray.g_01154	Syab.g_01928
OG0000584	Pray.g_01153	Syab.g_01927
OG0000585	Pray.g_01151	Syab.g_01924
OG0000586	Pray.g_01150	Syab.g_01923
