Orthogroup	Pray	Syai
OG0000043	Pray.g_01924	Syai.g_01599
OG0000044	Pray.g_00002	Syai.g_00833
OG0000045	Pray.g_00849	Syai.g_02432
OG0000047	Pray.g_00897, Pray.g_00808	Syai.g_00462
OG0000048	Pray.g_00852	Syai.g_00272
OG0000050	Pray.g_00883	Syai.g_01893
OG0000051	Pray.g_01894	Syai.g_01773
OG0000052	Pray.g_01793	Syai.g_00176
OG0000053	Pray.g_01702	Syai.g_00930
OG0000054	Pray.g_01157	Syai.g_01040
OG0000055	Pray.g_00329	Syai.g_02029
OG0000057	Pray.g_01065	Syai.g_01997
OG0000058	Pray.g_01786	Syai.g_00195
OG0000059	Pray.g_01258, Pray.g_01761	Syai.g_00351
OG0000061	Pray.g_00064	Syai.g_02144
OG0000063	Pray.g_01495	Syai.g_00042
OG0000066	Pray.g_01222	Syai.g_01709, Syai.g_00719
OG0000067	Pray.g_00348	Syai.g_01321
OG0000068	Pray.g_01829	Syai.g_00628
OG0000070	Pray.g_00940	Syai.g_02196
OG0000071	Pray.g_01870	Syai.g_02179
OG0000072	Pray.g_00652	Syai.g_02636
OG0000073	Pray.g_00990	Syai.g_00659
OG0000075	Pray.g_01339	Syai.g_00161
OG0000076	Pray.g_01364	Syai.g_00111
OG0000077	Pray.g_00211	Syai.g_02486
OG0000078	Pray.g_00720	Syai.g_00543
OG0000079	Pray.g_00733	Syai.g_00300
OG0000081	Pray.g_01022	Syai.g_00553
OG0000082	Pray.g_01177	Syai.g_00781
OG0000084	Pray.g_01726	Syai.g_00958
OG0000085	Pray.g_01566	Syai.g_02365
OG0000086	Pray.g_00201	Syai.g_02507
OG0000087	Pray.g_00150	Syai.g_02592
OG0000088	Pray.g_00647	Syai.g_02630
OG0000089	Pray.g_00834	Syai.g_00517
OG0000090	Pray.g_01024, Pray.g_01228	Syai.g_00707
OG0000091	Pray.g_01121	Syai.g_01112
OG0000092	Pray.g_00457, Pray.g_01325	Syai.g_01358
OG0000094	Pray.g_00565	Syai.g_01424
OG0000097	Pray.g_00022	Syai.g_01787
OG0000098	Pray.g_01847	Syai.g_01718
OG0000099	Pray.g_01788	Syai.g_00199
OG0000100	Pray.g_01648	Syai.g_01372
OG0000101	Pray.g_01306	Syai.g_00404
OG0000102	Pray.g_01369	Syai.g_00106
OG0000103	Pray.g_01449	Syai.g_02912
OG0000104	Pray.g_01457	Syai.g_02929
OG0000105	Pray.g_00753	Syai.g_00267
OG0000106	Pray.g_00848	Syai.g_01601
OG0000107	Pray.g_00864	Syai.g_00319
OG0000108	Pray.g_00970	Syai.g_00638
OG0000109	Pray.g_00984	Syai.g_00653
OG0000110	Pray.g_01187	Syai.g_00766
OG0000111	Pray.g_01064	Syai.g_00884
OG0000112	Pray.g_00313	Syai.g_01512
OG0000113	Pray.g_00370	Syai.g_01367
OG0000114	Pray.g_00452	Syai.g_01261
OG0000115	Pray.g_00126	Syai.g_00932
OG0000116	Pray.g_00074	Syai.g_02156
OG0000117	Pray.g_01927	Syai.g_01756
OG0000118	Pray.g_01858	Syai.g_00818
OG0000119	Pray.g_01833	Syai.g_02127
OG0000120	Pray.g_01808	Syai.g_00198
OG0000121	Pray.g_01720	Syai.g_00951
OG0000122	Pray.g_01682	Syai.g_01143
OG0000123	Pray.g_01313	Syai.g_00411
OG0000124	Pray.g_01380	Syai.g_00089
OG0000125	Pray.g_01417	Syai.g_02782
OG0000126	Pray.g_01456	Syai.g_02927
OG0000128	Pray.g_01473	Syai.g_00012
OG0000129	Pray.g_00239	Syai.g_02771
OG0000130	Pray.g_00220	Syai.g_02474
OG0000131	Pray.g_00144	Syai.g_02608
OG0000132	Pray.g_00645	Syai.g_02628
OG0000133	Pray.g_00800	Syai.g_01507
OG0000134	Pray.g_00835	Syai.g_00520
OG0000135	Pray.g_00861	Syai.g_02826
OG0000136	Pray.g_00931	Syai.g_02217
OG0000137	Pray.g_00965	Syai.g_00865
OG0000138	Pray.g_00985	Syai.g_00654
OG0000139	Pray.g_01224	Syai.g_00714
OG0000140	Pray.g_01223	Syai.g_00716
OG0000141	Pray.g_01156	Syai.g_01041
OG0000142	Pray.g_01128	Syai.g_01104
OG0000143	Pray.g_01124	Syai.g_01108
OG0000144	Pray.g_01111	Syai.g_01608
OG0000145	Pray.g_00306	Syai.g_00660
OG0000146	Pray.g_00314	Syai.g_01513
OG0000147	Pray.g_00315	Syai.g_01514
OG0000148	Pray.g_00364	Syai.g_01361
OG0000149	Pray.g_00395	Syai.g_02059
OG0000150	Pray.g_00403	Syai.g_00717
OG0000151	Pray.g_00462	Syai.g_01280
OG0000152	Pray.g_00511	Syai.g_01503
OG0000153	Pray.g_00530	Syai.g_01461
OG0000154	Pray.g_00558	Syai.g_01434
OG0000155	Pray.g_00043	Syai.g_02109
OG0000156	Pray.g_01881	Syai.g_02162
OG0000157	Pray.g_01880	Syai.g_02163
OG0000158	Pray.g_01787	Syai.g_00135
OG0000160	Pray.g_01721	Syai.g_00952
OG0000161	Pray.g_01715	Syai.g_00946
OG0000162	Pray.g_01709	Syai.g_00939
OG0000163	Pray.g_01675	Syai.g_02300
OG0000164	Pray.g_01535	Syai.g_02411
OG0000165	Pray.g_01528	Syai.g_02244
OG0000166	Pray.g_01270	Syai.g_00364
OG0000167	Pray.g_01337	Syai.g_00164
OG0000168	Pray.g_01347	Syai.g_00134
OG0000169	Pray.g_01357	Syai.g_00123
OG0000170	Pray.g_01359	Syai.g_00116
OG0000171	Pray.g_01379	Syai.g_00090
OG0000172	Pray.g_01388	Syai.g_00083
OG0000173	Pray.g_01403	Syai.g_00064
OG0000174	Pray.g_01431	Syai.g_02828
OG0000175	Pray.g_01441	Syai.g_02901
OG0000176	Pray.g_01465, Pray.g_01466	Syai.g_00004
OG0000177	Pray.g_01467	Syai.g_00005
OG0000178	Pray.g_01468	Syai.g_00006
OG0000179	Pray.g_01478	Syai.g_00023
OG0000180	Pray.g_01479	Syai.g_00024
OG0000181	Pray.g_01480	Syai.g_00025
OG0000182	Pray.g_01481	Syai.g_00026
OG0000183	Pray.g_01485	Syai.g_00030
OG0000184	Pray.g_00237	Syai.g_02756
OG0000185	Pray.g_00234	Syai.g_02734
OG0000186	Pray.g_00225	Syai.g_02469
OG0000187	Pray.g_00224	Syai.g_02471
OG0000188	Pray.g_00207	Syai.g_02494
OG0000189	Pray.g_00193	Syai.g_02530
OG0000190	Pray.g_00192	Syai.g_02532
OG0000191	Pray.g_00172	Syai.g_02562
OG0000192	Pray.g_00168	Syai.g_02569
OG0000193	Pray.g_00143	Syai.g_02609
OG0000194	Pray.g_00140	Syai.g_02612
OG0000195	Pray.g_00138	Syai.g_02614
OG0000196	Pray.g_00642	Syai.g_02625
OG0000197	Pray.g_00643	Syai.g_02626
OG0000198	Pray.g_00644	Syai.g_02627
OG0000199	Pray.g_00651	Syai.g_02635
OG0000200	Pray.g_00665	Syai.g_02651
OG0000202	Pray.g_00674	Syai.g_02668
OG0000203	Pray.g_00675	Syai.g_02669
OG0000204	Pray.g_00676	Syai.g_02670
OG0000205	Pray.g_00683	Syai.g_02677
OG0000206	Pray.g_00688	Syai.g_02684
OG0000207	Pray.g_00690	Syai.g_02686
OG0000208	Pray.g_00691	Syai.g_02687
OG0000209	Pray.g_00700	Syai.g_02699
OG0000210	Pray.g_00701	Syai.g_02700
OG0000212	Pray.g_00721	Syai.g_00544
OG0000213	Pray.g_00738	Syai.g_00292
OG0000214	Pray.g_00747	Syai.g_00276
OG0000215	Pray.g_00771	Syai.g_00245
OG0000216	Pray.g_00772	Syai.g_00241
OG0000217	Pray.g_00775	Syai.g_00237
OG0000218	Pray.g_00777	Syai.g_00235
OG0000219	Pray.g_00778	Syai.g_00234
OG0000220	Pray.g_00779	Syai.g_00233
OG0000221	Pray.g_00780	Syai.g_00227
OG0000222	Pray.g_00788	Syai.g_00215
OG0000223	Pray.g_00801	Syai.g_00194
OG0000224	Pray.g_00803	Syai.g_00186
OG0000225	Pray.g_00824	Syai.g_00502
OG0000226	Pray.g_00828	Syai.g_00506
OG0000227	Pray.g_00830	Syai.g_00508
OG0000228	Pray.g_00833	Syai.g_00516
OG0000229	Pray.g_00926	Syai.g_02228
OG0000230	Pray.g_00928	Syai.g_02226
OG0000231	Pray.g_00939	Syai.g_02208
OG0000232	Pray.g_00948	Syai.g_00846
OG0000233	Pray.g_00953	Syai.g_00855
OG0000234	Pray.g_00966	Syai.g_00866
OG0000235	Pray.g_00969	Syai.g_00637
OG0000236	Pray.g_00983	Syai.g_00652
OG0000237	Pray.g_00997	Syai.g_00669
OG0000238	Pray.g_01003	Syai.g_00674
OG0000239	Pray.g_01016	Syai.g_00691
OG0000240	Pray.g_01017	Syai.g_00692
OG0000241	Pray.g_01021	Syai.g_01089, Syai.g_01085
OG0000242	Pray.g_01023	Syai.g_00705
OG0000243	Pray.g_01218	Syai.g_00726
OG0000244	Pray.g_01215	Syai.g_00731
OG0000245	Pray.g_01213	Syai.g_00733
OG0000246	Pray.g_01209	Syai.g_00737
OG0000247	Pray.g_01199	Syai.g_00748
OG0000248	Pray.g_01197	Syai.g_00751
OG0000249	Pray.g_01195	Syai.g_00753
OG0000250	Pray.g_01190	Syai.g_00762
OG0000251	Pray.g_01172	Syai.g_00789
OG0000252	Pray.g_01169	Syai.g_00797
OG0000253	Pray.g_01168	Syai.g_00798
OG0000254	Pray.g_01152	Syai.g_01045
OG0000255	Pray.g_01146	Syai.g_01061
OG0000256	Pray.g_01136	Syai.g_01077
OG0000257	Pray.g_01133	Syai.g_01084
OG0000258	Pray.g_01120	Syai.g_01113
OG0000259	Pray.g_01103	Syai.g_01229
OG0000260	Pray.g_01100	Syai.g_01232
OG0000261	Pray.g_01098	Syai.g_01235
OG0000262	Pray.g_01094	Syai.g_01240
OG0000263	Pray.g_01082	Syai.g_01776
OG0000264	Pray.g_01072	Syai.g_01962
OG0000265	Pray.g_01040	Syai.g_02245
OG0000266	Pray.g_01030	Syai.g_01401
OG0000267	Pray.g_00274	Syai.g_01569
OG0000268	Pray.g_00275	Syai.g_01568
OG0000269	Pray.g_00343	Syai.g_01316
OG0000270	Pray.g_00346	Syai.g_01319
OG0000271	Pray.g_00354	Syai.g_01327
OG0000272	Pray.g_00355	Syai.g_01328
OG0000273	Pray.g_00378	Syai.g_02037
OG0000274	Pray.g_00379	Syai.g_02038
OG0000275	Pray.g_00382	Syai.g_02043
OG0000276	Pray.g_00387	Syai.g_02051
OG0000277	Pray.g_00388	Syai.g_02052
OG0000278	Pray.g_00391	Syai.g_02055
OG0000279	Pray.g_00398	Syai.g_02063
OG0000280	Pray.g_00399	Syai.g_02084
OG0000281	Pray.g_00404	Syai.g_01719
OG0000282	Pray.g_00454	Syai.g_01263
OG0000283	Pray.g_00488	Syai.g_01554
OG0000284	Pray.g_00493	Syai.g_01548
OG0000285	Pray.g_00498	Syai.g_01522
OG0000286	Pray.g_00510	Syai.g_01504
OG0000288	Pray.g_00557	Syai.g_01435
OG0000289	Pray.g_00568	Syai.g_01421
OG0000290	Pray.g_00581	Syai.g_02010
OG0000291	Pray.g_00583	Syai.g_02008
OG0000292	Pray.g_00632	Syai.g_02926
OG0000293	Pray.g_00073	Syai.g_02155
OG0000294	Pray.g_00072	Syai.g_02154
OG0000295	Pray.g_00051	Syai.g_02117
OG0000296	Pray.g_00049	Syai.g_02115
OG0000297	Pray.g_00041	Syai.g_01754
OG0000298	Pray.g_00040	Syai.g_01755
OG0000299	Pray.g_00023	Syai.g_01783
OG0000300	Pray.g_00020	Syai.g_01790
OG0000301	Pray.g_00019	Syai.g_01791
OG0000302	Pray.g_00017	Syai.g_01793
OG0000303	Pray.g_00010	Syai.g_01802
OG0000304	Pray.g_00006	Syai.g_01826
OG0000305	Pray.g_01837	Syai.g_02005
OG0000306	Pray.g_01834	Syai.g_02090
OG0000307	Pray.g_01820	Syai.g_00619
OG0000308	Pray.g_01819	Syai.g_00617
OG0000309	Pray.g_01815	Syai.g_00612
OG0000310	Pray.g_01737	Syai.g_00989
OG0000311	Pray.g_01735	Syai.g_00985
OG0000312	Pray.g_01732	Syai.g_00966
OG0000313	Pray.g_01718	Syai.g_00949
OG0000314	Pray.g_01695	Syai.g_00908
OG0000315	Pray.g_01685	Syai.g_00897
OG0000316	Pray.g_01665	Syai.g_02320, Syai.g_02322
OG0000317	Pray.g_01561	Syai.g_02373
OG0000318	Pray.g_01558	Syai.g_02379
OG0000319	Pray.g_01545	Syai.g_02395
OG0000320	Pray.g_01543	Syai.g_02397
OG0000321	Pray.g_01542	Syai.g_02398
OG0000322	Pray.g_01541	Syai.g_02399
OG0000323	Pray.g_01532	Syai.g_02413
OG0000324	Pray.g_01506	Syai.g_02272
OG0000325	Pray.g_01235	Syai.g_00320
OG0000326	Pray.g_01241	Syai.g_00327
OG0000327	Pray.g_01265	Syai.g_00359
OG0000328	Pray.g_01266	Syai.g_00360
OG0000329	Pray.g_01283	Syai.g_00378
OG0000330	Pray.g_01284	Syai.g_00379
OG0000331	Pray.g_01285	Syai.g_00380
OG0000332	Pray.g_01299	Syai.g_00395
OG0000333	Pray.g_01301	Syai.g_00398
OG0000334	Pray.g_01309	Syai.g_00407
OG0000335	Pray.g_01314	Syai.g_00412
OG0000336	Pray.g_01318	Syai.g_00416
OG0000337	Pray.g_01335	Syai.g_00169
OG0000338	Pray.g_01336	Syai.g_00166
OG0000339	Pray.g_01340	Syai.g_00160
OG0000340	Pray.g_01348	Syai.g_00133
OG0000341	Pray.g_01350	Syai.g_00131
OG0000342	Pray.g_01351	Syai.g_00130
OG0000343	Pray.g_01352	Syai.g_00129
OG0000344	Pray.g_01355	Syai.g_00125
OG0000345	Pray.g_01360	Syai.g_00115
OG0000346	Pray.g_01365	Syai.g_00110
OG0000347	Pray.g_01381	Syai.g_00087
OG0000348	Pray.g_01391	Syai.g_00076
OG0000349	Pray.g_01408	Syai.g_00057
OG0000350	Pray.g_01427	Syai.g_00334
OG0000351	Pray.g_01444	Syai.g_02904
OG0000352	Pray.g_01445	Syai.g_02905
OG0000353	Pray.g_01460	Syai.g_02932
OG0000355	Pray.g_01462	Syai.g_00001
OG0000356	Pray.g_01463	Syai.g_00002
OG0000357	Pray.g_01464	Syai.g_00003
OG0000358	Pray.g_01469	Syai.g_00007
OG0000359	Pray.g_01470	Syai.g_00009
OG0000360	Pray.g_01471	Syai.g_00010
OG0000361	Pray.g_01472	Syai.g_00011
OG0000362	Pray.g_01474	Syai.g_00013
OG0000363	Pray.g_01476	Syai.g_00015
OG0000364	Pray.g_01477	Syai.g_00016
OG0000365	Pray.g_01482	Syai.g_00027
OG0000366	Pray.g_01483	Syai.g_00028
OG0000367	Pray.g_01484	Syai.g_00029
OG0000368	Pray.g_01486	Syai.g_00031
OG0000369	Pray.g_01487	Syai.g_00032
OG0000370	Pray.g_01488	Syai.g_00033
OG0000371	Pray.g_01494	Syai.g_00041
OG0000372	Pray.g_01497	Syai.g_00047
OG0000373	Pray.g_01498	Syai.g_00048
OG0000374	Pray.g_01499	Syai.g_00049
OG0000375	Pray.g_00243	Syai.g_00053
OG0000376	Pray.g_00241	Syai.g_00055
OG0000377	Pray.g_00238	Syai.g_02769
OG0000378	Pray.g_00236	Syai.g_02751
OG0000379	Pray.g_00233	Syai.g_02733
OG0000380	Pray.g_00223	Syai.g_02472
OG0000381	Pray.g_00219	Syai.g_02475
OG0000382	Pray.g_00208	Syai.g_02493
OG0000383	Pray.g_00206	Syai.g_02498
OG0000384	Pray.g_00205	Syai.g_02499
OG0000385	Pray.g_00204	Syai.g_02500
OG0000386	Pray.g_00203	Syai.g_02501
OG0000387	Pray.g_00190	Syai.g_02534
OG0000388	Pray.g_00187	Syai.g_02538
OG0000389	Pray.g_00183	Syai.g_02542
OG0000390	Pray.g_00176	Syai.g_02556
OG0000391	Pray.g_00173	Syai.g_02561
OG0000392	Pray.g_00169	Syai.g_02568
OG0000393	Pray.g_00167	Syai.g_02570
OG0000394	Pray.g_00166	Syai.g_02571
OG0000395	Pray.g_00165	Syai.g_02572
OG0000396	Pray.g_00162	Syai.g_02575
OG0000397	Pray.g_00160	Syai.g_02577
OG0000398	Pray.g_00158	Syai.g_02582
OG0000399	Pray.g_00157	Syai.g_02583
OG0000400	Pray.g_00156	Syai.g_02584
OG0000401	Pray.g_00155	Syai.g_02585
OG0000402	Pray.g_00153	Syai.g_02588
OG0000403	Pray.g_00152	Syai.g_02589
OG0000404	Pray.g_00151	Syai.g_02590
OG0000405	Pray.g_00147	Syai.g_02606
OG0000406	Pray.g_00142	Syai.g_02610
OG0000407	Pray.g_00141	Syai.g_02611
OG0000408	Pray.g_00139	Syai.g_02613
OG0000409	Pray.g_00137	Syai.g_02615
OG0000410	Pray.g_00136	Syai.g_02616
OG0000411	Pray.g_00635	Syai.g_02617
OG0000412	Pray.g_00636	Syai.g_02618
OG0000413	Pray.g_00637	Syai.g_02620
OG0000414	Pray.g_00638	Syai.g_02621
OG0000415	Pray.g_00639	Syai.g_02622
OG0000416	Pray.g_00640	Syai.g_02623
OG0000417	Pray.g_00641	Syai.g_02624
OG0000418	Pray.g_00646	Syai.g_02629
OG0000419	Pray.g_00648	Syai.g_02631
OG0000420	Pray.g_00649	Syai.g_02633
OG0000421	Pray.g_00654	Syai.g_02638
OG0000422	Pray.g_00655	Syai.g_02639
OG0000423	Pray.g_00656	Syai.g_02640
OG0000424	Pray.g_00657	Syai.g_02641
OG0000425	Pray.g_00658	Syai.g_02642
OG0000426	Pray.g_00659	Syai.g_02643
OG0000427	Pray.g_00660	Syai.g_02644
OG0000428	Pray.g_00662	Syai.g_02647
OG0000429	Pray.g_00663	Syai.g_02649
OG0000430	Pray.g_00664	Syai.g_02650
OG0000431	Pray.g_00666	Syai.g_02654
OG0000432	Pray.g_00669	Syai.g_02660
OG0000433	Pray.g_00670	Syai.g_02662
OG0000434	Pray.g_00671	Syai.g_02663
OG0000435	Pray.g_00672	Syai.g_02666
OG0000436	Pray.g_00677	Syai.g_02671
OG0000437	Pray.g_00678	Syai.g_02672
OG0000438	Pray.g_00679	Syai.g_02673
OG0000439	Pray.g_00681	Syai.g_02675
OG0000440	Pray.g_00682	Syai.g_02676
OG0000441	Pray.g_00685	Syai.g_02681
OG0000442	Pray.g_00686	Syai.g_02682
OG0000443	Pray.g_00687	Syai.g_02683
OG0000444	Pray.g_00692	Syai.g_02688
OG0000445	Pray.g_00693	Syai.g_02689
OG0000446	Pray.g_00694	Syai.g_02690
OG0000447	Pray.g_00695	Syai.g_02693
OG0000448	Pray.g_00696	Syai.g_02694
OG0000449	Pray.g_00697	Syai.g_02695
OG0000450	Pray.g_00698	Syai.g_02696
OG0000451	Pray.g_00699	Syai.g_02697
OG0000452	Pray.g_00702	Syai.g_02701
OG0000453	Pray.g_00703	Syai.g_02702
OG0000454	Pray.g_00704	Syai.g_02703
OG0000455	Pray.g_00705	Syai.g_02704
OG0000456	Pray.g_00706	Syai.g_02705
OG0000457	Pray.g_00707	Syai.g_02707
OG0000458	Pray.g_00708	Syai.g_02708
OG0000459	Pray.g_00709	Syai.g_02709
OG0000460	Pray.g_00716	Syai.g_00535
OG0000461	Pray.g_00723	Syai.g_00314
OG0000462	Pray.g_00725	Syai.g_00311
OG0000463	Pray.g_00726	Syai.g_00310
OG0000464	Pray.g_00727	Syai.g_00309
OG0000465	Pray.g_00728	Syai.g_00307
OG0000466	Pray.g_00731	Syai.g_00303
OG0000467	Pray.g_00732	Syai.g_00301
OG0000468	Pray.g_00734	Syai.g_00296
OG0000469	Pray.g_00742	Syai.g_00282
OG0000470	Pray.g_00744	Syai.g_00280
OG0000471	Pray.g_00745	Syai.g_00279
OG0000472	Pray.g_00746	Syai.g_00277
OG0000473	Pray.g_00748	Syai.g_00275
OG0000474	Pray.g_00749	Syai.g_00274
OG0000475	Pray.g_00750	Syai.g_00273
OG0000476	Pray.g_00751	Syai.g_00271
OG0000477	Pray.g_00754	Syai.g_00265
OG0000478	Pray.g_00755	Syai.g_00264
OG0000479	Pray.g_00756	Syai.g_00263
OG0000480	Pray.g_00761	Syai.g_00256
OG0000481	Pray.g_00763	Syai.g_00254
OG0000482	Pray.g_00764	Syai.g_00253
OG0000483	Pray.g_00767	Syai.g_00249
OG0000484	Pray.g_00768	Syai.g_00248
OG0000485	Pray.g_00769	Syai.g_00247
OG0000486	Pray.g_00770	Syai.g_00246
OG0000487	Pray.g_00773	Syai.g_00240
OG0000488	Pray.g_00776	Syai.g_00236
OG0000489	Pray.g_00781	Syai.g_00226
OG0000490	Pray.g_00786	Syai.g_00218
OG0000491	Pray.g_00787	Syai.g_00217
OG0000492	Pray.g_00789	Syai.g_00214
OG0000493	Pray.g_00790	Syai.g_00213
OG0000494	Pray.g_00791	Syai.g_00212
OG0000495	Pray.g_00792	Syai.g_00211
OG0000496	Pray.g_00793	Syai.g_00210
OG0000497	Pray.g_00794	Syai.g_00209
OG0000498	Pray.g_00795	Syai.g_00208
OG0000499	Pray.g_00796	Syai.g_00207
OG0000500	Pray.g_00797	Syai.g_00206
OG0000501	Pray.g_00799	Syai.g_00203
OG0000502	Pray.g_00802	Syai.g_00192
OG0000503	Pray.g_00812	Syai.g_00486
OG0000504	Pray.g_00813	Syai.g_00488
OG0000505	Pray.g_00814	Syai.g_00489
OG0000506	Pray.g_00816	Syai.g_00491
OG0000507	Pray.g_00819	Syai.g_00497
OG0000508	Pray.g_00823	Syai.g_00501
OG0000509	Pray.g_00825	Syai.g_00503
OG0000510	Pray.g_00826	Syai.g_00504
OG0000511	Pray.g_00827	Syai.g_00505
OG0000512	Pray.g_00829	Syai.g_00507
OG0000513	Pray.g_00836	Syai.g_00521
OG0000514	Pray.g_00921	Syai.g_00528
OG0000515	Pray.g_00922	Syai.g_00529
OG0000516	Pray.g_00923	Syai.g_02223
OG0000517	Pray.g_00925	Syai.g_02229
OG0000518	Pray.g_00936	Syai.g_02211
OG0000519	Pray.g_00937	Syai.g_02210
OG0000520	Pray.g_00938	Syai.g_02209
OG0000521	Pray.g_00943	Syai.g_00842
OG0000522	Pray.g_00945	Syai.g_00844
OG0000523	Pray.g_00946	Syai.g_00845
OG0000524	Pray.g_00951	Syai.g_00852
OG0000525	Pray.g_00954	Syai.g_00856
OG0000526	Pray.g_00955	Syai.g_00859
OG0000527	Pray.g_00963	Syai.g_00863
OG0000528	Pray.g_00968	Syai.g_00633
OG0000529	Pray.g_00971	Syai.g_00639
OG0000530	Pray.g_00974	Syai.g_00642
OG0000531	Pray.g_00975	Syai.g_00643
OG0000532	Pray.g_00977	Syai.g_00646
OG0000533	Pray.g_00978	Syai.g_00647
OG0000534	Pray.g_00979	Syai.g_00648
OG0000535	Pray.g_00980	Syai.g_00649
OG0000536	Pray.g_00981	Syai.g_00650
OG0000537	Pray.g_00982	Syai.g_00651
OG0000538	Pray.g_00991	Syai.g_00662
OG0000539	Pray.g_00992	Syai.g_00663
OG0000540	Pray.g_00993	Syai.g_00664
OG0000541	Pray.g_00994	Syai.g_00665
OG0000542	Pray.g_00996	Syai.g_00668
OG0000543	Pray.g_00998	Syai.g_00670
OG0000544	Pray.g_00999	Syai.g_00671
OG0000545	Pray.g_01001	Syai.g_00673
OG0000546	Pray.g_01004	Syai.g_00675
OG0000547	Pray.g_01006	Syai.g_00677
OG0000548	Pray.g_01007	Syai.g_00678
OG0000549	Pray.g_01009	Syai.g_00684
OG0000550	Pray.g_01014	Syai.g_00689
OG0000551	Pray.g_01018	Syai.g_00694
OG0000552	Pray.g_01019	Syai.g_00695
OG0000553	Pray.g_01020	Syai.g_00698
OG0000554	Pray.g_01227	Syai.g_00708
OG0000555	Pray.g_01219	Syai.g_00725
OG0000556	Pray.g_01217	Syai.g_00728
OG0000557	Pray.g_01216	Syai.g_00730
OG0000558	Pray.g_01214	Syai.g_00732
OG0000559	Pray.g_01210	Syai.g_00736
OG0000560	Pray.g_01207	Syai.g_00739
OG0000561	Pray.g_01206	Syai.g_00740
OG0000562	Pray.g_01205	Syai.g_00741
OG0000563	Pray.g_01204	Syai.g_00742
OG0000564	Pray.g_01203	Syai.g_00743
OG0000565	Pray.g_01200	Syai.g_00746
OG0000566	Pray.g_01198	Syai.g_00750
OG0000567	Pray.g_01194	Syai.g_00754
OG0000568	Pray.g_01193	Syai.g_00758
OG0000569	Pray.g_01192	Syai.g_00759
OG0000570	Pray.g_01191	Syai.g_00760
OG0000571	Pray.g_01189	Syai.g_00764
OG0000572	Pray.g_01176	Syai.g_00782
OG0000573	Pray.g_01171	Syai.g_00790
OG0000574	Pray.g_01170	Syai.g_00796
OG0000575	Pray.g_01166	Syai.g_00800
OG0000576	Pray.g_01164	Syai.g_00802
OG0000577	Pray.g_01163	Syai.g_00803
OG0000578	Pray.g_01162	Syai.g_00804
OG0000579	Pray.g_01161	Syai.g_00805
OG0000580	Pray.g_01160	Syai.g_00806
OG0000581	Pray.g_01158	Syai.g_00812
OG0000582	Pray.g_01155	Syai.g_01042
OG0000583	Pray.g_01154	Syai.g_01043
OG0000584	Pray.g_01153	Syai.g_01044
OG0000585	Pray.g_01151	Syai.g_01046
OG0000586	Pray.g_01150	Syai.g_01047
OG0000587	Pray.g_01149	Syai.g_01049
OG0000588	Pray.g_01145	Syai.g_01063
