Orthogroup	Pray	Prat
OG0000106	Pray.g_00848	Prat.g_00637
OG0000107	Pray.g_00864	Prat.g_01656
OG0000108	Pray.g_00970	Prat.g_00440
OG0000109	Pray.g_00984	Prat.g_00455
OG0000110	Pray.g_01187	Prat.g_00539
OG0000111	Pray.g_01064	Prat.g_00776
OG0000112	Pray.g_00313	Prat.g_00888
OG0000113	Pray.g_00370	Prat.g_01014
OG0000114	Pray.g_00452	Prat.g_00716
OG0000115	Pray.g_00126	Prat.g_01373
OG0000116	Pray.g_00074	Prat.g_01166
OG0000117	Pray.g_01927	Prat.g_01129
OG0000118	Pray.g_01858	Prat.g_01261
OG0000119	Pray.g_01833	Prat.g_00647, Prat.g_01452
OG0000120	Pray.g_01808	Prat.g_00344
OG0000121	Pray.g_01720	Prat.g_01355
OG0000122	Pray.g_01682	Prat.g_00781, Prat.g_01398
OG0000123	Pray.g_01313	Prat.g_01733
OG0000124	Pray.g_01380	Prat.g_01805
OG0000125	Pray.g_01417	Prat.g_01841
OG0000126	Pray.g_01456	Prat.g_01888
OG0000128	Pray.g_01473	Prat.g_00012, Prat.g_00011
OG0000129	Pray.g_00239	Prat.g_00047
OG0000130	Pray.g_00220	Prat.g_00066
OG0000131	Pray.g_00144	Prat.g_00144
OG0000132	Pray.g_00645	Prat.g_00164
OG0000133	Pray.g_00800	Prat.g_00329
OG0000134	Pray.g_00835	Prat.g_00372
OG0000135	Pray.g_00861	Prat.g_01477
OG0000136	Pray.g_00931	Prat.g_00401
OG0000137	Pray.g_00965	Prat.g_00434
OG0000138	Pray.g_00985	Prat.g_00456
OG0000139	Pray.g_01224	Prat.g_00499
OG0000140	Pray.g_01223	Prat.g_00500
OG0000141	Pray.g_01156	Prat.g_00570
OG0000142	Pray.g_01128	Prat.g_01090
OG0000143	Pray.g_01124	Prat.g_01086
OG0000144	Pray.g_01111	Prat.g_01072
OG0000145	Pray.g_00306	Prat.g_01472
OG0000146	Pray.g_00314	Prat.g_00887
OG0000147	Pray.g_00315	Prat.g_00886
OG0000148	Pray.g_00364	Prat.g_01020
OG0000149	Pray.g_00395	Prat.g_00991
OG0000150	Pray.g_00403	Prat.g_00981
OG0000151	Pray.g_00462	Prat.g_00726
OG0000152	Pray.g_00511	Prat.g_01277
OG0000153	Pray.g_00530	Prat.g_00915
OG0000154	Pray.g_00558	Prat.g_00934
OG0000155	Pray.g_00043	Prat.g_01135
OG0000156	Pray.g_01881	Prat.g_01238
OG0000157	Pray.g_01880	Prat.g_01239
OG0000158	Pray.g_01787	Prat.g_01769
OG0000160	Pray.g_01721	Prat.g_01354
OG0000161	Pray.g_01715	Prat.g_01360
OG0000162	Pray.g_01709	Prat.g_01366
OG0000163	Pray.g_01675	Prat.g_01409
OG0000164	Pray.g_01535	Prat.g_01615
OG0000165	Pray.g_01528	Prat.g_01623
OG0000166	Pray.g_01270	Prat.g_01690
OG0000167	Pray.g_01337	Prat.g_01759
OG0000168	Pray.g_01347	Prat.g_01770
OG0000169	Pray.g_01357	Prat.g_01781
OG0000170	Pray.g_01359	Prat.g_01784
OG0000171	Pray.g_01379	Prat.g_01804
OG0000172	Pray.g_01388	Prat.g_01811
OG0000173	Pray.g_01403	Prat.g_01826
OG0000174	Pray.g_01431	Prat.g_01858
OG0000175	Pray.g_01441	Prat.g_01870
OG0000176	Pray.g_01465, Pray.g_01466	Prat.g_00004
OG0000177	Pray.g_01467	Prat.g_00005
OG0000178	Pray.g_01468	Prat.g_00006
OG0000179	Pray.g_01478	Prat.g_00017
OG0000180	Pray.g_01479	Prat.g_00018
OG0000181	Pray.g_01480	Prat.g_00019
OG0000182	Pray.g_01481	Prat.g_00020
OG0000183	Pray.g_01485	Prat.g_01314, Prat.g_00024
OG0000184	Pray.g_00237	Prat.g_00051
OG0000185	Pray.g_00234	Prat.g_00054
OG0000186	Pray.g_00225	Prat.g_00060
OG0000187	Pray.g_00224	Prat.g_00061
OG0000188	Pray.g_00207	Prat.g_00080
OG0000189	Pray.g_00193	Prat.g_00093
OG0000190	Pray.g_00192	Prat.g_00094
OG0000191	Pray.g_00172	Prat.g_00116
OG0000192	Pray.g_00168	Prat.g_00121
OG0000193	Pray.g_00143	Prat.g_00145
OG0000194	Pray.g_00140	Prat.g_00148
OG0000195	Pray.g_00138	Prat.g_00150
OG0000196	Pray.g_00642	Prat.g_00161
OG0000197	Pray.g_00643	Prat.g_00162
OG0000198	Pray.g_00644	Prat.g_00163
OG0000199	Pray.g_00651	Prat.g_00171
OG0000200	Pray.g_00665	Prat.g_00185
OG0000201	Pray.g_00673	Prat.g_00194
OG0000202	Pray.g_00674	Prat.g_00195
OG0000203	Pray.g_00675	Prat.g_00196
OG0000204	Pray.g_00676	Prat.g_00197
OG0000205	Pray.g_00683	Prat.g_00204
OG0000206	Pray.g_00688	Prat.g_00209
OG0000207	Pray.g_00690	Prat.g_00211
OG0000208	Pray.g_00691	Prat.g_00212
OG0000209	Pray.g_00700	Prat.g_00221
OG0000210	Pray.g_00701	Prat.g_00222
OG0000211	Pray.g_00714	Prat.g_00238
OG0000212	Pray.g_00721	Prat.g_00246
OG0000213	Pray.g_00738	Prat.g_00264
OG0000214	Pray.g_00747	Prat.g_00274
OG0000215	Pray.g_00771	Prat.g_00300
OG0000216	Pray.g_00772	Prat.g_00302
OG0000217	Pray.g_00775	Prat.g_00305
OG0000218	Pray.g_00777	Prat.g_00307
OG0000219	Pray.g_00778	Prat.g_00308
OG0000220	Pray.g_00779	Prat.g_00309
OG0000221	Pray.g_00780	Prat.g_00310
OG0000222	Pray.g_00788	Prat.g_00317
OG0000223	Pray.g_00801	Prat.g_00330
OG0000224	Pray.g_00803	Prat.g_00332
OG0000225	Pray.g_00824	Prat.g_00360
OG0000226	Pray.g_00828	Prat.g_00364
OG0000227	Pray.g_00830	Prat.g_00366
OG0000228	Pray.g_00833	Prat.g_00369
OG0000229	Pray.g_00926	Prat.g_00396
OG0000230	Pray.g_00928	Prat.g_00398
OG0000231	Pray.g_00939	Prat.g_00411
OG0000232	Pray.g_00948	Prat.g_00419
OG0000233	Pray.g_00953	Prat.g_00426
OG0000234	Pray.g_00966	Prat.g_00435
OG0000235	Pray.g_00969	Prat.g_00439
OG0000236	Pray.g_00983	Prat.g_00454
OG0000237	Pray.g_00997	Prat.g_00469
OG0000238	Pray.g_01003	Prat.g_00475
OG0000239	Pray.g_01016	Prat.g_00487
OG0000240	Pray.g_01017	Prat.g_00488
OG0000241	Pray.g_01021	Prat.g_00492
OG0000242	Pray.g_01023	Prat.g_00494
OG0000243	Pray.g_01218	Prat.g_00504
OG0000244	Pray.g_01215	Prat.g_00507
OG0000245	Pray.g_01213	Prat.g_00509
OG0000246	Pray.g_01209	Prat.g_00514, Prat.g_00513
OG0000247	Pray.g_01199	Prat.g_00525
OG0000248	Pray.g_01197	Prat.g_00528
OG0000249	Pray.g_01195	Prat.g_00530
OG0000250	Pray.g_01190	Prat.g_00536
OG0000251	Pray.g_01172	Prat.g_00553
OG0000252	Pray.g_01169	Prat.g_00556
OG0000253	Pray.g_01168	Prat.g_00557
OG0000254	Pray.g_01152	Prat.g_00574
OG0000255	Pray.g_01146	Prat.g_00581
OG0000256	Pray.g_01136	Prat.g_00591
OG0000257	Pray.g_01133	Prat.g_01097
OG0000258	Pray.g_01120	Prat.g_01081
OG0000259	Pray.g_01103	Prat.g_01064
OG0000260	Pray.g_01100	Prat.g_01061
OG0000261	Pray.g_01098	Prat.g_01058
OG0000262	Pray.g_01094	Prat.g_01054
OG0000263	Pray.g_01082	Prat.g_00754
OG0000264	Pray.g_01072	Prat.g_00765
OG0000265	Pray.g_01040	Prat.g_00788
OG0000266	Pray.g_01030	Prat.g_00801
OG0000267	Pray.g_00274	Prat.g_00814
OG0000268	Pray.g_00275	Prat.g_00815
OG0000269	Pray.g_00343	Prat.g_01042
OG0000270	Pray.g_00346	Prat.g_01039
OG0000271	Pray.g_00354	Prat.g_01031
OG0000272	Pray.g_00355	Prat.g_01030
OG0000273	Pray.g_00378	Prat.g_01007
OG0000274	Pray.g_00379	Prat.g_01006
OG0000275	Pray.g_00382	Prat.g_01004
OG0000276	Pray.g_00387	Prat.g_00999
OG0000277	Pray.g_00388	Prat.g_00998
OG0000278	Pray.g_00391	Prat.g_00995
OG0000279	Pray.g_00398	Prat.g_00988
OG0000280	Pray.g_00399	Prat.g_00987
OG0000281	Pray.g_00404	Prat.g_00980
OG0000282	Pray.g_00454	Prat.g_00718
OG0000283	Pray.g_00488	Prat.g_00868
OG0000284	Pray.g_00493	Prat.g_00873
OG0000285	Pray.g_00498	Prat.g_00879
OG0000286	Pray.g_00510	Prat.g_00895
OG0000287	Pray.g_00527	Prat.g_00912
OG0000288	Pray.g_00557	Prat.g_00933
OG0000289	Pray.g_00568	Prat.g_00948
OG0000290	Pray.g_00581	Prat.g_00962
OG0000291	Pray.g_00583	Prat.g_00964
OG0000292	Pray.g_00632	Prat.g_01208
OG0000293	Pray.g_00073	Prat.g_01165
OG0000294	Pray.g_00072	Prat.g_01164
OG0000295	Pray.g_00051	Prat.g_01142
OG0000296	Pray.g_00049	Prat.g_01140
OG0000297	Pray.g_00041	Prat.g_01131
OG0000298	Pray.g_00040	Prat.g_01130
OG0000299	Pray.g_00023	Prat.g_01112
OG0000300	Pray.g_00020	Prat.g_01108
OG0000301	Pray.g_00019	Prat.g_01107
OG0000302	Pray.g_00017	Prat.g_01105
OG0000303	Pray.g_00010	Prat.g_01099
OG0000304	Pray.g_00006	Prat.g_00595
OG0000305	Pray.g_01837	Prat.g_01200
OG0000306	Pray.g_01834	Prat.g_00976
OG0000307	Pray.g_01820	Prat.g_01300
OG0000308	Pray.g_01819	Prat.g_01301
OG0000309	Pray.g_01815	Prat.g_01305
OG0000310	Pray.g_01737	Prat.g_01336
OG0000311	Pray.g_01735	Prat.g_01338
OG0000312	Pray.g_01732	Prat.g_01341
OG0000313	Pray.g_01718	Prat.g_01357
OG0000314	Pray.g_01695	Prat.g_01382
OG0000315	Pray.g_01685	Prat.g_01392
OG0000316	Pray.g_01665	Prat.g_01420
OG0000317	Pray.g_01561	Prat.g_01589
OG0000318	Pray.g_01558	Prat.g_01593
OG0000319	Pray.g_01545	Prat.g_01605
OG0000320	Pray.g_01543	Prat.g_01607
OG0000321	Pray.g_01542	Prat.g_01608
OG0000322	Pray.g_01541	Prat.g_01609
OG0000323	Pray.g_01532	Prat.g_01618
OG0000324	Pray.g_01506	Prat.g_01647
OG0000325	Pray.g_01235	Prat.g_01657
OG0000326	Pray.g_01241	Prat.g_01664
OG0000327	Pray.g_01265	Prat.g_01685
OG0000328	Pray.g_01266	Prat.g_01686
OG0000329	Pray.g_01283	Prat.g_01703
OG0000330	Pray.g_01284	Prat.g_01704
OG0000331	Pray.g_01285	Prat.g_01705
OG0000332	Pray.g_01299	Prat.g_01718
OG0000333	Pray.g_01301	Prat.g_01720
OG0000334	Pray.g_01309	Prat.g_01729
OG0000335	Pray.g_01314	Prat.g_01734
OG0000336	Pray.g_01318	Prat.g_01738
OG0000337	Pray.g_01335	Prat.g_01756
OG0000338	Pray.g_01336	Prat.g_01757
OG0000339	Pray.g_01340	Prat.g_01762
OG0000340	Pray.g_01348	Prat.g_01771
OG0000341	Pray.g_01350	Prat.g_01773
OG0000342	Pray.g_01351	Prat.g_01775
OG0000343	Pray.g_01352	Prat.g_01776
OG0000344	Pray.g_01355	Prat.g_01779
OG0000345	Pray.g_01360	Prat.g_01785
OG0000346	Pray.g_01365	Prat.g_01789
OG0000347	Pray.g_01381	Prat.g_01806
OG0000348	Pray.g_01391	Prat.g_01814
OG0000349	Pray.g_01408	Prat.g_01832
OG0000350	Pray.g_01427	Prat.g_01853
OG0000351	Pray.g_01444	Prat.g_01873
OG0000352	Pray.g_01445	Prat.g_01874
OG0000353	Pray.g_01460	Prat.g_01892
OG0000355	Pray.g_01462	Prat.g_00001
OG0000356	Pray.g_01463	Prat.g_00002
OG0000357	Pray.g_01464	Prat.g_00003
OG0000358	Pray.g_01469	Prat.g_00007
OG0000359	Pray.g_01470	Prat.g_00008
OG0000360	Pray.g_01471	Prat.g_00009
OG0000361	Pray.g_01472	Prat.g_00010
OG0000362	Pray.g_01474	Prat.g_00013
OG0000363	Pray.g_01476	Prat.g_00015
OG0000364	Pray.g_01477	Prat.g_00016
OG0000365	Pray.g_01482	Prat.g_00021
OG0000366	Pray.g_01483	Prat.g_00022
OG0000367	Pray.g_01484	Prat.g_00023
OG0000368	Pray.g_01486	Prat.g_00025
OG0000369	Pray.g_01487	Prat.g_00026
OG0000370	Pray.g_01488	Prat.g_00027
OG0000371	Pray.g_01494	Prat.g_00034
OG0000372	Pray.g_01497	Prat.g_00036
OG0000373	Pray.g_01498	Prat.g_00037
OG0000374	Pray.g_01499	Prat.g_00038
OG0000375	Pray.g_00243	Prat.g_00042
OG0000376	Pray.g_00241	Prat.g_00044
OG0000377	Pray.g_00238	Prat.g_00048
OG0000378	Pray.g_00236	Prat.g_00052
OG0000379	Pray.g_00233	Prat.g_00055
OG0000380	Pray.g_00223	Prat.g_00062
OG0000381	Pray.g_00219	Prat.g_00067
OG0000382	Pray.g_00208	Prat.g_00079
OG0000383	Pray.g_00206	Prat.g_00081
OG0000384	Pray.g_00205	Prat.g_00082
OG0000385	Pray.g_00204	Prat.g_00083
OG0000386	Pray.g_00203	Prat.g_00084
OG0000387	Pray.g_00190	Prat.g_00096
OG0000388	Pray.g_00187	Prat.g_00100
OG0000389	Pray.g_00183	Prat.g_00103
OG0000390	Pray.g_00176	Prat.g_00112
OG0000391	Pray.g_00173	Prat.g_00115
OG0000392	Pray.g_00169	Prat.g_00118
OG0000393	Pray.g_00167	Prat.g_00122
OG0000394	Pray.g_00166	Prat.g_00123
OG0000395	Pray.g_00165	Prat.g_00124
OG0000396	Pray.g_00162	Prat.g_00126
OG0000397	Pray.g_00160	Prat.g_00128
OG0000398	Pray.g_00158	Prat.g_00131
OG0000399	Pray.g_00157	Prat.g_00132
OG0000400	Pray.g_00156	Prat.g_00133
OG0000401	Pray.g_00155	Prat.g_00134
OG0000402	Pray.g_00153	Prat.g_00601
OG0000403	Pray.g_00152	Prat.g_00136
OG0000404	Pray.g_00151	Prat.g_00137
OG0000405	Pray.g_00147	Prat.g_00141
OG0000406	Pray.g_00142	Prat.g_00146
OG0000407	Pray.g_00141	Prat.g_00147
OG0000408	Pray.g_00139	Prat.g_00149
OG0000409	Pray.g_00137	Prat.g_00151
OG0000410	Pray.g_00136	Prat.g_00152
OG0000411	Pray.g_00635	Prat.g_00153
OG0000412	Pray.g_00636	Prat.g_00154
OG0000413	Pray.g_00637	Prat.g_00156
OG0000414	Pray.g_00638	Prat.g_00157
OG0000415	Pray.g_00639	Prat.g_00158
OG0000416	Pray.g_00640	Prat.g_00159
OG0000417	Pray.g_00641	Prat.g_00160
OG0000418	Pray.g_00646	Prat.g_00165
OG0000419	Pray.g_00648	Prat.g_00167
OG0000420	Pray.g_00649	Prat.g_00169
OG0000421	Pray.g_00654	Prat.g_00174
OG0000422	Pray.g_00655	Prat.g_00175
OG0000423	Pray.g_00656	Prat.g_00176
OG0000424	Pray.g_00657	Prat.g_00177
OG0000425	Pray.g_00658	Prat.g_00178
OG0000426	Pray.g_00659	Prat.g_00179
OG0000427	Pray.g_00660	Prat.g_00180
OG0000428	Pray.g_00662	Prat.g_00182
OG0000429	Pray.g_00663	Prat.g_00183
OG0000430	Pray.g_00664	Prat.g_00184
OG0000431	Pray.g_00666	Prat.g_00186
OG0000432	Pray.g_00669	Prat.g_00190
OG0000433	Pray.g_00670	Prat.g_00191
OG0000434	Pray.g_00671	Prat.g_00192
OG0000435	Pray.g_00672	Prat.g_00193
OG0000436	Pray.g_00677	Prat.g_00198
OG0000437	Pray.g_00678	Prat.g_00199
OG0000438	Pray.g_00679	Prat.g_00200
OG0000439	Pray.g_00681	Prat.g_00202
OG0000440	Pray.g_00682	Prat.g_00203
OG0000441	Pray.g_00685	Prat.g_00206
OG0000442	Pray.g_00686	Prat.g_00207
OG0000443	Pray.g_00687	Prat.g_00208
OG0000444	Pray.g_00692	Prat.g_00213
OG0000445	Pray.g_00693	Prat.g_00214
OG0000446	Pray.g_00694	Prat.g_00215
OG0000447	Pray.g_00695	Prat.g_00216
OG0000448	Pray.g_00696	Prat.g_00217
OG0000449	Pray.g_00697	Prat.g_00218
OG0000450	Pray.g_00698	Prat.g_00219
OG0000451	Pray.g_00699	Prat.g_00220
OG0000452	Pray.g_00702	Prat.g_00223
OG0000453	Pray.g_00703	Prat.g_00224
OG0000454	Pray.g_00704	Prat.g_00225
OG0000455	Pray.g_00705	Prat.g_00226
OG0000456	Pray.g_00706	Prat.g_00227
OG0000457	Pray.g_00707	Prat.g_00229
OG0000458	Pray.g_00708	Prat.g_00230
OG0000459	Pray.g_00709	Prat.g_00231
OG0000460	Pray.g_00716	Prat.g_00240
OG0000461	Pray.g_00723	Prat.g_00249
OG0000462	Pray.g_00725	Prat.g_00250
OG0000463	Pray.g_00726	Prat.g_00251
OG0000464	Pray.g_00727	Prat.g_00252
OG0000465	Pray.g_00728	Prat.g_00253
OG0000466	Pray.g_00731	Prat.g_00256
OG0000467	Pray.g_00732	Prat.g_00257
OG0000468	Pray.g_00734	Prat.g_00260
OG0000469	Pray.g_00742	Prat.g_00269
OG0000470	Pray.g_00744	Prat.g_00271
OG0000471	Pray.g_00745	Prat.g_00272
OG0000472	Pray.g_00746	Prat.g_00273
OG0000473	Pray.g_00748	Prat.g_00275
OG0000474	Pray.g_00749	Prat.g_00276
OG0000475	Pray.g_00750	Prat.g_00277
OG0000476	Pray.g_00751	Prat.g_00279
OG0000477	Pray.g_00754	Prat.g_00282
OG0000478	Pray.g_00755	Prat.g_00283
OG0000479	Pray.g_00756	Prat.g_00284
OG0000480	Pray.g_00761	Prat.g_00290
OG0000481	Pray.g_00763	Prat.g_00292
OG0000482	Pray.g_00764	Prat.g_00293
OG0000483	Pray.g_00767	Prat.g_00296
OG0000484	Pray.g_00768	Prat.g_00297
OG0000485	Pray.g_00769	Prat.g_00298
OG0000486	Pray.g_00770	Prat.g_00299
OG0000487	Pray.g_00773	Prat.g_00303
OG0000488	Pray.g_00776	Prat.g_00306
OG0000489	Pray.g_00781	Prat.g_00311
OG0000490	Pray.g_00786	Prat.g_00315
OG0000491	Pray.g_00787	Prat.g_00316
OG0000492	Pray.g_00789	Prat.g_00318
OG0000493	Pray.g_00790	Prat.g_00319
OG0000494	Pray.g_00791	Prat.g_00320
OG0000495	Pray.g_00792	Prat.g_00321
OG0000496	Pray.g_00793	Prat.g_00322
OG0000497	Pray.g_00794	Prat.g_00323
OG0000498	Pray.g_00795	Prat.g_00324
OG0000499	Pray.g_00796	Prat.g_00325
OG0000500	Pray.g_00797	Prat.g_00326
OG0000501	Pray.g_00799	Prat.g_00328
OG0000502	Pray.g_00802	Prat.g_00331
OG0000503	Pray.g_00812	Prat.g_00348
OG0000504	Pray.g_00813	Prat.g_00350
OG0000505	Pray.g_00814	Prat.g_00351
OG0000506	Pray.g_00816	Prat.g_00352
OG0000507	Pray.g_00819	Prat.g_00355
OG0000508	Pray.g_00823	Prat.g_00359
OG0000509	Pray.g_00825	Prat.g_00361
OG0000510	Pray.g_00826	Prat.g_00362
OG0000511	Pray.g_00827	Prat.g_00363
OG0000512	Pray.g_00829	Prat.g_00365
OG0000513	Pray.g_00836	Prat.g_00373
OG0000514	Pray.g_00921	Prat.g_00390
OG0000515	Pray.g_00922	Prat.g_00391
OG0000516	Pray.g_00923	Prat.g_00392
OG0000517	Pray.g_00925	Prat.g_00395
OG0000518	Pray.g_00936	Prat.g_00407
OG0000519	Pray.g_00937	Prat.g_00408
OG0000520	Pray.g_00938	Prat.g_00410
OG0000521	Pray.g_00943	Prat.g_00415
OG0000522	Pray.g_00945	Prat.g_00417
OG0000523	Pray.g_00946	Prat.g_00418
OG0000524	Pray.g_00951	Prat.g_00424
OG0000525	Pray.g_00954	Prat.g_00428
OG0000526	Pray.g_00955	Prat.g_00429
OG0000527	Pray.g_00963	Prat.g_00432
OG0000528	Pray.g_00968	Prat.g_00438
OG0000529	Pray.g_00971	Prat.g_00441
OG0000530	Pray.g_00974	Prat.g_00444
OG0000531	Pray.g_00975	Prat.g_00445
OG0000532	Pray.g_00977	Prat.g_00447
OG0000533	Pray.g_00978	Prat.g_00448
OG0000534	Pray.g_00979	Prat.g_00449
OG0000535	Pray.g_00980	Prat.g_00450
OG0000536	Pray.g_00981	Prat.g_00451
OG0000537	Pray.g_00982	Prat.g_00453
OG0000538	Pray.g_00991	Prat.g_00463
OG0000539	Pray.g_00992	Prat.g_00464
OG0000540	Pray.g_00993	Prat.g_00465
OG0000541	Pray.g_00994	Prat.g_00466
OG0000542	Pray.g_00996	Prat.g_00468
OG0000543	Pray.g_00998	Prat.g_00470
OG0000544	Pray.g_00999	Prat.g_00471
OG0000545	Pray.g_01001	Prat.g_00473
OG0000546	Pray.g_01004	Prat.g_00476
OG0000547	Pray.g_01006	Prat.g_00478
OG0000548	Pray.g_01007	Prat.g_00479
OG0000549	Pray.g_01009	Prat.g_00482
OG0000550	Pray.g_01014	Prat.g_00486
OG0000551	Pray.g_01018	Prat.g_00489
OG0000552	Pray.g_01019	Prat.g_00490
OG0000553	Pray.g_01020	Prat.g_00491
OG0000554	Pray.g_01227	Prat.g_00496
OG0000555	Pray.g_01219	Prat.g_00503
OG0000556	Pray.g_01217	Prat.g_00505
OG0000557	Pray.g_01216	Prat.g_00506
OG0000558	Pray.g_01214	Prat.g_00508
OG0000559	Pray.g_01210	Prat.g_00512
OG0000560	Pray.g_01207	Prat.g_00516
OG0000561	Pray.g_01206	Prat.g_00517
OG0000562	Pray.g_01205	Prat.g_00518
OG0000563	Pray.g_01204	Prat.g_00519
OG0000564	Pray.g_01203	Prat.g_00520
OG0000565	Pray.g_01200	Prat.g_00523
OG0000566	Pray.g_01198	Prat.g_00527
OG0000567	Pray.g_01194	Prat.g_00531
OG0000568	Pray.g_01193	Prat.g_00532
OG0000569	Pray.g_01192	Prat.g_00533
OG0000570	Pray.g_01191	Prat.g_00534
OG0000571	Pray.g_01189	Prat.g_00537
OG0000572	Pray.g_01176	Prat.g_00549
OG0000573	Pray.g_01171	Prat.g_00554
OG0000574	Pray.g_01170	Prat.g_00555
OG0000575	Pray.g_01166	Prat.g_00559
OG0000576	Pray.g_01164	Prat.g_00561
OG0000577	Pray.g_01163	Prat.g_00562
OG0000578	Pray.g_01162	Prat.g_00563
