Orthogroup	Pray	Prag
OG0000021	Pray.g_01578	Prag.g_01633
OG0000021	Pray.g_00842	Prag.g_00359
OG0000022	Pray.g_00304	Prag.g_00757
OG0000022	Pray.g_00101	Prag.g_01116
OG0000023	Pray.g_00838	Prag.g_00354
OG0000024	Pray.g_00289	Prag.g_00740
OG0000024	Pray.g_01088	Prag.g_00653
OG0000025	Pray.g_00383	Prag.g_00839
OG0000025	Pray.g_00809	Prag.g_00322
OG0000026	Pray.g_01493	Prag.g_00031
OG0000026	Pray.g_00599	Prag.g_01050
OG0000027	Pray.g_00960	Prag.g_00449
OG0000027	Pray.g_01887	Prag.g_01336
OG0000028	Pray.g_00798	Prag.g_00311
OG0000028	Pray.g_01935	Prag.g_01270
OG0000029	Pray.g_00296	Prag.g_00748
OG0000030	Pray.g_01374	Prag.g_01871
OG0000031	Pray.g_01806	Prag.g_01446
OG0000032	Pray.g_01782	Prag.g_01416
OG0000033	Pray.g_00650	Prag.g_00162
OG0000034	Pray.g_01860	Prag.g_01365
OG0000035	Pray.g_01722	Prag.g_01490, Prag.g_01488
OG0000037	Pray.g_00180	Prag.g_00102
OG0000038	Pray.g_01415	Prag.g_01911
OG0000039	Pray.g_01077	Prag.g_00664
OG0000040	Pray.g_01585	Prag.g_01630
OG0000040	Pray.g_00084	Prag.g_01133
OG0000042	Pray.g_01371	Prag.g_01868
OG0000043	Pray.g_00420	Prag.g_00876
OG0000045	Pray.g_00849	Prag.g_00365
OG0000047	Pray.g_00808	Prag.g_00321
OG0000048	Pray.g_00852	Prag.g_00368
OG0000049	Pray.g_00862	Prag.g_00376
OG0000049	Pray.g_00265	Prag.g_01264
OG0000049	Pray.g_00885	Prag.g_01300
OG0000050	Pray.g_00619	Prag.g_01071
OG0000051	Pray.g_01894	Prag.g_01329
OG0000052	Pray.g_01793	Prag.g_01444
OG0000053	Pray.g_01702	Prag.g_01510
OG0000054	Pray.g_01157	Prag.g_00584
OG0000055	Pray.g_00329	Prag.g_00787
OG0000057	Pray.g_01065	Prag.g_00676
OG0000058	Pray.g_01786	Prag.g_01428
OG0000059	Pray.g_01258	Prag.g_01755
OG0000061	Pray.g_00064	Prag.g_01153
OG0000062	Pray.g_01644	Prag.g_01568
OG0000063	Pray.g_01495	Prag.g_00033
OG0000065	Pray.g_00182	Prag.g_00100
OG0000066	Pray.g_01222	Prag.g_00518
OG0000067	Pray.g_00348	Prag.g_00806
OG0000068	Pray.g_01829	Prag.g_01389
OG0000069	Pray.g_01609	Prag.g_01601
OG0000070	Pray.g_00940	Prag.g_00429
OG0000071	Pray.g_01870	Prag.g_01355
OG0000072	Pray.g_00652	Prag.g_00164
OG0000073	Pray.g_00990	Prag.g_00478
OG0000074	Pray.g_01081	Prag.g_00660
OG0000075	Pray.g_01339	Prag.g_01836
OG0000076	Pray.g_01364	Prag.g_01861
OG0000077	Pray.g_00211	Prag.g_00072
OG0000078	Pray.g_00720	Prag.g_00232
OG0000081	Pray.g_01022	Prag.g_00510
OG0000082	Pray.g_01177	Prag.g_00563
OG0000083	Pray.g_00284	Prag.g_00734
OG0000083	Pray.g_01891	Prag.g_01332
OG0000083	Pray.g_00277	Prag.g_00726
OG0000084	Pray.g_01726	Prag.g_01484
OG0000085	Pray.g_01566	Prag.g_01662
OG0000086	Pray.g_00201	Prag.g_00082
OG0000087	Pray.g_00150	Prag.g_00132
OG0000088	Pray.g_00647	Prag.g_00159
OG0000089	Pray.g_00834	Prag.g_00350
OG0000090	Pray.g_01024, Pray.g_01228	Prag.g_00512
OG0000091	Pray.g_01121	Prag.g_00620
OG0000092	Pray.g_00457	Prag.g_00911
OG0000093	Pray.g_00479	Prag.g_00932
OG0000094	Pray.g_00565	Prag.g_01017
OG0000095	Pray.g_00584	Prag.g_01036
OG0000096	Pray.g_00117	Prag.g_01103
OG0000096	Pray.g_01905	Prag.g_01319
OG0000097	Pray.g_00022	Prag.g_01194
OG0000098	Pray.g_01847	Prag.g_01371
OG0000099	Pray.g_01788	Prag.g_01424
OG0000100	Pray.g_01648	Prag.g_01564
OG0000101	Pray.g_01306	Prag.g_01804
OG0000102	Pray.g_01369	Prag.g_01866
OG0000103	Pray.g_01449	Prag.g_01945
OG0000104	Pray.g_01457	Prag.g_01953
OG0000105	Pray.g_00753	Prag.g_00265
OG0000106	Pray.g_00848	Prag.g_00364
OG0000107	Pray.g_00864	Prag.g_00378
OG0000108	Pray.g_00970	Prag.g_00459
OG0000109	Pray.g_00984	Prag.g_00473
OG0000110	Pray.g_01187	Prag.g_00553
OG0000111	Pray.g_01064	Prag.g_00677
OG0000112	Pray.g_00313	Prag.g_00771
OG0000113	Pray.g_00370	Prag.g_00828
OG0000114	Pray.g_00452	Prag.g_00906
OG0000115	Pray.g_00126	Prag.g_01097
OG0000116	Pray.g_00074	Prag.g_01143
OG0000117	Pray.g_01927	Prag.g_01298
OG0000118	Pray.g_01858	Prag.g_01367
OG0000119	Pray.g_01833	Prag.g_01385
OG0000120	Pray.g_01808	Prag.g_01423
OG0000121	Pray.g_01720	Prag.g_01492
OG0000122	Pray.g_01682	Prag.g_01530
OG0000123	Pray.g_01313	Prag.g_01811
OG0000124	Pray.g_01380	Prag.g_01877
OG0000125	Pray.g_01417	Prag.g_01913
OG0000126	Pray.g_01456	Prag.g_01952
OG0000128	Pray.g_01473	Prag.g_00011
OG0000129	Pray.g_00239	Prag.g_00044
OG0000130	Pray.g_00220	Prag.g_00063
OG0000131	Pray.g_00144	Prag.g_00138
OG0000132	Pray.g_00645	Prag.g_00157
OG0000133	Pray.g_00800	Prag.g_00313
OG0000134	Pray.g_00835	Prag.g_00351
OG0000135	Pray.g_00861	Prag.g_00375
OG0000136	Pray.g_00931	Prag.g_00420
OG0000137	Pray.g_00965	Prag.g_00454
OG0000138	Pray.g_00985	Prag.g_00474
OG0000139	Pray.g_01224	Prag.g_00516
OG0000140	Pray.g_01223	Prag.g_00517
OG0000141	Pray.g_01156	Prag.g_00585
OG0000142	Pray.g_01128	Prag.g_00613
OG0000143	Pray.g_01124	Prag.g_00617
OG0000144	Pray.g_01111	Prag.g_00630
OG0000145	Pray.g_00306	Prag.g_00758
OG0000146	Pray.g_00314	Prag.g_00772
OG0000147	Pray.g_00315	Prag.g_00773
OG0000148	Pray.g_00364	Prag.g_00822
OG0000149	Pray.g_00395	Prag.g_00851
OG0000150	Pray.g_00403	Prag.g_00859
OG0000151	Pray.g_00462	Prag.g_00916
OG0000152	Pray.g_00511	Prag.g_00964
OG0000153	Pray.g_00530	Prag.g_00983
OG0000154	Pray.g_00558	Prag.g_01010
OG0000155	Pray.g_00043	Prag.g_01173
OG0000156	Pray.g_01881	Prag.g_01342
OG0000157	Pray.g_01880	Prag.g_01343
OG0000158	Pray.g_01787	Prag.g_01425
OG0000159	Pray.g_01785	Prag.g_01427
OG0000160	Pray.g_01721	Prag.g_01491
OG0000161	Pray.g_01715	Prag.g_01497
OG0000162	Pray.g_01709	Prag.g_01503
OG0000163	Pray.g_01675	Prag.g_01537
OG0000164	Pray.g_01535	Prag.g_01693
OG0000165	Pray.g_01528	Prag.g_01700
OG0000166	Pray.g_01270	Prag.g_01768
OG0000167	Pray.g_01337	Prag.g_01834
OG0000168	Pray.g_01347	Prag.g_01844
OG0000169	Pray.g_01357	Prag.g_01854
OG0000170	Pray.g_01359	Prag.g_01856
OG0000171	Pray.g_01379	Prag.g_01876
OG0000172	Pray.g_01388	Prag.g_01884
OG0000173	Pray.g_01403	Prag.g_01899
OG0000174	Pray.g_01431	Prag.g_01927
OG0000175	Pray.g_01441	Prag.g_01937
OG0000176	Pray.g_01465, Pray.g_01466	Prag.g_00004
OG0000177	Pray.g_01467	Prag.g_00005
OG0000178	Pray.g_01468	Prag.g_00006
OG0000179	Pray.g_01478	Prag.g_00016
OG0000180	Pray.g_01479	Prag.g_00017
OG0000181	Pray.g_01480	Prag.g_00018
OG0000182	Pray.g_01481	Prag.g_00019
OG0000183	Pray.g_01485	Prag.g_00023
OG0000184	Pray.g_00237	Prag.g_00046
OG0000185	Pray.g_00234	Prag.g_00049
OG0000186	Pray.g_00225	Prag.g_00058
OG0000187	Pray.g_00224	Prag.g_00059
OG0000188	Pray.g_00207	Prag.g_00076
OG0000189	Pray.g_00193	Prag.g_00089
OG0000190	Pray.g_00192	Prag.g_00090
OG0000191	Pray.g_00172	Prag.g_00110
OG0000192	Pray.g_00168	Prag.g_00114
OG0000193	Pray.g_00143	Prag.g_00139
OG0000194	Pray.g_00140	Prag.g_00142
OG0000195	Pray.g_00138	Prag.g_00144
OG0000196	Pray.g_00642	Prag.g_00154
OG0000197	Pray.g_00643	Prag.g_00155
OG0000198	Pray.g_00644	Prag.g_00156
OG0000199	Pray.g_00651	Prag.g_00163
OG0000200	Pray.g_00665	Prag.g_00177
OG0000201	Pray.g_00673	Prag.g_00185
OG0000202	Pray.g_00674	Prag.g_00186
OG0000203	Pray.g_00675	Prag.g_00187
OG0000204	Pray.g_00676	Prag.g_00188
OG0000205	Pray.g_00683	Prag.g_00195
OG0000206	Pray.g_00688	Prag.g_00200
OG0000207	Pray.g_00690	Prag.g_00202
OG0000208	Pray.g_00691	Prag.g_00203
OG0000209	Pray.g_00700	Prag.g_00212
OG0000210	Pray.g_00701	Prag.g_00213
OG0000211	Pray.g_00714	Prag.g_00226
OG0000212	Pray.g_00721	Prag.g_00233
OG0000213	Pray.g_00738	Prag.g_00249
OG0000214	Pray.g_00747	Prag.g_00258
OG0000215	Pray.g_00771	Prag.g_00283
OG0000216	Pray.g_00772	Prag.g_00285
OG0000217	Pray.g_00775	Prag.g_00288
OG0000218	Pray.g_00777	Prag.g_00290
OG0000219	Pray.g_00778	Prag.g_00291
OG0000220	Pray.g_00779	Prag.g_00292
OG0000221	Pray.g_00780	Prag.g_00293
OG0000222	Pray.g_00788	Prag.g_00301
OG0000223	Pray.g_00801	Prag.g_00314
OG0000224	Pray.g_00803	Prag.g_00316
OG0000225	Pray.g_00824	Prag.g_00340
OG0000226	Pray.g_00828	Prag.g_00344
OG0000227	Pray.g_00830	Prag.g_00346
OG0000228	Pray.g_00833	Prag.g_00349
OG0000229	Pray.g_00926	Prag.g_00415
OG0000230	Pray.g_00928	Prag.g_00417
OG0000231	Pray.g_00939	Prag.g_00428
OG0000232	Pray.g_00948	Prag.g_00437
OG0000233	Pray.g_00953	Prag.g_00442
OG0000234	Pray.g_00966	Prag.g_00455
OG0000235	Pray.g_00969	Prag.g_00458
OG0000236	Pray.g_00983	Prag.g_00472
OG0000237	Pray.g_00997	Prag.g_00485
OG0000238	Pray.g_01003	Prag.g_00491
OG0000239	Pray.g_01016	Prag.g_00504
OG0000240	Pray.g_01017	Prag.g_00505
OG0000241	Pray.g_01021	Prag.g_00509
OG0000242	Pray.g_01023	Prag.g_00511
OG0000243	Pray.g_01218	Prag.g_00522
OG0000244	Pray.g_01215	Prag.g_00525
OG0000245	Pray.g_01213	Prag.g_00527
OG0000246	Pray.g_01209	Prag.g_00531
OG0000247	Pray.g_01199	Prag.g_00541
OG0000248	Pray.g_01197	Prag.g_00543
OG0000249	Pray.g_01195	Prag.g_00545
OG0000250	Pray.g_01190	Prag.g_00550
OG0000251	Pray.g_01172	Prag.g_00569
OG0000252	Pray.g_01169	Prag.g_00572
OG0000253	Pray.g_01168	Prag.g_00573
OG0000254	Pray.g_01152	Prag.g_00589
OG0000255	Pray.g_01146	Prag.g_00595
OG0000256	Pray.g_01136	Prag.g_00605
OG0000257	Pray.g_01133	Prag.g_00608
OG0000258	Pray.g_01120	Prag.g_00621
OG0000259	Pray.g_01103	Prag.g_00638
OG0000260	Pray.g_01100	Prag.g_00641
OG0000261	Pray.g_01098	Prag.g_00643
OG0000262	Pray.g_01094	Prag.g_00647
OG0000263	Pray.g_01082	Prag.g_00659
OG0000264	Pray.g_01072	Prag.g_00669
OG0000265	Pray.g_01040	Prag.g_00692
OG0000266	Pray.g_01030	Prag.g_00702
OG0000267	Pray.g_00274	Prag.g_00713
OG0000268	Pray.g_00275	Prag.g_00714
OG0000269	Pray.g_00343	Prag.g_00801
OG0000270	Pray.g_00346	Prag.g_00804
OG0000271	Pray.g_00354	Prag.g_00812
OG0000272	Pray.g_00355	Prag.g_00813
OG0000273	Pray.g_00378	Prag.g_00835
OG0000274	Pray.g_00379	Prag.g_00836
OG0000275	Pray.g_00382	Prag.g_00838
OG0000276	Pray.g_00387	Prag.g_00843
OG0000277	Pray.g_00388	Prag.g_00844
OG0000278	Pray.g_00391	Prag.g_00847
OG0000279	Pray.g_00398	Prag.g_00854
OG0000280	Pray.g_00399	Prag.g_00855
OG0000281	Pray.g_00404	Prag.g_00860
OG0000282	Pray.g_00454	Prag.g_00908
OG0000283	Pray.g_00488	Prag.g_00941
OG0000284	Pray.g_00493	Prag.g_00946
OG0000285	Pray.g_00498	Prag.g_00951
OG0000286	Pray.g_00510	Prag.g_00963
OG0000287	Pray.g_00527	Prag.g_00980
OG0000288	Pray.g_00557	Prag.g_01009
OG0000289	Pray.g_00568	Prag.g_01020
OG0000290	Pray.g_00581	Prag.g_01033
OG0000291	Pray.g_00583	Prag.g_01035
OG0000292	Pray.g_00632	Prag.g_01085
OG0000293	Pray.g_00073	Prag.g_01144
OG0000294	Pray.g_00072	Prag.g_01145
OG0000295	Pray.g_00051	Prag.g_01165
OG0000296	Pray.g_00049	Prag.g_01167
OG0000297	Pray.g_00041	Prag.g_01175
OG0000298	Pray.g_00040	Prag.g_01176
OG0000299	Pray.g_00023	Prag.g_01193
OG0000300	Pray.g_00020	Prag.g_01196
OG0000301	Pray.g_00019	Prag.g_01197
OG0000302	Pray.g_00017	Prag.g_01199
OG0000303	Pray.g_00010	Prag.g_01206
OG0000304	Pray.g_00006	Prag.g_01210
OG0000305	Pray.g_01837	Prag.g_01381
OG0000306	Pray.g_01834	Prag.g_01384
OG0000307	Pray.g_01820	Prag.g_01398
OG0000308	Pray.g_01819	Prag.g_01399
OG0000309	Pray.g_01815	Prag.g_01403
OG0000310	Pray.g_01737	Prag.g_01473
OG0000311	Pray.g_01735	Prag.g_01475
OG0000312	Pray.g_01732	Prag.g_01478
OG0000313	Pray.g_01718	Prag.g_01494
OG0000314	Pray.g_01695	Prag.g_01516
OG0000315	Pray.g_01685	Prag.g_01527
OG0000316	Pray.g_01665	Prag.g_01547
OG0000317	Pray.g_01561	Prag.g_01667
OG0000318	Pray.g_01558	Prag.g_01670
OG0000319	Pray.g_01545	Prag.g_01683
OG0000320	Pray.g_01543	Prag.g_01685
OG0000321	Pray.g_01542	Prag.g_01686
OG0000322	Pray.g_01541	Prag.g_01687
OG0000323	Pray.g_01532	Prag.g_01696
OG0000324	Pray.g_01506	Prag.g_01723
OG0000325	Pray.g_01235	Prag.g_01733
OG0000326	Pray.g_01241	Prag.g_01739
OG0000327	Pray.g_01265	Prag.g_01763
OG0000328	Pray.g_01266	Prag.g_01764
OG0000329	Pray.g_01283	Prag.g_01781
OG0000330	Pray.g_01284	Prag.g_01782
OG0000331	Pray.g_01285	Prag.g_01783
OG0000332	Pray.g_01299	Prag.g_01797
OG0000333	Pray.g_01301	Prag.g_01799
OG0000334	Pray.g_01309	Prag.g_01807
OG0000335	Pray.g_01314	Prag.g_01812
OG0000336	Pray.g_01318	Prag.g_01816
OG0000337	Pray.g_01335	Prag.g_01832
OG0000338	Pray.g_01336	Prag.g_01833
OG0000339	Pray.g_01340	Prag.g_01837
OG0000340	Pray.g_01348	Prag.g_01845
OG0000341	Pray.g_01350	Prag.g_01847
OG0000342	Pray.g_01351	Prag.g_01848
OG0000343	Pray.g_01352	Prag.g_01849
OG0000344	Pray.g_01355	Prag.g_01852
OG0000345	Pray.g_01360	Prag.g_01857
OG0000346	Pray.g_01365	Prag.g_01862
OG0000347	Pray.g_01381	Prag.g_01878
OG0000348	Pray.g_01391	Prag.g_01887
OG0000349	Pray.g_01408	Prag.g_01904
OG0000350	Pray.g_01427	Prag.g_01923
OG0000351	Pray.g_01444	Prag.g_01940
OG0000352	Pray.g_01445	Prag.g_01941
OG0000353	Pray.g_01460	Prag.g_01956
OG0000355	Pray.g_01462	Prag.g_00001
OG0000356	Pray.g_01463	Prag.g_00002
OG0000357	Pray.g_01464	Prag.g_00003
OG0000358	Pray.g_01469	Prag.g_00007
OG0000359	Pray.g_01470	Prag.g_00008
OG0000360	Pray.g_01471	Prag.g_00009
OG0000361	Pray.g_01472	Prag.g_00010
OG0000362	Pray.g_01474	Prag.g_00012
OG0000363	Pray.g_01476	Prag.g_00014
OG0000364	Pray.g_01477	Prag.g_00015
OG0000365	Pray.g_01482	Prag.g_00020
OG0000366	Pray.g_01483	Prag.g_00021
OG0000367	Pray.g_01484	Prag.g_00022
OG0000368	Pray.g_01486	Prag.g_00024
OG0000369	Pray.g_01487	Prag.g_00025
OG0000370	Pray.g_01488	Prag.g_00026
OG0000371	Pray.g_01494	Prag.g_00032
OG0000372	Pray.g_01497	Prag.g_00035
OG0000373	Pray.g_01498	Prag.g_00036
OG0000374	Pray.g_01499	Prag.g_00037
OG0000375	Pray.g_00243	Prag.g_00040
OG0000376	Pray.g_00241	Prag.g_00042
OG0000377	Pray.g_00238	Prag.g_00045
OG0000378	Pray.g_00236	Prag.g_00047
OG0000379	Pray.g_00233	Prag.g_00050
OG0000380	Pray.g_00223	Prag.g_00060
OG0000381	Pray.g_00219	Prag.g_00064
OG0000382	Pray.g_00208	Prag.g_00075
OG0000383	Pray.g_00206	Prag.g_00077
OG0000384	Pray.g_00205	Prag.g_00078
OG0000385	Pray.g_00204	Prag.g_00079
OG0000386	Pray.g_00203	Prag.g_00080
OG0000387	Pray.g_00190	Prag.g_00092
OG0000388	Pray.g_00187	Prag.g_00095
OG0000389	Pray.g_00183	Prag.g_00099
OG0000390	Pray.g_00176	Prag.g_00106
OG0000391	Pray.g_00173	Prag.g_00109
OG0000392	Pray.g_00169	Prag.g_00113
OG0000393	Pray.g_00167	Prag.g_00115
OG0000394	Pray.g_00166	Prag.g_00116
OG0000395	Pray.g_00165	Prag.g_00117
OG0000396	Pray.g_00162	Prag.g_00120
OG0000397	Pray.g_00160	Prag.g_00122
OG0000398	Pray.g_00158	Prag.g_00124
OG0000399	Pray.g_00157	Prag.g_00125
OG0000400	Pray.g_00156	Prag.g_00126
OG0000401	Pray.g_00155	Prag.g_00127
OG0000402	Pray.g_00153	Prag.g_00129
OG0000403	Pray.g_00152	Prag.g_00130
OG0000404	Pray.g_00151	Prag.g_00131
OG0000405	Pray.g_00147	Prag.g_00135
OG0000406	Pray.g_00142	Prag.g_00140
OG0000407	Pray.g_00141	Prag.g_00141
OG0000408	Pray.g_00139	Prag.g_00143
OG0000409	Pray.g_00137	Prag.g_00145
OG0000410	Pray.g_00136	Prag.g_00146
OG0000411	Pray.g_00635	Prag.g_00147
OG0000412	Pray.g_00636	Prag.g_00148
OG0000413	Pray.g_00637	Prag.g_00149
OG0000414	Pray.g_00638	Prag.g_00150
OG0000415	Pray.g_00639	Prag.g_00151
OG0000416	Pray.g_00640	Prag.g_00152
OG0000417	Pray.g_00641	Prag.g_00153
OG0000418	Pray.g_00646	Prag.g_00158
OG0000419	Pray.g_00648	Prag.g_00160
OG0000420	Pray.g_00649	Prag.g_00161
OG0000421	Pray.g_00654	Prag.g_00166
OG0000422	Pray.g_00655	Prag.g_00167
OG0000423	Pray.g_00656	Prag.g_00168
OG0000424	Pray.g_00657	Prag.g_00169
OG0000425	Pray.g_00658	Prag.g_00170
OG0000426	Pray.g_00659	Prag.g_00171
OG0000427	Pray.g_00660	Prag.g_00172
OG0000428	Pray.g_00662	Prag.g_00174
OG0000429	Pray.g_00663	Prag.g_00175
OG0000430	Pray.g_00664	Prag.g_00176
OG0000431	Pray.g_00666	Prag.g_00178
OG0000432	Pray.g_00669	Prag.g_00181
OG0000433	Pray.g_00670	Prag.g_00182
OG0000434	Pray.g_00671	Prag.g_00183
OG0000435	Pray.g_00672	Prag.g_00184
OG0000436	Pray.g_00677	Prag.g_00189
OG0000437	Pray.g_00678	Prag.g_00190
OG0000438	Pray.g_00679	Prag.g_00191
OG0000439	Pray.g_00681	Prag.g_00193
OG0000440	Pray.g_00682	Prag.g_00194
OG0000441	Pray.g_00685	Prag.g_00197
OG0000442	Pray.g_00686	Prag.g_00198
OG0000443	Pray.g_00687	Prag.g_00199
OG0000444	Pray.g_00692	Prag.g_00204
OG0000445	Pray.g_00693	Prag.g_00205
OG0000446	Pray.g_00694	Prag.g_00206
OG0000447	Pray.g_00695	Prag.g_00207
OG0000448	Pray.g_00696	Prag.g_00208
OG0000449	Pray.g_00697	Prag.g_00209
OG0000450	Pray.g_00698	Prag.g_00210
OG0000451	Pray.g_00699	Prag.g_00211
OG0000452	Pray.g_00702	Prag.g_00214
OG0000453	Pray.g_00703	Prag.g_00215
OG0000454	Pray.g_00704	Prag.g_00216
OG0000455	Pray.g_00705	Prag.g_00217
OG0000456	Pray.g_00706	Prag.g_00218
OG0000457	Pray.g_00707	Prag.g_00219
OG0000458	Pray.g_00708	Prag.g_00220
OG0000459	Pray.g_00709	Prag.g_00221
OG0000460	Pray.g_00716	Prag.g_00228
OG0000461	Pray.g_00723	Prag.g_00235
OG0000462	Pray.g_00725	Prag.g_00237
OG0000463	Pray.g_00726	Prag.g_00238
OG0000464	Pray.g_00727	Prag.g_00239
OG0000465	Pray.g_00728	Prag.g_00240
OG0000466	Pray.g_00731	Prag.g_00243
OG0000467	Pray.g_00732	Prag.g_00244
OG0000468	Pray.g_00734	Prag.g_00245
OG0000469	Pray.g_00742	Prag.g_00253
OG0000470	Pray.g_00744	Prag.g_00255
OG0000471	Pray.g_00745	Prag.g_00256
OG0000472	Pray.g_00746	Prag.g_00257
OG0000473	Pray.g_00748	Prag.g_00259
OG0000474	Pray.g_00749	Prag.g_00260
OG0000475	Pray.g_00750	Prag.g_00261
OG0000476	Pray.g_00751	Prag.g_00262
OG0000477	Pray.g_00754	Prag.g_00266
OG0000478	Pray.g_00755	Prag.g_00267
OG0000479	Pray.g_00756	Prag.g_00268
OG0000480	Pray.g_00761	Prag.g_00273
OG0000481	Pray.g_00763	Prag.g_00275
OG0000482	Pray.g_00764	Prag.g_00276
OG0000483	Pray.g_00767	Prag.g_00279
OG0000484	Pray.g_00768	Prag.g_00280
OG0000485	Pray.g_00769	Prag.g_00281
OG0000486	Pray.g_00770	Prag.g_00282
OG0000487	Pray.g_00773	Prag.g_00286
OG0000488	Pray.g_00776	Prag.g_00289
OG0000489	Pray.g_00781	Prag.g_00294
OG0000490	Pray.g_00786	Prag.g_00299
OG0000491	Pray.g_00787	Prag.g_00300
OG0000492	Pray.g_00789	Prag.g_00302
OG0000493	Pray.g_00790	Prag.g_00303
OG0000494	Pray.g_00791	Prag.g_00304
OG0000495	Pray.g_00792	Prag.g_00305
OG0000496	Pray.g_00793	Prag.g_00306
OG0000497	Pray.g_00794	Prag.g_00307
OG0000498	Pray.g_00795	Prag.g_00308
OG0000499	Pray.g_00796	Prag.g_00309
OG0000500	Pray.g_00797	Prag.g_00310
OG0000501	Pray.g_00799	Prag.g_00312
OG0000502	Pray.g_00802	Prag.g_00315
OG0000503	Pray.g_00812	Prag.g_00329
OG0000504	Pray.g_00813	Prag.g_00330
OG0000505	Pray.g_00814	Prag.g_00331
OG0000506	Pray.g_00816	Prag.g_00333
OG0000507	Pray.g_00819	Prag.g_00336
OG0000508	Pray.g_00823	Prag.g_00339
OG0000509	Pray.g_00825	Prag.g_00341
OG0000510	Pray.g_00826	Prag.g_00342
OG0000511	Pray.g_00827	Prag.g_00343
OG0000512	Pray.g_00829	Prag.g_00345
OG0000513	Pray.g_00836	Prag.g_00352
OG0000514	Pray.g_00921	Prag.g_00410
OG0000515	Pray.g_00922	Prag.g_00411
OG0000516	Pray.g_00923	Prag.g_00412
OG0000517	Pray.g_00925	Prag.g_00414
OG0000518	Pray.g_00936	Prag.g_00425
OG0000519	Pray.g_00937	Prag.g_00426
OG0000520	Pray.g_00938	Prag.g_00427
OG0000521	Pray.g_00943	Prag.g_00432
OG0000522	Pray.g_00945	Prag.g_00434
OG0000523	Pray.g_00946	Prag.g_00435
OG0000524	Pray.g_00951	Prag.g_00440
OG0000525	Pray.g_00954	Prag.g_00443
OG0000526	Pray.g_00955	Prag.g_00444
OG0000527	Pray.g_00963	Prag.g_00452
OG0000528	Pray.g_00968	Prag.g_00457
OG0000529	Pray.g_00971	Prag.g_00460
OG0000530	Pray.g_00974	Prag.g_00463
OG0000531	Pray.g_00975	Prag.g_00464
OG0000532	Pray.g_00977	Prag.g_00466
OG0000533	Pray.g_00978	Prag.g_00467
OG0000534	Pray.g_00979	Prag.g_00468
OG0000535	Pray.g_00980	Prag.g_00469
OG0000536	Pray.g_00981	Prag.g_00470
OG0000537	Pray.g_00982	Prag.g_00471
OG0000538	Pray.g_00991	Prag.g_00479
OG0000539	Pray.g_00992	Prag.g_00480
OG0000540	Pray.g_00993	Prag.g_00481
OG0000541	Pray.g_00994	Prag.g_00482
OG0000542	Pray.g_00996	Prag.g_00484
OG0000543	Pray.g_00998	Prag.g_00486
OG0000544	Pray.g_00999	Prag.g_00487
OG0000545	Pray.g_01001	Prag.g_00489
OG0000546	Pray.g_01004	Prag.g_00492
OG0000547	Pray.g_01006	Prag.g_00494
OG0000548	Pray.g_01007	Prag.g_00495
OG0000549	Pray.g_01009	Prag.g_00497
OG0000550	Pray.g_01014	Prag.g_00502
OG0000551	Pray.g_01018	Prag.g_00506
OG0000552	Pray.g_01019	Prag.g_00507
OG0000553	Pray.g_01020	Prag.g_00508
OG0000554	Pray.g_01227	Prag.g_00513
OG0000555	Pray.g_01219	Prag.g_00521
OG0000556	Pray.g_01217	Prag.g_00523
OG0000557	Pray.g_01216	Prag.g_00524
