Orthogroup	Praz	Pray
OG0000102	Praz.g_00200	Pray.g_01369
OG0000103	Praz.g_00120	Pray.g_01449
OG0000104	Praz.g_00361	Pray.g_01457
OG0000105	Praz.g_00632	Pray.g_00753
OG0000106	Praz.g_00804	Pray.g_00848
OG0000107	Praz.g_00788	Pray.g_00864
OG0000108	Praz.g_01848	Pray.g_00970
OG0000109	Praz.g_01834	Pray.g_00984
OG0000110	Praz.g_01754	Pray.g_01187
OG0000111	Praz.g_01631	Pray.g_01064
OG0000112	Praz.g_01547	Pray.g_00313
OG0000113	Praz.g_01490	Pray.g_00370
OG0000114	Praz.g_01408	Pray.g_00452
OG0000115	Praz.g_00054	Pray.g_00126
OG0000116	Praz.g_00002	Pray.g_00074
OG0000117	Praz.g_01237	Pray.g_01927
OG0000118	Praz.g_01168	Pray.g_01858
OG0000119	Praz.g_01143	Pray.g_01833
OG0000120	Praz.g_01118	Pray.g_01808
OG0000121	Praz.g_01039	Pray.g_01720
OG0000122	Praz.g_01001	Pray.g_01682
OG0000123	Praz.g_00256	Pray.g_01313
OG0000124	Praz.g_00189	Pray.g_01380
OG0000125	Praz.g_00152	Pray.g_01417
OG0000126	Praz.g_00360	Pray.g_01456
OG0000128	Praz.g_00376	Pray.g_01473
OG0000129	Praz.g_00410	Pray.g_00239
OG0000130	Praz.g_00429	Pray.g_00220
OG0000131	Praz.g_00505	Pray.g_00144
OG0000132	Praz.g_00524	Pray.g_00645
OG0000133	Praz.g_00679	Pray.g_00800
OG0000134	Praz.g_00817	Pray.g_00835
OG0000135	Praz.g_00791	Pray.g_00861
OG0000136	Praz.g_01887	Pray.g_00931
OG0000137	Praz.g_01853	Pray.g_00965
OG0000138	Praz.g_01833	Pray.g_00985
OG0000139	Praz.g_01791	Pray.g_01224
OG0000140	Praz.g_01790	Pray.g_01223
OG0000141	Praz.g_01723	Pray.g_01156
OG0000142	Praz.g_01695	Pray.g_01128
OG0000143	Praz.g_01691	Pray.g_01124
OG0000144	Praz.g_01678	Pray.g_01111
OG0000145	Praz.g_01554	Pray.g_00306
OG0000146	Praz.g_01546	Pray.g_00314
OG0000147	Praz.g_01545	Pray.g_00315
OG0000148	Praz.g_01496	Pray.g_00364
OG0000149	Praz.g_01465	Pray.g_00395
OG0000150	Praz.g_01457	Pray.g_00403
OG0000151	Praz.g_01398	Pray.g_00462
OG0000152	Praz.g_01350	Pray.g_00511
OG0000153	Praz.g_01331	Pray.g_00530
OG0000154	Praz.g_01303	Pray.g_00558
OG0000155	Praz.g_00734	Pray.g_00043
OG0000156	Praz.g_01191	Pray.g_01881
OG0000157	Praz.g_01190	Pray.g_01880
OG0000158	Praz.g_01097	Pray.g_01787
OG0000159	Praz.g_01095	Pray.g_01785
OG0000160	Praz.g_01040	Pray.g_01721
OG0000161	Praz.g_01034	Pray.g_01715
OG0000162	Praz.g_01028	Pray.g_01709
OG0000163	Praz.g_00994	Pray.g_01675
OG0000164	Praz.g_00853	Pray.g_01535
OG0000165	Praz.g_00846	Pray.g_01528
OG0000166	Praz.g_00299	Pray.g_01270
OG0000167	Praz.g_00232	Pray.g_01337
OG0000168	Praz.g_00222	Pray.g_01347
OG0000169	Praz.g_00212	Pray.g_01357
OG0000170	Praz.g_00210	Pray.g_01359
OG0000171	Praz.g_00190	Pray.g_01379
OG0000172	Praz.g_00181	Pray.g_01388
OG0000173	Praz.g_00166	Pray.g_01403
OG0000174	Praz.g_00138	Pray.g_01431
OG0000175	Praz.g_00128	Pray.g_01441
OG0000176	Praz.g_00369	Pray.g_01465, Pray.g_01466
OG0000177	Praz.g_00370	Pray.g_01467
OG0000178	Praz.g_00371	Pray.g_01468
OG0000179	Praz.g_00381	Pray.g_01478
OG0000180	Praz.g_00382	Pray.g_01479
OG0000181	Praz.g_00383	Pray.g_01480
OG0000182	Praz.g_00384	Pray.g_01481
OG0000183	Praz.g_00388	Pray.g_01485
OG0000184	Praz.g_00412	Pray.g_00237
OG0000185	Praz.g_00415	Pray.g_00234
OG0000186	Praz.g_00424	Pray.g_00225
OG0000187	Praz.g_00425	Pray.g_00224
OG0000188	Praz.g_00442	Pray.g_00207
OG0000189	Praz.g_00456	Pray.g_00193
OG0000190	Praz.g_00457	Pray.g_00192
OG0000191	Praz.g_00477	Pray.g_00172
OG0000192	Praz.g_00481	Pray.g_00168
OG0000193	Praz.g_00506	Pray.g_00143
OG0000194	Praz.g_00509	Pray.g_00140
OG0000195	Praz.g_00511	Pray.g_00138
OG0000196	Praz.g_00521	Pray.g_00642
OG0000197	Praz.g_00522	Pray.g_00643
OG0000198	Praz.g_00523	Pray.g_00644
OG0000199	Praz.g_00530	Pray.g_00651
OG0000200	Praz.g_00544	Pray.g_00665
OG0000201	Praz.g_00552	Pray.g_00673
OG0000202	Praz.g_00553	Pray.g_00674
OG0000203	Praz.g_00554	Pray.g_00675
OG0000204	Praz.g_00555	Pray.g_00676
OG0000205	Praz.g_00562	Pray.g_00683
OG0000206	Praz.g_00567	Pray.g_00688
OG0000207	Praz.g_00569	Pray.g_00690
OG0000208	Praz.g_00570	Pray.g_00691
OG0000209	Praz.g_00579	Pray.g_00700
OG0000210	Praz.g_00580	Pray.g_00701
OG0000211	Praz.g_00593	Pray.g_00714
OG0000212	Praz.g_00600	Pray.g_00721
OG0000213	Praz.g_00617	Pray.g_00738
OG0000214	Praz.g_00626	Pray.g_00747
OG0000215	Praz.g_00650	Pray.g_00771
OG0000216	Praz.g_00651	Pray.g_00772
OG0000217	Praz.g_00654	Pray.g_00775
OG0000218	Praz.g_00656	Pray.g_00777
OG0000219	Praz.g_00657	Pray.g_00778
OG0000220	Praz.g_00658	Pray.g_00779
OG0000221	Praz.g_00659	Pray.g_00780
OG0000222	Praz.g_00667	Pray.g_00788
OG0000223	Praz.g_00680	Pray.g_00801
OG0000224	Praz.g_00682	Pray.g_00803
OG0000225	Praz.g_00348	Pray.g_00824
OG0000226	Praz.g_00352	Pray.g_00828
OG0000227	Praz.g_00354	Pray.g_00830
OG0000228	Praz.g_00819	Pray.g_00833
OG0000229	Praz.g_01892	Pray.g_00926
OG0000230	Praz.g_01890	Pray.g_00928
OG0000231	Praz.g_01879	Pray.g_00939
OG0000232	Praz.g_01870	Pray.g_00948
OG0000233	Praz.g_01865	Pray.g_00953
OG0000234	Praz.g_01852	Pray.g_00966
OG0000235	Praz.g_01849	Pray.g_00969
OG0000236	Praz.g_01835	Pray.g_00983
OG0000237	Praz.g_01822	Pray.g_00997
OG0000238	Praz.g_01816	Pray.g_01003
OG0000239	Praz.g_01803	Pray.g_01016
OG0000240	Praz.g_01802	Pray.g_01017
OG0000241	Praz.g_01798	Pray.g_01021
OG0000242	Praz.g_01796	Pray.g_01023
OG0000243	Praz.g_01785	Pray.g_01218
OG0000244	Praz.g_01782	Pray.g_01215
OG0000245	Praz.g_01780	Pray.g_01213
OG0000246	Praz.g_01776	Pray.g_01209
OG0000247	Praz.g_01766	Pray.g_01199
OG0000248	Praz.g_01764	Pray.g_01197
OG0000249	Praz.g_01762	Pray.g_01195
OG0000250	Praz.g_01757	Pray.g_01190
OG0000251	Praz.g_01739	Pray.g_01172
OG0000252	Praz.g_01736	Pray.g_01169
OG0000253	Praz.g_01735	Pray.g_01168
OG0000254	Praz.g_01719	Pray.g_01152
OG0000255	Praz.g_01713	Pray.g_01146
OG0000256	Praz.g_01703	Pray.g_01136
OG0000257	Praz.g_01700	Pray.g_01133
OG0000258	Praz.g_01687	Pray.g_01120
OG0000259	Praz.g_01670	Pray.g_01103
OG0000260	Praz.g_01667	Pray.g_01100
OG0000261	Praz.g_01665	Pray.g_01098
OG0000262	Praz.g_01661	Pray.g_01094
OG0000263	Praz.g_01649	Pray.g_01082
OG0000264	Praz.g_01639	Pray.g_01072
OG0000265	Praz.g_01607	Pray.g_01040
OG0000266	Praz.g_01597	Pray.g_01030
OG0000267	Praz.g_01586	Pray.g_00274
OG0000268	Praz.g_01585	Pray.g_00275
OG0000269	Praz.g_01517	Pray.g_00343
OG0000270	Praz.g_01514	Pray.g_00346
OG0000271	Praz.g_01506	Pray.g_00354
OG0000272	Praz.g_01505	Pray.g_00355
OG0000273	Praz.g_01482	Pray.g_00378
OG0000274	Praz.g_01481	Pray.g_00379
OG0000275	Praz.g_01478	Pray.g_00382
OG0000276	Praz.g_01473	Pray.g_00387
OG0000277	Praz.g_01472	Pray.g_00388
OG0000278	Praz.g_01469	Pray.g_00391
OG0000279	Praz.g_01462	Pray.g_00398
OG0000280	Praz.g_01461	Pray.g_00399
OG0000281	Praz.g_01456	Pray.g_00404
OG0000282	Praz.g_01406	Pray.g_00454
OG0000283	Praz.g_01373	Pray.g_00488
OG0000284	Praz.g_01368	Pray.g_00493
OG0000285	Praz.g_01363	Pray.g_00498
OG0000286	Praz.g_01351	Pray.g_00510
OG0000287	Praz.g_01334	Pray.g_00527
OG0000288	Praz.g_01304	Pray.g_00557
OG0000289	Praz.g_01292	Pray.g_00568
OG0000290	Praz.g_01279, Praz.g_00063	Pray.g_00581
OG0000291	Praz.g_00065	Pray.g_00583
OG0000292	Praz.g_00114	Pray.g_00632
OG0000293	Praz.g_00001	Pray.g_00073
OG0000294	Praz.g_00763	Pray.g_00072
OG0000295	Praz.g_00742	Pray.g_00051
OG0000296	Praz.g_00740	Pray.g_00049
OG0000297	Praz.g_00732	Pray.g_00041
OG0000298	Praz.g_00731	Pray.g_00040
OG0000299	Praz.g_00714	Pray.g_00023
OG0000300	Praz.g_00711	Pray.g_00020
OG0000301	Praz.g_00710	Pray.g_00019
OG0000302	Praz.g_00708	Pray.g_00017
OG0000303	Praz.g_00701	Pray.g_00010
OG0000304	Praz.g_00697	Pray.g_00006
OG0000305	Praz.g_01147	Pray.g_01837
OG0000306	Praz.g_01144	Pray.g_01834
OG0000307	Praz.g_01130	Pray.g_01820
OG0000308	Praz.g_01129	Pray.g_01819
OG0000309	Praz.g_01125	Pray.g_01815
OG0000310	Praz.g_01056	Pray.g_01737
OG0000311	Praz.g_01054	Pray.g_01735
OG0000312	Praz.g_01051	Pray.g_01732
OG0000313	Praz.g_01037	Pray.g_01718
OG0000314	Praz.g_01014	Pray.g_01695
OG0000315	Praz.g_01004	Pray.g_01685
OG0000316	Praz.g_00984	Pray.g_01665
OG0000317	Praz.g_00879	Pray.g_01561
OG0000318	Praz.g_00876	Pray.g_01558
OG0000319	Praz.g_00863	Pray.g_01545
OG0000320	Praz.g_00861	Pray.g_01543
OG0000321	Praz.g_00860	Pray.g_01542
OG0000322	Praz.g_00859	Pray.g_01541
OG0000323	Praz.g_00850	Pray.g_01532
OG0000324	Praz.g_00824	Pray.g_01506
OG0000325	Praz.g_00334	Pray.g_01235
OG0000326	Praz.g_00328	Pray.g_01241
OG0000327	Praz.g_00304	Pray.g_01265
OG0000328	Praz.g_00303	Pray.g_01266
OG0000329	Praz.g_00286	Pray.g_01283
OG0000330	Praz.g_00285	Pray.g_01284
OG0000331	Praz.g_00284	Pray.g_01285
OG0000332	Praz.g_00270	Pray.g_01299
OG0000333	Praz.g_00268	Pray.g_01301
OG0000334	Praz.g_00260	Pray.g_01309
OG0000335	Praz.g_00255	Pray.g_01314
OG0000336	Praz.g_00251	Pray.g_01318
OG0000337	Praz.g_00234	Pray.g_01335
OG0000338	Praz.g_00233	Pray.g_01336
OG0000339	Praz.g_00229	Pray.g_01340
OG0000340	Praz.g_00221	Pray.g_01348
OG0000341	Praz.g_00219	Pray.g_01350
OG0000342	Praz.g_00218	Pray.g_01351
OG0000343	Praz.g_00217	Pray.g_01352
OG0000344	Praz.g_00214	Pray.g_01355
OG0000345	Praz.g_00209	Pray.g_01360
OG0000346	Praz.g_00204	Pray.g_01365
OG0000347	Praz.g_00188	Pray.g_01381
OG0000348	Praz.g_00178	Pray.g_01391
OG0000349	Praz.g_00161	Pray.g_01408
OG0000350	Praz.g_00142	Pray.g_01427
OG0000351	Praz.g_00125	Pray.g_01444
OG0000352	Praz.g_00124	Pray.g_01445
OG0000353	Praz.g_00364	Pray.g_01460
OG0000355	Praz.g_00366	Pray.g_01462
OG0000356	Praz.g_00367	Pray.g_01463
OG0000357	Praz.g_00368	Pray.g_01464
OG0000358	Praz.g_00372	Pray.g_01469
OG0000359	Praz.g_00373	Pray.g_01470
OG0000360	Praz.g_00374	Pray.g_01471
OG0000361	Praz.g_00375	Pray.g_01472
OG0000362	Praz.g_00377	Pray.g_01474
OG0000363	Praz.g_00379	Pray.g_01476
OG0000364	Praz.g_00380	Pray.g_01477
OG0000365	Praz.g_00385	Pray.g_01482
OG0000366	Praz.g_00386	Pray.g_01483
OG0000367	Praz.g_00387	Pray.g_01484
OG0000368	Praz.g_00389	Pray.g_01486
OG0000369	Praz.g_00390	Pray.g_01487
OG0000370	Praz.g_00391	Pray.g_01488
OG0000371	Praz.g_00397	Pray.g_01494
OG0000372	Praz.g_00400	Pray.g_01497
OG0000373	Praz.g_00401	Pray.g_01498
OG0000374	Praz.g_00402	Pray.g_01499
OG0000375	Praz.g_00406	Pray.g_00243
OG0000376	Praz.g_00408	Pray.g_00241
OG0000377	Praz.g_00411	Pray.g_00238
OG0000378	Praz.g_00413	Pray.g_00236
OG0000379	Praz.g_00416	Pray.g_00233
OG0000380	Praz.g_00426	Pray.g_00223
OG0000381	Praz.g_00430	Pray.g_00219
OG0000382	Praz.g_00441	Pray.g_00208
OG0000383	Praz.g_00443	Pray.g_00206
OG0000384	Praz.g_00444	Pray.g_00205
OG0000385	Praz.g_00445	Pray.g_00204
OG0000386	Praz.g_00446	Pray.g_00203
OG0000387	Praz.g_00459	Pray.g_00190
OG0000388	Praz.g_00462	Pray.g_00187
OG0000389	Praz.g_00466	Pray.g_00183
OG0000390	Praz.g_00473	Pray.g_00176
OG0000391	Praz.g_00476	Pray.g_00173
OG0000392	Praz.g_00480	Pray.g_00169
OG0000393	Praz.g_00482	Pray.g_00167
OG0000394	Praz.g_00483	Pray.g_00166
OG0000395	Praz.g_00484	Pray.g_00165
OG0000396	Praz.g_00487	Pray.g_00162
OG0000397	Praz.g_00489	Pray.g_00160
OG0000398	Praz.g_00491	Pray.g_00158
OG0000399	Praz.g_00492	Pray.g_00157
OG0000400	Praz.g_00493	Pray.g_00156
OG0000401	Praz.g_00494	Pray.g_00155
OG0000402	Praz.g_00496	Pray.g_00153
OG0000403	Praz.g_00497	Pray.g_00152
OG0000404	Praz.g_00498	Pray.g_00151
OG0000405	Praz.g_00502	Pray.g_00147
OG0000406	Praz.g_00507	Pray.g_00142
OG0000407	Praz.g_00508	Pray.g_00141
OG0000408	Praz.g_00510	Pray.g_00139
OG0000409	Praz.g_00512	Pray.g_00137
OG0000410	Praz.g_00513	Pray.g_00136
OG0000411	Praz.g_00514	Pray.g_00635
OG0000412	Praz.g_00515	Pray.g_00636
OG0000413	Praz.g_00516	Pray.g_00637
OG0000414	Praz.g_00517	Pray.g_00638
OG0000415	Praz.g_00518	Pray.g_00639
OG0000416	Praz.g_00519	Pray.g_00640
OG0000417	Praz.g_00520	Pray.g_00641
OG0000418	Praz.g_00525	Pray.g_00646
OG0000419	Praz.g_00527	Pray.g_00648
OG0000420	Praz.g_00528	Pray.g_00649
OG0000421	Praz.g_00533	Pray.g_00654
OG0000422	Praz.g_00534	Pray.g_00655
OG0000423	Praz.g_00535	Pray.g_00656
OG0000424	Praz.g_00536	Pray.g_00657
OG0000425	Praz.g_00537	Pray.g_00658
OG0000426	Praz.g_00538	Pray.g_00659
OG0000427	Praz.g_00539	Pray.g_00660
OG0000428	Praz.g_00541	Pray.g_00662
OG0000429	Praz.g_00542	Pray.g_00663
OG0000430	Praz.g_00543	Pray.g_00664
OG0000431	Praz.g_00545	Pray.g_00666
OG0000432	Praz.g_00548	Pray.g_00669
OG0000433	Praz.g_00549	Pray.g_00670
OG0000434	Praz.g_00550	Pray.g_00671
OG0000435	Praz.g_00551	Pray.g_00672
OG0000436	Praz.g_00556	Pray.g_00677
OG0000437	Praz.g_00557	Pray.g_00678
OG0000438	Praz.g_00558	Pray.g_00679
OG0000439	Praz.g_00560	Pray.g_00681
OG0000440	Praz.g_00561	Pray.g_00682
OG0000441	Praz.g_00564	Pray.g_00685
OG0000442	Praz.g_00565	Pray.g_00686
OG0000443	Praz.g_00566	Pray.g_00687
OG0000444	Praz.g_00571	Pray.g_00692
OG0000445	Praz.g_00572	Pray.g_00693
OG0000446	Praz.g_00573	Pray.g_00694
OG0000447	Praz.g_00574	Pray.g_00695
OG0000448	Praz.g_00575	Pray.g_00696
OG0000449	Praz.g_00576	Pray.g_00697
OG0000450	Praz.g_00577	Pray.g_00698
OG0000451	Praz.g_00578	Pray.g_00699
OG0000452	Praz.g_00581	Pray.g_00702
OG0000453	Praz.g_00582	Pray.g_00703
OG0000454	Praz.g_00583	Pray.g_00704
OG0000455	Praz.g_00584	Pray.g_00705
OG0000456	Praz.g_00585	Pray.g_00706
OG0000457	Praz.g_00586	Pray.g_00707
OG0000458	Praz.g_00587	Pray.g_00708
OG0000459	Praz.g_00588	Pray.g_00709
OG0000460	Praz.g_00595	Pray.g_00716
OG0000461	Praz.g_00602	Pray.g_00723
OG0000462	Praz.g_00604	Pray.g_00725
OG0000463	Praz.g_00605	Pray.g_00726
OG0000464	Praz.g_00606	Pray.g_00727
OG0000465	Praz.g_00607	Pray.g_00728
OG0000466	Praz.g_00610	Pray.g_00731
OG0000467	Praz.g_00611	Pray.g_00732
OG0000468	Praz.g_00613	Pray.g_00734
OG0000469	Praz.g_00621	Pray.g_00742
OG0000470	Praz.g_00623	Pray.g_00744
OG0000471	Praz.g_00624	Pray.g_00745
OG0000472	Praz.g_00625	Pray.g_00746
OG0000473	Praz.g_00627	Pray.g_00748
OG0000474	Praz.g_00628	Pray.g_00749
OG0000475	Praz.g_00629	Pray.g_00750
OG0000476	Praz.g_00630	Pray.g_00751
OG0000477	Praz.g_00633	Pray.g_00754
OG0000478	Praz.g_00634	Pray.g_00755
OG0000479	Praz.g_00635	Pray.g_00756
OG0000480	Praz.g_00640	Pray.g_00761
OG0000481	Praz.g_00642	Pray.g_00763
OG0000482	Praz.g_00643	Pray.g_00764
OG0000483	Praz.g_00646	Pray.g_00767
OG0000484	Praz.g_00647	Pray.g_00768
OG0000485	Praz.g_00648	Pray.g_00769
OG0000486	Praz.g_00649	Pray.g_00770
OG0000487	Praz.g_00652	Pray.g_00773
OG0000488	Praz.g_00655	Pray.g_00776
OG0000489	Praz.g_00660	Pray.g_00781
OG0000490	Praz.g_00665	Pray.g_00786
OG0000491	Praz.g_00666	Pray.g_00787
OG0000492	Praz.g_00668	Pray.g_00789
OG0000493	Praz.g_00669	Pray.g_00790
OG0000494	Praz.g_00670	Pray.g_00791
OG0000495	Praz.g_00671	Pray.g_00792
OG0000496	Praz.g_00672	Pray.g_00793
OG0000497	Praz.g_00673	Pray.g_00794
OG0000498	Praz.g_00674	Pray.g_00795
OG0000499	Praz.g_00675	Pray.g_00796
OG0000500	Praz.g_00676	Pray.g_00797
OG0000501	Praz.g_00678	Pray.g_00799
OG0000502	Praz.g_00681	Pray.g_00802
OG0000503	Praz.g_01931	Pray.g_00812
OG0000504	Praz.g_01932	Pray.g_00813
OG0000505	Praz.g_01933	Pray.g_00814
OG0000506	Praz.g_01935	Pray.g_00816
OG0000507	Praz.g_00343	Pray.g_00819
OG0000508	Praz.g_00347	Pray.g_00823
OG0000509	Praz.g_00349	Pray.g_00825
OG0000510	Praz.g_00350	Pray.g_00826
OG0000511	Praz.g_00351	Pray.g_00827
OG0000512	Praz.g_00353	Pray.g_00829
OG0000513	Praz.g_00816	Pray.g_00836
OG0000514	Praz.g_01897	Pray.g_00921
OG0000515	Praz.g_01896	Pray.g_00922
OG0000516	Praz.g_01895	Pray.g_00923
OG0000517	Praz.g_01893	Pray.g_00925
OG0000518	Praz.g_01882	Pray.g_00936
OG0000519	Praz.g_01881	Pray.g_00937
OG0000520	Praz.g_01880	Pray.g_00938
OG0000521	Praz.g_01875	Pray.g_00943
OG0000522	Praz.g_01873	Pray.g_00945
OG0000523	Praz.g_01872	Pray.g_00946
OG0000524	Praz.g_01867	Pray.g_00951
OG0000525	Praz.g_01864	Pray.g_00954
OG0000526	Praz.g_01863	Pray.g_00955
OG0000527	Praz.g_01855	Pray.g_00963
OG0000528	Praz.g_01850	Pray.g_00968
OG0000529	Praz.g_01847	Pray.g_00971
OG0000530	Praz.g_01844	Pray.g_00974
OG0000531	Praz.g_01843	Pray.g_00975
OG0000532	Praz.g_01841	Pray.g_00977
OG0000533	Praz.g_01840	Pray.g_00978
OG0000534	Praz.g_01839	Pray.g_00979
OG0000535	Praz.g_01838	Pray.g_00980
OG0000536	Praz.g_01837	Pray.g_00981
OG0000537	Praz.g_01836	Pray.g_00982
OG0000538	Praz.g_01828	Pray.g_00991
OG0000539	Praz.g_01827	Pray.g_00992
OG0000540	Praz.g_01826	Pray.g_00993
OG0000541	Praz.g_01825	Pray.g_00994
OG0000542	Praz.g_01823	Pray.g_00996
OG0000543	Praz.g_01821	Pray.g_00998
OG0000544	Praz.g_01820	Pray.g_00999
OG0000545	Praz.g_01818	Pray.g_01001
