Orthogroup	Praz	Praw
OG0000058	Praz.g_01096	Praw.g_01055
OG0000059	Praz.g_00311	Praw.g_01894
OG0000061	Praz.g_00755	Praw.g_00234
OG0000062	Praz.g_00963	Praw.g_00415
OG0000063	Praz.g_00398	Praw.g_01395
OG0000065	Praz.g_00467	Praw.g_01328
OG0000066	Praz.g_01789	Praw.g_00609
OG0000067	Praz.g_01512	Praw.g_01697
OG0000068	Praz.g_01139	Praw.g_01016
OG0000069	Praz.g_00928	Praw.g_00448
OG0000070	Praz.g_01878	Praw.g_00697
OG0000071	Praz.g_01180	Praw.g_00981
OG0000072	Praz.g_00531	Praw.g_01264
OG0000073	Praz.g_01829	Praw.g_00649
OG0000074	Praz.g_01648	Praw.g_01840
OG0000075	Praz.g_00230	Praw.g_00064
OG0000076	Praz.g_00205	Praw.g_00039
OG0000077	Praz.g_00438	Praw.g_01356
OG0000078	Praz.g_00599	Praw.g_01196
OG0000081	Praz.g_01797	Praw.g_00617
OG0000082	Praz.g_01744	Praw.g_01932
OG0000083	Praz.g_01576	Praw.g_01769
OG0000083	Praz.g_01201	Praw.g_00958
OG0000083	Praz.g_01583	Praw.g_01775
OG0000084	Praz.g_01045	Praw.g_01087
OG0000085	Praz.g_00884	Praw.g_00508
OG0000086	Praz.g_00448	Praw.g_01346
OG0000087	Praz.g_00499	Praw.g_01296
OG0000088	Praz.g_00526	Praw.g_01269
OG0000089	Praz.g_00818	Praw.g_00776
OG0000090	Praz.g_01795	Praw.g_00615
OG0000091	Praz.g_01688	Praw.g_01880
OG0000092	Praz.g_01403	Praw.g_01592
OG0000093	Praz.g_01382	Praw.g_01571
OG0000094	Praz.g_01296	Praw.g_01486
OG0000095	Praz.g_00066	Praw.g_01467
OG0000096	Praz.g_00045	Praw.g_00184
OG0000096	Praz.g_01215	Praw.g_00945
OG0000097	Praz.g_00713	Praw.g_00275
OG0000098	Praz.g_01157	Praw.g_00997
OG0000099	Praz.g_01098	Praw.g_01051
OG0000100	Praz.g_00967	Praw.g_00411
OG0000101	Praz.g_00263	Praw.g_00096
OG0000102	Praz.g_00200	Praw.g_00034
OG0000103	Praz.g_00120	Praw.g_01148
OG0000104	Praz.g_00361	Praw.g_01140
OG0000105	Praz.g_00632	Praw.g_00860
OG0000106	Praz.g_00804	Praw.g_00762
OG0000107	Praz.g_00788	Praw.g_00748
OG0000108	Praz.g_01848	Praw.g_00667
OG0000109	Praz.g_01834	Praw.g_00654
OG0000110	Praz.g_01754	Praw.g_01922
OG0000111	Praz.g_01631	Praw.g_01823
OG0000112	Praz.g_01547	Praw.g_01732
OG0000113	Praz.g_01490	Praw.g_01675
OG0000114	Praz.g_01408	Praw.g_01597
OG0000115	Praz.g_00054	Praw.g_00178
OG0000116	Praz.g_00002	Praw.g_00224
OG0000117	Praz.g_01237	Praw.g_00926
OG0000118	Praz.g_01168	Praw.g_00993
OG0000119	Praz.g_01143	Praw.g_01012
OG0000120	Praz.g_01118	Praw.g_01050
OG0000121	Praz.g_01039	Praw.g_01078
OG0000122	Praz.g_01001	Praw.g_00377
OG0000123	Praz.g_00256	Praw.g_00089
OG0000124	Praz.g_00189	Praw.g_00023
OG0000125	Praz.g_00152	Praw.g_01180
OG0000126	Praz.g_00360	Praw.g_01141
OG0000128	Praz.g_00376	Praw.g_01125
OG0000129	Praz.g_00410	Praw.g_01384
OG0000130	Praz.g_00429	Praw.g_01365
OG0000131	Praz.g_00505	Praw.g_01290
OG0000132	Praz.g_00524	Praw.g_01271
OG0000133	Praz.g_00679	Praw.g_00812
OG0000134	Praz.g_00817	Praw.g_00775
OG0000135	Praz.g_00791	Praw.g_00751
OG0000136	Praz.g_01887	Praw.g_00706
OG0000137	Praz.g_01853	Praw.g_00672
OG0000138	Praz.g_01833	Praw.g_00653
OG0000139	Praz.g_01791	Praw.g_00611
OG0000140	Praz.g_01790	Praw.g_00610
OG0000141	Praz.g_01723	Praw.g_00143
OG0000142	Praz.g_01695	Praw.g_01887
OG0000143	Praz.g_01691	Praw.g_01883
OG0000144	Praz.g_01678	Praw.g_01870
OG0000145	Praz.g_01554	Praw.g_01745
OG0000146	Praz.g_01546	Praw.g_01731
OG0000147	Praz.g_01545	Praw.g_01730
OG0000148	Praz.g_01496	Praw.g_01681
OG0000149	Praz.g_01465	Praw.g_01652
OG0000150	Praz.g_01457	Praw.g_01644
OG0000151	Praz.g_01398	Praw.g_01587
OG0000152	Praz.g_01350	Praw.g_01539
OG0000153	Praz.g_01331	Praw.g_01520
OG0000154	Praz.g_01303	Praw.g_01493
OG0000155	Praz.g_00734	Praw.g_00254
OG0000156	Praz.g_01191	Praw.g_00968
OG0000157	Praz.g_01190	Praw.g_00969
OG0000158	Praz.g_01097	Praw.g_01052
OG0000159	Praz.g_01095	Praw.g_01054
OG0000160	Praz.g_01040	Praw.g_01079, Praw.g_01080
OG0000161	Praz.g_01034	Praw.g_00344
OG0000162	Praz.g_01028	Praw.g_00350
OG0000163	Praz.g_00994	Praw.g_00384
OG0000164	Praz.g_00853	Praw.g_00539
OG0000165	Praz.g_00846	Praw.g_00546
OG0000166	Praz.g_00299	Praw.g_00132
OG0000167	Praz.g_00232	Praw.g_00066
OG0000168	Praz.g_00222	Praw.g_00056
OG0000169	Praz.g_00212	Praw.g_00046
OG0000170	Praz.g_00210	Praw.g_00044
OG0000171	Praz.g_00190	Praw.g_00024
OG0000172	Praz.g_00181	Praw.g_00016
OG0000173	Praz.g_00166	Praw.g_00001
OG0000174	Praz.g_00138	Praw.g_01166
OG0000175	Praz.g_00128	Praw.g_01156
OG0000176	Praz.g_00369	Praw.g_01132
OG0000177	Praz.g_00370	Praw.g_01131
OG0000178	Praz.g_00371	Praw.g_01130
OG0000179	Praz.g_00381	Praw.g_01412
OG0000180	Praz.g_00382	Praw.g_01411
OG0000181	Praz.g_00383	Praw.g_01410
OG0000182	Praz.g_00384	Praw.g_01409
OG0000183	Praz.g_00388	Praw.g_01405
OG0000184	Praz.g_00412	Praw.g_01382
OG0000185	Praz.g_00415	Praw.g_01379
OG0000186	Praz.g_00424	Praw.g_01370
OG0000187	Praz.g_00425	Praw.g_01369
OG0000188	Praz.g_00442	Praw.g_01352
OG0000189	Praz.g_00456	Praw.g_01339
OG0000190	Praz.g_00457	Praw.g_01338
OG0000191	Praz.g_00477	Praw.g_01318
OG0000192	Praz.g_00481	Praw.g_01314
OG0000193	Praz.g_00506	Praw.g_01289
OG0000194	Praz.g_00509	Praw.g_01286
OG0000195	Praz.g_00511	Praw.g_01284
OG0000196	Praz.g_00521	Praw.g_01274
OG0000197	Praz.g_00522	Praw.g_01273
OG0000198	Praz.g_00523	Praw.g_01272
OG0000199	Praz.g_00530	Praw.g_01265
OG0000200	Praz.g_00544	Praw.g_01251
OG0000201	Praz.g_00552	Praw.g_01243
OG0000202	Praz.g_00553	Praw.g_01242
OG0000203	Praz.g_00554	Praw.g_01241
OG0000204	Praz.g_00555	Praw.g_01240
OG0000205	Praz.g_00562	Praw.g_01233
OG0000206	Praz.g_00567	Praw.g_01228
OG0000207	Praz.g_00569	Praw.g_01226
OG0000208	Praz.g_00570	Praw.g_01225
OG0000209	Praz.g_00579	Praw.g_01216
OG0000210	Praz.g_00580	Praw.g_01215
OG0000211	Praz.g_00593	Praw.g_01202
OG0000212	Praz.g_00600	Praw.g_01195
OG0000213	Praz.g_00617	Praw.g_00876
OG0000214	Praz.g_00626	Praw.g_00867
OG0000215	Praz.g_00650	Praw.g_00842
OG0000216	Praz.g_00651	Praw.g_00840
OG0000217	Praz.g_00654	Praw.g_00837
OG0000218	Praz.g_00656	Praw.g_00835
OG0000219	Praz.g_00657	Praw.g_00834
OG0000220	Praz.g_00658	Praw.g_00833
OG0000221	Praz.g_00659	Praw.g_00832
OG0000222	Praz.g_00667	Praw.g_00824
OG0000223	Praz.g_00680	Praw.g_00811
OG0000224	Praz.g_00682	Praw.g_00809
OG0000225	Praz.g_00348	Praw.g_00786
OG0000226	Praz.g_00352	Praw.g_00782
OG0000227	Praz.g_00354	Praw.g_00780
OG0000228	Praz.g_00819	Praw.g_00777
OG0000229	Praz.g_01892	Praw.g_00711
OG0000230	Praz.g_01890	Praw.g_00709
OG0000231	Praz.g_01879	Praw.g_00698
OG0000232	Praz.g_01870	Praw.g_00689
OG0000233	Praz.g_01865	Praw.g_00684
OG0000234	Praz.g_01852	Praw.g_00671
OG0000235	Praz.g_01849	Praw.g_00668
OG0000236	Praz.g_01835	Praw.g_00655
OG0000237	Praz.g_01822	Praw.g_00642
OG0000238	Praz.g_01816	Praw.g_00636
OG0000239	Praz.g_01803	Praw.g_00623
OG0000240	Praz.g_01802	Praw.g_00622
OG0000241	Praz.g_01798	Praw.g_00618
OG0000242	Praz.g_01796	Praw.g_00616
OG0000243	Praz.g_01785	Praw.g_00605
OG0000244	Praz.g_01782	Praw.g_00602
OG0000245	Praz.g_01780	Praw.g_00600
OG0000246	Praz.g_01776	Praw.g_00596
OG0000247	Praz.g_01766	Praw.g_00586
OG0000248	Praz.g_01764	Praw.g_00584
OG0000249	Praz.g_01762	Praw.g_00582
OG0000250	Praz.g_01757	Praw.g_00577
OG0000251	Praz.g_01739	Praw.g_01937
OG0000252	Praz.g_01736	Praw.g_01940
OG0000253	Praz.g_01735	Praw.g_01941
OG0000254	Praz.g_01719	Praw.g_00147
OG0000255	Praz.g_01713	Praw.g_00153
OG0000256	Praz.g_01703	Praw.g_00163
OG0000257	Praz.g_01700	Praw.g_00166
OG0000258	Praz.g_01687	Praw.g_01879
OG0000259	Praz.g_01670	Praw.g_01862
OG0000260	Praz.g_01667	Praw.g_01859
OG0000261	Praz.g_01665	Praw.g_01857
OG0000262	Praz.g_01661	Praw.g_01853
OG0000263	Praz.g_01649	Praw.g_01841
OG0000264	Praz.g_01639	Praw.g_01831
OG0000265	Praz.g_01607	Praw.g_01809
OG0000266	Praz.g_01597	Praw.g_01799
OG0000267	Praz.g_01586	Praw.g_01788
OG0000268	Praz.g_01585	Praw.g_01787
OG0000269	Praz.g_01517	Praw.g_01702
OG0000270	Praz.g_01514	Praw.g_01699
OG0000271	Praz.g_01506	Praw.g_01691
OG0000272	Praz.g_01505	Praw.g_01690
OG0000273	Praz.g_01482	Praw.g_01668
OG0000274	Praz.g_01481	Praw.g_01667
OG0000275	Praz.g_01478	Praw.g_01665
OG0000276	Praz.g_01473	Praw.g_01660
OG0000277	Praz.g_01472	Praw.g_01659
OG0000278	Praz.g_01469	Praw.g_01656
OG0000279	Praz.g_01462	Praw.g_01649
OG0000280	Praz.g_01461	Praw.g_01648
OG0000281	Praz.g_01456	Praw.g_01643
OG0000282	Praz.g_01406	Praw.g_01595
OG0000283	Praz.g_01373	Praw.g_01562
OG0000284	Praz.g_01368	Praw.g_01557
OG0000285	Praz.g_01363	Praw.g_01552
OG0000286	Praz.g_01351	Praw.g_01540
OG0000287	Praz.g_01334	Praw.g_01523
OG0000288	Praz.g_01304	Praw.g_01494
OG0000289	Praz.g_01292	Praw.g_01483
OG0000290	Praz.g_01279, Praz.g_00063	Praw.g_01470
OG0000291	Praz.g_00065	Praw.g_01468
OG0000292	Praz.g_00114	Praw.g_01418
OG0000293	Praz.g_00001	Praw.g_00225
OG0000294	Praz.g_00763	Praw.g_00226
OG0000295	Praz.g_00742	Praw.g_00246
OG0000296	Praz.g_00740	Praw.g_00248
OG0000297	Praz.g_00732	Praw.g_00256
OG0000298	Praz.g_00731	Praw.g_00257
OG0000299	Praz.g_00714	Praw.g_00274
OG0000300	Praz.g_00711	Praw.g_00277
OG0000301	Praz.g_00710	Praw.g_00278
OG0000302	Praz.g_00708	Praw.g_00280
OG0000303	Praz.g_00701	Praw.g_00287
OG0000304	Praz.g_00697	Praw.g_00291
OG0000305	Praz.g_01147	Praw.g_01008
OG0000306	Praz.g_01144	Praw.g_01011
OG0000307	Praz.g_01130	Praw.g_01025
OG0000308	Praz.g_01129	Praw.g_01026
OG0000309	Praz.g_01125	Praw.g_01030
OG0000310	Praz.g_01056	Praw.g_01098
OG0000311	Praz.g_01054	Praw.g_01096
OG0000312	Praz.g_01051	Praw.g_01093
OG0000313	Praz.g_01037	Praw.g_01076
OG0000314	Praz.g_01014	Praw.g_00363
OG0000315	Praz.g_01004	Praw.g_00374
OG0000316	Praz.g_00984	Praw.g_00394
OG0000317	Praz.g_00879	Praw.g_00513
OG0000318	Praz.g_00876	Praw.g_00516
OG0000319	Praz.g_00863	Praw.g_00529
OG0000320	Praz.g_00861	Praw.g_00531
OG0000321	Praz.g_00860	Praw.g_00532
OG0000322	Praz.g_00859	Praw.g_00533
OG0000323	Praz.g_00850	Praw.g_00542
OG0000324	Praz.g_00824	Praw.g_00569
OG0000325	Praz.g_00334	Praw.g_01916
OG0000326	Praz.g_00328	Praw.g_01910
OG0000327	Praz.g_00304	Praw.g_00137
OG0000328	Praz.g_00303	Praw.g_00136
OG0000329	Praz.g_00286	Praw.g_00119
OG0000330	Praz.g_00285	Praw.g_00118
OG0000331	Praz.g_00284	Praw.g_00117
OG0000332	Praz.g_00270	Praw.g_00103
OG0000333	Praz.g_00268	Praw.g_00101
OG0000334	Praz.g_00260	Praw.g_00093
OG0000335	Praz.g_00255	Praw.g_00088
OG0000336	Praz.g_00251	Praw.g_00084
OG0000337	Praz.g_00234	Praw.g_00068
OG0000338	Praz.g_00233	Praw.g_00067
OG0000339	Praz.g_00229	Praw.g_00063
OG0000340	Praz.g_00221	Praw.g_00055
OG0000341	Praz.g_00219	Praw.g_00053
OG0000342	Praz.g_00218	Praw.g_00052
OG0000343	Praz.g_00217	Praw.g_00051
OG0000344	Praz.g_00214	Praw.g_00048
OG0000345	Praz.g_00209	Praw.g_00043
OG0000346	Praz.g_00204	Praw.g_00038
OG0000347	Praz.g_00188	Praw.g_00022
OG0000348	Praz.g_00178	Praw.g_00013
OG0000349	Praz.g_00161	Praw.g_01189
OG0000350	Praz.g_00142	Praw.g_01170
OG0000351	Praz.g_00125	Praw.g_01153
OG0000352	Praz.g_00124	Praw.g_01152
OG0000353	Praz.g_00364	Praw.g_01137
OG0000355	Praz.g_00366	Praw.g_01135
OG0000356	Praz.g_00367	Praw.g_01134
OG0000357	Praz.g_00368	Praw.g_01133
OG0000358	Praz.g_00372	Praw.g_01129
OG0000359	Praz.g_00373	Praw.g_01128
OG0000360	Praz.g_00374	Praw.g_01127
OG0000361	Praz.g_00375	Praw.g_01126
OG0000362	Praz.g_00377	Praw.g_01124
OG0000363	Praz.g_00379	Praw.g_01414
OG0000364	Praz.g_00380	Praw.g_01413
OG0000365	Praz.g_00385	Praw.g_01408
OG0000366	Praz.g_00386	Praw.g_01407
OG0000367	Praz.g_00387	Praw.g_01406
OG0000368	Praz.g_00389	Praw.g_01404
OG0000369	Praz.g_00390	Praw.g_01403
OG0000370	Praz.g_00391	Praw.g_01402
OG0000371	Praz.g_00397	Praw.g_01396
OG0000372	Praz.g_00400	Praw.g_01393
OG0000373	Praz.g_00401	Praw.g_01392
OG0000374	Praz.g_00402	Praw.g_01391
OG0000375	Praz.g_00406	Praw.g_01388
OG0000376	Praz.g_00408	Praw.g_01386
OG0000377	Praz.g_00411	Praw.g_01383
OG0000378	Praz.g_00413	Praw.g_01381
OG0000379	Praz.g_00416	Praw.g_01378
OG0000380	Praz.g_00426	Praw.g_01368
OG0000381	Praz.g_00430	Praw.g_01364
OG0000382	Praz.g_00441	Praw.g_01353
OG0000383	Praz.g_00443	Praw.g_01351
OG0000384	Praz.g_00444	Praw.g_01350
OG0000385	Praz.g_00445	Praw.g_01349
OG0000386	Praz.g_00446	Praw.g_01348
OG0000387	Praz.g_00459	Praw.g_01336
OG0000388	Praz.g_00462	Praw.g_01333
OG0000389	Praz.g_00466	Praw.g_01329
OG0000390	Praz.g_00473	Praw.g_01322
OG0000391	Praz.g_00476	Praw.g_01319
OG0000392	Praz.g_00480	Praw.g_01315
OG0000393	Praz.g_00482	Praw.g_01313
OG0000394	Praz.g_00483	Praw.g_01312
OG0000395	Praz.g_00484	Praw.g_01311
OG0000396	Praz.g_00487	Praw.g_01308
OG0000397	Praz.g_00489	Praw.g_01306
OG0000398	Praz.g_00491	Praw.g_01304
OG0000399	Praz.g_00492	Praw.g_01303
OG0000400	Praz.g_00493	Praw.g_01302
OG0000401	Praz.g_00494	Praw.g_01301
OG0000402	Praz.g_00496	Praw.g_01299
OG0000403	Praz.g_00497	Praw.g_01298
OG0000404	Praz.g_00498	Praw.g_01297
OG0000405	Praz.g_00502	Praw.g_01293
OG0000406	Praz.g_00507	Praw.g_01288
OG0000407	Praz.g_00508	Praw.g_01287
OG0000408	Praz.g_00510	Praw.g_01285
OG0000409	Praz.g_00512	Praw.g_01283
OG0000410	Praz.g_00513	Praw.g_01282
OG0000411	Praz.g_00514	Praw.g_01281
OG0000412	Praz.g_00515	Praw.g_01280
OG0000413	Praz.g_00516	Praw.g_01279
OG0000414	Praz.g_00517	Praw.g_01278
OG0000415	Praz.g_00518	Praw.g_01277
OG0000416	Praz.g_00519	Praw.g_01276
OG0000417	Praz.g_00520	Praw.g_01275
OG0000418	Praz.g_00525	Praw.g_01270
OG0000419	Praz.g_00527	Praw.g_01268
OG0000420	Praz.g_00528	Praw.g_01267
OG0000421	Praz.g_00533	Praw.g_01262
OG0000422	Praz.g_00534	Praw.g_01261
OG0000423	Praz.g_00535	Praw.g_01260
OG0000424	Praz.g_00536	Praw.g_01259
OG0000425	Praz.g_00537	Praw.g_01258
OG0000426	Praz.g_00538	Praw.g_01257
OG0000427	Praz.g_00539	Praw.g_01256
OG0000428	Praz.g_00541	Praw.g_01254
OG0000429	Praz.g_00542	Praw.g_01253
OG0000430	Praz.g_00543	Praw.g_01252
OG0000431	Praz.g_00545	Praw.g_01250
OG0000432	Praz.g_00548	Praw.g_01247
OG0000433	Praz.g_00549	Praw.g_01246
OG0000434	Praz.g_00550	Praw.g_01245
OG0000435	Praz.g_00551	Praw.g_01244
OG0000436	Praz.g_00556	Praw.g_01239
OG0000437	Praz.g_00557	Praw.g_01238
OG0000438	Praz.g_00558	Praw.g_01237
OG0000439	Praz.g_00560	Praw.g_01235
OG0000440	Praz.g_00561	Praw.g_01234
OG0000441	Praz.g_00564	Praw.g_01231
OG0000442	Praz.g_00565	Praw.g_01230
OG0000443	Praz.g_00566	Praw.g_01229
OG0000444	Praz.g_00571	Praw.g_01224
OG0000445	Praz.g_00572	Praw.g_01223
OG0000446	Praz.g_00573	Praw.g_01222
OG0000447	Praz.g_00574	Praw.g_01221
OG0000448	Praz.g_00575	Praw.g_01220
OG0000449	Praz.g_00576	Praw.g_01219
OG0000450	Praz.g_00577	Praw.g_01218
OG0000451	Praz.g_00578	Praw.g_01217
OG0000452	Praz.g_00581	Praw.g_01214
OG0000453	Praz.g_00582	Praw.g_01213
OG0000454	Praz.g_00583	Praw.g_01212
OG0000455	Praz.g_00584	Praw.g_01211
OG0000456	Praz.g_00585	Praw.g_01210
OG0000457	Praz.g_00586	Praw.g_01209
OG0000458	Praz.g_00587	Praw.g_01208
OG0000459	Praz.g_00588	Praw.g_01207
OG0000460	Praz.g_00595	Praw.g_01200
OG0000461	Praz.g_00602	Praw.g_00891
OG0000462	Praz.g_00604	Praw.g_00889
OG0000463	Praz.g_00605	Praw.g_00888
OG0000464	Praz.g_00606	Praw.g_00887
OG0000465	Praz.g_00607	Praw.g_00886
OG0000466	Praz.g_00610	Praw.g_00883
OG0000467	Praz.g_00611	Praw.g_00882
OG0000468	Praz.g_00613	Praw.g_00880
OG0000469	Praz.g_00621	Praw.g_00872
OG0000470	Praz.g_00623	Praw.g_00870
OG0000471	Praz.g_00624	Praw.g_00869
OG0000472	Praz.g_00625	Praw.g_00868
OG0000473	Praz.g_00627	Praw.g_00866
OG0000474	Praz.g_00628	Praw.g_00865
OG0000475	Praz.g_00629	Praw.g_00864
OG0000476	Praz.g_00630	Praw.g_00863
OG0000477	Praz.g_00633	Praw.g_00859
OG0000478	Praz.g_00634	Praw.g_00858
OG0000479	Praz.g_00635	Praw.g_00857
OG0000480	Praz.g_00640	Praw.g_00852
OG0000481	Praz.g_00642	Praw.g_00850
OG0000482	Praz.g_00643	Praw.g_00849
OG0000483	Praz.g_00646	Praw.g_00846
OG0000484	Praz.g_00647	Praw.g_00845
OG0000485	Praz.g_00648	Praw.g_00844
OG0000486	Praz.g_00649	Praw.g_00843
OG0000487	Praz.g_00652	Praw.g_00839
OG0000488	Praz.g_00655	Praw.g_00836
OG0000489	Praz.g_00660	Praw.g_00831
OG0000490	Praz.g_00665	Praw.g_00826
OG0000491	Praz.g_00666	Praw.g_00825
OG0000492	Praz.g_00668	Praw.g_00823
OG0000493	Praz.g_00669	Praw.g_00822
OG0000494	Praz.g_00670	Praw.g_00821
OG0000495	Praz.g_00671	Praw.g_00820
OG0000496	Praz.g_00672	Praw.g_00819
OG0000497	Praz.g_00673	Praw.g_00818
OG0000498	Praz.g_00674	Praw.g_00817
OG0000499	Praz.g_00675	Praw.g_00816
OG0000500	Praz.g_00676	Praw.g_00815
OG0000501	Praz.g_00678	Praw.g_00813
OG0000502	Praz.g_00681	Praw.g_00810
OG0000503	Praz.g_01931	Praw.g_00796
OG0000504	Praz.g_01932	Praw.g_00795
OG0000505	Praz.g_01933	Praw.g_00794
OG0000506	Praz.g_01935	Praw.g_00792
OG0000507	Praz.g_00343	Praw.g_00790
OG0000508	Praz.g_00347	Praw.g_00787
OG0000509	Praz.g_00349	Praw.g_00785
OG0000510	Praz.g_00350	Praw.g_00784
OG0000511	Praz.g_00351	Praw.g_00783
OG0000512	Praz.g_00353	Praw.g_00781
OG0000513	Praz.g_00816	Praw.g_00774
OG0000514	Praz.g_01897	Praw.g_00716
OG0000515	Praz.g_01896	Praw.g_00715
OG0000516	Praz.g_01895	Praw.g_00714
OG0000517	Praz.g_01893	Praw.g_00712
OG0000518	Praz.g_01882	Praw.g_00701
OG0000519	Praz.g_01881	Praw.g_00700
OG0000520	Praz.g_01880	Praw.g_00699
OG0000521	Praz.g_01875	Praw.g_00694
OG0000522	Praz.g_01873	Praw.g_00692
OG0000523	Praz.g_01872	Praw.g_00691
OG0000524	Praz.g_01867	Praw.g_00686
OG0000525	Praz.g_01864	Praw.g_00683
OG0000526	Praz.g_01863	Praw.g_00682
OG0000527	Praz.g_01855	Praw.g_00674
OG0000528	Praz.g_01850	Praw.g_00669
OG0000529	Praz.g_01847	Praw.g_00666
OG0000530	Praz.g_01844	Praw.g_00664
OG0000531	Praz.g_01843	Praw.g_00663
OG0000532	Praz.g_01841	Praw.g_00661
OG0000533	Praz.g_01840	Praw.g_00660
OG0000534	Praz.g_01839	Praw.g_00659
OG0000535	Praz.g_01838	Praw.g_00658
OG0000536	Praz.g_01837	Praw.g_00657
OG0000537	Praz.g_01836	Praw.g_00656
OG0000538	Praz.g_01828	Praw.g_00648
OG0000539	Praz.g_01827	Praw.g_00647
OG0000540	Praz.g_01826	Praw.g_00646
OG0000541	Praz.g_01825	Praw.g_00645
OG0000542	Praz.g_01823	Praw.g_00643
OG0000543	Praz.g_01821	Praw.g_00641
OG0000544	Praz.g_01820	Praw.g_00640
OG0000545	Praz.g_01818	Praw.g_00638
OG0000546	Praz.g_01815	Praw.g_00635
OG0000547	Praz.g_01813	Praw.g_00633
OG0000548	Praz.g_01812	Praw.g_00632
OG0000549	Praz.g_01810	Praw.g_00630
OG0000550	Praz.g_01805	Praw.g_00625
OG0000551	Praz.g_01801	Praw.g_00621
OG0000552	Praz.g_01800	Praw.g_00620
OG0000553	Praz.g_01799	Praw.g_00619
OG0000554	Praz.g_01794	Praw.g_00614
OG0000555	Praz.g_01786	Praw.g_00606
OG0000556	Praz.g_01784	Praw.g_00604
OG0000557	Praz.g_01783	Praw.g_00603
OG0000558	Praz.g_01781	Praw.g_00601
OG0000559	Praz.g_01777	Praw.g_00597
