Orthogroup	Praj	Prat
OG0000097	Praj.g_01416	Prat.g_01111
OG0000098	Praj.g_01546	Prat.g_01282
OG0000099	Praj.g_00372	Prat.g_01312
OG0000100	Praj.g_01709	Prat.g_01437
OG0000101	Praj.g_01952	Prat.g_01726
OG0000102	Praj.g_02017	Prat.g_01793
OG0000103	Praj.g_02135	Prat.g_01880
OG0000104	Praj.g_02145	Prat.g_01889
OG0000105	Praj.g_00310	Prat.g_00281
OG0000106	Praj.g_01282	Prat.g_00637
OG0000107	Praj.g_01869	Prat.g_01656
OG0000108	Praj.g_00473	Prat.g_00440
OG0000109	Praj.g_00486	Prat.g_00455
OG0000110	Praj.g_00565	Prat.g_00539
OG0000111	Praj.g_00692	Prat.g_00776
OG0000112	Praj.g_00938	Prat.g_00888
OG0000113	Praj.g_01176	Prat.g_01014
OG0000114	Praj.g_00887	Prat.g_00716
OG0000115	Praj.g_01725	Prat.g_01373
OG0000116	Praj.g_01471	Prat.g_01166
OG0000117	Praj.g_01355	Prat.g_01129
OG0000118	Praj.g_01540	Prat.g_01261
OG0000119	Praj.g_01568	Prat.g_00647, Prat.g_01452
OG0000120	Praj.g_00664	Prat.g_00344
OG0000121	Praj.g_01634	Prat.g_01355
OG0000122	Praj.g_01673	Prat.g_01398
OG0000123	Praj.g_01959	Prat.g_01733
OG0000124	Praj.g_02031	Prat.g_01805
OG0000125	Praj.g_02091	Prat.g_01841
OG0000126	Praj.g_02144	Prat.g_01888
OG0000128	Praj.g_00011	Prat.g_00012, Prat.g_00011
OG0000129	Praj.g_00048	Prat.g_00047
OG0000130	Praj.g_00107	Prat.g_00066
OG0000131	Praj.g_00185	Prat.g_00144
OG0000132	Praj.g_00204	Prat.g_00164
OG0000133	Praj.g_00357	Prat.g_00329
OG0000134	Praj.g_00405	Prat.g_00372
OG0000135	Praj.g_01279	Prat.g_01477
OG0000136	Praj.g_00435	Prat.g_00401
OG0000137	Praj.g_00467	Prat.g_00434
OG0000138	Praj.g_00487	Prat.g_00456
OG0000139	Praj.g_00528	Prat.g_00499
OG0000140	Praj.g_00529	Prat.g_00500
OG0000141	Praj.g_00595	Prat.g_00570
OG0000142	Praj.g_00623	Prat.g_01090
OG0000143	Praj.g_00627	Prat.g_01086
OG0000144	Praj.g_00640	Prat.g_01072
OG0000145	Praj.g_01054	Prat.g_01472
OG0000146	Praj.g_00937	Prat.g_00887
OG0000147	Praj.g_00936	Prat.g_00886
OG0000148	Praj.g_00787	Prat.g_01020
OG0000149	Praj.g_00819	Prat.g_00991
OG0000150	Praj.g_00828	Prat.g_00981
OG0000151	Praj.g_00898	Prat.g_00726
OG0000152	Praj.g_01601, Praj.g_00946	Prat.g_00896, Prat.g_01277
OG0000153	Praj.g_00965	Prat.g_00915
OG0000154	Praj.g_00995	Prat.g_00934
OG0000155	Praj.g_01440	Prat.g_01135
OG0000156	Praj.g_01517	Prat.g_01238
OG0000157	Praj.g_01518	Prat.g_01239
OG0000158	Praj.g_01995	Prat.g_01769
OG0000160	Praj.g_01633	Prat.g_01354
OG0000161	Praj.g_01639	Prat.g_01360
OG0000162	Praj.g_01645	Prat.g_01366
OG0000163	Praj.g_01681	Prat.g_01409
OG0000164	Praj.g_01790	Prat.g_01615
OG0000165	Praj.g_01798	Prat.g_01623
OG0000166	Praj.g_01915	Prat.g_01690
OG0000167	Praj.g_01985	Prat.g_01759
OG0000168	Praj.g_01996	Prat.g_01770
OG0000169	Praj.g_02006	Prat.g_01781
OG0000170	Praj.g_02008	Prat.g_01784
OG0000171	Praj.g_02030	Prat.g_01804
OG0000172	Praj.g_02061	Prat.g_01811
OG0000173	Praj.g_02076	Prat.g_01826
OG0000174	Praj.g_02107	Prat.g_01858
OG0000175	Praj.g_02125	Prat.g_01870
OG0000176	Praj.g_00004	Prat.g_00004
OG0000177	Praj.g_00005	Prat.g_00005
OG0000178	Praj.g_00006	Prat.g_00006
OG0000179	Praj.g_00016	Prat.g_00017
OG0000180	Praj.g_00017	Prat.g_00018
OG0000181	Praj.g_00018	Prat.g_00019
OG0000182	Praj.g_00019	Prat.g_00020
OG0000183	Praj.g_00023	Prat.g_00024, Prat.g_01314
OG0000184	Praj.g_00050	Prat.g_00051
OG0000185	Praj.g_00053	Prat.g_00054
OG0000186	Praj.g_00102	Prat.g_00060
OG0000187	Praj.g_00103	Prat.g_00061
OG0000188	Praj.g_00120	Prat.g_00080
OG0000189	Praj.g_00134	Prat.g_00093
OG0000190	Praj.g_00135	Prat.g_00094
OG0000191	Praj.g_00158	Prat.g_00116
OG0000192	Praj.g_00162	Prat.g_00121
OG0000193	Praj.g_00186	Prat.g_00145
OG0000194	Praj.g_00189	Prat.g_00148
OG0000195	Praj.g_00191	Prat.g_00150
OG0000196	Praj.g_00201	Prat.g_00161
OG0000197	Praj.g_00202	Prat.g_00162
OG0000198	Praj.g_00203	Prat.g_00163
OG0000199	Praj.g_00210	Prat.g_00171
OG0000200	Praj.g_00223	Prat.g_00185
OG0000201	Praj.g_00232	Prat.g_00194
OG0000202	Praj.g_00233	Prat.g_00195
OG0000203	Praj.g_00234	Prat.g_00196
OG0000204	Praj.g_00235	Prat.g_00197
OG0000205	Praj.g_00242	Prat.g_00204
OG0000206	Praj.g_00246	Prat.g_00209
OG0000207	Praj.g_00248	Prat.g_00211
OG0000208	Praj.g_00249	Prat.g_00212
OG0000209	Praj.g_00258	Prat.g_00221
OG0000210	Praj.g_00259	Prat.g_00222
OG0000211	Praj.g_00273	Prat.g_00238
OG0000212	Praj.g_00281	Prat.g_00246
OG0000213	Praj.g_00296	Prat.g_00264
OG0000214	Praj.g_00304	Prat.g_00274
OG0000215	Praj.g_00328	Prat.g_00300
OG0000216	Praj.g_00329	Prat.g_00302
OG0000217	Praj.g_00332	Prat.g_00305
OG0000218	Praj.g_00334	Prat.g_00307
OG0000219	Praj.g_00335	Prat.g_00308
OG0000220	Praj.g_00336	Prat.g_00309
OG0000221	Praj.g_00337	Prat.g_00310
OG0000222	Praj.g_00345	Prat.g_00317
OG0000223	Praj.g_00358	Prat.g_00330
OG0000224	Praj.g_00360	Prat.g_00332
OG0000225	Praj.g_00391	Prat.g_00360
OG0000226	Praj.g_00395	Prat.g_00364
OG0000227	Praj.g_00397	Prat.g_00366
OG0000228	Praj.g_00402	Prat.g_00369
OG0000229	Praj.g_00430	Prat.g_00396
OG0000230	Praj.g_00432	Prat.g_00398
OG0000231	Praj.g_00443	Prat.g_00411
OG0000232	Praj.g_00451	Prat.g_00419
OG0000233	Praj.g_00459	Prat.g_00426
OG0000234	Praj.g_00468	Prat.g_00435
OG0000235	Praj.g_00472	Prat.g_00439
OG0000236	Praj.g_00485	Prat.g_00454
OG0000237	Praj.g_00498	Prat.g_00469
OG0000238	Praj.g_00504	Prat.g_00475
OG0000239	Praj.g_00516	Prat.g_00487
OG0000240	Praj.g_00517	Prat.g_00488
OG0000241	Praj.g_00521	Prat.g_00492
OG0000242	Praj.g_00523	Prat.g_00494
OG0000243	Praj.g_00534	Prat.g_00504
OG0000244	Praj.g_00537	Prat.g_00507
OG0000245	Praj.g_00539	Prat.g_00509
OG0000246	Praj.g_00543	Prat.g_00514, Prat.g_00513
OG0000247	Praj.g_00553	Prat.g_00525
OG0000248	Praj.g_00555	Prat.g_00528
OG0000249	Praj.g_00557	Prat.g_00530
OG0000250	Praj.g_00562	Prat.g_00536
OG0000251	Praj.g_00578	Prat.g_00553
OG0000252	Praj.g_00580	Prat.g_00556
OG0000253	Praj.g_00582	Prat.g_00557
OG0000254	Praj.g_00599	Prat.g_00574
OG0000255	Praj.g_00605	Prat.g_00581
OG0000256	Praj.g_00615	Prat.g_00591
OG0000257	Praj.g_00618	Prat.g_01097
OG0000258	Praj.g_00631	Prat.g_01081
OG0000259	Praj.g_00648	Prat.g_01064
OG0000260	Praj.g_00651	Prat.g_01061
OG0000261	Praj.g_00654	Prat.g_01058
OG0000262	Praj.g_00659	Prat.g_01054
OG0000263	Praj.g_00673	Prat.g_00754
OG0000264	Praj.g_00684	Prat.g_00765
OG0000265	Praj.g_00698	Prat.g_00788
OG0000266	Praj.g_00708	Prat.g_00801
OG0000267	Praj.g_00721	Prat.g_00814
OG0000268	Praj.g_00722	Prat.g_00815
OG0000269	Praj.g_00764	Prat.g_01042
OG0000270	Praj.g_00767	Prat.g_01039
OG0000271	Praj.g_00775	Prat.g_01031
OG0000272	Praj.g_00776	Prat.g_01030
OG0000273	Praj.g_00801	Prat.g_01007
OG0000274	Praj.g_00802	Prat.g_01006
OG0000275	Praj.g_00804	Prat.g_01004
OG0000276	Praj.g_00810	Prat.g_00999
OG0000277	Praj.g_00811	Prat.g_00998
OG0000278	Praj.g_00815	Prat.g_00995
OG0000279	Praj.g_00822	Prat.g_00988
OG0000280	Praj.g_01326	Prat.g_00987
OG0000281	Praj.g_00829	Prat.g_00980
OG0000282	Praj.g_00889	Prat.g_00718
OG0000283	Praj.g_00920	Prat.g_00868
OG0000284	Praj.g_00925	Prat.g_00873
OG0000285	Praj.g_00930	Prat.g_00879
OG0000286	Praj.g_00945	Prat.g_00895
OG0000287	Praj.g_00085	Prat.g_00912
OG0000288	Praj.g_00994	Prat.g_00933
OG0000289	Praj.g_01005	Prat.g_00948
OG0000290	Praj.g_01021	Prat.g_00962
OG0000291	Praj.g_01023	Prat.g_00964
OG0000292	Praj.g_01196	Prat.g_01208
OG0000293	Praj.g_01470	Prat.g_01165
OG0000294	Praj.g_01469	Prat.g_01164
OG0000295	Praj.g_01447	Prat.g_01142
OG0000296	Praj.g_01445	Prat.g_01140
OG0000297	Praj.g_01437	Prat.g_01131
OG0000298	Praj.g_01436	Prat.g_01130
OG0000299	Praj.g_01417	Prat.g_01112
OG0000300	Praj.g_01414	Prat.g_01108
OG0000301	Praj.g_01413	Prat.g_01107
OG0000302	Praj.g_01410	Prat.g_01105
OG0000303	Praj.g_01405	Prat.g_01099
OG0000304	Praj.g_01402	Prat.g_00595
OG0000305	Praj.g_01734	Prat.g_01200
OG0000306	Praj.g_00833	Prat.g_00976
OG0000307	Praj.g_01584	Prat.g_01300
OG0000308	Praj.g_01585	Prat.g_01301
OG0000309	Praj.g_01589	Prat.g_01305
OG0000310	Praj.g_01616	Prat.g_01336
OG0000311	Praj.g_01618	Prat.g_01338
OG0000312	Praj.g_01621	Prat.g_01341
OG0000313	Praj.g_01636	Prat.g_01357
OG0000314	Praj.g_01657	Prat.g_01382
OG0000315	Praj.g_01667	Prat.g_01392
OG0000316	Praj.g_01692	Prat.g_01420
OG0000317	Praj.g_01766	Prat.g_01589
OG0000318	Praj.g_01769	Prat.g_01593
OG0000319	Praj.g_01780	Prat.g_01605
OG0000320	Praj.g_01782	Prat.g_01607
OG0000321	Praj.g_01783	Prat.g_01608
OG0000322	Praj.g_01784	Prat.g_01609
OG0000323	Praj.g_01793	Prat.g_01618
OG0000324	Praj.g_01820	Prat.g_01647
OG0000325	Praj.g_01870	Prat.g_01657
OG0000326	Praj.g_01876	Prat.g_01664
OG0000327	Praj.g_01910	Prat.g_01685
OG0000328	Praj.g_01911	Prat.g_01686
OG0000329	Praj.g_01928	Prat.g_01703
OG0000330	Praj.g_01929	Prat.g_01704
OG0000331	Praj.g_01930	Prat.g_01705
OG0000332	Praj.g_01944	Prat.g_01718
OG0000333	Praj.g_01946	Prat.g_01720
OG0000334	Praj.g_01955	Prat.g_01729
OG0000335	Praj.g_01960	Prat.g_01734
OG0000336	Praj.g_01964	Prat.g_01738
OG0000337	Praj.g_01982	Prat.g_01756
OG0000338	Praj.g_01983	Prat.g_01757
OG0000339	Praj.g_01988	Prat.g_01762
OG0000340	Praj.g_01997	Prat.g_01771
OG0000341	Praj.g_01999	Prat.g_01773
OG0000342	Praj.g_02000	Prat.g_01775
OG0000343	Praj.g_02001	Prat.g_01776
OG0000344	Praj.g_02004	Prat.g_01779
OG0000345	Praj.g_02009	Prat.g_01785
OG0000346	Praj.g_02013	Prat.g_01789
OG0000347	Praj.g_02034	Prat.g_01806
OG0000348	Praj.g_02064	Prat.g_01814
OG0000349	Praj.g_02082	Prat.g_01832
OG0000350	Praj.g_02103	Prat.g_01853
OG0000351	Praj.g_02128	Prat.g_01873
OG0000352	Praj.g_02129	Prat.g_01874
OG0000353	Praj.g_02148	Prat.g_01892
OG0000355	Praj.g_00001	Prat.g_00001
OG0000356	Praj.g_00002	Prat.g_00002
OG0000357	Praj.g_00003	Prat.g_00003
OG0000358	Praj.g_00007	Prat.g_00007
OG0000359	Praj.g_00008	Prat.g_00008
OG0000360	Praj.g_00009	Prat.g_00009
OG0000361	Praj.g_00010	Prat.g_00010
OG0000362	Praj.g_00012	Prat.g_00013
OG0000363	Praj.g_00014	Prat.g_00015
OG0000364	Praj.g_00015	Prat.g_00016
OG0000365	Praj.g_00020	Prat.g_00021
OG0000366	Praj.g_00021	Prat.g_00022
OG0000367	Praj.g_00022	Prat.g_00023
OG0000368	Praj.g_00024	Prat.g_00025
OG0000369	Praj.g_00025	Prat.g_00026
OG0000370	Praj.g_00026	Prat.g_00027
OG0000371	Praj.g_00032	Prat.g_00034
OG0000372	Praj.g_00034	Prat.g_00036
OG0000373	Praj.g_00035	Prat.g_00037
OG0000374	Praj.g_00036	Prat.g_00038
OG0000375	Praj.g_00044	Prat.g_00042
OG0000376	Praj.g_00046	Prat.g_00044
OG0000377	Praj.g_00049	Prat.g_00048
OG0000378	Praj.g_00051	Prat.g_00052
OG0000379	Praj.g_00054	Prat.g_00055
OG0000380	Praj.g_00104	Prat.g_00062
OG0000381	Praj.g_00108	Prat.g_00067
OG0000382	Praj.g_00119	Prat.g_00079
OG0000383	Praj.g_00121	Prat.g_00081
OG0000384	Praj.g_00122	Prat.g_00082
OG0000385	Praj.g_00123	Prat.g_00083
OG0000386	Praj.g_00124	Prat.g_00084
OG0000387	Praj.g_00137	Prat.g_00096
OG0000388	Praj.g_00141	Prat.g_00100
OG0000389	Praj.g_00144	Prat.g_00103
OG0000390	Praj.g_00153	Prat.g_00112
OG0000391	Praj.g_00157	Prat.g_00115
OG0000392	Praj.g_00160	Prat.g_00118
OG0000393	Praj.g_00163	Prat.g_00122
OG0000394	Praj.g_00164	Prat.g_00123
OG0000395	Praj.g_00165	Prat.g_00124
OG0000396	Praj.g_00168	Prat.g_00126
OG0000397	Praj.g_00170	Prat.g_00128
OG0000398	Praj.g_00173	Prat.g_00131
OG0000399	Praj.g_00174	Prat.g_00132
OG0000400	Praj.g_00175	Prat.g_00133
OG0000401	Praj.g_00176	Prat.g_00134
OG0000402	Praj.g_01057	Prat.g_00601
OG0000403	Praj.g_00177	Prat.g_00136
OG0000404	Praj.g_00178	Prat.g_00137
OG0000405	Praj.g_00183	Prat.g_00141
OG0000406	Praj.g_00187	Prat.g_00146
OG0000407	Praj.g_00188	Prat.g_00147
OG0000408	Praj.g_00190	Prat.g_00149
OG0000409	Praj.g_00192	Prat.g_00151
OG0000410	Praj.g_00193	Prat.g_00152
OG0000411	Praj.g_00194	Prat.g_00153
OG0000412	Praj.g_00195	Prat.g_00154
OG0000413	Praj.g_00196	Prat.g_00156
OG0000414	Praj.g_00197	Prat.g_00157
OG0000415	Praj.g_00198	Prat.g_00158
OG0000416	Praj.g_00199	Prat.g_00159
OG0000417	Praj.g_00200	Prat.g_00160
OG0000418	Praj.g_00205	Prat.g_00165
OG0000419	Praj.g_00207	Prat.g_00167
OG0000420	Praj.g_00208	Prat.g_00169
OG0000421	Praj.g_00212	Prat.g_00174
OG0000422	Praj.g_00213	Prat.g_00175
OG0000423	Praj.g_00214	Prat.g_00176
OG0000424	Praj.g_00215	Prat.g_00177
OG0000425	Praj.g_00216	Prat.g_00178
OG0000426	Praj.g_00217	Prat.g_00179
OG0000427	Praj.g_00218	Prat.g_00180
OG0000428	Praj.g_00220	Prat.g_00182
OG0000429	Praj.g_00221	Prat.g_00183
OG0000430	Praj.g_00222	Prat.g_00184
OG0000431	Praj.g_00224	Prat.g_00186
OG0000432	Praj.g_00228	Prat.g_00190
OG0000433	Praj.g_00229	Prat.g_00191
OG0000434	Praj.g_00230	Prat.g_00192
OG0000435	Praj.g_00231	Prat.g_00193
OG0000436	Praj.g_00236	Prat.g_00198
OG0000437	Praj.g_00237	Prat.g_00199
OG0000438	Praj.g_00238	Prat.g_00200
OG0000439	Praj.g_00240	Prat.g_00202
OG0000440	Praj.g_00241	Prat.g_00203
OG0000441	Praj.g_00243	Prat.g_00206
OG0000442	Praj.g_00244	Prat.g_00207
OG0000443	Praj.g_00245	Prat.g_00208
OG0000444	Praj.g_00250	Prat.g_00213
OG0000445	Praj.g_00251	Prat.g_00214
OG0000446	Praj.g_00252	Prat.g_00215
OG0000447	Praj.g_00253	Prat.g_00216
OG0000448	Praj.g_00254	Prat.g_00217
OG0000449	Praj.g_00255	Prat.g_00218
OG0000450	Praj.g_00256	Prat.g_00219
OG0000451	Praj.g_00257	Prat.g_00220
OG0000452	Praj.g_00260	Prat.g_00223
OG0000453	Praj.g_00261	Prat.g_00224
OG0000454	Praj.g_00262	Prat.g_00225
OG0000455	Praj.g_00263	Prat.g_00226
OG0000456	Praj.g_00264	Prat.g_00227
OG0000457	Praj.g_00265	Prat.g_00229
OG0000458	Praj.g_00266	Prat.g_00230
OG0000459	Praj.g_00267	Prat.g_00231
OG0000460	Praj.g_00275	Prat.g_00240
OG0000461	Praj.g_00283	Prat.g_00249
OG0000462	Praj.g_00285	Prat.g_00250
OG0000463	Praj.g_00286	Prat.g_00251
OG0000464	Praj.g_00287	Prat.g_00252
OG0000465	Praj.g_00288	Prat.g_00253
OG0000466	Praj.g_00289	Prat.g_00256
OG0000467	Praj.g_00290	Prat.g_00257
OG0000468	Praj.g_00292	Prat.g_00260
OG0000469	Praj.g_00299	Prat.g_00269
OG0000470	Praj.g_00301	Prat.g_00271
OG0000471	Praj.g_00302	Prat.g_00272
OG0000472	Praj.g_00303	Prat.g_00273
OG0000473	Praj.g_00305	Prat.g_00275
OG0000474	Praj.g_00306	Prat.g_00276
OG0000475	Praj.g_00307	Prat.g_00277
OG0000476	Praj.g_00309	Prat.g_00279
OG0000477	Praj.g_00311	Prat.g_00282
OG0000478	Praj.g_00312	Prat.g_00283
OG0000479	Praj.g_00313	Prat.g_00284
OG0000480	Praj.g_00318	Prat.g_00290
OG0000481	Praj.g_00320	Prat.g_00292
OG0000482	Praj.g_00321	Prat.g_00293
OG0000483	Praj.g_00324	Prat.g_00296
OG0000484	Praj.g_00325	Prat.g_00297
OG0000485	Praj.g_00326	Prat.g_00298
OG0000486	Praj.g_00327	Prat.g_00299
OG0000487	Praj.g_00330	Prat.g_00303
OG0000488	Praj.g_00333	Prat.g_00306
OG0000489	Praj.g_00338	Prat.g_00311
OG0000490	Praj.g_00343	Prat.g_00315
OG0000491	Praj.g_00344	Prat.g_00316
OG0000492	Praj.g_00346	Prat.g_00318
OG0000493	Praj.g_00347	Prat.g_00319
OG0000494	Praj.g_00348	Prat.g_00320
OG0000495	Praj.g_00349	Prat.g_00321
OG0000496	Praj.g_00350	Prat.g_00322
OG0000497	Praj.g_00351	Prat.g_00323
OG0000498	Praj.g_00352	Prat.g_00324
OG0000499	Praj.g_00353	Prat.g_00325
OG0000500	Praj.g_00354	Prat.g_00326
OG0000501	Praj.g_00356	Prat.g_00328
OG0000502	Praj.g_00359	Prat.g_00331
OG0000503	Praj.g_00380	Prat.g_00348
OG0000504	Praj.g_00382	Prat.g_00350
OG0000505	Praj.g_00383	Prat.g_00351
OG0000506	Praj.g_00384	Prat.g_00352
OG0000507	Praj.g_00387	Prat.g_00355
OG0000508	Praj.g_00390	Prat.g_00359
OG0000509	Praj.g_00392	Prat.g_00361
OG0000510	Praj.g_00393	Prat.g_00362
OG0000511	Praj.g_00394	Prat.g_00363
OG0000512	Praj.g_00396	Prat.g_00365
OG0000513	Praj.g_00406	Prat.g_00373
OG0000514	Praj.g_00425	Prat.g_00390
OG0000515	Praj.g_00426	Prat.g_00391
OG0000516	Praj.g_00427	Prat.g_00392
OG0000517	Praj.g_00429	Prat.g_00395
OG0000518	Praj.g_00440	Prat.g_00407
OG0000519	Praj.g_00441	Prat.g_00408
OG0000520	Praj.g_00442	Prat.g_00410
OG0000521	Praj.g_00447	Prat.g_00415
OG0000522	Praj.g_00449	Prat.g_00417
OG0000523	Praj.g_00450	Prat.g_00418
OG0000524	Praj.g_00457	Prat.g_00424
OG0000525	Praj.g_00461	Prat.g_00428
OG0000526	Praj.g_00462	Prat.g_00429
OG0000527	Praj.g_00465	Prat.g_00432
OG0000528	Praj.g_00471	Prat.g_00438
OG0000529	Praj.g_00474	Prat.g_00441
OG0000530	Praj.g_00477	Prat.g_00444
OG0000531	Praj.g_00478	Prat.g_00445
OG0000532	Praj.g_00479	Prat.g_00447
OG0000533	Praj.g_00480	Prat.g_00448
OG0000534	Praj.g_00481	Prat.g_00449
OG0000535	Praj.g_00482	Prat.g_00450
OG0000536	Praj.g_00483	Prat.g_00451
OG0000537	Praj.g_00484	Prat.g_00453
OG0000538	Praj.g_00492	Prat.g_00463
OG0000539	Praj.g_00493	Prat.g_00464
OG0000540	Praj.g_00494	Prat.g_00465
OG0000541	Praj.g_00495	Prat.g_00466
OG0000542	Praj.g_00497	Prat.g_00468
OG0000543	Praj.g_00499	Prat.g_00470
OG0000544	Praj.g_00500	Prat.g_00471
OG0000545	Praj.g_00502	Prat.g_00473
OG0000546	Praj.g_00505	Prat.g_00476
OG0000547	Praj.g_00507	Prat.g_00478
OG0000548	Praj.g_00508	Prat.g_00479
OG0000549	Praj.g_00511	Prat.g_00482
OG0000550	Praj.g_00515	Prat.g_00486
OG0000551	Praj.g_00518	Prat.g_00489
OG0000552	Praj.g_00519	Prat.g_00490
OG0000553	Praj.g_00520	Prat.g_00491
OG0000554	Praj.g_00525	Prat.g_00496
OG0000555	Praj.g_00533	Prat.g_00503
OG0000556	Praj.g_00535	Prat.g_00505
OG0000557	Praj.g_00536	Prat.g_00506
OG0000558	Praj.g_00538	Prat.g_00508
OG0000559	Praj.g_00542	Prat.g_00512
OG0000560	Praj.g_00545	Prat.g_00516
OG0000561	Praj.g_00546	Prat.g_00517
OG0000562	Praj.g_00547	Prat.g_00518
OG0000563	Praj.g_00548	Prat.g_00519
OG0000564	Praj.g_00549	Prat.g_00520
