Orthogroup	Praj	Syab
OG0000098	Praj.g_01546	Syab.g_01553
OG0000099	Praj.g_00372	Syab.g_00230
OG0000100	Praj.g_01709	Syab.g_01694
OG0000101	Praj.g_01952	Syab.g_00446
OG0000102	Praj.g_02017	Syab.g_00104
OG0000103	Praj.g_02135	Syab.g_02895, Syab.g_01296
OG0000104	Praj.g_02145	Syab.g_02910
OG0000105	Praj.g_00310	Syab.g_00303
OG0000106	Praj.g_01156, Praj.g_01282	Syab.g_01817
OG0000107	Praj.g_01869	Syab.g_00367
OG0000108	Praj.g_00473	Syab.g_02096
OG0000109	Praj.g_00486	Syab.g_02112
OG0000110	Praj.g_00565	Syab.g_01984
OG0000111	Praj.g_00692	Syab.g_01201
OG0000112	Praj.g_00938	Syab.g_01392
OG0000113	Praj.g_00793, Praj.g_01176	Syab.g_01689
OG0000114	Praj.g_00887	Syab.g_02656, Syab.g_01633
OG0000115	Praj.g_01725	Syab.g_00748
OG0000116	Praj.g_01471	Syab.g_00945
OG0000117	Praj.g_01355	Syab.g_01018
OG0000118	Praj.g_01540	Syab.g_00897
OG0000120	Praj.g_00664	Syab.g_00229
OG0000121	Praj.g_01634	Syab.g_00772
OG0000122	Praj.g_01673	Syab.g_01839
OG0000123	Praj.g_01959	Syab.g_00454
OG0000124	Praj.g_02031	Syab.g_00088
OG0000125	Praj.g_02091	Syab.g_02763
OG0000126	Praj.g_02144	Syab.g_02908
OG0000128	Praj.g_00011	Syab.g_00012
OG0000129	Praj.g_00048	Syab.g_02749
OG0000130	Praj.g_00107	Syab.g_02434
OG0000131	Praj.g_00185	Syab.g_02564
OG0000132	Praj.g_00204	Syab.g_02584
OG0000133	Praj.g_00357	Syab.g_01387
OG0000134	Praj.g_00405	Syab.g_00554
OG0000135	Praj.g_01279	Syab.g_02815
OG0000136	Praj.g_00435	Syab.g_00588
OG0000137	Praj.g_00467	Syab.g_00697
OG0000138	Praj.g_00487	Syab.g_02113
OG0000139	Praj.g_00528	Syab.g_02035
OG0000140	Praj.g_00529	Syab.g_02033
OG0000141	Praj.g_00595	Syab.g_01931
OG0000142	Praj.g_00623	Syab.g_01524, Syab.g_01873
OG0000143	Praj.g_00627	Syab.g_01870
OG0000144	Praj.g_00640	Syab.g_01757
OG0000145	Praj.g_01054	Syab.g_02120
OG0000146	Praj.g_00937	Syab.g_01393
OG0000147	Praj.g_00936	Syab.g_01394
OG0000148	Praj.g_00787	Syab.g_01682
OG0000149	Praj.g_00819	Syab.g_01720
OG0000150	Praj.g_00828	Syab.g_01930
OG0000151	Praj.g_00898	Syab.g_01612
OG0000152	Praj.g_01601, Praj.g_00946	Syab.g_01383
OG0000153	Praj.g_00965	Syab.g_01343
OG0000154	Praj.g_00995	Syab.g_01317
OG0000155	Praj.g_01440	Syab.g_01009
OG0000156	Praj.g_01517	Syab.g_00933
OG0000157	Praj.g_01518	Syab.g_00932
OG0000158	Praj.g_01995	Syab.g_00161
OG0000160	Praj.g_01633	Syab.g_00774
OG0000161	Praj.g_01639	Syab.g_00766
OG0000162	Praj.g_01645	Syab.g_00755
OG0000163	Praj.g_01681	Syab.g_02173
OG0000164	Praj.g_01790	Syab.g_02307
OG0000165	Praj.g_01798	Syab.g_02316
OG0000166	Praj.g_01915	Syab.g_00407
OG0000167	Praj.g_01985	Syab.g_00205
OG0000168	Praj.g_01996	Syab.g_00136
OG0000169	Praj.g_02006	Syab.g_00125
OG0000170	Praj.g_02008	Syab.g_00118
OG0000171	Praj.g_02030	Syab.g_00089
OG0000172	Praj.g_02061	Syab.g_00080
OG0000173	Praj.g_02076	Syab.g_00061
OG0000174	Praj.g_02107	Syab.g_02819
OG0000175	Praj.g_02125	Syab.g_02876
OG0000176	Praj.g_00004	Syab.g_00004
OG0000177	Praj.g_00005	Syab.g_00005
OG0000178	Praj.g_00006	Syab.g_00006
OG0000179	Praj.g_00016	Syab.g_00022
OG0000180	Praj.g_00017	Syab.g_00023
OG0000181	Praj.g_00018	Syab.g_00024
OG0000182	Praj.g_00019	Syab.g_00025
OG0000183	Praj.g_00023	Syab.g_00029
OG0000184	Praj.g_00050	Syab.g_02738
OG0000185	Praj.g_00053	Syab.g_02715
OG0000186	Praj.g_00102	Syab.g_02430
OG0000187	Praj.g_00103	Syab.g_02431
OG0000188	Praj.g_00120	Syab.g_02454
OG0000189	Praj.g_00134	Syab.g_02487
OG0000190	Praj.g_00135	Syab.g_00190, Syab.g_00139
OG0000191	Praj.g_00158	Syab.g_02522
OG0000192	Praj.g_00162	Syab.g_02528
OG0000193	Praj.g_00186	Syab.g_02565
OG0000194	Praj.g_00189	Syab.g_02568
OG0000195	Praj.g_00191	Syab.g_02570
OG0000196	Praj.g_00201	Syab.g_02581
OG0000197	Praj.g_00202	Syab.g_02582
OG0000198	Praj.g_00203	Syab.g_02583
OG0000199	Praj.g_00210	Syab.g_02591
OG0000200	Praj.g_00223	Syab.g_02611
OG0000201	Praj.g_00232	Syab.g_02628
OG0000202	Praj.g_00233	Syab.g_02629
OG0000203	Praj.g_00234	Syab.g_02630
OG0000204	Praj.g_00235	Syab.g_02631
OG0000205	Praj.g_00242	Syab.g_02638
OG0000206	Praj.g_00246	Syab.g_02674
OG0000207	Praj.g_00248	Syab.g_02677
OG0000208	Praj.g_00249	Syab.g_02678
OG0000209	Praj.g_00258	Syab.g_02698
OG0000210	Praj.g_00259	Syab.g_02699
OG0000211	Praj.g_00273	Syab.g_02374
OG0000212	Praj.g_00281	Syab.g_02365
OG0000213	Praj.g_00296	Syab.g_00332
OG0000214	Praj.g_00304	Syab.g_00312
OG0000215	Praj.g_00328	Syab.g_00281
OG0000216	Praj.g_00329	Syab.g_00277
OG0000217	Praj.g_00332	Syab.g_00273
OG0000218	Praj.g_00334	Syab.g_00271
OG0000219	Praj.g_00335	Syab.g_00270
OG0000220	Praj.g_00336	Syab.g_00269
OG0000221	Praj.g_00337	Syab.g_00257
OG0000222	Praj.g_00345	Syab.g_00244
OG0000223	Praj.g_00358	Syab.g_00226
OG0000224	Praj.g_00360	Syab.g_00223
OG0000225	Praj.g_00391	Syab.g_00538
OG0000226	Praj.g_00395	Syab.g_00542
OG0000227	Praj.g_00397	Syab.g_00544
OG0000228	Praj.g_00402	Syab.g_00550
OG0000229	Praj.g_00430	Syab.g_00583
OG0000230	Praj.g_00432	Syab.g_00585
OG0000231	Praj.g_00443	Syab.g_00613
OG0000232	Praj.g_00451	Syab.g_00631
OG0000233	Praj.g_00459	Syab.g_00645
OG0000234	Praj.g_00468	Syab.g_00699
OG0000235	Praj.g_00472	Syab.g_02095
OG0000236	Praj.g_00485	Syab.g_02111
OG0000237	Praj.g_00498	Syab.g_02129
OG0000238	Praj.g_00504	Syab.g_02134
OG0000239	Praj.g_00516	Syab.g_02151
OG0000240	Praj.g_00517	Syab.g_02152
OG0000241	Praj.g_00521	Syab.g_01884
OG0000242	Praj.g_00523	Syab.g_02043
OG0000243	Praj.g_00534	Syab.g_02025
OG0000244	Praj.g_00537	Syab.g_02017
OG0000245	Praj.g_00539	Syab.g_02015
OG0000246	Praj.g_00543	Syab.g_02011
OG0000247	Praj.g_00553	Syab.g_01999
OG0000248	Praj.g_00555	Syab.g_01996
OG0000249	Praj.g_00557	Syab.g_01994
OG0000250	Praj.g_00562	Syab.g_01988
OG0000251	Praj.g_00578	Syab.g_01961
OG0000252	Praj.g_00580	Syab.g_01958
OG0000253	Praj.g_00582	Syab.g_01956
OG0000254	Praj.g_00599	Syab.g_01925
OG0000255	Praj.g_00605	Syab.g_01912
OG0000256	Praj.g_00615	Syab.g_01890
OG0000257	Praj.g_00618	Syab.g_01885
OG0000258	Praj.g_00631	Syab.g_01861
OG0000259	Praj.g_00648	Syab.g_01538
OG0000260	Praj.g_00651	Syab.g_01544
OG0000261	Praj.g_00654	Syab.g_01556
OG0000262	Praj.g_00659	Syab.g_01561
OG0000263	Praj.g_00673	Syab.g_01035
OG0000264	Praj.g_00684	Syab.g_01173
OG0000265	Praj.g_00698	Syab.g_01773
OG0000266	Praj.g_00708	Syab.g_01667
OG0000267	Praj.g_00721	Syab.g_01433
OG0000268	Praj.g_00722	Syab.g_01432
OG0000269	Praj.g_00764	Syab.g_01650
OG0000270	Praj.g_00767	Syab.g_01657
OG0000271	Praj.g_00775	Syab.g_01279
OG0000272	Praj.g_00776	Syab.g_01280
OG0000273	Praj.g_00801	Syab.g_01699
OG0000274	Praj.g_00802	Syab.g_01700
OG0000275	Praj.g_00804	Syab.g_01704
OG0000276	Praj.g_00810	Syab.g_01712
OG0000277	Praj.g_00811	Syab.g_01713
OG0000278	Praj.g_00815	Syab.g_01716
OG0000279	Praj.g_00822	Syab.g_01724
OG0000280	Praj.g_01326	Syab.g_01736
OG0000281	Praj.g_00829	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Praj.g_00889	Syab.g_01631
OG0000283	Praj.g_00920	Syab.g_01418
OG0000284	Praj.g_00925	Syab.g_01413
OG0000285	Praj.g_00930	Syab.g_01402
OG0000286	Praj.g_00945	Syab.g_01384
OG0000287	Praj.g_00085	Syab.g_01350
OG0000288	Praj.g_00994	Syab.g_01318
OG0000289	Praj.g_01005	Syab.g_01303
OG0000290	Praj.g_01021	Syab.g_01213
OG0000291	Praj.g_01023	Syab.g_01211
OG0000292	Praj.g_01196	Syab.g_02907
OG0000293	Praj.g_01470	Syab.g_00946
OG0000294	Praj.g_01469	Syab.g_00947
OG0000295	Praj.g_01447	Syab.g_01001
OG0000296	Praj.g_01445	Syab.g_01003
OG0000297	Praj.g_01437	Syab.g_01016
OG0000298	Praj.g_01436	Syab.g_01017
OG0000299	Praj.g_01417	Syab.g_01047
OG0000300	Praj.g_01414	Syab.g_01054
OG0000301	Praj.g_01413	Syab.g_01055
OG0000302	Praj.g_01410	Syab.g_01056
OG0000303	Praj.g_01405	Syab.g_01149
OG0000304	Praj.g_01402	Syab.g_01143
OG0000305	Praj.g_01734	Syab.g_01208
OG0000306	Praj.g_00833	Syab.g_01819
OG0000307	Praj.g_01584	Syab.g_02078
OG0000308	Praj.g_01585	Syab.g_02076
OG0000309	Praj.g_01589	Syab.g_02071
OG0000310	Praj.g_01616	Syab.g_00817
OG0000311	Praj.g_01618	Syab.g_00811
OG0000312	Praj.g_01621	Syab.g_00793
OG0000313	Praj.g_01636	Syab.g_00769
OG0000314	Praj.g_01657	Syab.g_00736
OG0000315	Praj.g_01667	Syab.g_00726
OG0000316	Praj.g_01692	Syab.g_02189
OG0000317	Praj.g_01766	Syab.g_02251
OG0000318	Praj.g_01769	Syab.g_02257
OG0000319	Praj.g_01780	Syab.g_02291
OG0000320	Praj.g_01782	Syab.g_02293
OG0000321	Praj.g_01783	Syab.g_02294
OG0000322	Praj.g_01784	Syab.g_02295
OG0000323	Praj.g_01793	Syab.g_02310
OG0000324	Praj.g_01820	Syab.g_02341
OG0000325	Praj.g_01870	Syab.g_00368
OG0000326	Praj.g_01876	Syab.g_00375
OG0000327	Praj.g_01910	Syab.g_00402
OG0000328	Praj.g_01911	Syab.g_00403
OG0000329	Praj.g_01928	Syab.g_00420
OG0000330	Praj.g_01929	Syab.g_00421
OG0000331	Praj.g_01930	Syab.g_00422
OG0000332	Praj.g_01944	Syab.g_00437
OG0000333	Praj.g_01946	Syab.g_00440
OG0000334	Praj.g_01955	Syab.g_00450
OG0000335	Praj.g_01960	Syab.g_00455
OG0000336	Praj.g_01964	Syab.g_00459
OG0000337	Praj.g_01982	Syab.g_00210
OG0000338	Praj.g_01983	Syab.g_00207
OG0000339	Praj.g_01988	Syab.g_00201
OG0000340	Praj.g_01997	Syab.g_00135
OG0000341	Praj.g_01999	Syab.g_00157, Syab.g_00133
OG0000342	Praj.g_02000	Syab.g_00132
OG0000343	Praj.g_02001	Syab.g_00131
OG0000344	Praj.g_02004	Syab.g_00127
OG0000345	Praj.g_02009	Syab.g_00117
OG0000346	Praj.g_02013	Syab.g_00112
OG0000347	Praj.g_02034	Syab.g_00087
OG0000348	Praj.g_02064	Syab.g_00076
OG0000349	Praj.g_02082	Syab.g_00054
OG0000350	Praj.g_02103	Syab.g_00382
OG0000351	Praj.g_02128	Syab.g_02879
OG0000352	Praj.g_02129	Syab.g_02880
OG0000353	Praj.g_02148	Syab.g_02913
OG0000355	Praj.g_00001	Syab.g_00001
OG0000356	Praj.g_00002	Syab.g_00002
OG0000357	Praj.g_00003	Syab.g_00003
OG0000358	Praj.g_00007	Syab.g_00007
OG0000359	Praj.g_00008	Syab.g_00009
OG0000360	Praj.g_00009	Syab.g_00010
OG0000361	Praj.g_00010	Syab.g_00011
OG0000362	Praj.g_00012	Syab.g_00013
OG0000363	Praj.g_00014	Syab.g_00015
OG0000364	Praj.g_00015	Syab.g_00016
OG0000365	Praj.g_00020	Syab.g_00026
OG0000366	Praj.g_00021	Syab.g_00027
OG0000367	Praj.g_00022	Syab.g_00028
OG0000368	Praj.g_00024	Syab.g_00030
OG0000369	Praj.g_00025	Syab.g_00031
OG0000370	Praj.g_00026	Syab.g_00032
OG0000371	Praj.g_00032	Syab.g_00711, Syab.g_00039
OG0000372	Praj.g_00034	Syab.g_00045
OG0000373	Praj.g_00035	Syab.g_00046
OG0000374	Praj.g_00036	Syab.g_00047
OG0000375	Praj.g_00044	Syab.g_00050
OG0000376	Praj.g_00046	Syab.g_00052
OG0000377	Praj.g_00049	Syab.g_02748
OG0000378	Praj.g_00051	Syab.g_02717
OG0000379	Praj.g_00054	Syab.g_02714
OG0000380	Praj.g_00104	Syab.g_02432
OG0000381	Praj.g_00108	Syab.g_02435
OG0000382	Praj.g_00119	Syab.g_02453
OG0000383	Praj.g_00121	Syab.g_02459
OG0000384	Praj.g_00122	Syab.g_02460
OG0000385	Praj.g_00123	Syab.g_02461
OG0000386	Praj.g_00124	Syab.g_02462
OG0000387	Praj.g_00137	Syab.g_02491
OG0000388	Praj.g_00141	Syab.g_02495
OG0000389	Praj.g_00144	Syab.g_02499
OG0000390	Praj.g_00153	Syab.g_02516
OG0000391	Praj.g_00157	Syab.g_02521
OG0000392	Praj.g_00160	Syab.g_02527
OG0000393	Praj.g_00163	Syab.g_02530
OG0000394	Praj.g_00164	Syab.g_02531
OG0000395	Praj.g_00165	Syab.g_02532
OG0000396	Praj.g_00168	Syab.g_02535
OG0000397	Praj.g_00170	Syab.g_02537
OG0000398	Praj.g_00173	Syab.g_02542
OG0000399	Praj.g_00174	Syab.g_02543
OG0000400	Praj.g_00175	Syab.g_02544
OG0000401	Praj.g_00176	Syab.g_02545
OG0000402	Praj.g_01057	Syab.g_02547
OG0000403	Praj.g_00177	Syab.g_02548
OG0000404	Praj.g_00178	Syab.g_02550
OG0000405	Praj.g_00183	Syab.g_02562
OG0000406	Praj.g_00187	Syab.g_02566
OG0000407	Praj.g_00188	Syab.g_02567
OG0000408	Praj.g_00190	Syab.g_02569
OG0000409	Praj.g_00192	Syab.g_02571
OG0000410	Praj.g_00193	Syab.g_02572
OG0000411	Praj.g_00194	Syab.g_02573
OG0000412	Praj.g_00195	Syab.g_02574
OG0000413	Praj.g_00196	Syab.g_02576
OG0000414	Praj.g_00197	Syab.g_02577
OG0000415	Praj.g_00198	Syab.g_02578
OG0000416	Praj.g_00199	Syab.g_02579
OG0000417	Praj.g_00200	Syab.g_02580
OG0000418	Praj.g_00205	Syab.g_02585
OG0000419	Praj.g_00207	Syab.g_02587
OG0000420	Praj.g_00208	Syab.g_02589
OG0000421	Praj.g_00212	Syab.g_02595
OG0000422	Praj.g_00213	Syab.g_02596
OG0000423	Praj.g_00214	Syab.g_02597
OG0000424	Praj.g_00215	Syab.g_02598
OG0000425	Praj.g_00216	Syab.g_02599
OG0000426	Praj.g_00217	Syab.g_02600
OG0000427	Praj.g_00218	Syab.g_02601
OG0000428	Praj.g_00220	Syab.g_02604
OG0000429	Praj.g_00221	Syab.g_02608
OG0000430	Praj.g_00222	Syab.g_02610
OG0000431	Praj.g_00224	Syab.g_02613
OG0000432	Praj.g_00228	Syab.g_02619
OG0000433	Praj.g_00229	Syab.g_02622
OG0000434	Praj.g_00230	Syab.g_02623
OG0000435	Praj.g_00231	Syab.g_02625
OG0000436	Praj.g_00236	Syab.g_02632
OG0000437	Praj.g_00237	Syab.g_02633
OG0000438	Praj.g_00238	Syab.g_02634
OG0000439	Praj.g_00240	Syab.g_02636
OG0000440	Praj.g_00241	Syab.g_02637
OG0000441	Praj.g_00243	Syab.g_02641
OG0000442	Praj.g_00244	Syab.g_02642
OG0000443	Praj.g_00245	Syab.g_02668
OG0000444	Praj.g_00250	Syab.g_02681
OG0000445	Praj.g_00251	Syab.g_02682
OG0000446	Praj.g_00252	Syab.g_02684
OG0000447	Praj.g_00253	Syab.g_02687
OG0000448	Praj.g_00254	Syab.g_02688
OG0000449	Praj.g_00255	Syab.g_02689
OG0000450	Praj.g_00256	Syab.g_02695
OG0000451	Praj.g_00257	Syab.g_02696
OG0000452	Praj.g_00260	Syab.g_02701
OG0000453	Praj.g_00261	Syab.g_02702
OG0000454	Praj.g_00262	Syab.g_02703
OG0000455	Praj.g_00263	Syab.g_02704
OG0000456	Praj.g_00264	Syab.g_02705
OG0000457	Praj.g_00265	Syab.g_02707
OG0000458	Praj.g_00266	Syab.g_02708
OG0000459	Praj.g_00267	Syab.g_02709
OG0000460	Praj.g_00275	Syab.g_02372
OG0000461	Praj.g_00283	Syab.g_00356
OG0000462	Praj.g_00285	Syab.g_00352
OG0000463	Praj.g_00286	Syab.g_00351
OG0000464	Praj.g_00287	Syab.g_00350
OG0000465	Praj.g_00288	Syab.g_00349
OG0000466	Praj.g_00289	Syab.g_00343
OG0000467	Praj.g_00290	Syab.g_00341
OG0000468	Praj.g_00292	Syab.g_00336
OG0000469	Praj.g_00299	Syab.g_00318
OG0000470	Praj.g_00301	Syab.g_00316
OG0000471	Praj.g_00302	Syab.g_00315
OG0000472	Praj.g_00303	Syab.g_00313
OG0000473	Praj.g_00305	Syab.g_00311
OG0000474	Praj.g_00306	Syab.g_00310
OG0000475	Praj.g_00307	Syab.g_00309
OG0000476	Praj.g_00309	Syab.g_00307
OG0000477	Praj.g_00311	Syab.g_00301
OG0000478	Praj.g_00312	Syab.g_00300
OG0000479	Praj.g_00313	Syab.g_00299
OG0000480	Praj.g_00318	Syab.g_00292
OG0000481	Praj.g_00320	Syab.g_00290
OG0000482	Praj.g_00321	Syab.g_00289
OG0000483	Praj.g_00324	Syab.g_00285
OG0000484	Praj.g_00325	Syab.g_00284
OG0000485	Praj.g_00326	Syab.g_00283
OG0000486	Praj.g_00327	Syab.g_00282
OG0000487	Praj.g_00330	Syab.g_00276
OG0000488	Praj.g_00333	Syab.g_00272
OG0000489	Praj.g_00338	Syab.g_00256
OG0000490	Praj.g_00343	Syab.g_00247
OG0000491	Praj.g_00344	Syab.g_00245
OG0000492	Praj.g_00346	Syab.g_00243
OG0000493	Praj.g_00347	Syab.g_00242
OG0000494	Praj.g_00348	Syab.g_00241
OG0000495	Praj.g_00349	Syab.g_00240
OG0000496	Praj.g_00350	Syab.g_00239
OG0000497	Praj.g_00351	Syab.g_00238
OG0000498	Praj.g_00352	Syab.g_00237
OG0000499	Praj.g_00353	Syab.g_00236
OG0000500	Praj.g_00354	Syab.g_00235
OG0000501	Praj.g_00356	Syab.g_00232
OG0000502	Praj.g_00359	Syab.g_00224
OG0000503	Praj.g_00380	Syab.g_00523
OG0000504	Praj.g_00382	Syab.g_00525
OG0000505	Praj.g_00383	Syab.g_00526
OG0000506	Praj.g_00384	Syab.g_00528
OG0000507	Praj.g_00387	Syab.g_00533
OG0000508	Praj.g_00390	Syab.g_00537
OG0000509	Praj.g_00392	Syab.g_00539
OG0000510	Praj.g_00393	Syab.g_00540
OG0000511	Praj.g_00394	Syab.g_00541
OG0000512	Praj.g_00396	Syab.g_00543
OG0000513	Praj.g_00406	Syab.g_00555
OG0000514	Praj.g_00425	Syab.g_00566
OG0000515	Praj.g_00426	Syab.g_00567
OG0000516	Praj.g_00427	Syab.g_00575
OG0000517	Praj.g_00429	Syab.g_00582
OG0000518	Praj.g_00440	Syab.g_00594
OG0000519	Praj.g_00441	Syab.g_00610
OG0000520	Praj.g_00442	Syab.g_00611
OG0000521	Praj.g_00447	Syab.g_00624
OG0000522	Praj.g_00449	Syab.g_00626
OG0000523	Praj.g_00450	Syab.g_00627
OG0000524	Praj.g_00457	Syab.g_00640
OG0000525	Praj.g_00461	Syab.g_00671
OG0000526	Praj.g_00462	Syab.g_00689
OG0000527	Praj.g_00465	Syab.g_00695
OG0000528	Praj.g_00471	Syab.g_02092
OG0000529	Praj.g_00474	Syab.g_02097
OG0000530	Praj.g_00477	Syab.g_02100
OG0000531	Praj.g_00478	Syab.g_02101
OG0000532	Praj.g_00479	Syab.g_02104
OG0000533	Praj.g_00480	Syab.g_02106
OG0000534	Praj.g_00481	Syab.g_02107
OG0000535	Praj.g_00482	Syab.g_02108
OG0000536	Praj.g_00483	Syab.g_02109
OG0000537	Praj.g_00484	Syab.g_02110
OG0000538	Praj.g_00492	Syab.g_02122
OG0000539	Praj.g_00493	Syab.g_02123
OG0000540	Praj.g_00494	Syab.g_02124
OG0000541	Praj.g_00495	Syab.g_02125
OG0000542	Praj.g_00497	Syab.g_02128
OG0000543	Praj.g_00499	Syab.g_02130
OG0000544	Praj.g_00500	Syab.g_02131
OG0000545	Praj.g_00502	Syab.g_02133
OG0000546	Praj.g_00505	Syab.g_02135
OG0000547	Praj.g_00507	Syab.g_02137
OG0000548	Praj.g_00508	Syab.g_02138
OG0000549	Praj.g_00511	Syab.g_02144
OG0000550	Praj.g_00515	Syab.g_02149
OG0000551	Praj.g_00518	Syab.g_02153
OG0000552	Praj.g_00519	Syab.g_02154
OG0000553	Praj.g_00520	Syab.g_02046
OG0000554	Praj.g_00525	Syab.g_02040
OG0000555	Praj.g_00533	Syab.g_02026
OG0000556	Praj.g_00535	Syab.g_02022
OG0000557	Praj.g_00536	Syab.g_02019
OG0000558	Praj.g_00538	Syab.g_02016
OG0000559	Praj.g_00542	Syab.g_02012
OG0000560	Praj.g_00545	Syab.g_02009
OG0000561	Praj.g_00546	Syab.g_02008
OG0000562	Praj.g_00547	Syab.g_02007
OG0000563	Praj.g_00548	Syab.g_02006
OG0000564	Praj.g_00549	Syab.g_02005
OG0000565	Praj.g_00552	Syab.g_02001
OG0000566	Praj.g_00554	Syab.g_01997
OG0000567	Praj.g_00558	Syab.g_01993
OG0000568	Praj.g_00559	Syab.g_01991
OG0000569	Praj.g_00560	Syab.g_01990
OG0000570	Praj.g_00561	Syab.g_01989
OG0000571	Praj.g_00563	Syab.g_01986
OG0000572	Praj.g_00574	Syab.g_01969
OG0000573	Praj.g_00579	Syab.g_01960
