Orthogroup	Praj	Syae
OG0000125	Praj.g_02091	Syae.g_01573
OG0000126	Praj.g_02144	Syae.g_01706
OG0000128	Praj.g_00011	Syae.g_01724
OG0000129	Praj.g_00048	Syae.g_01562
OG0000130	Praj.g_00107	Syae.g_01284
OG0000131	Praj.g_00185	Syae.g_01428
OG0000132	Praj.g_00204	Syae.g_01447
OG0000133	Praj.g_00357	Syae.g_00356
OG0000134	Praj.g_00405	Syae.g_02222
OG0000135	Praj.g_01279	Syae.g_01608
OG0000136	Praj.g_00435	Syae.g_00989
OG0000137	Praj.g_00467	Syae.g_02530
OG0000138	Praj.g_00487	Syae.g_02325
OG0000139	Praj.g_00528	Syae.g_02380
OG0000140	Praj.g_00529	Syae.g_02383
OG0000141	Praj.g_00595	Syae.g_00016
OG0000142	Praj.g_00623	Syae.g_00074
OG0000143	Praj.g_00627	Syae.g_00078
OG0000144	Praj.g_00640	Syae.g_00261
OG0000145	Praj.g_01054	Syae.g_02331
OG0000146	Praj.g_00937	Syae.g_00350
OG0000147	Praj.g_00936	Syae.g_00349
OG0000148	Praj.g_00787	Syae.g_00500
OG0000149	Praj.g_00819	Syae.g_00847
OG0000150	Praj.g_00828	Syae.g_00017
OG0000151	Praj.g_00898	Syae.g_00563
OG0000152	Praj.g_01601, Praj.g_00946	Syae.g_00360
OG0000153	Praj.g_00965	Syae.g_00394
OG0000154	Praj.g_00995	Syae.g_00420
OG0000155	Praj.g_01440	Syae.g_00885
OG0000156	Praj.g_01517	Syae.g_00945
OG0000157	Praj.g_01518	Syae.g_00946
OG0000158	Praj.g_01995	Syae.g_01858
OG0000160	Praj.g_01633	Syae.g_02650
OG0000161	Praj.g_01639	Syae.g_02644
OG0000162	Praj.g_01645	Syae.g_02638
OG0000163	Praj.g_01681	Syae.g_01092
OG0000164	Praj.g_01790	Syae.g_01198
OG0000165	Praj.g_01798	Syae.g_01021
OG0000166	Praj.g_01915	Syae.g_02085
OG0000167	Praj.g_01985	Syae.g_01874
OG0000168	Praj.g_01996	Syae.g_01856
OG0000169	Praj.g_02006	Syae.g_01841
OG0000170	Praj.g_02008	Syae.g_01834
OG0000171	Praj.g_02030	Syae.g_01810
OG0000172	Praj.g_02061	Syae.g_01788
OG0000173	Praj.g_02076	Syae.g_01770
OG0000174	Praj.g_02107	Syae.g_01610
OG0000175	Praj.g_02125	Syae.g_01679
OG0000176	Praj.g_00004	Syae.g_01716
OG0000177	Praj.g_00005	Syae.g_01717
OG0000178	Praj.g_00006	Syae.g_01718
OG0000179	Praj.g_00016	Syae.g_01733
OG0000180	Praj.g_00017	Syae.g_01734
OG0000181	Praj.g_00018	Syae.g_01735
OG0000182	Praj.g_00019	Syae.g_01736
OG0000183	Praj.g_00023	Syae.g_01740
OG0000184	Praj.g_00050	Syae.g_01554
OG0000185	Praj.g_00053	Syae.g_01551
OG0000186	Praj.g_00102	Syae.g_01279
OG0000187	Praj.g_00103	Syae.g_01280
OG0000188	Praj.g_00120	Syae.g_01323
OG0000189	Praj.g_00134	Syae.g_01350
OG0000190	Praj.g_00135	Syae.g_01352
OG0000191	Praj.g_00158	Syae.g_01384
OG0000192	Praj.g_00162	Syae.g_01390
OG0000193	Praj.g_00186	Syae.g_01429
OG0000194	Praj.g_00189	Syae.g_01432
OG0000195	Praj.g_00191	Syae.g_01434
OG0000196	Praj.g_00201	Syae.g_01444
OG0000197	Praj.g_00202	Syae.g_01445
OG0000198	Praj.g_00203	Syae.g_01446
OG0000199	Praj.g_00210	Syae.g_01454
OG0000200	Praj.g_00223	Syae.g_01471
OG0000201	Praj.g_00232	Syae.g_01487
OG0000202	Praj.g_00233	Syae.g_01488
OG0000203	Praj.g_00234	Syae.g_01489
OG0000204	Praj.g_00235	Syae.g_01490
OG0000205	Praj.g_00242	Syae.g_01497
OG0000206	Praj.g_00246	Syae.g_01504
OG0000207	Praj.g_00248	Syae.g_01506
OG0000208	Praj.g_00249	Syae.g_01507
OG0000209	Praj.g_00258	Syae.g_01528
OG0000210	Praj.g_00259	Syae.g_01529
OG0000211	Praj.g_00273	Syae.g_02234
OG0000212	Praj.g_00281	Syae.g_02244
OG0000213	Praj.g_00296	Syae.g_02003
OG0000214	Praj.g_00304	Syae.g_01986
OG0000215	Praj.g_00328	Syae.g_01955
OG0000216	Praj.g_00329	Syae.g_01951
OG0000217	Praj.g_00332	Syae.g_01947
OG0000218	Praj.g_00334	Syae.g_01945
OG0000219	Praj.g_00335	Syae.g_01944
OG0000220	Praj.g_00336	Syae.g_01943
OG0000221	Praj.g_00337	Syae.g_01937
OG0000222	Praj.g_00345	Syae.g_01926
OG0000223	Praj.g_00358	Syae.g_01904
OG0000224	Praj.g_00360	Syae.g_01897
OG0000225	Praj.g_00391	Syae.g_02208
OG0000226	Praj.g_00395	Syae.g_02212
OG0000227	Praj.g_00397	Syae.g_02214
OG0000228	Praj.g_00402	Syae.g_02218
OG0000229	Praj.g_00430	Syae.g_00994
OG0000230	Praj.g_00432	Syae.g_00992
OG0000231	Praj.g_00443	Syae.g_00980
OG0000232	Praj.g_00451	Syae.g_02496
OG0000233	Praj.g_00459	Syae.g_02504
OG0000234	Praj.g_00468	Syae.g_02532
OG0000235	Praj.g_00472	Syae.g_02308
OG0000236	Praj.g_00485	Syae.g_02323
OG0000237	Praj.g_00498	Syae.g_02340
OG0000238	Praj.g_00504	Syae.g_02345
OG0000239	Praj.g_00516	Syae.g_02360
OG0000240	Praj.g_00517	Syae.g_02361
OG0000241	Praj.g_00521	Syae.g_00065
OG0000242	Praj.g_00523	Syae.g_02372
OG0000243	Praj.g_00534	Syae.g_02391
OG0000244	Praj.g_00537	Syae.g_02399
OG0000245	Praj.g_00539	Syae.g_02401
OG0000246	Praj.g_00543	Syae.g_02405
OG0000247	Praj.g_00553	Syae.g_02416
OG0000248	Praj.g_00555	Syae.g_02419
OG0000249	Praj.g_00557	Syae.g_02421
OG0000250	Praj.g_00562	Syae.g_02431
OG0000251	Praj.g_00578	Syae.g_02455
OG0000252	Praj.g_00580	Syae.g_02458
OG0000253	Praj.g_00582	Syae.g_02459
OG0000254	Praj.g_00599	Syae.g_00021
OG0000255	Praj.g_00605	Syae.g_00041
OG0000256	Praj.g_00615	Syae.g_00058
OG0000257	Praj.g_00618	Syae.g_00064
OG0000258	Praj.g_00631	Syae.g_00083
OG0000259	Praj.g_00648	Syae.g_00608
OG0000260	Praj.g_00651	Syae.g_00603
OG0000261	Praj.g_00654	Syae.g_00600
OG0000262	Praj.g_00659	Syae.g_00595
OG0000263	Praj.g_00673	Syae.g_00671
OG0000264	Praj.g_00684	Syae.g_00761
OG0000265	Praj.g_00698	Syae.g_00932, Syae.g_00226
OG0000266	Praj.g_00708	Syae.g_00457
OG0000267	Praj.g_00721	Syae.g_00304
OG0000268	Praj.g_00722	Syae.g_00308
OG0000269	Praj.g_00764	Syae.g_00526
OG0000270	Praj.g_00767	Syae.g_00523
OG0000271	Praj.g_00775	Syae.g_00515
OG0000272	Praj.g_00776	Syae.g_00514
OG0000273	Praj.g_00801	Syae.g_00825
OG0000274	Praj.g_00802	Syae.g_00826
OG0000275	Praj.g_00804	Syae.g_00832
OG0000276	Praj.g_00810	Syae.g_00839
OG0000277	Praj.g_00811	Syae.g_00840
OG0000278	Praj.g_00815	Syae.g_00843
OG0000279	Praj.g_00822	Syae.g_00851
OG0000280	Praj.g_01326	Syae.g_00877
OG0000281	Praj.g_00829	Syae.g_02057
OG0000282	Praj.g_00889	Syae.g_00573
OG0000283	Praj.g_00920	Syae.g_00321
OG0000284	Praj.g_00925	Syae.g_00327
OG0000285	Praj.g_00930	Syae.g_00340
OG0000286	Praj.g_00945	Syae.g_00359
OG0000287	Praj.g_00085	Syae.g_00387
OG0000288	Praj.g_00994	Syae.g_00419
OG0000289	Praj.g_01005	Syae.g_00433
OG0000290	Praj.g_01021	Syae.g_00796
OG0000291	Praj.g_01023	Syae.g_00794
OG0000292	Praj.g_01196	Syae.g_01705
OG0000293	Praj.g_01470	Syae.g_00938
OG0000294	Praj.g_01469	Syae.g_00937
OG0000295	Praj.g_01447	Syae.g_00893
OG0000296	Praj.g_01445	Syae.g_00891
OG0000297	Praj.g_01437	Syae.g_00645
OG0000298	Praj.g_01436	Syae.g_00646
OG0000299	Praj.g_01417	Syae.g_00680
OG0000300	Praj.g_01414	Syae.g_00686
OG0000301	Praj.g_01413	Syae.g_00687
OG0000302	Praj.g_01410	Syae.g_00691
OG0000303	Praj.g_01405	Syae.g_00700
OG0000304	Praj.g_01402	Syae.g_00706
OG0000305	Praj.g_01734	Syae.g_00791
OG0000306	Praj.g_00833	Syae.g_00277
OG0000307	Praj.g_01584	Syae.g_02290
OG0000308	Praj.g_01585	Syae.g_02288
OG0000309	Praj.g_01589	Syae.g_02283
OG0000310	Praj.g_01616	Syae.g_02687
OG0000311	Praj.g_01618	Syae.g_02682
OG0000312	Praj.g_01621	Syae.g_02664
OG0000313	Praj.g_01636	Syae.g_02647
OG0000314	Praj.g_01657	Syae.g_02618
OG0000315	Praj.g_01667	Syae.g_02609
OG0000316	Praj.g_01692	Syae.g_01118
OG0000317	Praj.g_01766	Syae.g_01160
OG0000318	Praj.g_01769	Syae.g_01164
OG0000319	Praj.g_01780	Syae.g_01181
OG0000320	Praj.g_01782	Syae.g_01183
OG0000321	Praj.g_01783	Syae.g_01184
OG0000322	Praj.g_01784	Syae.g_01185
OG0000323	Praj.g_01793	Syae.g_01200
OG0000324	Praj.g_01820	Syae.g_01049
OG0000325	Praj.g_01870	Syae.g_02033
OG0000326	Praj.g_01876	Syae.g_02040
OG0000327	Praj.g_01910	Syae.g_02080
OG0000328	Praj.g_01911	Syae.g_02081
OG0000329	Praj.g_01928	Syae.g_02099
OG0000330	Praj.g_01929	Syae.g_02100
OG0000331	Praj.g_01930	Syae.g_02101
OG0000332	Praj.g_01944	Syae.g_02116
OG0000333	Praj.g_01946	Syae.g_02119
OG0000334	Praj.g_01955	Syae.g_02128
OG0000335	Praj.g_01960	Syae.g_02132
OG0000336	Praj.g_01964	Syae.g_02136
OG0000337	Praj.g_01982	Syae.g_01879
OG0000338	Praj.g_01983	Syae.g_01876
OG0000339	Praj.g_01988	Syae.g_01869
OG0000340	Praj.g_01997	Syae.g_01855
OG0000341	Praj.g_01999	Syae.g_01853
OG0000342	Praj.g_02000	Syae.g_01852
OG0000343	Praj.g_02001	Syae.g_01848
OG0000344	Praj.g_02004	Syae.g_01843
OG0000345	Praj.g_02009	Syae.g_01833
OG0000346	Praj.g_02013	Syae.g_01828
OG0000347	Praj.g_02034	Syae.g_01805
OG0000348	Praj.g_02064	Syae.g_01781
OG0000349	Praj.g_02082	Syae.g_01763
OG0000350	Praj.g_02103	Syae.g_02047
OG0000351	Praj.g_02128	Syae.g_01684
OG0000352	Praj.g_02129	Syae.g_01685
OG0000353	Praj.g_02148	Syae.g_01711
OG0000355	Praj.g_00001	Syae.g_01713
OG0000356	Praj.g_00002	Syae.g_01714
OG0000357	Praj.g_00003	Syae.g_01715
OG0000358	Praj.g_00007	Syae.g_01719
OG0000359	Praj.g_00008	Syae.g_01721
OG0000360	Praj.g_00009	Syae.g_01722
OG0000361	Praj.g_00010	Syae.g_01723
OG0000362	Praj.g_00012	Syae.g_01725
OG0000363	Praj.g_00014	Syae.g_01727
OG0000364	Praj.g_00015	Syae.g_01728
OG0000365	Praj.g_00020	Syae.g_01737
OG0000366	Praj.g_00021	Syae.g_01738
OG0000367	Praj.g_00022	Syae.g_01739
OG0000368	Praj.g_00024	Syae.g_01741
OG0000369	Praj.g_00025	Syae.g_01742
OG0000370	Praj.g_00026	Syae.g_01743
OG0000371	Praj.g_00032	Syae.g_01751
OG0000372	Praj.g_00034	Syae.g_01756
OG0000373	Praj.g_00035	Syae.g_01757
OG0000374	Praj.g_00036	Syae.g_01758
OG0000375	Praj.g_00044	Syae.g_01759
OG0000376	Praj.g_00046	Syae.g_01761
OG0000377	Praj.g_00049	Syae.g_01561
OG0000378	Praj.g_00051	Syae.g_01553
OG0000379	Praj.g_00054	Syae.g_01550
OG0000380	Praj.g_00104	Syae.g_01281
OG0000381	Praj.g_00108	Syae.g_01285
OG0000382	Praj.g_00119	Syae.g_01322
OG0000383	Praj.g_00121	Syae.g_01324
OG0000384	Praj.g_00122	Syae.g_01325
OG0000385	Praj.g_00123	Syae.g_01326
OG0000386	Praj.g_00124	Syae.g_01327
OG0000387	Praj.g_00137	Syae.g_01354
OG0000388	Praj.g_00141	Syae.g_01358
OG0000389	Praj.g_00144	Syae.g_01362
OG0000390	Praj.g_00153	Syae.g_01378
OG0000391	Praj.g_00157	Syae.g_01383
OG0000392	Praj.g_00160	Syae.g_01389
OG0000393	Praj.g_00163	Syae.g_01392
OG0000394	Praj.g_00164	Syae.g_01393
OG0000395	Praj.g_00165	Syae.g_01394
OG0000396	Praj.g_00168	Syae.g_01397
OG0000397	Praj.g_00170	Syae.g_01400
OG0000398	Praj.g_00173	Syae.g_01405
OG0000399	Praj.g_00174	Syae.g_01406
OG0000400	Praj.g_00175	Syae.g_01407
OG0000401	Praj.g_00176	Syae.g_01408
OG0000402	Praj.g_01057	Syae.g_01410
OG0000403	Praj.g_00177	Syae.g_01411
OG0000404	Praj.g_00178	Syae.g_01412
OG0000405	Praj.g_00183	Syae.g_01426
OG0000406	Praj.g_00187	Syae.g_01430
OG0000407	Praj.g_00188	Syae.g_01431
OG0000408	Praj.g_00190	Syae.g_01433
OG0000409	Praj.g_00192	Syae.g_01435
OG0000410	Praj.g_00193	Syae.g_01436
OG0000411	Praj.g_00194	Syae.g_01437
OG0000412	Praj.g_00195	Syae.g_01438
OG0000413	Praj.g_00196	Syae.g_01440
OG0000415	Praj.g_00198	Syae.g_01441
OG0000416	Praj.g_00199	Syae.g_01442
OG0000417	Praj.g_00200	Syae.g_01443
OG0000418	Praj.g_00205	Syae.g_01448
OG0000419	Praj.g_00207	Syae.g_01450
OG0000420	Praj.g_00208	Syae.g_01452
OG0000421	Praj.g_00212	Syae.g_01457
OG0000422	Praj.g_00213	Syae.g_01458
OG0000423	Praj.g_00214	Syae.g_01459
OG0000424	Praj.g_00215	Syae.g_01460
OG0000425	Praj.g_00216	Syae.g_01461
OG0000426	Praj.g_00217	Syae.g_01462
OG0000427	Praj.g_00218	Syae.g_01463
OG0000428	Praj.g_00220	Syae.g_01466
OG0000429	Praj.g_00221	Syae.g_01468
OG0000430	Praj.g_00222	Syae.g_01470
OG0000431	Praj.g_00224	Syae.g_01473
OG0000432	Praj.g_00228	Syae.g_01481
OG0000433	Praj.g_00229	Syae.g_01484
OG0000434	Praj.g_00230	Syae.g_01485
OG0000435	Praj.g_00231	Syae.g_01486
OG0000436	Praj.g_00236	Syae.g_01491
OG0000437	Praj.g_00237	Syae.g_01492
OG0000438	Praj.g_00238	Syae.g_01493
OG0000439	Praj.g_00240	Syae.g_01495
OG0000440	Praj.g_00241	Syae.g_01496
OG0000441	Praj.g_00243	Syae.g_01501
OG0000442	Praj.g_00244	Syae.g_01502
OG0000443	Praj.g_00245	Syae.g_01503
OG0000444	Praj.g_00250	Syae.g_01509
OG0000445	Praj.g_00251	Syae.g_01510
OG0000446	Praj.g_00252	Syae.g_01512
OG0000447	Praj.g_00253	Syae.g_01517
OG0000448	Praj.g_00254	Syae.g_01518
OG0000449	Praj.g_00255	Syae.g_01519
OG0000450	Praj.g_00256	Syae.g_01525
OG0000451	Praj.g_00257	Syae.g_01526
OG0000452	Praj.g_00260	Syae.g_01530
OG0000453	Praj.g_00261	Syae.g_01531
OG0000454	Praj.g_00262	Syae.g_01532
OG0000455	Praj.g_00263	Syae.g_01533
OG0000456	Praj.g_00264	Syae.g_01534
OG0000457	Praj.g_00265	Syae.g_01536
OG0000458	Praj.g_00266	Syae.g_01538
OG0000459	Praj.g_00267	Syae.g_01539
OG0000460	Praj.g_00275	Syae.g_02236
OG0000461	Praj.g_00283	Syae.g_02024
OG0000462	Praj.g_00285	Syae.g_02021
OG0000463	Praj.g_00286	Syae.g_02020
OG0000464	Praj.g_00287	Syae.g_02019
OG0000465	Praj.g_00288	Syae.g_02018
OG0000466	Praj.g_00289	Syae.g_02014
OG0000467	Praj.g_00290	Syae.g_02012
OG0000468	Praj.g_00292	Syae.g_02007
OG0000469	Praj.g_00299	Syae.g_01992
OG0000470	Praj.g_00301	Syae.g_01990
OG0000471	Praj.g_00302	Syae.g_01989
OG0000472	Praj.g_00303	Syae.g_01987
OG0000473	Praj.g_00305	Syae.g_01985
OG0000474	Praj.g_00306	Syae.g_01984
OG0000475	Praj.g_00307	Syae.g_01983
OG0000476	Praj.g_00309	Syae.g_01981
OG0000477	Praj.g_00311	Syae.g_01975
OG0000478	Praj.g_00312	Syae.g_01974
OG0000479	Praj.g_00313	Syae.g_01973
OG0000480	Praj.g_00318	Syae.g_01966
OG0000481	Praj.g_00320	Syae.g_01964
OG0000482	Praj.g_00321	Syae.g_01963
OG0000483	Praj.g_00324	Syae.g_01959
OG0000484	Praj.g_00325	Syae.g_01958
OG0000485	Praj.g_00326	Syae.g_01957
OG0000486	Praj.g_00327	Syae.g_01956
OG0000487	Praj.g_00330	Syae.g_01950
OG0000488	Praj.g_00333	Syae.g_01946
OG0000489	Praj.g_00338	Syae.g_01936
OG0000490	Praj.g_00343	Syae.g_01928
OG0000491	Praj.g_00344	Syae.g_01927
OG0000492	Praj.g_00346	Syae.g_01925
OG0000493	Praj.g_00347	Syae.g_01924
OG0000494	Praj.g_00348	Syae.g_01923
OG0000495	Praj.g_00349	Syae.g_01922
OG0000496	Praj.g_00350	Syae.g_01921
OG0000497	Praj.g_00351	Syae.g_01920
OG0000498	Praj.g_00352	Syae.g_01919
OG0000499	Praj.g_00353	Syae.g_01918
OG0000500	Praj.g_00354	Syae.g_01917
OG0000501	Praj.g_00356	Syae.g_01914
OG0000502	Praj.g_00359	Syae.g_01902
OG0000503	Praj.g_00380	Syae.g_02192
OG0000504	Praj.g_00382	Syae.g_02194
OG0000505	Praj.g_00383	Syae.g_02195
OG0000506	Praj.g_00384	Syae.g_02197
OG0000507	Praj.g_00387	Syae.g_02203
OG0000508	Praj.g_00390	Syae.g_02207
OG0000509	Praj.g_00392	Syae.g_02209
OG0000510	Praj.g_00393	Syae.g_02210
OG0000511	Praj.g_00394	Syae.g_02211
OG0000512	Praj.g_00396	Syae.g_02213
OG0000513	Praj.g_00406	Syae.g_02223
OG0000514	Praj.g_00425	Syae.g_02229
OG0000515	Praj.g_00426	Syae.g_02230
OG0000516	Praj.g_00427	Syae.g_01000
OG0000517	Praj.g_00429	Syae.g_00995
OG0000518	Praj.g_00440	Syae.g_00983
OG0000519	Praj.g_00441	Syae.g_00982
OG0000520	Praj.g_00442	Syae.g_00981
OG0000521	Praj.g_00447	Syae.g_02491
OG0000522	Praj.g_00449	Syae.g_02493
OG0000523	Praj.g_00450	Syae.g_02494
OG0000524	Praj.g_00457	Syae.g_02501
OG0000525	Praj.g_00461	Syae.g_02520
OG0000526	Praj.g_00462	Syae.g_02523
OG0000527	Praj.g_00465	Syae.g_02528
OG0000528	Praj.g_00471	Syae.g_02304
OG0000529	Praj.g_00474	Syae.g_02310
OG0000530	Praj.g_00477	Syae.g_02313
OG0000531	Praj.g_00478	Syae.g_02314
OG0000532	Praj.g_00479	Syae.g_02317
OG0000533	Praj.g_00480	Syae.g_02318
OG0000534	Praj.g_00481	Syae.g_02319
OG0000535	Praj.g_00482	Syae.g_02320
OG0000536	Praj.g_00483	Syae.g_02321
OG0000537	Praj.g_00484	Syae.g_02322
OG0000538	Praj.g_00492	Syae.g_02333
OG0000539	Praj.g_00493	Syae.g_02334
OG0000540	Praj.g_00494	Syae.g_02335
OG0000541	Praj.g_00495	Syae.g_02336
OG0000542	Praj.g_00497	Syae.g_02339
OG0000543	Praj.g_00499	Syae.g_02341
OG0000544	Praj.g_00500	Syae.g_02342
OG0000545	Praj.g_00502	Syae.g_02344
OG0000546	Praj.g_00505	Syae.g_02346
OG0000547	Praj.g_00507	Syae.g_02348
OG0000548	Praj.g_00508	Syae.g_02349
OG0000549	Praj.g_00511	Syae.g_02354
OG0000550	Praj.g_00515	Syae.g_02358
OG0000551	Praj.g_00518	Syae.g_02363
OG0000552	Praj.g_00519	Syae.g_02364
OG0000553	Praj.g_00520	Syae.g_02366
OG0000554	Praj.g_00525	Syae.g_02375
OG0000555	Praj.g_00533	Syae.g_02390
OG0000556	Praj.g_00535	Syae.g_02394
OG0000557	Praj.g_00536	Syae.g_02398
OG0000558	Praj.g_00538	Syae.g_02400
OG0000559	Praj.g_00542	Syae.g_02404
OG0000560	Praj.g_00545	Syae.g_02407
OG0000561	Praj.g_00546	Syae.g_02408
OG0000562	Praj.g_00547	Syae.g_02409
OG0000563	Praj.g_00548	Syae.g_02410
OG0000564	Praj.g_00549	Syae.g_02411
OG0000565	Praj.g_00552	Syae.g_02414
OG0000566	Praj.g_00554	Syae.g_02418
OG0000567	Praj.g_00558	Syae.g_02422
OG0000568	Praj.g_00559	Syae.g_02427
OG0000569	Praj.g_00560	Syae.g_02428
OG0000570	Praj.g_00561	Syae.g_02429
OG0000571	Praj.g_00563	Syae.g_02433
OG0000572	Praj.g_00574	Syae.g_02448
OG0000573	Praj.g_00579	Syae.g_02456
OG0000574	Praj.g_00581	Syae.g_02457
OG0000575	Praj.g_00584	Syae.g_02461
OG0000576	Praj.g_00586	Syae.g_02463
OG0000577	Praj.g_00587	Syae.g_02464
OG0000578	Praj.g_00588	Syae.g_02465
OG0000579	Praj.g_00589	Syae.g_02466
OG0000580	Praj.g_00590	Syae.g_02467
OG0000581	Praj.g_00593	Syae.g_02473
OG0000582	Praj.g_00596	Syae.g_00018
