Orthogroup	Praj	Pras
OG0000086	Praj.g_00126	Pras.g_00939
OG0000087	Praj.g_00179	Pras.g_00990
OG0000088	Praj.g_00206	Pras.g_01017
OG0000089	Praj.g_00403	Pras.g_01209
OG0000090	Praj.g_00524	Pras.g_01410
OG0000091	Praj.g_00630	Pras.g_01518
OG0000093	Praj.g_00754	Pras.g_01827
OG0000094	Praj.g_00846	Pras.g_01915
OG0000095	Praj.g_01024	Pras.g_01934
OG0000096	Praj.g_01249	Pras.g_00004, Pras.g_00163
OG0000097	Praj.g_01416	Pras.g_00098
OG0000098	Praj.g_01546	Pras.g_00232
OG0000099	Praj.g_00372	Pras.g_00294
OG0000100	Praj.g_01709	Pras.g_00427
OG0000101	Praj.g_01952	Pras.g_00687
OG0000102	Praj.g_02017	Pras.g_00748
OG0000103	Praj.g_02135	Pras.g_00829
OG0000104	Praj.g_02145	Pras.g_00838
OG0000105	Praj.g_00310	Pras.g_01126
OG0000106	Praj.g_01156, Praj.g_01282	Pras.g_01223
OG0000107	Praj.g_01869	Pras.g_01239
OG0000108	Praj.g_00473	Pras.g_01358
OG0000109	Praj.g_00486	Pras.g_01372
OG0000110	Praj.g_00565	Pras.g_01451
OG0000111	Praj.g_00692	Pras.g_01575
OG0000112	Praj.g_00938	Pras.g_01665
OG0000113	Praj.g_00793, Praj.g_01176	Pras.g_01723
OG0000114	Praj.g_00887	Pras.g_01801
OG0000115	Praj.g_01725	Pras.g_01994
OG0000116	Praj.g_01471	Pras.g_00046
OG0000117	Praj.g_01355	Pras.g_00150
OG0000118	Praj.g_01540	Pras.g_00221, Pras.g_00222
OG0000119	Praj.g_01568	Pras.g_00246
OG0000120	Praj.g_00664	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330
OG0000121	Praj.g_01634	Pras.g_00352
OG0000122	Praj.g_01673	Pras.g_00391
OG0000123	Praj.g_01959	Pras.g_00694
OG0000124	Praj.g_02031	Pras.g_00759
OG0000125	Praj.g_02091	Pras.g_00797
OG0000126	Praj.g_02144	Pras.g_00837
OG0000128	Praj.g_00011	Pras.g_00853
OG0000129	Praj.g_00048	Pras.g_00897
OG0000130	Praj.g_00107	Pras.g_00921
OG0000131	Praj.g_00185	Pras.g_00996
OG0000132	Praj.g_00204	Pras.g_01015
OG0000133	Praj.g_00357	Pras.g_01174
OG0000134	Praj.g_00405	Pras.g_01210
OG0000135	Praj.g_01279	Pras.g_01236
OG0000136	Praj.g_00435	Pras.g_01319
OG0000137	Praj.g_00467	Pras.g_01353
OG0000138	Praj.g_00487	Pras.g_01373
OG0000139	Praj.g_00528	Pras.g_01414
OG0000140	Praj.g_00529	Pras.g_01415
OG0000141	Praj.g_00595	Pras.g_01483
OG0000142	Praj.g_00623	Pras.g_01511
OG0000143	Praj.g_00627	Pras.g_01515
OG0000144	Praj.g_00640	Pras.g_01528
OG0000145	Praj.g_01054	Pras.g_01664
OG0000146	Praj.g_00937	Pras.g_01666
OG0000147	Praj.g_00936	Pras.g_01667
OG0000148	Praj.g_00787	Pras.g_01717
OG0000149	Praj.g_00819	Pras.g_01747
OG0000150	Praj.g_00828	Pras.g_01755
OG0000151	Praj.g_00898	Pras.g_01811
OG0000152	Praj.g_01601, Praj.g_00946	Pras.g_01859
OG0000153	Praj.g_00965	Pras.g_01878
OG0000154	Praj.g_00995	Pras.g_01908
OG0000155	Praj.g_01440	Pras.g_00076
OG0000156	Praj.g_01517	Pras.g_00197
OG0000157	Praj.g_01518	Pras.g_00198
OG0000158	Praj.g_01995	Pras.g_00289
OG0000160	Praj.g_01633	Pras.g_00351
OG0000161	Praj.g_01639	Pras.g_00357
OG0000162	Praj.g_01645	Pras.g_00363
OG0000163	Praj.g_01681	Pras.g_00399
OG0000164	Praj.g_01790	Pras.g_00574
OG0000165	Praj.g_01798	Pras.g_00581
OG0000166	Praj.g_01915	Pras.g_00651
OG0000167	Praj.g_01985	Pras.g_00717
OG0000168	Praj.g_01996	Pras.g_00727
OG0000169	Praj.g_02006	Pras.g_00737
OG0000170	Praj.g_02008	Pras.g_00739
OG0000171	Praj.g_02030	Pras.g_00758
OG0000172	Praj.g_02061	Pras.g_00768
OG0000173	Praj.g_02076	Pras.g_00783
OG0000174	Praj.g_02107	Pras.g_00811, Pras.g_00810
OG0000175	Praj.g_02125	Pras.g_00821
OG0000176	Praj.g_00004	Pras.g_00846
OG0000177	Praj.g_00005	Pras.g_00847
OG0000178	Praj.g_00006	Pras.g_00848
OG0000179	Praj.g_00016	Pras.g_00858
OG0000180	Praj.g_00017	Pras.g_00859
OG0000181	Praj.g_00018	Pras.g_00860
OG0000182	Praj.g_00019	Pras.g_00861
OG0000183	Praj.g_00023	Pras.g_00865
OG0000184	Praj.g_00050	Pras.g_00899
OG0000185	Praj.g_00053	Pras.g_00902
OG0000186	Praj.g_00102	Pras.g_00916
OG0000187	Praj.g_00103	Pras.g_00917
OG0000188	Praj.g_00120	Pras.g_00933
OG0000189	Praj.g_00134	Pras.g_00947
OG0000190	Praj.g_00135	Pras.g_00948
OG0000191	Praj.g_00158	Pras.g_00968
OG0000192	Praj.g_00162	Pras.g_00972
OG0000193	Praj.g_00186	Pras.g_00997
OG0000194	Praj.g_00189	Pras.g_01000
OG0000195	Praj.g_00191	Pras.g_01002
OG0000196	Praj.g_00201	Pras.g_01012
OG0000197	Praj.g_00202	Pras.g_01013
OG0000198	Praj.g_00203	Pras.g_01014
OG0000199	Praj.g_00210	Pras.g_01021
OG0000200	Praj.g_00223	Pras.g_01035
OG0000201	Praj.g_00232	Pras.g_01043
OG0000202	Praj.g_00233	Pras.g_01044
OG0000203	Praj.g_00234	Pras.g_01045
OG0000204	Praj.g_00235	Pras.g_01046
OG0000205	Praj.g_00242	Pras.g_01053
OG0000206	Praj.g_00246	Pras.g_01058, Pras.g_01059
OG0000207	Praj.g_00248	Pras.g_01061
OG0000208	Praj.g_00249	Pras.g_01062
OG0000209	Praj.g_00258	Pras.g_01071
OG0000210	Praj.g_00259	Pras.g_01072
OG0000211	Praj.g_00273	Pras.g_01085
OG0000212	Praj.g_00281	Pras.g_01092
OG0000213	Praj.g_00296	Pras.g_01109
OG0000214	Praj.g_00304	Pras.g_01119
OG0000215	Praj.g_00328	Pras.g_01144
OG0000216	Praj.g_00329	Pras.g_01145
OG0000217	Praj.g_00332	Pras.g_01148
OG0000218	Praj.g_00334	Pras.g_01150
OG0000219	Praj.g_00335	Pras.g_01151
OG0000220	Praj.g_00336	Pras.g_01152
OG0000221	Praj.g_00337	Pras.g_01153
OG0000222	Praj.g_00345	Pras.g_01162
OG0000223	Praj.g_00358	Pras.g_01175
OG0000224	Praj.g_00360	Pras.g_01177
OG0000225	Praj.g_00391	Pras.g_01199
OG0000226	Praj.g_00395	Pras.g_01203
OG0000227	Praj.g_00397	Pras.g_01205
OG0000228	Praj.g_00402	Pras.g_01208
OG0000229	Praj.g_00430	Pras.g_01314
OG0000230	Praj.g_00432	Pras.g_01316
OG0000231	Praj.g_00443	Pras.g_01327
OG0000232	Praj.g_00451	Pras.g_01335
OG0000233	Praj.g_00459	Pras.g_01341
OG0000234	Praj.g_00468	Pras.g_01354
OG0000235	Praj.g_00472	Pras.g_01357
OG0000236	Praj.g_00485	Pras.g_01371
OG0000237	Praj.g_00498	Pras.g_01384
OG0000238	Praj.g_00504	Pras.g_01390
OG0000239	Praj.g_00516	Pras.g_01402
OG0000240	Praj.g_00517	Pras.g_01403
OG0000241	Praj.g_00521	Pras.g_01407
OG0000242	Praj.g_00523	Pras.g_01409
OG0000243	Praj.g_00534	Pras.g_01420
OG0000244	Praj.g_00537	Pras.g_01423
OG0000245	Praj.g_00539	Pras.g_01425
OG0000246	Praj.g_00543	Pras.g_01429
OG0000247	Praj.g_00553	Pras.g_01439
OG0000248	Praj.g_00555	Pras.g_01441
OG0000249	Praj.g_00557	Pras.g_01443
OG0000250	Praj.g_00562	Pras.g_01448
OG0000251	Praj.g_00578	Pras.g_01467
OG0000252	Praj.g_00580	Pras.g_01470
OG0000253	Praj.g_00582	Pras.g_01471
OG0000254	Praj.g_00599	Pras.g_01487
OG0000255	Praj.g_00605	Pras.g_01493
OG0000256	Praj.g_00615	Pras.g_01503
OG0000257	Praj.g_00618	Pras.g_01506
OG0000258	Praj.g_00631	Pras.g_01519
OG0000259	Praj.g_00648	Pras.g_01536
OG0000260	Praj.g_00651	Pras.g_01539
OG0000261	Praj.g_00654	Pras.g_01541
OG0000262	Praj.g_00659	Pras.g_00327, Pras.g_01545
OG0000263	Praj.g_00673	Pras.g_01557
OG0000264	Praj.g_00684	Pras.g_01567
OG0000265	Praj.g_00698	Pras.g_01606
OG0000266	Praj.g_00708	Pras.g_01616
OG0000267	Praj.g_00721	Pras.g_01627
OG0000268	Praj.g_00722	Pras.g_01628
OG0000269	Praj.g_00764	Pras.g_01696
OG0000270	Praj.g_00767	Pras.g_01699
OG0000271	Praj.g_00775	Pras.g_01707
OG0000272	Praj.g_00776	Pras.g_01708
OG0000273	Praj.g_00801	Pras.g_01731
OG0000274	Praj.g_00802	Pras.g_01732
OG0000275	Praj.g_00804	Pras.g_01734
OG0000276	Praj.g_00810	Pras.g_01739
OG0000277	Praj.g_00811	Pras.g_01740
OG0000278	Praj.g_00815	Pras.g_01743
OG0000279	Praj.g_00822	Pras.g_01750
OG0000280	Praj.g_01326	Pras.g_01751
OG0000281	Praj.g_00829	Pras.g_01756
OG0000282	Praj.g_00889	Pras.g_01803
OG0000283	Praj.g_00920	Pras.g_01836
OG0000284	Praj.g_00925	Pras.g_01841
OG0000285	Praj.g_00930	Pras.g_01846
OG0000286	Praj.g_00945	Pras.g_01858
OG0000287	Praj.g_00085	Pras.g_01875
OG0000288	Praj.g_00994	Pras.g_01907
OG0000289	Praj.g_01005	Pras.g_01918
OG0000290	Praj.g_01021	Pras.g_01931
OG0000291	Praj.g_01023	Pras.g_01933
OG0000292	Praj.g_01196	Pras.g_01982
OG0000293	Praj.g_01470	Pras.g_00047
OG0000294	Praj.g_01469	Pras.g_00048
OG0000295	Praj.g_01447	Pras.g_00068
OG0000296	Praj.g_01445	Pras.g_00070
OG0000297	Praj.g_01437	Pras.g_00078
OG0000298	Praj.g_01436	Pras.g_00079
OG0000299	Praj.g_01417	Pras.g_00096, Pras.g_00097
OG0000300	Praj.g_01414	Pras.g_00100
OG0000301	Praj.g_01413	Pras.g_00101
OG0000302	Praj.g_01410	Pras.g_00103
OG0000303	Praj.g_01405	Pras.g_00110
OG0000304	Praj.g_01402	Pras.g_00114
OG0000305	Praj.g_01734	Pras.g_00242
OG0000306	Praj.g_00833	Pras.g_00245
OG0000307	Praj.g_01584	Pras.g_00259
OG0000308	Praj.g_01585	Pras.g_00260
OG0000309	Praj.g_01589	Pras.g_00264
OG0000310	Praj.g_01616	Pras.g_00335
OG0000311	Praj.g_01618	Pras.g_00337
OG0000312	Praj.g_01621	Pras.g_00340
OG0000313	Praj.g_01636	Pras.g_00354
OG0000314	Praj.g_01657	Pras.g_00377
OG0000315	Praj.g_01667	Pras.g_00388
OG0000316	Praj.g_01692	Pras.g_00410
OG0000317	Praj.g_01766	Pras.g_00548
OG0000318	Praj.g_01769	Pras.g_00551
OG0000319	Praj.g_01780	Pras.g_00564
OG0000320	Praj.g_01782	Pras.g_00566
OG0000321	Praj.g_01783	Pras.g_00567
OG0000322	Praj.g_01784	Pras.g_00568
OG0000323	Praj.g_01793	Pras.g_00577
OG0000324	Praj.g_01820	Pras.g_00604
OG0000325	Praj.g_01870	Pras.g_00614
OG0000326	Praj.g_01876	Pras.g_00620
OG0000327	Praj.g_01910	Pras.g_00646
OG0000328	Praj.g_01911	Pras.g_00647
OG0000329	Praj.g_01928	Pras.g_00664
OG0000330	Praj.g_01929	Pras.g_00665
OG0000331	Praj.g_01930	Pras.g_00666
OG0000332	Praj.g_01944	Pras.g_00680
OG0000333	Praj.g_01946	Pras.g_00682
OG0000334	Praj.g_01955	Pras.g_00690
OG0000335	Praj.g_01960	Pras.g_00695
OG0000336	Praj.g_01964	Pras.g_00699
OG0000337	Praj.g_01982	Pras.g_00715
OG0000338	Praj.g_01983	Pras.g_00716
OG0000339	Praj.g_01988	Pras.g_00720
OG0000340	Praj.g_01997	Pras.g_00728
OG0000341	Praj.g_01999	Pras.g_00730
OG0000342	Praj.g_02000	Pras.g_00731
OG0000343	Praj.g_02001	Pras.g_00732
OG0000344	Praj.g_02004	Pras.g_00735
OG0000345	Praj.g_02009	Pras.g_00740
OG0000346	Praj.g_02013	Pras.g_00744
OG0000347	Praj.g_02034	Pras.g_00761
OG0000348	Praj.g_02064	Pras.g_00771
OG0000349	Praj.g_02082	Pras.g_00788
OG0000350	Praj.g_02103	Pras.g_00806, Pras.g_00131
OG0000351	Praj.g_02128	Pras.g_00824
OG0000352	Praj.g_02129	Pras.g_00825
OG0000353	Praj.g_02148	Pras.g_00841
OG0000355	Praj.g_00001	Pras.g_00843
OG0000356	Praj.g_00002	Pras.g_00844
OG0000357	Praj.g_00003	Pras.g_00845
OG0000358	Praj.g_00007	Pras.g_00849
OG0000359	Praj.g_00008	Pras.g_00850
OG0000360	Praj.g_00009	Pras.g_00851
OG0000361	Praj.g_00010	Pras.g_00852
OG0000362	Praj.g_00012	Pras.g_00854
OG0000363	Praj.g_00014	Pras.g_00856
OG0000364	Praj.g_00015	Pras.g_00857
OG0000365	Praj.g_00020	Pras.g_00862
OG0000366	Praj.g_00021	Pras.g_00863
OG0000367	Praj.g_00022	Pras.g_00864
OG0000368	Praj.g_00024	Pras.g_00866
OG0000369	Praj.g_00025	Pras.g_00867
OG0000370	Praj.g_00026	Pras.g_00868
OG0000371	Praj.g_00032	Pras.g_00874
OG0000372	Praj.g_00034	Pras.g_00877
OG0000373	Praj.g_00035	Pras.g_00878
OG0000374	Praj.g_00036	Pras.g_00879
OG0000375	Praj.g_00044	Pras.g_00893
OG0000376	Praj.g_00046	Pras.g_00895
OG0000377	Praj.g_00049	Pras.g_00898
OG0000378	Praj.g_00051	Pras.g_00900
OG0000379	Praj.g_00054	Pras.g_00903
OG0000380	Praj.g_00104	Pras.g_00918
OG0000381	Praj.g_00108	Pras.g_00922
OG0000382	Praj.g_00119	Pras.g_00932
OG0000383	Praj.g_00121	Pras.g_00934
OG0000384	Praj.g_00122	Pras.g_00935
OG0000385	Praj.g_00123	Pras.g_00936
OG0000386	Praj.g_00124	Pras.g_00937
OG0000387	Praj.g_00137	Pras.g_00950
OG0000388	Praj.g_00141	Pras.g_00953
OG0000389	Praj.g_00144	Pras.g_00957
OG0000390	Praj.g_00153	Pras.g_00964
OG0000391	Praj.g_00157	Pras.g_00967
OG0000392	Praj.g_00160	Pras.g_00971
OG0000393	Praj.g_00163	Pras.g_00973
OG0000394	Praj.g_00164	Pras.g_00974
OG0000395	Praj.g_00165	Pras.g_00975
OG0000396	Praj.g_00168	Pras.g_00978
OG0000397	Praj.g_00170	Pras.g_00980
OG0000398	Praj.g_00173	Pras.g_00982
OG0000399	Praj.g_00174	Pras.g_00983
OG0000400	Praj.g_00175	Pras.g_00984
OG0000401	Praj.g_00176	Pras.g_00985
OG0000402	Praj.g_01057	Pras.g_00987
OG0000403	Praj.g_00177	Pras.g_00988
OG0000404	Praj.g_00178	Pras.g_00989
OG0000405	Praj.g_00183	Pras.g_00993
OG0000406	Praj.g_00187	Pras.g_00998
OG0000407	Praj.g_00188	Pras.g_00999
OG0000408	Praj.g_00190	Pras.g_01001
OG0000409	Praj.g_00192	Pras.g_01003
OG0000410	Praj.g_00193	Pras.g_01004
OG0000411	Praj.g_00194	Pras.g_01005
OG0000412	Praj.g_00195	Pras.g_01006
OG0000413	Praj.g_00196	Pras.g_01007
OG0000414	Praj.g_00197	Pras.g_01008
OG0000415	Praj.g_00198	Pras.g_01009
OG0000416	Praj.g_00199	Pras.g_01010
OG0000417	Praj.g_00200	Pras.g_01011
OG0000418	Praj.g_00205	Pras.g_01016
OG0000419	Praj.g_00207	Pras.g_01018
OG0000420	Praj.g_00208	Pras.g_01019
OG0000421	Praj.g_00212	Pras.g_01024
OG0000422	Praj.g_00213	Pras.g_01025
OG0000423	Praj.g_00214	Pras.g_01026
OG0000424	Praj.g_00215	Pras.g_01027
OG0000425	Praj.g_00216	Pras.g_01028
OG0000426	Praj.g_00217	Pras.g_01029
OG0000427	Praj.g_00218	Pras.g_01030
OG0000428	Praj.g_00220	Pras.g_01032
OG0000429	Praj.g_00221	Pras.g_01033
OG0000430	Praj.g_00222	Pras.g_01034
OG0000431	Praj.g_00224	Pras.g_01036
OG0000432	Praj.g_00228	Pras.g_01039
OG0000433	Praj.g_00229	Pras.g_01040
OG0000434	Praj.g_00230	Pras.g_01041
OG0000435	Praj.g_00231	Pras.g_01042
OG0000436	Praj.g_00236	Pras.g_01047
OG0000437	Praj.g_00237	Pras.g_01048
OG0000438	Praj.g_00238	Pras.g_01049
OG0000439	Praj.g_00240	Pras.g_01051
OG0000440	Praj.g_00241	Pras.g_01052
OG0000441	Praj.g_00243	Pras.g_01055
OG0000442	Praj.g_00244	Pras.g_01056
OG0000443	Praj.g_00245	Pras.g_01057
OG0000444	Praj.g_00250	Pras.g_01063
OG0000445	Praj.g_00251	Pras.g_01064
OG0000446	Praj.g_00252	Pras.g_01065
OG0000447	Praj.g_00253	Pras.g_01066
OG0000448	Praj.g_00254	Pras.g_01067
OG0000449	Praj.g_00255	Pras.g_01068
OG0000450	Praj.g_00256	Pras.g_01069
OG0000451	Praj.g_00257	Pras.g_01070
OG0000452	Praj.g_00260	Pras.g_01073
OG0000453	Praj.g_00261	Pras.g_01074
OG0000454	Praj.g_00262	Pras.g_01075
OG0000455	Praj.g_00263	Pras.g_01076
OG0000456	Praj.g_00264	Pras.g_01077
OG0000457	Praj.g_00265	Pras.g_01078
OG0000458	Praj.g_00266	Pras.g_01079
OG0000459	Praj.g_00267	Pras.g_01080
OG0000460	Praj.g_00275	Pras.g_01087
OG0000461	Praj.g_00283	Pras.g_01094
OG0000462	Praj.g_00285	Pras.g_01096
OG0000463	Praj.g_00286	Pras.g_01097
OG0000464	Praj.g_00287	Pras.g_01098
OG0000465	Praj.g_00288	Pras.g_01099
OG0000466	Praj.g_00289	Pras.g_01102
OG0000467	Praj.g_00290	Pras.g_01103
OG0000468	Praj.g_00292	Pras.g_01105
OG0000469	Praj.g_00299	Pras.g_01114
OG0000470	Praj.g_00301	Pras.g_01116
OG0000471	Praj.g_00302	Pras.g_01117
OG0000472	Praj.g_00303	Pras.g_01118
OG0000473	Praj.g_00305	Pras.g_01120
OG0000474	Praj.g_00306	Pras.g_01121
OG0000475	Praj.g_00307	Pras.g_01122
OG0000476	Praj.g_00309	Pras.g_01123
OG0000477	Praj.g_00311	Pras.g_01127
OG0000478	Praj.g_00312	Pras.g_01128
OG0000479	Praj.g_00313	Pras.g_01129
OG0000480	Praj.g_00318	Pras.g_01134
OG0000481	Praj.g_00320	Pras.g_01136
OG0000482	Praj.g_00321	Pras.g_01137
OG0000483	Praj.g_00324	Pras.g_01140
OG0000484	Praj.g_00325	Pras.g_01141
OG0000485	Praj.g_00326	Pras.g_01142
OG0000486	Praj.g_00327	Pras.g_01143
OG0000487	Praj.g_00330	Pras.g_01146
OG0000488	Praj.g_00333	Pras.g_01149
OG0000489	Praj.g_00338	Pras.g_01155
OG0000490	Praj.g_00343	Pras.g_01160
OG0000491	Praj.g_00344	Pras.g_01161
OG0000492	Praj.g_00346	Pras.g_01163
OG0000493	Praj.g_00347	Pras.g_01164
OG0000494	Praj.g_00348	Pras.g_01165
OG0000495	Praj.g_00349	Pras.g_01166
OG0000496	Praj.g_00350	Pras.g_01167
OG0000497	Praj.g_00351	Pras.g_01168
OG0000498	Praj.g_00352	Pras.g_01169
OG0000499	Praj.g_00353	Pras.g_01170
OG0000500	Praj.g_00354	Pras.g_01171
OG0000501	Praj.g_00356	Pras.g_01173
OG0000502	Praj.g_00359	Pras.g_01176
OG0000503	Praj.g_00380	Pras.g_01187
OG0000504	Praj.g_00382	Pras.g_01188
OG0000505	Praj.g_00383	Pras.g_01189
OG0000506	Praj.g_00384	Pras.g_01191
OG0000507	Praj.g_00387	Pras.g_01194
OG0000508	Praj.g_00390	Pras.g_01198
OG0000509	Praj.g_00392	Pras.g_01200
OG0000510	Praj.g_00393	Pras.g_01201
OG0000511	Praj.g_00394	Pras.g_01202
OG0000512	Praj.g_00396	Pras.g_01204
OG0000513	Praj.g_00406	Pras.g_01211
OG0000514	Praj.g_00425	Pras.g_01309
OG0000515	Praj.g_00426	Pras.g_01310
OG0000516	Praj.g_00427	Pras.g_01311
OG0000517	Praj.g_00429	Pras.g_01313
OG0000518	Praj.g_00440	Pras.g_01324
OG0000519	Praj.g_00441	Pras.g_01325
OG0000520	Praj.g_00442	Pras.g_01326
OG0000521	Praj.g_00447	Pras.g_01331
OG0000522	Praj.g_00449	Pras.g_01332
OG0000523	Praj.g_00450	Pras.g_01333
OG0000524	Praj.g_00457	Pras.g_01339
OG0000525	Praj.g_00461	Pras.g_01342
OG0000526	Praj.g_00462	Pras.g_01343
OG0000527	Praj.g_00465	Pras.g_01351
OG0000528	Praj.g_00471	Pras.g_01356
OG0000529	Praj.g_00474	Pras.g_01359
OG0000530	Praj.g_00477	Pras.g_01362
OG0000531	Praj.g_00478	Pras.g_01363
OG0000532	Praj.g_00479	Pras.g_01365
OG0000533	Praj.g_00480	Pras.g_01366
OG0000534	Praj.g_00481	Pras.g_01367
OG0000535	Praj.g_00482	Pras.g_01368
OG0000536	Praj.g_00483	Pras.g_01369
OG0000537	Praj.g_00484	Pras.g_01370
OG0000538	Praj.g_00492	Pras.g_01378
OG0000539	Praj.g_00493	Pras.g_01379
OG0000540	Praj.g_00494	Pras.g_01380
OG0000541	Praj.g_00495	Pras.g_01381
OG0000542	Praj.g_00497	Pras.g_01383
OG0000543	Praj.g_00499	Pras.g_01385
OG0000544	Praj.g_00500	Pras.g_01386
OG0000545	Praj.g_00502	Pras.g_01388
OG0000546	Praj.g_00505	Pras.g_01391
OG0000547	Praj.g_00507	Pras.g_01393
OG0000548	Praj.g_00508	Pras.g_01394
OG0000549	Praj.g_00511	Pras.g_01396
OG0000550	Praj.g_00515	Pras.g_01401
OG0000551	Praj.g_00518	Pras.g_01404
OG0000552	Praj.g_00519	Pras.g_01405
OG0000553	Praj.g_00520	Pras.g_01406
OG0000554	Praj.g_00525	Pras.g_01411
OG0000555	Praj.g_00533	Pras.g_01419
OG0000556	Praj.g_00535	Pras.g_01421
OG0000557	Praj.g_00536	Pras.g_01422
OG0000558	Praj.g_00538	Pras.g_01424
OG0000559	Praj.g_00542	Pras.g_01428
OG0000560	Praj.g_00545	Pras.g_01431
OG0000561	Praj.g_00546	Pras.g_01432
OG0000562	Praj.g_00547	Pras.g_01433
OG0000563	Praj.g_00548	Pras.g_01434
OG0000564	Praj.g_00549	Pras.g_01435
