Orthogroup	Praj	Prbk
OG0000109	Praj.g_00486	Prbk.g_02077
OG0000110	Praj.g_00565	Prbk.g_01110
OG0000111	Praj.g_00692	Prbk.g_01766
OG0000112	Praj.g_00938	Prbk.g_02332
OG0000113	Praj.g_00793, Praj.g_01176	Prbk.g_02493
OG0000114	Praj.g_00887	Prbk.g_02396
OG0000115	Praj.g_01725	Prbk.g_01234
OG0000116	Praj.g_01471	Prbk.g_01034
OG0000117	Praj.g_01355	Prbk.g_01496
OG0000118	Praj.g_01540	Prbk.g_01169
OG0000119	Praj.g_01568	Prbk.g_01746, Prbk.g_01786
OG0000120	Praj.g_00664	Prbk.g_00477
OG0000121	Praj.g_01634	Prbk.g_00267, Prbk.g_00261
OG0000122	Praj.g_01673	Prbk.g_02664
OG0000123	Praj.g_01959	Prbk.g_00805
OG0000124	Praj.g_02031	Prbk.g_01539
OG0000125	Praj.g_02091	Prbk.g_02168
OG0000126	Praj.g_02144	Prbk.g_02272
OG0000128	Praj.g_00011	Prbk.g_02290
OG0000129	Praj.g_00048	Prbk.g_02156
OG0000130	Praj.g_00107	Prbk.g_01320
OG0000131	Praj.g_00185	Prbk.g_00751
OG0000132	Praj.g_00204	Prbk.g_00771
OG0000133	Praj.g_00357	Prbk.g_00472
OG0000134	Praj.g_00405	Prbk.g_00361
OG0000135	Praj.g_01279	Prbk.g_02209
OG0000136	Praj.g_00435	Prbk.g_00323
OG0000137	Praj.g_00467	Prbk.g_02113
OG0000138	Praj.g_00487	Prbk.g_02078
OG0000139	Praj.g_00528	Prbk.g_01086
OG0000140	Praj.g_00529	Prbk.g_01092
OG0000141	Praj.g_00595	Prbk.g_01154
OG0000142	Praj.g_00623	Prbk.g_02631
OG0000143	Praj.g_00627	Prbk.g_02635
OG0000144	Praj.g_00640	Prbk.g_00739
OG0000145	Praj.g_01054	Prbk.g_01863
OG0000146	Praj.g_00937	Prbk.g_02333
OG0000147	Praj.g_00936	Prbk.g_02334
OG0000148	Praj.g_00787	Prbk.g_02487
OG0000149	Praj.g_00819	Prbk.g_02544
OG0000150	Praj.g_00828	Prbk.g_02567
OG0000151	Praj.g_00898	Prbk.g_02417
OG0000152	Praj.g_01601, Praj.g_00946	Prbk.g_02324
OG0000153	Praj.g_00965	Prbk.g_02297
OG0000154	Praj.g_00995	Prbk.g_00584
OG0000155	Praj.g_01440	Prbk.g_00099
OG0000156	Praj.g_01517	Prbk.g_00164
OG0000157	Praj.g_01518	Prbk.g_00163
OG0000158	Praj.g_01995	Prbk.g_00526
OG0000160	Praj.g_01633	Prbk.g_00260
OG0000161	Praj.g_01639	Prbk.g_00274
OG0000162	Praj.g_01645	Prbk.g_00280
OG0000163	Praj.g_01681	Prbk.g_02002
OG0000164	Praj.g_01790	Prbk.g_01432
OG0000165	Praj.g_01798	Prbk.g_01423
OG0000166	Praj.g_01915	Prbk.g_00982
OG0000167	Praj.g_01985	Prbk.g_00512
OG0000168	Praj.g_01996	Prbk.g_00527
OG0000169	Praj.g_02006	Prbk.g_00220
OG0000170	Praj.g_02008	Prbk.g_00232
OG0000171	Praj.g_02030	Prbk.g_01538
OG0000172	Praj.g_02061	Prbk.g_01573
OG0000173	Praj.g_02076	Prbk.g_01594
OG0000174	Praj.g_02107	Prbk.g_02211
OG0000175	Praj.g_02125	Prbk.g_02249
OG0000176	Praj.g_00004	Prbk.g_02282
OG0000177	Praj.g_00005	Prbk.g_02283
OG0000178	Praj.g_00006	Prbk.g_02284
OG0000179	Praj.g_00016	Prbk.g_01633
OG0000180	Praj.g_00017	Prbk.g_01632
OG0000181	Praj.g_00018	Prbk.g_01631
OG0000182	Praj.g_00019	Prbk.g_01630
OG0000183	Praj.g_00023	Prbk.g_01626
OG0000184	Praj.g_00050	Prbk.g_02148
OG0000185	Praj.g_00053	Prbk.g_02126
OG0000186	Praj.g_00102	Prbk.g_01326
OG0000187	Praj.g_00103	Prbk.g_01324
OG0000188	Praj.g_00120	Prbk.g_01303
OG0000189	Praj.g_00134	Prbk.g_00024
OG0000190	Praj.g_00135	Prbk.g_00022
OG0000191	Praj.g_00158	Prbk.g_00197
OG0000192	Praj.g_00162	Prbk.g_00206
OG0000193	Praj.g_00186	Prbk.g_00752
OG0000194	Praj.g_00189	Prbk.g_00755
OG0000195	Praj.g_00191	Prbk.g_00757
OG0000196	Praj.g_00201	Prbk.g_00768
OG0000197	Praj.g_00202	Prbk.g_00769
OG0000198	Praj.g_00203	Prbk.g_00770
OG0000199	Praj.g_00210	Prbk.g_00777
OG0000200	Praj.g_00223	Prbk.g_01280
OG0000201	Praj.g_00232	Prbk.g_01261
OG0000202	Praj.g_00233	Prbk.g_01260
OG0000203	Praj.g_00234	Prbk.g_01259
OG0000204	Praj.g_00235	Prbk.g_01258
OG0000205	Praj.g_00242	Prbk.g_01251
OG0000206	Praj.g_00246	Prbk.g_00632
OG0000207	Praj.g_00248	Prbk.g_00686
OG0000208	Praj.g_00249	Prbk.g_00685
OG0000209	Praj.g_00258	Prbk.g_00658
OG0000210	Praj.g_00259	Prbk.g_00657
OG0000211	Praj.g_00273	Prbk.g_01368
OG0000212	Praj.g_00281	Prbk.g_01514
OG0000213	Praj.g_00296	Prbk.g_00374
OG0000214	Praj.g_00304	Prbk.g_00401
OG0000215	Praj.g_00328	Prbk.g_00431
OG0000216	Praj.g_00329	Prbk.g_00434
OG0000217	Praj.g_00332	Prbk.g_00438
OG0000218	Praj.g_00334	Prbk.g_00442
OG0000219	Praj.g_00335	Prbk.g_00443
OG0000220	Praj.g_00336	Prbk.g_00444
OG0000221	Praj.g_00337	Prbk.g_00449
OG0000222	Praj.g_00345	Prbk.g_00458
OG0000223	Praj.g_00358	Prbk.g_00481
OG0000224	Praj.g_00360	Prbk.g_00492
OG0000225	Praj.g_00391	Prbk.g_00889
OG0000226	Praj.g_00395	Prbk.g_00893
OG0000227	Praj.g_00397	Prbk.g_00895
OG0000228	Praj.g_00402	Prbk.g_00365
OG0000229	Praj.g_00430	Prbk.g_00328
OG0000230	Praj.g_00432	Prbk.g_00326
OG0000231	Praj.g_00443	Prbk.g_00311
OG0000232	Praj.g_00451	Prbk.g_00295
OG0000233	Praj.g_00459	Prbk.g_02092
OG0000234	Praj.g_00468	Prbk.g_02114
OG0000235	Praj.g_00472	Prbk.g_02060
OG0000236	Praj.g_00485	Prbk.g_02076
OG0000237	Praj.g_00498	Prbk.g_01047
OG0000238	Praj.g_00504	Prbk.g_01051
OG0000239	Praj.g_00516	Prbk.g_01067
OG0000240	Praj.g_00517	Prbk.g_01068
OG0000241	Praj.g_00521	Prbk.g_01965
OG0000242	Praj.g_00523	Prbk.g_01078
OG0000243	Praj.g_00534	Prbk.g_02684
OG0000244	Praj.g_00537	Prbk.g_01897
OG0000245	Praj.g_00539	Prbk.g_01894
OG0000246	Praj.g_00543	Prbk.g_01890
OG0000247	Praj.g_00553	Prbk.g_01879
OG0000248	Praj.g_00555	Prbk.g_01876
OG0000249	Praj.g_00557	Prbk.g_01874
OG0000250	Praj.g_00562	Prbk.g_01106
OG0000251	Praj.g_00578	Prbk.g_01130
OG0000252	Praj.g_00580	Prbk.g_01133
OG0000253	Praj.g_00582	Prbk.g_01139
OG0000254	Praj.g_00599	Prbk.g_01158
OG0000255	Praj.g_00605	Prbk.g_02604
OG0000256	Praj.g_00615	Prbk.g_02618
OG0000257	Praj.g_00618	Prbk.g_02624
OG0000258	Praj.g_00631	Prbk.g_02647
OG0000259	Praj.g_00648	Prbk.g_00720
OG0000260	Praj.g_00651	Prbk.g_00717
OG0000261	Praj.g_00654	Prbk.g_00714
OG0000262	Praj.g_00659	Prbk.g_00709
OG0000263	Praj.g_00673	Prbk.g_00672
OG0000264	Praj.g_00684	Prbk.g_01815
OG0000265	Praj.g_00698	Prbk.g_01835, Prbk.g_00619
OG0000266	Praj.g_00708	Prbk.g_00608
OG0000267	Praj.g_00721	Prbk.g_02371
OG0000268	Praj.g_00722	Prbk.g_02370
OG0000269	Praj.g_00764	Prbk.g_02463
OG0000270	Praj.g_00767	Prbk.g_02466
OG0000271	Praj.g_00775	Prbk.g_02474
OG0000272	Praj.g_00776	Prbk.g_02475
OG0000273	Praj.g_00801	Prbk.g_02526
OG0000274	Praj.g_00802	Prbk.g_02527
OG0000275	Praj.g_00804	Prbk.g_02530
OG0000276	Praj.g_00810	Prbk.g_02536
OG0000277	Praj.g_00811	Prbk.g_02537
OG0000278	Praj.g_00815	Prbk.g_02540
OG0000279	Praj.g_00822	Prbk.g_02548
OG0000280	Praj.g_01326	Prbk.g_02554
OG0000281	Praj.g_00829	Prbk.g_02568
OG0000282	Praj.g_00889	Prbk.g_02398
OG0000283	Praj.g_00920	Prbk.g_02359
OG0000284	Praj.g_00925	Prbk.g_02353
OG0000285	Praj.g_00930	Prbk.g_01698
OG0000286	Praj.g_00945	Prbk.g_02325
OG0000287	Praj.g_00085	Prbk.g_01728
OG0000288	Praj.g_00994	Prbk.g_00583
OG0000289	Praj.g_01005	Prbk.g_00596
OG0000290	Praj.g_01021	Prbk.g_00059
OG0000291	Praj.g_01023	Prbk.g_00057
OG0000292	Praj.g_01196	Prbk.g_02271
OG0000293	Praj.g_01470	Prbk.g_01032
OG0000294	Praj.g_01469	Prbk.g_01031
OG0000295	Praj.g_01447	Prbk.g_00106
OG0000296	Praj.g_01445	Prbk.g_00104
OG0000297	Praj.g_01437	Prbk.g_01498
OG0000298	Praj.g_01436	Prbk.g_01497
OG0000299	Praj.g_01417	Prbk.g_01508
OG0000300	Praj.g_01414	Prbk.g_00186
OG0000301	Praj.g_01413	Prbk.g_00185
OG0000302	Praj.g_01410	Prbk.g_00182
OG0000303	Praj.g_01405	Prbk.g_00097
OG0000304	Praj.g_01402	Prbk.g_00121
OG0000305	Praj.g_01734	Prbk.g_00055
OG0000306	Praj.g_00833	Prbk.g_02578
OG0000307	Praj.g_01584	Prbk.g_02044
OG0000308	Praj.g_01585	Prbk.g_02042
OG0000309	Praj.g_01589	Prbk.g_02038
OG0000310	Praj.g_01616	Prbk.g_01937
OG0000311	Praj.g_01618	Prbk.g_00243
OG0000312	Praj.g_01621	Prbk.g_00247
OG0000313	Praj.g_01636	Prbk.g_00271
OG0000314	Praj.g_01657	Prbk.g_01222
OG0000315	Praj.g_01667	Prbk.g_01212
OG0000316	Praj.g_01692	Prbk.g_01991
OG0000317	Praj.g_01766	Prbk.g_00913
OG0000318	Praj.g_01769	Prbk.g_00906
OG0000319	Praj.g_01780	Prbk.g_01443
OG0000320	Praj.g_01782	Prbk.g_01441
OG0000321	Praj.g_01783	Prbk.g_01440
OG0000322	Praj.g_01784	Prbk.g_01439
OG0000323	Praj.g_01793	Prbk.g_01428
OG0000324	Praj.g_01820	Prbk.g_01399
OG0000325	Praj.g_01870	Prbk.g_01904
OG0000326	Praj.g_01876	Prbk.g_01912
OG0000327	Praj.g_01910	Prbk.g_00987
OG0000328	Praj.g_01911	Prbk.g_00986
OG0000329	Praj.g_01928	Prbk.g_00969
OG0000330	Praj.g_01929	Prbk.g_00968
OG0000331	Praj.g_01930	Prbk.g_00967
OG0000332	Praj.g_01944	Prbk.g_00952
OG0000333	Praj.g_01946	Prbk.g_00950
OG0000334	Praj.g_01955	Prbk.g_00801
OG0000335	Praj.g_01960	Prbk.g_00806
OG0000336	Praj.g_01964	Prbk.g_00810
OG0000337	Praj.g_01982	Prbk.g_00506
OG0000338	Praj.g_01983	Prbk.g_00510
OG0000339	Praj.g_01988	Prbk.g_00516
OG0000340	Praj.g_01997	Prbk.g_00528
OG0000341	Praj.g_01999	Prbk.g_00530
OG0000342	Praj.g_02000	Prbk.g_00531
OG0000343	Praj.g_02001	Prbk.g_00215
OG0000344	Praj.g_02004	Prbk.g_00218
OG0000345	Praj.g_02009	Prbk.g_00233
OG0000346	Praj.g_02013	Prbk.g_00238
OG0000347	Praj.g_02034	Prbk.g_01540
OG0000348	Praj.g_02064	Prbk.g_01578
OG0000349	Praj.g_02082	Prbk.g_01602
OG0000350	Praj.g_02103	Prbk.g_02204
OG0000351	Praj.g_02128	Prbk.g_02252
OG0000352	Praj.g_02129	Prbk.g_02253
OG0000353	Praj.g_02148	Prbk.g_02277
OG0000355	Praj.g_00001	Prbk.g_02279
OG0000356	Praj.g_00002	Prbk.g_02280
OG0000357	Praj.g_00003	Prbk.g_02281
OG0000358	Praj.g_00007	Prbk.g_02285
OG0000359	Praj.g_00008	Prbk.g_02287
OG0000360	Praj.g_00009	Prbk.g_02288
OG0000361	Praj.g_00010	Prbk.g_02289
OG0000362	Praj.g_00012	Prbk.g_02291
OG0000363	Praj.g_00014	Prbk.g_01639
OG0000364	Praj.g_00015	Prbk.g_01638
OG0000365	Praj.g_00020	Prbk.g_01629
OG0000366	Praj.g_00021	Prbk.g_01628
OG0000367	Praj.g_00022	Prbk.g_01627
OG0000368	Praj.g_00024	Prbk.g_01625
OG0000369	Praj.g_00025	Prbk.g_01624
OG0000370	Praj.g_00026	Prbk.g_01623
OG0000371	Praj.g_00032	Prbk.g_01614
OG0000372	Praj.g_00034	Prbk.g_01609
OG0000373	Praj.g_00035	Prbk.g_01608
OG0000374	Praj.g_00036	Prbk.g_01607
OG0000375	Praj.g_00044	Prbk.g_01606
OG0000376	Praj.g_00046	Prbk.g_01604
OG0000377	Praj.g_00049	Prbk.g_02155
OG0000378	Praj.g_00051	Prbk.g_02141
OG0000379	Praj.g_00054	Prbk.g_02125
OG0000380	Praj.g_00104	Prbk.g_01323
OG0000381	Praj.g_00108	Prbk.g_01319
OG0000382	Praj.g_00119	Prbk.g_01304
OG0000383	Praj.g_00121	Prbk.g_01302
OG0000384	Praj.g_00122	Prbk.g_01301
OG0000385	Praj.g_00123	Prbk.g_01300
OG0000386	Praj.g_00124	Prbk.g_01299
OG0000387	Praj.g_00137	Prbk.g_00020
OG0000388	Praj.g_00141	Prbk.g_00016
OG0000389	Praj.g_00144	Prbk.g_00012
OG0000390	Praj.g_00153	Prbk.g_00191
OG0000391	Praj.g_00157	Prbk.g_00196
OG0000392	Praj.g_00160	Prbk.g_00202
OG0000393	Praj.g_00163	Prbk.g_00207
OG0000394	Praj.g_00164	Prbk.g_00208
OG0000395	Praj.g_00165	Prbk.g_00209
OG0000396	Praj.g_00168	Prbk.g_00542
OG0000397	Praj.g_00170	Prbk.g_00544
OG0000398	Praj.g_00173	Prbk.g_00549
OG0000399	Praj.g_00174	Prbk.g_00550
OG0000400	Praj.g_00175	Prbk.g_00551
OG0000401	Praj.g_00176	Prbk.g_00552
OG0000402	Praj.g_01057	Prbk.g_00554
OG0000403	Praj.g_00177	Prbk.g_00555
OG0000404	Praj.g_00178	Prbk.g_00557
OG0000405	Praj.g_00183	Prbk.g_00749
OG0000406	Praj.g_00187	Prbk.g_00753
OG0000407	Praj.g_00188	Prbk.g_00754
OG0000408	Praj.g_00190	Prbk.g_00756
OG0000409	Praj.g_00192	Prbk.g_00758
OG0000410	Praj.g_00193	Prbk.g_00759
OG0000411	Praj.g_00194	Prbk.g_00760
OG0000412	Praj.g_00195	Prbk.g_00761
OG0000413	Praj.g_00196	Prbk.g_00763
OG0000414	Praj.g_00197	Prbk.g_00764
OG0000415	Praj.g_00198	Prbk.g_00765
OG0000416	Praj.g_00199	Prbk.g_00766
OG0000417	Praj.g_00200	Prbk.g_00767
OG0000418	Praj.g_00205	Prbk.g_00772
OG0000419	Praj.g_00207	Prbk.g_00774
OG0000420	Praj.g_00208	Prbk.g_00775
OG0000421	Praj.g_00212	Prbk.g_00779
OG0000422	Praj.g_00213	Prbk.g_00780
OG0000423	Praj.g_00214	Prbk.g_00781
OG0000424	Praj.g_00215	Prbk.g_00782
OG0000425	Praj.g_00216	Prbk.g_00783
OG0000426	Praj.g_00217	Prbk.g_00784
OG0000427	Praj.g_00218	Prbk.g_00785
OG0000428	Praj.g_00220	Prbk.g_02425
OG0000429	Praj.g_00221	Prbk.g_01283
OG0000430	Praj.g_00222	Prbk.g_01281
OG0000431	Praj.g_00224	Prbk.g_01277
OG0000432	Praj.g_00228	Prbk.g_01270
OG0000433	Praj.g_00229	Prbk.g_01267
OG0000434	Praj.g_00230	Prbk.g_01266
OG0000435	Praj.g_00231	Prbk.g_01263
OG0000436	Praj.g_00236	Prbk.g_01257
OG0000437	Praj.g_00237	Prbk.g_01256
OG0000438	Praj.g_00238	Prbk.g_01255
OG0000439	Praj.g_00240	Prbk.g_01253
OG0000440	Praj.g_00241	Prbk.g_01252
OG0000441	Praj.g_00243	Prbk.g_01245
OG0000442	Praj.g_00244	Prbk.g_01244
OG0000443	Praj.g_00245	Prbk.g_00631
OG0000444	Praj.g_00250	Prbk.g_00683
OG0000445	Praj.g_00251	Prbk.g_00682
OG0000446	Praj.g_00252	Prbk.g_00680
OG0000447	Praj.g_00253	Prbk.g_00670
OG0000448	Praj.g_00254	Prbk.g_00669
OG0000449	Praj.g_00255	Prbk.g_00668
OG0000450	Praj.g_00256	Prbk.g_00662
OG0000451	Praj.g_00257	Prbk.g_00661
OG0000452	Praj.g_00260	Prbk.g_00656
OG0000453	Praj.g_00261	Prbk.g_00655
OG0000454	Praj.g_00262	Prbk.g_00654
OG0000455	Praj.g_00263	Prbk.g_00653
OG0000456	Praj.g_00264	Prbk.g_00652
OG0000457	Praj.g_00265	Prbk.g_00650
OG0000458	Praj.g_00266	Prbk.g_00649
OG0000459	Praj.g_00267	Prbk.g_00648
OG0000460	Praj.g_00275	Prbk.g_01369
OG0000461	Praj.g_00283	Prbk.g_01900
OG0000462	Praj.g_00285	Prbk.g_01012
OG0000463	Praj.g_00286	Prbk.g_01011
OG0000464	Praj.g_00287	Prbk.g_01010
OG0000465	Praj.g_00288	Prbk.g_01008
OG0000466	Praj.g_00289	Prbk.g_01003
OG0000467	Praj.g_00290	Prbk.g_01001
OG0000468	Praj.g_00292	Prbk.g_00371
OG0000469	Praj.g_00299	Prbk.g_00384
OG0000470	Praj.g_00301	Prbk.g_00397
OG0000471	Praj.g_00302	Prbk.g_00398
OG0000472	Praj.g_00303	Prbk.g_00400
OG0000473	Praj.g_00305	Prbk.g_00402
OG0000474	Praj.g_00306	Prbk.g_00403
OG0000475	Praj.g_00307	Prbk.g_00404
OG0000476	Praj.g_00309	Prbk.g_00406
OG0000477	Praj.g_00311	Prbk.g_00411
OG0000478	Praj.g_00312	Prbk.g_00412
OG0000479	Praj.g_00313	Prbk.g_00413
OG0000480	Praj.g_00318	Prbk.g_00420
OG0000481	Praj.g_00320	Prbk.g_00422
OG0000482	Praj.g_00321	Prbk.g_00423
OG0000483	Praj.g_00324	Prbk.g_00427
OG0000484	Praj.g_00325	Prbk.g_00428
OG0000485	Praj.g_00326	Prbk.g_00429
OG0000486	Praj.g_00327	Prbk.g_00430
OG0000487	Praj.g_00330	Prbk.g_00435
OG0000488	Praj.g_00333	Prbk.g_00439
OG0000489	Praj.g_00338	Prbk.g_00450
OG0000490	Praj.g_00343	Prbk.g_00456
OG0000491	Praj.g_00344	Prbk.g_00457
OG0000492	Praj.g_00346	Prbk.g_00460
OG0000493	Praj.g_00347	Prbk.g_00461
OG0000494	Praj.g_00348	Prbk.g_00462
OG0000495	Praj.g_00349	Prbk.g_00463
OG0000496	Praj.g_00350	Prbk.g_00464
OG0000497	Praj.g_00351	Prbk.g_00465
OG0000498	Praj.g_00352	Prbk.g_00466
OG0000499	Praj.g_00353	Prbk.g_00467
OG0000500	Praj.g_00354	Prbk.g_00468
OG0000501	Praj.g_00356	Prbk.g_00471
OG0000502	Praj.g_00359	Prbk.g_00483
OG0000503	Praj.g_00380	Prbk.g_00871
OG0000504	Praj.g_00382	Prbk.g_00873
OG0000505	Praj.g_00383	Prbk.g_00874
OG0000506	Praj.g_00384	Prbk.g_00876
OG0000507	Praj.g_00387	Prbk.g_00881
OG0000508	Praj.g_00390	Prbk.g_00888
OG0000509	Praj.g_00392	Prbk.g_00890
OG0000510	Praj.g_00393	Prbk.g_00891
OG0000511	Praj.g_00394	Prbk.g_00892
OG0000512	Praj.g_00396	Prbk.g_00894
OG0000513	Praj.g_00406	Prbk.g_00360
OG0000514	Praj.g_00425	Prbk.g_00352
OG0000515	Praj.g_00426	Prbk.g_00351
OG0000516	Praj.g_00427	Prbk.g_00339
OG0000517	Praj.g_00429	Prbk.g_00329
OG0000518	Praj.g_00440	Prbk.g_00317
OG0000519	Praj.g_00441	Prbk.g_00316
OG0000520	Praj.g_00442	Prbk.g_00315
OG0000521	Praj.g_00447	Prbk.g_00301
OG0000522	Praj.g_00449	Prbk.g_00299
OG0000523	Praj.g_00450	Prbk.g_00298
OG0000524	Praj.g_00457	Prbk.g_02088
OG0000525	Praj.g_00461	Prbk.g_02105
OG0000526	Praj.g_00462	Prbk.g_02107
OG0000527	Praj.g_00465	Prbk.g_02111
OG0000528	Praj.g_00471	Prbk.g_02056
OG0000529	Praj.g_00474	Prbk.g_02062
OG0000530	Praj.g_00477	Prbk.g_02065
OG0000531	Praj.g_00478	Prbk.g_02066
OG0000532	Praj.g_00479	Prbk.g_02069
OG0000533	Praj.g_00480	Prbk.g_02071
OG0000534	Praj.g_00481	Prbk.g_02072
OG0000535	Praj.g_00482	Prbk.g_02073
OG0000536	Praj.g_00483	Prbk.g_02074
OG0000537	Praj.g_00484	Prbk.g_02075
OG0000538	Praj.g_00492	Prbk.g_01865
OG0000539	Praj.g_00493	Prbk.g_01041
OG0000540	Praj.g_00494	Prbk.g_01042
OG0000541	Praj.g_00495	Prbk.g_01043
OG0000542	Praj.g_00497	Prbk.g_01046
OG0000543	Praj.g_00499	Prbk.g_01048
OG0000544	Praj.g_00500	Prbk.g_01049
OG0000545	Praj.g_00502	Prbk.g_01050
OG0000546	Praj.g_00505	Prbk.g_01052
OG0000547	Praj.g_00507	Prbk.g_01054
OG0000548	Praj.g_00508	Prbk.g_01055
OG0000549	Praj.g_00511	Prbk.g_01061
OG0000550	Praj.g_00515	Prbk.g_01066
OG0000551	Praj.g_00518	Prbk.g_01070
OG0000552	Praj.g_00519	Prbk.g_01071
OG0000553	Praj.g_00520	Prbk.g_01076
OG0000554	Praj.g_00525	Prbk.g_01081
OG0000555	Praj.g_00533	Prbk.g_01099
OG0000556	Praj.g_00535	Prbk.g_02686
OG0000557	Praj.g_00536	Prbk.g_01898
OG0000558	Praj.g_00538	Prbk.g_01895
