Orthogroup	Prai	Prae
OG0000063	Prai.g_00033	Prae.g_00033
OG0000065	Prai.g_00107	Prae.g_00106
OG0000066	Prai.g_00567	Prae.g_00514
OG0000067	Prai.g_00848	Prae.g_00806
OG0000068	Prai.g_01370	Prae.g_01368
OG0000069	Prai.g_01579	Prae.g_01573
OG0000070	Prai.g_00481	Prae.g_00424
OG0000071	Prai.g_01335	Prae.g_01329
OG0000072	Prai.g_00182	Prae.g_00174
OG0000073	Prai.g_00529	Prae.g_00473
OG0000074	Prai.g_00711	Prae.g_00656
OG0000075	Prai.g_01814	Prae.g_01791
OG0000076	Prai.g_01838	Prae.g_01815
OG0000077	Prai.g_00078	Prae.g_00078
OG0000078	Prai.g_00250	Prae.g_00242
OG0000079	Prai.g_00265	Prae.g_00255
OG0000081	Prai.g_00559	Prae.g_00505
OG0000082	Prai.g_00613	Prae.g_00559
OG0000083	Prai.g_01313	Prae.g_01297
OG0000083	Prai.g_00441	Prae.g_00735
OG0000084	Prai.g_01459	Prae.g_01455
OG0000085	Prai.g_01631	Prae.g_01616
OG0000086	Prai.g_00088	Prae.g_00088
OG0000087	Prai.g_00139	Prae.g_00139
OG0000088	Prai.g_00177	Prae.g_00169
OG0000089	Prai.g_00368	Prae.g_00355
OG0000090	Prai.g_00561	Prae.g_00508
OG0000091	Prai.g_00671	Prae.g_00616
OG0000092	Prai.g_01041	Prae.g_00913
OG0000093	Prai.g_01021	Prae.g_00933
OG0000094	Prai.g_00937	Prae.g_01021
OG0000095	Prai.g_00918	Prae.g_01040
OG0000097	Prai.g_01214	Prae.g_01204
OG0000098	Prai.g_01353	Prae.g_01350
OG0000099	Prai.g_01393	Prae.g_01390
OG0000100	Prai.g_01536	Prae.g_01533
OG0000101	Prai.g_01782	Prae.g_01758
OG0000102	Prai.g_01843	Prae.g_01820
OG0000103	Prai.g_01923	Prae.g_01899
OG0000104	Prai.g_01932	Prae.g_01907
OG0000105	Prai.g_00286, Prai.g_00287	Prae.g_01440
OG0000106	Prai.g_00383	Prae.g_00370
OG0000107	Prai.g_00397	Prae.g_00385
OG0000108	Prai.g_00510	Prae.g_00454
OG0000109	Prai.g_00524	Prae.g_00468
OG0000110	Prai.g_00603	Prae.g_00549
OG0000111	Prai.g_00728	Prae.g_00673
OG0000112	Prai.g_00882	Prae.g_00770
OG0000113	Prai.g_00825	Prae.g_00828
OG0000114	Prai.g_01046	Prae.g_00908
OG0000115	Prai.g_01119	Prae.g_01102
OG0000116	Prai.g_01162	Prae.g_01153
OG0000117	Prai.g_01273	Prae.g_01263
OG0000118	Prai.g_01347	Prae.g_01341
OG0000119	Prai.g_01366	Prae.g_01364
OG0000120	Prai.g_01443	Prae.g_01389
OG0000121	Prai.g_01465	Prae.g_01461
OG0000123	Prai.g_01789	Prae.g_01766
OG0000124	Prai.g_01854	Prae.g_01831
OG0000125	Prai.g_01892	Prae.g_01867
OG0000126	Prai.g_01931	Prae.g_01906
OG0000128	Prai.g_00011	Prae.g_00011
OG0000129	Prai.g_00051	Prae.g_00046
OG0000130	Prai.g_00069	Prae.g_00069
OG0000131	Prai.g_00156	Prae.g_00148
OG0000132	Prai.g_00175	Prae.g_00167
OG0000133	Prai.g_00335	Prae.g_00323
OG0000134	Prai.g_00369	Prae.g_00356
OG0000135	Prai.g_00393	Prae.g_00382
OG0000136	Prai.g_00472	Prae.g_00415
OG0000137	Prai.g_00505	Prae.g_00449
OG0000138	Prai.g_00525	Prae.g_00469
OG0000139	Prai.g_00565	Prae.g_00512
OG0000140	Prai.g_00566	Prae.g_00513
OG0000141	Prai.g_00635	Prae.g_00581
OG0000142	Prai.g_00664	Prae.g_00609
OG0000143	Prai.g_00668	Prae.g_00613
OG0000144	Prai.g_00681	Prae.g_00626
OG0000145	Prai.g_00883	Prae.g_00766
OG0000146	Prai.g_00881	Prae.g_00771
OG0000147	Prai.g_00880	Prae.g_00772
OG0000148	Prai.g_00831	Prae.g_00822
OG0000149	Prai.g_00800	Prae.g_00852
OG0000150	Prai.g_00792	Prae.g_00860
OG0000151	Prai.g_01036	Prae.g_00918
OG0000152	Prai.g_00989	Prae.g_00964
OG0000153	Prai.g_00970	Prae.g_00983
OG0000154	Prai.g_00943	Prae.g_01014
OG0000155	Prai.g_01191	Prae.g_01183
OG0000156	Prai.g_01323	Prae.g_01317
OG0000157	Prai.g_01324	Prae.g_01318
OG0000158	Prai.g_01392	Prae.g_01426
OG0000159	Prai.g_01321	Prae.g_01438
OG0000160	Prai.g_01464	Prae.g_01460
OG0000161	Prai.g_01470	Prae.g_01466
OG0000162	Prai.g_01476	Prae.g_01472
OG0000163	Prai.g_01509	Prae.g_01506
OG0000164	Prai.g_01662	Prae.g_01647
OG0000165	Prai.g_01669	Prae.g_01654
OG0000166	Prai.g_01740	Prae.g_01722
OG0000167	Prai.g_01812	Prae.g_01789
OG0000168	Prai.g_01822	Prae.g_01799
OG0000169	Prai.g_01832	Prae.g_01809
OG0000170	Prai.g_01834	Prae.g_01811
OG0000171	Prai.g_01853	Prae.g_01830
OG0000172	Prai.g_01863	Prae.g_01838
OG0000173	Prai.g_01878	Prae.g_01853
OG0000174	Prai.g_01905	Prae.g_01881
OG0000175	Prai.g_01915	Prae.g_01891
OG0000176	Prai.g_00004	Prae.g_00004
OG0000177	Prai.g_00005	Prae.g_00005
OG0000178	Prai.g_00006	Prae.g_00006
OG0000179	Prai.g_00016	Prae.g_00016
OG0000180	Prai.g_00017	Prae.g_00017
OG0000181	Prai.g_00018	Prae.g_00018
OG0000182	Prai.g_00019	Prae.g_00019
OG0000183	Prai.g_00023	Prae.g_00023
OG0000184	Prai.g_00053	Prae.g_00048
OG0000185	Prai.g_00056	Prae.g_00051
OG0000186	Prai.g_00064	Prae.g_00064
OG0000187	Prai.g_00065	Prae.g_00065
OG0000188	Prai.g_00082	Prae.g_00082
OG0000189	Prai.g_00096	Prae.g_00096
OG0000190	Prai.g_00097	Prae.g_00097
OG0000191	Prai.g_00117	Prae.g_00117
OG0000192	Prai.g_00121	Prae.g_00121
OG0000193	Prai.g_00157	Prae.g_00149
OG0000194	Prai.g_00160	Prae.g_00152
OG0000195	Prai.g_00162	Prae.g_00154
OG0000196	Prai.g_00172	Prae.g_00164
OG0000197	Prai.g_00173	Prae.g_00165
OG0000198	Prai.g_00174	Prae.g_00166
OG0000199	Prai.g_00181	Prae.g_00173
OG0000200	Prai.g_00195	Prae.g_00187
OG0000201	Prai.g_00203	Prae.g_00195
OG0000202	Prai.g_00204	Prae.g_00196
OG0000203	Prai.g_00205	Prae.g_00197
OG0000204	Prai.g_00206	Prae.g_00198
OG0000205	Prai.g_00213	Prae.g_00205
OG0000206	Prai.g_00218	Prae.g_00210
OG0000207	Prai.g_00220	Prae.g_00212
OG0000208	Prai.g_00221	Prae.g_00213
OG0000209	Prai.g_00230	Prae.g_00222
OG0000210	Prai.g_00231	Prae.g_00223
OG0000211	Prai.g_00244	Prae.g_00236
OG0000212	Prai.g_00251	Prae.g_00243
OG0000213	Prai.g_00270	Prae.g_00260
OG0000214	Prai.g_00280	Prae.g_00270
OG0000215	Prai.g_00305	Prae.g_00293
OG0000216	Prai.g_00307	Prae.g_00295
OG0000217	Prai.g_00310	Prae.g_00298
OG0000218	Prai.g_00312	Prae.g_00300
OG0000219	Prai.g_00313	Prae.g_00301
OG0000220	Prai.g_00314	Prae.g_00302
OG0000221	Prai.g_00315	Prae.g_00303
OG0000222	Prai.g_00323	Prae.g_00311
OG0000223	Prai.g_00336	Prae.g_00324
OG0000224	Prai.g_00338	Prae.g_00326
OG0000225	Prai.g_00358	Prae.g_00345
OG0000226	Prai.g_00362	Prae.g_00349
OG0000227	Prai.g_00364	Prae.g_00351
OG0000228	Prai.g_00367	Prae.g_00354
OG0000229	Prai.g_00467	Prae.g_00410
OG0000230	Prai.g_00469	Prae.g_00412
OG0000231	Prai.g_00480	Prae.g_00423
OG0000232	Prai.g_00489	Prae.g_00432
OG0000233	Prai.g_00494	Prae.g_00437
OG0000234	Prai.g_00506	Prae.g_00450
OG0000235	Prai.g_00509	Prae.g_00453
OG0000236	Prai.g_00523	Prae.g_00467
OG0000237	Prai.g_00536	Prae.g_00480
OG0000238	Prai.g_00542	Prae.g_00486
OG0000239	Prai.g_00553	Prae.g_00499
OG0000240	Prai.g_00554	Prae.g_00500
OG0000241	Prai.g_00558	Prae.g_00504
OG0000242	Prai.g_00560	Prae.g_00506
OG0000243	Prai.g_00571	Prae.g_00518
OG0000244	Prai.g_00574	Prae.g_00521
OG0000245	Prai.g_00576	Prae.g_00523
OG0000246	Prai.g_00580	Prae.g_00527
OG0000247	Prai.g_00590	Prae.g_00537
OG0000248	Prai.g_00593	Prae.g_00539
OG0000249	Prai.g_00595	Prae.g_00541
OG0000250	Prai.g_00600	Prae.g_00546
OG0000251	Prai.g_00619	Prae.g_00565
OG0000252	Prai.g_00622	Prae.g_00568
OG0000253	Prai.g_00623	Prae.g_00569
OG0000254	Prai.g_00639	Prae.g_00585
OG0000255	Prai.g_00645	Prae.g_00591
OG0000256	Prai.g_00656	Prae.g_00601
OG0000257	Prai.g_00659	Prae.g_00604
OG0000258	Prai.g_00672	Prae.g_00617
OG0000259	Prai.g_00689	Prae.g_00634
OG0000260	Prai.g_00692	Prae.g_00637
OG0000261	Prai.g_00694	Prae.g_00639
OG0000262	Prai.g_00698	Prae.g_00643
OG0000263	Prai.g_00710	Prae.g_00655
OG0000264	Prai.g_00720	Prae.g_00665
OG0000265	Prai.g_00748	Prae.g_00711
OG0000266	Prai.g_00758	Prae.g_00721
OG0000267	Prai.g_00769	Prae.g_00732
OG0000268	Prai.g_00770	Prae.g_00733
OG0000269	Prai.g_00853	Prae.g_00801
OG0000270	Prai.g_00850	Prae.g_00804
OG0000271	Prai.g_00842	Prae.g_00812
OG0000272	Prai.g_00840, Prai.g_00841	Prae.g_00813
OG0000273	Prai.g_00817	Prae.g_00836
OG0000274	Prai.g_00816	Prae.g_00837
OG0000275	Prai.g_00741, Prai.g_00813	Prae.g_00839
OG0000276	Prai.g_00808	Prae.g_00844
OG0000277	Prai.g_00807	Prae.g_00845
OG0000278	Prai.g_00804	Prae.g_00848
OG0000279	Prai.g_00797	Prae.g_00855
OG0000280	Prai.g_00796	Prae.g_00856
OG0000281	Prai.g_00791	Prae.g_00861
OG0000282	Prai.g_01044	Prae.g_00910
OG0000283	Prai.g_01012	Prae.g_00941
OG0000284	Prai.g_01007	Prae.g_00946
OG0000285	Prai.g_01002	Prae.g_00951
OG0000286	Prai.g_00990	Prae.g_00963
OG0000287	Prai.g_00973	Prae.g_00980
OG0000288	Prai.g_00944	Prae.g_01013
OG0000289	Prai.g_00934	Prae.g_01024
OG0000290	Prai.g_00921	Prae.g_01037
OG0000291	Prai.g_00919	Prae.g_01039
OG0000292	Prai.g_01107	Prae.g_01090
OG0000293	Prai.g_01163	Prae.g_01154
OG0000294	Prai.g_01164	Prae.g_01155
OG0000295	Prai.g_01183	Prae.g_01175
OG0000296	Prai.g_01185	Prae.g_01177
OG0000297	Prai.g_01193	Prae.g_01185
OG0000298	Prai.g_01194	Prae.g_01186
OG0000299	Prai.g_01213	Prae.g_01203
OG0000300	Prai.g_01216	Prae.g_01206
OG0000301	Prai.g_01217	Prae.g_01207
OG0000302	Prai.g_01219	Prae.g_01209
OG0000303	Prai.g_01226	Prae.g_01216
OG0000304	Prai.g_01230	Prae.g_01220
OG0000305	Prai.g_01362	Prae.g_01360
OG0000306	Prai.g_01365	Prae.g_01363
OG0000307	Prai.g_01379	Prae.g_01377
OG0000308	Prai.g_01380	Prae.g_01378
OG0000309	Prai.g_01384	Prae.g_01382
OG0000310	Prai.g_01448	Prae.g_01444
OG0000311	Prai.g_01450	Prae.g_01446
OG0000312	Prai.g_01453	Prae.g_01449
OG0000313	Prai.g_01467	Prae.g_01463
OG0000314	Prai.g_01489	Prae.g_01486
OG0000315	Prai.g_01499	Prae.g_01496
OG0000316	Prai.g_01519	Prae.g_01516
OG0000317	Prai.g_01636	Prae.g_01621
OG0000318	Prai.g_01639	Prae.g_01624
OG0000319	Prai.g_01652	Prae.g_01637
OG0000320	Prai.g_01654	Prae.g_01639
OG0000321	Prai.g_01655	Prae.g_01640
OG0000322	Prai.g_01656	Prae.g_01641
OG0000323	Prai.g_01665	Prae.g_01650
OG0000324	Prai.g_01691	Prae.g_01676
OG0000325	Prai.g_01702	Prae.g_01687
OG0000326	Prai.g_01708	Prae.g_01693
OG0000327	Prai.g_01735	Prae.g_01717
OG0000328	Prai.g_01736	Prae.g_01718
OG0000329	Prai.g_01754	Prae.g_01735
OG0000330	Prai.g_01755	Prae.g_01736
OG0000331	Prai.g_01756	Prae.g_01737
OG0000332	Prai.g_01770	Prae.g_01751
OG0000333	Prai.g_01777	Prae.g_01753
OG0000334	Prai.g_01785	Prae.g_01761
OG0000335	Prai.g_01790	Prae.g_01767
OG0000336	Prai.g_01794	Prae.g_01771
OG0000337	Prai.g_01810	Prae.g_01787
OG0000338	Prai.g_01811	Prae.g_01788
OG0000339	Prai.g_01815	Prae.g_01792
OG0000340	Prai.g_01823	Prae.g_01800
OG0000341	Prai.g_01825	Prae.g_01802
OG0000342	Prai.g_01826	Prae.g_01803
OG0000343	Prai.g_01827	Prae.g_01804
OG0000344	Prai.g_01830	Prae.g_01807
OG0000345	Prai.g_01835	Prae.g_01812
OG0000346	Prai.g_01839	Prae.g_01816
OG0000347	Prai.g_01855	Prae.g_01832
OG0000348	Prai.g_01866	Prae.g_01841
OG0000349	Prai.g_01883	Prae.g_01858
OG0000350	Prai.g_01901	Prae.g_01877
OG0000351	Prai.g_01918	Prae.g_01894
OG0000352	Prai.g_01919	Prae.g_01895
OG0000353	Prai.g_01935	Prae.g_01910
OG0000355	Prai.g_00001	Prae.g_00001
OG0000356	Prai.g_00002	Prae.g_00002
OG0000357	Prai.g_00003	Prae.g_00003
OG0000358	Prai.g_00007	Prae.g_00007
OG0000359	Prai.g_00008	Prae.g_00008
OG0000360	Prai.g_00009	Prae.g_00009
OG0000361	Prai.g_00010	Prae.g_00010
OG0000362	Prai.g_00012	Prae.g_00012
OG0000363	Prai.g_00014	Prae.g_00014
OG0000364	Prai.g_00015	Prae.g_00015
OG0000365	Prai.g_00020	Prae.g_00020
OG0000366	Prai.g_00021	Prae.g_00021
OG0000367	Prai.g_00022	Prae.g_00022
OG0000368	Prai.g_00024	Prae.g_00024
OG0000369	Prai.g_00025	Prae.g_00025
OG0000370	Prai.g_00026	Prae.g_00026
OG0000371	Prai.g_00032	Prae.g_00032
OG0000372	Prai.g_00035	Prae.g_00035
OG0000373	Prai.g_00036	Prae.g_00036
OG0000374	Prai.g_00037	Prae.g_00037
OG0000375	Prai.g_00047	Prae.g_00042
OG0000376	Prai.g_00049	Prae.g_00044
OG0000377	Prai.g_00052	Prae.g_00047
OG0000378	Prai.g_00054	Prae.g_00049
OG0000379	Prai.g_00057	Prae.g_00052
OG0000380	Prai.g_00066	Prae.g_00066
OG0000381	Prai.g_00070	Prae.g_00070
OG0000382	Prai.g_00081	Prae.g_00081
OG0000383	Prai.g_00083	Prae.g_00083
OG0000384	Prai.g_00084	Prae.g_00084
OG0000385	Prai.g_00085	Prae.g_00085
OG0000386	Prai.g_00086	Prae.g_00086
OG0000387	Prai.g_00099	Prae.g_00099
OG0000388	Prai.g_00102	Prae.g_00102
OG0000389	Prai.g_00106	Prae.g_00105
OG0000390	Prai.g_00113	Prae.g_00112
OG0000391	Prai.g_00116	Prae.g_00116
OG0000392	Prai.g_00120	Prae.g_00120
OG0000393	Prai.g_00122	Prae.g_00122
OG0000394	Prai.g_00123	Prae.g_00123
OG0000395	Prai.g_00124	Prae.g_00124
OG0000396	Prai.g_00127	Prae.g_00127
OG0000397	Prai.g_00129	Prae.g_00129
OG0000398	Prai.g_00131	Prae.g_00131
OG0000399	Prai.g_00132	Prae.g_00132
OG0000400	Prai.g_00133	Prae.g_00133
OG0000401	Prai.g_00134	Prae.g_00134
OG0000402	Prai.g_00136	Prae.g_00136
OG0000403	Prai.g_00137	Prae.g_00137
OG0000404	Prai.g_00138	Prae.g_00138
OG0000405	Prai.g_00142	Prae.g_00142
OG0000406	Prai.g_00158	Prae.g_00150
OG0000407	Prai.g_00159	Prae.g_00151
OG0000408	Prai.g_00161	Prae.g_00153
OG0000409	Prai.g_00163	Prae.g_00155
OG0000410	Prai.g_00164	Prae.g_00156
OG0000411	Prai.g_00165	Prae.g_00157
OG0000412	Prai.g_00166	Prae.g_00158
OG0000413	Prai.g_00167	Prae.g_00159
OG0000414	Prai.g_00168	Prae.g_00160
OG0000415	Prai.g_00169	Prae.g_00161
OG0000416	Prai.g_00170	Prae.g_00162
OG0000417	Prai.g_00171	Prae.g_00163
OG0000418	Prai.g_00176	Prae.g_00168
OG0000419	Prai.g_00178	Prae.g_00170
OG0000420	Prai.g_00179	Prae.g_00171
OG0000421	Prai.g_00184	Prae.g_00176
OG0000422	Prai.g_00185	Prae.g_00177
OG0000423	Prai.g_00186	Prae.g_00178
OG0000424	Prai.g_00187	Prae.g_00179
OG0000425	Prai.g_00188	Prae.g_00180
OG0000426	Prai.g_00189	Prae.g_00181
OG0000427	Prai.g_00190	Prae.g_00182
OG0000428	Prai.g_00192	Prae.g_00184
OG0000429	Prai.g_00193	Prae.g_00185
OG0000430	Prai.g_00194	Prae.g_00186
OG0000431	Prai.g_00196	Prae.g_00188
OG0000432	Prai.g_00199	Prae.g_00191
OG0000433	Prai.g_00200	Prae.g_00192
OG0000434	Prai.g_00201	Prae.g_00193
OG0000435	Prai.g_00202	Prae.g_00194
OG0000436	Prai.g_00207	Prae.g_00199
OG0000437	Prai.g_00208	Prae.g_00200
OG0000438	Prai.g_00209	Prae.g_00201
OG0000439	Prai.g_00211	Prae.g_00203
OG0000440	Prai.g_00212	Prae.g_00204
OG0000441	Prai.g_00215	Prae.g_00207
OG0000442	Prai.g_00216	Prae.g_00208
OG0000443	Prai.g_00217	Prae.g_00209
OG0000444	Prai.g_00222	Prae.g_00214
OG0000445	Prai.g_00223	Prae.g_00215
OG0000446	Prai.g_00224	Prae.g_00216
OG0000447	Prai.g_00225	Prae.g_00217
OG0000448	Prai.g_00226	Prae.g_00218
OG0000449	Prai.g_00227	Prae.g_00219
OG0000450	Prai.g_00228	Prae.g_00220
OG0000451	Prai.g_00229	Prae.g_00221
OG0000452	Prai.g_00232	Prae.g_00224
OG0000453	Prai.g_00233	Prae.g_00225
OG0000454	Prai.g_00234	Prae.g_00226
OG0000455	Prai.g_00235	Prae.g_00227
OG0000456	Prai.g_00236	Prae.g_00228
OG0000457	Prai.g_00237	Prae.g_00229
OG0000458	Prai.g_00238	Prae.g_00230
OG0000459	Prai.g_00239	Prae.g_00231
OG0000460	Prai.g_00246	Prae.g_00238
OG0000461	Prai.g_00255	Prae.g_00245
OG0000462	Prai.g_00257	Prae.g_00247
OG0000463	Prai.g_00258	Prae.g_00248
OG0000464	Prai.g_00259	Prae.g_00249
OG0000465	Prai.g_00260	Prae.g_00250
OG0000466	Prai.g_00263	Prae.g_00253
OG0000467	Prai.g_00264	Prae.g_00254
OG0000468	Prai.g_00266	Prae.g_00256
OG0000469	Prai.g_00275	Prae.g_00265
OG0000470	Prai.g_00277	Prae.g_00267
OG0000471	Prai.g_00278	Prae.g_00268
OG0000472	Prai.g_00279	Prae.g_00269
OG0000473	Prai.g_00281	Prae.g_00271
OG0000474	Prai.g_00282	Prae.g_00272
OG0000475	Prai.g_00283	Prae.g_00273
OG0000476	Prai.g_00284	Prae.g_00274
OG0000477	Prai.g_00288	Prae.g_00276
OG0000478	Prai.g_00289	Prae.g_00277
OG0000479	Prai.g_00290	Prae.g_00278
OG0000480	Prai.g_00295	Prae.g_00283
OG0000481	Prai.g_00297	Prae.g_00285
OG0000482	Prai.g_00298	Prae.g_00286
OG0000483	Prai.g_00301	Prae.g_00289
OG0000484	Prai.g_00302	Prae.g_00290
OG0000485	Prai.g_00303	Prae.g_00291
OG0000486	Prai.g_00304	Prae.g_00292
OG0000487	Prai.g_00308	Prae.g_00296
OG0000488	Prai.g_00311	Prae.g_00299
OG0000489	Prai.g_00316	Prae.g_00304
OG0000490	Prai.g_00321	Prae.g_00309
OG0000491	Prai.g_00322	Prae.g_00310
OG0000492	Prai.g_00324	Prae.g_00312
OG0000493	Prai.g_00325	Prae.g_00313
OG0000494	Prai.g_00326	Prae.g_00314
OG0000495	Prai.g_00327	Prae.g_00315
OG0000496	Prai.g_00328	Prae.g_00316
OG0000497	Prai.g_00329	Prae.g_00317
OG0000498	Prai.g_00330	Prae.g_00318
OG0000499	Prai.g_00331	Prae.g_00319
OG0000500	Prai.g_00332	Prae.g_00320
OG0000501	Prai.g_00334	Prae.g_00322
OG0000502	Prai.g_00337	Prae.g_00325
OG0000503	Prai.g_00347	Prae.g_00335
OG0000504	Prai.g_00348	Prae.g_00336
OG0000505	Prai.g_00349	Prae.g_00337
OG0000506	Prai.g_00351	Prae.g_00338
OG0000507	Prai.g_00354	Prae.g_00341
OG0000508	Prai.g_00357	Prae.g_00344
OG0000509	Prai.g_00359	Prae.g_00346
OG0000510	Prai.g_00360	Prae.g_00347
OG0000511	Prai.g_00361	Prae.g_00348
OG0000512	Prai.g_00363	Prae.g_00350
OG0000513	Prai.g_00370	Prae.g_00357
OG0000514	Prai.g_00462	Prae.g_00405
OG0000515	Prai.g_00463	Prae.g_00406
OG0000516	Prai.g_00464	Prae.g_00407
OG0000517	Prai.g_00466	Prae.g_00409
OG0000518	Prai.g_00477	Prae.g_00420
OG0000519	Prai.g_00478	Prae.g_00421
OG0000520	Prai.g_00479	Prae.g_00422
OG0000521	Prai.g_00484	Prae.g_00427
OG0000522	Prai.g_00486	Prae.g_00429
OG0000523	Prai.g_00487	Prae.g_00430
OG0000524	Prai.g_00492	Prae.g_00435
OG0000525	Prai.g_00495	Prae.g_00438
OG0000526	Prai.g_00496	Prae.g_00439
OG0000527	Prai.g_00503	Prae.g_00447
OG0000528	Prai.g_00508	Prae.g_00452
OG0000529	Prai.g_00511	Prae.g_00455
OG0000530	Prai.g_00514	Prae.g_00458
OG0000531	Prai.g_00515	Prae.g_00459
OG0000532	Prai.g_00517	Prae.g_00461
OG0000533	Prai.g_00518	Prae.g_00462
OG0000534	Prai.g_00519	Prae.g_00463
OG0000535	Prai.g_00520	Prae.g_00464
OG0000536	Prai.g_00521	Prae.g_00465
OG0000537	Prai.g_00522	Prae.g_00466
OG0000538	Prai.g_00530	Prae.g_00474
OG0000539	Prai.g_00531	Prae.g_00475
OG0000540	Prai.g_00532	Prae.g_00476
OG0000541	Prai.g_00533	Prae.g_00477
OG0000542	Prai.g_00535	Prae.g_00479
OG0000543	Prai.g_00537	Prae.g_00481
OG0000544	Prai.g_00538	Prae.g_00482
OG0000545	Prai.g_00540	Prae.g_00484
OG0000546	Prai.g_00543	Prae.g_00487
OG0000547	Prai.g_00544	Prae.g_00489
OG0000548	Prai.g_00545	Prae.g_00490
OG0000549	Prai.g_00547	Prae.g_00492
OG0000550	Prai.g_00552	Prae.g_00497
OG0000551	Prai.g_00555	Prae.g_00501
OG0000552	Prai.g_00556	Prae.g_00502
OG0000553	Prai.g_00557	Prae.g_00503
OG0000554	Prai.g_00562	Prae.g_00509
OG0000555	Prai.g_00570	Prae.g_00517
OG0000556	Prai.g_00572	Prae.g_00519
OG0000557	Prai.g_00573	Prae.g_00520
OG0000558	Prai.g_00575	Prae.g_00522
OG0000559	Prai.g_00579	Prae.g_00526
OG0000560	Prai.g_00582	Prae.g_00529
OG0000561	Prai.g_00583	Prae.g_00530
OG0000562	Prai.g_00584	Prae.g_00531
OG0000563	Prai.g_00585	Prae.g_00532
OG0000564	Prai.g_00586	Prae.g_00533
