Orthogroup	Prai	Syal
OG0000043	Prai.g_01064	Syal.g_02183
OG0000043	Prai.g_00910	Syal.g_02547
OG0000045	Prai.g_01274	Syal.g_01563
OG0000047	Prai.g_00424, Prai.g_00343	Syal.g_01568
OG0000048	Prai.g_00387	Syal.g_01250
OG0000051	Prai.g_00434	Syal.g_01550
OG0000052	Prai.g_00154	Syal.g_01338
OG0000053	Prai.g_01483	Syal.g_00406
OG0000054	Prai.g_00634	Syal.g_02739
OG0000055	Prai.g_00866	Syal.g_01845
OG0000057	Prai.g_00727	Syal.g_01812
OG0000058	Prai.g_01859	Syal.g_01326
OG0000059	Prai.g_01725, Prai.g_01425	Syal.g_00225
OG0000061	Prai.g_01171	Syal.g_01653
OG0000062	Prai.g_01540	Syal.g_02113
OG0000063	Prai.g_00033, Prai.g_01261	Syal.g_00136
OG0000065	Prai.g_00107	Syal.g_00820, Syal.g_02528
OG0000066	Prai.g_00567	Syal.g_02828
OG0000067	Prai.g_00848	Syal.g_02414
OG0000068	Prai.g_01370	Syal.g_02888
OG0000070	Prai.g_00481	Syal.g_00509
OG0000071	Prai.g_01335	Syal.g_01601
OG0000072	Prai.g_00182	Syal.g_00914
OG0000073	Prai.g_00529	Syal.g_02920
OG0000075	Prai.g_01814	Syal.g_01350
OG0000076	Prai.g_01838	Syal.g_01459
OG0000077	Prai.g_00078	Syal.g_00763
OG0000078	Prai.g_00250	Syal.g_00680
OG0000079	Prai.g_00265	Syal.g_01213
OG0000080	Prai.g_01411, Prai.g_00399	Syal.g_01394
OG0000081	Prai.g_00559	Syal.g_02555
OG0000082	Prai.g_00613	Syal.g_02769
OG0000084	Prai.g_01459	Syal.g_00023
OG0000085	Prai.g_01631	Syal.g_00575
OG0000086	Prai.g_00088	Syal.g_00784
OG0000087	Prai.g_00139	Syal.g_00871
OG0000088	Prai.g_00177	Syal.g_00908
OG0000089	Prai.g_00368	Syal.g_00555
OG0000090	Prai.g_00561	Syal.g_02838
OG0000091	Prai.g_00671	Syal.g_02628
OG0000092	Prai.g_01041	Syal.g_00470
OG0000094	Prai.g_00937	Syal.g_01907
OG0000097	Prai.g_01214	Syal.g_01735, Syal.g_01553
OG0000098	Prai.g_01353	Syal.g_02196
OG0000099	Prai.g_01393	Syal.g_01323
OG0000100	Prai.g_01536	Syal.g_02448
OG0000101	Prai.g_01782	Syal.g_00275
OG0000102	Prai.g_01843	Syal.g_01488
OG0000103	Prai.g_01923	Syal.g_01897, Syal.g_00077
OG0000104	Prai.g_01932	Syal.g_00092
OG0000105	Prai.g_00286, Prai.g_00287	Syal.g_01255
OG0000106	Prai.g_00383	Syal.g_02577
OG0000107	Prai.g_00397	Syal.g_00194
OG0000108	Prai.g_00510	Syal.g_02897
OG0000109	Prai.g_00524	Syal.g_02913
OG0000110	Prai.g_00603	Syal.g_02782
OG0000111	Prai.g_00728	Syal.g_01813
OG0000112	Prai.g_00882	Syal.g_02000
OG0000113	Prai.g_00825	Syal.g_02443
OG0000114	Prai.g_01046	Syal.g_02286
OG0000115	Prai.g_01119	Syal.g_00404
OG0000116	Prai.g_01162	Syal.g_01630
OG0000117	Prai.g_01273	Syal.g_01704
OG0000118	Prai.g_01347	Syal.g_01583
OG0000119	Prai.g_01366	Syal.g_02056
OG0000120	Prai.g_01443	Syal.g_01324
OG0000121	Prai.g_01465	Syal.g_00374
OG0000123	Prai.g_01789	Syal.g_00283
OG0000124	Prai.g_01854	Syal.g_01519
OG0000125	Prai.g_01892	Syal.g_01075
OG0000126	Prai.g_01931	Syal.g_00090
OG0000128	Prai.g_00011	Syal.g_00109
OG0000129	Prai.g_00051	Syal.g_01062
OG0000130	Prai.g_00069	Syal.g_00751
OG0000131	Prai.g_00156	Syal.g_00886
OG0000132	Prai.g_00175	Syal.g_00906
OG0000133	Prai.g_00335	Syal.g_01995
OG0000134	Prai.g_00369	Syal.g_00552
OG0000135	Prai.g_00393	Syal.g_01119
OG0000136	Prai.g_00472	Syal.g_00520
OG0000137	Prai.g_00505	Syal.g_00463
OG0000138	Prai.g_00525	Syal.g_02914
OG0000139	Prai.g_00565	Syal.g_02832
OG0000140	Prai.g_00566	Syal.g_02830
OG0000141	Prai.g_00635	Syal.g_02738
OG0000142	Prai.g_00664	Syal.g_02636
OG0000143	Prai.g_00668	Syal.g_02632
OG0000144	Prai.g_00681	Syal.g_02515
OG0000145	Prai.g_00883	Syal.g_02921
OG0000146	Prai.g_00881	Syal.g_02001
OG0000147	Prai.g_00880	Syal.g_02002
OG0000148	Prai.g_00831	Syal.g_02437
OG0000149	Prai.g_00800	Syal.g_02475
OG0000150	Prai.g_00792	Syal.g_02737
OG0000151	Prai.g_01036	Syal.g_02263
OG0000152	Prai.g_00989	Syal.g_01991
OG0000153	Prai.g_00970	Syal.g_01958
OG0000154	Prai.g_00943	Syal.g_01918
OG0000155	Prai.g_01191	Syal.g_01695
OG0000156	Prai.g_01323	Syal.g_01620
OG0000157	Prai.g_01324	Syal.g_01619
OG0000158	Prai.g_01392	Syal.g_01431
OG0000160	Prai.g_01464	Syal.g_00372
OG0000161	Prai.g_01470	Syal.g_00384
OG0000162	Prai.g_01476	Syal.g_00396
OG0000163	Prai.g_01509	Syal.g_02971
OG0000164	Prai.g_01662	Syal.g_00623
OG0000165	Prai.g_01669	Syal.g_00632
OG0000166	Prai.g_01740	Syal.g_00236
OG0000167	Prai.g_01812	Syal.g_01347
OG0000168	Prai.g_01822	Syal.g_01433
OG0000169	Prai.g_01832	Syal.g_01447
OG0000170	Prai.g_01834	Syal.g_01454
OG0000171	Prai.g_01853	Syal.g_01518
OG0000172	Prai.g_01863	Syal.g_00174, Syal.g_00173
OG0000173	Prai.g_01878	Syal.g_00155
OG0000174	Prai.g_01905	Syal.g_01121
OG0000175	Prai.g_01915	Syal.g_01172
OG0000176	Prai.g_00004	Syal.g_00101
OG0000177	Prai.g_00005	Syal.g_00102
OG0000178	Prai.g_00006	Syal.g_00103
OG0000179	Prai.g_00016	Syal.g_00118
OG0000180	Prai.g_00017	Syal.g_00119
OG0000181	Prai.g_00018	Syal.g_00120
OG0000182	Prai.g_00019	Syal.g_00121
OG0000183	Prai.g_00023	Syal.g_00125
OG0000184	Prai.g_00053	Syal.g_01050
OG0000185	Prai.g_00056	Syal.g_01025
OG0000186	Prai.g_00064	Syal.g_02684, Syal.g_00747
OG0000187	Prai.g_00065	Syal.g_02685, Syal.g_00748
OG0000188	Prai.g_00082	Syal.g_00771
OG0000189	Prai.g_00096	Syal.g_00807
OG0000190	Prai.g_00097	Syal.g_01364
OG0000191	Prai.g_00117	Syal.g_00841
OG0000192	Prai.g_00121	Syal.g_00847
OG0000193	Prai.g_00157	Syal.g_00887
OG0000194	Prai.g_00160	Syal.g_00890
OG0000195	Prai.g_00162	Syal.g_00892
OG0000196	Prai.g_00172	Syal.g_00903
OG0000197	Prai.g_00173	Syal.g_00904
OG0000198	Prai.g_00174	Syal.g_00905
OG0000199	Prai.g_00181	Syal.g_00913
OG0000200	Prai.g_00195	Syal.g_00932
OG0000201	Prai.g_00203	Syal.g_00949
OG0000202	Prai.g_00204	Syal.g_00950
OG0000203	Prai.g_00205	Syal.g_00951
OG0000204	Prai.g_00206	Syal.g_00952
OG0000205	Prai.g_00213	Syal.g_00959
OG0000206	Prai.g_00218	Syal.g_00971
OG0000207	Prai.g_00220	Syal.g_00974
OG0000208	Prai.g_00221	Syal.g_00975
OG0000209	Prai.g_00230	Syal.g_01000
OG0000210	Prai.g_00231	Syal.g_01001
OG0000212	Prai.g_00251	Syal.g_00679
OG0000213	Prai.g_00270	Syal.g_01229
OG0000214	Prai.g_00280	Syal.g_01246
OG0000215	Prai.g_00305	Syal.g_01277
OG0000216	Prai.g_00307	Syal.g_01281
OG0000217	Prai.g_00310	Syal.g_01285
OG0000218	Prai.g_00312	Syal.g_01287
OG0000219	Prai.g_00313	Syal.g_01288
OG0000220	Prai.g_00314	Syal.g_01289
OG0000221	Prai.g_00315	Syal.g_01297
OG0000222	Prai.g_00323	Syal.g_01309
OG0000223	Prai.g_00336	Syal.g_01327
OG0000224	Prai.g_00338	Syal.g_01329
OG0000225	Prai.g_00358	Syal.g_00363
OG0000226	Prai.g_00362	Syal.g_00367
OG0000227	Prai.g_00364	Syal.g_00369
OG0000228	Prai.g_00367	Syal.g_00556
OG0000229	Prai.g_00467	Syal.g_00525
OG0000230	Prai.g_00469	Syal.g_00523
OG0000231	Prai.g_00480	Syal.g_00510
OG0000232	Prai.g_00489	Syal.g_00495
OG0000233	Prai.g_00494	Syal.g_00487
OG0000234	Prai.g_00506	Syal.g_00461
OG0000235	Prai.g_00509	Syal.g_02896
OG0000236	Prai.g_00523	Syal.g_02912
OG0000237	Prai.g_00536	Syal.g_02930
OG0000238	Prai.g_00542	Syal.g_02935
OG0000239	Prai.g_00553	Syal.g_02951
OG0000240	Prai.g_00554	Syal.g_02952
OG0000241	Prai.g_00558	Syal.g_02696
OG0000242	Prai.g_00560	Syal.g_02840
OG0000243	Prai.g_00571	Syal.g_02822
OG0000244	Prai.g_00574	Syal.g_02815
OG0000245	Prai.g_00576	Syal.g_02813
OG0000246	Prai.g_00580	Syal.g_02809
OG0000247	Prai.g_00590	Syal.g_02797
OG0000248	Prai.g_00593	Syal.g_02794
OG0000249	Prai.g_00595	Syal.g_02792
OG0000250	Prai.g_00600	Syal.g_02786
OG0000251	Prai.g_00619	Syal.g_02760
OG0000252	Prai.g_00622	Syal.g_02757
OG0000253	Prai.g_00623	Syal.g_02755
OG0000254	Prai.g_00639	Syal.g_02732
OG0000255	Prai.g_00645	Syal.g_02719
OG0000256	Prai.g_00656	Syal.g_02705
OG0000257	Prai.g_00659	Syal.g_02697
OG0000258	Prai.g_00672	Syal.g_02623
OG0000259	Prai.g_00689	Syal.g_02182
OG0000260	Prai.g_00692	Syal.g_02188
OG0000261	Prai.g_00694	Syal.g_02199
OG0000262	Prai.g_00698	Syal.g_02204
OG0000263	Prai.g_00710	Syal.g_01720
OG0000264	Prai.g_00720	Syal.g_01788
OG0000265	Prai.g_00748	Syal.g_02534
OG0000266	Prai.g_00758	Syal.g_02421
OG0000267	Prai.g_00769	Syal.g_02043
OG0000268	Prai.g_00770	Syal.g_02042
OG0000269	Prai.g_00853	Syal.g_02409
OG0000270	Prai.g_00850	Syal.g_02412
OG0000271	Prai.g_00842	Syal.g_01871
OG0000272	Prai.g_00840, Prai.g_00841	Syal.g_01872
OG0000274	Prai.g_00816	Syal.g_02455
OG0000275	Prai.g_00741, Prai.g_00813	Syal.g_02458
OG0000276	Prai.g_00808	Syal.g_02467
OG0000277	Prai.g_00807	Syal.g_02468
OG0000278	Prai.g_00804	Syal.g_02471
OG0000279	Prai.g_00797	Syal.g_02479
OG0000280	Prai.g_00796	Syal.g_02493
OG0000281	Prai.g_00791	Syal.g_02190
OG0000282	Prai.g_01044	Syal.g_02284
OG0000283	Prai.g_01012	Syal.g_02028
OG0000284	Prai.g_01007	Syal.g_02023
OG0000285	Prai.g_01002	Syal.g_02012
OG0000286	Prai.g_00990	Syal.g_01992
OG0000288	Prai.g_00944	Syal.g_01919
OG0000289	Prai.g_00934	Syal.g_01904
OG0000290	Prai.g_00921	Syal.g_01826
OG0000291	Prai.g_00919	Syal.g_01824
OG0000292	Prai.g_01107	Syal.g_00089
OG0000293	Prai.g_01163	Syal.g_01631
OG0000294	Prai.g_01164	Syal.g_01632
OG0000295	Prai.g_01183	Syal.g_01687
OG0000296	Prai.g_01185	Syal.g_01689
OG0000297	Prai.g_01193	Syal.g_01702
OG0000298	Prai.g_01194	Syal.g_01703
OG0000299	Prai.g_01213	Syal.g_01732
OG0000300	Prai.g_01216	Syal.g_01738
OG0000301	Prai.g_01217	Syal.g_01739
OG0000302	Prai.g_01219	Syal.g_01740
OG0000303	Prai.g_01226	Syal.g_01763
OG0000304	Prai.g_01230	Syal.g_01756
OG0000305	Prai.g_01362	Syal.g_01821
OG0000306	Prai.g_01365	Syal.g_02579
OG0000307	Prai.g_01379	Syal.g_02880
OG0000308	Prai.g_01380	Syal.g_02878
OG0000309	Prai.g_01384	Syal.g_02873
OG0000310	Prai.g_01448	Syal.g_01537
OG0000311	Prai.g_01450	Syal.g_00061
OG0000312	Prai.g_01453	Syal.g_00031
OG0000313	Prai.g_01467	Syal.g_00381
OG0000314	Prai.g_01489	Syal.g_00416
OG0000315	Prai.g_01499	Syal.g_00426
OG0000316	Prai.g_01519	Syal.g_02987
OG0000317	Prai.g_01636	Syal.g_00583
OG0000318	Prai.g_01639	Syal.g_00588
OG0000319	Prai.g_01652	Syal.g_00608
OG0000320	Prai.g_01654	Syal.g_00610
OG0000321	Prai.g_01655	Syal.g_00611
OG0000322	Prai.g_01656	Syal.g_00612
OG0000323	Prai.g_01665	Syal.g_00626
OG0000324	Prai.g_01691	Syal.g_00656
OG0000325	Prai.g_01702	Syal.g_00195
OG0000326	Prai.g_01708	Syal.g_00202
OG0000327	Prai.g_01735	Syal.g_00230
OG0000328	Prai.g_01736	Syal.g_00231
OG0000329	Prai.g_01754	Syal.g_00249
OG0000330	Prai.g_01755	Syal.g_00250
OG0000331	Prai.g_01756	Syal.g_00251
OG0000332	Prai.g_01770	Syal.g_00266
OG0000333	Prai.g_01777	Syal.g_00269
OG0000334	Prai.g_01785	Syal.g_00279
OG0000335	Prai.g_01790	Syal.g_00284
OG0000336	Prai.g_01794	Syal.g_00288
OG0000337	Prai.g_01810	Syal.g_01343
OG0000338	Prai.g_01811	Syal.g_01345
OG0000339	Prai.g_01815	Syal.g_01351
OG0000340	Prai.g_01823	Syal.g_01434
OG0000341	Prai.g_01825	Syal.g_01436
OG0000342	Prai.g_01826	Syal.g_01437
OG0000343	Prai.g_01827	Syal.g_01441
OG0000344	Prai.g_01830	Syal.g_01445
OG0000345	Prai.g_01835	Syal.g_01455
OG0000346	Prai.g_01839	Syal.g_01460
OG0000347	Prai.g_01855	Syal.g_01525
OG0000348	Prai.g_01866	Syal.g_00170
OG0000349	Prai.g_01883	Syal.g_00148
OG0000350	Prai.g_01901	Syal.g_00209
OG0000351	Prai.g_01918	Syal.g_01175
OG0000352	Prai.g_01919	Syal.g_01176
OG0000353	Prai.g_01935	Syal.g_00095
OG0000355	Prai.g_00001	Syal.g_00098
OG0000356	Prai.g_00002	Syal.g_00099
OG0000357	Prai.g_00003	Syal.g_00100
OG0000358	Prai.g_00007	Syal.g_00104
OG0000359	Prai.g_00008	Syal.g_00106
OG0000360	Prai.g_00009	Syal.g_00107
OG0000361	Prai.g_00010	Syal.g_00108
OG0000362	Prai.g_00012	Syal.g_00110
OG0000363	Prai.g_00014	Syal.g_00112
OG0000364	Prai.g_00015	Syal.g_00113
OG0000365	Prai.g_00020	Syal.g_00122
OG0000366	Prai.g_00021	Syal.g_00123
OG0000367	Prai.g_00022	Syal.g_00124
OG0000368	Prai.g_00024	Syal.g_00126
OG0000369	Prai.g_00025	Syal.g_00127
OG0000370	Prai.g_00026	Syal.g_00128
OG0000371	Prai.g_00032	Syal.g_00135
OG0000372	Prai.g_00035	Syal.g_00141
OG0000373	Prai.g_00036	Syal.g_00142
OG0000374	Prai.g_00037	Syal.g_00143
OG0000375	Prai.g_00047	Syal.g_00144
OG0000376	Prai.g_00049	Syal.g_00146
OG0000377	Prai.g_00052	Syal.g_01061
OG0000378	Prai.g_00054	Syal.g_01027
OG0000379	Prai.g_00057	Syal.g_01024
OG0000380	Prai.g_00066	Syal.g_00749
OG0000381	Prai.g_00070	Syal.g_00752
OG0000382	Prai.g_00081	Syal.g_00770
OG0000383	Prai.g_00083	Syal.g_00775
OG0000384	Prai.g_00084	Syal.g_00776
OG0000385	Prai.g_00085	Syal.g_00777
OG0000386	Prai.g_00086	Syal.g_00778
OG0000387	Prai.g_00099	Syal.g_00811
OG0000388	Prai.g_00102	Syal.g_00815
OG0000389	Prai.g_00106	Syal.g_00819
OG0000390	Prai.g_00113	Syal.g_00835
OG0000391	Prai.g_00116	Syal.g_00840
OG0000392	Prai.g_00120	Syal.g_00846
OG0000393	Prai.g_00122	Syal.g_00849
OG0000394	Prai.g_00123	Syal.g_00850
OG0000395	Prai.g_00124	Syal.g_00851
OG0000396	Prai.g_00127	Syal.g_00854
OG0000397	Prai.g_00129	Syal.g_00857
OG0000398	Prai.g_00131	Syal.g_00862
OG0000399	Prai.g_00132	Syal.g_00863
OG0000400	Prai.g_00133	Syal.g_00864
OG0000401	Prai.g_00134	Syal.g_00865
OG0000402	Prai.g_00136	Syal.g_00867
OG0000403	Prai.g_00137	Syal.g_00868
OG0000404	Prai.g_00138	Syal.g_00870
OG0000405	Prai.g_00142	Syal.g_00883
OG0000406	Prai.g_00158	Syal.g_00888
OG0000407	Prai.g_00159	Syal.g_00889
OG0000408	Prai.g_00161	Syal.g_00891
OG0000409	Prai.g_00163	Syal.g_00893
OG0000410	Prai.g_00164	Syal.g_00894
OG0000411	Prai.g_00165	Syal.g_00895
OG0000412	Prai.g_00166	Syal.g_00896
OG0000413	Prai.g_00167	Syal.g_00898
OG0000414	Prai.g_01288, Prai.g_00168	Syal.g_00899
OG0000415	Prai.g_00169	Syal.g_00900
OG0000416	Prai.g_00170	Syal.g_00901
OG0000417	Prai.g_00171	Syal.g_00902
OG0000418	Prai.g_00176	Syal.g_00907
OG0000419	Prai.g_00178	Syal.g_00909
OG0000420	Prai.g_00179	Syal.g_00911
OG0000421	Prai.g_00184	Syal.g_00916
OG0000422	Prai.g_00185	Syal.g_00917
OG0000423	Prai.g_00186	Syal.g_00918
OG0000424	Prai.g_00187	Syal.g_00919
OG0000425	Prai.g_00188	Syal.g_00920
OG0000426	Prai.g_00189	Syal.g_00921
OG0000427	Prai.g_00190	Syal.g_00922
OG0000428	Prai.g_00192	Syal.g_00925
OG0000429	Prai.g_00193	Syal.g_00929
OG0000430	Prai.g_00194	Syal.g_00931
OG0000431	Prai.g_00196	Syal.g_00934
OG0000432	Prai.g_00199	Syal.g_00940
OG0000433	Prai.g_00200	Syal.g_00943
OG0000434	Prai.g_00201	Syal.g_00944
OG0000435	Prai.g_00202	Syal.g_00946
OG0000436	Prai.g_00207	Syal.g_00953
OG0000437	Prai.g_00208	Syal.g_00954
OG0000438	Prai.g_00209	Syal.g_00955
OG0000439	Prai.g_00211	Syal.g_00957
OG0000440	Prai.g_00212	Syal.g_00958
OG0000441	Prai.g_00215	Syal.g_00962
OG0000442	Prai.g_00216	Syal.g_00964
OG0000443	Prai.g_00217	Syal.g_00966
OG0000444	Prai.g_00222	Syal.g_00978
OG0000445	Prai.g_00223	Syal.g_00979
OG0000446	Prai.g_00224	Syal.g_00981
OG0000447	Prai.g_00225	Syal.g_00989
OG0000448	Prai.g_00226	Syal.g_00990
OG0000449	Prai.g_00227	Syal.g_00991
OG0000450	Prai.g_00228	Syal.g_00997
OG0000451	Prai.g_00229	Syal.g_00998
OG0000452	Prai.g_00232	Syal.g_01002
OG0000453	Prai.g_00233	Syal.g_01003
OG0000454	Prai.g_00234	Syal.g_01004
OG0000455	Prai.g_00235	Syal.g_01005
OG0000456	Prai.g_00236	Syal.g_01006
OG0000457	Prai.g_00237	Syal.g_01008
OG0000458	Prai.g_00238	Syal.g_01009
OG0000459	Prai.g_00239	Syal.g_01010
OG0000460	Prai.g_00246	Syal.g_00686
OG0000461	Prai.g_00255	Syal.g_01199
OG0000462	Prai.g_00257	Syal.g_01202
OG0000463	Prai.g_00258	Syal.g_01203
OG0000464	Prai.g_00259	Syal.g_01204
OG0000465	Prai.g_00260	Syal.g_01205
OG0000466	Prai.g_00263	Syal.g_01210
OG0000467	Prai.g_00264	Syal.g_01212
OG0000468	Prai.g_00266	Syal.g_01225
OG0000469	Prai.g_00275	Syal.g_01240
OG0000470	Prai.g_00277	Syal.g_01242
OG0000471	Prai.g_00278	Syal.g_01243
OG0000472	Prai.g_00279	Syal.g_01245
OG0000473	Prai.g_00281	Syal.g_01247
OG0000474	Prai.g_00282	Syal.g_01248
OG0000475	Prai.g_00283	Syal.g_01249
OG0000476	Prai.g_00284	Syal.g_01251
OG0000477	Prai.g_00288	Syal.g_01257
OG0000478	Prai.g_00289	Syal.g_01258
OG0000479	Prai.g_00290	Syal.g_01259
OG0000480	Prai.g_00295	Syal.g_01266
OG0000481	Prai.g_00297	Syal.g_01268
OG0000482	Prai.g_00298	Syal.g_01269
OG0000483	Prai.g_00301	Syal.g_01273
OG0000484	Prai.g_00302	Syal.g_01274
OG0000485	Prai.g_00303	Syal.g_01275
OG0000486	Prai.g_00304	Syal.g_01276
OG0000487	Prai.g_00308	Syal.g_01282
OG0000488	Prai.g_00311	Syal.g_01286
OG0000489	Prai.g_00316	Syal.g_01298
OG0000490	Prai.g_00321	Syal.g_01307
OG0000491	Prai.g_00322	Syal.g_01308
OG0000492	Prai.g_00324	Syal.g_01310
OG0000493	Prai.g_00325	Syal.g_01311
OG0000494	Prai.g_00326	Syal.g_01312
OG0000495	Prai.g_00327	Syal.g_01313
OG0000496	Prai.g_00328	Syal.g_01314
OG0000497	Prai.g_00329	Syal.g_01315
OG0000498	Prai.g_00330	Syal.g_01316
OG0000499	Prai.g_00331	Syal.g_01317
OG0000500	Prai.g_00332	Syal.g_01318
OG0000501	Prai.g_00334	Syal.g_01321
OG0000502	Prai.g_00337	Syal.g_01328
OG0000503	Prai.g_00347	Syal.g_00347
OG0000504	Prai.g_00348	Syal.g_00349
OG0000505	Prai.g_00349	Syal.g_00350
OG0000506	Prai.g_00351	Syal.g_00352
OG0000507	Prai.g_00354	Syal.g_00358
OG0000508	Prai.g_00357	Syal.g_00362
OG0000509	Prai.g_00359	Syal.g_00364
OG0000510	Prai.g_00360	Syal.g_00365
OG0000511	Prai.g_00361	Syal.g_00366
OG0000512	Prai.g_00363	Syal.g_00368
OG0000513	Prai.g_00370	Syal.g_00551
OG0000514	Prai.g_00462	Syal.g_00539
OG0000515	Prai.g_00463	Syal.g_00538
OG0000516	Prai.g_00464	Syal.g_00534
OG0000517	Prai.g_00466	Syal.g_00526
OG0000518	Prai.g_00477	Syal.g_00514
OG0000519	Prai.g_00478	Syal.g_00513
OG0000520	Prai.g_00479	Syal.g_00512
OG0000521	Prai.g_00484	Syal.g_00502
OG0000522	Prai.g_00486	Syal.g_00500
OG0000523	Prai.g_00487	Syal.g_00499
OG0000524	Prai.g_00492	Syal.g_00491
OG0000525	Prai.g_00495	Syal.g_00473
OG0000526	Prai.g_00496	Syal.g_00471
OG0000527	Prai.g_00503	Syal.g_00465
OG0000528	Prai.g_00508	Syal.g_02893
OG0000529	Prai.g_00511	Syal.g_02898
OG0000530	Prai.g_00514	Syal.g_02901
OG0000531	Prai.g_00515	Syal.g_02902
OG0000532	Prai.g_00517	Syal.g_02905
OG0000533	Prai.g_00518	Syal.g_02907
OG0000534	Prai.g_00519	Syal.g_02908
OG0000535	Prai.g_00520	Syal.g_02909
OG0000536	Prai.g_00521	Syal.g_02910
OG0000537	Prai.g_00522	Syal.g_02911
OG0000538	Prai.g_00530	Syal.g_02923
OG0000539	Prai.g_00531	Syal.g_02924
OG0000540	Prai.g_00532	Syal.g_02925
OG0000541	Prai.g_00533	Syal.g_02926
OG0000542	Prai.g_00535	Syal.g_02929
OG0000543	Prai.g_00537	Syal.g_02931
OG0000544	Prai.g_00538	Syal.g_02932
OG0000545	Prai.g_00540	Syal.g_02934
OG0000546	Prai.g_00543	Syal.g_02936
OG0000547	Prai.g_00544	Syal.g_02938
OG0000548	Prai.g_00545	Syal.g_02939
OG0000549	Prai.g_00547	Syal.g_02945
OG0000550	Prai.g_00552	Syal.g_02949
OG0000551	Prai.g_00555	Syal.g_02953
OG0000552	Prai.g_00556	Syal.g_02954
OG0000553	Prai.g_00557	Syal.g_02843
OG0000554	Prai.g_00562	Syal.g_02837
OG0000555	Prai.g_00570	Syal.g_02823
OG0000556	Prai.g_00572	Syal.g_02819
OG0000557	Prai.g_00573	Syal.g_02816
OG0000558	Prai.g_00575	Syal.g_02814
OG0000559	Prai.g_00579	Syal.g_02305, Syal.g_02810
OG0000560	Prai.g_00582	Syal.g_02807
OG0000561	Prai.g_00583	Syal.g_02806
OG0000562	Prai.g_00584	Syal.g_02805
OG0000563	Prai.g_00585	Syal.g_02804
OG0000564	Prai.g_00586	Syal.g_02803
OG0000565	Prai.g_00589	Syal.g_02799
OG0000566	Prai.g_00592	Syal.g_02795
OG0000567	Prai.g_00596	Syal.g_02791
OG0000568	Prai.g_00597	Syal.g_02789
OG0000569	Prai.g_00598	Syal.g_02788
OG0000570	Prai.g_00599	Syal.g_02787
OG0000571	Prai.g_00601	Syal.g_02784
OG0000572	Prai.g_00614	Syal.g_02767
OG0000573	Prai.g_00620	Syal.g_02759
OG0000574	Prai.g_00621	Syal.g_02758
OG0000575	Prai.g_00625	Syal.g_02753
OG0000576	Prai.g_00627	Syal.g_02751
OG0000577	Prai.g_00628	Syal.g_02750
OG0000578	Prai.g_00629	Syal.g_02749
OG0000579	Prai.g_00630	Syal.g_02748
OG0000580	Prai.g_00631	Syal.g_02747
OG0000581	Prai.g_00633	Syal.g_02741
OG0000582	Prai.g_00636	Syal.g_02736
OG0000583	Prai.g_00637	Syal.g_02735
OG0000584	Prai.g_00638	Syal.g_02734
OG0000585	Prai.g_00640	Syal.g_02731
OG0000586	Prai.g_00641	Syal.g_02730
