Orthogroup	Prai	Syat
OG0000332	Prai.g_01770	Syat.g_01790
OG0000333	Prai.g_01777	Syat.g_01787
OG0000334	Prai.g_01785	Syat.g_01657
OG0000335	Prai.g_01790	Syat.g_01652
OG0000336	Prai.g_01794	Syat.g_01648
OG0000337	Prai.g_01810	Syat.g_02144
OG0000338	Prai.g_01811	Syat.g_02146
OG0000339	Prai.g_01815	Syat.g_02155, Syat.g_01055
OG0000340	Prai.g_01823	Syat.g_02165
OG0000341	Prai.g_01825	Syat.g_02167
OG0000342	Prai.g_01826	Syat.g_02168
OG0000343	Prai.g_01827	Syat.g_02185
OG0000344	Prai.g_01830	Syat.g_02189
OG0000345	Prai.g_01835	Syat.g_02202
OG0000346	Prai.g_01839	Syat.g_02207
OG0000347	Prai.g_01855	Syat.g_02234
OG0000348	Prai.g_01866	Syat.g_02264
OG0000349	Prai.g_01883	Syat.g_02291
OG0000350	Prai.g_01901	Syat.g_01847
OG0000351	Prai.g_01918	Syat.g_02411
OG0000352	Prai.g_01919	Syat.g_02410
OG0000353	Prai.g_01935	Syat.g_00955, Syat.g_02377
OG0000355	Prai.g_00001	Syat.g_02375
OG0000356	Prai.g_00002	Syat.g_02374
OG0000357	Prai.g_00003	Syat.g_02373
OG0000358	Prai.g_00007	Syat.g_02336
OG0000359	Prai.g_00008	Syat.g_02334
OG0000360	Prai.g_00009	Syat.g_02333
OG0000361	Prai.g_00010	Syat.g_02332
OG0000362	Prai.g_00012	Syat.g_02330
OG0000363	Prai.g_00014	Syat.g_02328
OG0000364	Prai.g_00015	Syat.g_03122
OG0000365	Prai.g_00020	Syat.g_02318
OG0000366	Prai.g_00021	Syat.g_02317
OG0000367	Prai.g_00022	Syat.g_02316
OG0000368	Prai.g_00024	Syat.g_02314
OG0000369	Prai.g_00025	Syat.g_02313
OG0000370	Prai.g_00026	Syat.g_02312
OG0000371	Prai.g_00032	Syat.g_02304
OG0000372	Prai.g_00035	Syat.g_02298
OG0000373	Prai.g_00036	Syat.g_02297
OG0000374	Prai.g_00037	Syat.g_02296
OG0000375	Prai.g_00047	Syat.g_02295
OG0000376	Prai.g_00049	Syat.g_02293
OG0000377	Prai.g_00052	Syat.g_02695
OG0000378	Prai.g_00054	Syat.g_02715
OG0000379	Prai.g_00057	Syat.g_02720
OG0000380	Prai.g_00066	Syat.g_01468
OG0000381	Prai.g_00070	Syat.g_01470
OG0000382	Prai.g_00081	Syat.g_01488
OG0000383	Prai.g_00083	Syat.g_01521
OG0000384	Prai.g_00084	Syat.g_01522
OG0000385	Prai.g_00085	Syat.g_01523
OG0000386	Prai.g_00086	Syat.g_01524
OG0000387	Prai.g_00099	Syat.g_01561
OG0000388	Prai.g_00102	Syat.g_01565
OG0000389	Prai.g_00106	Syat.g_01569
OG0000390	Prai.g_00113	Syat.g_02945
OG0000391	Prai.g_00116	Syat.g_02940
OG0000392	Prai.g_00120	Syat.g_02934
OG0000393	Prai.g_00122	Syat.g_02931
OG0000394	Prai.g_00123	Syat.g_02930
OG0000395	Prai.g_00124	Syat.g_02929
OG0000396	Prai.g_00127	Syat.g_02927
OG0000397	Prai.g_00129	Syat.g_02925
OG0000398	Prai.g_00131	Syat.g_02920
OG0000399	Prai.g_00132	Syat.g_02919
OG0000400	Prai.g_00133	Syat.g_02918
OG0000401	Prai.g_00134	Syat.g_02917
OG0000402	Prai.g_00136	Syat.g_02915
OG0000403	Prai.g_00137	Syat.g_02914
OG0000404	Prai.g_00138	Syat.g_02913
OG0000405	Prai.g_00142	Syat.g_02900
OG0000406	Prai.g_00158	Syat.g_02896
OG0000407	Prai.g_00159	Syat.g_02895
OG0000408	Prai.g_00161	Syat.g_02893
OG0000409	Prai.g_00163	Syat.g_02891
OG0000410	Prai.g_00164	Syat.g_02890
OG0000411	Prai.g_00165	Syat.g_02889
OG0000412	Prai.g_00166	Syat.g_02888
OG0000413	Prai.g_00167	Syat.g_02886
OG0000414	Prai.g_01288, Prai.g_00168	Syat.g_02885
OG0000415	Prai.g_00169	Syat.g_02884
OG0000416	Prai.g_00170	Syat.g_02883
OG0000417	Prai.g_00171	Syat.g_02868
OG0000418	Prai.g_00176	Syat.g_02863
OG0000419	Prai.g_00178	Syat.g_02861
OG0000420	Prai.g_00179	Syat.g_02859
OG0000421	Prai.g_00184	Syat.g_02855
OG0000422	Prai.g_00185	Syat.g_02854
OG0000423	Prai.g_00186	Syat.g_02853
OG0000424	Prai.g_00187	Syat.g_02852
OG0000425	Prai.g_00188	Syat.g_02851
OG0000426	Prai.g_00189	Syat.g_02850
OG0000427	Prai.g_00190	Syat.g_02849
OG0000428	Prai.g_00192	Syat.g_02846
OG0000429	Prai.g_00193	Syat.g_02843
OG0000430	Prai.g_00194	Syat.g_02841
OG0000431	Prai.g_00196	Syat.g_02838
OG0000432	Prai.g_00199	Syat.g_02832
OG0000433	Prai.g_00200	Syat.g_02829
OG0000434	Prai.g_00201	Syat.g_02828
OG0000435	Prai.g_00202	Syat.g_02824
OG0000436	Prai.g_00207	Syat.g_02817
OG0000437	Prai.g_00208	Syat.g_02558
OG0000438	Prai.g_00209	Syat.g_02813
OG0000439	Prai.g_00211	Syat.g_02811
OG0000440	Prai.g_00212	Syat.g_02810
OG0000441	Prai.g_00215	Syat.g_02807
OG0000442	Prai.g_00216	Syat.g_02797
OG0000443	Prai.g_00217	Syat.g_02787
OG0000444	Prai.g_00222	Syat.g_02756
OG0000445	Prai.g_00223	Syat.g_02755
OG0000446	Prai.g_00224	Syat.g_02753
OG0000447	Prai.g_00225	Syat.g_02749
OG0000448	Prai.g_00226	Syat.g_02748
OG0000449	Prai.g_00227	Syat.g_02747
OG0000450	Prai.g_00228	Syat.g_02738
OG0000451	Prai.g_00229	Syat.g_02737
OG0000452	Prai.g_00232	Syat.g_02732
OG0000453	Prai.g_00233	Syat.g_02731
OG0000454	Prai.g_00234	Syat.g_02730
OG0000455	Prai.g_00235	Syat.g_02729
OG0000456	Prai.g_00236	Syat.g_02728
OG0000457	Prai.g_00237	Syat.g_02726
OG0000458	Prai.g_00238	Syat.g_02725
OG0000459	Prai.g_00239	Syat.g_02724
OG0000460	Prai.g_00246	Syat.g_01450
OG0000461	Prai.g_00255	Syat.g_01866
OG0000462	Prai.g_00257	Syat.g_01868
OG0000463	Prai.g_00258	Syat.g_01869
OG0000464	Prai.g_00259	Syat.g_01870
OG0000465	Prai.g_00260	Syat.g_01872
OG0000466	Prai.g_00263	Syat.g_01877
OG0000467	Prai.g_00264	Syat.g_01878
OG0000468	Prai.g_00266	Syat.g_01884
OG0000469	Prai.g_00275	Syat.g_02000
OG0000470	Prai.g_00277	Syat.g_02038
OG0000471	Prai.g_00278	Syat.g_02039
OG0000472	Prai.g_00279	Syat.g_02041
OG0000473	Prai.g_00281	Syat.g_02043
OG0000474	Prai.g_00282	Syat.g_02044
OG0000475	Prai.g_00283	Syat.g_02045
OG0000476	Prai.g_00284	Syat.g_02047
OG0000477	Prai.g_00288	Syat.g_02053
OG0000478	Prai.g_00289	Syat.g_02054
OG0000479	Prai.g_00290	Syat.g_02056
OG0000480	Prai.g_00295	Syat.g_02063
OG0000481	Prai.g_00297	Syat.g_02066
OG0000482	Prai.g_00298	Syat.g_02067
OG0000483	Prai.g_00301	Syat.g_02071
OG0000484	Prai.g_00302	Syat.g_02072
OG0000485	Prai.g_00303	Syat.g_02073
OG0000486	Prai.g_00304	Syat.g_02074
OG0000487	Prai.g_00308	Syat.g_02080
OG0000488	Prai.g_00311	Syat.g_02086
OG0000489	Prai.g_00316	Syat.g_02097
OG0000490	Prai.g_00321	Syat.g_02106
OG0000491	Prai.g_00322	Syat.g_02107
OG0000492	Prai.g_00324	Syat.g_02110
OG0000493	Prai.g_00325	Syat.g_02111
OG0000494	Prai.g_00326	Syat.g_02112
OG0000495	Prai.g_00327	Syat.g_02120
OG0000496	Prai.g_00328	Syat.g_02121
OG0000497	Prai.g_00329	Syat.g_02122
OG0000498	Prai.g_00330	Syat.g_02123
OG0000499	Prai.g_00331	Syat.g_02124
OG0000500	Prai.g_00332	Syat.g_02125
OG0000501	Prai.g_00334	Syat.g_02128
OG0000502	Prai.g_00337	Syat.g_02135
OG0000503	Prai.g_00347	Syat.g_01614
OG0000504	Prai.g_00348	Syat.g_01612
OG0000505	Prai.g_00349	Syat.g_01611
OG0000506	Prai.g_00351	Syat.g_01609
OG0000507	Prai.g_00354	Syat.g_01603
OG0000508	Prai.g_00357	Syat.g_01596
OG0000509	Prai.g_00359	Syat.g_01591
OG0000510	Prai.g_00360	Syat.g_01590
OG0000511	Prai.g_00361	Syat.g_01589
OG0000512	Prai.g_00363	Syat.g_01587
OG0000513	Prai.g_00370	Syat.g_02957
OG0000514	Prai.g_00462	Syat.g_02962
OG0000515	Prai.g_00463	Syat.g_02963
OG0000516	Prai.g_00464	Syat.g_02965
OG0000517	Prai.g_00466	Syat.g_02969
OG0000518	Prai.g_00477	Syat.g_01286
OG0000519	Prai.g_00478	Syat.g_01285
OG0000520	Prai.g_00479	Syat.g_01284
OG0000521	Prai.g_00484	Syat.g_01319
OG0000522	Prai.g_00486	Syat.g_01317
OG0000523	Prai.g_00487	Syat.g_01316
OG0000524	Prai.g_00492	Syat.g_01409
OG0000525	Prai.g_00495	Syat.g_01382
OG0000526	Prai.g_00496	Syat.g_01380
OG0000527	Prai.g_00503	Syat.g_01373
OG0000528	Prai.g_00508	Syat.g_03167
OG0000529	Prai.g_00511	Syat.g_03171
OG0000530	Prai.g_00514	Syat.g_03174
OG0000531	Prai.g_00515	Syat.g_03175
OG0000532	Prai.g_00517	Syat.g_03178
OG0000533	Prai.g_00518	Syat.g_03180
OG0000534	Prai.g_00519	Syat.g_03181
OG0000535	Prai.g_00520	Syat.g_03182
OG0000536	Prai.g_00521	Syat.g_03183
OG0000537	Prai.g_00522	Syat.g_03185
OG0000538	Prai.g_00530	Syat.g_03204
OG0000539	Prai.g_00531	Syat.g_03206
OG0000540	Prai.g_00532	Syat.g_03207
OG0000541	Prai.g_00533	Syat.g_03208
OG0000542	Prai.g_00535	Syat.g_03213
OG0000543	Prai.g_00537	Syat.g_03215
OG0000544	Prai.g_00538	Syat.g_03216
OG0000545	Prai.g_00540	Syat.g_03218
OG0000546	Prai.g_00543	Syat.g_03220
OG0000547	Prai.g_00544	Syat.g_03222
OG0000548	Prai.g_00545	Syat.g_03223
OG0000549	Prai.g_00547	Syat.g_01795
OG0000550	Prai.g_00552	Syat.g_01107
OG0000551	Prai.g_00555	Syat.g_01103
OG0000552	Prai.g_00556	Syat.g_01102
OG0000553	Prai.g_00557	Syat.g_01098
OG0000554	Prai.g_00562	Syat.g_03271
OG0000555	Prai.g_00570	Syat.g_00093
OG0000556	Prai.g_00572	Syat.g_00088
OG0000557	Prai.g_00573	Syat.g_00083
OG0000558	Prai.g_00575	Syat.g_00081
OG0000559	Prai.g_00579	Syat.g_00077
OG0000560	Prai.g_00582	Syat.g_00074
OG0000561	Prai.g_00583	Syat.g_00073
OG0000562	Prai.g_00584	Syat.g_00072
OG0000563	Prai.g_00585	Syat.g_00071
OG0000564	Prai.g_00586	Syat.g_00070
OG0000565	Prai.g_00589	Syat.g_00067
OG0000566	Prai.g_00592	Syat.g_00063
OG0000567	Prai.g_00596	Syat.g_00059
OG0000568	Prai.g_00597	Syat.g_00057
OG0000569	Prai.g_00598	Syat.g_00056
OG0000570	Prai.g_00599	Syat.g_00055
OG0000571	Prai.g_00601	Syat.g_00052
OG0000572	Prai.g_00614	Syat.g_00033
OG0000573	Prai.g_00620	Syat.g_00024
OG0000574	Prai.g_00621	Syat.g_00023
OG0000575	Prai.g_00625	Syat.g_00018
OG0000576	Prai.g_00627	Syat.g_00014
OG0000577	Prai.g_00628	Syat.g_00013
OG0000578	Prai.g_00629	Syat.g_00012
OG0000579	Prai.g_00630	Syat.g_00011
OG0000580	Prai.g_00631	Syat.g_00010
OG0000581	Prai.g_00633	Syat.g_00003
OG0000582	Prai.g_00636	Syat.g_03403
OG0000583	Prai.g_00637	Syat.g_03404
OG0000584	Prai.g_00638	Syat.g_03405
OG0000585	Prai.g_00640	Syat.g_03408
OG0000586	Prai.g_00641	Syat.g_03409
OG0000587	Prai.g_00642	Syat.g_00001
OG0000588	Prai.g_00646	Syat.g_00338
OG0000589	Prai.g_00650	Syat.g_03318
OG0000590	Prai.g_00651	Syat.g_03317
OG0000591	Prai.g_00654	Syat.g_03308
OG0000592	Prai.g_00655	Syat.g_03307
OG0000593	Prai.g_00661	Syat.g_00113
OG0000594	Prai.g_00662	Syat.g_00114
OG0000595	Prai.g_00663	Syat.g_00115
OG0000596	Prai.g_00667	Syat.g_00129
OG0000597	Prai.g_00669	Syat.g_00132
OG0000598	Prai.g_00670	Syat.g_00133
OG0000599	Prai.g_00673	Syat.g_00381
OG0000600	Prai.g_00674	Syat.g_00380
OG0000601	Prai.g_00675	Syat.g_00379
OG0000602	Prai.g_00677	Syat.g_00375
OG0000603	Prai.g_00678	Syat.g_00374
OG0000604	Prai.g_00679	Syat.g_00372
OG0000605	Prai.g_00680	Syat.g_00370
OG0000606	Prai.g_00683	Syat.g_00367
OG0000607	Prai.g_00686	Syat.g_00364
OG0000608	Prai.g_00687	Syat.g_00363
