Orthogroup	Prai	Syap
OG0000090	Prai.g_00561	Syap.g_01451
OG0000091	Prai.g_00671	Syap.g_01861
OG0000094	Prai.g_00937	Syap.g_02781
OG0000095	Prai.g_00918	Syap.g_01556
OG0000098	Prai.g_01353	Syap.g_01975
OG0000099	Prai.g_01393	Syap.g_01385
OG0000101	Prai.g_01782	Syap.g_00472
OG0000102	Prai.g_01843	Syap.g_01116
OG0000103	Prai.g_01923	Syap.g_02607, Syap.g_02608
OG0000104	Prai.g_01932	Syap.g_02321, Syap.g_00051, Syap.g_02320, Syap.g_02318
OG0000105	Prai.g_00286, Prai.g_00287	Syap.g_01369, Syap.g_01368
OG0000107	Prai.g_00397	Syap.g_02496
OG0000108	Prai.g_00510	Syap.g_00733, Syap.g_02255
OG0000109	Prai.g_00524	Syap.g_00279, Syap.g_02237
OG0000110	Prai.g_00603	Syap.g_01313
OG0000111	Prai.g_00728	Syap.g_01566, Syap.g_01568
OG0000112	Prai.g_00882	Syap.g_02023
OG0000113	Prai.g_00825	Syap.g_02714
OG0000114	Prai.g_01046	Syap.g_01255
OG0000115	Prai.g_01119	Syap.g_02004
OG0000116	Prai.g_01162	Syap.g_00241
OG0000117	Prai.g_01273	Syap.g_01889
OG0000118	Prai.g_01347	Syap.g_02286
OG0000120	Prai.g_01443	Syap.g_02075
OG0000121	Prai.g_01465	Syap.g_02471
OG0000123	Prai.g_01789	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464
OG0000124	Prai.g_01854	Syap.g_02456, Syap.g_02457, Syap.g_01130
OG0000125	Prai.g_01892	Syap.g_01046, Syap.g_01047
OG0000126	Prai.g_01931	Syap.g_02317, Syap.g_02576, Syap.g_02316
OG0000128	Prai.g_00011	Syap.g_00069
OG0000129	Prai.g_00051	Syap.g_00130, Syap.g_00129
OG0000130	Prai.g_00069	Syap.g_01688, Syap.g_01689
OG0000131	Prai.g_00156	Syap.g_02189
OG0000132	Prai.g_00175	Syap.g_01205
OG0000133	Prai.g_00335	Syap.g_02017
OG0000134	Prai.g_00369	Syap.g_02047
OG0000135	Prai.g_00393	Syap.g_02090
OG0000136	Prai.g_00472	Syap.g_00089
OG0000137	Prai.g_00505	Syap.g_02756
OG0000138	Prai.g_00525	Syap.g_00278
OG0000139	Prai.g_00565	Syap.g_00410
OG0000140	Prai.g_00566	Syap.g_01976
OG0000141	Prai.g_00635	Syap.g_01541, Syap.g_01542, Syap.g_01544
OG0000142	Prai.g_00664	Syap.g_00895, Syap.g_00894
OG0000143	Prai.g_00668	Syap.g_00900, Syap.g_00899, Syap.g_00901
OG0000144	Prai.g_00681	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772
OG0000145	Prai.g_00883	Syap.g_01860, Syap.g_01859
OG0000146	Prai.g_00881	Syap.g_02024
OG0000147	Prai.g_00880	Syap.g_02025
OG0000148	Prai.g_00831	Syap.g_02720
OG0000149	Prai.g_00800	Syap.g_00824
OG0000150	Prai.g_00792	Syap.g_01540
OG0000151	Prai.g_01036	Syap.g_00142
OG0000152	Prai.g_00989	Syap.g_02012
OG0000153	Prai.g_00970	Syap.g_02682
OG0000154	Prai.g_00943	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Prai.g_01191	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Prai.g_01323	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Prai.g_01324	Syap.g_00249, Syap.g_00286
OG0000158	Prai.g_01392	Syap.g_01075
OG0000159	Prai.g_01321, Prai.g_01390	Syap.g_00852
OG0000160	Prai.g_01464	Syap.g_02470, Syap.g_02469
OG0000161	Prai.g_01470	Syap.g_02476
OG0000162	Prai.g_01476	Syap.g_02531
OG0000164	Prai.g_01662	Syap.g_01391, Syap.g_01392
OG0000165	Prai.g_01669	Syap.g_01381, Syap.g_01382
OG0000166	Prai.g_01740	Syap.g_00512, Syap.g_01238
OG0000167	Prai.g_01812	Syap.g_02080
OG0000168	Prai.g_01822	Syap.g_01076
OG0000169	Prai.g_01832	Syap.g_01049, Syap.g_01093
OG0000170	Prai.g_01834	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Prai.g_01853	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Prai.g_01863	Syap.g_01143, Syap.g_00635
OG0000173	Prai.g_01878	Syap.g_00982, Syap.g_00983
OG0000174	Prai.g_01905	Syap.g_02092
OG0000175	Prai.g_01915	Syap.g_02654
OG0000176	Prai.g_00004	Syap.g_00059
OG0000177	Prai.g_00005	Syap.g_00061, Syap.g_00060
OG0000178	Prai.g_00006	Syap.g_00062
OG0000179	Prai.g_00016	Syap.g_00077, Syap.g_02638
OG0000180	Prai.g_00017	Syap.g_00078, Syap.g_02640
OG0000181	Prai.g_00018	Syap.g_00079, Syap.g_02641
OG0000182	Prai.g_00019	Syap.g_00080, Syap.g_02642
OG0000183	Prai.g_00023	Syap.g_00084
OG0000184	Prai.g_00053	Syap.g_01337
OG0000185	Prai.g_00056	Syap.g_01322
OG0000186	Prai.g_00064	Syap.g_01684
OG0000187	Prai.g_00065	Syap.g_01686
OG0000188	Prai.g_00082	Syap.g_02547
OG0000191	Prai.g_00117	Syap.g_02233
OG0000192	Prai.g_00121	Syap.g_02224
OG0000193	Prai.g_00157	Syap.g_02187, Syap.g_02188
OG0000194	Prai.g_00160	Syap.g_02183
OG0000195	Prai.g_00162	Syap.g_02180
OG0000196	Prai.g_00172	Syap.g_01208, Syap.g_02167
OG0000197	Prai.g_00173	Syap.g_01207, Syap.g_02166
OG0000198	Prai.g_00174	Syap.g_01206
OG0000199	Prai.g_00181	Syap.g_01197
OG0000200	Prai.g_00195	Syap.g_01181
OG0000201	Prai.g_00203	Syap.g_02265
OG0000202	Prai.g_00204	Syap.g_02264
OG0000203	Prai.g_00205	Syap.g_01601
OG0000204	Prai.g_00206	Syap.g_01602
OG0000205	Prai.g_00213	Syap.g_01616
OG0000206	Prai.g_00218	Syap.g_01628
OG0000207	Prai.g_00220	Syap.g_01426, Syap.g_00424
OG0000208	Prai.g_00221	Syap.g_00426, Syap.g_01425
OG0000209	Prai.g_00230	Syap.g_01906
OG0000210	Prai.g_00231	Syap.g_01905
OG0000211	Prai.g_00244	Syap.g_01160
OG0000212	Prai.g_00251	Syap.g_02664
OG0000213	Prai.g_00270	Syap.g_00107, Syap.g_01599
OG0000214	Prai.g_00280	Syap.g_02344, Syap.g_02345
OG0000215	Prai.g_00305	Syap.g_01347, Syap.g_01629
OG0000216	Prai.g_00307	Syap.g_01634
OG0000217	Prai.g_00310	Syap.g_01638
OG0000218	Prai.g_00312	Syap.g_01641, Syap.g_01640
OG0000219	Prai.g_00313	Syap.g_01642, Syap.g_01643
OG0000220	Prai.g_00314	Syap.g_01645
OG0000221	Prai.g_00315	Syap.g_01646
OG0000222	Prai.g_00323	Syap.g_01669
OG0000223	Prai.g_00336	Syap.g_02072, Syap.g_02073
OG0000224	Prai.g_00338	Syap.g_02064
OG0000225	Prai.g_00358	Syap.g_00553, Syap.g_00552
OG0000226	Prai.g_00362	Syap.g_02029, Syap.g_02144
OG0000227	Prai.g_00364	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Prai.g_00367	Syap.g_00116, Syap.g_02041
OG0000229	Prai.g_00467	Syap.g_02059
OG0000230	Prai.g_00469	Syap.g_02061
OG0000231	Prai.g_00480	Syap.g_02533
OG0000232	Prai.g_00489	Syap.g_02510, Syap.g_02511
OG0000233	Prai.g_00494	Syap.g_02133
OG0000234	Prai.g_00506	Syap.g_02755
OG0000235	Prai.g_00509	Syap.g_00732, Syap.g_02258
OG0000236	Prai.g_00523	Syap.g_02238
OG0000237	Prai.g_00536	Syap.g_00262, Syap.g_00263
OG0000238	Prai.g_00542	Syap.g_00257, Syap.g_00258
OG0000239	Prai.g_00553	Syap.g_02744
OG0000240	Prai.g_00554	Syap.g_02742
OG0000241	Prai.g_00558	Syap.g_00888
OG0000242	Prai.g_00560	Syap.g_01455
OG0000243	Prai.g_00571	Syap.g_01938
OG0000244	Prai.g_00574	Syap.g_01146, Syap.g_01145
OG0000245	Prai.g_00576	Syap.g_01148
OG0000246	Prai.g_00580	Syap.g_00308
OG0000247	Prai.g_00590	Syap.g_00288, Syap.g_00293
OG0000248	Prai.g_00593	Syap.g_00290
OG0000249	Prai.g_00595	Syap.g_01296, Syap.g_01295
OG0000250	Prai.g_00600	Syap.g_01306
OG0000251	Prai.g_00619	Syap.g_00442
OG0000252	Prai.g_00622	Syap.g_01857
OG0000253	Prai.g_00623	Syap.g_00443
OG0000254	Prai.g_00639	Syap.g_01527, Syap.g_01528
OG0000256	Prai.g_00656	Syap.g_01287
OG0000257	Prai.g_00659	Syap.g_00886
OG0000258	Prai.g_00672	Syap.g_00907
OG0000260	Prai.g_00692	Syap.g_01970
OG0000261	Prai.g_00694	Syap.g_01962, Syap.g_01961
OG0000262	Prai.g_00698	Syap.g_01954
OG0000263	Prai.g_00710	Syap.g_00432, Syap.g_00433
OG0000266	Prai.g_00758	Syap.g_00519
OG0000267	Prai.g_00769	Syap.g_02333, Syap.g_02332
OG0000268	Prai.g_00770	Syap.g_00646
OG0000269	Prai.g_00853	Syap.g_00188
OG0000270	Prai.g_00850	Syap.g_00192
OG0000271	Prai.g_00842	Syap.g_00200, Syap.g_00201
OG0000272	Prai.g_00840, Prai.g_00841	Syap.g_00202
OG0000273	Prai.g_00817	Syap.g_02703
OG0000274	Prai.g_00816	Syap.g_02702
OG0000275	Prai.g_00741, Prai.g_00813	Syap.g_01847
OG0000276	Prai.g_00808	Syap.g_01838, Syap.g_01839
OG0000277	Prai.g_00807	Syap.g_01837
OG0000278	Prai.g_00804	Syap.g_01834
OG0000279	Prai.g_00797	Syap.g_00829, Syap.g_00830
OG0000280	Prai.g_00796	Syap.g_00365
OG0000281	Prai.g_00791	Syap.g_01977
OG0000282	Prai.g_01044	Syap.g_01252
OG0000283	Prai.g_01012	Syap.g_01728
OG0000284	Prai.g_01007	Syap.g_01736
OG0000285	Prai.g_01002	Syap.g_01746, Syap.g_01744
OG0000286	Prai.g_00990	Syap.g_02014, Syap.g_02013
OG0000288	Prai.g_00944	Syap.g_02764, Syap.g_02763
OG0000289	Prai.g_00934	Syap.g_02784
OG0000290	Prai.g_00921	Syap.g_01552
OG0000292	Prai.g_01107	Syap.g_02314
OG0000293	Prai.g_01163	Syap.g_00240
OG0000294	Prai.g_01164	Syap.g_00239
OG0000295	Prai.g_01183	Syap.g_00206
OG0000296	Prai.g_01185	Syap.g_00204
OG0000299	Prai.g_01213	Syap.g_02620
OG0000302	Prai.g_01219	Syap.g_02444, Syap.g_02445
OG0000303	Prai.g_01226	Syap.g_02435
OG0000304	Prai.g_01230	Syap.g_02430
OG0000305	Prai.g_01362	Syap.g_01557
OG0000306	Prai.g_01365	Syap.g_01966
OG0000307	Prai.g_01379	Syap.g_02517
OG0000308	Prai.g_01380	Syap.g_02514, Syap.g_02515
OG0000309	Prai.g_01384	Syap.g_02198, Syap.g_02446
OG0000310	Prai.g_01448	Syap.g_02660, Syap.g_02661
OG0000311	Prai.g_01450	Syap.g_02657
OG0000312	Prai.g_01453	Syap.g_02114
OG0000313	Prai.g_01467	Syap.g_02473
OG0000315	Prai.g_01499	Syap.g_00017
OG0000316	Prai.g_01519	Syap.g_00030
OG0000317	Prai.g_01636	Syap.g_00618
OG0000318	Prai.g_01639	Syap.g_00622, Syap.g_02786
OG0000319	Prai.g_01652	Syap.g_01764, Syap.g_01771
OG0000320	Prai.g_01654	Syap.g_01761, Syap.g_01769
OG0000321	Prai.g_01655	Syap.g_01760, Syap.g_01768
OG0000322	Prai.g_01656	Syap.g_01759, Syap.g_01767
OG0000323	Prai.g_01665	Syap.g_01389
OG0000324	Prai.g_01691	Syap.g_01503
OG0000325	Prai.g_01702	Syap.g_02680
OG0000326	Prai.g_01708	Syap.g_00544
OG0000327	Prai.g_01735	Syap.g_01233, Syap.g_01913
OG0000328	Prai.g_01736	Syap.g_01234, Syap.g_01912
OG0000329	Prai.g_01754	Syap.g_00498
OG0000330	Prai.g_01755	Syap.g_00497
OG0000331	Prai.g_01756	Syap.g_00496
OG0000332	Prai.g_01770	Syap.g_00481
OG0000333	Prai.g_01777	Syap.g_00478
OG0000334	Prai.g_01785	Syap.g_00468
OG0000335	Prai.g_01790	Syap.g_00101, Syap.g_00463
OG0000336	Prai.g_01794	Syap.g_00417, Syap.g_00607
OG0000337	Prai.g_01810	Syap.g_01054
OG0000338	Prai.g_01811	Syap.g_01059
OG0000339	Prai.g_01815	Syap.g_01068
OG0000340	Prai.g_01823	Syap.g_01077
OG0000341	Prai.g_01825	Syap.g_01079
OG0000342	Prai.g_01826	Syap.g_01080, Syap.g_02477
OG0000343	Prai.g_01827	Syap.g_01086, Syap.g_02078
OG0000344	Prai.g_01830	Syap.g_01091
OG0000345	Prai.g_01835	Syap.g_01107, Syap.g_01470
OG0000346	Prai.g_01839	Syap.g_01113
OG0000347	Prai.g_01855	Syap.g_01131, Syap.g_02459
OG0000348	Prai.g_01866	Syap.g_00632
OG0000349	Prai.g_01883	Syap.g_00110, Syap.g_01813
OG0000351	Prai.g_01918	Syap.g_02594
OG0000352	Prai.g_01919	Syap.g_02596, Syap.g_02597
OG0000353	Prai.g_01935	Syap.g_00054
OG0000355	Prai.g_00001	Syap.g_00056
OG0000356	Prai.g_00002	Syap.g_00057
OG0000357	Prai.g_00003	Syap.g_00058
OG0000358	Prai.g_00007	Syap.g_00063
OG0000359	Prai.g_00008	Syap.g_00065
OG0000360	Prai.g_00009	Syap.g_00067
OG0000361	Prai.g_00010	Syap.g_00068
OG0000362	Prai.g_00012	Syap.g_00070
OG0000363	Prai.g_00014	Syap.g_00072
OG0000364	Prai.g_00015	Syap.g_00620
OG0000365	Prai.g_00020	Syap.g_00081
OG0000366	Prai.g_00021	Syap.g_00082
OG0000367	Prai.g_00022	Syap.g_00083
OG0000368	Prai.g_00024	Syap.g_00085
OG0000369	Prai.g_00025	Syap.g_00086
OG0000370	Prai.g_00026	Syap.g_00087
OG0000372	Prai.g_00035	Syap.g_01805
OG0000373	Prai.g_00036	Syap.g_01806
OG0000374	Prai.g_00037	Syap.g_01807
OG0000375	Prai.g_00047	Syap.g_01808
OG0000376	Prai.g_00049	Syap.g_01811
OG0000377	Prai.g_00052	Syap.g_00128
OG0000378	Prai.g_00054	Syap.g_01326
OG0000380	Prai.g_00066	Syap.g_01687
OG0000381	Prai.g_00070	Syap.g_01690
OG0000382	Prai.g_00081	Syap.g_02548
OG0000383	Prai.g_00083	Syap.g_02359
OG0000384	Prai.g_00084	Syap.g_02360
OG0000385	Prai.g_00085	Syap.g_02361
OG0000386	Prai.g_00086	Syap.g_02362
OG0000387	Prai.g_00099	Syap.g_01864
OG0000391	Prai.g_00116	Syap.g_02234
OG0000392	Prai.g_00120	Syap.g_02225
OG0000393	Prai.g_00122	Syap.g_02222
OG0000394	Prai.g_00123	Syap.g_02221
OG0000395	Prai.g_00124	Syap.g_02220
OG0000396	Prai.g_00127	Syap.g_02217
OG0000397	Prai.g_00129	Syap.g_02215
OG0000398	Prai.g_00131	Syap.g_02211
OG0000399	Prai.g_00132	Syap.g_02210
OG0000400	Prai.g_00133	Syap.g_02209
OG0000401	Prai.g_00134	Syap.g_02208
OG0000402	Prai.g_00136	Syap.g_02206
OG0000403	Prai.g_00137	Syap.g_02205
OG0000404	Prai.g_00138	Syap.g_02204, Syap.g_02618
OG0000405	Prai.g_00142	Syap.g_02191
OG0000406	Prai.g_00158	Syap.g_02186
OG0000407	Prai.g_00159	Syap.g_02185
OG0000408	Prai.g_00161	Syap.g_02181, Syap.g_02182
OG0000409	Prai.g_00163	Syap.g_02179
OG0000410	Prai.g_00164	Syap.g_02178
OG0000411	Prai.g_00165	Syap.g_02177
OG0000412	Prai.g_00166	Syap.g_02176
OG0000413	Prai.g_00167	Syap.g_02174
OG0000414	Prai.g_01288, Prai.g_00168	Syap.g_02173
OG0000415	Prai.g_00169	Syap.g_02172
OG0000416	Prai.g_00170	Syap.g_02171
OG0000417	Prai.g_00171	Syap.g_02169
OG0000418	Prai.g_00176	Syap.g_01204
OG0000419	Prai.g_00178	Syap.g_01201
OG0000420	Prai.g_00179	Syap.g_01199
OG0000421	Prai.g_00184	Syap.g_01195
OG0000422	Prai.g_00185	Syap.g_01194
OG0000423	Prai.g_00186	Syap.g_01193
OG0000424	Prai.g_00187	Syap.g_01192
OG0000425	Prai.g_00188	Syap.g_01191
OG0000426	Prai.g_00189	Syap.g_01190
OG0000427	Prai.g_00190	Syap.g_01189
OG0000428	Prai.g_00192	Syap.g_01186
OG0000429	Prai.g_00193	Syap.g_01184
OG0000430	Prai.g_00194	Syap.g_01182
OG0000431	Prai.g_00196	Syap.g_01179
OG0000432	Prai.g_00199	Syap.g_02277
OG0000433	Prai.g_00200	Syap.g_02272
OG0000434	Prai.g_00201	Syap.g_02271
OG0000435	Prai.g_00202	Syap.g_02268
OG0000436	Prai.g_00207	Syap.g_01607
OG0000437	Prai.g_00208	Syap.g_01608
OG0000438	Prai.g_00209	Syap.g_01612
OG0000439	Prai.g_00211	Syap.g_01614
OG0000440	Prai.g_00212	Syap.g_01615
OG0000441	Prai.g_00215	Syap.g_01619
OG0000442	Prai.g_00216	Syap.g_01620
OG0000443	Prai.g_00217	Syap.g_01622
OG0000444	Prai.g_00222	Syap.g_01424
OG0000445	Prai.g_00223	Syap.g_01421
OG0000446	Prai.g_00224	Syap.g_01419
OG0000447	Prai.g_00225	Syap.g_01410
OG0000448	Prai.g_00226	Syap.g_01407
OG0000449	Prai.g_00227	Syap.g_01406
OG0000450	Prai.g_00228	Syap.g_01909
OG0000451	Prai.g_00229	Syap.g_01908
OG0000452	Prai.g_00232	Syap.g_01904
OG0000453	Prai.g_00233	Syap.g_01903
OG0000454	Prai.g_00234	Syap.g_01902
OG0000455	Prai.g_00235	Syap.g_01901
OG0000456	Prai.g_00236	Syap.g_01900
OG0000457	Prai.g_00237	Syap.g_01896
OG0000458	Prai.g_00238	Syap.g_01895
OG0000459	Prai.g_00239	Syap.g_01894
OG0000460	Prai.g_00246	Syap.g_01159
OG0000461	Prai.g_00255	Syap.g_01575
OG0000462	Prai.g_00257	Syap.g_01578
OG0000463	Prai.g_00258	Syap.g_01579
OG0000464	Prai.g_00259	Syap.g_01580
OG0000465	Prai.g_00260	Syap.g_01582
OG0000466	Prai.g_00263	Syap.g_01587
OG0000467	Prai.g_00264	Syap.g_01588
OG0000468	Prai.g_00266	Syap.g_01593
OG0000469	Prai.g_00275	Syap.g_02352
OG0000470	Prai.g_00277	Syap.g_02349
OG0000471	Prai.g_00278	Syap.g_02348
OG0000472	Prai.g_00279	Syap.g_02347
OG0000473	Prai.g_00281	Syap.g_02343
OG0000474	Prai.g_00282	Syap.g_02342
OG0000475	Prai.g_00283	Syap.g_02341
OG0000476	Prai.g_00284	Syap.g_02339
OG0000477	Prai.g_00288	Syap.g_01367
OG0000478	Prai.g_00289	Syap.g_01366
OG0000479	Prai.g_00290	Syap.g_01364
OG0000480	Prai.g_00295	Syap.g_01357
OG0000482	Prai.g_00298	Syap.g_01355
OG0000483	Prai.g_00301	Syap.g_01344
OG0000484	Prai.g_00302	Syap.g_01350
OG0000485	Prai.g_00303	Syap.g_01349
OG0000487	Prai.g_00308	Syap.g_01635
OG0000488	Prai.g_00311	Syap.g_01639
OG0000489	Prai.g_00316	Syap.g_02482
OG0000490	Prai.g_00321	Syap.g_01673
OG0000491	Prai.g_00322	Syap.g_01670
OG0000492	Prai.g_00324	Syap.g_01668
OG0000493	Prai.g_00325	Syap.g_01667
OG0000494	Prai.g_00326	Syap.g_01666
OG0000495	Prai.g_00327	Syap.g_01665
OG0000496	Prai.g_00328	Syap.g_01663
OG0000497	Prai.g_00329	Syap.g_01662
OG0000498	Prai.g_00330	Syap.g_01661
OG0000499	Prai.g_00331	Syap.g_01660
OG0000500	Prai.g_00332	Syap.g_01659
OG0000501	Prai.g_00334	Syap.g_01656
OG0000502	Prai.g_00337	Syap.g_02066
OG0000503	Prai.g_00347	Syap.g_00569
OG0000504	Prai.g_00348	Syap.g_00567
OG0000505	Prai.g_00349	Syap.g_00566
OG0000506	Prai.g_00351	Syap.g_00564
OG0000507	Prai.g_00354	Syap.g_00558
OG0000508	Prai.g_00357	Syap.g_00554
OG0000509	Prai.g_00359	Syap.g_00551
OG0000510	Prai.g_00360	Syap.g_00550
OG0000511	Prai.g_00361	Syap.g_00548
OG0000512	Prai.g_00363	Syap.g_02145
OG0000513	Prai.g_00370	Syap.g_02048
OG0000514	Prai.g_00462	Syap.g_02051
OG0000515	Prai.g_00463	Syap.g_02052
OG0000516	Prai.g_00464	Syap.g_02054
OG0000517	Prai.g_00466	Syap.g_02057
OG0000519	Prai.g_00478	Syap.g_00457
OG0000520	Prai.g_00479	Syap.g_00456
OG0000521	Prai.g_00484	Syap.g_01997
OG0000522	Prai.g_00486	Syap.g_01995
OG0000523	Prai.g_00487	Syap.g_02507
OG0000524	Prai.g_00492	Syap.g_02135
OG0000525	Prai.g_00495	Syap.g_02159
OG0000526	Prai.g_00496	Syap.g_02157
OG0000527	Prai.g_00503	Syap.g_02758
OG0000528	Prai.g_00508	Syap.g_02261
OG0000529	Prai.g_00511	Syap.g_02254
OG0000530	Prai.g_00514	Syap.g_02252
OG0000531	Prai.g_00515	Syap.g_02251
OG0000532	Prai.g_00517	Syap.g_02247
OG0000533	Prai.g_00518	Syap.g_02244
OG0000534	Prai.g_00519	Syap.g_02243
OG0000535	Prai.g_00520	Syap.g_02242
OG0000536	Prai.g_00521	Syap.g_02241
OG0000537	Prai.g_00522	Syap.g_02240
OG0000538	Prai.g_00530	Syap.g_00271
OG0000539	Prai.g_00531	Syap.g_00270
OG0000540	Prai.g_00532	Syap.g_00269
OG0000541	Prai.g_00533	Syap.g_00268
OG0000542	Prai.g_00535	Syap.g_00264
OG0000543	Prai.g_00537	Syap.g_00261
OG0000544	Prai.g_00538	Syap.g_00260
OG0000545	Prai.g_00540	Syap.g_00259
OG0000546	Prai.g_00543	Syap.g_00256
OG0000547	Prai.g_00544	Syap.g_00254
OG0000548	Prai.g_00545	Syap.g_00253
OG0000549	Prai.g_00547	Syap.g_00758
OG0000550	Prai.g_00552	Syap.g_02747
OG0000551	Prai.g_00555	Syap.g_02739
OG0000552	Prai.g_00556	Syap.g_02738
OG0000553	Prai.g_00557	Syap.g_02735
OG0000554	Prai.g_00562	Syap.g_01450
OG0000555	Prai.g_00570	Syap.g_01941
OG0000556	Prai.g_00572	Syap.g_01933
OG0000557	Prai.g_00573	Syap.g_01931
OG0000558	Prai.g_00575	Syap.g_01147
OG0000560	Prai.g_00582	Syap.g_00305
OG0000561	Prai.g_00583	Syap.g_00304
OG0000562	Prai.g_00584	Syap.g_00302
OG0000563	Prai.g_00585	Syap.g_00301
OG0000564	Prai.g_00586	Syap.g_00300
OG0000565	Prai.g_00589	Syap.g_00296
OG0000566	Prai.g_00592	Syap.g_00291
OG0000567	Prai.g_00596	Syap.g_01297
OG0000568	Prai.g_00597	Syap.g_01302
OG0000569	Prai.g_00598	Syap.g_01303
OG0000570	Prai.g_00599	Syap.g_01304
OG0000571	Prai.g_00601	Syap.g_01307
OG0000573	Prai.g_00620	Syap.g_00765
OG0000574	Prai.g_00621	Syap.g_00759
OG0000575	Prai.g_00625	Syap.g_00445
OG0000576	Prai.g_00627	Syap.g_00450
OG0000577	Prai.g_00628	Syap.g_00451
OG0000578	Prai.g_00629	Syap.g_00452
OG0000579	Prai.g_00630	Syap.g_00453
OG0000580	Prai.g_00631	Syap.g_00454
OG0000581	Prai.g_00633	Syap.g_01521
OG0000582	Prai.g_00636	Syap.g_01533
OG0000583	Prai.g_00637	Syap.g_01532
OG0000584	Prai.g_00638	Syap.g_01530
OG0000585	Prai.g_00640	Syap.g_01526
OG0000586	Prai.g_00641	Syap.g_01525
OG0000587	Prai.g_00642	Syap.g_01523
OG0000588	Prai.g_00646	Syap.g_00776
OG0000589	Prai.g_00650	Syap.g_00941
OG0000590	Prai.g_00651	Syap.g_00940
OG0000591	Prai.g_00654	Syap.g_01289
OG0000592	Prai.g_00655	Syap.g_01288
OG0000593	Prai.g_00661	Syap.g_00890
OG0000594	Prai.g_00662	Syap.g_00891
OG0000595	Prai.g_00663	Syap.g_00892
OG0000596	Prai.g_00667	Syap.g_00898
OG0000597	Prai.g_00669	Syap.g_00903
OG0000598	Prai.g_00670	Syap.g_00904
OG0000599	Prai.g_00673	Syap.g_00908
OG0000600	Prai.g_00674	Syap.g_00909
OG0000601	Prai.g_00675	Syap.g_00910
OG0000602	Prai.g_00677	Syap.g_00640
OG0000603	Prai.g_00678	Syap.g_00641
OG0000604	Prai.g_00679	Syap.g_02769
