Orthogroup	Pray	Prar
OG0000140	Pray.g_00006	Prar.g_01206
OG0000141	Pray.g_00250	Prar.g_00376
OG0000142	Pray.g_01858	Prar.g_00943
OG0000143	Pray.g_01829	Prar.g_00911
OG0000144	Pray.g_01735	Prar.g_00352
OG0000145	Pray.g_01721	Prar.g_00338
OG0000146	Pray.g_01685	Prar.g_00810
OG0000147	Pray.g_01645	Prar.g_00770
OG0000148	Pray.g_01644	Prar.g_00769
OG0000149	Pray.g_01561	Prar.g_01145
OG0000150	Pray.g_01523	Prar.g_01959
OG0000151	Pray.g_01520	Prar.g_01956, Prar.g_00595
OG0000152	Pray.g_01229	Prar.g_01119
OG0000153	Pray.g_01265	Prar.g_01068
OG0000154	Pray.g_01301	Prar.g_01032
OG0000155	Pray.g_01319	Prar.g_01015
OG0000156	Pray.g_01348	Prar.g_00638
OG0000157	Pray.g_01381	Prar.g_00669
OG0000158	Pray.g_01444	Prar.g_00055
OG0000160	Pray.g_01462	Prar.g_00037
OG0000161	Pray.g_01463	Prar.g_00036
OG0000162	Pray.g_01465	Prar.g_00034
OG0000163	Pray.g_01467	Prar.g_00033
OG0000164	Pray.g_01468	Prar.g_00032
OG0000165	Pray.g_01469	Prar.g_00031
OG0000166	Pray.g_01470	Prar.g_00030
OG0000167	Pray.g_01471	Prar.g_00029
OG0000168	Pray.g_01472	Prar.g_00028
OG0000169	Pray.g_01474	Prar.g_00026
OG0000170	Pray.g_01476	Prar.g_00024
OG0000171	Pray.g_01477	Prar.g_00023
OG0000172	Pray.g_01478	Prar.g_00022
OG0000173	Pray.g_01479	Prar.g_00021
OG0000174	Pray.g_01480	Prar.g_00020
OG0000175	Pray.g_01481	Prar.g_00019
OG0000176	Pray.g_01482	Prar.g_00018
OG0000177	Pray.g_01483	Prar.g_00017
OG0000178	Pray.g_01484	Prar.g_00016
OG0000179	Pray.g_01486	Prar.g_00014
OG0000180	Pray.g_01487	Prar.g_00013
OG0000181	Pray.g_01488	Prar.g_00012
OG0000182	Pray.g_01489	Prar.g_00011
OG0000183	Pray.g_01490	Prar.g_00010
OG0000184	Pray.g_01491	Prar.g_00009
OG0000185	Pray.g_01494	Prar.g_00006
OG0000186	Pray.g_01497	Prar.g_00002
OG0000187	Pray.g_01498	Prar.g_00001
OG0000188	Pray.g_01499	Prar.g_00594
OG0000189	Pray.g_00243	Prar.g_00580
OG0000190	Pray.g_00241	Prar.g_00578
OG0000191	Pray.g_00240	Prar.g_00577
OG0000192	Pray.g_00239	Prar.g_00576
OG0000193	Pray.g_00238	Prar.g_00574
OG0000194	Pray.g_00237	Prar.g_00573
OG0000195	Pray.g_00236	Prar.g_00572
OG0000196	Pray.g_00235	Prar.g_00571
OG0000197	Pray.g_00233	Prar.g_00569
OG0000198	Pray.g_00232	Prar.g_00568
OG0000199	Pray.g_00231	Prar.g_00567
OG0000200	Pray.g_00225	Prar.g_00554
OG0000201	Pray.g_00224	Prar.g_00553
OG0000202	Pray.g_00223	Prar.g_00552
OG0000203	Pray.g_00220	Prar.g_00549
OG0000204	Pray.g_00219	Prar.g_00548
OG0000205	Pray.g_00216	Prar.g_00255
OG0000206	Pray.g_00214	Prar.g_00253
OG0000207	Pray.g_00212	Prar.g_00251
OG0000208	Pray.g_00211	Prar.g_00250
OG0000209	Pray.g_00210	Prar.g_00249
OG0000210	Pray.g_00209	Prar.g_00248
OG0000211	Pray.g_00208	Prar.g_00247
OG0000212	Pray.g_00207	Prar.g_00246
OG0000213	Pray.g_00206	Prar.g_00245
OG0000214	Pray.g_00205	Prar.g_00244
OG0000215	Pray.g_00204	Prar.g_00243
OG0000216	Pray.g_00203	Prar.g_00242
OG0000217	Pray.g_00201	Prar.g_00240
OG0000218	Pray.g_00200	Prar.g_00239
OG0000219	Pray.g_00199	Prar.g_00238
OG0000220	Pray.g_00198	Prar.g_00237
OG0000221	Pray.g_00195	Prar.g_00234
OG0000222	Pray.g_00194	Prar.g_00233
OG0000223	Pray.g_00193	Prar.g_00232
OG0000224	Pray.g_00192	Prar.g_00231
OG0000225	Pray.g_00191	Prar.g_00230
OG0000226	Pray.g_00190	Prar.g_00229
OG0000227	Pray.g_00189	Prar.g_00228
OG0000228	Pray.g_00188	Prar.g_00227
OG0000229	Pray.g_00187	Prar.g_00226
OG0000230	Pray.g_00186	Prar.g_00225
OG0000231	Pray.g_00185	Prar.g_00224
OG0000232	Pray.g_00183	Prar.g_00222
OG0000233	Pray.g_00182	Prar.g_00221
OG0000234	Pray.g_00181	Prar.g_00220
OG0000235	Pray.g_00180	Prar.g_00219
OG0000236	Pray.g_00179	Prar.g_00218
OG0000237	Pray.g_00178	Prar.g_00217
OG0000238	Pray.g_00177	Prar.g_00216
OG0000239	Pray.g_00175	Prar.g_00214
OG0000240	Pray.g_00174	Prar.g_00213
OG0000241	Pray.g_00173	Prar.g_00212
OG0000242	Pray.g_00172	Prar.g_00211
OG0000243	Pray.g_00169	Prar.g_00208
OG0000244	Pray.g_00167	Prar.g_00206
OG0000245	Pray.g_00166	Prar.g_00205
OG0000246	Pray.g_00165	Prar.g_00204
OG0000247	Pray.g_00162	Prar.g_00201
OG0000248	Pray.g_00160	Prar.g_00199
OG0000249	Pray.g_00159	Prar.g_00198
OG0000250	Pray.g_00158	Prar.g_00197
OG0000251	Pray.g_00157	Prar.g_00196
OG0000252	Pray.g_00156	Prar.g_00195
OG0000253	Pray.g_00155	Prar.g_00194
OG0000254	Pray.g_00153	Prar.g_00192
OG0000255	Pray.g_00152	Prar.g_00191
OG0000256	Pray.g_00149	Prar.g_00188
OG0000257	Pray.g_00147	Prar.g_00186
OG0000258	Pray.g_00144	Prar.g_00182
OG0000259	Pray.g_00143	Prar.g_00181
OG0000260	Pray.g_00142	Prar.g_00180
OG0000261	Pray.g_00141	Prar.g_00179
OG0000262	Pray.g_00140	Prar.g_00178
OG0000263	Pray.g_00138	Prar.g_00176
OG0000264	Pray.g_00137	Prar.g_00175
OG0000265	Pray.g_00136	Prar.g_00174
OG0000266	Pray.g_00635	Prar.g_00173
OG0000267	Pray.g_00636	Prar.g_00172
OG0000268	Pray.g_00637	Prar.g_00171
OG0000269	Pray.g_00639	Prar.g_00169
OG0000270	Pray.g_00640	Prar.g_00168
OG0000271	Pray.g_00641	Prar.g_00167
OG0000272	Pray.g_00642	Prar.g_00166
OG0000273	Pray.g_00643	Prar.g_00165
OG0000274	Pray.g_00644	Prar.g_00164
OG0000275	Pray.g_00645	Prar.g_00163
OG0000276	Pray.g_00646	Prar.g_00162
OG0000277	Pray.g_00648	Prar.g_00160
OG0000278	Pray.g_00649	Prar.g_00159
OG0000279	Pray.g_00650	Prar.g_00158
OG0000280	Pray.g_00652	Prar.g_00156
OG0000281	Pray.g_00654	Prar.g_00154
OG0000282	Pray.g_00655	Prar.g_00153
OG0000283	Pray.g_00656	Prar.g_00152
OG0000284	Pray.g_00657	Prar.g_00151
OG0000285	Pray.g_00658	Prar.g_00150
OG0000286	Pray.g_00659	Prar.g_00149
OG0000287	Pray.g_00660	Prar.g_00148
OG0000288	Pray.g_00662	Prar.g_00146
OG0000289	Pray.g_00663	Prar.g_00145
OG0000290	Pray.g_00664	Prar.g_00144
OG0000291	Pray.g_00666	Prar.g_00142
OG0000292	Pray.g_00667	Prar.g_00141
OG0000293	Pray.g_00668	Prar.g_00140
OG0000294	Pray.g_00669	Prar.g_00139
OG0000295	Pray.g_00670	Prar.g_00138
OG0000296	Pray.g_00671	Prar.g_00137
OG0000297	Pray.g_00672	Prar.g_00136
OG0000298	Pray.g_00674	Prar.g_00134
OG0000299	Pray.g_00675	Prar.g_00133
OG0000300	Pray.g_00676	Prar.g_00132
OG0000301	Pray.g_00677	Prar.g_00131
OG0000302	Pray.g_00678	Prar.g_00130
OG0000303	Pray.g_00679	Prar.g_00129
OG0000304	Pray.g_00681	Prar.g_00127
OG0000305	Pray.g_00682	Prar.g_00126
OG0000306	Pray.g_00685	Prar.g_00123
OG0000307	Pray.g_00686	Prar.g_00122
OG0000308	Pray.g_00687	Prar.g_00121
OG0000309	Pray.g_00688	Prar.g_00120
OG0000310	Pray.g_00689	Prar.g_00119
OG0000311	Pray.g_00690	Prar.g_00118
OG0000312	Pray.g_00691	Prar.g_00117
OG0000313	Pray.g_00692	Prar.g_00116
OG0000314	Pray.g_00693	Prar.g_00115
OG0000315	Pray.g_00694	Prar.g_00114
OG0000316	Pray.g_00695	Prar.g_00113
OG0000317	Pray.g_00696	Prar.g_00112
OG0000318	Pray.g_00697	Prar.g_00111
OG0000319	Pray.g_00698	Prar.g_00110
OG0000320	Pray.g_00699	Prar.g_00109
OG0000321	Pray.g_00700	Prar.g_00108
OG0000322	Pray.g_00701	Prar.g_00107
OG0000323	Pray.g_00702	Prar.g_00106
OG0000324	Pray.g_00703	Prar.g_00105
OG0000325	Pray.g_00704	Prar.g_00104
OG0000326	Pray.g_00705	Prar.g_00103
OG0000327	Pray.g_00706	Prar.g_00102
OG0000328	Pray.g_00707	Prar.g_00101
OG0000329	Pray.g_00708	Prar.g_00100
OG0000330	Pray.g_00709	Prar.g_00099
OG0000331	Pray.g_00710	Prar.g_00098
OG0000332	Pray.g_00711	Prar.g_00097
OG0000333	Pray.g_00712	Prar.g_00096
OG0000334	Pray.g_00713	Prar.g_00095
OG0000335	Pray.g_00714	Prar.g_00094
OG0000336	Pray.g_00716	Prar.g_00092
OG0000337	Pray.g_00717	Prar.g_00091
OG0000338	Pray.g_00721	Prar.g_00087
OG0000339	Pray.g_00723	Prar.g_00085
OG0000340	Pray.g_00725	Prar.g_00083
OG0000341	Pray.g_00726	Prar.g_00082
OG0000342	Pray.g_00727	Prar.g_00081
OG0000343	Pray.g_00728	Prar.g_00080
OG0000344	Pray.g_00731	Prar.g_00077
OG0000345	Pray.g_00734	Prar.g_00334
OG0000346	Pray.g_00735	Prar.g_00333
OG0000347	Pray.g_00738	Prar.g_00330
OG0000348	Pray.g_00739	Prar.g_00328
OG0000349	Pray.g_00740	Prar.g_00327
OG0000350	Pray.g_00742	Prar.g_00325
OG0000351	Pray.g_00743	Prar.g_00324
OG0000352	Pray.g_00744	Prar.g_00323
OG0000353	Pray.g_00745	Prar.g_00322
OG0000354	Pray.g_00746	Prar.g_00321
OG0000355	Pray.g_00747	Prar.g_00320
OG0000356	Pray.g_00748	Prar.g_00319
OG0000357	Pray.g_00749	Prar.g_00318
OG0000358	Pray.g_00750	Prar.g_00317
OG0000359	Pray.g_00751	Prar.g_00316
OG0000360	Pray.g_00754	Prar.g_00312
OG0000361	Pray.g_00755	Prar.g_00311
OG0000362	Pray.g_00756	Prar.g_00310
OG0000363	Pray.g_00757	Prar.g_00309
OG0000364	Pray.g_00761	Prar.g_00305
OG0000365	Pray.g_00762	Prar.g_00304
OG0000366	Pray.g_00764	Prar.g_00302
OG0000367	Pray.g_00765	Prar.g_00301
OG0000368	Pray.g_00766	Prar.g_00300
OG0000369	Pray.g_00767	Prar.g_00299
OG0000370	Pray.g_00768	Prar.g_00298
OG0000371	Pray.g_00769	Prar.g_00297
OG0000372	Pray.g_00770	Prar.g_00296
OG0000373	Pray.g_00771	Prar.g_00295
OG0000374	Pray.g_00772	Prar.g_00293
OG0000375	Pray.g_00773	Prar.g_00292
OG0000376	Pray.g_00776	Prar.g_00289
OG0000377	Pray.g_00777	Prar.g_00288
OG0000378	Pray.g_00778	Prar.g_00287
OG0000379	Pray.g_00779	Prar.g_00286
OG0000380	Pray.g_00780	Prar.g_00285
OG0000381	Pray.g_00781	Prar.g_00284
OG0000382	Pray.g_00782	Prar.g_00283
OG0000383	Pray.g_00783	Prar.g_00282
OG0000384	Pray.g_00786	Prar.g_00279
OG0000385	Pray.g_00787	Prar.g_00278
OG0000386	Pray.g_00788	Prar.g_00277
OG0000387	Pray.g_00789	Prar.g_00276
OG0000388	Pray.g_00790	Prar.g_00275
OG0000389	Pray.g_00791	Prar.g_00274
OG0000390	Pray.g_00792	Prar.g_00273
OG0000391	Pray.g_00793	Prar.g_00272
OG0000392	Pray.g_00794	Prar.g_00271
OG0000393	Pray.g_00795	Prar.g_00270
OG0000394	Pray.g_00796	Prar.g_00269
OG0000395	Pray.g_00797	Prar.g_00268
OG0000396	Pray.g_00799	Prar.g_00266
OG0000397	Pray.g_00801	Prar.g_00264
OG0000398	Pray.g_00802	Prar.g_00263
OG0000399	Pray.g_00805	Prar.g_00260
OG0000400	Pray.g_00806	Prar.g_00259
OG0000401	Pray.g_00807	Prar.g_00258
OG0000402	Pray.g_00812	Prar.g_00394
OG0000403	Pray.g_00813	Prar.g_00395
OG0000404	Pray.g_00814	Prar.g_00396
OG0000405	Pray.g_00816	Prar.g_00398
OG0000406	Pray.g_00819	Prar.g_00401
OG0000407	Pray.g_00820	Prar.g_00402
OG0000408	Pray.g_00823	Prar.g_00405
OG0000409	Pray.g_00824	Prar.g_00406
OG0000410	Pray.g_00825	Prar.g_00407
OG0000411	Pray.g_00826	Prar.g_00408
OG0000412	Pray.g_00827	Prar.g_00409
OG0000413	Pray.g_00828	Prar.g_00410
OG0000414	Pray.g_00829	Prar.g_00411
OG0000415	Pray.g_00830	Prar.g_00412
OG0000416	Pray.g_00833	Prar.g_00415
OG0000417	Pray.g_00834	Prar.g_00416
OG0000418	Pray.g_00835	Prar.g_00417
OG0000419	Pray.g_00836	Prar.g_00418
OG0000420	Pray.g_00837	Prar.g_00419
OG0000421	Pray.g_00849	Prar.g_00432
OG0000422	Pray.g_00857	Prar.g_00440
OG0000423	Pray.g_00858	Prar.g_00441
OG0000424	Pray.g_00864	Prar.g_00446
OG0000425	Pray.g_00921	Prar.g_00479
OG0000426	Pray.g_00922	Prar.g_00480
OG0000427	Pray.g_00923	Prar.g_00481
OG0000428	Pray.g_00925	Prar.g_00483
OG0000429	Pray.g_00926	Prar.g_00484
OG0000430	Pray.g_00928	Prar.g_00486
OG0000431	Pray.g_00929	Prar.g_00487
OG0000432	Pray.g_00930	Prar.g_00488
OG0000433	Pray.g_00931	Prar.g_00489
OG0000434	Pray.g_00932	Prar.g_00490
OG0000435	Pray.g_00933	Prar.g_00491
OG0000436	Pray.g_00934	Prar.g_00492
OG0000437	Pray.g_00935	Prar.g_00493
OG0000438	Pray.g_00936	Prar.g_00494
OG0000439	Pray.g_00937	Prar.g_00495
OG0000440	Pray.g_00938	Prar.g_00496
OG0000441	Pray.g_00939	Prar.g_00497
OG0000442	Pray.g_00940	Prar.g_00498
OG0000443	Pray.g_00941	Prar.g_00499
OG0000444	Pray.g_00942	Prar.g_00500
OG0000445	Pray.g_00943	Prar.g_00501
OG0000446	Pray.g_00945	Prar.g_00503
OG0000447	Pray.g_00946	Prar.g_00504
OG0000448	Pray.g_00948	Prar.g_00506
OG0000449	Pray.g_00951	Prar.g_00510
OG0000450	Pray.g_00952	Prar.g_00511
OG0000451	Pray.g_00953	Prar.g_00512
OG0000452	Pray.g_00954	Prar.g_00513
OG0000453	Pray.g_00955	Prar.g_00514
OG0000454	Pray.g_00961	Prar.g_00521
OG0000455	Pray.g_00963	Prar.g_00523
OG0000456	Pray.g_00967	Prar.g_00527
OG0000457	Pray.g_00968	Prar.g_00528
OG0000458	Pray.g_00969	Prar.g_00529
OG0000459	Pray.g_00971	Prar.g_00531
OG0000460	Pray.g_00973	Prar.g_00533
OG0000461	Pray.g_00974	Prar.g_00534
OG0000462	Pray.g_00975	Prar.g_00535
OG0000463	Pray.g_00977	Prar.g_00537
OG0000464	Pray.g_00978	Prar.g_00538
OG0000465	Pray.g_00979	Prar.g_00539
OG0000466	Pray.g_00980	Prar.g_00540
OG0000467	Pray.g_00981	Prar.g_00541
OG0000468	Pray.g_00982	Prar.g_00542
OG0000469	Pray.g_00983	Prar.g_00543
OG0000470	Pray.g_00984	Prar.g_00544
OG0000471	Pray.g_00985	Prar.g_00545
OG0000472	Pray.g_00991	Prar.g_01331
OG0000473	Pray.g_00992	Prar.g_01332
OG0000474	Pray.g_00993	Prar.g_01333
OG0000475	Pray.g_00994	Prar.g_01334
OG0000476	Pray.g_00996	Prar.g_01336
OG0000477	Pray.g_00997	Prar.g_01337
OG0000478	Pray.g_00998	Prar.g_01338
OG0000479	Pray.g_00999	Prar.g_01339
OG0000480	Pray.g_01001	Prar.g_01341
OG0000481	Pray.g_01003	Prar.g_01343
OG0000482	Pray.g_01004	Prar.g_01344
OG0000483	Pray.g_01006	Prar.g_01345
OG0000484	Pray.g_01007	Prar.g_01346
OG0000485	Pray.g_01008	Prar.g_01347
OG0000486	Pray.g_01009	Prar.g_01348
OG0000487	Pray.g_01014	Prar.g_01353
OG0000488	Pray.g_01016	Prar.g_01355
OG0000489	Pray.g_01017	Prar.g_01356
OG0000490	Pray.g_01018	Prar.g_01357
OG0000491	Pray.g_01019	Prar.g_01358
OG0000492	Pray.g_01020	Prar.g_01359
OG0000493	Pray.g_01021	Prar.g_01360
OG0000494	Pray.g_01022	Prar.g_01361
OG0000495	Pray.g_01227	Prar.g_01364
OG0000496	Pray.g_01226	Prar.g_01365
OG0000497	Pray.g_01225	Prar.g_01366
OG0000498	Pray.g_01224	Prar.g_01367
OG0000499	Pray.g_01223	Prar.g_01368
OG0000500	Pray.g_01221	Prar.g_01370
OG0000501	Pray.g_01220	Prar.g_01371
OG0000502	Pray.g_01219	Prar.g_01372
OG0000503	Pray.g_01217	Prar.g_01374
OG0000504	Pray.g_01216	Prar.g_01375
OG0000505	Pray.g_01215	Prar.g_01376
OG0000506	Pray.g_01214	Prar.g_01377
OG0000507	Pray.g_01213	Prar.g_01378
OG0000508	Pray.g_01212	Prar.g_01379
OG0000509	Pray.g_01211	Prar.g_01380
OG0000510	Pray.g_01210	Prar.g_01381
OG0000511	Pray.g_01208	Prar.g_01383
OG0000512	Pray.g_01207	Prar.g_01384
OG0000513	Pray.g_01206	Prar.g_01385
OG0000514	Pray.g_01205	Prar.g_01386
OG0000515	Pray.g_01204	Prar.g_01387
OG0000516	Pray.g_01203	Prar.g_01388
OG0000517	Pray.g_01201	Prar.g_01390
OG0000518	Pray.g_01200	Prar.g_01391
OG0000519	Pray.g_01199	Prar.g_01392
OG0000520	Pray.g_01198	Prar.g_01393
OG0000521	Pray.g_01197	Prar.g_01394
OG0000522	Pray.g_01196	Prar.g_01395
OG0000523	Pray.g_01195	Prar.g_01396
OG0000524	Pray.g_01194	Prar.g_01397
OG0000525	Pray.g_01193	Prar.g_01398
OG0000526	Pray.g_01192	Prar.g_01399
OG0000527	Pray.g_01191	Prar.g_01400
OG0000528	Pray.g_01190	Prar.g_01401
OG0000529	Pray.g_01189	Prar.g_01402
OG0000530	Pray.g_01188	Prar.g_01403
OG0000531	Pray.g_01187	Prar.g_01404
OG0000532	Pray.g_01186	Prar.g_01405
OG0000533	Pray.g_01184	Prar.g_01407
OG0000534	Pray.g_01183	Prar.g_01408
OG0000535	Pray.g_01182	Prar.g_01409
OG0000536	Pray.g_01181	Prar.g_01410
OG0000537	Pray.g_01180	Prar.g_01411
OG0000538	Pray.g_01179	Prar.g_01412
OG0000539	Pray.g_01176	Prar.g_01415
OG0000540	Pray.g_01175	Prar.g_01416
OG0000541	Pray.g_01174	Prar.g_01417
OG0000542	Pray.g_01172	Prar.g_01420
OG0000543	Pray.g_01171	Prar.g_01422
OG0000544	Pray.g_01170	Prar.g_01423
OG0000545	Pray.g_01169	Prar.g_01424
OG0000546	Pray.g_01168	Prar.g_01425
OG0000547	Pray.g_01167	Prar.g_01426
OG0000548	Pray.g_01166	Prar.g_01427
OG0000549	Pray.g_01164	Prar.g_01429
OG0000550	Pray.g_01163	Prar.g_01430
OG0000551	Pray.g_01162	Prar.g_01431
OG0000552	Pray.g_01161	Prar.g_01432
OG0000553	Pray.g_01160	Prar.g_01433
OG0000554	Pray.g_01159	Prar.g_01434
OG0000555	Pray.g_01158	Prar.g_01435
OG0000556	Pray.g_01157	Prar.g_01436
OG0000557	Pray.g_01156	Prar.g_01437
OG0000558	Pray.g_01155	Prar.g_01438
OG0000559	Pray.g_01154	Prar.g_01439
OG0000560	Pray.g_01153	Prar.g_01440
OG0000561	Pray.g_01152	Prar.g_01441
OG0000562	Pray.g_01151	Prar.g_01442
OG0000563	Pray.g_01150	Prar.g_01443
OG0000564	Pray.g_01149	Prar.g_01444
OG0000565	Pray.g_01148	Prar.g_01445
OG0000566	Pray.g_01147	Prar.g_01446
OG0000567	Pray.g_01146	Prar.g_01447
