Orthogroup	Pray	Pral
OG0000161	Pray.g_01463	Pral.g_00412
OG0000162	Pray.g_01465	Pral.g_00414
OG0000163	Pray.g_01467	Pral.g_00415
OG0000164	Pray.g_01468	Pral.g_00416
OG0000165	Pray.g_01469	Pral.g_00417
OG0000166	Pray.g_01470	Pral.g_00418
OG0000167	Pray.g_01471	Pral.g_00419
OG0000168	Pray.g_01472	Pral.g_00420
OG0000169	Pray.g_01474	Pral.g_00422
OG0000170	Pray.g_01476	Pral.g_01030
OG0000171	Pray.g_01477	Pral.g_01029
OG0000172	Pray.g_01478	Pral.g_01028
OG0000173	Pray.g_01479	Pral.g_01027
OG0000174	Pray.g_01480	Pral.g_01026
OG0000175	Pray.g_01481	Pral.g_01025
OG0000176	Pray.g_01482	Pral.g_01024
OG0000177	Pray.g_01483	Pral.g_01023
OG0000178	Pray.g_01484	Pral.g_01022
OG0000179	Pray.g_01486	Pral.g_01020
OG0000180	Pray.g_01487	Pral.g_01019
OG0000181	Pray.g_01488	Pral.g_01018
OG0000182	Pray.g_01489	Pral.g_01017
OG0000183	Pray.g_01490	Pral.g_01016
OG0000184	Pray.g_01491	Pral.g_01014
OG0000185	Pray.g_01494	Pral.g_01011
OG0000186	Pray.g_01497	Pral.g_01009
OG0000187	Pray.g_01498	Pral.g_01008
OG0000188	Pray.g_01499	Pral.g_01007
OG0000189	Pray.g_00243	Pral.g_01005
OG0000190	Pray.g_00241	Pral.g_01003
OG0000191	Pray.g_00240	Pral.g_01001
OG0000192	Pray.g_00239	Pral.g_01000
OG0000193	Pray.g_00238	Pral.g_00999
OG0000194	Pray.g_00237	Pral.g_00996
OG0000195	Pray.g_00236	Pral.g_00995
OG0000196	Pray.g_00235	Pral.g_00994
OG0000197	Pray.g_00233	Pral.g_00992
OG0000198	Pray.g_00232	Pral.g_00991
OG0000199	Pray.g_00231	Pral.g_00990
OG0000200	Pray.g_00225	Pral.g_00984
OG0000201	Pray.g_00224	Pral.g_00983
OG0000202	Pray.g_00223	Pral.g_00982
OG0000203	Pray.g_00220	Pral.g_00978
OG0000204	Pray.g_00219	Pral.g_00977
OG0000205	Pray.g_00216	Pral.g_00974
OG0000206	Pray.g_00214	Pral.g_00972
OG0000207	Pray.g_00212	Pral.g_00970
OG0000208	Pray.g_00211	Pral.g_00969
OG0000209	Pray.g_00210	Pral.g_00048
OG0000210	Pray.g_00209	Pral.g_00968
OG0000211	Pray.g_00208	Pral.g_00966
OG0000212	Pray.g_00207	Pral.g_00965
OG0000213	Pray.g_00206	Pral.g_00964
OG0000214	Pray.g_00205	Pral.g_00963
OG0000215	Pray.g_00204	Pral.g_00962
OG0000216	Pray.g_00203	Pral.g_00961
OG0000217	Pray.g_00201	Pral.g_00959
OG0000218	Pray.g_00200	Pral.g_00958
OG0000219	Pray.g_00199	Pral.g_00957
OG0000220	Pray.g_00198	Pral.g_00956
OG0000221	Pray.g_00195	Pral.g_00953
OG0000222	Pray.g_00194	Pral.g_00952
OG0000223	Pray.g_00193	Pral.g_00951
OG0000224	Pray.g_00192	Pral.g_00950
OG0000225	Pray.g_00191	Pral.g_00949
OG0000226	Pray.g_00190	Pral.g_00948
OG0000227	Pray.g_00189	Pral.g_00946
OG0000228	Pray.g_00188	Pral.g_00945
OG0000229	Pray.g_00187	Pral.g_00944
OG0000230	Pray.g_00186	Pral.g_00943
OG0000231	Pray.g_00185	Pral.g_00942
OG0000232	Pray.g_00183	Pral.g_00941
OG0000233	Pray.g_00182	Pral.g_00940
OG0000234	Pray.g_00181	Pral.g_00939
OG0000235	Pray.g_00180	Pral.g_00938
OG0000236	Pray.g_00179	Pral.g_00935
OG0000237	Pray.g_00178	Pral.g_00934
OG0000238	Pray.g_00177	Pral.g_00933
OG0000239	Pray.g_00175	Pral.g_00931
OG0000240	Pray.g_00174	Pral.g_00930
OG0000241	Pray.g_00173	Pral.g_00929
OG0000242	Pray.g_00172	Pral.g_00928
OG0000243	Pray.g_00169	Pral.g_00925
OG0000244	Pray.g_00167	Pral.g_00922
OG0000245	Pray.g_00166	Pral.g_00921
OG0000246	Pray.g_00165	Pral.g_00920
OG0000247	Pray.g_00162	Pral.g_00918
OG0000248	Pray.g_00160	Pral.g_00916
OG0000249	Pray.g_00159	Pral.g_00914
OG0000250	Pray.g_00158	Pral.g_00913
OG0000251	Pray.g_00157	Pral.g_00912
OG0000252	Pray.g_00156	Pral.g_00911
OG0000253	Pray.g_00155	Pral.g_00910
OG0000254	Pray.g_00153	Pral.g_00450
OG0000255	Pray.g_00152	Pral.g_00908
OG0000256	Pray.g_00149	Pral.g_00905
OG0000257	Pray.g_00147	Pral.g_00903
OG0000258	Pray.g_00144	Pral.g_00900
OG0000259	Pray.g_00143	Pral.g_00899
OG0000260	Pray.g_00142	Pral.g_00898
OG0000261	Pray.g_00141	Pral.g_00897
OG0000262	Pray.g_00140	Pral.g_00896
OG0000263	Pray.g_00138	Pral.g_00894
OG0000264	Pray.g_00137	Pral.g_00893
OG0000265	Pray.g_00136	Pral.g_00892
OG0000266	Pray.g_00635	Pral.g_00891
OG0000267	Pray.g_00636	Pral.g_00890
OG0000268	Pray.g_00637	Pral.g_00888
OG0000269	Pray.g_00639	Pral.g_00886
OG0000270	Pray.g_00640	Pral.g_00885
OG0000271	Pray.g_00641	Pral.g_00884
OG0000272	Pray.g_00642	Pral.g_00883
OG0000273	Pray.g_00643	Pral.g_00882
OG0000274	Pray.g_00644	Pral.g_00881
OG0000275	Pray.g_00645	Pral.g_00880
OG0000276	Pray.g_00646	Pral.g_00879
OG0000277	Pray.g_00648	Pral.g_00877
OG0000278	Pray.g_00649	Pral.g_00875
OG0000279	Pray.g_00650	Pral.g_00874
OG0000280	Pray.g_00652	Pral.g_00872
OG0000281	Pray.g_00654	Pral.g_00871
OG0000282	Pray.g_00655	Pral.g_00870
OG0000283	Pray.g_00656	Pral.g_00869
OG0000284	Pray.g_00657	Pral.g_00868
OG0000285	Pray.g_00658	Pral.g_00867
OG0000286	Pray.g_00659	Pral.g_00866
OG0000287	Pray.g_00660	Pral.g_00865
OG0000288	Pray.g_00662	Pral.g_00863
OG0000289	Pray.g_00663	Pral.g_00862
OG0000290	Pray.g_00664	Pral.g_00861
OG0000291	Pray.g_00666	Pral.g_00859
OG0000292	Pray.g_00667	Pral.g_00857
OG0000293	Pray.g_00668	Pral.g_00856
OG0000294	Pray.g_00669	Pral.g_00855
OG0000295	Pray.g_00670	Pral.g_00854
OG0000296	Pray.g_00671	Pral.g_00853
OG0000297	Pray.g_00672	Pral.g_00852
OG0000298	Pray.g_00674	Pral.g_00850
OG0000299	Pray.g_00675	Pral.g_00849
OG0000300	Pray.g_00676	Pral.g_00848
OG0000301	Pray.g_00677	Pral.g_00847
OG0000302	Pray.g_00678	Pral.g_00846
OG0000303	Pray.g_00679	Pral.g_00845
OG0000304	Pray.g_00681	Pral.g_00844
OG0000305	Pray.g_00682	Pral.g_00843
OG0000306	Pray.g_00685	Pral.g_00840
OG0000307	Pray.g_00686	Pral.g_00839
OG0000308	Pray.g_00687	Pral.g_00838
OG0000309	Pray.g_00688	Pral.g_00837
OG0000310	Pray.g_00689	Pral.g_00836
OG0000311	Pray.g_00690	Pral.g_00835
OG0000312	Pray.g_00691	Pral.g_00834
OG0000313	Pray.g_00692	Pral.g_00833
OG0000314	Pray.g_00693	Pral.g_00832
OG0000315	Pray.g_00694	Pral.g_00831
OG0000316	Pray.g_00695	Pral.g_00830
OG0000317	Pray.g_00696	Pral.g_00829
OG0000318	Pray.g_00697	Pral.g_00828
OG0000319	Pray.g_00698	Pral.g_00827
OG0000320	Pray.g_00699	Pral.g_00826
OG0000321	Pray.g_00700	Pral.g_00825
OG0000322	Pray.g_00701	Pral.g_00824
OG0000323	Pray.g_00702	Pral.g_00823
OG0000324	Pray.g_00703	Pral.g_00822
OG0000325	Pray.g_00704	Pral.g_00821
OG0000326	Pray.g_00705	Pral.g_00820
OG0000327	Pray.g_00706	Pral.g_00819
OG0000328	Pray.g_00707	Pral.g_00817
OG0000329	Pray.g_00708	Pral.g_00816
OG0000330	Pray.g_00709	Pral.g_00815
OG0000331	Pray.g_00710	Pral.g_00812
OG0000332	Pray.g_00711	Pral.g_00811
OG0000333	Pray.g_00712	Pral.g_00810
OG0000334	Pray.g_00713	Pral.g_00809
OG0000335	Pray.g_00714	Pral.g_00807
OG0000336	Pray.g_00716	Pral.g_00805
OG0000337	Pray.g_00717	Pral.g_00804
OG0000338	Pray.g_00721	Pral.g_00799
OG0000339	Pray.g_00723	Pral.g_00796
OG0000340	Pray.g_00725	Pral.g_00795
OG0000341	Pray.g_00726	Pral.g_00794
OG0000342	Pray.g_00727	Pral.g_00793
OG0000343	Pray.g_00728	Pral.g_00792
OG0000344	Pray.g_00731	Pral.g_00789
OG0000345	Pray.g_00734	Pral.g_00785
OG0000346	Pray.g_00735	Pral.g_00784
OG0000347	Pray.g_00738	Pral.g_00781
OG0000348	Pray.g_00739	Pral.g_00780
OG0000349	Pray.g_00740	Pral.g_00779
OG0000350	Pray.g_00742	Pral.g_00777
OG0000351	Pray.g_00743	Pral.g_00776
OG0000352	Pray.g_00744	Pral.g_00775
OG0000353	Pray.g_00745	Pral.g_00774
OG0000354	Pray.g_00746	Pral.g_00773
OG0000355	Pray.g_00747	Pral.g_00772
OG0000356	Pray.g_00748	Pral.g_00771
OG0000357	Pray.g_00749	Pral.g_00770
OG0000358	Pray.g_00750	Pral.g_00769
OG0000359	Pray.g_00751	Pral.g_00767
OG0000360	Pray.g_00754	Pral.g_00764
OG0000361	Pray.g_00755	Pral.g_00763
OG0000362	Pray.g_00756	Pral.g_00762
OG0000363	Pray.g_00757	Pral.g_00761
OG0000364	Pray.g_00761	Pral.g_00756
OG0000365	Pray.g_00762	Pral.g_00755
OG0000366	Pray.g_00764	Pral.g_00753
OG0000367	Pray.g_00765	Pral.g_00752
OG0000368	Pray.g_00766	Pral.g_00751
OG0000369	Pray.g_00767	Pral.g_00750
OG0000370	Pray.g_00768	Pral.g_00749
OG0000371	Pray.g_00769	Pral.g_00748
OG0000372	Pray.g_00770	Pral.g_00747
OG0000373	Pray.g_00771	Pral.g_00746
OG0000374	Pray.g_00772	Pral.g_00744
OG0000375	Pray.g_00773	Pral.g_00743
OG0000376	Pray.g_00776	Pral.g_00740
OG0000377	Pray.g_00777	Pral.g_00739
OG0000378	Pray.g_00778	Pral.g_00738
OG0000379	Pray.g_00779	Pral.g_00737
OG0000380	Pray.g_00780	Pral.g_00736
OG0000381	Pray.g_00781	Pral.g_00735
OG0000382	Pray.g_00782	Pral.g_00734
OG0000383	Pray.g_00783	Pral.g_00733
OG0000384	Pray.g_00786	Pral.g_00731
OG0000385	Pray.g_00787	Pral.g_00730
OG0000386	Pray.g_00788	Pral.g_00729
OG0000387	Pray.g_00789	Pral.g_00728
OG0000388	Pray.g_00790	Pral.g_00727
OG0000389	Pray.g_00791	Pral.g_00726
OG0000390	Pray.g_00792	Pral.g_00725
OG0000391	Pray.g_00793	Pral.g_00724
OG0000392	Pray.g_00794	Pral.g_00723
OG0000393	Pray.g_00795	Pral.g_00722
OG0000394	Pray.g_00796	Pral.g_00721
OG0000395	Pray.g_00797	Pral.g_00720
OG0000396	Pray.g_00799	Pral.g_00718
OG0000397	Pray.g_00801	Pral.g_00716
OG0000398	Pray.g_00802	Pral.g_00715
OG0000399	Pray.g_00805	Pral.g_00712
OG0000400	Pray.g_00806	Pral.g_00706
OG0000401	Pray.g_00807	Pral.g_00705
OG0000402	Pray.g_00812	Pral.g_00698
OG0000403	Pray.g_00813	Pral.g_00696
OG0000404	Pray.g_00814	Pral.g_00695
OG0000405	Pray.g_00816	Pral.g_00694
OG0000406	Pray.g_00819	Pral.g_00691
OG0000407	Pray.g_00820	Pral.g_00690
OG0000408	Pray.g_00823	Pral.g_00687
OG0000409	Pray.g_00824	Pral.g_00686
OG0000410	Pray.g_00825	Pral.g_00685
OG0000411	Pray.g_00826	Pral.g_00684
OG0000412	Pray.g_00827	Pral.g_00683
OG0000413	Pray.g_00828	Pral.g_00682
OG0000414	Pray.g_00829	Pral.g_00681
OG0000415	Pray.g_00830	Pral.g_00680
OG0000416	Pray.g_00833	Pral.g_00677
OG0000417	Pray.g_00834	Pral.g_00676
OG0000418	Pray.g_00835	Pral.g_00674
OG0000419	Pray.g_00836	Pral.g_00673
OG0000420	Pray.g_00837	Pral.g_01541
OG0000421	Pray.g_00849	Pral.g_01322
OG0000422	Pray.g_00857	Pral.g_01039
OG0000423	Pray.g_00858	Pral.g_01840
OG0000424	Pray.g_00864	Pral.g_00171
OG0000425	Pray.g_00921	Pral.g_00663
OG0000426	Pray.g_00922	Pral.g_00662
OG0000427	Pray.g_00923	Pral.g_00661
OG0000428	Pray.g_00925	Pral.g_00659
OG0000429	Pray.g_00926	Pral.g_00658
OG0000430	Pray.g_00928	Pral.g_00656
OG0000431	Pray.g_00929	Pral.g_00655
OG0000432	Pray.g_00930	Pral.g_00654
OG0000433	Pray.g_00931	Pral.g_00653
OG0000434	Pray.g_00932	Pral.g_00651
OG0000435	Pray.g_00933	Pral.g_00650
OG0000436	Pray.g_00934	Pral.g_00649
OG0000437	Pray.g_00935	Pral.g_00648
OG0000438	Pray.g_00936	Pral.g_00647
OG0000439	Pray.g_00937	Pral.g_00646
OG0000440	Pray.g_00938	Pral.g_00645
OG0000441	Pray.g_00939	Pral.g_00644
OG0000442	Pray.g_00940	Pral.g_00643
OG0000443	Pray.g_00941	Pral.g_00642
OG0000444	Pray.g_00942	Pral.g_00641
OG0000445	Pray.g_00943	Pral.g_00635
OG0000446	Pray.g_00945	Pral.g_00633
OG0000447	Pray.g_00946	Pral.g_00632
OG0000448	Pray.g_00948	Pral.g_00631
OG0000449	Pray.g_00951	Pral.g_00627
OG0000450	Pray.g_00952	Pral.g_00626
OG0000451	Pray.g_00953	Pral.g_00625
OG0000452	Pray.g_00954	Pral.g_00623
OG0000453	Pray.g_00955	Pral.g_00622
OG0000454	Pray.g_00961	Pral.g_00621
OG0000455	Pray.g_00963	Pral.g_00619
OG0000456	Pray.g_00967	Pral.g_00615
OG0000457	Pray.g_00968	Pral.g_00613
OG0000458	Pray.g_00969	Pral.g_00612
OG0000459	Pray.g_00971	Pral.g_00610
OG0000460	Pray.g_00973	Pral.g_00608
OG0000461	Pray.g_00974	Pral.g_00607
OG0000462	Pray.g_00975	Pral.g_00606
OG0000463	Pray.g_00977	Pral.g_00603
OG0000464	Pray.g_00978	Pral.g_00602
OG0000465	Pray.g_00979	Pral.g_00601
OG0000466	Pray.g_00980	Pral.g_00600
OG0000467	Pray.g_00981	Pral.g_00599
OG0000468	Pray.g_00982	Pral.g_00598
OG0000469	Pray.g_00983	Pral.g_00597
OG0000470	Pray.g_00984	Pral.g_00596
OG0000471	Pray.g_00985	Pral.g_00595
OG0000472	Pray.g_00991	Pral.g_00590
OG0000473	Pray.g_00992	Pral.g_00589
OG0000474	Pray.g_00993	Pral.g_00588
OG0000475	Pray.g_00994	Pral.g_00587
OG0000476	Pray.g_00996	Pral.g_00585
OG0000477	Pray.g_00997	Pral.g_00584
OG0000478	Pray.g_00998	Pral.g_00583
OG0000479	Pray.g_00999	Pral.g_00582
OG0000480	Pray.g_01001	Pral.g_00580
OG0000481	Pray.g_01003	Pral.g_00578
OG0000482	Pray.g_01004	Pral.g_00577
OG0000483	Pray.g_01006	Pral.g_00575
OG0000484	Pray.g_01007	Pral.g_00574
OG0000485	Pray.g_01008	Pral.g_00573
OG0000486	Pray.g_01009	Pral.g_00571
OG0000487	Pray.g_01014	Pral.g_00566
OG0000488	Pray.g_01016	Pral.g_00565
OG0000489	Pray.g_01017	Pral.g_00564
OG0000490	Pray.g_01018	Pral.g_00563
OG0000491	Pray.g_01019	Pral.g_00562
OG0000492	Pray.g_01020	Pral.g_00561
OG0000493	Pray.g_01021	Pral.g_00560
OG0000494	Pray.g_01022	Pral.g_00559
OG0000495	Pray.g_01227	Pral.g_00556
OG0000496	Pray.g_01226	Pral.g_00555
OG0000497	Pray.g_01225	Pral.g_00554
OG0000498	Pray.g_01224	Pral.g_00553
OG0000499	Pray.g_01223	Pral.g_00552
OG0000500	Pray.g_01221	Pral.g_00550
OG0000501	Pray.g_01220	Pral.g_00549
OG0000502	Pray.g_01219	Pral.g_00548
OG0000503	Pray.g_01217	Pral.g_00546
OG0000504	Pray.g_01216	Pral.g_00545
OG0000505	Pray.g_01215	Pral.g_00544
OG0000506	Pray.g_01214	Pral.g_00543
OG0000507	Pray.g_01213	Pral.g_00542
OG0000508	Pray.g_01212	Pral.g_00541
OG0000509	Pray.g_01211	Pral.g_00540
OG0000510	Pray.g_01210	Pral.g_00539
OG0000511	Pray.g_01208	Pral.g_00537
OG0000512	Pray.g_01207	Pral.g_00536
OG0000513	Pray.g_01206	Pral.g_00535
OG0000514	Pray.g_01205	Pral.g_00534
OG0000515	Pray.g_01204	Pral.g_00533
OG0000516	Pray.g_01203	Pral.g_00532
OG0000517	Pray.g_01201	Pral.g_00530
OG0000518	Pray.g_01200	Pral.g_00529
OG0000519	Pray.g_01199	Pral.g_00527
OG0000520	Pray.g_01198	Pral.g_00525
OG0000521	Pray.g_01197	Pral.g_00524
OG0000522	Pray.g_01196	Pral.g_00523
OG0000523	Pray.g_01195	Pral.g_00522
OG0000524	Pray.g_01194	Pral.g_00521
OG0000525	Pray.g_01193	Pral.g_00520
OG0000526	Pray.g_01192	Pral.g_00519
OG0000527	Pray.g_01191	Pral.g_00518
OG0000528	Pray.g_01190	Pral.g_00516
OG0000529	Pray.g_01189	Pral.g_00515
OG0000530	Pray.g_01188	Pral.g_00514
OG0000531	Pray.g_01187	Pral.g_00513
OG0000532	Pray.g_01186	Pral.g_00512
OG0000533	Pray.g_01184	Pral.g_00510
OG0000534	Pray.g_01183	Pral.g_00509
OG0000535	Pray.g_01182	Pral.g_00508
OG0000536	Pray.g_01181	Pral.g_00507
OG0000537	Pray.g_01180	Pral.g_00506
OG0000538	Pray.g_01179	Pral.g_00505
OG0000539	Pray.g_01176	Pral.g_00503
OG0000540	Pray.g_01175	Pral.g_00502
OG0000541	Pray.g_01174	Pral.g_00501
OG0000542	Pray.g_01172	Pral.g_00498
OG0000543	Pray.g_01171	Pral.g_00497
OG0000544	Pray.g_01170	Pral.g_00496
OG0000545	Pray.g_01169	Pral.g_00495
OG0000546	Pray.g_01168	Pral.g_00494
OG0000547	Pray.g_01167	Pral.g_00493
OG0000548	Pray.g_01166	Pral.g_00492
OG0000549	Pray.g_01164	Pral.g_00490
OG0000550	Pray.g_01163	Pral.g_00489
OG0000551	Pray.g_01162	Pral.g_00488
OG0000552	Pray.g_01161	Pral.g_00487
OG0000553	Pray.g_01160	Pral.g_00486
OG0000554	Pray.g_01159	Pral.g_00485
OG0000555	Pray.g_01158	Pral.g_00483
OG0000556	Pray.g_01157	Pral.g_00482
OG0000557	Pray.g_01156	Pral.g_00481
OG0000558	Pray.g_01155	Pral.g_00480
OG0000559	Pray.g_01154	Pral.g_00479
OG0000560	Pray.g_01153	Pral.g_00478
OG0000561	Pray.g_01152	Pral.g_00477
OG0000562	Pray.g_01151	Pral.g_00476
OG0000563	Pray.g_01150	Pral.g_00475
OG0000564	Pray.g_01149	Pral.g_00474
OG0000565	Pray.g_01148	Pral.g_00472
OG0000566	Pray.g_01147	Pral.g_00471
OG0000567	Pray.g_01146	Pral.g_00470
OG0000568	Pray.g_01145	Pral.g_00469
OG0000569	Pray.g_01142	Pral.g_00466
OG0000570	Pray.g_01141	Pral.g_00465
OG0000571	Pray.g_01139	Pral.g_00464
OG0000572	Pray.g_01138	Pral.g_00462
OG0000573	Pray.g_01137	Pral.g_00461
OG0000574	Pray.g_01136	Pral.g_00460
OG0000575	Pray.g_01135	Pral.g_00459
OG0000576	Pray.g_01134	Pral.g_00458
OG0000577	Pray.g_01133	Pral.g_01430
OG0000578	Pray.g_01132	Pral.g_01432
OG0000579	Pray.g_01131	Pral.g_01433
OG0000580	Pray.g_01130	Pral.g_01434
OG0000581	Pray.g_01129	Pral.g_01435
OG0000582	Pray.g_01128	Pral.g_01436
OG0000583	Pray.g_01127	Pral.g_01437
OG0000584	Pray.g_01125	Pral.g_01439
OG0000585	Pray.g_01124	Pral.g_01440
OG0000586	Pray.g_01123	Pral.g_01441
OG0000587	Pray.g_01122	Pral.g_01442
