Orthogroup	Pray	Praf
OG0000304	Pray.g_00681	Praf.g_02519
OG0000305	Pray.g_00682	Praf.g_02520
OG0000306	Pray.g_00685	Praf.g_02524
OG0000307	Pray.g_00686	Praf.g_02525
OG0000308	Pray.g_00687	Praf.g_02531
OG0000309	Pray.g_00688	Praf.g_02532
OG0000310	Pray.g_00689	Praf.g_02533
OG0000311	Pray.g_00690	Praf.g_02582
OG0000312	Pray.g_00691	Praf.g_02581
OG0000313	Pray.g_00692	Praf.g_02575
OG0000314	Pray.g_00693	Praf.g_02574
OG0000315	Pray.g_00694	Praf.g_02572
OG0000316	Pray.g_00695	Praf.g_02568
OG0000317	Pray.g_00696	Praf.g_02567
OG0000318	Pray.g_00697	Praf.g_02566
OG0000319	Pray.g_00698	Praf.g_02560
OG0000320	Pray.g_00699	Praf.g_02559
OG0000321	Pray.g_00700	Praf.g_02557
OG0000322	Pray.g_00701	Praf.g_02556
OG0000323	Pray.g_00702	Praf.g_02555
OG0000324	Pray.g_00703	Praf.g_02554
OG0000325	Pray.g_00704	Praf.g_02553
OG0000326	Pray.g_00705	Praf.g_02552
OG0000327	Pray.g_00706	Praf.g_02551
OG0000328	Pray.g_00707	Praf.g_02549
OG0000329	Pray.g_00708	Praf.g_02548
OG0000330	Pray.g_00709	Praf.g_02547
OG0000331	Pray.g_00710	Praf.g_00374
OG0000332	Pray.g_00711	Praf.g_00745
OG0000333	Pray.g_00712	Praf.g_00744
OG0000334	Pray.g_00713	Praf.g_00743
OG0000335	Pray.g_00714	Praf.g_00378
OG0000336	Pray.g_00716	Praf.g_00379
OG0000337	Pray.g_00717	Praf.g_00385
OG0000338	Pray.g_00721	Praf.g_00392
OG0000339	Pray.g_00723	Praf.g_02203
OG0000340	Pray.g_00725	Praf.g_02207
OG0000341	Pray.g_00726	Praf.g_02208
OG0000342	Pray.g_00727	Praf.g_02209
OG0000343	Pray.g_00728	Praf.g_02210
OG0000344	Pray.g_00731	Praf.g_02215
OG0000345	Pray.g_00734	Praf.g_02242
OG0000346	Pray.g_00735	Praf.g_02243
OG0000347	Pray.g_00738	Praf.g_02245
OG0000348	Pray.g_00739	Praf.g_02247
OG0000349	Pray.g_00740	Praf.g_02249
OG0000350	Pray.g_00742	Praf.g_02255
OG0000351	Pray.g_00743	Praf.g_00375
OG0000352	Pray.g_00744	Praf.g_02259
OG0000353	Pray.g_00745	Praf.g_02260
OG0000354	Pray.g_00746	Praf.g_02262
OG0000355	Pray.g_00747	Praf.g_02263
OG0000356	Pray.g_00748	Praf.g_02264
OG0000357	Pray.g_00749	Praf.g_02265
OG0000358	Pray.g_00750	Praf.g_02266
OG0000359	Pray.g_00751	Praf.g_02268
OG0000360	Pray.g_00754	Praf.g_02273
OG0000361	Pray.g_00755	Praf.g_02274
OG0000362	Pray.g_00756	Praf.g_02275
OG0000363	Pray.g_00757	Praf.g_02277
OG0000364	Pray.g_00761	Praf.g_02282
OG0000365	Pray.g_00762	Praf.g_02283
OG0000366	Pray.g_00764	Praf.g_02285
OG0000367	Pray.g_00765	Praf.g_02287
OG0000368	Pray.g_00766	Praf.g_02288
OG0000369	Pray.g_00767	Praf.g_02289
OG0000370	Pray.g_00768	Praf.g_02290
OG0000371	Pray.g_00769	Praf.g_02291
OG0000372	Pray.g_00770	Praf.g_02292
OG0000373	Pray.g_00771	Praf.g_02293
OG0000374	Pray.g_00772	Praf.g_02296
OG0000375	Pray.g_00773	Praf.g_02297
OG0000376	Pray.g_00776	Praf.g_02301
OG0000377	Pray.g_00777	Praf.g_02302
OG0000378	Pray.g_00778	Praf.g_02303
OG0000379	Pray.g_00779	Praf.g_02304
OG0000380	Pray.g_00780	Praf.g_02314
OG0000381	Pray.g_00781	Praf.g_02315
OG0000382	Pray.g_00782	Praf.g_02316
OG0000383	Pray.g_00783	Praf.g_02318
OG0000384	Pray.g_00786	Praf.g_02321
OG0000385	Pray.g_00787	Praf.g_02322
OG0000386	Pray.g_00788	Praf.g_02323
OG0000387	Pray.g_00789	Praf.g_02324
OG0000388	Pray.g_00790	Praf.g_02325
OG0000389	Pray.g_00791	Praf.g_02326
OG0000390	Pray.g_00792	Praf.g_02327
OG0000391	Pray.g_00793	Praf.g_02328
OG0000392	Pray.g_00794	Praf.g_02329
OG0000393	Pray.g_00795	Praf.g_02330
OG0000394	Pray.g_00796	Praf.g_02331
OG0000395	Pray.g_00797	Praf.g_02332
OG0000396	Pray.g_00799	Praf.g_02335
OG0000397	Pray.g_00801	Praf.g_02347
OG0000398	Pray.g_00802	Praf.g_02349
OG0000399	Pray.g_00805	Praf.g_02073
OG0000400	Pray.g_00806	Praf.g_02066
OG0000401	Pray.g_00807	Praf.g_02065
OG0000402	Pray.g_00812	Praf.g_02054
OG0000403	Pray.g_00813	Praf.g_02052
OG0000404	Pray.g_00814	Praf.g_02051
OG0000405	Pray.g_00816	Praf.g_02049
OG0000406	Pray.g_00819	Praf.g_02045
OG0000407	Pray.g_00820	Praf.g_02044
OG0000408	Pray.g_00823	Praf.g_02031
OG0000409	Pray.g_00824	Praf.g_02030
OG0000410	Pray.g_00825	Praf.g_02029
OG0000411	Pray.g_00826	Praf.g_02028
OG0000412	Pray.g_00827	Praf.g_02027
OG0000413	Pray.g_00828	Praf.g_02026
OG0000414	Pray.g_00829	Praf.g_02025
OG0000415	Pray.g_00830	Praf.g_02024
OG0000416	Pray.g_00833	Praf.g_02016
OG0000417	Pray.g_00834	Praf.g_02015
OG0000418	Pray.g_00835	Praf.g_02012
OG0000419	Pray.g_00836	Praf.g_02011
OG0000420	Pray.g_00837	Praf.g_01616
OG0000421	Pray.g_00849	Praf.g_00322
OG0000422	Pray.g_00857	Praf.g_00495
OG0000423	Pray.g_00858	Praf.g_01003
OG0000424	Pray.g_00864	Praf.g_02201
OG0000425	Pray.g_00921	Praf.g_02002
OG0000426	Pray.g_00922	Praf.g_02001
OG0000427	Pray.g_00923	Praf.g_01999
OG0000428	Pray.g_00925	Praf.g_01990
OG0000429	Pray.g_00926	Praf.g_01989
OG0000430	Pray.g_00928	Praf.g_01987
OG0000431	Pray.g_00929	Praf.g_01986
OG0000432	Pray.g_00930	Praf.g_01985
OG0000433	Pray.g_00931	Praf.g_01984
OG0000434	Pray.g_00932	Praf.g_01982
OG0000435	Pray.g_00933	Praf.g_01981
OG0000436	Pray.g_00934	Praf.g_01980
OG0000437	Pray.g_00935	Praf.g_01979
OG0000438	Pray.g_00936	Praf.g_01978
OG0000439	Pray.g_00937	Praf.g_01977
OG0000440	Pray.g_00938	Praf.g_01972
OG0000441	Pray.g_00939	Praf.g_01963
OG0000442	Pray.g_00940	Praf.g_01962
OG0000443	Pray.g_00941	Praf.g_01961
OG0000444	Pray.g_00942	Praf.g_01960
OG0000445	Pray.g_00943	Praf.g_01959
OG0000446	Pray.g_00945	Praf.g_01957
OG0000447	Pray.g_00946	Praf.g_01956
OG0000448	Pray.g_00948	Praf.g_01952
OG0000449	Pray.g_00951	Praf.g_01942
OG0000450	Pray.g_00952	Praf.g_01941
OG0000451	Pray.g_00953	Praf.g_01938
OG0000452	Pray.g_00954	Praf.g_01915
OG0000453	Pray.g_00955	Praf.g_01913
OG0000454	Pray.g_00961	Praf.g_01911
OG0000455	Pray.g_00963	Praf.g_01909
OG0000456	Pray.g_00967	Praf.g_00586
OG0000457	Pray.g_00968	Praf.g_00589
OG0000458	Pray.g_00969	Praf.g_00594
OG0000459	Pray.g_00971	Praf.g_00596
OG0000460	Pray.g_00973	Praf.g_00598
OG0000461	Pray.g_00974	Praf.g_00599
OG0000462	Pray.g_00975	Praf.g_00600
OG0000463	Pray.g_00977	Praf.g_00603
OG0000464	Pray.g_00978	Praf.g_00605
OG0000465	Pray.g_00979	Praf.g_00606
OG0000466	Pray.g_00980	Praf.g_00607
OG0000467	Pray.g_00981	Praf.g_00608
OG0000468	Pray.g_00982	Praf.g_00609
OG0000469	Pray.g_00983	Praf.g_00610
OG0000470	Pray.g_00984	Praf.g_00611
OG0000471	Pray.g_00985	Praf.g_00612
OG0000472	Pray.g_00991	Praf.g_00619
OG0000473	Pray.g_00992	Praf.g_00621
OG0000474	Pray.g_00993	Praf.g_00622
OG0000475	Pray.g_00994	Praf.g_00623
OG0000476	Pray.g_00996	Praf.g_00626
OG0000477	Pray.g_00997	Praf.g_00627
OG0000478	Pray.g_00998	Praf.g_00628
OG0000479	Pray.g_00999	Praf.g_00629
OG0000480	Pray.g_01001	Praf.g_00630
OG0000481	Pray.g_01003	Praf.g_00631
OG0000482	Pray.g_01004	Praf.g_00632
OG0000483	Pray.g_01006	Praf.g_00634
OG0000484	Pray.g_01007	Praf.g_00635
OG0000485	Pray.g_01008	Praf.g_00636
OG0000486	Pray.g_01009	Praf.g_00641
OG0000487	Pray.g_01014	Praf.g_00646
OG0000488	Pray.g_01016	Praf.g_00647
OG0000489	Pray.g_01017	Praf.g_00648
OG0000490	Pray.g_01018	Praf.g_00650
OG0000491	Pray.g_01019	Praf.g_00651
OG0000492	Pray.g_01020	Praf.g_00656
OG0000493	Pray.g_01021	Praf.g_01177
OG0000494	Pray.g_01022	Praf.g_01131
OG0000495	Pray.g_01227	Praf.g_00661
OG0000496	Pray.g_01226	Praf.g_00663
OG0000497	Pray.g_01225	Praf.g_00665
OG0000498	Pray.g_01224	Praf.g_00666
OG0000499	Pray.g_01223	Praf.g_00670
OG0000500	Pray.g_01221	Praf.g_00673
OG0000501	Pray.g_01220	Praf.g_00675
OG0000502	Pray.g_01219	Praf.g_00677
OG0000503	Pray.g_01217	Praf.g_00683
OG0000504	Pray.g_01216	Praf.g_00684
OG0000505	Pray.g_01215	Praf.g_00685
OG0000506	Pray.g_01214	Praf.g_00687
OG0000507	Pray.g_01213	Praf.g_00688
OG0000508	Pray.g_01212	Praf.g_00689
OG0000509	Pray.g_01211	Praf.g_00690
OG0000510	Pray.g_01210	Praf.g_00691
OG0000511	Pray.g_01208	Praf.g_00693
OG0000512	Pray.g_01207	Praf.g_00694
OG0000513	Pray.g_01206	Praf.g_00695
OG0000514	Pray.g_01205	Praf.g_00696
OG0000515	Pray.g_01204	Praf.g_00697
OG0000516	Pray.g_01203	Praf.g_00698
OG0000517	Pray.g_01201	Praf.g_00700
OG0000518	Pray.g_01200	Praf.g_00701
OG0000519	Pray.g_01199	Praf.g_00703
OG0000520	Pray.g_01198	Praf.g_00705
OG0000521	Pray.g_01197	Praf.g_00706
OG0000522	Pray.g_01196	Praf.g_00707
OG0000523	Pray.g_01195	Praf.g_00708
OG0000524	Pray.g_01194	Praf.g_00709
OG0000525	Pray.g_01193	Praf.g_00711
OG0000526	Pray.g_01192	Praf.g_00712
OG0000527	Pray.g_01191	Praf.g_00713
OG0000528	Pray.g_01190	Praf.g_00714
OG0000529	Pray.g_01189	Praf.g_00716
OG0000530	Pray.g_01188	Praf.g_00717
OG0000531	Pray.g_01187	Praf.g_00718
OG0000532	Pray.g_01186	Praf.g_00719
OG0000533	Pray.g_01184	Praf.g_00723
OG0000534	Pray.g_01183	Praf.g_00724
OG0000535	Pray.g_01182	Praf.g_00725
OG0000536	Pray.g_01181	Praf.g_00726
OG0000537	Pray.g_01180	Praf.g_00728
OG0000538	Pray.g_01179	Praf.g_00729
OG0000539	Pray.g_01176	Praf.g_00733
OG0000540	Pray.g_01175	Praf.g_00734
OG0000541	Pray.g_01174	Praf.g_00735
OG0000542	Pray.g_01172	Praf.g_00739
OG0000543	Pray.g_01171	Praf.g_00740
OG0000544	Pray.g_01170	Praf.g_00741
OG0000545	Pray.g_01169	Praf.g_00742
OG0000546	Pray.g_01168	Praf.g_00749
OG0000547	Pray.g_01167	Praf.g_00750
OG0000548	Pray.g_01166	Praf.g_00751
OG0000549	Pray.g_01164	Praf.g_00753
OG0000550	Pray.g_01163	Praf.g_00754
OG0000551	Pray.g_01162	Praf.g_00755
OG0000552	Pray.g_01161	Praf.g_00756
OG0000553	Pray.g_01160	Praf.g_00757
OG0000554	Pray.g_01159	Praf.g_00758
OG0000555	Pray.g_01158	Praf.g_00761
OG0000556	Pray.g_01157	Praf.g_00763
OG0000557	Pray.g_01156	Praf.g_00764
OG0000558	Pray.g_01155	Praf.g_00765
OG0000559	Pray.g_01154	Praf.g_00766
OG0000560	Pray.g_01153	Praf.g_00767
OG0000561	Pray.g_01152	Praf.g_00768
OG0000562	Pray.g_01151	Praf.g_00769
OG0000563	Pray.g_01150	Praf.g_00771
OG0000564	Pray.g_01149	Praf.g_00773
OG0000565	Pray.g_01148	Praf.g_01659
OG0000566	Pray.g_01147	Praf.g_01661
OG0000567	Pray.g_01146	Praf.g_01662
OG0000568	Pray.g_01145	Praf.g_01663
OG0000569	Pray.g_01142	Praf.g_01666
OG0000570	Pray.g_01141	Praf.g_01667
OG0000571	Pray.g_01139	Praf.g_01669
OG0000572	Pray.g_01138	Praf.g_01674
OG0000573	Pray.g_01137	Praf.g_01675
OG0000574	Pray.g_01136	Praf.g_01676
OG0000575	Pray.g_01135	Praf.g_01680
OG0000576	Pray.g_01134	Praf.g_01684
OG0000577	Pray.g_01133	Praf.g_01685
OG0000578	Pray.g_01132	Praf.g_01687
OG0000579	Pray.g_01131	Praf.g_01688
OG0000580	Pray.g_01130	Praf.g_01689
OG0000581	Pray.g_01129	Praf.g_01690
OG0000582	Pray.g_01128	Praf.g_01692
OG0000583	Pray.g_01127	Praf.g_01693
OG0000584	Pray.g_01125	Praf.g_01695
OG0000585	Pray.g_01124	Praf.g_01696
