Orthogroup	Syac	Praa
OG0000066	Syac.g_01827	Praa.g_00539
OG0000067	Syac.g_01341	Praa.g_00803
OG0000068	Syac.g_01916	Praa.g_01366
OG0000069	Syac.g_01272	Praa.g_01590
OG0000070	Syac.g_00711	Praa.g_00449
OG0000071	Syac.g_01049, Syac.g_00729	Praa.g_01318
OG0000072	Syac.g_00302	Praa.g_00171
OG0000073	Syac.g_01883	Praa.g_00499
OG0000075	Syac.g_00191	Praa.g_01808
OG0000076	Syac.g_00156	Praa.g_01832
OG0000077	Syac.g_00439	Praa.g_00078
OG0000078	Syac.g_01964	Praa.g_00239
OG0000079	Syac.g_02211	Praa.g_00252
OG0000081	Syac.g_01954, Syac.g_00461	Praa.g_00531
OG0000082	Syac.g_01766	Praa.g_00585
OG0000084	Syac.g_00822, Syac.g_01627	Praa.g_01472
OG0000085	Syac.g_00560	Praa.g_01628
OG0000086	Syac.g_00423	Praa.g_00088
OG0000087	Syac.g_00343	Praa.g_00139
OG0000088	Syac.g_00308	Praa.g_00166
OG0000089	Syac.g_01988, Syac.g_01543	Praa.g_00355
OG0000090	Syac.g_01836	Praa.g_00533
OG0000091	Syac.g_00987	Praa.g_00642
OG0000093	Syac.g_01357	Praa.g_00932
OG0000094	Syac.g_01251	Praa.g_01020
OG0000095	Syac.g_00884	Praa.g_01039
OG0000097	Syac.g_01507	Praa.g_01200
OG0000098	Syac.g_02157	Praa.g_01348
OG0000099	Syac.g_00234	Praa.g_01394
OG0000100	Syac.g_01309	Praa.g_01551
OG0000101	Syac.g_02094	Praa.g_01775
OG0000102	Syac.g_00151	Praa.g_01837
OG0000103	Syac.g_02476	Praa.g_01916
OG0000104	Syac.g_02490	Praa.g_01924
OG0000105	Syac.g_02245	Praa.g_00274
OG0000106	Syac.g_01098	Praa.g_00369
OG0000107	Syac.g_02191	Praa.g_00383
OG0000108	Syac.g_01904	Praa.g_00480
OG0000109	Syac.g_01889	Praa.g_00494
OG0000110	Syac.g_01778	Praa.g_00575
OG0000111	Syac.g_00893	Praa.g_00699
OG0000112	Syac.g_01173	Praa.g_00766
OG0000113	Syac.g_01314	Praa.g_00826
OG0000114	Syac.g_01394	Praa.g_00907
OG0000115	Syac.g_01655	Praa.g_01101
OG0000116	Syac.g_00753	Praa.g_01150
OG0000117	Syac.g_01477	Praa.g_01255
OG0000118	Syac.g_01728	Praa.g_01330
OG0000120	Syac.g_00233	Praa.g_01387
OG0000121	Syac.g_01635	Praa.g_01478
OG0000122	Syac.g_01013	Praa.g_01516
OG0000123	Syac.g_02086	Praa.g_01782
OG0000124	Syac.g_00135	Praa.g_01848
OG0000125	Syac.g_02360	Praa.g_01885
OG0000126	Syac.g_02488	Praa.g_01923
OG0000128	Syac.g_00012	Praa.g_00011
OG0000129	Syac.g_02349	Praa.g_00044
OG0000130	Syac.g_00450	Praa.g_00069
OG0000131	Syac.g_00330	Praa.g_00145
OG0000132	Syac.g_00310	Praa.g_00164
OG0000133	Syac.g_01178	Praa.g_00322
OG0000134	Syac.g_01985	Praa.g_00356
OG0000135	Syac.g_02398	Praa.g_00381
OG0000136	Syac.g_00701	Praa.g_00440
OG0000137	Syac.g_01700	Praa.g_00475
OG0000138	Syac.g_01888	Praa.g_00495
OG0000139	Syac.g_01830	Praa.g_00537
OG0000140	Syac.g_01829	Praa.g_00538
OG0000141	Syac.g_00934	Praa.g_00607
OG0000142	Syac.g_00979	Praa.g_00635
OG0000143	Syac.g_00983	Praa.g_00639
OG0000144	Syac.g_01090	Praa.g_00652
OG0000145	Syac.g_01882	Praa.g_00764
OG0000146	Syac.g_01172	Praa.g_00767
OG0000147	Syac.g_01171	Praa.g_00768
OG0000148	Syac.g_01320	Praa.g_00820
OG0000149	Syac.g_00832	Praa.g_00851
OG0000150	Syac.g_00935	Praa.g_00859
OG0000151	Syac.g_01383	Praa.g_00917
OG0000152	Syac.g_01182	Praa.g_00964
OG0000153	Syac.g_01217	Praa.g_00983
OG0000154	Syac.g_01241	Praa.g_01013
OG0000155	Syac.g_00804	Praa.g_01179
OG0000156	Syac.g_00743	Praa.g_01307
OG0000157	Syac.g_00742	Praa.g_01308
OG0000158	Syac.g_00182	Praa.g_01395
OG0000160	Syac.g_01633	Praa.g_01477
OG0000161	Syac.g_01641	Praa.g_01483
OG0000162	Syac.g_01648	Praa.g_01489
OG0000163	Syac.g_00619	Praa.g_01523
OG0000164	Syac.g_00508	Praa.g_01659
OG0000165	Syac.g_00674	Praa.g_01667
OG0000166	Syac.g_02132	Praa.g_01739
OG0000167	Syac.g_00194	Praa.g_01806
OG0000168	Syac.g_00179	Praa.g_01816
OG0000169	Syac.g_00168	Praa.g_01826
OG0000170	Syac.g_00161	Praa.g_01828
OG0000171	Syac.g_00136	Praa.g_01847
OG0000172	Syac.g_00084	Praa.g_01856
OG0000173	Syac.g_00057	Praa.g_01871
OG0000174	Syac.g_02401	Praa.g_01898
OG0000175	Syac.g_02465	Praa.g_01908
OG0000176	Syac.g_00004	Praa.g_00004
OG0000177	Syac.g_00005	Praa.g_00005
OG0000178	Syac.g_00006	Praa.g_00006
OG0000179	Syac.g_00019	Praa.g_00016
OG0000180	Syac.g_00020	Praa.g_00017
OG0000181	Syac.g_00021	Praa.g_00018
OG0000182	Syac.g_00022	Praa.g_00019
OG0000183	Syac.g_00026	Praa.g_00023
OG0000184	Syac.g_02339	Praa.g_00046
OG0000185	Syac.g_02336	Praa.g_00049
OG0000186	Syac.g_00454	Praa.g_00064
OG0000187	Syac.g_00453	Praa.g_00065
OG0000188	Syac.g_00433	Praa.g_00082
OG0000189	Syac.g_00408	Praa.g_00096
OG0000190	Syac.g_00406	Praa.g_00097
OG0000191	Syac.g_00373	Praa.g_00117
OG0000192	Syac.g_00368	Praa.g_00121
OG0000193	Syac.g_00329	Praa.g_00146
OG0000194	Syac.g_00326	Praa.g_00149
OG0000195	Syac.g_00324	Praa.g_00151
OG0000196	Syac.g_00313	Praa.g_00161
OG0000197	Syac.g_00312	Praa.g_00162
OG0000198	Syac.g_00311	Praa.g_00163
OG0000199	Syac.g_00303	Praa.g_00170
OG0000200	Syac.g_02261	Praa.g_00184
OG0000201	Syac.g_02278	Praa.g_00192
OG0000202	Syac.g_02279	Praa.g_00193
OG0000203	Syac.g_02280	Praa.g_00194
OG0000204	Syac.g_02281	Praa.g_00195
OG0000205	Syac.g_02288	Praa.g_00202
OG0000206	Syac.g_02297	Praa.g_00207
OG0000207	Syac.g_02300	Praa.g_00209
OG0000208	Syac.g_02301	Praa.g_00210
OG0000209	Syac.g_02316	Praa.g_00219
OG0000210	Syac.g_02317	Praa.g_00220
OG0000211	Syac.g_01972	Praa.g_00233
OG0000212	Syac.g_01963	Praa.g_00240
OG0000213	Syac.g_02219	Praa.g_00257
OG0000214	Syac.g_02236	Praa.g_00267
OG0000215	Syac.g_00281	Praa.g_00292
OG0000216	Syac.g_00277	Praa.g_00294
OG0000217	Syac.g_00273	Praa.g_00297
OG0000218	Syac.g_00271	Praa.g_00299
OG0000219	Syac.g_00270	Praa.g_00300
OG0000220	Syac.g_00269	Praa.g_00301
OG0000221	Syac.g_00261	Praa.g_00302
OG0000222	Syac.g_00247	Praa.g_00310
OG0000223	Syac.g_00225	Praa.g_00323
OG0000224	Syac.g_00217	Praa.g_00325
OG0000225	Syac.g_02004	Praa.g_00345
OG0000226	Syac.g_02000	Praa.g_00349
OG0000227	Syac.g_01998	Praa.g_00351
OG0000228	Syac.g_01989	Praa.g_00354
OG0000229	Syac.g_00692	Praa.g_00436
OG0000230	Syac.g_00694	Praa.g_00437
OG0000231	Syac.g_00710	Praa.g_00448
OG0000232	Syac.g_01717	Praa.g_00457
OG0000233	Syac.g_01713	Praa.g_00463
OG0000234	Syac.g_01699	Praa.g_00476
OG0000235	Syac.g_01905	Praa.g_00479
OG0000236	Syac.g_01890	Praa.g_00493
OG0000237	Syac.g_01873	Praa.g_00506
OG0000238	Syac.g_01868	Praa.g_00512
OG0000239	Syac.g_01852	Praa.g_00525
OG0000240	Syac.g_01851	Praa.g_00526
OG0000241	Syac.g_00970	Praa.g_00530
OG0000242	Syac.g_01839	Praa.g_00532
OG0000243	Syac.g_01821	Praa.g_00544
OG0000244	Syac.g_01814	Praa.g_00547
OG0000245	Syac.g_01811	Praa.g_00549
OG0000246	Syac.g_01807	Praa.g_00553
OG0000247	Syac.g_01795	Praa.g_00563
OG0000248	Syac.g_01792	Praa.g_00565
OG0000249	Syac.g_01790	Praa.g_00567
OG0000250	Syac.g_01782	Praa.g_00572
OG0000251	Syac.g_01757	Praa.g_00591
OG0000252	Syac.g_01753	Praa.g_00594
OG0000253	Syac.g_01752	Praa.g_00595
OG0000254	Syac.g_00939	Praa.g_00611
OG0000255	Syac.g_00947	Praa.g_00617
OG0000256	Syac.g_00963	Praa.g_00627
OG0000257	Syac.g_00969	Praa.g_00630
OG0000258	Syac.g_00988	Praa.g_00643
OG0000259	Syac.g_01425	Praa.g_00660
OG0000260	Syac.g_01422	Praa.g_00663
OG0000261	Syac.g_01418	Praa.g_00665
OG0000262	Syac.g_01413	Praa.g_00669
OG0000263	Syac.g_01497	Praa.g_00681
OG0000264	Syac.g_00915	Praa.g_00691
OG0000265	Syac.g_00673	Praa.g_00711
OG0000266	Syac.g_01271	Praa.g_00721
OG0000267	Syac.g_01131	Praa.g_00732
OG0000268	Syac.g_01132	Praa.g_00733
OG0000269	Syac.g_01346	Praa.g_00798
OG0000270	Syac.g_01343	Praa.g_00801
OG0000271	Syac.g_01335	Praa.g_00809
OG0000272	Syac.g_01334	Praa.g_00810, Praa.g_00811
OG0000273	Syac.g_00854	Praa.g_00834
OG0000274	Syac.g_00853	Praa.g_00835
OG0000275	Syac.g_00848	Praa.g_00838
OG0000276	Syac.g_00840	Praa.g_00843
OG0000277	Syac.g_00839	Praa.g_00844
OG0000278	Syac.g_00836	Praa.g_00847
OG0000279	Syac.g_00828	Praa.g_00854
OG0000280	Syac.g_00814	Praa.g_00855
OG0000281	Syac.g_02158	Praa.g_00860
OG0000282	Syac.g_01392	Praa.g_00909
OG0000283	Syac.g_01142	Praa.g_00941
OG0000284	Syac.g_01148	Praa.g_00946
OG0000285	Syac.g_01160	Praa.g_00951
OG0000286	Syac.g_01181	Praa.g_00963
OG0000287	Syac.g_01692, Syac.g_01209	Praa.g_00980
OG0000288	Syac.g_01240	Praa.g_01012
OG0000289	Syac.g_01254	Praa.g_01023
OG0000290	Syac.g_00881	Praa.g_01036
OG0000291	Syac.g_00883	Praa.g_01038
OG0000292	Syac.g_02487	Praa.g_01089
OG0000293	Syac.g_00754	Praa.g_01151
OG0000294	Syac.g_00755	Praa.g_01152
OG0000295	Syac.g_00796	Praa.g_01171
OG0000296	Syac.g_00798	Praa.g_01173
OG0000297	Syac.g_01475	Praa.g_01181
OG0000298	Syac.g_01476	Praa.g_01182
OG0000299	Syac.g_01503	Praa.g_01199
OG0000300	Syac.g_01510	Praa.g_01202
OG0000301	Syac.g_01511	Praa.g_01203
OG0000302	Syac.g_01512	Praa.g_01205
OG0000303	Syac.g_01520	Praa.g_01212
OG0000304	Syac.g_01526	Praa.g_01216
OG0000305	Syac.g_00886	Praa.g_01358
OG0000306	Syac.g_00810	Praa.g_01361
OG0000307	Syac.g_01924	Praa.g_01375
OG0000308	Syac.g_01926	Praa.g_01376
OG0000309	Syac.g_01931	Praa.g_01380
OG0000310	Syac.g_01607	Praa.g_01461
OG0000311	Syac.g_01611	Praa.g_01463
OG0000312	Syac.g_01619	Praa.g_01466
OG0000313	Syac.g_01638	Praa.g_01480
OG0000314	Syac.g_01665	Praa.g_01503
OG0000315	Syac.g_01675	Praa.g_01513
OG0000316	Syac.g_00601	Praa.g_01533
OG0000317	Syac.g_00552	Praa.g_01633
OG0000318	Syac.g_00543	Praa.g_01636
OG0000319	Syac.g_00525	Praa.g_01649
OG0000320	Syac.g_00523	Praa.g_01651
OG0000321	Syac.g_00522	Praa.g_01652
OG0000322	Syac.g_00521	Praa.g_01653
OG0000323	Syac.g_00506	Praa.g_01662
OG0000324	Syac.g_00648	Praa.g_01690
OG0000325	Syac.g_02190	Praa.g_01700
OG0000326	Syac.g_02183	Praa.g_01706
OG0000327	Syac.g_02137	Praa.g_01734
OG0000328	Syac.g_02136	Praa.g_01735
OG0000329	Syac.g_02119	Praa.g_01752
OG0000330	Syac.g_02118	Praa.g_01753
OG0000331	Syac.g_02117	Praa.g_01754
OG0000332	Syac.g_02103	Praa.g_01768
OG0000333	Syac.g_02100	Praa.g_01770
OG0000334	Syac.g_02090	Praa.g_01778
OG0000335	Syac.g_02085	Praa.g_01783
OG0000336	Syac.g_02081	Praa.g_01787
OG0000337	Syac.g_00199	Praa.g_01804
OG0000338	Syac.g_00196	Praa.g_01805
OG0000339	Syac.g_00190	Praa.g_01809
OG0000340	Syac.g_00178	Praa.g_01817
OG0000341	Syac.g_00176	Praa.g_01819
OG0000342	Syac.g_00175	Praa.g_01820
OG0000343	Syac.g_00174	Praa.g_01821
OG0000344	Syac.g_00170	Praa.g_01824
OG0000345	Syac.g_00160	Praa.g_01829
OG0000346	Syac.g_00155	Praa.g_01833
OG0000347	Syac.g_00129	Praa.g_01849
OG0000348	Syac.g_00070, Syac.g_00074	Praa.g_01859
OG0000349	Syac.g_00050	Praa.g_01876
OG0000350	Syac.g_02176	Praa.g_01894
OG0000351	Syac.g_02468	Praa.g_01911
OG0000352	Syac.g_02469	Praa.g_01912
OG0000353	Syac.g_02493	Praa.g_01927
OG0000355	Syac.g_00001	Praa.g_00001
OG0000356	Syac.g_00002	Praa.g_00002
OG0000357	Syac.g_00003	Praa.g_00003
OG0000358	Syac.g_00007	Praa.g_00007
OG0000359	Syac.g_00009	Praa.g_00008
OG0000360	Syac.g_00010	Praa.g_00009
OG0000361	Syac.g_00011	Praa.g_00010
OG0000362	Syac.g_00013	Praa.g_00012
OG0000363	Syac.g_00015	Praa.g_00014
OG0000364	Syac.g_00016	Praa.g_00015
OG0000365	Syac.g_00023	Praa.g_00020
OG0000366	Syac.g_00024	Praa.g_00021
OG0000367	Syac.g_00025	Praa.g_00022
OG0000368	Syac.g_00027	Praa.g_00024
OG0000369	Syac.g_00028	Praa.g_00025
OG0000370	Syac.g_00029	Praa.g_00026
OG0000371	Syac.g_00036	Praa.g_00032
OG0000372	Syac.g_00041	Praa.g_00035
OG0000373	Syac.g_00042	Praa.g_00036
OG0000374	Syac.g_00043	Praa.g_00037
OG0000375	Syac.g_00046	Praa.g_00040
OG0000376	Syac.g_00048	Praa.g_00042
OG0000377	Syac.g_02346	Praa.g_00045
OG0000378	Syac.g_02338	Praa.g_00047
OG0000379	Syac.g_02335	Praa.g_00050
OG0000380	Syac.g_00452	Praa.g_00066
OG0000381	Syac.g_00449	Praa.g_00070
OG0000382	Syac.g_00434	Praa.g_00081
OG0000383	Syac.g_00432	Praa.g_00083
OG0000384	Syac.g_00431	Praa.g_00084
OG0000385	Syac.g_00430	Praa.g_00085
OG0000386	Syac.g_00429	Praa.g_00086
OG0000387	Syac.g_00404	Praa.g_00099
OG0000388	Syac.g_00401	Praa.g_00102
OG0000389	Syac.g_00397	Praa.g_00106
OG0000390	Syac.g_00379	Praa.g_00113
OG0000391	Syac.g_00374	Praa.g_00116
OG0000392	Syac.g_00369	Praa.g_00120
OG0000393	Syac.g_00366	Praa.g_00122
OG0000394	Syac.g_00365	Praa.g_00123
OG0000395	Syac.g_00364	Praa.g_00124
OG0000396	Syac.g_00361	Praa.g_00127
OG0000397	Syac.g_00359	Praa.g_00129
OG0000398	Syac.g_00354	Praa.g_00131
OG0000399	Syac.g_00353	Praa.g_00132
OG0000400	Syac.g_00352	Praa.g_00133
OG0000401	Syac.g_00351	Praa.g_00134
OG0000402	Syac.g_00348	Praa.g_00136
OG0000403	Syac.g_00347	Praa.g_00137
OG0000404	Syac.g_00345	Praa.g_00138
OG0000405	Syac.g_00332	Praa.g_00142
OG0000406	Syac.g_00328	Praa.g_00147
OG0000407	Syac.g_00327	Praa.g_00148
OG0000408	Syac.g_00325	Praa.g_00150
OG0000409	Syac.g_00323	Praa.g_00152
OG0000410	Syac.g_00322	Praa.g_00153
OG0000411	Syac.g_00321	Praa.g_00154
OG0000412	Syac.g_00320	Praa.g_00155
OG0000413	Syac.g_00318	Praa.g_00156
OG0000414	Syac.g_00317	Praa.g_00157
OG0000415	Syac.g_00316	Praa.g_00158
OG0000416	Syac.g_00315	Praa.g_00159
OG0000417	Syac.g_00314	Praa.g_00160
OG0000418	Syac.g_00309	Praa.g_00165
OG0000419	Syac.g_00307	Praa.g_00167
OG0000420	Syac.g_00305	Praa.g_00168
OG0000421	Syac.g_00300	Praa.g_00173
OG0000422	Syac.g_00299	Praa.g_00174
OG0000423	Syac.g_00298	Praa.g_00175
OG0000424	Syac.g_00297	Praa.g_00176
OG0000425	Syac.g_00296	Praa.g_00177
OG0000426	Syac.g_00295	Praa.g_00178
OG0000427	Syac.g_00294	Praa.g_00179
OG0000428	Syac.g_02257	Praa.g_00181
OG0000429	Syac.g_02259	Praa.g_00182
OG0000430	Syac.g_02260	Praa.g_00183
OG0000431	Syac.g_02264	Praa.g_00185
OG0000432	Syac.g_02270	Praa.g_00188
OG0000433	Syac.g_02272	Praa.g_00189
OG0000434	Syac.g_02273	Praa.g_00190
OG0000435	Syac.g_02277	Praa.g_00191
OG0000436	Syac.g_02282	Praa.g_00196
OG0000437	Syac.g_02283	Praa.g_00197
OG0000438	Syac.g_02284	Praa.g_00198
OG0000439	Syac.g_02286	Praa.g_00200
OG0000440	Syac.g_02287	Praa.g_00201
OG0000441	Syac.g_02294	Praa.g_00204
OG0000442	Syac.g_02295	Praa.g_00205
OG0000443	Syac.g_02296	Praa.g_00206
OG0000444	Syac.g_02303	Praa.g_00211
OG0000445	Syac.g_02304	Praa.g_00212
OG0000446	Syac.g_02305	Praa.g_00213
OG0000447	Syac.g_02308	Praa.g_00214
OG0000448	Syac.g_02309	Praa.g_00215
OG0000449	Syac.g_02310	Praa.g_00216
OG0000450	Syac.g_02313	Praa.g_00217
OG0000451	Syac.g_02314	Praa.g_00218
OG0000452	Syac.g_02318	Praa.g_00221
OG0000453	Syac.g_02319	Praa.g_00222
OG0000454	Syac.g_02320	Praa.g_00223
OG0000455	Syac.g_02321	Praa.g_00224
OG0000456	Syac.g_02322	Praa.g_00225
OG0000457	Syac.g_02324	Praa.g_00226
OG0000458	Syac.g_02325	Praa.g_00227
OG0000459	Syac.g_02326	Praa.g_00228
OG0000460	Syac.g_01970	Praa.g_00235
OG0000461	Syac.g_02198	Praa.g_00242
OG0000462	Syac.g_02201	Praa.g_00244
OG0000463	Syac.g_02202	Praa.g_00245
OG0000464	Syac.g_02203	Praa.g_00246
OG0000465	Syac.g_02204	Praa.g_00247
OG0000466	Syac.g_02208	Praa.g_00250
OG0000467	Syac.g_02210	Praa.g_00251
OG0000468	Syac.g_02216	Praa.g_00253
OG0000469	Syac.g_02230	Praa.g_00262
OG0000470	Syac.g_02232	Praa.g_00264
OG0000471	Syac.g_02233	Praa.g_00265
OG0000472	Syac.g_02235	Praa.g_00266
OG0000473	Syac.g_02237	Praa.g_00268
OG0000474	Syac.g_02238	Praa.g_00269
OG0000475	Syac.g_02239	Praa.g_00270
OG0000476	Syac.g_02241	Praa.g_00271
OG0000477	Syac.g_02247	Praa.g_00275
OG0000478	Syac.g_02248	Praa.g_00276
OG0000479	Syac.g_02249	Praa.g_00277
OG0000480	Syac.g_00293	Praa.g_00282
OG0000481	Syac.g_00291	Praa.g_00284
OG0000482	Syac.g_00290	Praa.g_00285
OG0000483	Syac.g_00286	Praa.g_00288
OG0000484	Syac.g_00285	Praa.g_00289
OG0000485	Syac.g_00284	Praa.g_00290
OG0000486	Syac.g_00283	Praa.g_00291
OG0000487	Syac.g_00276	Praa.g_00295
OG0000488	Syac.g_00272	Praa.g_00298
OG0000489	Syac.g_00260	Praa.g_00303
OG0000490	Syac.g_00249	Praa.g_00308
OG0000491	Syac.g_00248	Praa.g_00309
OG0000492	Syac.g_00246	Praa.g_00311
OG0000493	Syac.g_00245	Praa.g_00312
OG0000494	Syac.g_00244	Praa.g_00313
OG0000495	Syac.g_00243	Praa.g_00314
OG0000496	Syac.g_00242	Praa.g_00315
OG0000497	Syac.g_00241	Praa.g_00316
OG0000498	Syac.g_00240	Praa.g_00317
OG0000499	Syac.g_00239	Praa.g_00318
OG0000500	Syac.g_00238	Praa.g_00319
OG0000501	Syac.g_00235	Praa.g_00321
OG0000502	Syac.g_00223	Praa.g_00324
OG0000503	Syac.g_02020	Praa.g_00334
OG0000504	Syac.g_02018	Praa.g_00335
OG0000505	Syac.g_02017	Praa.g_00336
OG0000506	Syac.g_02015	Praa.g_00338
OG0000507	Syac.g_02009	Praa.g_00340
OG0000508	Syac.g_02005	Praa.g_00344
OG0000509	Syac.g_02003	Praa.g_00346
OG0000510	Syac.g_02002	Praa.g_00347
OG0000511	Syac.g_02001	Praa.g_00348
OG0000512	Syac.g_01999	Praa.g_00350
OG0000513	Syac.g_01984	Praa.g_00357
OG0000514	Syac.g_01977	Praa.g_00431
OG0000515	Syac.g_01976	Praa.g_00432
OG0000516	Syac.g_00697	Praa.g_00433
OG0000517	Syac.g_00691	Praa.g_00435
OG0000518	Syac.g_00707	Praa.g_00445
OG0000519	Syac.g_00708	Praa.g_00446
OG0000520	Syac.g_00709	Praa.g_00447
OG0000521	Syac.g_01721	Praa.g_00452
OG0000522	Syac.g_01719	Praa.g_00454
OG0000523	Syac.g_01718	Praa.g_00455
OG0000524	Syac.g_01716	Praa.g_00461
OG0000525	Syac.g_01709	Praa.g_00464
OG0000526	Syac.g_01706	Praa.g_00465
OG0000527	Syac.g_01702	Praa.g_00473
OG0000528	Syac.g_01911	Praa.g_00478
OG0000529	Syac.g_01903	Praa.g_00481
OG0000530	Syac.g_01900	Praa.g_00484
OG0000531	Syac.g_01899	Praa.g_00485
OG0000532	Syac.g_01896	Praa.g_00487
OG0000533	Syac.g_01895	Praa.g_00488
OG0000534	Syac.g_01894	Praa.g_00489
OG0000535	Syac.g_01893	Praa.g_00490
OG0000536	Syac.g_01892	Praa.g_00491
OG0000537	Syac.g_01891	Praa.g_00492
OG0000538	Syac.g_01880	Praa.g_00500
OG0000539	Syac.g_01879	Praa.g_00501
OG0000540	Syac.g_01878	Praa.g_00502
OG0000541	Syac.g_01877	Praa.g_00503
OG0000542	Syac.g_01874	Praa.g_00505
OG0000543	Syac.g_01872	Praa.g_00507
OG0000544	Syac.g_01871	Praa.g_00508
OG0000545	Syac.g_01869	Praa.g_00510
OG0000546	Syac.g_01867	Praa.g_00513
OG0000547	Syac.g_01865	Praa.g_00515
OG0000548	Syac.g_01864	Praa.g_00516
OG0000549	Syac.g_01858	Praa.g_00518
OG0000550	Syac.g_01854	Praa.g_00523
OG0000551	Syac.g_01849	Praa.g_00527
OG0000552	Syac.g_01848	Praa.g_00528
OG0000553	Syac.g_01846	Praa.g_00529
OG0000554	Syac.g_01835	Praa.g_00534
OG0000555	Syac.g_01822	Praa.g_00543
OG0000556	Syac.g_01817	Praa.g_00545
OG0000557	Syac.g_01815	Praa.g_00546
OG0000558	Syac.g_01813	Praa.g_00548
OG0000559	Syac.g_01808	Praa.g_00552
OG0000560	Syac.g_01805	Praa.g_00555
OG0000561	Syac.g_01804	Praa.g_00556
OG0000562	Syac.g_01803	Praa.g_00557
OG0000563	Syac.g_01802	Praa.g_00558
OG0000564	Syac.g_01801	Praa.g_00559
OG0000565	Syac.g_01797	Praa.g_00562
OG0000566	Syac.g_01793	Praa.g_00564
OG0000567	Syac.g_01789	Praa.g_00568
OG0000568	Syac.g_01786	Praa.g_00569
OG0000569	Syac.g_01785	Praa.g_00570
OG0000570	Syac.g_01784	Praa.g_00571
OG0000571	Syac.g_01780	Praa.g_00573
OG0000572	Syac.g_01765	Praa.g_00586
OG0000573	Syac.g_01755	Praa.g_00592
OG0000574	Syac.g_01754	Praa.g_00593
OG0000575	Syac.g_01750	Praa.g_00597
OG0000576	Syac.g_01748	Praa.g_00599
OG0000577	Syac.g_01747	Praa.g_00600
OG0000578	Syac.g_01746	Praa.g_00601
OG0000579	Syac.g_01745	Praa.g_00602
OG0000580	Syac.g_01744	Praa.g_00603
OG0000581	Syac.g_01738	Praa.g_00605
OG0000582	Syac.g_00936	Praa.g_00608
OG0000583	Syac.g_00937	Praa.g_00609
OG0000584	Syac.g_00938	Praa.g_00610
