Orthogroup	Syac	Prao
OG0000081	Syac.g_01954, Syac.g_00461	Prao.g_01860
OG0000082	Syac.g_01766	Prao.g_00024
OG0000084	Syac.g_00822, Syac.g_01627	Prao.g_01393
OG0000085	Syac.g_00560	Prao.g_01545
OG0000086	Syac.g_00423	Prao.g_00227
OG0000087	Syac.g_00343	Prao.g_00277
OG0000088	Syac.g_00308	Prao.g_00304
OG0000089	Syac.g_01988, Syac.g_01543	Prao.g_00490
OG0000090	Syac.g_01836	Prao.g_01858
OG0000091	Syac.g_00987	Prao.g_00081
OG0000093	Syac.g_01357	Prao.g_00870
OG0000094	Syac.g_01251	Prao.g_00955
OG0000095	Syac.g_00884	Prao.g_00974
OG0000097	Syac.g_01507	Prao.g_01048
OG0000098	Syac.g_02157	Prao.g_01257
OG0000099	Syac.g_00234	Prao.g_01214
OG0000100	Syac.g_01309	Prao.g_01470
OG0000101	Syac.g_02094	Prao.g_01687
OG0000102	Syac.g_00151	Prao.g_01748
OG0000103	Syac.g_02476	Prao.g_01828
OG0000104	Syac.g_02490	Prao.g_01837
OG0000105	Syac.g_02245	Prao.g_01378
OG0000106	Syac.g_01098	Prao.g_00505
OG0000107	Syac.g_02191	Prao.g_00518
OG0000108	Syac.g_01904	Prao.g_00586
OG0000109	Syac.g_01889	Prao.g_00600
OG0000110	Syac.g_01778	Prao.g_01867
OG0000111	Syac.g_00893	Prao.g_00137
OG0000112	Syac.g_01173	Prao.g_00704
OG0000113	Syac.g_01314	Prao.g_00763
OG0000114	Syac.g_01394	Prao.g_00845
OG0000115	Syac.g_01655	Prao.g_01150
OG0000116	Syac.g_00753	Prao.g_01099
OG0000117	Syac.g_01477	Prao.g_01332
OG0000118	Syac.g_01728	Prao.g_01264
OG0000120	Syac.g_00233	Prao.g_01215
OG0000121	Syac.g_01635	Prao.g_01399
OG0000122	Syac.g_01013	Prao.g_01436
OG0000123	Syac.g_02086	Prao.g_01694
OG0000124	Syac.g_00135	Prao.g_01759
OG0000125	Syac.g_02360	Prao.g_01796
OG0000126	Syac.g_02488	Prao.g_01836
OG0000128	Syac.g_00012	Prao.g_00158
OG0000129	Syac.g_02349	Prao.g_00190
OG0000130	Syac.g_00450	Prao.g_00208
OG0000131	Syac.g_00330	Prao.g_00283
OG0000132	Syac.g_00310	Prao.g_00302
OG0000133	Syac.g_01178	Prao.g_00458
OG0000134	Syac.g_01985	Prao.g_00491
OG0000135	Syac.g_02398	Prao.g_00516
OG0000136	Syac.g_00701	Prao.g_00545
OG0000137	Syac.g_01700	Prao.g_00581
OG0000138	Syac.g_01888	Prao.g_00601
OG0000139	Syac.g_01830	Prao.g_01854
OG0000140	Syac.g_01829	Prao.g_01853
OG0000141	Syac.g_00934	Prao.g_00045
OG0000142	Syac.g_00979	Prao.g_00074
OG0000143	Syac.g_00983	Prao.g_00078
OG0000144	Syac.g_01090	Prao.g_00091
OG0000145	Syac.g_01882	Prao.g_00701
OG0000146	Syac.g_01172	Prao.g_00705
OG0000147	Syac.g_01171	Prao.g_00706
OG0000148	Syac.g_01320	Prao.g_00757
OG0000149	Syac.g_00832	Prao.g_00788
OG0000150	Syac.g_00935	Prao.g_00796
OG0000151	Syac.g_01383	Prao.g_00855
OG0000152	Syac.g_01182	Prao.g_00902
OG0000153	Syac.g_01217	Prao.g_00921
OG0000154	Syac.g_01241	Prao.g_00948
OG0000155	Syac.g_00804	Prao.g_01069
OG0000156	Syac.g_00743	Prao.g_01287
OG0000157	Syac.g_00742	Prao.g_01286
OG0000158	Syac.g_00182	Prao.g_01220
OG0000160	Syac.g_01633	Prao.g_01398
OG0000161	Syac.g_01641	Prao.g_01404
OG0000162	Syac.g_01648	Prao.g_01410
OG0000163	Syac.g_00619	Prao.g_01443
OG0000164	Syac.g_00508	Prao.g_01576
OG0000165	Syac.g_00674	Prao.g_01583
OG0000166	Syac.g_02132	Prao.g_01651
OG0000167	Syac.g_00194	Prao.g_01717
OG0000168	Syac.g_00179	Prao.g_01727
OG0000169	Syac.g_00168	Prao.g_01737
OG0000170	Syac.g_00161	Prao.g_01739
OG0000171	Syac.g_00136	Prao.g_01758
OG0000172	Syac.g_00084	Prao.g_01767
OG0000173	Syac.g_00057	Prao.g_01782
OG0000174	Syac.g_02401	Prao.g_01810
OG0000175	Syac.g_02465	Prao.g_01820
OG0000176	Syac.g_00004	Prao.g_01845
OG0000177	Syac.g_00005	Prao.g_01846
OG0000178	Syac.g_00006	Prao.g_01847
OG0000179	Syac.g_00019	Prao.g_00163
OG0000180	Syac.g_00020	Prao.g_00164
OG0000181	Syac.g_00021	Prao.g_00165
OG0000182	Syac.g_00022	Prao.g_00166
OG0000183	Syac.g_00026	Prao.g_00170
OG0000184	Syac.g_02339	Prao.g_00192
OG0000185	Syac.g_02336	Prao.g_00195
OG0000186	Syac.g_00454	Prao.g_00203
OG0000187	Syac.g_00453	Prao.g_00204
OG0000188	Syac.g_00433	Prao.g_00221
OG0000189	Syac.g_00408	Prao.g_00235
OG0000190	Syac.g_00406	Prao.g_00236
OG0000191	Syac.g_00373	Prao.g_00256
OG0000192	Syac.g_00368	Prao.g_00260
OG0000193	Syac.g_00329	Prao.g_00284
OG0000194	Syac.g_00326	Prao.g_00287
OG0000195	Syac.g_00324	Prao.g_00289
OG0000196	Syac.g_00313	Prao.g_00299
OG0000197	Syac.g_00312	Prao.g_00300
OG0000198	Syac.g_00311	Prao.g_00301
OG0000199	Syac.g_00303	Prao.g_00308
OG0000200	Syac.g_02261	Prao.g_00322
OG0000201	Syac.g_02278	Prao.g_00330
OG0000202	Syac.g_02279	Prao.g_00331
OG0000203	Syac.g_02280	Prao.g_00332
OG0000204	Syac.g_02281	Prao.g_00333
OG0000205	Syac.g_02288	Prao.g_00340
OG0000206	Syac.g_02297	Prao.g_00345
OG0000207	Syac.g_02300	Prao.g_00347
OG0000208	Syac.g_02301	Prao.g_00348
OG0000209	Syac.g_02316	Prao.g_00357
OG0000210	Syac.g_02317	Prao.g_00358
OG0000211	Syac.g_01972	Prao.g_00371
OG0000212	Syac.g_01963	Prao.g_00378
OG0000213	Syac.g_02219	Prao.g_00395
OG0000214	Syac.g_02236	Prao.g_00405
OG0000215	Syac.g_00281	Prao.g_00429
OG0000216	Syac.g_00277	Prao.g_00431
OG0000217	Syac.g_00273	Prao.g_00434
OG0000218	Syac.g_00271	Prao.g_00436
OG0000219	Syac.g_00270	Prao.g_00437
OG0000220	Syac.g_00269	Prao.g_00438
OG0000221	Syac.g_00261	Prao.g_00439
OG0000222	Syac.g_00247	Prao.g_00446
OG0000223	Syac.g_00225	Prao.g_00459
OG0000224	Syac.g_00217	Prao.g_00461
OG0000225	Syac.g_02004	Prao.g_00480
OG0000226	Syac.g_02000	Prao.g_00484
OG0000227	Syac.g_01998	Prao.g_00486
OG0000228	Syac.g_01989	Prao.g_00489
OG0000229	Syac.g_00692	Prao.g_00540
OG0000230	Syac.g_00694	Prao.g_00542
OG0000231	Syac.g_00710	Prao.g_00553
OG0000232	Syac.g_01717	Prao.g_00564
OG0000233	Syac.g_01713	Prao.g_00569
OG0000234	Syac.g_01699	Prao.g_00582
OG0000235	Syac.g_01905	Prao.g_00585
OG0000236	Syac.g_01890	Prao.g_00599
OG0000237	Syac.g_01873	Prao.g_00612
OG0000238	Syac.g_01868	Prao.g_00618
OG0000239	Syac.g_01852	Prao.g_00631
OG0000240	Syac.g_01851	Prao.g_00632
OG0000241	Syac.g_00970	Prao.g_01861
OG0000242	Syac.g_01839	Prao.g_01859
OG0000243	Syac.g_01821	Prao.g_01162
OG0000244	Syac.g_01814	Prao.g_01165
OG0000245	Syac.g_01811	Prao.g_01167
OG0000246	Syac.g_01807	Prao.g_01171
OG0000247	Syac.g_01795	Prao.g_01181
OG0000248	Syac.g_01792	Prao.g_01183
OG0000249	Syac.g_01790	Prao.g_01185
OG0000250	Syac.g_01782	Prao.g_01864
OG0000251	Syac.g_01757	Prao.g_00029
OG0000252	Syac.g_01753	Prao.g_00032
OG0000253	Syac.g_01752	Prao.g_00033
OG0000254	Syac.g_00939	Prao.g_00049
OG0000255	Syac.g_00947	Prao.g_00055
OG0000256	Syac.g_00963	Prao.g_00066
OG0000257	Syac.g_00969	Prao.g_00069
OG0000258	Syac.g_00988	Prao.g_00082
OG0000259	Syac.g_01425	Prao.g_00099
OG0000260	Syac.g_01422	Prao.g_00102
OG0000261	Syac.g_01418	Prao.g_00104
OG0000262	Syac.g_01413	Prao.g_00108
OG0000263	Syac.g_01497	Prao.g_00119
OG0000264	Syac.g_00915	Prao.g_00129
OG0000265	Syac.g_00673	Prao.g_00648
OG0000266	Syac.g_01271	Prao.g_00658
OG0000267	Syac.g_01131	Prao.g_00669
OG0000268	Syac.g_01132	Prao.g_00670
OG0000269	Syac.g_01346	Prao.g_00736
OG0000270	Syac.g_01343	Prao.g_00739
OG0000271	Syac.g_01335	Prao.g_00747
OG0000272	Syac.g_01334	Prao.g_00748
OG0000273	Syac.g_00854	Prao.g_00771
OG0000274	Syac.g_00853	Prao.g_00772
OG0000275	Syac.g_00848	Prao.g_00775
OG0000276	Syac.g_00840	Prao.g_00780
OG0000277	Syac.g_00839	Prao.g_00781
OG0000278	Syac.g_00836	Prao.g_00784
OG0000279	Syac.g_00828	Prao.g_00791
OG0000280	Syac.g_00814	Prao.g_00792
OG0000281	Syac.g_02158	Prao.g_00797
OG0000282	Syac.g_01392	Prao.g_00847
OG0000283	Syac.g_01142	Prao.g_00879
OG0000284	Syac.g_01148	Prao.g_00884
OG0000285	Syac.g_01160	Prao.g_00889
OG0000286	Syac.g_01181	Prao.g_00901
OG0000287	Syac.g_01692, Syac.g_01209	Prao.g_00918
OG0000288	Syac.g_01240	Prao.g_00947
OG0000289	Syac.g_01254	Prao.g_00958
OG0000290	Syac.g_00881	Prao.g_00971
OG0000291	Syac.g_00883	Prao.g_00973
OG0000292	Syac.g_02487	Prao.g_01025
OG0000293	Syac.g_00754	Prao.g_01098
OG0000294	Syac.g_00755	Prao.g_01097
OG0000295	Syac.g_00796	Prao.g_01077
OG0000296	Syac.g_00798	Prao.g_01075
OG0000297	Syac.g_01475	Prao.g_01067
OG0000298	Syac.g_01476	Prao.g_01066
OG0000299	Syac.g_01503	Prao.g_01049
OG0000300	Syac.g_01510	Prao.g_01046
OG0000301	Syac.g_01511	Prao.g_01045
OG0000302	Syac.g_01512	Prao.g_01043
OG0000303	Syac.g_01520	Prao.g_01036
OG0000304	Syac.g_01526	Prao.g_01032
OG0000305	Syac.g_00886	Prao.g_01247
OG0000306	Syac.g_00810	Prao.g_01244
OG0000307	Syac.g_01924	Prao.g_01230
OG0000308	Syac.g_01926	Prao.g_01229
OG0000309	Syac.g_01931	Prao.g_01225
OG0000310	Syac.g_01607	Prao.g_01382
OG0000311	Syac.g_01611	Prao.g_01384
OG0000312	Syac.g_01619	Prao.g_01387
OG0000313	Syac.g_01638	Prao.g_01401
OG0000314	Syac.g_01665	Prao.g_01423
OG0000315	Syac.g_01675	Prao.g_01433
OG0000316	Syac.g_00601	Prao.g_01453
OG0000317	Syac.g_00552	Prao.g_01550
OG0000318	Syac.g_00543	Prao.g_01553
OG0000319	Syac.g_00525	Prao.g_01566
OG0000320	Syac.g_00523	Prao.g_01568
OG0000321	Syac.g_00522	Prao.g_01569
OG0000322	Syac.g_00521	Prao.g_01570
OG0000323	Syac.g_00506	Prao.g_01579
OG0000324	Syac.g_00648	Prao.g_01605
OG0000325	Syac.g_02190	Prao.g_01616
OG0000326	Syac.g_02183	Prao.g_01622
OG0000327	Syac.g_02137	Prao.g_01646
OG0000328	Syac.g_02136	Prao.g_01647
OG0000329	Syac.g_02119	Prao.g_01664
OG0000330	Syac.g_02118	Prao.g_01665
OG0000331	Syac.g_02117	Prao.g_01666
OG0000332	Syac.g_02103	Prao.g_01680
OG0000333	Syac.g_02100	Prao.g_01682
OG0000334	Syac.g_02090	Prao.g_01690
OG0000335	Syac.g_02085	Prao.g_01695
OG0000336	Syac.g_02081	Prao.g_01699
OG0000337	Syac.g_00199	Prao.g_01715
OG0000338	Syac.g_00196	Prao.g_01716
OG0000339	Syac.g_00190	Prao.g_01720
OG0000340	Syac.g_00178	Prao.g_01728
OG0000341	Syac.g_00176	Prao.g_01730
OG0000342	Syac.g_00175	Prao.g_01731
OG0000343	Syac.g_00174	Prao.g_01732
OG0000344	Syac.g_00170	Prao.g_01735
OG0000345	Syac.g_00160	Prao.g_01740
OG0000346	Syac.g_00155	Prao.g_01744
OG0000347	Syac.g_00129	Prao.g_01760
OG0000348	Syac.g_00070, Syac.g_00074	Prao.g_01770
OG0000349	Syac.g_00050	Prao.g_01787
OG0000350	Syac.g_02176	Prao.g_01806
OG0000351	Syac.g_02468	Prao.g_01823
OG0000352	Syac.g_02469	Prao.g_01824
OG0000353	Syac.g_02493	Prao.g_01840
OG0000354	Syac.g_01862	Prao.g_00637
OG0000355	Syac.g_00001	Prao.g_01842
OG0000356	Syac.g_00002	Prao.g_01843
OG0000357	Syac.g_00003	Prao.g_01844
OG0000358	Syac.g_00007	Prao.g_01848
OG0000359	Syac.g_00009	Prao.g_01849
OG0000360	Syac.g_00010	Prao.g_01850
OG0000361	Syac.g_00011	Prao.g_00157
OG0000362	Syac.g_00013	Prao.g_00159
OG0000363	Syac.g_00015	Prao.g_00161
OG0000364	Syac.g_00016	Prao.g_00162
OG0000365	Syac.g_00023	Prao.g_00167
OG0000366	Syac.g_00024	Prao.g_00168
OG0000367	Syac.g_00025	Prao.g_00169
OG0000368	Syac.g_00027	Prao.g_00171
OG0000369	Syac.g_00028	Prao.g_00172
OG0000370	Syac.g_00029	Prao.g_00173
OG0000371	Syac.g_00036	Prao.g_00178
OG0000372	Syac.g_00041	Prao.g_00181
OG0000373	Syac.g_00042	Prao.g_00182
OG0000374	Syac.g_00043	Prao.g_00183
OG0000375	Syac.g_00046	Prao.g_00186
OG0000376	Syac.g_00048	Prao.g_00188
OG0000377	Syac.g_02346	Prao.g_00191
OG0000378	Syac.g_02338	Prao.g_00193
OG0000379	Syac.g_02335	Prao.g_00196
OG0000380	Syac.g_00452	Prao.g_00205
OG0000381	Syac.g_00449	Prao.g_00209
OG0000382	Syac.g_00434	Prao.g_00220
OG0000383	Syac.g_00432	Prao.g_00222
OG0000384	Syac.g_00431	Prao.g_00223
OG0000385	Syac.g_00430	Prao.g_00224
OG0000386	Syac.g_00429	Prao.g_00225
OG0000387	Syac.g_00404	Prao.g_00238
OG0000388	Syac.g_00401	Prao.g_00241
OG0000389	Syac.g_00397	Prao.g_00244
OG0000390	Syac.g_00379	Prao.g_00251
OG0000391	Syac.g_00374	Prao.g_00255
OG0000392	Syac.g_00369	Prao.g_00259
OG0000393	Syac.g_00366	Prao.g_00261
OG0000394	Syac.g_00365	Prao.g_00262
OG0000395	Syac.g_00364	Prao.g_00263
OG0000396	Syac.g_00361	Prao.g_00266
OG0000397	Syac.g_00359	Prao.g_00268
OG0000398	Syac.g_00354	Prao.g_00270
OG0000399	Syac.g_00353	Prao.g_00271
OG0000400	Syac.g_00352	Prao.g_00272
OG0000401	Syac.g_00351	Prao.g_00273
OG0000402	Syac.g_00348	Prao.g_00274
OG0000403	Syac.g_00347	Prao.g_00275
OG0000404	Syac.g_00345	Prao.g_00276
OG0000405	Syac.g_00332	Prao.g_00280
OG0000406	Syac.g_00328	Prao.g_00285
OG0000407	Syac.g_00327	Prao.g_00286
OG0000408	Syac.g_00325	Prao.g_00288
OG0000409	Syac.g_00323	Prao.g_00290
OG0000410	Syac.g_00322	Prao.g_00291
OG0000411	Syac.g_00321	Prao.g_00292
OG0000412	Syac.g_00320	Prao.g_00293
OG0000413	Syac.g_00318	Prao.g_00294
OG0000414	Syac.g_00317	Prao.g_00295
OG0000415	Syac.g_00316	Prao.g_00296
OG0000416	Syac.g_00315	Prao.g_00297
OG0000417	Syac.g_00314	Prao.g_00298
OG0000418	Syac.g_00309	Prao.g_00303
OG0000419	Syac.g_00307	Prao.g_00305
OG0000420	Syac.g_00305	Prao.g_00306
OG0000421	Syac.g_00300	Prao.g_00311
OG0000422	Syac.g_00299	Prao.g_00312
OG0000423	Syac.g_00298	Prao.g_00313
OG0000424	Syac.g_00297	Prao.g_00314
OG0000425	Syac.g_00296	Prao.g_00315
OG0000426	Syac.g_00295	Prao.g_00316
OG0000427	Syac.g_00294	Prao.g_00317
OG0000428	Syac.g_02257	Prao.g_00319
OG0000429	Syac.g_02259	Prao.g_00320
OG0000430	Syac.g_02260	Prao.g_00321
OG0000431	Syac.g_02264	Prao.g_00323
OG0000432	Syac.g_02270	Prao.g_00326
OG0000433	Syac.g_02272	Prao.g_00327
OG0000434	Syac.g_02273	Prao.g_00328
OG0000435	Syac.g_02277	Prao.g_00329
OG0000436	Syac.g_02282	Prao.g_00334
OG0000437	Syac.g_02283	Prao.g_00335
OG0000438	Syac.g_02284	Prao.g_00336
OG0000439	Syac.g_02286	Prao.g_00338
OG0000440	Syac.g_02287	Prao.g_00339
OG0000441	Syac.g_02294	Prao.g_00342
OG0000442	Syac.g_02295	Prao.g_00343
OG0000443	Syac.g_02296	Prao.g_00344
OG0000444	Syac.g_02303	Prao.g_00349
OG0000445	Syac.g_02304	Prao.g_00350
OG0000446	Syac.g_02305	Prao.g_00351
OG0000447	Syac.g_02308	Prao.g_00352
OG0000448	Syac.g_02309	Prao.g_00353
OG0000449	Syac.g_02310	Prao.g_00354
OG0000450	Syac.g_02313	Prao.g_00355
OG0000451	Syac.g_02314	Prao.g_00356
OG0000452	Syac.g_02318	Prao.g_00359
OG0000453	Syac.g_02319	Prao.g_00360
OG0000454	Syac.g_02320	Prao.g_00361
OG0000455	Syac.g_02321	Prao.g_00362
OG0000456	Syac.g_02322	Prao.g_00363
OG0000457	Syac.g_02324	Prao.g_00364
OG0000458	Syac.g_02325	Prao.g_00365
OG0000459	Syac.g_02326	Prao.g_00366
OG0000460	Syac.g_01970	Prao.g_00373
OG0000461	Syac.g_02198	Prao.g_00380
OG0000462	Syac.g_02201	Prao.g_00382
OG0000463	Syac.g_02202	Prao.g_00383
OG0000464	Syac.g_02203	Prao.g_00384
OG0000465	Syac.g_02204	Prao.g_00385
OG0000466	Syac.g_02208	Prao.g_00388
OG0000467	Syac.g_02210	Prao.g_00389
OG0000468	Syac.g_02216	Prao.g_00391
OG0000469	Syac.g_02230	Prao.g_00400
OG0000470	Syac.g_02232	Prao.g_00402
OG0000471	Syac.g_02233	Prao.g_00403
OG0000472	Syac.g_02235	Prao.g_00404
OG0000473	Syac.g_02237	Prao.g_00406
OG0000474	Syac.g_02238	Prao.g_00407
OG0000475	Syac.g_02239	Prao.g_00408
OG0000476	Syac.g_02241	Prao.g_00409
OG0000477	Syac.g_02247	Prao.g_00412
OG0000478	Syac.g_02248	Prao.g_00413
OG0000479	Syac.g_02249	Prao.g_00414
OG0000480	Syac.g_00293	Prao.g_00419
OG0000481	Syac.g_00291	Prao.g_00421
OG0000482	Syac.g_00290	Prao.g_00422
OG0000483	Syac.g_00286	Prao.g_00425
OG0000484	Syac.g_00285	Prao.g_00426
OG0000485	Syac.g_00284	Prao.g_00427
OG0000486	Syac.g_00283	Prao.g_00428
OG0000487	Syac.g_00276	Prao.g_00432
OG0000488	Syac.g_00272	Prao.g_00435
OG0000489	Syac.g_00260	Prao.g_00440
OG0000490	Syac.g_00249	Prao.g_00444
OG0000491	Syac.g_00248	Prao.g_00445
OG0000492	Syac.g_00246	Prao.g_00447
OG0000493	Syac.g_00245	Prao.g_00448
OG0000494	Syac.g_00244	Prao.g_00449
OG0000495	Syac.g_00243	Prao.g_00450
OG0000496	Syac.g_00242	Prao.g_00451
OG0000497	Syac.g_00241	Prao.g_00452
OG0000498	Syac.g_00240	Prao.g_00453
OG0000499	Syac.g_00239	Prao.g_00454
OG0000500	Syac.g_00238	Prao.g_00455
OG0000501	Syac.g_00235	Prao.g_00457
OG0000502	Syac.g_00223	Prao.g_00460
OG0000503	Syac.g_02020	Prao.g_00470
OG0000504	Syac.g_02018	Prao.g_00471
OG0000505	Syac.g_02017	Prao.g_00472
OG0000506	Syac.g_02015	Prao.g_00474
OG0000507	Syac.g_02009	Prao.g_00476
OG0000508	Syac.g_02005	Prao.g_00479
OG0000509	Syac.g_02003	Prao.g_00481
OG0000510	Syac.g_02002	Prao.g_00482
OG0000511	Syac.g_02001	Prao.g_00483
OG0000512	Syac.g_01999	Prao.g_00485
OG0000513	Syac.g_01984	Prao.g_00492
OG0000514	Syac.g_01977	Prao.g_00535
OG0000515	Syac.g_01976	Prao.g_00536
OG0000516	Syac.g_00697	Prao.g_00537
OG0000517	Syac.g_00691	Prao.g_00539
OG0000518	Syac.g_00707	Prao.g_00550
OG0000519	Syac.g_00708	Prao.g_00551
OG0000520	Syac.g_00709	Prao.g_00552
OG0000521	Syac.g_01721	Prao.g_00557
OG0000522	Syac.g_01719	Prao.g_00559
OG0000523	Syac.g_01718	Prao.g_00560
OG0000524	Syac.g_01716	Prao.g_00567
OG0000525	Syac.g_01709	Prao.g_00570
OG0000526	Syac.g_01706	Prao.g_00571
OG0000527	Syac.g_01702	Prao.g_00579
OG0000528	Syac.g_01911	Prao.g_00584
OG0000529	Syac.g_01903	Prao.g_00587
OG0000530	Syac.g_01900	Prao.g_00590
OG0000531	Syac.g_01899	Prao.g_00591
OG0000532	Syac.g_01896	Prao.g_00593
OG0000533	Syac.g_01895	Prao.g_00594
OG0000534	Syac.g_01894	Prao.g_00595
OG0000535	Syac.g_01893	Prao.g_00596
OG0000536	Syac.g_01892	Prao.g_00597
OG0000537	Syac.g_01891	Prao.g_00598
OG0000538	Syac.g_01880	Prao.g_00606
OG0000539	Syac.g_01879	Prao.g_00607
OG0000540	Syac.g_01878	Prao.g_00608
OG0000541	Syac.g_01877	Prao.g_00609
OG0000542	Syac.g_01874	Prao.g_00611
OG0000543	Syac.g_01872	Prao.g_00613
OG0000544	Syac.g_01871	Prao.g_00614
OG0000545	Syac.g_01869	Prao.g_00616
OG0000546	Syac.g_01867	Prao.g_00619
OG0000547	Syac.g_01865	Prao.g_00621
OG0000548	Syac.g_01864	Prao.g_00622
OG0000549	Syac.g_01858	Prao.g_00624
OG0000550	Syac.g_01854	Prao.g_00629
OG0000551	Syac.g_01849	Prao.g_00633
OG0000552	Syac.g_01848	Prao.g_00634
OG0000553	Syac.g_01846	Prao.g_00635
OG0000554	Syac.g_01835	Prao.g_01857
OG0000555	Syac.g_01822	Prao.g_01161
OG0000556	Syac.g_01817	Prao.g_01163
OG0000557	Syac.g_01815	Prao.g_01164
OG0000558	Syac.g_01813	Prao.g_01166
OG0000559	Syac.g_01808	Prao.g_01170
OG0000560	Syac.g_01805	Prao.g_01173
OG0000561	Syac.g_01804	Prao.g_01174
OG0000562	Syac.g_01803	Prao.g_01175
OG0000563	Syac.g_01802	Prao.g_01176
OG0000564	Syac.g_01801	Prao.g_01177
OG0000565	Syac.g_01797	Prao.g_01180
OG0000566	Syac.g_01793	Prao.g_01182
OG0000567	Syac.g_01789	Prao.g_01186
OG0000568	Syac.g_01786	Prao.g_01187
OG0000569	Syac.g_01785	Prao.g_01862
OG0000570	Syac.g_01784	Prao.g_01863
OG0000571	Syac.g_01780	Prao.g_01865
OG0000572	Syac.g_01765	Prao.g_00025
OG0000573	Syac.g_01755	Prao.g_00030
OG0000574	Syac.g_01754	Prao.g_00031
OG0000575	Syac.g_01750	Prao.g_00035
OG0000576	Syac.g_01748	Prao.g_00037
OG0000577	Syac.g_01747	Prao.g_00038
OG0000578	Syac.g_01746	Prao.g_00039
OG0000579	Syac.g_01745	Prao.g_00040
OG0000580	Syac.g_01744	Prao.g_00041
OG0000581	Syac.g_01738	Prao.g_00043
OG0000582	Syac.g_00936	Prao.g_00046
OG0000583	Syac.g_00937	Prao.g_00047
OG0000584	Syac.g_00938	Prao.g_00048
OG0000585	Syac.g_00940	Prao.g_00050
OG0000586	Syac.g_00941	Prao.g_00051
OG0000587	Syac.g_00943	Prao.g_00052
OG0000588	Syac.g_00949	Prao.g_00056
OG0000589	Syac.g_00953	Prao.g_00060
OG0000590	Syac.g_00954	Prao.g_00061
OG0000591	Syac.g_00961	Prao.g_00064
