Orthogroup	Syac	Prac
OG0000070	Syac.g_00711	Prac.g_01097
OG0000071	Syac.g_01049, Syac.g_00729	Prac.g_00175
OG0000072	Syac.g_00302	Prac.g_01759
OG0000073	Syac.g_01883	Prac.g_00872
OG0000075	Syac.g_00191	Prac.g_00017
OG0000076	Syac.g_00156	Prac.g_01904, Prac.g_00041
OG0000077	Syac.g_00439	Prac.g_01853
OG0000078	Syac.g_01964	Prac.g_01691
OG0000081	Syac.g_01954, Syac.g_00461	Prac.g_00841
OG0000082	Syac.g_01766	Prac.g_00788
OG0000084	Syac.g_00822, Syac.g_01627	Prac.g_00415
OG0000085	Syac.g_00560	Prac.g_00632
OG0000086	Syac.g_00423	Prac.g_01843
OG0000087	Syac.g_00343	Prac.g_01792
OG0000088	Syac.g_00308	Prac.g_01764
OG0000089	Syac.g_01988, Syac.g_01543	Prac.g_01178
OG0000090	Syac.g_01836	Prac.g_00839
OG0000091	Syac.g_00987	Prac.g_00729
OG0000093	Syac.g_01357	Prac.g_01359
OG0000094	Syac.g_01251	Prac.g_01275
OG0000095	Syac.g_00884	Prac.g_01256
OG0000097	Syac.g_01507	Prac.g_00944
OG0000098	Syac.g_02157	Prac.g_00199
OG0000099	Syac.g_00234	Prac.g_00256
OG0000100	Syac.g_01309	Prac.g_00337
OG0000101	Syac.g_02094	Prac.g_00548
OG0000102	Syac.g_00151	Prac.g_00046
OG0000103	Syac.g_02476	Prac.g_00123
OG0000104	Syac.g_02490	Prac.g_00131
OG0000105	Syac.g_02245	Prac.g_01657
OG0000106	Syac.g_01098	Prac.g_01163
OG0000107	Syac.g_02191	Prac.g_01148
OG0000108	Syac.g_01904	Prac.g_01064
OG0000109	Syac.g_01889	Prac.g_01050
OG0000110	Syac.g_01778	Prac.g_00798
OG0000111	Syac.g_00893	Prac.g_00672
OG0000112	Syac.g_01173	Prac.g_01507
OG0000113	Syac.g_01314	Prac.g_01453
OG0000114	Syac.g_01394	Prac.g_01384
OG0000115	Syac.g_01655	Prac.g_01040
OG0000116	Syac.g_00753	Prac.g_00995
OG0000117	Syac.g_01477	Prac.g_01955
OG0000118	Syac.g_01728	Prac.g_00187
OG0000120	Syac.g_00233	Prac.g_00248
OG0000121	Syac.g_01635	Prac.g_00409
OG0000122	Syac.g_01013	Prac.g_00371
OG0000123	Syac.g_02086	Prac.g_00554
OG0000124	Syac.g_00135	Prac.g_00056
OG0000125	Syac.g_02360	Prac.g_00092
OG0000126	Syac.g_02488	Prac.g_00130
OG0000128	Syac.g_00012	Prac.g_01936
OG0000129	Syac.g_02349	Prac.g_01888
OG0000130	Syac.g_00450	Prac.g_01862
OG0000131	Syac.g_00330	Prac.g_01785
OG0000132	Syac.g_00310	Prac.g_01766
OG0000133	Syac.g_01178	Prac.g_01609
OG0000134	Syac.g_01985	Prac.g_01177
OG0000135	Syac.g_02398	Prac.g_01150
OG0000136	Syac.g_00701	Prac.g_01106
OG0000137	Syac.g_01700	Prac.g_01069
OG0000138	Syac.g_01888	Prac.g_01049
OG0000139	Syac.g_01830	Prac.g_00835
OG0000140	Syac.g_01829	Prac.g_00834
OG0000141	Syac.g_00934	Prac.g_00764
OG0000142	Syac.g_00979	Prac.g_00736
OG0000143	Syac.g_00983	Prac.g_00732
OG0000144	Syac.g_01090	Prac.g_00719
OG0000145	Syac.g_01882	Prac.g_01508
OG0000146	Syac.g_01172	Prac.g_01506
OG0000147	Syac.g_01171	Prac.g_01505
OG0000148	Syac.g_01320	Prac.g_01459
OG0000149	Syac.g_00832	Prac.g_01429
OG0000150	Syac.g_00935	Prac.g_01421
OG0000151	Syac.g_01383	Prac.g_01374
OG0000152	Syac.g_01182	Prac.g_01327
OG0000153	Syac.g_01217	Prac.g_01308
OG0000154	Syac.g_01241	Prac.g_01282
OG0000155	Syac.g_00804	Prac.g_00965
OG0000156	Syac.g_00743	Prac.g_00164
OG0000157	Syac.g_00742	Prac.g_00165
OG0000158	Syac.g_00182	Prac.g_00447
OG0000160	Syac.g_01633	Prac.g_00410
OG0000161	Syac.g_01641	Prac.g_00404
OG0000162	Syac.g_01648	Prac.g_00398
OG0000163	Syac.g_00619	Prac.g_00364
OG0000164	Syac.g_00508	Prac.g_00601
OG0000165	Syac.g_00674	Prac.g_00594
OG0000166	Syac.g_02132	Prac.g_00512
OG0000167	Syac.g_00194	Prac.g_00015
OG0000168	Syac.g_00179	Prac.g_00025
OG0000169	Syac.g_00168	Prac.g_00035
OG0000170	Syac.g_00161	Prac.g_00037
OG0000171	Syac.g_00136	Prac.g_00055
OG0000172	Syac.g_00084	Prac.g_00063
OG0000173	Syac.g_00057	Prac.g_00078
OG0000174	Syac.g_02401	Prac.g_00105
OG0000175	Syac.g_02465	Prac.g_00115
OG0000176	Syac.g_00004	Prac.g_01943
OG0000177	Syac.g_00005	Prac.g_01942
OG0000178	Syac.g_00006	Prac.g_01941
OG0000179	Syac.g_00019	Prac.g_01931
OG0000180	Syac.g_00020	Prac.g_01930
OG0000181	Syac.g_00021	Prac.g_01929
OG0000182	Syac.g_00022	Prac.g_01928
OG0000183	Syac.g_00026	Prac.g_01924
OG0000184	Syac.g_02339	Prac.g_01885
OG0000185	Syac.g_02336	Prac.g_01882
OG0000186	Syac.g_00454	Prac.g_01867
OG0000187	Syac.g_00453	Prac.g_01866
OG0000188	Syac.g_00433	Prac.g_01849
OG0000189	Syac.g_00408	Prac.g_01835
OG0000190	Syac.g_00406	Prac.g_01834
OG0000191	Syac.g_00373	Prac.g_01814
OG0000192	Syac.g_00368	Prac.g_01810
OG0000193	Syac.g_00329	Prac.g_01784
OG0000194	Syac.g_00326	Prac.g_01781
OG0000195	Syac.g_00324	Prac.g_01779
OG0000196	Syac.g_00313	Prac.g_01769
OG0000197	Syac.g_00312	Prac.g_01768
OG0000198	Syac.g_00311	Prac.g_01767
OG0000199	Syac.g_00303	Prac.g_01760
OG0000200	Syac.g_02261	Prac.g_01746
OG0000201	Syac.g_02278	Prac.g_01738
OG0000202	Syac.g_02279	Prac.g_01737
OG0000203	Syac.g_02280	Prac.g_01736
OG0000204	Syac.g_02281	Prac.g_01735
OG0000205	Syac.g_02288	Prac.g_01728
OG0000206	Syac.g_02297	Prac.g_01723
OG0000207	Syac.g_02300	Prac.g_01721
OG0000208	Syac.g_02301	Prac.g_01720
OG0000209	Syac.g_02316	Prac.g_01711
OG0000210	Syac.g_02317	Prac.g_01710
OG0000211	Syac.g_01972	Prac.g_01697
OG0000212	Syac.g_01963	Prac.g_01690
OG0000213	Syac.g_02219	Prac.g_01674
OG0000214	Syac.g_02236	Prac.g_01664
OG0000215	Syac.g_00281	Prac.g_01639
OG0000216	Syac.g_00277	Prac.g_01637
OG0000217	Syac.g_00273	Prac.g_01634
OG0000218	Syac.g_00271	Prac.g_01632
OG0000219	Syac.g_00270	Prac.g_01631
OG0000220	Syac.g_00269	Prac.g_01630
OG0000221	Syac.g_00261	Prac.g_01629
OG0000222	Syac.g_00247	Prac.g_01621
OG0000223	Syac.g_00225	Prac.g_01608
OG0000224	Syac.g_00217	Prac.g_01606
OG0000225	Syac.g_02004	Prac.g_01188
OG0000226	Syac.g_02000	Prac.g_01184
OG0000227	Syac.g_01998	Prac.g_01182
OG0000228	Syac.g_01989	Prac.g_01179
OG0000229	Syac.g_00692	Prac.g_01111
OG0000230	Syac.g_00694	Prac.g_01109
OG0000231	Syac.g_00710	Prac.g_01098
OG0000232	Syac.g_01717	Prac.g_01089
OG0000233	Syac.g_01713	Prac.g_01082
OG0000234	Syac.g_01699	Prac.g_01068
OG0000235	Syac.g_01905	Prac.g_01065
OG0000236	Syac.g_01890	Prac.g_01051
OG0000237	Syac.g_01873	Prac.g_00865
OG0000238	Syac.g_01868	Prac.g_00859
OG0000239	Syac.g_01852	Prac.g_00847
OG0000240	Syac.g_01851	Prac.g_00846
OG0000241	Syac.g_00970	Prac.g_00842
OG0000242	Syac.g_01839	Prac.g_00840
OG0000243	Syac.g_01821	Prac.g_00829
OG0000244	Syac.g_01814	Prac.g_00826
OG0000245	Syac.g_01811	Prac.g_00824
OG0000246	Syac.g_01807	Prac.g_00820
OG0000247	Syac.g_01795	Prac.g_00810
OG0000248	Syac.g_01792	Prac.g_00808
OG0000249	Syac.g_01790	Prac.g_00806
OG0000250	Syac.g_01782	Prac.g_00801
OG0000251	Syac.g_01757	Prac.g_00782
OG0000252	Syac.g_01753	Prac.g_00778
OG0000253	Syac.g_01752	Prac.g_00777
OG0000254	Syac.g_00939	Prac.g_00760
OG0000255	Syac.g_00947	Prac.g_00754
OG0000256	Syac.g_00963	Prac.g_00744
OG0000257	Syac.g_00969	Prac.g_00741
OG0000258	Syac.g_00988	Prac.g_00728
OG0000259	Syac.g_01425	Prac.g_00711
OG0000260	Syac.g_01422	Prac.g_00708
OG0000261	Syac.g_01418	Prac.g_00706
OG0000262	Syac.g_01413	Prac.g_00702
OG0000263	Syac.g_01497	Prac.g_00690
OG0000264	Syac.g_00915	Prac.g_00680
OG0000265	Syac.g_00673	Prac.g_01560
OG0000266	Syac.g_01271	Prac.g_01550
OG0000267	Syac.g_01131	Prac.g_01539
OG0000268	Syac.g_01132	Prac.g_01538
OG0000269	Syac.g_01346	Prac.g_01480
OG0000270	Syac.g_01343	Prac.g_01477
OG0000271	Syac.g_01335	Prac.g_01469
OG0000272	Syac.g_01334	Prac.g_01468
OG0000273	Syac.g_00854	Prac.g_01445
OG0000274	Syac.g_00853	Prac.g_01444
OG0000275	Syac.g_00848	Prac.g_01442
OG0000276	Syac.g_00840	Prac.g_01437
OG0000277	Syac.g_00839	Prac.g_01436
OG0000278	Syac.g_00836	Prac.g_01433
OG0000279	Syac.g_00828	Prac.g_01426
OG0000280	Syac.g_00814	Prac.g_01425
OG0000281	Syac.g_02158	Prac.g_01420
OG0000282	Syac.g_01392	Prac.g_01382
OG0000283	Syac.g_01142	Prac.g_01350
OG0000284	Syac.g_01148	Prac.g_01345
OG0000285	Syac.g_01160	Prac.g_01340
OG0000286	Syac.g_01181	Prac.g_01328
OG0000287	Syac.g_01692, Syac.g_01209	Prac.g_01311
OG0000288	Syac.g_01240	Prac.g_01283
OG0000289	Syac.g_01254	Prac.g_01272
OG0000290	Syac.g_00881	Prac.g_01259
OG0000291	Syac.g_00883	Prac.g_01257
OG0000292	Syac.g_02487	Prac.g_01207
OG0000293	Syac.g_00754	Prac.g_00994
OG0000294	Syac.g_00755	Prac.g_00993
OG0000295	Syac.g_00796	Prac.g_00973
OG0000296	Syac.g_00798	Prac.g_00971
OG0000297	Syac.g_01475	Prac.g_00963
OG0000298	Syac.g_01476	Prac.g_00962
OG0000299	Syac.g_01503	Prac.g_00945
OG0000300	Syac.g_01510	Prac.g_00942
OG0000301	Syac.g_01511	Prac.g_00941
OG0000302	Syac.g_01512	Prac.g_00939
OG0000303	Syac.g_01520	Prac.g_00932
OG0000304	Syac.g_01526	Prac.g_00928
OG0000305	Syac.g_00886	Prac.g_00209
OG0000306	Syac.g_00810	Prac.g_00212
OG0000307	Syac.g_01924	Prac.g_00226
OG0000308	Syac.g_01926	Prac.g_00227
OG0000309	Syac.g_01931	Prac.g_00231
OG0000310	Syac.g_01607	Prac.g_00426
OG0000311	Syac.g_01611	Prac.g_00424
OG0000312	Syac.g_01619	Prac.g_00421
OG0000313	Syac.g_01638	Prac.g_00407
OG0000314	Syac.g_01665	Prac.g_00384
OG0000315	Syac.g_01675	Prac.g_00374
OG0000316	Syac.g_00601	Prac.g_00354
OG0000317	Syac.g_00552	Prac.g_00627
OG0000318	Syac.g_00543	Prac.g_00624
OG0000319	Syac.g_00525	Prac.g_00611
OG0000320	Syac.g_00523	Prac.g_00609
OG0000321	Syac.g_00522	Prac.g_00608
OG0000322	Syac.g_00521	Prac.g_00607
OG0000323	Syac.g_00506	Prac.g_00598
OG0000324	Syac.g_00648	Prac.g_00572
OG0000325	Syac.g_02190	Prac.g_00477
OG0000326	Syac.g_02183	Prac.g_00483
OG0000327	Syac.g_02137	Prac.g_00507
OG0000328	Syac.g_02136	Prac.g_00508
OG0000329	Syac.g_02119	Prac.g_00525
OG0000330	Syac.g_02118	Prac.g_00526
OG0000331	Syac.g_02117	Prac.g_00527
OG0000332	Syac.g_02103	Prac.g_00541
OG0000333	Syac.g_02100	Prac.g_00543
OG0000334	Syac.g_02090	Prac.g_00551
OG0000335	Syac.g_02085	Prac.g_00555
OG0000336	Syac.g_02081	Prac.g_00559
OG0000337	Syac.g_00199	Prac.g_00013
OG0000338	Syac.g_00196	Prac.g_00014
OG0000339	Syac.g_00190	Prac.g_00018
OG0000340	Syac.g_00178	Prac.g_00026
OG0000341	Syac.g_00176	Prac.g_00028
OG0000342	Syac.g_00175	Prac.g_00029
OG0000343	Syac.g_00174	Prac.g_00030
OG0000344	Syac.g_00170	Prac.g_00033
OG0000345	Syac.g_00160	Prac.g_00038
OG0000346	Syac.g_00155	Prac.g_00042
OG0000347	Syac.g_00129	Prac.g_00057
OG0000348	Syac.g_00070, Syac.g_00074	Prac.g_00066
OG0000349	Syac.g_00050	Prac.g_00083
OG0000350	Syac.g_02176	Prac.g_00101
OG0000351	Syac.g_02468	Prac.g_00118
OG0000352	Syac.g_02469	Prac.g_00119
OG0000353	Syac.g_02493	Prac.g_01948
OG0000355	Syac.g_00001	Prac.g_01946
OG0000356	Syac.g_00002	Prac.g_01945
OG0000357	Syac.g_00003	Prac.g_01944
OG0000358	Syac.g_00007	Prac.g_01940
OG0000359	Syac.g_00009	Prac.g_01939
OG0000360	Syac.g_00010	Prac.g_01938
OG0000361	Syac.g_00011	Prac.g_01937
OG0000362	Syac.g_00013	Prac.g_01935
OG0000363	Syac.g_00015	Prac.g_01933
OG0000364	Syac.g_00016	Prac.g_01932
OG0000365	Syac.g_00023	Prac.g_01927
OG0000366	Syac.g_00024	Prac.g_01926
OG0000367	Syac.g_00025	Prac.g_01925
OG0000368	Syac.g_00027	Prac.g_01923
OG0000369	Syac.g_00028	Prac.g_01922
OG0000370	Syac.g_00029	Prac.g_01921
OG0000371	Syac.g_00036	Prac.g_01915
OG0000372	Syac.g_00041	Prac.g_01911
OG0000373	Syac.g_00042	Prac.g_01910
OG0000374	Syac.g_00043	Prac.g_01909
OG0000375	Syac.g_00046	Prac.g_01892
OG0000376	Syac.g_00048	Prac.g_01890
OG0000377	Syac.g_02346	Prac.g_01886
OG0000378	Syac.g_02338	Prac.g_01884
OG0000379	Syac.g_02335	Prac.g_01881
OG0000380	Syac.g_00452	Prac.g_01865
OG0000381	Syac.g_00449	Prac.g_01861
OG0000382	Syac.g_00434	Prac.g_01850
OG0000383	Syac.g_00432	Prac.g_01848
OG0000384	Syac.g_00431	Prac.g_01847
OG0000385	Syac.g_00430	Prac.g_01846
OG0000386	Syac.g_00429	Prac.g_01845
OG0000387	Syac.g_00404	Prac.g_01832
OG0000388	Syac.g_00401	Prac.g_01829
OG0000389	Syac.g_00397	Prac.g_01825
OG0000390	Syac.g_00379	Prac.g_01818
OG0000391	Syac.g_00374	Prac.g_01815
OG0000392	Syac.g_00369	Prac.g_01811
OG0000393	Syac.g_00366	Prac.g_01809
OG0000394	Syac.g_00365	Prac.g_01808
OG0000395	Syac.g_00364	Prac.g_01807
OG0000396	Syac.g_00361	Prac.g_01804
OG0000397	Syac.g_00359	Prac.g_01802
OG0000398	Syac.g_00354	Prac.g_01800
OG0000399	Syac.g_00353	Prac.g_01799
OG0000400	Syac.g_00352	Prac.g_01798
OG0000401	Syac.g_00351	Prac.g_01797
OG0000402	Syac.g_00348	Prac.g_01795
OG0000403	Syac.g_00347	Prac.g_01794
OG0000404	Syac.g_00345	Prac.g_01793
OG0000405	Syac.g_00332	Prac.g_01789
OG0000406	Syac.g_00328	Prac.g_01783
OG0000407	Syac.g_00327	Prac.g_01782
OG0000408	Syac.g_00325	Prac.g_01780
OG0000409	Syac.g_00323	Prac.g_01778
OG0000410	Syac.g_00322	Prac.g_01777
OG0000411	Syac.g_00321	Prac.g_01776
OG0000412	Syac.g_00320	Prac.g_01775
OG0000413	Syac.g_00318	Prac.g_01774
OG0000414	Syac.g_00317	Prac.g_01590, Prac.g_01773
OG0000415	Syac.g_00316	Prac.g_01772
OG0000416	Syac.g_00315	Prac.g_01771
OG0000417	Syac.g_00314	Prac.g_01770
OG0000418	Syac.g_00309	Prac.g_01765
OG0000419	Syac.g_00307	Prac.g_01763
OG0000420	Syac.g_00305	Prac.g_01762
OG0000421	Syac.g_00300	Prac.g_01757
OG0000422	Syac.g_00299	Prac.g_01756
OG0000423	Syac.g_00298	Prac.g_01755
OG0000424	Syac.g_00297	Prac.g_01754
OG0000425	Syac.g_00296	Prac.g_01753
OG0000426	Syac.g_00295	Prac.g_01752
OG0000427	Syac.g_00294	Prac.g_01751
OG0000428	Syac.g_02257	Prac.g_01749
OG0000429	Syac.g_02259	Prac.g_01748
OG0000430	Syac.g_02260	Prac.g_01747
OG0000431	Syac.g_02264	Prac.g_01745
OG0000432	Syac.g_02270	Prac.g_01742
OG0000433	Syac.g_02272	Prac.g_01741
OG0000434	Syac.g_02273	Prac.g_01740
OG0000435	Syac.g_02277	Prac.g_01739
OG0000436	Syac.g_02282	Prac.g_01734
OG0000437	Syac.g_02283	Prac.g_01733
OG0000438	Syac.g_02284	Prac.g_01732
OG0000439	Syac.g_02286	Prac.g_01730
OG0000440	Syac.g_02287	Prac.g_01729
OG0000441	Syac.g_02294	Prac.g_01726
OG0000442	Syac.g_02295	Prac.g_01725
OG0000443	Syac.g_02296	Prac.g_01724
OG0000444	Syac.g_02303	Prac.g_01719
OG0000445	Syac.g_02304	Prac.g_01718
OG0000446	Syac.g_02305	Prac.g_01717
OG0000447	Syac.g_02308	Prac.g_01716
OG0000448	Syac.g_02309	Prac.g_01715
OG0000449	Syac.g_02310	Prac.g_01714
OG0000450	Syac.g_02313	Prac.g_01713
OG0000451	Syac.g_02314	Prac.g_01712
OG0000452	Syac.g_02318	Prac.g_01709
OG0000453	Syac.g_02319	Prac.g_01708
OG0000454	Syac.g_02320	Prac.g_01707
OG0000455	Syac.g_02321	Prac.g_01706
OG0000456	Syac.g_02322	Prac.g_01705
OG0000457	Syac.g_02324	Prac.g_01704
OG0000458	Syac.g_02325	Prac.g_01703
OG0000459	Syac.g_02326	Prac.g_01702
OG0000460	Syac.g_01970	Prac.g_01695
OG0000461	Syac.g_02198	Prac.g_01688
OG0000462	Syac.g_02201	Prac.g_01686
OG0000463	Syac.g_02202	Prac.g_01685
OG0000464	Syac.g_02203	Prac.g_01684
OG0000465	Syac.g_02204	Prac.g_01683
OG0000466	Syac.g_02208	Prac.g_01680
OG0000467	Syac.g_02210	Prac.g_01679
OG0000468	Syac.g_02216	Prac.g_01678
OG0000469	Syac.g_02230	Prac.g_01669
OG0000470	Syac.g_02232	Prac.g_01667
OG0000471	Syac.g_02233	Prac.g_01666
OG0000472	Syac.g_02235	Prac.g_01665
OG0000473	Syac.g_02237	Prac.g_01663
OG0000474	Syac.g_02238	Prac.g_01662
OG0000475	Syac.g_02239	Prac.g_01661
OG0000476	Syac.g_02241	Prac.g_01660
OG0000477	Syac.g_02247	Prac.g_01656
OG0000478	Syac.g_02248	Prac.g_01655
OG0000479	Syac.g_02249	Prac.g_01654
OG0000480	Syac.g_00293	Prac.g_01649
OG0000481	Syac.g_00291	Prac.g_01647
OG0000482	Syac.g_00290	Prac.g_01646
OG0000483	Syac.g_00286	Prac.g_01643
OG0000484	Syac.g_00285	Prac.g_01642
OG0000485	Syac.g_00284	Prac.g_01641
OG0000486	Syac.g_00283	Prac.g_01640
OG0000487	Syac.g_00276	Prac.g_01636
OG0000488	Syac.g_00272	Prac.g_01633
OG0000489	Syac.g_00260	Prac.g_01628
OG0000490	Syac.g_00249	Prac.g_01623
OG0000491	Syac.g_00248	Prac.g_01622
OG0000492	Syac.g_00246	Prac.g_01620
OG0000493	Syac.g_00245	Prac.g_01619
OG0000494	Syac.g_00244	Prac.g_01618
OG0000495	Syac.g_00243	Prac.g_01617
OG0000496	Syac.g_00242	Prac.g_01616
OG0000497	Syac.g_00241	Prac.g_01615
OG0000498	Syac.g_00240	Prac.g_01614
OG0000499	Syac.g_00239	Prac.g_01613
OG0000500	Syac.g_00238	Prac.g_01612
OG0000501	Syac.g_00235	Prac.g_01610
OG0000502	Syac.g_00223	Prac.g_01607
OG0000503	Syac.g_02020	Prac.g_01200
OG0000504	Syac.g_02018	Prac.g_01199
OG0000505	Syac.g_02017	Prac.g_01198
OG0000506	Syac.g_02015	Prac.g_01196
OG0000507	Syac.g_02009	Prac.g_01193
OG0000508	Syac.g_02005	Prac.g_01189
OG0000509	Syac.g_02003	Prac.g_01187
OG0000510	Syac.g_02002	Prac.g_01186
OG0000511	Syac.g_02001	Prac.g_01185
OG0000512	Syac.g_01999	Prac.g_01183
OG0000513	Syac.g_01984	Prac.g_01176
OG0000514	Syac.g_01977	Prac.g_01116
OG0000515	Syac.g_01976	Prac.g_01115
OG0000516	Syac.g_00697	Prac.g_01114
OG0000517	Syac.g_00691	Prac.g_01112
OG0000518	Syac.g_00707	Prac.g_01101
OG0000519	Syac.g_00708	Prac.g_01100
OG0000520	Syac.g_00709	Prac.g_01099
OG0000521	Syac.g_01721	Prac.g_01094
OG0000522	Syac.g_01719	Prac.g_01092
OG0000523	Syac.g_01718	Prac.g_01091
OG0000524	Syac.g_01716	Prac.g_01084
OG0000525	Syac.g_01709	Prac.g_01081
OG0000526	Syac.g_01706	Prac.g_01080
OG0000527	Syac.g_01702	Prac.g_01071
OG0000528	Syac.g_01911	Prac.g_01066
OG0000529	Syac.g_01903	Prac.g_01063
OG0000530	Syac.g_01900	Prac.g_01060
OG0000531	Syac.g_01899	Prac.g_01059
OG0000532	Syac.g_01896	Prac.g_01057
OG0000533	Syac.g_01895	Prac.g_01056
OG0000534	Syac.g_01894	Prac.g_01055
OG0000535	Syac.g_01893	Prac.g_01054
OG0000536	Syac.g_01892	Prac.g_01053
OG0000537	Syac.g_01891	Prac.g_01052
OG0000538	Syac.g_01880	Prac.g_00871
OG0000539	Syac.g_01879	Prac.g_00870
OG0000540	Syac.g_01878	Prac.g_00869
OG0000541	Syac.g_01877	Prac.g_00868
OG0000542	Syac.g_01874	Prac.g_00866
OG0000543	Syac.g_01872	Prac.g_00864
OG0000544	Syac.g_01871	Prac.g_00863
OG0000545	Syac.g_01869	Prac.g_00861
OG0000546	Syac.g_01867	Prac.g_00858
OG0000547	Syac.g_01865	Prac.g_00857
OG0000548	Syac.g_01864	Prac.g_00856
OG0000549	Syac.g_01858	Prac.g_00854
OG0000550	Syac.g_01854	Prac.g_00849
OG0000551	Syac.g_01849	Prac.g_00845
OG0000552	Syac.g_01848	Prac.g_00844
OG0000553	Syac.g_01846	Prac.g_00843
OG0000554	Syac.g_01835	Prac.g_00838
OG0000555	Syac.g_01822	Prac.g_00830
OG0000556	Syac.g_01817	Prac.g_00828
OG0000557	Syac.g_01815	Prac.g_00827
OG0000558	Syac.g_01813	Prac.g_00825
OG0000559	Syac.g_01808	Prac.g_00821
OG0000560	Syac.g_01805	Prac.g_00818
OG0000561	Syac.g_01804	Prac.g_00817
OG0000562	Syac.g_01803	Prac.g_00816
OG0000563	Syac.g_01802	Prac.g_00815
OG0000564	Syac.g_01801	Prac.g_00814
OG0000565	Syac.g_01797	Prac.g_00811
OG0000566	Syac.g_01793	Prac.g_00809
OG0000567	Syac.g_01789	Prac.g_00805
OG0000568	Syac.g_01786	Prac.g_00804
OG0000569	Syac.g_01785	Prac.g_00803
OG0000570	Syac.g_01784	Prac.g_00802
OG0000571	Syac.g_01780	Prac.g_00800
OG0000572	Syac.g_01765	Prac.g_00787
OG0000573	Syac.g_01755	Prac.g_00780
OG0000574	Syac.g_01754	Prac.g_00779
OG0000575	Syac.g_01750	Prac.g_00775
OG0000576	Syac.g_01748	Prac.g_00772
OG0000577	Syac.g_01747	Prac.g_00771
OG0000578	Syac.g_01746	Prac.g_00770
OG0000579	Syac.g_01745	Prac.g_00769
OG0000580	Syac.g_01744	Prac.g_00768
OG0000581	Syac.g_01738	Prac.g_00766
OG0000582	Syac.g_00936	Prac.g_00763
OG0000583	Syac.g_00937	Prac.g_00762
OG0000584	Syac.g_00938	Prac.g_00761
OG0000585	Syac.g_00940	Prac.g_00759
