Orthogroup	Syac	Prbg
OG0000126	Syac.g_02488	Prbg.g_00762
OG0000128	Syac.g_00012	Prbg.g_00778
OG0000129	Syac.g_02349	Prbg.g_00829
OG0000130	Syac.g_00450	Prbg.g_00800
OG0000131	Syac.g_00330	Prbg.g_00922
OG0000132	Syac.g_00310	Prbg.g_00942
OG0000133	Syac.g_01178	Prbg.g_00100
OG0000134	Syac.g_01985	Prbg.g_00139
OG0000135	Syac.g_02398	Prbg.g_00459
OG0000136	Syac.g_00701	Prbg.g_00161
OG0000137	Syac.g_01700	Prbg.g_00194
OG0000138	Syac.g_01888	Prbg.g_00214
OG0000139	Syac.g_01830	Prbg.g_00254
OG0000140	Syac.g_01829	Prbg.g_00255
OG0000141	Syac.g_00934	Prbg.g_00327
OG0000142	Syac.g_00979	Prbg.g_01422
OG0000143	Syac.g_00983	Prbg.g_01418
OG0000144	Syac.g_01090	Prbg.g_01404
OG0000145	Syac.g_01882	Prbg.g_00461
OG0000146	Syac.g_01172	Prbg.g_00365
OG0000147	Syac.g_01171	Prbg.g_00364
OG0000148	Syac.g_01320	Prbg.g_01176
OG0000149	Syac.g_00832	Prbg.g_01208
OG0000150	Syac.g_00935	Prbg.g_01218
OG0000151	Syac.g_01383	Prbg.g_01094
OG0000152	Syac.g_01182	Prbg.g_01287
OG0000153	Syac.g_01217	Prbg.g_01306
OG0000154	Syac.g_01241	Prbg.g_01326
OG0000155	Syac.g_00804	Prbg.g_01465
OG0000156	Syac.g_00743	Prbg.g_00466
OG0000157	Syac.g_00742	Prbg.g_00467
OG0000158	Syac.g_00182	Prbg.g_01829
OG0000159	Syac.g_00181	Prbg.g_00809
OG0000160	Syac.g_01633	Prbg.g_00592
OG0000161	Syac.g_01641	Prbg.g_00598
OG0000162	Syac.g_01648	Prbg.g_00604
OG0000163	Syac.g_00619	Prbg.g_00643
OG0000164	Syac.g_00508	Prbg.g_01674
OG0000165	Syac.g_00674	Prbg.g_01681
OG0000166	Syac.g_02132	Prbg.g_01748
OG0000167	Syac.g_00194	Prbg.g_01819
OG0000168	Syac.g_00179	Prbg.g_01830
OG0000169	Syac.g_00168	Prbg.g_01840
OG0000170	Syac.g_00161	Prbg.g_01843
OG0000171	Syac.g_00136	Prbg.g_01863
OG0000172	Syac.g_00084	Prbg.g_01870
OG0000173	Syac.g_00057	Prbg.g_01885
OG0000174	Syac.g_02401	Prbg.g_01915
OG0000175	Syac.g_02465	Prbg.g_01928
OG0000176	Syac.g_00004	Prbg.g_00771
OG0000177	Syac.g_00005	Prbg.g_00772
OG0000178	Syac.g_00006	Prbg.g_00773
OG0000179	Syac.g_00019	Prbg.g_00858
OG0000180	Syac.g_00020	Prbg.g_00857
OG0000181	Syac.g_00021	Prbg.g_00856
OG0000182	Syac.g_00022	Prbg.g_00855
OG0000183	Syac.g_00026	Prbg.g_00851
OG0000184	Syac.g_02339	Prbg.g_00825
OG0000185	Syac.g_02336	Prbg.g_00822
OG0000186	Syac.g_00454	Prbg.g_00806
OG0000187	Syac.g_00453	Prbg.g_00805
OG0000188	Syac.g_00433	Prbg.g_00788
OG0000189	Syac.g_00408	Prbg.g_00866
OG0000190	Syac.g_00406	Prbg.g_00868
OG0000191	Syac.g_00373	Prbg.g_00891
OG0000192	Syac.g_00368	Prbg.g_00896
OG0000193	Syac.g_00329	Prbg.g_00923
OG0000194	Syac.g_00326	Prbg.g_00926
OG0000195	Syac.g_00324	Prbg.g_00928
OG0000196	Syac.g_00313	Prbg.g_00939
OG0000197	Syac.g_00312	Prbg.g_00940
OG0000198	Syac.g_00311	Prbg.g_00941
OG0000199	Syac.g_00303	Prbg.g_00948
OG0000200	Syac.g_02261	Prbg.g_00962
OG0000201	Syac.g_02278	Prbg.g_00971
OG0000202	Syac.g_02279	Prbg.g_00972
OG0000203	Syac.g_02280	Prbg.g_00973
OG0000204	Syac.g_02281	Prbg.g_00974
OG0000205	Syac.g_02288	Prbg.g_00981
OG0000206	Syac.g_02297	Prbg.g_00986
OG0000207	Syac.g_02300	Prbg.g_00989
OG0000208	Syac.g_02301	Prbg.g_00990
OG0000209	Syac.g_02316	Prbg.g_00999
OG0000210	Syac.g_02317	Prbg.g_01000
OG0000211	Syac.g_01972	Prbg.g_01015
OG0000212	Syac.g_01963	Prbg.g_01023
OG0000213	Syac.g_02219	Prbg.g_01041
OG0000214	Syac.g_02236	Prbg.g_00046
OG0000215	Syac.g_00281	Prbg.g_00073
OG0000216	Syac.g_00277	Prbg.g_00074
OG0000217	Syac.g_00273	Prbg.g_00077
OG0000218	Syac.g_00271	Prbg.g_00079
OG0000219	Syac.g_00270	Prbg.g_00080
OG0000220	Syac.g_00269	Prbg.g_00081
OG0000221	Syac.g_00261	Prbg.g_00082
OG0000222	Syac.g_00247	Prbg.g_00089
OG0000223	Syac.g_00225	Prbg.g_00101
OG0000224	Syac.g_00217	Prbg.g_00103
OG0000225	Syac.g_02004	Prbg.g_00129
OG0000226	Syac.g_02000	Prbg.g_01941
OG0000227	Syac.g_01998	Prbg.g_01943
OG0000228	Syac.g_01989	Prbg.g_00136
OG0000229	Syac.g_00692	Prbg.g_00156
OG0000230	Syac.g_00694	Prbg.g_00158
OG0000231	Syac.g_00710	Prbg.g_00169
OG0000232	Syac.g_01717	Prbg.g_00180
OG0000233	Syac.g_01713	Prbg.g_00186
OG0000234	Syac.g_01699	Prbg.g_00195
OG0000235	Syac.g_01905	Prbg.g_00198
OG0000236	Syac.g_01890	Prbg.g_00212
OG0000237	Syac.g_01873	Prbg.g_00225
OG0000238	Syac.g_01868	Prbg.g_00231
OG0000239	Syac.g_01852	Prbg.g_00242
OG0000240	Syac.g_01851	Prbg.g_00243
OG0000241	Syac.g_00970	Prbg.g_00247
OG0000242	Syac.g_01839	Prbg.g_00249
OG0000243	Syac.g_01821	Prbg.g_00260
OG0000244	Syac.g_01814	Prbg.g_00264
OG0000245	Syac.g_01811	Prbg.g_00266
OG0000246	Syac.g_01807	Prbg.g_00270
OG0000247	Syac.g_01795	Prbg.g_00280
OG0000248	Syac.g_01792	Prbg.g_00283
OG0000249	Syac.g_01790	Prbg.g_00285
OG0000250	Syac.g_01782	Prbg.g_00290
OG0000251	Syac.g_01757	Prbg.g_00310
OG0000252	Syac.g_01753	Prbg.g_00313
OG0000253	Syac.g_01752	Prbg.g_00314
OG0000254	Syac.g_00939	Prbg.g_00331
OG0000255	Syac.g_00947	Prbg.g_00337
OG0000256	Syac.g_00963	Prbg.g_00347
OG0000257	Syac.g_00969	Prbg.g_01427
OG0000258	Syac.g_00988	Prbg.g_01413
OG0000259	Syac.g_01425	Prbg.g_01396
OG0000260	Syac.g_01422	Prbg.g_01393
OG0000261	Syac.g_01418	Prbg.g_01390
OG0000262	Syac.g_01413	Prbg.g_01386
OG0000263	Syac.g_01497	Prbg.g_01122
OG0000264	Syac.g_00915	Prbg.g_01133
OG0000265	Syac.g_00673	Prbg.g_01151
OG0000266	Syac.g_01271	Prbg.g_01367
OG0000267	Syac.g_01131	Prbg.g_01355
OG0000268	Syac.g_01132	Prbg.g_01354
OG0000269	Syac.g_01346	Prbg.g_01154
OG0000270	Syac.g_01343	Prbg.g_01157
OG0000271	Syac.g_01335	Prbg.g_01165
OG0000272	Syac.g_01334	Prbg.g_01166
OG0000273	Syac.g_00854	Prbg.g_01190
OG0000274	Syac.g_00853	Prbg.g_01191
OG0000275	Syac.g_00848	Prbg.g_01194
OG0000276	Syac.g_00840	Prbg.g_01200
OG0000277	Syac.g_00839	Prbg.g_01201
OG0000278	Syac.g_00836	Prbg.g_01204
OG0000279	Syac.g_00828	Prbg.g_01211
OG0000280	Syac.g_00814	Prbg.g_01212
OG0000281	Syac.g_02158	Prbg.g_01219
OG0000282	Syac.g_01392	Prbg.g_01086
OG0000283	Syac.g_01142	Prbg.g_01263
OG0000284	Syac.g_01148	Prbg.g_01268
OG0000285	Syac.g_01160	Prbg.g_01273
OG0000286	Syac.g_01181	Prbg.g_01286
OG0000287	Syac.g_01209	Prbg.g_01552
OG0000288	Syac.g_01240	Prbg.g_01325
OG0000289	Syac.g_01254	Prbg.g_01341
OG0000290	Syac.g_00881	Prbg.g_01237
OG0000291	Syac.g_00883	Prbg.g_01235
OG0000292	Syac.g_02487	Prbg.g_01531
OG0000293	Syac.g_00754	Prbg.g_01496
OG0000294	Syac.g_00755	Prbg.g_01495
OG0000295	Syac.g_00796	Prbg.g_01472
OG0000296	Syac.g_00798	Prbg.g_01470
OG0000297	Syac.g_01475	Prbg.g_01461
OG0000298	Syac.g_01476	Prbg.g_01460
OG0000299	Syac.g_01503	Prbg.g_01441
OG0000300	Syac.g_01510	Prbg.g_01438
OG0000301	Syac.g_01511	Prbg.g_01437
OG0000302	Syac.g_01512	Prbg.g_01435
OG0000303	Syac.g_01520	Prbg.g_01429
OG0000304	Syac.g_01526	Prbg.g_00352
OG0000305	Syac.g_00886	Prbg.g_01529
OG0000306	Syac.g_00810	Prbg.g_01223
OG0000307	Syac.g_01924	Prbg.g_00538
OG0000308	Syac.g_01926	Prbg.g_00539
OG0000309	Syac.g_01931	Prbg.g_00543
OG0000310	Syac.g_01607	Prbg.g_00577
OG0000311	Syac.g_01611	Prbg.g_00579
OG0000312	Syac.g_01619	Prbg.g_00582
OG0000313	Syac.g_01638	Prbg.g_00595
OG0000314	Syac.g_01665	Prbg.g_00618
OG0000315	Syac.g_01675	Prbg.g_00628
OG0000316	Syac.g_00601	Prbg.g_00653
OG0000317	Syac.g_00552	Prbg.g_01647
OG0000318	Syac.g_00543	Prbg.g_01651
OG0000319	Syac.g_00525	Prbg.g_01664
OG0000320	Syac.g_00523	Prbg.g_01666
OG0000321	Syac.g_00522	Prbg.g_01667
OG0000322	Syac.g_00521	Prbg.g_01668
OG0000323	Syac.g_00506	Prbg.g_01677
OG0000324	Syac.g_00648	Prbg.g_01704
OG0000325	Syac.g_02190	Prbg.g_01715
OG0000326	Syac.g_02183	Prbg.g_01722
OG0000327	Syac.g_02137	Prbg.g_01743
OG0000328	Syac.g_02136	Prbg.g_01744
OG0000329	Syac.g_02119	Prbg.g_01761
OG0000330	Syac.g_02118	Prbg.g_01762
OG0000331	Syac.g_02117	Prbg.g_01763
OG0000332	Syac.g_02103	Prbg.g_01777
OG0000333	Syac.g_02100	Prbg.g_01779
OG0000334	Syac.g_02090	Prbg.g_01788
OG0000335	Syac.g_02085	Prbg.g_01793
OG0000336	Syac.g_02081	Prbg.g_01797
OG0000337	Syac.g_00199	Prbg.g_01815
OG0000338	Syac.g_00196	Prbg.g_01816
OG0000339	Syac.g_00190	Prbg.g_01822
OG0000340	Syac.g_00178	Prbg.g_01831
OG0000341	Syac.g_00176	Prbg.g_01833
OG0000342	Syac.g_00175	Prbg.g_01834
OG0000343	Syac.g_00174	Prbg.g_01835
OG0000344	Syac.g_00170	Prbg.g_01838
OG0000345	Syac.g_00160	Prbg.g_01844
OG0000346	Syac.g_00155	Prbg.g_01848
OG0000347	Syac.g_00129	Prbg.g_01865
OG0000348	Syac.g_00070, Syac.g_00074	Prbg.g_01873
OG0000349	Syac.g_00050	Prbg.g_01891
OG0000350	Syac.g_02176	Prbg.g_00419
OG0000351	Syac.g_02468	Prbg.g_01931
OG0000352	Syac.g_02469	Prbg.g_01932
OG0000353	Syac.g_02493	Prbg.g_00766
OG0000355	Syac.g_00001	Prbg.g_00768
OG0000356	Syac.g_00002	Prbg.g_00769
OG0000357	Syac.g_00003	Prbg.g_00770
OG0000358	Syac.g_00007	Prbg.g_00774
OG0000359	Syac.g_00009	Prbg.g_00775
OG0000360	Syac.g_00010	Prbg.g_00776
OG0000361	Syac.g_00011	Prbg.g_00777
OG0000362	Syac.g_00013	Prbg.g_00779
OG0000363	Syac.g_00015	Prbg.g_00860
OG0000364	Syac.g_00016	Prbg.g_00859
OG0000365	Syac.g_00023	Prbg.g_00854
OG0000366	Syac.g_00024	Prbg.g_00853
OG0000367	Syac.g_00025	Prbg.g_00852
OG0000368	Syac.g_00027	Prbg.g_00850
OG0000369	Syac.g_00028	Prbg.g_00849
OG0000370	Syac.g_00029	Prbg.g_00848
OG0000371	Syac.g_00036	Prbg.g_00841
OG0000372	Syac.g_00041	Prbg.g_00838
OG0000373	Syac.g_00042	Prbg.g_00837
OG0000374	Syac.g_00043	Prbg.g_00836
OG0000375	Syac.g_00046	Prbg.g_00834
OG0000376	Syac.g_00048	Prbg.g_00832
OG0000377	Syac.g_02346	Prbg.g_00828
OG0000378	Syac.g_02338	Prbg.g_00824
OG0000379	Syac.g_02335	Prbg.g_00821
OG0000380	Syac.g_00452	Prbg.g_00804
OG0000381	Syac.g_00449	Prbg.g_00799
OG0000382	Syac.g_00434	Prbg.g_00789
OG0000383	Syac.g_00432	Prbg.g_00787
OG0000384	Syac.g_00431	Prbg.g_00786
OG0000385	Syac.g_00430	Prbg.g_00785
OG0000386	Syac.g_00429	Prbg.g_00784
OG0000387	Syac.g_00404	Prbg.g_00870
OG0000388	Syac.g_00401	Prbg.g_00874
OG0000389	Syac.g_00397	Prbg.g_00877
OG0000390	Syac.g_00379	Prbg.g_00887
OG0000391	Syac.g_00374	Prbg.g_00890
OG0000392	Syac.g_00369	Prbg.g_00894
OG0000393	Syac.g_00366	Prbg.g_00897
OG0000394	Syac.g_00365	Prbg.g_00898
OG0000395	Syac.g_00364	Prbg.g_00899
OG0000396	Syac.g_00361	Prbg.g_00901
OG0000397	Syac.g_00359	Prbg.g_00903
OG0000398	Syac.g_00354	Prbg.g_00906
OG0000399	Syac.g_00353	Prbg.g_00907
OG0000400	Syac.g_00352	Prbg.g_00908
OG0000401	Syac.g_00351	Prbg.g_00909
OG0000402	Syac.g_00348	Prbg.g_01349
OG0000403	Syac.g_00347	Prbg.g_00911
OG0000404	Syac.g_00345	Prbg.g_00912
OG0000405	Syac.g_00332	Prbg.g_00916
OG0000406	Syac.g_00328	Prbg.g_00924
OG0000407	Syac.g_00327	Prbg.g_00925
OG0000408	Syac.g_00325	Prbg.g_00927
OG0000409	Syac.g_00323	Prbg.g_00929
OG0000410	Syac.g_00322	Prbg.g_00930
OG0000411	Syac.g_00321	Prbg.g_00931
OG0000412	Syac.g_00320	Prbg.g_00932
OG0000413	Syac.g_00318	Prbg.g_00934
OG0000414	Syac.g_00317	Prbg.g_00935
OG0000415	Syac.g_00316	Prbg.g_00936
OG0000416	Syac.g_00315	Prbg.g_00937
OG0000417	Syac.g_00314	Prbg.g_00938
OG0000418	Syac.g_00309	Prbg.g_00943
OG0000419	Syac.g_00307	Prbg.g_00945
OG0000420	Syac.g_00305	Prbg.g_00946
OG0000421	Syac.g_00300	Prbg.g_00951
OG0000422	Syac.g_00299	Prbg.g_00952
OG0000423	Syac.g_00298	Prbg.g_00953
OG0000424	Syac.g_00297	Prbg.g_00954
OG0000425	Syac.g_00296	Prbg.g_00955
OG0000426	Syac.g_00295	Prbg.g_00956
OG0000427	Syac.g_00294	Prbg.g_00957
OG0000428	Syac.g_02257	Prbg.g_00959
OG0000429	Syac.g_02259	Prbg.g_00960
OG0000430	Syac.g_02260	Prbg.g_00961
OG0000431	Syac.g_02264	Prbg.g_00963
OG0000432	Syac.g_02270	Prbg.g_00967
OG0000433	Syac.g_02272	Prbg.g_00968
OG0000434	Syac.g_02273	Prbg.g_00969
OG0000435	Syac.g_02277	Prbg.g_00970
OG0000436	Syac.g_02282	Prbg.g_00975
OG0000437	Syac.g_02283	Prbg.g_00976
OG0000438	Syac.g_02284	Prbg.g_00977
OG0000439	Syac.g_02286	Prbg.g_00979
OG0000440	Syac.g_02287	Prbg.g_00980
OG0000441	Syac.g_02294	Prbg.g_00983
OG0000442	Syac.g_02295	Prbg.g_00984
OG0000443	Syac.g_02296	Prbg.g_00985
OG0000444	Syac.g_02303	Prbg.g_00991
OG0000445	Syac.g_02304	Prbg.g_00992
OG0000446	Syac.g_02305	Prbg.g_00993
OG0000447	Syac.g_02308	Prbg.g_00994
OG0000448	Syac.g_02309	Prbg.g_00995
OG0000449	Syac.g_02310	Prbg.g_00996
OG0000450	Syac.g_02313	Prbg.g_00997
OG0000451	Syac.g_02314	Prbg.g_00998
OG0000452	Syac.g_02318	Prbg.g_01001
OG0000453	Syac.g_02319	Prbg.g_01002
OG0000454	Syac.g_02320	Prbg.g_01003
OG0000455	Syac.g_02321	Prbg.g_01004
OG0000456	Syac.g_02322	Prbg.g_01005
OG0000457	Syac.g_02324	Prbg.g_01007
OG0000458	Syac.g_02325	Prbg.g_01008
OG0000459	Syac.g_02326	Prbg.g_01009
OG0000460	Syac.g_01970	Prbg.g_01017
OG0000461	Syac.g_02198	Prbg.g_01025
OG0000462	Syac.g_02201	Prbg.g_01027
OG0000463	Syac.g_02202	Prbg.g_01028
OG0000464	Syac.g_02203	Prbg.g_01029
OG0000465	Syac.g_02204	Prbg.g_01030
OG0000466	Syac.g_02208	Prbg.g_01033
OG0000467	Syac.g_02210	Prbg.g_01034
OG0000468	Syac.g_02216	Prbg.g_01037
OG0000469	Syac.g_02230	Prbg.g_01045
OG0000470	Syac.g_02232	Prbg.g_00042
OG0000471	Syac.g_02233	Prbg.g_00043
OG0000472	Syac.g_02235	Prbg.g_00045
OG0000473	Syac.g_02237	Prbg.g_00047
OG0000474	Syac.g_02238	Prbg.g_00048
OG0000475	Syac.g_02239	Prbg.g_00049
OG0000476	Syac.g_02241	Prbg.g_00051
OG0000477	Syac.g_02247	Prbg.g_00054
OG0000478	Syac.g_02248	Prbg.g_00055
OG0000479	Syac.g_02249	Prbg.g_00056
OG0000480	Syac.g_00293	Prbg.g_00061
OG0000481	Syac.g_00291	Prbg.g_00064
OG0000482	Syac.g_00290	Prbg.g_00065
OG0000483	Syac.g_00286	Prbg.g_00068
OG0000484	Syac.g_00285	Prbg.g_00069
OG0000485	Syac.g_00284	Prbg.g_00071
OG0000486	Syac.g_00283	Prbg.g_00072
OG0000487	Syac.g_00276	Prbg.g_00075
OG0000488	Syac.g_00272	Prbg.g_00078
OG0000489	Syac.g_00260	Prbg.g_00083
OG0000490	Syac.g_00249	Prbg.g_00087
OG0000491	Syac.g_00248	Prbg.g_00088
OG0000492	Syac.g_00246	Prbg.g_00090
OG0000493	Syac.g_00245	Prbg.g_00091
OG0000494	Syac.g_00244	Prbg.g_00092
OG0000495	Syac.g_00243	Prbg.g_00093
OG0000496	Syac.g_00242	Prbg.g_00094
OG0000497	Syac.g_00241	Prbg.g_00095
OG0000498	Syac.g_00240	Prbg.g_00096
OG0000499	Syac.g_00239	Prbg.g_00097
OG0000500	Syac.g_00238	Prbg.g_00098
OG0000501	Syac.g_00235	Prbg.g_00099
OG0000502	Syac.g_00223	Prbg.g_00102
OG0000503	Syac.g_02020	Prbg.g_00117
OG0000504	Syac.g_02018	Prbg.g_00119
OG0000505	Syac.g_02017	Prbg.g_00120
OG0000506	Syac.g_02015	Prbg.g_00121
OG0000507	Syac.g_02009	Prbg.g_00124
OG0000508	Syac.g_02005	Prbg.g_00128
OG0000509	Syac.g_02003	Prbg.g_00130
OG0000510	Syac.g_02002	Prbg.g_00131
OG0000511	Syac.g_02001	Prbg.g_00132
OG0000512	Syac.g_01999	Prbg.g_01942
OG0000513	Syac.g_01984	Prbg.g_00140
OG0000514	Syac.g_01977	Prbg.g_00151
OG0000515	Syac.g_01976	Prbg.g_00152
OG0000516	Syac.g_00697	Prbg.g_00153
OG0000517	Syac.g_00691	Prbg.g_00155
OG0000518	Syac.g_00707	Prbg.g_00166
OG0000519	Syac.g_00708	Prbg.g_00167
OG0000520	Syac.g_00709	Prbg.g_00168
OG0000521	Syac.g_01721	Prbg.g_00176
OG0000522	Syac.g_01719	Prbg.g_00178
OG0000523	Syac.g_01718	Prbg.g_00179
OG0000524	Syac.g_01716	Prbg.g_00184
OG0000525	Syac.g_01709	Prbg.g_00188
OG0000526	Syac.g_01706	Prbg.g_00189
OG0000527	Syac.g_01702	Prbg.g_00192
OG0000528	Syac.g_01911	Prbg.g_00197
OG0000529	Syac.g_01903	Prbg.g_00200
OG0000530	Syac.g_01900	Prbg.g_00203
OG0000531	Syac.g_01899	Prbg.g_00204
OG0000532	Syac.g_01896	Prbg.g_00206
OG0000533	Syac.g_01895	Prbg.g_00207
OG0000534	Syac.g_01894	Prbg.g_00208
OG0000535	Syac.g_01893	Prbg.g_00209
OG0000536	Syac.g_01892	Prbg.g_00210
OG0000537	Syac.g_01891	Prbg.g_00211
OG0000538	Syac.g_01880	Prbg.g_00220
OG0000539	Syac.g_01879	Prbg.g_00221
OG0000540	Syac.g_01878	Prbg.g_00222
OG0000541	Syac.g_01877	Prbg.g_00223
OG0000542	Syac.g_01874	Prbg.g_00224
OG0000543	Syac.g_01872	Prbg.g_00226
OG0000544	Syac.g_01871	Prbg.g_00227
OG0000545	Syac.g_01869	Prbg.g_00229
OG0000546	Syac.g_01867	Prbg.g_00232
OG0000547	Syac.g_01865	Prbg.g_00234
OG0000548	Syac.g_01864	Prbg.g_00235
OG0000549	Syac.g_01858	Prbg.g_00237
OG0000550	Syac.g_01854	Prbg.g_00241
OG0000551	Syac.g_01849	Prbg.g_00244
OG0000552	Syac.g_01848	Prbg.g_00245
OG0000553	Syac.g_01846	Prbg.g_00246
OG0000554	Syac.g_01835	Prbg.g_00251
OG0000555	Syac.g_01822	Prbg.g_00259
OG0000556	Syac.g_01817	Prbg.g_00261
OG0000557	Syac.g_01815	Prbg.g_00262
OG0000558	Syac.g_01813	Prbg.g_00265
OG0000559	Syac.g_01808	Prbg.g_00269
OG0000560	Syac.g_01805	Prbg.g_00272
