Orthogroup	Syac	Prat
OG0000090	Syac.g_01836	Prat.g_00495
OG0000091	Syac.g_00987	Prat.g_01082
OG0000093	Syac.g_01357	Prat.g_01053
OG0000094	Syac.g_01251	Prat.g_00943
OG0000095	Syac.g_00884	Prat.g_00965
OG0000097	Syac.g_01507	Prat.g_01111
OG0000098	Syac.g_02157	Prat.g_01282
OG0000099	Syac.g_00234	Prat.g_01312
OG0000100	Syac.g_01309	Prat.g_01437
OG0000101	Syac.g_02094	Prat.g_01726
OG0000102	Syac.g_00151	Prat.g_01793
OG0000103	Syac.g_02476	Prat.g_01880
OG0000104	Syac.g_02490	Prat.g_01889
OG0000105	Syac.g_02245	Prat.g_00281
OG0000106	Syac.g_01098	Prat.g_00637
OG0000107	Syac.g_02191	Prat.g_01656
OG0000108	Syac.g_01904	Prat.g_00440
OG0000109	Syac.g_01889	Prat.g_00455
OG0000110	Syac.g_01778	Prat.g_00539
OG0000111	Syac.g_00893	Prat.g_00776
OG0000112	Syac.g_01173	Prat.g_00888
OG0000113	Syac.g_01314	Prat.g_01014
OG0000114	Syac.g_01394	Prat.g_00716
OG0000115	Syac.g_01655	Prat.g_01373
OG0000116	Syac.g_00753	Prat.g_01166
OG0000117	Syac.g_01477	Prat.g_01129
OG0000118	Syac.g_01728	Prat.g_01261
OG0000120	Syac.g_00233	Prat.g_00344
OG0000121	Syac.g_01635	Prat.g_01355
OG0000122	Syac.g_01013	Prat.g_00781, Prat.g_01398
OG0000123	Syac.g_02086	Prat.g_01733
OG0000124	Syac.g_00135	Prat.g_01805
OG0000125	Syac.g_02360	Prat.g_01841
OG0000126	Syac.g_02488	Prat.g_01888
OG0000128	Syac.g_00012	Prat.g_00012, Prat.g_00011
OG0000129	Syac.g_02349	Prat.g_00047
OG0000130	Syac.g_00450	Prat.g_00066
OG0000131	Syac.g_00330	Prat.g_00144
OG0000132	Syac.g_00310	Prat.g_00164
OG0000133	Syac.g_01178	Prat.g_00329
OG0000134	Syac.g_01985	Prat.g_00372
OG0000135	Syac.g_02398	Prat.g_01477
OG0000136	Syac.g_00701	Prat.g_00401
OG0000137	Syac.g_01700	Prat.g_00434
OG0000138	Syac.g_01888	Prat.g_00456
OG0000139	Syac.g_01830	Prat.g_00499
OG0000140	Syac.g_01829	Prat.g_00500
OG0000141	Syac.g_00934	Prat.g_00570
OG0000142	Syac.g_00979	Prat.g_01090
OG0000143	Syac.g_00983	Prat.g_01086
OG0000144	Syac.g_01090	Prat.g_01072
OG0000145	Syac.g_01882	Prat.g_01472
OG0000146	Syac.g_01172	Prat.g_00887
OG0000147	Syac.g_01171	Prat.g_00886
OG0000148	Syac.g_01320	Prat.g_01020
OG0000149	Syac.g_00832	Prat.g_00991
OG0000150	Syac.g_00935	Prat.g_00981
OG0000151	Syac.g_01383	Prat.g_00726
OG0000152	Syac.g_01182	Prat.g_00896
OG0000153	Syac.g_01217	Prat.g_00915
OG0000154	Syac.g_01241	Prat.g_00934
OG0000155	Syac.g_00804	Prat.g_01135
OG0000156	Syac.g_00743	Prat.g_01238
OG0000157	Syac.g_00742	Prat.g_01239
OG0000158	Syac.g_00182	Prat.g_01769
OG0000160	Syac.g_01633	Prat.g_01354
OG0000161	Syac.g_01641	Prat.g_01360
OG0000162	Syac.g_01648	Prat.g_01366
OG0000163	Syac.g_00619	Prat.g_01409
OG0000164	Syac.g_00508	Prat.g_01615
OG0000165	Syac.g_00674	Prat.g_01623
OG0000166	Syac.g_02132	Prat.g_01690
OG0000167	Syac.g_00194	Prat.g_01759
OG0000168	Syac.g_00179	Prat.g_01770
OG0000169	Syac.g_00168	Prat.g_01781
OG0000170	Syac.g_00161	Prat.g_01784
OG0000171	Syac.g_00136	Prat.g_01804
OG0000172	Syac.g_00084	Prat.g_01811
OG0000173	Syac.g_00057	Prat.g_01826
OG0000174	Syac.g_02401	Prat.g_01858
OG0000175	Syac.g_02465	Prat.g_01870
OG0000176	Syac.g_00004	Prat.g_00004
OG0000177	Syac.g_00005	Prat.g_00005
OG0000178	Syac.g_00006	Prat.g_00006
OG0000179	Syac.g_00019	Prat.g_00017
OG0000180	Syac.g_00020	Prat.g_00018
OG0000181	Syac.g_00021	Prat.g_00019
OG0000182	Syac.g_00022	Prat.g_00020
OG0000183	Syac.g_00026	Prat.g_00024, Prat.g_01314
OG0000184	Syac.g_02339	Prat.g_00051
OG0000185	Syac.g_02336	Prat.g_00054
OG0000186	Syac.g_00454	Prat.g_00060
OG0000187	Syac.g_00453	Prat.g_00061
OG0000188	Syac.g_00433	Prat.g_00080
OG0000189	Syac.g_00408	Prat.g_00093
OG0000190	Syac.g_00406	Prat.g_00094
OG0000191	Syac.g_00373	Prat.g_00116
OG0000192	Syac.g_00368	Prat.g_00121
OG0000193	Syac.g_00329	Prat.g_00145
OG0000194	Syac.g_00326	Prat.g_00148
OG0000195	Syac.g_00324	Prat.g_00150
OG0000196	Syac.g_00313	Prat.g_00161
OG0000197	Syac.g_00312	Prat.g_00162
OG0000198	Syac.g_00311	Prat.g_00163
OG0000199	Syac.g_00303	Prat.g_00171
OG0000200	Syac.g_02261	Prat.g_00185
OG0000201	Syac.g_02278	Prat.g_00194
OG0000202	Syac.g_02279	Prat.g_00195
OG0000203	Syac.g_02280	Prat.g_00196
OG0000204	Syac.g_02281	Prat.g_00197
OG0000205	Syac.g_02288	Prat.g_00204
OG0000206	Syac.g_02297	Prat.g_00209
OG0000207	Syac.g_02300	Prat.g_00211
OG0000208	Syac.g_02301	Prat.g_00212
OG0000209	Syac.g_02316	Prat.g_00221
OG0000210	Syac.g_02317	Prat.g_00222
OG0000211	Syac.g_01972	Prat.g_00238
OG0000212	Syac.g_01963	Prat.g_00246
OG0000213	Syac.g_02219	Prat.g_00264
OG0000214	Syac.g_02236	Prat.g_00274
OG0000215	Syac.g_00281	Prat.g_00300
OG0000216	Syac.g_00277	Prat.g_00302
OG0000217	Syac.g_00273	Prat.g_00305
OG0000218	Syac.g_00271	Prat.g_00307
OG0000219	Syac.g_00270	Prat.g_00308
OG0000220	Syac.g_00269	Prat.g_00309
OG0000221	Syac.g_00261	Prat.g_00310
OG0000222	Syac.g_00247	Prat.g_00317
OG0000223	Syac.g_00225	Prat.g_00330
OG0000224	Syac.g_00217	Prat.g_00332
OG0000225	Syac.g_02004	Prat.g_00360
OG0000226	Syac.g_02000	Prat.g_00364
OG0000227	Syac.g_01998	Prat.g_00366
OG0000228	Syac.g_01989	Prat.g_00369
OG0000229	Syac.g_00692	Prat.g_00396
OG0000230	Syac.g_00694	Prat.g_00398
OG0000231	Syac.g_00710	Prat.g_00411
OG0000232	Syac.g_01717	Prat.g_00419
OG0000233	Syac.g_01713	Prat.g_00426
OG0000234	Syac.g_01699	Prat.g_00435
OG0000235	Syac.g_01905	Prat.g_00439
OG0000236	Syac.g_01890	Prat.g_00454
OG0000237	Syac.g_01873	Prat.g_00469
OG0000238	Syac.g_01868	Prat.g_00475
OG0000239	Syac.g_01852	Prat.g_00487
OG0000240	Syac.g_01851	Prat.g_00488
OG0000241	Syac.g_00970	Prat.g_00492
OG0000242	Syac.g_01839	Prat.g_00494
OG0000243	Syac.g_01821	Prat.g_00504
OG0000244	Syac.g_01814	Prat.g_00507
OG0000245	Syac.g_01811	Prat.g_00509
OG0000246	Syac.g_01807	Prat.g_00514, Prat.g_00513
OG0000247	Syac.g_01795	Prat.g_00525
OG0000248	Syac.g_01792	Prat.g_00528
OG0000249	Syac.g_01790	Prat.g_00530
OG0000250	Syac.g_01782	Prat.g_00536
OG0000251	Syac.g_01757	Prat.g_00553
OG0000252	Syac.g_01753	Prat.g_00556
OG0000253	Syac.g_01752	Prat.g_00557
OG0000254	Syac.g_00939	Prat.g_00574
OG0000255	Syac.g_00947	Prat.g_00581
OG0000256	Syac.g_00963	Prat.g_00591
OG0000257	Syac.g_00969	Prat.g_01097
OG0000258	Syac.g_00988	Prat.g_01081
OG0000259	Syac.g_01425	Prat.g_01064
OG0000260	Syac.g_01422	Prat.g_01061
OG0000261	Syac.g_01418	Prat.g_01058
OG0000262	Syac.g_01413	Prat.g_01054
OG0000263	Syac.g_01497	Prat.g_00754
OG0000264	Syac.g_00915	Prat.g_00765
OG0000265	Syac.g_00673	Prat.g_00788
OG0000266	Syac.g_01271	Prat.g_00801
OG0000267	Syac.g_01131	Prat.g_00814
OG0000268	Syac.g_01132	Prat.g_00815
OG0000269	Syac.g_01346	Prat.g_01042
OG0000270	Syac.g_01343	Prat.g_01039
OG0000271	Syac.g_01335	Prat.g_01031
OG0000272	Syac.g_01334	Prat.g_01030
OG0000273	Syac.g_00854	Prat.g_01007
OG0000274	Syac.g_00853	Prat.g_01006
OG0000275	Syac.g_00848	Prat.g_01004
OG0000276	Syac.g_00840	Prat.g_00999
OG0000277	Syac.g_00839	Prat.g_00998
OG0000278	Syac.g_00836	Prat.g_00995
OG0000279	Syac.g_00828	Prat.g_00988
OG0000280	Syac.g_00814	Prat.g_00987
OG0000281	Syac.g_02158	Prat.g_00980
OG0000282	Syac.g_01392	Prat.g_00718
OG0000283	Syac.g_01142	Prat.g_00868
OG0000284	Syac.g_01148	Prat.g_00873
OG0000285	Syac.g_01160	Prat.g_00879
OG0000286	Syac.g_01181	Prat.g_00895
OG0000287	Syac.g_01692, Syac.g_01209	Prat.g_00912
OG0000288	Syac.g_01240	Prat.g_00933
OG0000289	Syac.g_01254	Prat.g_00948
OG0000290	Syac.g_00881	Prat.g_00962
OG0000291	Syac.g_00883	Prat.g_00964
OG0000292	Syac.g_02487	Prat.g_01208
OG0000293	Syac.g_00754	Prat.g_01165
OG0000294	Syac.g_00755	Prat.g_01164
OG0000295	Syac.g_00796	Prat.g_01142
OG0000296	Syac.g_00798	Prat.g_01140
OG0000297	Syac.g_01475	Prat.g_01131
OG0000298	Syac.g_01476	Prat.g_01130
OG0000299	Syac.g_01503	Prat.g_01112
OG0000300	Syac.g_01510	Prat.g_01108
OG0000301	Syac.g_01511	Prat.g_01107
OG0000302	Syac.g_01512	Prat.g_01105
OG0000303	Syac.g_01520	Prat.g_01099
OG0000304	Syac.g_01526	Prat.g_00595
OG0000305	Syac.g_00886	Prat.g_01200
OG0000306	Syac.g_00810	Prat.g_00976
OG0000307	Syac.g_01924	Prat.g_01300
OG0000308	Syac.g_01926	Prat.g_01301
OG0000309	Syac.g_01931	Prat.g_01305
OG0000310	Syac.g_01607	Prat.g_01336
OG0000311	Syac.g_01611	Prat.g_01338
OG0000312	Syac.g_01619	Prat.g_01341
OG0000313	Syac.g_01638	Prat.g_01357
OG0000314	Syac.g_01665	Prat.g_01382
OG0000315	Syac.g_01675	Prat.g_01392
OG0000316	Syac.g_00601	Prat.g_01420
OG0000317	Syac.g_00552	Prat.g_01589
OG0000318	Syac.g_00543	Prat.g_01593
OG0000319	Syac.g_00525	Prat.g_01605
OG0000320	Syac.g_00523	Prat.g_01607
OG0000321	Syac.g_00522	Prat.g_01608
OG0000322	Syac.g_00521	Prat.g_01609
OG0000323	Syac.g_00506	Prat.g_01618
OG0000324	Syac.g_00648	Prat.g_01647
OG0000325	Syac.g_02190	Prat.g_01657
OG0000326	Syac.g_02183	Prat.g_01664
OG0000327	Syac.g_02137	Prat.g_01685
OG0000328	Syac.g_02136	Prat.g_01686
OG0000329	Syac.g_02119	Prat.g_01703
OG0000330	Syac.g_02118	Prat.g_01704
OG0000331	Syac.g_02117	Prat.g_01705
OG0000332	Syac.g_02103	Prat.g_01718
OG0000333	Syac.g_02100	Prat.g_01720
OG0000334	Syac.g_02090	Prat.g_01729
OG0000335	Syac.g_02085	Prat.g_01734
OG0000336	Syac.g_02081	Prat.g_01738
OG0000337	Syac.g_00199	Prat.g_01756
OG0000338	Syac.g_00196	Prat.g_01757
OG0000339	Syac.g_00190	Prat.g_01762
OG0000340	Syac.g_00178	Prat.g_01771
OG0000341	Syac.g_00176	Prat.g_01773
OG0000342	Syac.g_00175	Prat.g_01775
OG0000343	Syac.g_00174	Prat.g_01776
OG0000344	Syac.g_00170	Prat.g_01779
OG0000345	Syac.g_00160	Prat.g_01785
OG0000346	Syac.g_00155	Prat.g_01789
OG0000347	Syac.g_00129	Prat.g_01806
OG0000348	Syac.g_00070, Syac.g_00074	Prat.g_01814
OG0000349	Syac.g_00050	Prat.g_01832
OG0000350	Syac.g_02176	Prat.g_01853
OG0000351	Syac.g_02468	Prat.g_01873
OG0000352	Syac.g_02469	Prat.g_01874
OG0000353	Syac.g_02493	Prat.g_01892
OG0000354	Syac.g_01862	Prat.g_00845
OG0000355	Syac.g_00001	Prat.g_00001
OG0000356	Syac.g_00002	Prat.g_00002
OG0000357	Syac.g_00003	Prat.g_00003
OG0000358	Syac.g_00007	Prat.g_00007
OG0000359	Syac.g_00009	Prat.g_00008
OG0000360	Syac.g_00010	Prat.g_00009
OG0000361	Syac.g_00011	Prat.g_00010
OG0000362	Syac.g_00013	Prat.g_00013
OG0000363	Syac.g_00015	Prat.g_00015
OG0000364	Syac.g_00016	Prat.g_00016
OG0000365	Syac.g_00023	Prat.g_00021
OG0000366	Syac.g_00024	Prat.g_00022
OG0000367	Syac.g_00025	Prat.g_00023
OG0000368	Syac.g_00027	Prat.g_00025
OG0000369	Syac.g_00028	Prat.g_00026
OG0000370	Syac.g_00029	Prat.g_00027
OG0000371	Syac.g_00036	Prat.g_00034
OG0000372	Syac.g_00041	Prat.g_00036
OG0000373	Syac.g_00042	Prat.g_00037
OG0000374	Syac.g_00043	Prat.g_00038
OG0000375	Syac.g_00046	Prat.g_00042
OG0000376	Syac.g_00048	Prat.g_00044
OG0000377	Syac.g_02346	Prat.g_00048
OG0000378	Syac.g_02338	Prat.g_00052
OG0000379	Syac.g_02335	Prat.g_00055
OG0000380	Syac.g_00452	Prat.g_00062
OG0000381	Syac.g_00449	Prat.g_00067
OG0000382	Syac.g_00434	Prat.g_00079
OG0000383	Syac.g_00432	Prat.g_00081
OG0000384	Syac.g_00431	Prat.g_00082
OG0000385	Syac.g_00430	Prat.g_00083
OG0000386	Syac.g_00429	Prat.g_00084
OG0000387	Syac.g_00404	Prat.g_00096
OG0000388	Syac.g_00401	Prat.g_00100
OG0000389	Syac.g_00397	Prat.g_00103
OG0000390	Syac.g_00379	Prat.g_00112
OG0000391	Syac.g_00374	Prat.g_00115
OG0000392	Syac.g_00369	Prat.g_00118
OG0000393	Syac.g_00366	Prat.g_00122
OG0000394	Syac.g_00365	Prat.g_00123
OG0000395	Syac.g_00364	Prat.g_00124
OG0000396	Syac.g_00361	Prat.g_00126
OG0000397	Syac.g_00359	Prat.g_00128
OG0000398	Syac.g_00354	Prat.g_00131
OG0000399	Syac.g_00353	Prat.g_00132
OG0000400	Syac.g_00352	Prat.g_00133
OG0000401	Syac.g_00351	Prat.g_00134
OG0000402	Syac.g_00348	Prat.g_00601
OG0000403	Syac.g_00347	Prat.g_00136
OG0000404	Syac.g_00345	Prat.g_00137
OG0000405	Syac.g_00332	Prat.g_00141
OG0000406	Syac.g_00328	Prat.g_00146
OG0000407	Syac.g_00327	Prat.g_00147
OG0000408	Syac.g_00325	Prat.g_00149
OG0000409	Syac.g_00323	Prat.g_00151
OG0000410	Syac.g_00322	Prat.g_00152
OG0000411	Syac.g_00321	Prat.g_00153
OG0000412	Syac.g_00320	Prat.g_00154
OG0000413	Syac.g_00318	Prat.g_00156
OG0000414	Syac.g_00317	Prat.g_00157
OG0000415	Syac.g_00316	Prat.g_00158
OG0000416	Syac.g_00315	Prat.g_00159
OG0000417	Syac.g_00314	Prat.g_00160
OG0000418	Syac.g_00309	Prat.g_00165
OG0000419	Syac.g_00307	Prat.g_00167
OG0000420	Syac.g_00305	Prat.g_00169
OG0000421	Syac.g_00300	Prat.g_00174
OG0000422	Syac.g_00299	Prat.g_00175
OG0000423	Syac.g_00298	Prat.g_00176
OG0000424	Syac.g_00297	Prat.g_00177
OG0000425	Syac.g_00296	Prat.g_00178
OG0000426	Syac.g_00295	Prat.g_00179
OG0000427	Syac.g_00294	Prat.g_00180
OG0000428	Syac.g_02257	Prat.g_00182
OG0000429	Syac.g_02259	Prat.g_00183
OG0000430	Syac.g_02260	Prat.g_00184
OG0000431	Syac.g_02264	Prat.g_00186
OG0000432	Syac.g_02270	Prat.g_00190
OG0000433	Syac.g_02272	Prat.g_00191
OG0000434	Syac.g_02273	Prat.g_00192
OG0000435	Syac.g_02277	Prat.g_00193
OG0000436	Syac.g_02282	Prat.g_00198
OG0000437	Syac.g_02283	Prat.g_00199
OG0000438	Syac.g_02284	Prat.g_00200
OG0000439	Syac.g_02286	Prat.g_00202
OG0000440	Syac.g_02287	Prat.g_00203
OG0000441	Syac.g_02294	Prat.g_00206
OG0000442	Syac.g_02295	Prat.g_00207
OG0000443	Syac.g_02296	Prat.g_00208
OG0000444	Syac.g_02303	Prat.g_00213
OG0000445	Syac.g_02304	Prat.g_00214
OG0000446	Syac.g_02305	Prat.g_00215
OG0000447	Syac.g_02308	Prat.g_00216
OG0000448	Syac.g_02309	Prat.g_00217
OG0000449	Syac.g_02310	Prat.g_00218
OG0000450	Syac.g_02313	Prat.g_00219
OG0000451	Syac.g_02314	Prat.g_00220
OG0000452	Syac.g_02318	Prat.g_00223
OG0000453	Syac.g_02319	Prat.g_00224
OG0000454	Syac.g_02320	Prat.g_00225
OG0000455	Syac.g_02321	Prat.g_00226
OG0000456	Syac.g_02322	Prat.g_00227
OG0000457	Syac.g_02324	Prat.g_00229
OG0000458	Syac.g_02325	Prat.g_00230
OG0000459	Syac.g_02326	Prat.g_00231
OG0000460	Syac.g_01970	Prat.g_00240
OG0000461	Syac.g_02198	Prat.g_00249
OG0000462	Syac.g_02201	Prat.g_00250
OG0000463	Syac.g_02202	Prat.g_00251
OG0000464	Syac.g_02203	Prat.g_00252
OG0000465	Syac.g_02204	Prat.g_00253
OG0000466	Syac.g_02208	Prat.g_00256
OG0000467	Syac.g_02210	Prat.g_00257
OG0000468	Syac.g_02216	Prat.g_00260
OG0000469	Syac.g_02230	Prat.g_00269
OG0000470	Syac.g_02232	Prat.g_00271
OG0000471	Syac.g_02233	Prat.g_00272
OG0000472	Syac.g_02235	Prat.g_00273
OG0000473	Syac.g_02237	Prat.g_00275
OG0000474	Syac.g_02238	Prat.g_00276
OG0000475	Syac.g_02239	Prat.g_00277
OG0000476	Syac.g_02241	Prat.g_00279
OG0000477	Syac.g_02247	Prat.g_00282
OG0000478	Syac.g_02248	Prat.g_00283
OG0000479	Syac.g_02249	Prat.g_00284
OG0000480	Syac.g_00293	Prat.g_00290
OG0000481	Syac.g_00291	Prat.g_00292
OG0000482	Syac.g_00290	Prat.g_00293
OG0000483	Syac.g_00286	Prat.g_00296
OG0000484	Syac.g_00285	Prat.g_00297
OG0000485	Syac.g_00284	Prat.g_00298
OG0000486	Syac.g_00283	Prat.g_00299
OG0000487	Syac.g_00276	Prat.g_00303
OG0000488	Syac.g_00272	Prat.g_00306
OG0000489	Syac.g_00260	Prat.g_00311
OG0000490	Syac.g_00249	Prat.g_00315
OG0000491	Syac.g_00248	Prat.g_00316
OG0000492	Syac.g_00246	Prat.g_00318
OG0000493	Syac.g_00245	Prat.g_00319
OG0000494	Syac.g_00244	Prat.g_00320
OG0000495	Syac.g_00243	Prat.g_00321
OG0000496	Syac.g_00242	Prat.g_00322
OG0000497	Syac.g_00241	Prat.g_00323
OG0000498	Syac.g_00240	Prat.g_00324
OG0000499	Syac.g_00239	Prat.g_00325
OG0000500	Syac.g_00238	Prat.g_00326
OG0000501	Syac.g_00235	Prat.g_00328
OG0000502	Syac.g_00223	Prat.g_00331
OG0000503	Syac.g_02020	Prat.g_00348
OG0000504	Syac.g_02018	Prat.g_00350
OG0000505	Syac.g_02017	Prat.g_00351
OG0000506	Syac.g_02015	Prat.g_00352
OG0000507	Syac.g_02009	Prat.g_00355
OG0000508	Syac.g_02005	Prat.g_00359
OG0000509	Syac.g_02003	Prat.g_00361
OG0000510	Syac.g_02002	Prat.g_00362
OG0000511	Syac.g_02001	Prat.g_00363
OG0000512	Syac.g_01999	Prat.g_00365
OG0000513	Syac.g_01984	Prat.g_00373
OG0000514	Syac.g_01977	Prat.g_00390
OG0000515	Syac.g_01976	Prat.g_00391
OG0000516	Syac.g_00697	Prat.g_00392
OG0000517	Syac.g_00691	Prat.g_00395
OG0000518	Syac.g_00707	Prat.g_00407
OG0000519	Syac.g_00708	Prat.g_00408
OG0000520	Syac.g_00709	Prat.g_00410
OG0000521	Syac.g_01721	Prat.g_00415
OG0000522	Syac.g_01719	Prat.g_00417
OG0000523	Syac.g_01718	Prat.g_00418
OG0000524	Syac.g_01716	Prat.g_00424
OG0000525	Syac.g_01709	Prat.g_00428
OG0000526	Syac.g_01706	Prat.g_00429
OG0000527	Syac.g_01702	Prat.g_00432
OG0000528	Syac.g_01911	Prat.g_00438
OG0000529	Syac.g_01903	Prat.g_00441
OG0000530	Syac.g_01900	Prat.g_00444
OG0000531	Syac.g_01899	Prat.g_00445
OG0000532	Syac.g_01896	Prat.g_00447
OG0000533	Syac.g_01895	Prat.g_00448
OG0000534	Syac.g_01894	Prat.g_00449
OG0000535	Syac.g_01893	Prat.g_00450
OG0000536	Syac.g_01892	Prat.g_00451
OG0000537	Syac.g_01891	Prat.g_00453
OG0000538	Syac.g_01880	Prat.g_00463
OG0000539	Syac.g_01879	Prat.g_00464
OG0000540	Syac.g_01878	Prat.g_00465
OG0000541	Syac.g_01877	Prat.g_00466
OG0000542	Syac.g_01874	Prat.g_00468
OG0000543	Syac.g_01872	Prat.g_00470
OG0000544	Syac.g_01871	Prat.g_00471
OG0000545	Syac.g_01869	Prat.g_00473
OG0000546	Syac.g_01867	Prat.g_00476
OG0000547	Syac.g_01865	Prat.g_00478
OG0000548	Syac.g_01864	Prat.g_00479
OG0000549	Syac.g_01858	Prat.g_00482
OG0000550	Syac.g_01854	Prat.g_00486
OG0000551	Syac.g_01849	Prat.g_00489
OG0000552	Syac.g_01848	Prat.g_00490
OG0000553	Syac.g_01846	Prat.g_00491
OG0000554	Syac.g_01835	Prat.g_00496
OG0000555	Syac.g_01822	Prat.g_00503
OG0000556	Syac.g_01817	Prat.g_00505
OG0000557	Syac.g_01815	Prat.g_00506
OG0000558	Syac.g_01813	Prat.g_00508
OG0000559	Syac.g_01808	Prat.g_00512
OG0000560	Syac.g_01805	Prat.g_00516
OG0000561	Syac.g_01804	Prat.g_00517
OG0000562	Syac.g_01803	Prat.g_00518
OG0000563	Syac.g_01802	Prat.g_00519
OG0000564	Syac.g_01801	Prat.g_00520
OG0000565	Syac.g_01797	Prat.g_00523
OG0000566	Syac.g_01793	Prat.g_00527
OG0000567	Syac.g_01789	Prat.g_00531
OG0000568	Syac.g_01786	Prat.g_00532
OG0000569	Syac.g_01785	Prat.g_00533
OG0000570	Syac.g_01784	Prat.g_00534
OG0000571	Syac.g_01780	Prat.g_00537
OG0000572	Syac.g_01765	Prat.g_00549
OG0000573	Syac.g_01755	Prat.g_00554
OG0000574	Syac.g_01754	Prat.g_00555
OG0000575	Syac.g_01750	Prat.g_00559
OG0000576	Syac.g_01748	Prat.g_00561
OG0000577	Syac.g_01747	Prat.g_00562
OG0000578	Syac.g_01746	Prat.g_00563
OG0000579	Syac.g_01745	Prat.g_00564
OG0000580	Syac.g_01744	Prat.g_00565
