Orthogroup	Syac	Prau
OG0000090	Syac.g_01836	Prau.g_00573
OG0000091	Syac.g_00987	Prau.g_00682
OG0000093	Syac.g_01357	Prau.g_00983
OG0000094	Syac.g_01251	Prau.g_01070
OG0000095	Syac.g_00884	Prau.g_01089
OG0000097	Syac.g_01507	Prau.g_01247
OG0000098	Syac.g_02157	Prau.g_01391
OG0000099	Syac.g_00234	Prau.g_01435
OG0000100	Syac.g_01309	Prau.g_01605
OG0000101	Syac.g_02094	Prau.g_01869
OG0000102	Syac.g_00151	Prau.g_01930
OG0000103	Syac.g_02476	Prau.g_02009
OG0000104	Syac.g_02490	Prau.g_02018
OG0000105	Syac.g_02245	Prau.g_00276
OG0000106	Syac.g_01098	Prau.g_00373
OG0000107	Syac.g_02191	Prau.g_00389
OG0000108	Syac.g_01904	Prau.g_00521
OG0000109	Syac.g_01889	Prau.g_00535
OG0000110	Syac.g_01778	Prau.g_00614
OG0000111	Syac.g_00893	Prau.g_00739
OG0000112	Syac.g_01173	Prau.g_00818
OG0000113	Syac.g_01314	Prau.g_00876
OG0000114	Syac.g_01394	Prau.g_00956
OG0000115	Syac.g_01655	Prau.g_01148
OG0000116	Syac.g_00753	Prau.g_01197
OG0000117	Syac.g_01477	Prau.g_01318
OG0000118	Syac.g_01728	Prau.g_01383
OG0000120	Syac.g_00233	Prau.g_01430
OG0000121	Syac.g_01635	Prau.g_01533
OG0000122	Syac.g_01013	Prau.g_01571
OG0000123	Syac.g_02086	Prau.g_01876
OG0000124	Syac.g_00135	Prau.g_01941
OG0000125	Syac.g_02360	Prau.g_01978
OG0000126	Syac.g_02488	Prau.g_02017
OG0000127	Syac.g_01547	Prau.g_01292
OG0000128	Syac.g_00012	Prau.g_00011
OG0000129	Syac.g_02349	Prau.g_00051
OG0000130	Syac.g_00450	Prau.g_00071
OG0000131	Syac.g_00330	Prau.g_00146
OG0000132	Syac.g_00310	Prau.g_00165
OG0000133	Syac.g_01178	Prau.g_00324
OG0000134	Syac.g_01985	Prau.g_00359
OG0000135	Syac.g_02398	Prau.g_00386
OG0000136	Syac.g_00701	Prau.g_00482
OG0000137	Syac.g_01700	Prau.g_00516
OG0000138	Syac.g_01888	Prau.g_00536
OG0000139	Syac.g_01830	Prau.g_00577
OG0000140	Syac.g_01829	Prau.g_00578
OG0000141	Syac.g_00934	Prau.g_00645
OG0000142	Syac.g_00979	Prau.g_00675
OG0000143	Syac.g_00983	Prau.g_00679
OG0000144	Syac.g_01090	Prau.g_00692
OG0000145	Syac.g_01882	Prau.g_00816
OG0000146	Syac.g_01172	Prau.g_00819
OG0000147	Syac.g_01171	Prau.g_00820
OG0000148	Syac.g_01320	Prau.g_00870
OG0000149	Syac.g_00832	Prau.g_00900
OG0000150	Syac.g_00935	Prau.g_00909
OG0000151	Syac.g_01383	Prau.g_00966
OG0000152	Syac.g_01182	Prau.g_01015
OG0000153	Syac.g_01217	Prau.g_01034
OG0000154	Syac.g_01241	Prau.g_01063
OG0000155	Syac.g_00804	Prau.g_01226
OG0000156	Syac.g_00743	Prau.g_01359
OG0000157	Syac.g_00742	Prau.g_01360
OG0000158	Syac.g_00182	Prau.g_01436
OG0000160	Syac.g_01633	Prau.g_01532
OG0000161	Syac.g_01641	Prau.g_01538
OG0000162	Syac.g_01648	Prau.g_01544
OG0000163	Syac.g_00619	Prau.g_01578
OG0000164	Syac.g_00508	Prau.g_01756
OG0000165	Syac.g_00674	Prau.g_01763
OG0000166	Syac.g_02132	Prau.g_01833
OG0000167	Syac.g_00194	Prau.g_01899
OG0000168	Syac.g_00179	Prau.g_01909
OG0000169	Syac.g_00168	Prau.g_01919
OG0000170	Syac.g_00161	Prau.g_01921
OG0000171	Syac.g_00136	Prau.g_01940
OG0000172	Syac.g_00084	Prau.g_01949
OG0000173	Syac.g_00057	Prau.g_01964
OG0000174	Syac.g_02401	Prau.g_01991
OG0000175	Syac.g_02465	Prau.g_02001
OG0000176	Syac.g_00004	Prau.g_00004
OG0000177	Syac.g_00005	Prau.g_00005
OG0000178	Syac.g_00006	Prau.g_00006
OG0000179	Syac.g_00019	Prau.g_00016
OG0000180	Syac.g_00020	Prau.g_00017
OG0000181	Syac.g_00021	Prau.g_00018
OG0000182	Syac.g_00022	Prau.g_00019
OG0000183	Syac.g_00026	Prau.g_00023
OG0000184	Syac.g_02339	Prau.g_00054
OG0000185	Syac.g_02336	Prau.g_00057
OG0000186	Syac.g_00454	Prau.g_00066
OG0000187	Syac.g_00453	Prau.g_00067
OG0000188	Syac.g_00433	Prau.g_00083
OG0000189	Syac.g_00408	Prau.g_00097
OG0000190	Syac.g_00406	Prau.g_00098
OG0000191	Syac.g_00373	Prau.g_00118
OG0000192	Syac.g_00368	Prau.g_00122
OG0000193	Syac.g_00329	Prau.g_00147
OG0000194	Syac.g_00326	Prau.g_00150
OG0000195	Syac.g_00324	Prau.g_00152
OG0000196	Syac.g_00313	Prau.g_00162
OG0000197	Syac.g_00312	Prau.g_00163
OG0000198	Syac.g_00311	Prau.g_00164
OG0000199	Syac.g_00303	Prau.g_00171
OG0000200	Syac.g_02261	Prau.g_00185
OG0000201	Syac.g_02278	Prau.g_00193
OG0000202	Syac.g_02279	Prau.g_00194
OG0000203	Syac.g_02280	Prau.g_00195
OG0000204	Syac.g_02281	Prau.g_00196
OG0000205	Syac.g_02288	Prau.g_00203
OG0000206	Syac.g_02297	Prau.g_00208
OG0000207	Syac.g_02300	Prau.g_00210
OG0000208	Syac.g_02301	Prau.g_00211
OG0000209	Syac.g_02316	Prau.g_00220
OG0000210	Syac.g_02317	Prau.g_00221
OG0000211	Syac.g_01972	Prau.g_00234
OG0000212	Syac.g_01963	Prau.g_00241
OG0000213	Syac.g_02219	Prau.g_00259
OG0000214	Syac.g_02236	Prau.g_00269
OG0000215	Syac.g_00281	Prau.g_00294
OG0000216	Syac.g_00277	Prau.g_00296
OG0000217	Syac.g_00273	Prau.g_00299
OG0000218	Syac.g_00271	Prau.g_00301
OG0000219	Syac.g_00270	Prau.g_00302
OG0000220	Syac.g_00269	Prau.g_00303
OG0000221	Syac.g_00261	Prau.g_00304
OG0000222	Syac.g_00247	Prau.g_00312
OG0000223	Syac.g_00225	Prau.g_00325
OG0000224	Syac.g_00217	Prau.g_00327
OG0000225	Syac.g_02004	Prau.g_00348
OG0000226	Syac.g_02000	Prau.g_00352
OG0000227	Syac.g_01998	Prau.g_00354
OG0000228	Syac.g_01989	Prau.g_00357
OG0000229	Syac.g_00692	Prau.g_00477
OG0000230	Syac.g_00694	Prau.g_00479
OG0000231	Syac.g_00710	Prau.g_00490
OG0000232	Syac.g_01717	Prau.g_00499
OG0000233	Syac.g_01713	Prau.g_00505
OG0000234	Syac.g_01699	Prau.g_00517
OG0000235	Syac.g_01905	Prau.g_00520
OG0000236	Syac.g_01890	Prau.g_00534
OG0000237	Syac.g_01873	Prau.g_00547
OG0000238	Syac.g_01868	Prau.g_00553
OG0000239	Syac.g_01852	Prau.g_00565
OG0000240	Syac.g_01851	Prau.g_00566
OG0000241	Syac.g_00970	Prau.g_00570
OG0000242	Syac.g_01839	Prau.g_00572
OG0000243	Syac.g_01821	Prau.g_00583
OG0000244	Syac.g_01814	Prau.g_00586
OG0000245	Syac.g_01811	Prau.g_00588
OG0000246	Syac.g_01807	Prau.g_00592
OG0000247	Syac.g_01795	Prau.g_00602
OG0000248	Syac.g_01792	Prau.g_00604
OG0000249	Syac.g_01790	Prau.g_00606
OG0000250	Syac.g_01782	Prau.g_00611
OG0000251	Syac.g_01757	Prau.g_00629
OG0000252	Syac.g_01753	Prau.g_00632
OG0000253	Syac.g_01752	Prau.g_00633
OG0000254	Syac.g_00939	Prau.g_00649
OG0000255	Syac.g_00947	Prau.g_00655
OG0000256	Syac.g_00963	Prau.g_00667
OG0000257	Syac.g_00969	Prau.g_00670
OG0000258	Syac.g_00988	Prau.g_00683
OG0000259	Syac.g_01425	Prau.g_00700
OG0000260	Syac.g_01422	Prau.g_00703
OG0000261	Syac.g_01418	Prau.g_00705
OG0000262	Syac.g_01413	Prau.g_00709
OG0000263	Syac.g_01497	Prau.g_00721
OG0000264	Syac.g_00915	Prau.g_00731
OG0000265	Syac.g_00673	Prau.g_00755
OG0000266	Syac.g_01271	Prau.g_00765
OG0000267	Syac.g_01131	Prau.g_00776
OG0000268	Syac.g_01132	Prau.g_00777
OG0000269	Syac.g_01346	Prau.g_00849
OG0000270	Syac.g_01343	Prau.g_00852
OG0000271	Syac.g_01335	Prau.g_00860
OG0000272	Syac.g_01334	Prau.g_00861
OG0000273	Syac.g_00854	Prau.g_00884
OG0000274	Syac.g_00853	Prau.g_00885
OG0000275	Syac.g_00848	Prau.g_00887
OG0000276	Syac.g_00840	Prau.g_00892
OG0000277	Syac.g_00839	Prau.g_00893
OG0000278	Syac.g_00836	Prau.g_00896
OG0000279	Syac.g_00828	Prau.g_00904
OG0000280	Syac.g_00814	Prau.g_00905
OG0000281	Syac.g_02158	Prau.g_00910
OG0000282	Syac.g_01392	Prau.g_00958
OG0000283	Syac.g_01142	Prau.g_00992
OG0000284	Syac.g_01148	Prau.g_00997
OG0000285	Syac.g_01160	Prau.g_01002
OG0000286	Syac.g_01181	Prau.g_01014
OG0000287	Syac.g_01692, Syac.g_01209	Prau.g_01031
OG0000288	Syac.g_01240	Prau.g_01062
OG0000289	Syac.g_01254	Prau.g_01073
OG0000290	Syac.g_00881	Prau.g_01086
OG0000291	Syac.g_00883	Prau.g_01088
OG0000292	Syac.g_02487	Prau.g_01136
OG0000293	Syac.g_00754	Prau.g_01198
OG0000294	Syac.g_00755	Prau.g_01199
OG0000295	Syac.g_00796	Prau.g_01218
OG0000296	Syac.g_00798	Prau.g_01220
OG0000297	Syac.g_01475	Prau.g_01228
OG0000298	Syac.g_01476	Prau.g_01229
OG0000299	Syac.g_01503	Prau.g_01246
OG0000300	Syac.g_01510	Prau.g_01249
OG0000301	Syac.g_01511	Prau.g_01250
OG0000302	Syac.g_01512	Prau.g_01252
OG0000303	Syac.g_01520	Prau.g_01259
OG0000304	Syac.g_01526	Prau.g_01263
OG0000305	Syac.g_00886	Prau.g_01401
OG0000306	Syac.g_00810	Prau.g_01404
OG0000307	Syac.g_01924	Prau.g_01418
OG0000308	Syac.g_01926	Prau.g_01419
OG0000309	Syac.g_01931	Prau.g_01423
OG0000310	Syac.g_01607	Prau.g_01513
OG0000311	Syac.g_01611	Prau.g_01515
OG0000312	Syac.g_01619	Prau.g_01518
OG0000313	Syac.g_01638	Prau.g_01535
OG0000314	Syac.g_01665	Prau.g_01558
OG0000315	Syac.g_01675	Prau.g_01568
OG0000316	Syac.g_00601	Prau.g_01588
OG0000317	Syac.g_00552	Prau.g_01730
OG0000318	Syac.g_00543	Prau.g_01733
OG0000319	Syac.g_00525	Prau.g_01746
OG0000320	Syac.g_00523	Prau.g_01748
OG0000321	Syac.g_00522	Prau.g_01749
OG0000322	Syac.g_00521	Prau.g_01750
OG0000323	Syac.g_00506	Prau.g_01759
OG0000324	Syac.g_00648	Prau.g_01785
OG0000325	Syac.g_02190	Prau.g_01795
OG0000326	Syac.g_02183	Prau.g_01801
OG0000327	Syac.g_02137	Prau.g_01828
OG0000328	Syac.g_02136	Prau.g_01829
OG0000329	Syac.g_02119	Prau.g_01846
OG0000330	Syac.g_02118	Prau.g_01847
OG0000331	Syac.g_02117	Prau.g_01848
OG0000332	Syac.g_02103	Prau.g_01862
OG0000333	Syac.g_02100	Prau.g_01864
OG0000334	Syac.g_02090	Prau.g_01872
OG0000335	Syac.g_02085	Prau.g_01877
OG0000336	Syac.g_02081	Prau.g_01881
OG0000337	Syac.g_00199	Prau.g_01897
OG0000338	Syac.g_00196	Prau.g_01898
OG0000339	Syac.g_00190	Prau.g_01902
OG0000340	Syac.g_00178	Prau.g_01910
OG0000341	Syac.g_00176	Prau.g_01912
OG0000342	Syac.g_00175	Prau.g_01913
OG0000343	Syac.g_00174	Prau.g_01914
OG0000344	Syac.g_00170	Prau.g_01917
OG0000345	Syac.g_00160	Prau.g_01922
OG0000346	Syac.g_00155	Prau.g_01926
OG0000347	Syac.g_00129	Prau.g_01942
OG0000348	Syac.g_00070, Syac.g_00074	Prau.g_01952
OG0000349	Syac.g_00050	Prau.g_01969
OG0000350	Syac.g_02176	Prau.g_01987, Prau.g_01297
OG0000351	Syac.g_02468	Prau.g_02004
OG0000352	Syac.g_02469	Prau.g_02005
OG0000353	Syac.g_02493	Prau.g_02021
OG0000355	Syac.g_00001	Prau.g_00001
OG0000356	Syac.g_00002	Prau.g_00002
OG0000357	Syac.g_00003	Prau.g_00003
OG0000358	Syac.g_00007	Prau.g_00007
OG0000359	Syac.g_00009	Prau.g_00008
OG0000360	Syac.g_00010	Prau.g_00009
OG0000361	Syac.g_00011	Prau.g_00010
OG0000362	Syac.g_00013	Prau.g_00012
OG0000363	Syac.g_00015	Prau.g_00014
OG0000364	Syac.g_00016	Prau.g_00015
OG0000365	Syac.g_00023	Prau.g_00020
OG0000366	Syac.g_00024	Prau.g_00021
OG0000367	Syac.g_00025	Prau.g_00022
OG0000368	Syac.g_00027	Prau.g_00024
OG0000369	Syac.g_00028	Prau.g_00025
OG0000370	Syac.g_00029	Prau.g_00026
OG0000371	Syac.g_00036	Prau.g_00031
OG0000372	Syac.g_00041	Prau.g_00034
OG0000373	Syac.g_00042	Prau.g_00035
OG0000374	Syac.g_00043	Prau.g_00036
OG0000375	Syac.g_00046	Prau.g_00047
OG0000376	Syac.g_00048	Prau.g_00049
OG0000377	Syac.g_02346	Prau.g_00053
OG0000378	Syac.g_02338	Prau.g_00055
OG0000379	Syac.g_02335	Prau.g_00058
OG0000380	Syac.g_00452	Prau.g_00068
OG0000381	Syac.g_00449	Prau.g_00072
OG0000382	Syac.g_00434	Prau.g_00082
OG0000383	Syac.g_00432	Prau.g_00084
OG0000384	Syac.g_00431	Prau.g_00085
OG0000385	Syac.g_00430	Prau.g_00086
OG0000386	Syac.g_00429	Prau.g_00087
OG0000387	Syac.g_00404	Prau.g_00100
OG0000388	Syac.g_00401	Prau.g_00103
OG0000389	Syac.g_00397	Prau.g_00107
OG0000390	Syac.g_00379	Prau.g_00114
OG0000391	Syac.g_00374	Prau.g_00117
OG0000392	Syac.g_00369	Prau.g_00121
OG0000393	Syac.g_00366	Prau.g_00123
OG0000394	Syac.g_00365	Prau.g_00124
OG0000395	Syac.g_00364	Prau.g_00125
OG0000396	Syac.g_00361	Prau.g_00128
OG0000397	Syac.g_00359	Prau.g_00130
OG0000398	Syac.g_00354	Prau.g_00132
OG0000399	Syac.g_00353	Prau.g_00133
OG0000400	Syac.g_00352	Prau.g_00134
OG0000401	Syac.g_00351	Prau.g_00135
OG0000402	Syac.g_00348	Prau.g_00137
OG0000403	Syac.g_00347	Prau.g_00138
OG0000404	Syac.g_00345	Prau.g_00139
OG0000405	Syac.g_00332	Prau.g_00143
OG0000406	Syac.g_00328	Prau.g_00148
OG0000407	Syac.g_00327	Prau.g_00149
OG0000408	Syac.g_00325	Prau.g_00151
OG0000409	Syac.g_00323	Prau.g_00153
OG0000410	Syac.g_00322	Prau.g_00154
OG0000411	Syac.g_00321	Prau.g_00155
OG0000412	Syac.g_00320	Prau.g_00156
OG0000413	Syac.g_00318	Prau.g_00157
OG0000414	Syac.g_00317	Prau.g_00158
OG0000415	Syac.g_00316	Prau.g_00159
OG0000416	Syac.g_00315	Prau.g_00160
OG0000417	Syac.g_00314	Prau.g_00161
OG0000418	Syac.g_00309	Prau.g_00166
OG0000419	Syac.g_00307	Prau.g_00168
OG0000420	Syac.g_00305	Prau.g_00169
OG0000421	Syac.g_00300	Prau.g_00174
OG0000422	Syac.g_00299	Prau.g_00175
OG0000423	Syac.g_00298	Prau.g_00176
OG0000424	Syac.g_00297	Prau.g_00177
OG0000425	Syac.g_00296	Prau.g_00178
OG0000426	Syac.g_00295	Prau.g_00179
OG0000427	Syac.g_00294	Prau.g_00180
OG0000428	Syac.g_02257	Prau.g_00182
OG0000429	Syac.g_02259	Prau.g_00183
OG0000430	Syac.g_02260	Prau.g_00184
OG0000431	Syac.g_02264	Prau.g_00186
OG0000432	Syac.g_02270	Prau.g_00189
OG0000433	Syac.g_02272	Prau.g_00190
OG0000434	Syac.g_02273	Prau.g_00191
OG0000435	Syac.g_02277	Prau.g_00192
OG0000436	Syac.g_02282	Prau.g_00197
OG0000437	Syac.g_02283	Prau.g_00198
OG0000438	Syac.g_02284	Prau.g_00199
OG0000439	Syac.g_02286	Prau.g_00201
OG0000440	Syac.g_02287	Prau.g_00202
OG0000441	Syac.g_02294	Prau.g_00205
OG0000442	Syac.g_02295	Prau.g_00206
OG0000443	Syac.g_02296	Prau.g_00207
OG0000444	Syac.g_02303	Prau.g_00212
OG0000445	Syac.g_02304	Prau.g_00213
OG0000446	Syac.g_02305	Prau.g_00214
OG0000447	Syac.g_02308	Prau.g_00215
OG0000448	Syac.g_02309	Prau.g_00216
OG0000449	Syac.g_02310	Prau.g_00217
OG0000450	Syac.g_02313	Prau.g_00218
OG0000451	Syac.g_02314	Prau.g_00219
OG0000452	Syac.g_02318	Prau.g_00222
OG0000453	Syac.g_02319	Prau.g_00223
OG0000454	Syac.g_02320	Prau.g_00224
OG0000455	Syac.g_02321	Prau.g_00225
OG0000456	Syac.g_02322	Prau.g_00226
OG0000457	Syac.g_02324	Prau.g_00227
OG0000458	Syac.g_02325	Prau.g_00228
OG0000459	Syac.g_02326	Prau.g_00229
OG0000460	Syac.g_01970	Prau.g_00236
OG0000461	Syac.g_02198	Prau.g_00244
OG0000462	Syac.g_02201	Prau.g_00246
OG0000463	Syac.g_02202	Prau.g_00247
OG0000464	Syac.g_02203	Prau.g_00248
OG0000465	Syac.g_02204	Prau.g_00249
OG0000466	Syac.g_02208	Prau.g_00252
OG0000467	Syac.g_02210	Prau.g_00253
OG0000468	Syac.g_02216	Prau.g_00255
OG0000469	Syac.g_02230	Prau.g_00264
OG0000470	Syac.g_02232	Prau.g_00266
OG0000471	Syac.g_02233	Prau.g_00267
OG0000472	Syac.g_02235	Prau.g_00268
OG0000473	Syac.g_02237	Prau.g_00270
OG0000474	Syac.g_02238	Prau.g_00271
OG0000475	Syac.g_02239	Prau.g_00272
OG0000476	Syac.g_02241	Prau.g_00273
OG0000477	Syac.g_02247	Prau.g_00277
OG0000478	Syac.g_02248	Prau.g_00278
OG0000479	Syac.g_02249	Prau.g_00279
OG0000480	Syac.g_00293	Prau.g_00284
OG0000481	Syac.g_00291	Prau.g_00286
OG0000482	Syac.g_00290	Prau.g_00287
OG0000483	Syac.g_00286	Prau.g_00290
OG0000484	Syac.g_00285	Prau.g_00291
OG0000485	Syac.g_00284	Prau.g_00292
OG0000486	Syac.g_00283	Prau.g_00293
OG0000487	Syac.g_00276	Prau.g_00297
OG0000488	Syac.g_00272	Prau.g_00300
OG0000489	Syac.g_00260	Prau.g_00305
OG0000490	Syac.g_00249	Prau.g_00310
OG0000491	Syac.g_00248	Prau.g_00311
OG0000492	Syac.g_00246	Prau.g_00313
OG0000493	Syac.g_00245	Prau.g_00314
OG0000494	Syac.g_00244	Prau.g_00315
OG0000495	Syac.g_00243	Prau.g_00316
OG0000496	Syac.g_00242	Prau.g_00317
OG0000497	Syac.g_00241	Prau.g_00318
OG0000498	Syac.g_00240	Prau.g_00319
OG0000499	Syac.g_00239	Prau.g_00320
OG0000500	Syac.g_00238	Prau.g_00321
OG0000501	Syac.g_00235	Prau.g_00323
OG0000502	Syac.g_00223	Prau.g_00326
OG0000503	Syac.g_02020	Prau.g_00336
OG0000504	Syac.g_02018	Prau.g_00337
OG0000505	Syac.g_02017	Prau.g_00338
OG0000506	Syac.g_02015	Prau.g_00340
OG0000507	Syac.g_02009	Prau.g_00343
OG0000508	Syac.g_02005	Prau.g_00347
OG0000509	Syac.g_02003	Prau.g_00349
OG0000510	Syac.g_02002	Prau.g_00350
OG0000511	Syac.g_02001	Prau.g_00351
OG0000512	Syac.g_01999	Prau.g_00353
OG0000513	Syac.g_01984	Prau.g_00360
OG0000514	Syac.g_01977	Prau.g_00472
OG0000515	Syac.g_01976	Prau.g_00473
OG0000516	Syac.g_00697	Prau.g_00474
OG0000517	Syac.g_00691	Prau.g_00476
OG0000518	Syac.g_00707	Prau.g_00487
OG0000519	Syac.g_00708	Prau.g_00488
OG0000520	Syac.g_00709	Prau.g_00489
OG0000521	Syac.g_01721	Prau.g_00494
OG0000522	Syac.g_01719	Prau.g_00496
OG0000523	Syac.g_01718	Prau.g_00497
OG0000524	Syac.g_01716	Prau.g_00503
OG0000525	Syac.g_01709	Prau.g_00506
OG0000526	Syac.g_01706	Prau.g_00507
OG0000527	Syac.g_01702	Prau.g_00514
OG0000528	Syac.g_01911	Prau.g_00519
OG0000529	Syac.g_01903	Prau.g_00522
OG0000530	Syac.g_01900	Prau.g_00525
OG0000531	Syac.g_01899	Prau.g_00526
OG0000532	Syac.g_01896	Prau.g_00528
OG0000533	Syac.g_01895	Prau.g_00529
OG0000534	Syac.g_01894	Prau.g_00530
OG0000535	Syac.g_01893	Prau.g_00531
OG0000536	Syac.g_01892	Prau.g_00532
OG0000537	Syac.g_01891	Prau.g_00533
OG0000538	Syac.g_01880	Prau.g_00541
OG0000539	Syac.g_01879	Prau.g_00542
OG0000540	Syac.g_01878	Prau.g_00543
OG0000541	Syac.g_01877	Prau.g_00544
OG0000542	Syac.g_01874	Prau.g_00546
OG0000543	Syac.g_01872	Prau.g_00548
OG0000544	Syac.g_01871	Prau.g_00549
OG0000545	Syac.g_01869	Prau.g_00551
OG0000546	Syac.g_01867	Prau.g_00554
OG0000547	Syac.g_01865	Prau.g_00556
OG0000548	Syac.g_01864	Prau.g_00557
OG0000549	Syac.g_01858	Prau.g_00559
OG0000550	Syac.g_01854	Prau.g_00564
OG0000551	Syac.g_01849	Prau.g_00567
OG0000552	Syac.g_01848	Prau.g_00568
OG0000553	Syac.g_01846	Prau.g_00569
OG0000554	Syac.g_01835	Prau.g_00574
OG0000555	Syac.g_01822	Prau.g_00582
OG0000556	Syac.g_01817	Prau.g_00584
OG0000557	Syac.g_01815	Prau.g_00585
OG0000558	Syac.g_01813	Prau.g_00587
OG0000559	Syac.g_01808	Prau.g_00591
OG0000560	Syac.g_01805	Prau.g_00594
OG0000561	Syac.g_01804	Prau.g_00595
OG0000562	Syac.g_01803	Prau.g_00596
OG0000563	Syac.g_01802	Prau.g_00597
OG0000564	Syac.g_01801	Prau.g_00598
OG0000565	Syac.g_01797	Prau.g_00601
OG0000566	Syac.g_01793	Prau.g_00603
OG0000567	Syac.g_01789	Prau.g_00607
OG0000568	Syac.g_01786	Prau.g_00608
OG0000569	Syac.g_01785	Prau.g_00609
OG0000570	Syac.g_01784	Prau.g_00610
OG0000571	Syac.g_01780	Prau.g_00612
OG0000572	Syac.g_01765	Prau.g_00625
OG0000573	Syac.g_01755	Prau.g_00630
OG0000574	Syac.g_01754	Prau.g_00631
OG0000575	Syac.g_01750	Prau.g_00635
OG0000576	Syac.g_01748	Prau.g_00637
OG0000577	Syac.g_01747	Prau.g_00638
OG0000578	Syac.g_01746	Prau.g_00639
OG0000579	Syac.g_01745	Prau.g_00640
OG0000580	Syac.g_01744	Prau.g_00641
OG0000581	Syac.g_01738	Prau.g_00643
