Orthogroup	Syac	Syaq
OG0000129	Syac.g_02349	Syaq.g_01269
OG0000130	Syac.g_00450	Syaq.g_01559
OG0000131	Syac.g_00330	Syaq.g_01427, Syaq.g_01424
OG0000132	Syac.g_00310	Syaq.g_01404
OG0000133	Syac.g_01178	Syaq.g_02481
OG0000134	Syac.g_01985	Syaq.g_00526
OG0000135	Syac.g_02398	Syaq.g_01227
OG0000136	Syac.g_00701	Syaq.g_00496
OG0000137	Syac.g_01700	Syaq.g_00442
OG0000138	Syac.g_01888	Syaq.g_01789
OG0000139	Syac.g_01830	Syaq.g_01844
OG0000140	Syac.g_01829	Syaq.g_01848
OG0000141	Syac.g_00934	Syaq.g_02010
OG0000142	Syac.g_00979	Syaq.g_02082
OG0000143	Syac.g_00983	Syaq.g_02086
OG0000144	Syac.g_01090	Syaq.g_02152
OG0000145	Syac.g_01882	Syaq.g_01796
OG0000146	Syac.g_01172	Syaq.g_02475
OG0000147	Syac.g_01171	Syaq.g_02474
OG0000148	Syac.g_01320	Syaq.g_02359
OG0000149	Syac.g_00832	Syaq.g_02395
OG0000150	Syac.g_00935	Syaq.g_02011
OG0000151	Syac.g_01383	Syaq.g_02283
OG0000152	Syac.g_01182	Syaq.g_02485
OG0000153	Syac.g_01217	Syaq.g_02518
OG0000154	Syac.g_01241	Syaq.g_00066
OG0000155	Syac.g_00804	Syaq.g_00212
OG0000156	Syac.g_00743	Syaq.g_00281
OG0000157	Syac.g_00742	Syaq.g_00282
OG0000158	Syac.g_00182	Syaq.g_01003
OG0000160	Syac.g_01633	Syaq.g_00374
OG0000161	Syac.g_01641	Syaq.g_00382
OG0000162	Syac.g_01648	Syaq.g_00389
OG0000163	Syac.g_00619	Syaq.g_01730
OG0000164	Syac.g_00508	Syaq.g_01642
OG0000165	Syac.g_00674	Syaq.g_01630
OG0000166	Syac.g_02132	Syaq.g_00647
OG0000167	Syac.g_00194	Syaq.g_00983
OG0000168	Syac.g_00179	Syaq.g_01004
OG0000169	Syac.g_00168	Syaq.g_01016
OG0000170	Syac.g_00161	Syaq.g_01023
OG0000171	Syac.g_00136	Syaq.g_01052
OG0000172	Syac.g_00084	Syaq.g_01074
OG0000173	Syac.g_00057	Syaq.g_01092
OG0000174	Syac.g_02401	Syaq.g_01224
OG0000175	Syac.g_02465	Syaq.g_01183
OG0000176	Syac.g_00004	Syaq.g_01146
OG0000177	Syac.g_00005	Syaq.g_01145
OG0000178	Syac.g_00006	Syaq.g_01144
OG0000179	Syac.g_00019	Syaq.g_01129
OG0000180	Syac.g_00020	Syaq.g_01128
OG0000181	Syac.g_00021	Syaq.g_01127
OG0000182	Syac.g_00022	Syaq.g_01126
OG0000183	Syac.g_00026	Syaq.g_01122
OG0000184	Syac.g_02339	Syaq.g_01277
OG0000185	Syac.g_02336	Syaq.g_01290
OG0000186	Syac.g_00454	Syaq.g_01563
OG0000187	Syac.g_00453	Syaq.g_01561
OG0000188	Syac.g_00433	Syaq.g_01539
OG0000189	Syac.g_00408	Syaq.g_01499, Syaq.g_00122
OG0000190	Syac.g_00406	Syaq.g_01497
OG0000191	Syac.g_00373	Syaq.g_01467
OG0000192	Syac.g_00368	Syaq.g_01462
OG0000193	Syac.g_00329	Syaq.g_01423
OG0000194	Syac.g_00326	Syaq.g_01420
OG0000195	Syac.g_00324	Syaq.g_01418
OG0000196	Syac.g_00313	Syaq.g_01407
OG0000197	Syac.g_00312	Syaq.g_01406
OG0000198	Syac.g_00311	Syaq.g_01405
OG0000199	Syac.g_00303	Syaq.g_01398
OG0000200	Syac.g_02261	Syaq.g_01382
OG0000201	Syac.g_02278	Syaq.g_01365
OG0000202	Syac.g_02279	Syaq.g_01364
OG0000203	Syac.g_02280	Syaq.g_01363
OG0000204	Syac.g_02281	Syaq.g_01362
OG0000205	Syac.g_02288	Syaq.g_01355
OG0000206	Syac.g_02297	Syaq.g_01345
OG0000207	Syac.g_02300	Syaq.g_01338
OG0000208	Syac.g_02301	Syaq.g_01337
OG0000209	Syac.g_02316	Syaq.g_01310
OG0000210	Syac.g_02317	Syaq.g_01309
OG0000211	Syac.g_01972	Syaq.g_01570
OG0000212	Syac.g_01963	Syaq.g_01586
OG0000213	Syac.g_02219	Syaq.g_00729
OG0000214	Syac.g_02236	Syaq.g_00745
OG0000215	Syac.g_00281	Syaq.g_00777
OG0000216	Syac.g_00277	Syaq.g_00781
OG0000217	Syac.g_00273	Syaq.g_00844
OG0000218	Syac.g_00271	Syaq.g_00846
OG0000219	Syac.g_00270	Syaq.g_00847
OG0000220	Syac.g_00269	Syaq.g_00848
OG0000221	Syac.g_00261	Syaq.g_00856
OG0000222	Syac.g_00247	Syaq.g_00868
OG0000223	Syac.g_00225	Syaq.g_00946
OG0000224	Syac.g_00217	Syaq.g_00950
OG0000225	Syac.g_02004	Syaq.g_00543
OG0000226	Syac.g_02000	Syaq.g_00536
OG0000227	Syac.g_01998	Syaq.g_00534
OG0000228	Syac.g_01989	Syaq.g_00531
OG0000229	Syac.g_00692	Syaq.g_00501
OG0000230	Syac.g_00694	Syaq.g_00499
OG0000231	Syac.g_00710	Syaq.g_00485
OG0000232	Syac.g_01717	Syaq.g_00472
OG0000233	Syac.g_01713	Syaq.g_00464
OG0000234	Syac.g_01699	Syaq.g_00440
OG0000235	Syac.g_01905	Syaq.g_01771
OG0000236	Syac.g_01890	Syaq.g_01787
OG0000237	Syac.g_01873	Syaq.g_01805
OG0000238	Syac.g_01868	Syaq.g_01810
OG0000239	Syac.g_01852	Syaq.g_01826
OG0000240	Syac.g_01851	Syaq.g_01827
OG0000241	Syac.g_00970	Syaq.g_02074
OG0000242	Syac.g_01839	Syaq.g_01836
OG0000243	Syac.g_01821	Syaq.g_01922
OG0000244	Syac.g_01814	Syaq.g_01928
OG0000245	Syac.g_01811	Syaq.g_01930
OG0000246	Syac.g_01807	Syaq.g_01934
OG0000247	Syac.g_01795	Syaq.g_01945
OG0000248	Syac.g_01792	Syaq.g_01948
OG0000249	Syac.g_01790	Syaq.g_01950
OG0000250	Syac.g_01782	Syaq.g_01958
OG0000251	Syac.g_01757	Syaq.g_01984
OG0000252	Syac.g_01753	Syaq.g_01987
OG0000253	Syac.g_01752	Syaq.g_01989
OG0000254	Syac.g_00939	Syaq.g_02016
OG0000255	Syac.g_00947	Syaq.g_02041
OG0000256	Syac.g_00963	Syaq.g_02068
OG0000257	Syac.g_00969	Syaq.g_02073
OG0000258	Syac.g_00988	Syaq.g_02095
OG0000259	Syac.g_01425	Syaq.g_02239
OG0000260	Syac.g_01422	Syaq.g_02242
OG0000261	Syac.g_01418	Syaq.g_02245
OG0000262	Syac.g_01413	Syaq.g_02250
OG0000263	Syac.g_01497	Syaq.g_00185
OG0000264	Syac.g_00915	Syaq.g_02582
OG0000266	Syac.g_01271	Syaq.g_00037
OG0000267	Syac.g_01131	Syaq.g_02430
OG0000268	Syac.g_01132	Syaq.g_02431
OG0000269	Syac.g_01346	Syaq.g_02335
OG0000270	Syac.g_01343	Syaq.g_02338
OG0000271	Syac.g_01335	Syaq.g_02346
OG0000272	Syac.g_01334	Syaq.g_02347
OG0000273	Syac.g_00854	Syaq.g_02376
OG0000274	Syac.g_00853	Syaq.g_02377
OG0000275	Syac.g_00848	Syaq.g_02380
OG0000276	Syac.g_00840	Syaq.g_02387
OG0000277	Syac.g_00839	Syaq.g_02388
OG0000278	Syac.g_00836	Syaq.g_02391
OG0000279	Syac.g_00828	Syaq.g_02401
OG0000280	Syac.g_00814	Syaq.g_02410
OG0000281	Syac.g_02158	Syaq.g_02224
OG0000282	Syac.g_01392	Syaq.g_02271
OG0000283	Syac.g_01142	Syaq.g_02445
OG0000284	Syac.g_01148	Syaq.g_02450
OG0000285	Syac.g_01160	Syaq.g_02466
OG0000286	Syac.g_01181	Syaq.g_02484
OG0000287	Syac.g_01209	Syaq.g_02511
OG0000288	Syac.g_01240	Syaq.g_00067
OG0000289	Syac.g_01254	Syaq.g_00053
OG0000290	Syac.g_00881	Syaq.g_02682
OG0000291	Syac.g_00883	Syaq.g_02680
OG0000292	Syac.g_02487	Syaq.g_01157
OG0000293	Syac.g_00754	Syaq.g_00262
OG0000294	Syac.g_00755	Syaq.g_00261
OG0000295	Syac.g_00796	Syaq.g_00220
OG0000296	Syac.g_00798	Syaq.g_00218
OG0000299	Syac.g_01503	Syaq.g_00171
OG0000300	Syac.g_01510	Syaq.g_00164
OG0000301	Syac.g_01511	Syaq.g_00163
OG0000302	Syac.g_01512	Syaq.g_00162
OG0000303	Syac.g_01520	Syaq.g_00152
OG0000304	Syac.g_01526	Syaq.g_00146
OG0000305	Syac.g_00886	Syaq.g_02677
OG0000306	Syac.g_00810	Syaq.g_01861
OG0000307	Syac.g_01924	Syaq.g_01754
OG0000308	Syac.g_01926	Syaq.g_01752
OG0000309	Syac.g_01931	Syaq.g_01747
OG0000310	Syac.g_01607	Syaq.g_00347
OG0000311	Syac.g_01611	Syaq.g_00352
OG0000312	Syac.g_01619	Syaq.g_00359
OG0000313	Syac.g_01638	Syaq.g_00379
OG0000314	Syac.g_01665	Syaq.g_00408
OG0000315	Syac.g_01675	Syaq.g_00418
OG0000316	Syac.g_00601	Syaq.g_01716
OG0000317	Syac.g_00552	Syaq.g_01675
OG0000318	Syac.g_00543	Syaq.g_01672
OG0000319	Syac.g_00525	Syaq.g_01657
OG0000320	Syac.g_00523	Syaq.g_01655
OG0000321	Syac.g_00522	Syaq.g_01654
OG0000322	Syac.g_00521	Syaq.g_01653
OG0000323	Syac.g_00506	Syaq.g_01638
OG0000324	Syac.g_00648	Syaq.g_01605
OG0000325	Syac.g_02190	Syaq.g_00693
OG0000326	Syac.g_02183	Syaq.g_00686
OG0000327	Syac.g_02137	Syaq.g_00652
OG0000328	Syac.g_02136	Syaq.g_00651
OG0000329	Syac.g_02119	Syaq.g_00633
OG0000330	Syac.g_02118	Syaq.g_00632
OG0000331	Syac.g_02117	Syaq.g_00631
OG0000332	Syac.g_02103	Syaq.g_00616
OG0000333	Syac.g_02100	Syaq.g_00613
OG0000334	Syac.g_02090	Syaq.g_00603
OG0000335	Syac.g_02085	Syaq.g_00598
OG0000336	Syac.g_02081	Syaq.g_00594
OG0000337	Syac.g_00199	Syaq.g_00975
OG0000338	Syac.g_00196	Syaq.g_00981
OG0000339	Syac.g_00190	Syaq.g_00988
OG0000340	Syac.g_00178	Syaq.g_01005
OG0000341	Syac.g_00176	Syaq.g_01007
OG0000342	Syac.g_00175	Syaq.g_01008
OG0000343	Syac.g_00174	Syaq.g_01010
OG0000344	Syac.g_00170	Syaq.g_01014
OG0000345	Syac.g_00160	Syaq.g_01024
OG0000346	Syac.g_00155	Syaq.g_01029
OG0000347	Syac.g_00129	Syaq.g_01057
OG0000348	Syac.g_00070, Syac.g_00074	Syaq.g_01070
OG0000349	Syac.g_00050	Syaq.g_01099
OG0000350	Syac.g_02176	Syaq.g_00679
OG0000351	Syac.g_02468	Syaq.g_01179
OG0000352	Syac.g_02469	Syaq.g_01178
OG0000353	Syac.g_02493	Syaq.g_01151
OG0000354	Syac.g_01862	Syaq.g_01816
OG0000355	Syac.g_00001	Syaq.g_01149
OG0000356	Syac.g_00002	Syaq.g_01148
OG0000357	Syac.g_00003	Syaq.g_01147
OG0000358	Syac.g_00007	Syaq.g_01143
OG0000359	Syac.g_00009	Syaq.g_01141
OG0000360	Syac.g_00010	Syaq.g_01140
OG0000361	Syac.g_00011	Syaq.g_01139
OG0000362	Syac.g_00013	Syaq.g_01137
OG0000363	Syac.g_00015	Syaq.g_01135
OG0000364	Syac.g_00016	Syaq.g_01134
OG0000365	Syac.g_00023	Syaq.g_01125
OG0000366	Syac.g_00024	Syaq.g_01124
OG0000367	Syac.g_00025	Syaq.g_01123
OG0000368	Syac.g_00027	Syaq.g_01121
OG0000369	Syac.g_00028	Syaq.g_01120
OG0000370	Syac.g_00029	Syaq.g_01119
OG0000371	Syac.g_00036	Syaq.g_01111
OG0000372	Syac.g_00041	Syaq.g_01106
OG0000373	Syac.g_00042	Syaq.g_01105
OG0000374	Syac.g_00043	Syaq.g_01104
OG0000375	Syac.g_00046	Syaq.g_01103
OG0000376	Syac.g_00048	Syaq.g_01101
OG0000377	Syac.g_02346	Syaq.g_01270
OG0000378	Syac.g_02338	Syaq.g_01286
OG0000379	Syac.g_02335	Syaq.g_01291
OG0000380	Syac.g_00452	Syaq.g_01560
OG0000381	Syac.g_00449	Syaq.g_01558
OG0000382	Syac.g_00434	Syaq.g_01540
OG0000383	Syac.g_00432	Syaq.g_01535
OG0000384	Syac.g_00431	Syaq.g_01534
OG0000385	Syac.g_00430	Syaq.g_01533
OG0000386	Syac.g_00429	Syaq.g_01532
OG0000387	Syac.g_00404	Syaq.g_01495
OG0000388	Syac.g_00401	Syaq.g_01491
OG0000389	Syac.g_00397	Syaq.g_01488
OG0000390	Syac.g_00379	Syaq.g_01473
OG0000391	Syac.g_00374	Syaq.g_01468
OG0000392	Syac.g_00369	Syaq.g_01463
OG0000393	Syac.g_00366	Syaq.g_01460
OG0000394	Syac.g_00365	Syaq.g_01459
OG0000395	Syac.g_00364	Syaq.g_01458
OG0000396	Syac.g_00361	Syaq.g_01455
OG0000397	Syac.g_00359	Syaq.g_01453
OG0000398	Syac.g_00354	Syaq.g_01448
OG0000399	Syac.g_00353	Syaq.g_01447
OG0000400	Syac.g_00352	Syaq.g_01446
OG0000401	Syac.g_00351	Syaq.g_01445
OG0000402	Syac.g_00348	Syaq.g_01443
OG0000403	Syac.g_00347	Syaq.g_01442
OG0000404	Syac.g_00345	Syaq.g_01440
OG0000405	Syac.g_00332	Syaq.g_01429
OG0000406	Syac.g_00328	Syaq.g_01422
OG0000407	Syac.g_00327	Syaq.g_01421
OG0000408	Syac.g_00325	Syaq.g_01419
OG0000409	Syac.g_00323	Syaq.g_01417
OG0000410	Syac.g_00322	Syaq.g_01416
OG0000411	Syac.g_00321	Syaq.g_01415
OG0000412	Syac.g_00320	Syaq.g_01414
OG0000413	Syac.g_00318	Syaq.g_01412
OG0000414	Syac.g_00317	Syaq.g_01411
OG0000415	Syac.g_00316	Syaq.g_01410
OG0000416	Syac.g_00315	Syaq.g_01409
OG0000417	Syac.g_00314	Syaq.g_01408
OG0000418	Syac.g_00309	Syaq.g_01403
OG0000419	Syac.g_00307	Syaq.g_01401
OG0000420	Syac.g_00305	Syaq.g_01400
OG0000421	Syac.g_00300	Syaq.g_01395
OG0000422	Syac.g_00299	Syaq.g_01394
OG0000423	Syac.g_00298	Syaq.g_01393
OG0000424	Syac.g_00297	Syaq.g_01392
OG0000425	Syac.g_00296	Syaq.g_01391
OG0000426	Syac.g_00295	Syaq.g_01390
OG0000427	Syac.g_00294	Syaq.g_01389
OG0000428	Syac.g_02257	Syaq.g_01386
OG0000429	Syac.g_02259	Syaq.g_01384
OG0000430	Syac.g_02260	Syaq.g_01383
OG0000431	Syac.g_02264	Syaq.g_01380
OG0000432	Syac.g_02270	Syaq.g_01374
OG0000433	Syac.g_02272	Syaq.g_01369
OG0000434	Syac.g_02273	Syaq.g_01368
OG0000435	Syac.g_02277	Syaq.g_01367
OG0000436	Syac.g_02282	Syaq.g_01361
OG0000437	Syac.g_02283	Syaq.g_01360
OG0000438	Syac.g_02284	Syaq.g_01359
OG0000439	Syac.g_02286	Syaq.g_01357
OG0000440	Syac.g_02287	Syaq.g_01356
OG0000441	Syac.g_02294	Syaq.g_01352
OG0000442	Syac.g_02295	Syaq.g_01350
OG0000443	Syac.g_02296	Syaq.g_01347
OG0000444	Syac.g_02303	Syaq.g_01333
OG0000445	Syac.g_02304	Syaq.g_01332
OG0000446	Syac.g_02305	Syaq.g_01330
OG0000447	Syac.g_02308	Syaq.g_01328
OG0000448	Syac.g_02309	Syaq.g_01327
OG0000449	Syac.g_02310	Syaq.g_01320
OG0000450	Syac.g_02313	Syaq.g_01313
OG0000451	Syac.g_02314	Syaq.g_01312
OG0000452	Syac.g_02318	Syaq.g_01308
OG0000453	Syac.g_02319	Syaq.g_01307
OG0000454	Syac.g_02320	Syaq.g_01306
OG0000455	Syac.g_02321	Syaq.g_01305
OG0000456	Syac.g_02322	Syaq.g_01304
OG0000457	Syac.g_02324	Syaq.g_01302
OG0000458	Syac.g_02325	Syaq.g_01299
OG0000459	Syac.g_02326	Syaq.g_01298
OG0000460	Syac.g_01970	Syaq.g_01577
OG0000461	Syac.g_02198	Syaq.g_00707
OG0000462	Syac.g_02201	Syaq.g_00710
OG0000463	Syac.g_02202	Syaq.g_00711
OG0000464	Syac.g_02203	Syaq.g_00712
OG0000465	Syac.g_02204	Syaq.g_00714
OG0000466	Syac.g_02208	Syaq.g_00718
OG0000467	Syac.g_02210	Syaq.g_00720
OG0000468	Syac.g_02216	Syaq.g_00725
OG0000469	Syac.g_02230	Syaq.g_00739
OG0000470	Syac.g_02232	Syaq.g_00741
OG0000471	Syac.g_02233	Syaq.g_00742
OG0000472	Syac.g_02235	Syaq.g_00744
OG0000473	Syac.g_02237	Syaq.g_00746
OG0000474	Syac.g_02238	Syaq.g_00747
OG0000475	Syac.g_02239	Syaq.g_00748
OG0000476	Syac.g_02241	Syaq.g_00750
OG0000477	Syac.g_02247	Syaq.g_00756
OG0000478	Syac.g_02248	Syaq.g_00757
OG0000479	Syac.g_02249	Syaq.g_00759
OG0000480	Syac.g_00293	Syaq.g_00766
OG0000481	Syac.g_00291	Syaq.g_00768
OG0000482	Syac.g_00290	Syaq.g_00769
OG0000483	Syac.g_00286	Syaq.g_00773
OG0000484	Syac.g_00285	Syaq.g_00774
OG0000485	Syac.g_00284	Syaq.g_00775
OG0000486	Syac.g_00283	Syaq.g_00776
OG0000487	Syac.g_00276	Syaq.g_00782
OG0000488	Syac.g_00272	Syaq.g_00845
OG0000489	Syac.g_00260	Syaq.g_00857
OG0000490	Syac.g_00249	Syaq.g_00864
OG0000491	Syac.g_00248	Syaq.g_00865
OG0000492	Syac.g_00246	Syaq.g_00869
OG0000493	Syac.g_00245	Syaq.g_00870
OG0000494	Syac.g_00244	Syaq.g_00871
OG0000495	Syac.g_00243	Syaq.g_00872
OG0000496	Syac.g_00242	Syaq.g_00873
OG0000497	Syac.g_00241	Syaq.g_00874
OG0000498	Syac.g_00240	Syaq.g_00875
OG0000499	Syac.g_00239	Syaq.g_00876
OG0000500	Syac.g_00238	Syaq.g_00877
OG0000501	Syac.g_00235	Syaq.g_00880
OG0000502	Syac.g_00223	Syaq.g_00953
OG0000503	Syac.g_02020	Syaq.g_00559
OG0000504	Syac.g_02018	Syaq.g_00557
OG0000505	Syac.g_02017	Syaq.g_00556
OG0000506	Syac.g_02015	Syaq.g_00554
OG0000507	Syac.g_02009	Syaq.g_00548
OG0000508	Syac.g_02005	Syaq.g_00544
OG0000509	Syac.g_02003	Syaq.g_00542
OG0000510	Syac.g_02002	Syaq.g_00538
OG0000511	Syac.g_02001	Syaq.g_00537
OG0000512	Syac.g_01999	Syaq.g_00535
OG0000513	Syac.g_01984	Syaq.g_00525
OG0000514	Syac.g_01977	Syaq.g_00514
OG0000515	Syac.g_01976	Syaq.g_00513
OG0000516	Syac.g_00697	Syaq.g_00509
OG0000517	Syac.g_00691	Syaq.g_00502
OG0000518	Syac.g_00707	Syaq.g_00490
OG0000519	Syac.g_00708	Syaq.g_00489
OG0000520	Syac.g_00709	Syaq.g_00488
OG0000521	Syac.g_01721	Syaq.g_00477
OG0000522	Syac.g_01719	Syaq.g_00475
OG0000523	Syac.g_01718	Syaq.g_00474
OG0000524	Syac.g_01716	Syaq.g_00469
OG0000525	Syac.g_01709	Syaq.g_00450
OG0000526	Syac.g_01706	Syaq.g_00448
OG0000527	Syac.g_01702	Syaq.g_00444
OG0000528	Syac.g_01911	Syaq.g_01768
OG0000529	Syac.g_01903	Syaq.g_01773
OG0000530	Syac.g_01900	Syaq.g_01776
OG0000531	Syac.g_01899	Syaq.g_01777
OG0000532	Syac.g_01896	Syaq.g_01780
OG0000533	Syac.g_01895	Syaq.g_01782
OG0000534	Syac.g_01894	Syaq.g_01783
OG0000535	Syac.g_01893	Syaq.g_01784
OG0000536	Syac.g_01892	Syaq.g_01785
OG0000537	Syac.g_01891	Syaq.g_01786
OG0000538	Syac.g_01880	Syaq.g_01798
OG0000539	Syac.g_01879	Syaq.g_01799
OG0000540	Syac.g_01878	Syaq.g_01800
OG0000541	Syac.g_01877	Syaq.g_01801
OG0000542	Syac.g_01874	Syaq.g_01804
OG0000543	Syac.g_01872	Syaq.g_01806
OG0000544	Syac.g_01871	Syaq.g_01807
OG0000545	Syac.g_01869	Syaq.g_01809
OG0000546	Syac.g_01867	Syaq.g_01811
OG0000547	Syac.g_01865	Syaq.g_01813
OG0000548	Syac.g_01864	Syaq.g_01814
OG0000549	Syac.g_01858	Syaq.g_01819
OG0000550	Syac.g_01854	Syaq.g_01824
OG0000551	Syac.g_01849	Syaq.g_01829
OG0000552	Syac.g_01848	Syaq.g_01830
OG0000553	Syac.g_01846	Syaq.g_01834
OG0000554	Syac.g_01835	Syaq.g_01839
OG0000555	Syac.g_01822	Syaq.g_01857
OG0000556	Syac.g_01817	Syaq.g_01925
OG0000557	Syac.g_01815	Syaq.g_01927
OG0000558	Syac.g_01813	Syaq.g_01929
OG0000559	Syac.g_01808	Syaq.g_01933
OG0000560	Syac.g_01805	Syaq.g_01936
OG0000561	Syac.g_01804	Syaq.g_01937
OG0000562	Syac.g_01803	Syaq.g_01938
OG0000563	Syac.g_01802	Syaq.g_01939
OG0000564	Syac.g_01801	Syaq.g_01940
OG0000565	Syac.g_01797	Syaq.g_01943
