Orthogroup	Syac	Syab
OG0000452	Syac.g_02318	Syab.g_02701
OG0000453	Syac.g_02319	Syab.g_02702
OG0000454	Syac.g_02320	Syab.g_02703
OG0000455	Syac.g_02321	Syab.g_02704
OG0000456	Syac.g_02322	Syab.g_02705
OG0000457	Syac.g_02324	Syab.g_02707
OG0000458	Syac.g_02325	Syab.g_02708
OG0000459	Syac.g_02326	Syab.g_02709
OG0000460	Syac.g_01970	Syab.g_02372
OG0000461	Syac.g_02198	Syab.g_00356
OG0000462	Syac.g_02201	Syab.g_00352
OG0000463	Syac.g_02202	Syab.g_00351
OG0000464	Syac.g_02203	Syab.g_00350
OG0000465	Syac.g_02204	Syab.g_00349
OG0000466	Syac.g_02208	Syab.g_00343
OG0000467	Syac.g_02210	Syab.g_00341
OG0000468	Syac.g_02216	Syab.g_00336
OG0000469	Syac.g_02230	Syab.g_00318
OG0000470	Syac.g_02232	Syab.g_00316
OG0000471	Syac.g_02233	Syab.g_00315
OG0000472	Syac.g_02235	Syab.g_00313
OG0000473	Syac.g_02237	Syab.g_00311
OG0000474	Syac.g_02238	Syab.g_00310
OG0000475	Syac.g_02239	Syab.g_00309
OG0000476	Syac.g_02241	Syab.g_00307
OG0000477	Syac.g_02247	Syab.g_00301
OG0000478	Syac.g_02248	Syab.g_00300
OG0000479	Syac.g_02249	Syab.g_00299
OG0000480	Syac.g_00293	Syab.g_00292
OG0000481	Syac.g_00291	Syab.g_00290
OG0000482	Syac.g_00290	Syab.g_00289
OG0000483	Syac.g_00286	Syab.g_00285
OG0000484	Syac.g_00285	Syab.g_00284
OG0000485	Syac.g_00284	Syab.g_00283
OG0000486	Syac.g_00283	Syab.g_00282
OG0000487	Syac.g_00276	Syab.g_00276
OG0000488	Syac.g_00272	Syab.g_00272
OG0000489	Syac.g_00260	Syab.g_00256
OG0000490	Syac.g_00249	Syab.g_00247
OG0000491	Syac.g_00248	Syab.g_00245
OG0000492	Syac.g_00246	Syab.g_00243
OG0000493	Syac.g_00245	Syab.g_00242
OG0000494	Syac.g_00244	Syab.g_00241
OG0000495	Syac.g_00243	Syab.g_00240
OG0000496	Syac.g_00242	Syab.g_00239
OG0000497	Syac.g_00241	Syab.g_00238
OG0000498	Syac.g_00240	Syab.g_00237
OG0000499	Syac.g_00239	Syab.g_00236
OG0000500	Syac.g_00238	Syab.g_00235
OG0000501	Syac.g_00235	Syab.g_00232
OG0000502	Syac.g_00223	Syab.g_00224
OG0000503	Syac.g_02020	Syab.g_00523
OG0000504	Syac.g_02018	Syab.g_00525
OG0000505	Syac.g_02017	Syab.g_00526
OG0000506	Syac.g_02015	Syab.g_00528
OG0000507	Syac.g_02009	Syab.g_00533
OG0000508	Syac.g_02005	Syab.g_00537
OG0000509	Syac.g_02003	Syab.g_00539
OG0000510	Syac.g_02002	Syab.g_00540
OG0000511	Syac.g_02001	Syab.g_00541
OG0000512	Syac.g_01999	Syab.g_00543
OG0000513	Syac.g_01984	Syab.g_00555
OG0000514	Syac.g_01977	Syab.g_00566
OG0000515	Syac.g_01976	Syab.g_00567
OG0000516	Syac.g_00697	Syab.g_00575
OG0000517	Syac.g_00691	Syab.g_00582
OG0000518	Syac.g_00707	Syab.g_00594
OG0000519	Syac.g_00708	Syab.g_00610
OG0000520	Syac.g_00709	Syab.g_00611
OG0000521	Syac.g_01721	Syab.g_00624
OG0000522	Syac.g_01719	Syab.g_00626
OG0000523	Syac.g_01718	Syab.g_00627
OG0000524	Syac.g_01716	Syab.g_00640
OG0000525	Syac.g_01709	Syab.g_00671
OG0000526	Syac.g_01706	Syab.g_00689
OG0000527	Syac.g_01702	Syab.g_00695
OG0000528	Syac.g_01911	Syab.g_02092
OG0000529	Syac.g_01903	Syab.g_02097
OG0000530	Syac.g_01900	Syab.g_02100
OG0000531	Syac.g_01899	Syab.g_02101
OG0000532	Syac.g_01896	Syab.g_02104
OG0000533	Syac.g_01895	Syab.g_02106
OG0000534	Syac.g_01894	Syab.g_02107
OG0000535	Syac.g_01893	Syab.g_02108
OG0000536	Syac.g_01892	Syab.g_02109
OG0000537	Syac.g_01891	Syab.g_02110
OG0000538	Syac.g_01880	Syab.g_02122
OG0000539	Syac.g_01879	Syab.g_02123
OG0000540	Syac.g_01878	Syab.g_02124
OG0000541	Syac.g_01877	Syab.g_02125
OG0000542	Syac.g_01874	Syab.g_02128
OG0000543	Syac.g_01872	Syab.g_02130
OG0000544	Syac.g_01871	Syab.g_02131
OG0000545	Syac.g_01869	Syab.g_02133
OG0000546	Syac.g_01867	Syab.g_02135
OG0000547	Syac.g_01865	Syab.g_02137
OG0000548	Syac.g_01864	Syab.g_02138
OG0000549	Syac.g_01858	Syab.g_02144
OG0000550	Syac.g_01854	Syab.g_02149
OG0000551	Syac.g_01849	Syab.g_02153
OG0000552	Syac.g_01848	Syab.g_02154
OG0000553	Syac.g_01846	Syab.g_02046
OG0000554	Syac.g_01835	Syab.g_02040
OG0000555	Syac.g_01822	Syab.g_02026
OG0000556	Syac.g_01817	Syab.g_02022
OG0000557	Syac.g_01815	Syab.g_02019
OG0000558	Syac.g_01813	Syab.g_02016
OG0000559	Syac.g_01808	Syab.g_02012
OG0000560	Syac.g_01805	Syab.g_02009
OG0000561	Syac.g_01804	Syab.g_02008
OG0000562	Syac.g_01803	Syab.g_02007
OG0000563	Syac.g_01802	Syab.g_02006
OG0000564	Syac.g_01801	Syab.g_02005
OG0000565	Syac.g_01797	Syab.g_02001
OG0000566	Syac.g_01793	Syab.g_01997
OG0000567	Syac.g_01789	Syab.g_01993
OG0000568	Syac.g_01786	Syab.g_01991
OG0000569	Syac.g_01785	Syab.g_01990
OG0000570	Syac.g_01784	Syab.g_01989
OG0000571	Syac.g_01780	Syab.g_01986
OG0000572	Syac.g_01765	Syab.g_01969
OG0000573	Syac.g_01755	Syab.g_01960
OG0000574	Syac.g_01754	Syab.g_01959
OG0000575	Syac.g_01750	Syab.g_01954
OG0000576	Syac.g_01748	Syab.g_01952
OG0000577	Syac.g_01747	Syab.g_01951
