Orthogroup	Syac	Prbi
OG0000044	Syac.g_00477, Syac.g_00858	Prbi.g_01744, Prbi.g_01760
OG0000045	Syac.g_01040	Prbi.g_00395
OG0000047	Syac.g_02031	Prbi.g_00354
OG0000048	Syac.g_02240	Prbi.g_00398
OG0000050	Syac.g_01937	Prbi.g_01122
OG0000051	Syac.g_01292	Prbi.g_01281
OG0000051	Syac.g_01073	Prbi.g_01364
OG0000053	Syac.g_01657	Prbi.g_01611
OG0000054	Syac.g_00933, Syac.g_01050	Prbi.g_00608
OG0000055	Syac.g_01034, Syac.g_00859	Prbi.g_00828
OG0000057	Syac.g_00894	Prbi.g_00702
OG0000059	Syac.g_02142	Prbi.g_01873
OG0000061	Syac.g_00769	Prbi.g_01207
OG0000062	Syac.g_00567	Prbi.g_01668
OG0000063	Syac.g_00037	Prbi.g_00033
OG0000065	Syac.g_00396, Syac.g_00490	Prbi.g_00114
OG0000066	Syac.g_01827	Prbi.g_00542
OG0000067	Syac.g_01341	Prbi.g_00847
OG0000068	Syac.g_01916	Prbi.g_01439
OG0000069	Syac.g_01272	Prbi.g_01702
OG0000070	Syac.g_00711	Prbi.g_00451
OG0000071	Syac.g_01049, Syac.g_00729	Prbi.g_01391
OG0000072	Syac.g_00302	Prbi.g_00195
OG0000073	Syac.g_01883	Prbi.g_00502
OG0000075	Syac.g_00191	Prbi.g_01970
OG0000076	Syac.g_00156	Prbi.g_01994
OG0000077	Syac.g_00439	Prbi.g_00085
OG0000078	Syac.g_01964	Prbi.g_00263
OG0000079	Syac.g_02211	Prbi.g_00276
OG0000081	Syac.g_01954, Syac.g_00461	Prbi.g_00534
OG0000082	Syac.g_01766	Prbi.g_00587
OG0000084	Syac.g_00822, Syac.g_01627	Prbi.g_01585
OG0000085	Syac.g_00560	Prbi.g_01780
OG0000086	Syac.g_00423	Prbi.g_00095
OG0000087	Syac.g_00343	Prbi.g_00147
OG0000088	Syac.g_00308	Prbi.g_00190
OG0000089	Syac.g_01988, Syac.g_01543	Prbi.g_00380
OG0000090	Syac.g_01836	Prbi.g_00536
OG0000091	Syac.g_00987	Prbi.g_00645
OG0000093	Syac.g_01357	Prbi.g_00977
OG0000094	Syac.g_01251	Prbi.g_01067
OG0000095	Syac.g_00884	Prbi.g_01086
OG0000097	Syac.g_01507	Prbi.g_01248
OG0000098	Syac.g_02157	Prbi.g_01421
OG0000099	Syac.g_00234	Prbi.g_01462
OG0000100	Syac.g_01309	Prbi.g_01664
OG0000101	Syac.g_02094	Prbi.g_01938
OG0000102	Syac.g_00151	Prbi.g_01999
OG0000103	Syac.g_02476	Prbi.g_02091
OG0000104	Syac.g_02490	Prbi.g_02099
OG0000105	Syac.g_02245	Prbi.g_00298
OG0000106	Syac.g_01098	Prbi.g_00394
OG0000107	Syac.g_02191	Prbi.g_00409
OG0000108	Syac.g_01904	Prbi.g_00483
OG0000109	Syac.g_01889	Prbi.g_00497
OG0000110	Syac.g_01778	Prbi.g_00577
OG0000111	Syac.g_00893	Prbi.g_00703
OG0000112	Syac.g_01173	Prbi.g_00811
OG0000113	Syac.g_01314	Prbi.g_00869
OG0000114	Syac.g_01394	Prbi.g_00951
OG0000115	Syac.g_01655	Prbi.g_01148
OG0000116	Syac.g_00753	Prbi.g_01197
OG0000117	Syac.g_01477	Prbi.g_01330
OG0000118	Syac.g_01728	Prbi.g_01403
OG0000120	Syac.g_00233	Prbi.g_01460
OG0000121	Syac.g_01635	Prbi.g_01593
OG0000122	Syac.g_01013	Prbi.g_01630
OG0000123	Syac.g_02086	Prbi.g_01945
OG0000124	Syac.g_00135	Prbi.g_02010
OG0000125	Syac.g_02360	Prbi.g_02059
OG0000126	Syac.g_02488	Prbi.g_02098
OG0000128	Syac.g_00012	Prbi.g_00011
OG0000129	Syac.g_02349	Prbi.g_00053
OG0000130	Syac.g_00450	Prbi.g_00076
OG0000131	Syac.g_00330	Prbi.g_00169
OG0000132	Syac.g_00310	Prbi.g_00188
OG0000133	Syac.g_01178	Prbi.g_00346
OG0000134	Syac.g_01985	Prbi.g_00381
OG0000135	Syac.g_02398	Prbi.g_00407
OG0000136	Syac.g_00701	Prbi.g_00442
OG0000137	Syac.g_01700	Prbi.g_00478
OG0000138	Syac.g_01888	Prbi.g_00498
OG0000139	Syac.g_01830	Prbi.g_00540
OG0000140	Syac.g_01829	Prbi.g_00541
OG0000141	Syac.g_00934	Prbi.g_00609
OG0000142	Syac.g_00979	Prbi.g_00638
OG0000143	Syac.g_00983	Prbi.g_00642
OG0000144	Syac.g_01090	Prbi.g_00655
OG0000145	Syac.g_01882	Prbi.g_00807
OG0000146	Syac.g_01172	Prbi.g_00812
OG0000147	Syac.g_01171	Prbi.g_00813
OG0000148	Syac.g_01320	Prbi.g_00863
OG0000149	Syac.g_00832	Prbi.g_00894
OG0000150	Syac.g_00935	Prbi.g_00902
OG0000151	Syac.g_01383	Prbi.g_00961
OG0000152	Syac.g_01182	Prbi.g_01009
OG0000153	Syac.g_01217	Prbi.g_01028
OG0000154	Syac.g_01241	Prbi.g_01060
OG0000155	Syac.g_00804	Prbi.g_01227
OG0000156	Syac.g_00743	Prbi.g_01380
OG0000157	Syac.g_00742	Prbi.g_01381
OG0000158	Syac.g_00182	Prbi.g_01489
OG0000160	Syac.g_01633	Prbi.g_01592
OG0000161	Syac.g_01641	Prbi.g_01598
OG0000162	Syac.g_01648	Prbi.g_01604
OG0000163	Syac.g_00619	Prbi.g_01637
OG0000164	Syac.g_00508	Prbi.g_01811
OG0000165	Syac.g_00674	Prbi.g_01818
OG0000166	Syac.g_02132	Prbi.g_01902
OG0000167	Syac.g_00194	Prbi.g_01968
OG0000168	Syac.g_00179	Prbi.g_01978
OG0000169	Syac.g_00168	Prbi.g_01988
OG0000170	Syac.g_00161	Prbi.g_01990
OG0000171	Syac.g_00136	Prbi.g_02009
OG0000172	Syac.g_00084	Prbi.g_02030
OG0000173	Syac.g_00057	Prbi.g_02045
OG0000174	Syac.g_02401	Prbi.g_02073
OG0000175	Syac.g_02465	Prbi.g_02083
OG0000176	Syac.g_00004	Prbi.g_00004
OG0000177	Syac.g_00005	Prbi.g_00005
OG0000178	Syac.g_00006	Prbi.g_00006
OG0000179	Syac.g_00019	Prbi.g_00016
OG0000180	Syac.g_00020	Prbi.g_00017
OG0000181	Syac.g_00021	Prbi.g_00018
OG0000182	Syac.g_00022	Prbi.g_00019
OG0000183	Syac.g_00026	Prbi.g_00023
OG0000184	Syac.g_02339	Prbi.g_00057
OG0000185	Syac.g_02336	Prbi.g_00060
OG0000186	Syac.g_00454	Prbi.g_00071
OG0000187	Syac.g_00453	Prbi.g_00072
OG0000188	Syac.g_00433	Prbi.g_00089
OG0000189	Syac.g_00408	Prbi.g_00103
OG0000190	Syac.g_00406	Prbi.g_00104
OG0000191	Syac.g_00373	Prbi.g_00125
OG0000192	Syac.g_00368	Prbi.g_00129
OG0000193	Syac.g_00329	Prbi.g_00170
OG0000194	Syac.g_00326	Prbi.g_00173
OG0000195	Syac.g_00324	Prbi.g_00175
OG0000196	Syac.g_00313	Prbi.g_00185
OG0000197	Syac.g_00312	Prbi.g_00186
OG0000198	Syac.g_00311	Prbi.g_00187
OG0000199	Syac.g_00303	Prbi.g_00194
OG0000200	Syac.g_02261	Prbi.g_00208
OG0000201	Syac.g_02278	Prbi.g_00216
OG0000202	Syac.g_02279	Prbi.g_00217
OG0000203	Syac.g_02280	Prbi.g_00218
OG0000204	Syac.g_02281	Prbi.g_00219
OG0000205	Syac.g_02288	Prbi.g_00226
OG0000206	Syac.g_02297	Prbi.g_00231
OG0000207	Syac.g_02300	Prbi.g_00233
OG0000208	Syac.g_02301	Prbi.g_00234
OG0000209	Syac.g_02316	Prbi.g_00243
OG0000210	Syac.g_02317	Prbi.g_00244
OG0000211	Syac.g_01972	Prbi.g_00257
OG0000212	Syac.g_01963	Prbi.g_00264
OG0000213	Syac.g_02219	Prbi.g_00281
OG0000214	Syac.g_02236	Prbi.g_00291
OG0000215	Syac.g_00281	Prbi.g_00316
OG0000216	Syac.g_00277	Prbi.g_00318
OG0000217	Syac.g_00273	Prbi.g_00321
OG0000218	Syac.g_00271	Prbi.g_00323
OG0000219	Syac.g_00270	Prbi.g_00324
OG0000220	Syac.g_00269	Prbi.g_00325
OG0000221	Syac.g_00261	Prbi.g_00326
OG0000222	Syac.g_00247	Prbi.g_00334
OG0000223	Syac.g_00225	Prbi.g_00347
OG0000224	Syac.g_00217	Prbi.g_00349
OG0000225	Syac.g_02004	Prbi.g_00370
OG0000226	Syac.g_02000	Prbi.g_00374
OG0000227	Syac.g_01998	Prbi.g_00376
OG0000228	Syac.g_01989	Prbi.g_00379
OG0000229	Syac.g_00692	Prbi.g_00437
OG0000230	Syac.g_00694	Prbi.g_00439
OG0000231	Syac.g_00710	Prbi.g_00450
OG0000232	Syac.g_01717	Prbi.g_00459
OG0000233	Syac.g_01713	Prbi.g_00465
OG0000234	Syac.g_01699	Prbi.g_00479
OG0000235	Syac.g_01905	Prbi.g_00482
OG0000236	Syac.g_01890	Prbi.g_00496
OG0000237	Syac.g_01873	Prbi.g_00509
OG0000238	Syac.g_01868	Prbi.g_00515
OG0000239	Syac.g_01852	Prbi.g_00528
OG0000240	Syac.g_01851	Prbi.g_00529
OG0000241	Syac.g_00970	Prbi.g_00533
OG0000242	Syac.g_01839	Prbi.g_00535
OG0000243	Syac.g_01821	Prbi.g_00546
OG0000244	Syac.g_01814	Prbi.g_00549
OG0000245	Syac.g_01811	Prbi.g_00551
OG0000246	Syac.g_01807	Prbi.g_00555
OG0000247	Syac.g_01795	Prbi.g_00565
OG0000248	Syac.g_01792	Prbi.g_00567
OG0000249	Syac.g_01790	Prbi.g_00569
OG0000250	Syac.g_01782	Prbi.g_00574
OG0000251	Syac.g_01757	Prbi.g_00593
OG0000252	Syac.g_01753	Prbi.g_00596
OG0000253	Syac.g_01752	Prbi.g_00597
OG0000254	Syac.g_00939	Prbi.g_00613
OG0000255	Syac.g_00947	Prbi.g_00619
OG0000256	Syac.g_00963	Prbi.g_00629
OG0000257	Syac.g_00969	Prbi.g_00632
OG0000258	Syac.g_00988	Prbi.g_00646
OG0000259	Syac.g_01425	Prbi.g_00663
OG0000260	Syac.g_01422	Prbi.g_00666
OG0000261	Syac.g_01418	Prbi.g_00668
OG0000262	Syac.g_01413	Prbi.g_00672
OG0000263	Syac.g_01497	Prbi.g_00684
OG0000264	Syac.g_00915	Prbi.g_00694
OG0000265	Syac.g_00673	Prbi.g_00745
OG0000266	Syac.g_01271	Prbi.g_00755
OG0000267	Syac.g_01131	Prbi.g_00766
OG0000268	Syac.g_01132	Prbi.g_00767
OG0000269	Syac.g_01346	Prbi.g_00842
OG0000270	Syac.g_01343	Prbi.g_00845
OG0000271	Syac.g_01335	Prbi.g_00853
OG0000272	Syac.g_01334	Prbi.g_00854
OG0000273	Syac.g_00854	Prbi.g_00877
OG0000274	Syac.g_00853	Prbi.g_00878
OG0000275	Syac.g_00848	Prbi.g_00881
OG0000276	Syac.g_00840	Prbi.g_00886
OG0000277	Syac.g_00839	Prbi.g_00887
OG0000278	Syac.g_00836	Prbi.g_00890
OG0000279	Syac.g_00828	Prbi.g_00897
OG0000280	Syac.g_00814	Prbi.g_00898
OG0000281	Syac.g_02158	Prbi.g_00903
OG0000282	Syac.g_01392	Prbi.g_00953
OG0000283	Syac.g_01142	Prbi.g_00986
OG0000284	Syac.g_01148	Prbi.g_00991
OG0000285	Syac.g_01160	Prbi.g_00996
OG0000286	Syac.g_01181	Prbi.g_01008
OG0000287	Syac.g_01692, Syac.g_01209	Prbi.g_01025
OG0000288	Syac.g_01240	Prbi.g_01059
OG0000289	Syac.g_01254	Prbi.g_01070
OG0000290	Syac.g_00881	Prbi.g_01083
OG0000291	Syac.g_00883	Prbi.g_01085
OG0000292	Syac.g_02487	Prbi.g_01136
OG0000293	Syac.g_00754	Prbi.g_01198
OG0000294	Syac.g_00755	Prbi.g_01199
OG0000295	Syac.g_00796	Prbi.g_01219
OG0000296	Syac.g_00798	Prbi.g_01221
OG0000297	Syac.g_01475	Prbi.g_01229
OG0000298	Syac.g_01476	Prbi.g_01230
OG0000299	Syac.g_01503	Prbi.g_01247
OG0000300	Syac.g_01510	Prbi.g_01250
OG0000301	Syac.g_01511	Prbi.g_01251
OG0000302	Syac.g_01512	Prbi.g_01253
OG0000303	Syac.g_01520	Prbi.g_01260
OG0000304	Syac.g_01526	Prbi.g_01264
OG0000305	Syac.g_00886	Prbi.g_01431
OG0000306	Syac.g_00810	Prbi.g_01434
OG0000307	Syac.g_01924	Prbi.g_01448
OG0000308	Syac.g_01926	Prbi.g_01449
OG0000309	Syac.g_01931	Prbi.g_01453
OG0000310	Syac.g_01607	Prbi.g_01574
OG0000311	Syac.g_01611	Prbi.g_01576
OG0000312	Syac.g_01619	Prbi.g_01579
OG0000313	Syac.g_01638	Prbi.g_01595
OG0000314	Syac.g_01665	Prbi.g_01617
OG0000315	Syac.g_01675	Prbi.g_01627
OG0000316	Syac.g_00601	Prbi.g_01647
OG0000317	Syac.g_00552	Prbi.g_01785
OG0000318	Syac.g_00543	Prbi.g_01788
OG0000319	Syac.g_00525	Prbi.g_01801
OG0000320	Syac.g_00523	Prbi.g_01803
OG0000321	Syac.g_00522	Prbi.g_01804
OG0000322	Syac.g_00521	Prbi.g_01805
OG0000323	Syac.g_00506	Prbi.g_01814
OG0000324	Syac.g_00648	Prbi.g_01840
OG0000325	Syac.g_02190	Prbi.g_01849
OG0000326	Syac.g_02183	Prbi.g_01855
OG0000327	Syac.g_02137	Prbi.g_01897
OG0000328	Syac.g_02136	Prbi.g_01898
OG0000329	Syac.g_02119	Prbi.g_01915
OG0000330	Syac.g_02118	Prbi.g_01916
OG0000331	Syac.g_02117	Prbi.g_01917
OG0000332	Syac.g_02103	Prbi.g_01931
OG0000333	Syac.g_02100	Prbi.g_01933
OG0000334	Syac.g_02090	Prbi.g_01941
OG0000335	Syac.g_02085	Prbi.g_01946
OG0000336	Syac.g_02081	Prbi.g_01950
OG0000337	Syac.g_00199	Prbi.g_01966
OG0000338	Syac.g_00196	Prbi.g_01967
OG0000339	Syac.g_00190	Prbi.g_01971
OG0000340	Syac.g_00178	Prbi.g_01979
OG0000341	Syac.g_00176	Prbi.g_01981
OG0000342	Syac.g_00175	Prbi.g_01982
OG0000343	Syac.g_00174	Prbi.g_01983
OG0000344	Syac.g_00170	Prbi.g_01986
OG0000345	Syac.g_00160	Prbi.g_01991
OG0000346	Syac.g_00155	Prbi.g_01995
OG0000347	Syac.g_00129	Prbi.g_02011
OG0000348	Syac.g_00070, Syac.g_00074	Prbi.g_02033
OG0000349	Syac.g_00050	Prbi.g_02050
OG0000350	Syac.g_02176	Prbi.g_02069
OG0000351	Syac.g_02468	Prbi.g_02086
OG0000352	Syac.g_02469	Prbi.g_02087
OG0000353	Syac.g_02493	Prbi.g_02102
OG0000355	Syac.g_00001	Prbi.g_00001
OG0000356	Syac.g_00002	Prbi.g_00002
OG0000357	Syac.g_00003	Prbi.g_00003
OG0000358	Syac.g_00007	Prbi.g_00007
OG0000359	Syac.g_00009	Prbi.g_00008
OG0000360	Syac.g_00010	Prbi.g_00009
OG0000361	Syac.g_00011	Prbi.g_00010
OG0000362	Syac.g_00013	Prbi.g_00012
OG0000363	Syac.g_00015	Prbi.g_00014
OG0000364	Syac.g_00016	Prbi.g_00015
OG0000365	Syac.g_00023	Prbi.g_00020
OG0000366	Syac.g_00024	Prbi.g_00021
OG0000367	Syac.g_00025	Prbi.g_00022
OG0000368	Syac.g_00027	Prbi.g_00024
OG0000369	Syac.g_00028	Prbi.g_00025
OG0000370	Syac.g_00029	Prbi.g_00026
OG0000371	Syac.g_00036	Prbi.g_00032
OG0000372	Syac.g_00041	Prbi.g_00035
OG0000373	Syac.g_00042	Prbi.g_00036
OG0000374	Syac.g_00043	Prbi.g_00037
OG0000375	Syac.g_00046	Prbi.g_00049
OG0000376	Syac.g_00048	Prbi.g_00051
OG0000377	Syac.g_02346	Prbi.g_00056
OG0000378	Syac.g_02338	Prbi.g_00058
OG0000379	Syac.g_02335	Prbi.g_00061
OG0000380	Syac.g_00452	Prbi.g_00073
OG0000381	Syac.g_00449	Prbi.g_00077
OG0000382	Syac.g_00434	Prbi.g_00088
OG0000383	Syac.g_00432	Prbi.g_00090
OG0000384	Syac.g_00431	Prbi.g_00091
OG0000385	Syac.g_00430	Prbi.g_00092
OG0000386	Syac.g_00429	Prbi.g_00093
OG0000387	Syac.g_00404	Prbi.g_00106
OG0000388	Syac.g_00401	Prbi.g_00109
OG0000389	Syac.g_00397	Prbi.g_00113
OG0000390	Syac.g_00379	Prbi.g_00120
OG0000391	Syac.g_00374	Prbi.g_00124
OG0000392	Syac.g_00369	Prbi.g_00128
OG0000393	Syac.g_00366	Prbi.g_00130
OG0000394	Syac.g_00365	Prbi.g_00131
OG0000395	Syac.g_00364	Prbi.g_00132
OG0000396	Syac.g_00361	Prbi.g_00135
OG0000397	Syac.g_00359	Prbi.g_00137
OG0000398	Syac.g_00354	Prbi.g_00139
OG0000399	Syac.g_00353	Prbi.g_00140
OG0000400	Syac.g_00352	Prbi.g_00141
OG0000401	Syac.g_00351	Prbi.g_00142
OG0000402	Syac.g_00348	Prbi.g_00144
OG0000403	Syac.g_00347	Prbi.g_00145
OG0000404	Syac.g_00345	Prbi.g_00146
OG0000405	Syac.g_00332	Prbi.g_00150
OG0000406	Syac.g_00328	Prbi.g_00171
OG0000407	Syac.g_00327	Prbi.g_00172
OG0000408	Syac.g_00325	Prbi.g_00174
OG0000409	Syac.g_00323	Prbi.g_00176
OG0000410	Syac.g_00322	Prbi.g_00177
OG0000411	Syac.g_00321	Prbi.g_00178
OG0000412	Syac.g_00320	Prbi.g_00179
OG0000413	Syac.g_00318	Prbi.g_00180
OG0000414	Syac.g_00317	Prbi.g_00181
OG0000415	Syac.g_00316	Prbi.g_00182
OG0000416	Syac.g_00315	Prbi.g_00183
OG0000417	Syac.g_00314	Prbi.g_00184
OG0000418	Syac.g_00309	Prbi.g_00189
OG0000419	Syac.g_00307	Prbi.g_00191
OG0000420	Syac.g_00305	Prbi.g_00192
OG0000421	Syac.g_00300	Prbi.g_00197
OG0000422	Syac.g_00299	Prbi.g_00198
OG0000423	Syac.g_00298	Prbi.g_00199
OG0000424	Syac.g_00297	Prbi.g_00200
OG0000425	Syac.g_00296	Prbi.g_00201
OG0000426	Syac.g_00295	Prbi.g_00202
OG0000427	Syac.g_00294	Prbi.g_00203
OG0000428	Syac.g_02257	Prbi.g_00205
OG0000429	Syac.g_02259	Prbi.g_00206
OG0000430	Syac.g_02260	Prbi.g_00207
OG0000431	Syac.g_02264	Prbi.g_00209
OG0000432	Syac.g_02270	Prbi.g_00212
OG0000433	Syac.g_02272	Prbi.g_00213
OG0000434	Syac.g_02273	Prbi.g_00214
OG0000435	Syac.g_02277	Prbi.g_00215
OG0000436	Syac.g_02282	Prbi.g_00220
OG0000437	Syac.g_02283	Prbi.g_00221
OG0000438	Syac.g_02284	Prbi.g_00222
OG0000439	Syac.g_02286	Prbi.g_00224
OG0000440	Syac.g_02287	Prbi.g_00225
OG0000441	Syac.g_02294	Prbi.g_00228
OG0000442	Syac.g_02295	Prbi.g_00229
OG0000443	Syac.g_02296	Prbi.g_00230
OG0000444	Syac.g_02303	Prbi.g_00235
OG0000445	Syac.g_02304	Prbi.g_00236
OG0000446	Syac.g_02305	Prbi.g_00237
OG0000447	Syac.g_02308	Prbi.g_00238
OG0000448	Syac.g_02309	Prbi.g_00239
OG0000449	Syac.g_02310	Prbi.g_00240
OG0000450	Syac.g_02313	Prbi.g_00241
OG0000451	Syac.g_02314	Prbi.g_00242
OG0000452	Syac.g_02318	Prbi.g_00245
OG0000453	Syac.g_02319	Prbi.g_00246
OG0000454	Syac.g_02320	Prbi.g_00247
OG0000455	Syac.g_02321	Prbi.g_00248
OG0000456	Syac.g_02322	Prbi.g_00249
OG0000457	Syac.g_02324	Prbi.g_00250
OG0000458	Syac.g_02325	Prbi.g_00251
OG0000459	Syac.g_02326	Prbi.g_00252
OG0000460	Syac.g_01970	Prbi.g_00259
OG0000461	Syac.g_02198	Prbi.g_00266
OG0000462	Syac.g_02201	Prbi.g_00268
OG0000463	Syac.g_02202	Prbi.g_00269
OG0000464	Syac.g_02203	Prbi.g_00270
OG0000465	Syac.g_02204	Prbi.g_00271
OG0000466	Syac.g_02208	Prbi.g_00274
OG0000467	Syac.g_02210	Prbi.g_00275
OG0000468	Syac.g_02216	Prbi.g_00277
OG0000469	Syac.g_02230	Prbi.g_00286
OG0000470	Syac.g_02232	Prbi.g_00288
OG0000471	Syac.g_02233	Prbi.g_00289
OG0000472	Syac.g_02235	Prbi.g_00290
OG0000473	Syac.g_02237	Prbi.g_00292
OG0000474	Syac.g_02238	Prbi.g_00293
OG0000475	Syac.g_02239	Prbi.g_00294
OG0000476	Syac.g_02241	Prbi.g_00295
OG0000477	Syac.g_02247	Prbi.g_00299
OG0000478	Syac.g_02248	Prbi.g_00300
OG0000479	Syac.g_02249	Prbi.g_00301
OG0000480	Syac.g_00293	Prbi.g_00306
OG0000481	Syac.g_00291	Prbi.g_00308
OG0000482	Syac.g_00290	Prbi.g_00309
OG0000483	Syac.g_00286	Prbi.g_00312
OG0000484	Syac.g_00285	Prbi.g_00313
OG0000485	Syac.g_00284	Prbi.g_00314
OG0000486	Syac.g_00283	Prbi.g_00315
OG0000487	Syac.g_00276	Prbi.g_00319
OG0000488	Syac.g_00272	Prbi.g_00322
OG0000489	Syac.g_00260	Prbi.g_00327
OG0000490	Syac.g_00249	Prbi.g_00332
OG0000491	Syac.g_00248	Prbi.g_00333
OG0000492	Syac.g_00246	Prbi.g_00335
OG0000493	Syac.g_00245	Prbi.g_00336
OG0000494	Syac.g_00244	Prbi.g_00337
OG0000495	Syac.g_00243	Prbi.g_00338
OG0000496	Syac.g_00242	Prbi.g_00339
OG0000497	Syac.g_00241	Prbi.g_00340
OG0000498	Syac.g_00240	Prbi.g_00341
OG0000499	Syac.g_00239	Prbi.g_00342
OG0000500	Syac.g_00238	Prbi.g_00343
OG0000501	Syac.g_00235	Prbi.g_00345
OG0000502	Syac.g_00223	Prbi.g_00348
OG0000503	Syac.g_02020	Prbi.g_00358
OG0000504	Syac.g_02018	Prbi.g_00359
OG0000505	Syac.g_02017	Prbi.g_00360
OG0000506	Syac.g_02015	Prbi.g_00362
OG0000507	Syac.g_02009	Prbi.g_00365
OG0000508	Syac.g_02005	Prbi.g_00369
OG0000509	Syac.g_02003	Prbi.g_00371
OG0000510	Syac.g_02002	Prbi.g_00372
OG0000511	Syac.g_02001	Prbi.g_00373
OG0000512	Syac.g_01999	Prbi.g_00375
OG0000513	Syac.g_01984	Prbi.g_00382
OG0000514	Syac.g_01977	Prbi.g_00432
OG0000515	Syac.g_01976	Prbi.g_00433
OG0000516	Syac.g_00697	Prbi.g_00434
OG0000517	Syac.g_00691	Prbi.g_00436
OG0000518	Syac.g_00707	Prbi.g_00447
OG0000519	Syac.g_00708	Prbi.g_00448
OG0000520	Syac.g_00709	Prbi.g_00449
OG0000521	Syac.g_01721	Prbi.g_00454
OG0000522	Syac.g_01719	Prbi.g_00456
OG0000523	Syac.g_01718	Prbi.g_00457
OG0000524	Syac.g_01716	Prbi.g_00463
OG0000525	Syac.g_01709	Prbi.g_00466
OG0000526	Syac.g_01706	Prbi.g_00467
OG0000527	Syac.g_01702	Prbi.g_00476
OG0000528	Syac.g_01911	Prbi.g_00481
OG0000529	Syac.g_01903	Prbi.g_00484
OG0000530	Syac.g_01900	Prbi.g_00487
OG0000531	Syac.g_01899	Prbi.g_00488
OG0000532	Syac.g_01896	Prbi.g_00490
OG0000533	Syac.g_01895	Prbi.g_00491
OG0000534	Syac.g_01894	Prbi.g_00492
OG0000535	Syac.g_01893	Prbi.g_00493
OG0000536	Syac.g_01892	Prbi.g_00494
OG0000537	Syac.g_01891	Prbi.g_00495
OG0000538	Syac.g_01880	Prbi.g_00503
OG0000539	Syac.g_01879	Prbi.g_00504
OG0000540	Syac.g_01878	Prbi.g_00505
OG0000541	Syac.g_01877	Prbi.g_00506
OG0000542	Syac.g_01874	Prbi.g_00508
OG0000543	Syac.g_01872	Prbi.g_00510
OG0000544	Syac.g_01871	Prbi.g_00511
OG0000545	Syac.g_01869	Prbi.g_00513
OG0000546	Syac.g_01867	Prbi.g_00516
OG0000547	Syac.g_01865	Prbi.g_00518
OG0000548	Syac.g_01864	Prbi.g_00519
OG0000549	Syac.g_01858	Prbi.g_00521
OG0000550	Syac.g_01854	Prbi.g_00526
OG0000551	Syac.g_01849	Prbi.g_00530
OG0000552	Syac.g_01848	Prbi.g_00531
OG0000553	Syac.g_01846	Prbi.g_00532
OG0000554	Syac.g_01835	Prbi.g_00537
OG0000555	Syac.g_01822	Prbi.g_00545
OG0000556	Syac.g_01817	Prbi.g_00547
OG0000557	Syac.g_01815	Prbi.g_00548
OG0000558	Syac.g_01813	Prbi.g_00550
OG0000559	Syac.g_01808	Prbi.g_00554
