Orthogroup	Syac	Prbn
OG0000091	Syac.g_00987	Prbn.g_00434
OG0000093	Syac.g_01357	Prbn.g_00846
OG0000094	Syac.g_01251	Prbn.g_01369
OG0000095	Syac.g_00884	Prbn.g_01471
OG0000097	Syac.g_01507	Prbn.g_00408
OG0000098	Syac.g_02157	Prbn.g_01216
OG0000099	Syac.g_00234	Prbn.g_00173
OG0000100	Syac.g_01309	Prbn.g_00903
OG0000101	Syac.g_02094	Prbn.g_01881
OG0000102	Syac.g_00151	Prbn.g_00991
OG0000103	Syac.g_02476	Prbn.g_00907
OG0000104	Syac.g_02490	Prbn.g_00296
OG0000105	Syac.g_02245	Prbn.g_00041
OG0000106	Syac.g_01098	Prbn.g_00829
OG0000107	Syac.g_02191	Prbn.g_01810
OG0000108	Syac.g_01904	Prbn.g_00634
OG0000109	Syac.g_01889	Prbn.g_00620
OG0000110	Syac.g_01778	Prbn.g_00541
OG0000111	Syac.g_00893	Prbn.g_01561
OG0000112	Syac.g_01173	Prbn.g_00468
OG0000113	Syac.g_01314	Prbn.g_01523
OG0000114	Syac.g_01394	Prbn.g_01621
OG0000115	Syac.g_01655	Prbn.g_01120
OG0000116	Syac.g_00753	Prbn.g_01178
OG0000117	Syac.g_01477	Prbn.g_00389
OG0000118	Syac.g_01728	Prbn.g_01071
OG0000120	Syac.g_00233	Prbn.g_00170
OG0000121	Syac.g_01635	Prbn.g_00214
OG0000122	Syac.g_01013	Prbn.g_01113, Prbn.g_00255
OG0000123	Syac.g_02086	Prbn.g_01888
OG0000124	Syac.g_00135	Prbn.g_00979
OG0000125	Syac.g_02360	Prbn.g_00944
OG0000126	Syac.g_02488	Prbn.g_00295
OG0000128	Syac.g_00012	Prbn.g_00002, Prbn.g_00003
OG0000129	Syac.g_02349	Prbn.g_00737
OG0000130	Syac.g_00450	Prbn.g_00708
OG0000131	Syac.g_00330	Prbn.g_01269
OG0000132	Syac.g_00310	Prbn.g_01249
OG0000133	Syac.g_01178	Prbn.g_00088
OG0000134	Syac.g_01985	Prbn.g_00694
OG0000135	Syac.g_02398	Prbn.g_01102
OG0000136	Syac.g_00701	Prbn.g_00672
OG0000137	Syac.g_01700	Prbn.g_00639
OG0000138	Syac.g_01888	Prbn.g_00619
OG0000139	Syac.g_01830	Prbn.g_00579
OG0000140	Syac.g_01829	Prbn.g_00578
OG0000141	Syac.g_00934	Prbn.g_00507
OG0000142	Syac.g_00979	Prbn.g_00426
OG0000143	Syac.g_00983	Prbn.g_00430
OG0000144	Syac.g_01090	Prbn.g_00444
OG0000145	Syac.g_01882	Prbn.g_01100
OG0000146	Syac.g_01172	Prbn.g_00469
OG0000147	Syac.g_01171	Prbn.g_00470
OG0000148	Syac.g_01320	Prbn.g_01529
OG0000149	Syac.g_00832	Prbn.g_01497
OG0000150	Syac.g_00935	Prbn.g_01487
OG0000151	Syac.g_01383	Prbn.g_01611
OG0000152	Syac.g_01182	Prbn.g_01418
OG0000153	Syac.g_01217	Prbn.g_01399
OG0000154	Syac.g_01241	Prbn.g_01379
OG0000155	Syac.g_00804	Prbn.g_01210
OG0000156	Syac.g_00743	Prbn.g_01095
OG0000157	Syac.g_00742	Prbn.g_01094
OG0000158	Syac.g_00182	Prbn.g_01014
OG0000159	Syac.g_00181	Prbn.g_00717
OG0000160	Syac.g_01633	Prbn.g_00213
OG0000161	Syac.g_01641	Prbn.g_00219
OG0000162	Syac.g_01648	Prbn.g_00225
OG0000163	Syac.g_00619	Prbn.g_00264
OG0000164	Syac.g_00508	Prbn.g_01770
OG0000165	Syac.g_00674	Prbn.g_01777
OG0000166	Syac.g_02132	Prbn.g_01844
OG0000167	Syac.g_00194	Prbn.g_01915
OG0000168	Syac.g_00179	Prbn.g_01013
OG0000169	Syac.g_00168	Prbn.g_01003
OG0000170	Syac.g_00161	Prbn.g_01000
OG0000171	Syac.g_00136	Prbn.g_00980
OG0000172	Syac.g_00084	Prbn.g_00973
OG0000173	Syac.g_00057	Prbn.g_00958
OG0000174	Syac.g_02401	Prbn.g_00929
OG0000175	Syac.g_02465	Prbn.g_00916
OG0000176	Syac.g_00004	Prbn.g_00010
OG0000177	Syac.g_00005	Prbn.g_00009
OG0000178	Syac.g_00006	Prbn.g_00008
OG0000179	Syac.g_00019	Prbn.g_00766
OG0000180	Syac.g_00020	Prbn.g_00765
OG0000181	Syac.g_00021	Prbn.g_00764
OG0000182	Syac.g_00022	Prbn.g_00763
OG0000183	Syac.g_00026	Prbn.g_00759
OG0000184	Syac.g_02339	Prbn.g_00733
OG0000185	Syac.g_02336	Prbn.g_00730
OG0000186	Syac.g_00454	Prbn.g_00714
OG0000187	Syac.g_00453	Prbn.g_00713
OG0000188	Syac.g_00433	Prbn.g_01339
OG0000189	Syac.g_00408	Prbn.g_01325
OG0000190	Syac.g_00406	Prbn.g_01323
OG0000191	Syac.g_00373	Prbn.g_01300
OG0000192	Syac.g_00368	Prbn.g_01295
OG0000193	Syac.g_00329	Prbn.g_01268
OG0000194	Syac.g_00326	Prbn.g_01265
OG0000195	Syac.g_00324	Prbn.g_01263
OG0000196	Syac.g_00313	Prbn.g_01252
OG0000197	Syac.g_00312	Prbn.g_01251
OG0000198	Syac.g_00311	Prbn.g_01250
OG0000199	Syac.g_00303	Prbn.g_01243, Prbn.g_00384
OG0000200	Syac.g_02261	Prbn.g_00370
OG0000201	Syac.g_02278	Prbn.g_00361
OG0000202	Syac.g_02279	Prbn.g_00360
OG0000203	Syac.g_02280	Prbn.g_00359
OG0000204	Syac.g_02281	Prbn.g_00358
OG0000205	Syac.g_02288	Prbn.g_00351
OG0000206	Syac.g_02297	Prbn.g_00346
OG0000207	Syac.g_02300	Prbn.g_00343
OG0000208	Syac.g_02301	Prbn.g_00342
OG0000209	Syac.g_02316	Prbn.g_00333
OG0000210	Syac.g_02317	Prbn.g_00332
OG0000211	Syac.g_01972	Prbn.g_00317
OG0000212	Syac.g_01963	Prbn.g_00309
OG0000213	Syac.g_02219	Prbn.g_00024
OG0000214	Syac.g_02236	Prbn.g_00034
OG0000215	Syac.g_00281	Prbn.g_00061
OG0000216	Syac.g_00277	Prbn.g_00062
OG0000217	Syac.g_00273	Prbn.g_00065
OG0000218	Syac.g_00271	Prbn.g_00067
OG0000219	Syac.g_00270	Prbn.g_00068
OG0000220	Syac.g_00269	Prbn.g_00069
OG0000221	Syac.g_00261	Prbn.g_00070
OG0000222	Syac.g_00247	Prbn.g_00077
OG0000223	Syac.g_00225	Prbn.g_00089
OG0000224	Syac.g_00217	Prbn.g_00091
OG0000225	Syac.g_02004	Prbn.g_00117
OG0000226	Syac.g_02000	Prbn.g_00121
OG0000227	Syac.g_01998	Prbn.g_00123
OG0000228	Syac.g_01989	Prbn.g_00697
OG0000229	Syac.g_00692	Prbn.g_00677
OG0000230	Syac.g_00694	Prbn.g_00675
OG0000231	Syac.g_00710	Prbn.g_00664
OG0000232	Syac.g_01717	Prbn.g_00653
OG0000233	Syac.g_01713	Prbn.g_00647
OG0000234	Syac.g_01699	Prbn.g_00638
OG0000235	Syac.g_01905	Prbn.g_00635
OG0000236	Syac.g_01890	Prbn.g_00621
OG0000237	Syac.g_01873	Prbn.g_00608
OG0000238	Syac.g_01868	Prbn.g_00602
OG0000239	Syac.g_01852	Prbn.g_00591
OG0000240	Syac.g_01851	Prbn.g_00590
OG0000241	Syac.g_00970	Prbn.g_00586
OG0000242	Syac.g_01839	Prbn.g_00584
OG0000243	Syac.g_01821	Prbn.g_00573
OG0000244	Syac.g_01814	Prbn.g_00570
OG0000245	Syac.g_01811	Prbn.g_00568
OG0000246	Syac.g_01807	Prbn.g_00564
OG0000247	Syac.g_01795	Prbn.g_00554
OG0000248	Syac.g_01792	Prbn.g_00551
OG0000249	Syac.g_01790	Prbn.g_00549
OG0000250	Syac.g_01782	Prbn.g_00544
OG0000251	Syac.g_01757	Prbn.g_00524
OG0000252	Syac.g_01753	Prbn.g_00521
OG0000253	Syac.g_01752	Prbn.g_00520
OG0000254	Syac.g_00939	Prbn.g_00503
OG0000255	Syac.g_00947	Prbn.g_00497
OG0000256	Syac.g_00963	Prbn.g_00487
OG0000257	Syac.g_00969	Prbn.g_00421
OG0000258	Syac.g_00988	Prbn.g_00435
OG0000259	Syac.g_01425	Prbn.g_00835
OG0000260	Syac.g_01422	Prbn.g_00838
OG0000261	Syac.g_01418	Prbn.g_00841
OG0000262	Syac.g_01413	Prbn.g_00845
OG0000263	Syac.g_01497	Prbn.g_01583
OG0000264	Syac.g_00915	Prbn.g_01572
OG0000265	Syac.g_00673	Prbn.g_01554
OG0000266	Syac.g_01271	Prbn.g_00864
OG0000267	Syac.g_01131	Prbn.g_01350
OG0000268	Syac.g_01132	Prbn.g_01351
OG0000269	Syac.g_01346	Prbn.g_01551
OG0000270	Syac.g_01343	Prbn.g_01548
OG0000271	Syac.g_01335	Prbn.g_01540
OG0000272	Syac.g_01334	Prbn.g_01539
OG0000273	Syac.g_00854	Prbn.g_01515
OG0000274	Syac.g_00853	Prbn.g_01514
OG0000275	Syac.g_00848	Prbn.g_01511
OG0000276	Syac.g_00840	Prbn.g_01505
OG0000277	Syac.g_00839	Prbn.g_01504
OG0000278	Syac.g_00836	Prbn.g_01501
OG0000279	Syac.g_00828	Prbn.g_01494
OG0000280	Syac.g_00814	Prbn.g_01493
OG0000281	Syac.g_02158	Prbn.g_01486
OG0000282	Syac.g_01392	Prbn.g_01619
OG0000283	Syac.g_01142	Prbn.g_01442
OG0000284	Syac.g_01148	Prbn.g_01437
OG0000285	Syac.g_01160	Prbn.g_01432
OG0000286	Syac.g_01181	Prbn.g_01419
OG0000287	Syac.g_01209	Prbn.g_01123
OG0000288	Syac.g_01240	Prbn.g_01380
OG0000289	Syac.g_01254	Prbn.g_01364
OG0000290	Syac.g_00881	Prbn.g_01468
OG0000291	Syac.g_00883	Prbn.g_01470
OG0000292	Syac.g_02487	Prbn.g_01144
OG0000293	Syac.g_00754	Prbn.g_01179
OG0000294	Syac.g_00755	Prbn.g_01180
OG0000295	Syac.g_00796	Prbn.g_01203
OG0000296	Syac.g_00798	Prbn.g_01205
OG0000297	Syac.g_01475	Prbn.g_00387
OG0000298	Syac.g_01476	Prbn.g_00388
OG0000299	Syac.g_01503	Prbn.g_00407
OG0000300	Syac.g_01510	Prbn.g_00410
OG0000301	Syac.g_01511	Prbn.g_00411
OG0000302	Syac.g_01512	Prbn.g_00413
OG0000303	Syac.g_01520	Prbn.g_00419
OG0000304	Syac.g_01526	Prbn.g_00482
OG0000305	Syac.g_00886	Prbn.g_01146
OG0000306	Syac.g_00810	Prbn.g_01482
OG0000307	Syac.g_01924	Prbn.g_00159
OG0000308	Syac.g_01926	Prbn.g_00160
OG0000309	Syac.g_01931	Prbn.g_00164
OG0000310	Syac.g_01607	Prbn.g_00198
OG0000311	Syac.g_01611	Prbn.g_00200
OG0000312	Syac.g_01619	Prbn.g_00203
OG0000313	Syac.g_01638	Prbn.g_00216
OG0000314	Syac.g_01665	Prbn.g_00239
OG0000315	Syac.g_01675	Prbn.g_00249
OG0000316	Syac.g_00601	Prbn.g_00274
OG0000317	Syac.g_00552	Prbn.g_01742
OG0000318	Syac.g_00543	Prbn.g_01746
OG0000319	Syac.g_00525	Prbn.g_01759
OG0000320	Syac.g_00523	Prbn.g_01761
OG0000321	Syac.g_00522	Prbn.g_01762
OG0000322	Syac.g_00521	Prbn.g_01763
OG0000323	Syac.g_00506	Prbn.g_01773
OG0000324	Syac.g_00648	Prbn.g_01800
OG0000325	Syac.g_02190	Prbn.g_01811
OG0000326	Syac.g_02183	Prbn.g_01818
OG0000327	Syac.g_02137	Prbn.g_01839
OG0000328	Syac.g_02136	Prbn.g_01840
OG0000329	Syac.g_02119	Prbn.g_01857
OG0000330	Syac.g_02118	Prbn.g_01858
OG0000331	Syac.g_02117	Prbn.g_01859
OG0000332	Syac.g_02103	Prbn.g_01873
OG0000333	Syac.g_02100	Prbn.g_01875
OG0000334	Syac.g_02090	Prbn.g_01884
OG0000335	Syac.g_02085	Prbn.g_01889
OG0000336	Syac.g_02081	Prbn.g_01893
OG0000337	Syac.g_00199	Prbn.g_01911
OG0000338	Syac.g_00196	Prbn.g_01912
OG0000339	Syac.g_00190	Prbn.g_01918
OG0000340	Syac.g_00178	Prbn.g_01012
OG0000341	Syac.g_00176	Prbn.g_01010
OG0000342	Syac.g_00175	Prbn.g_01009
OG0000343	Syac.g_00174	Prbn.g_01008
OG0000344	Syac.g_00170	Prbn.g_01005
OG0000345	Syac.g_00160	Prbn.g_00999
OG0000346	Syac.g_00155	Prbn.g_00995
OG0000347	Syac.g_00129	Prbn.g_00978
OG0000348	Syac.g_00070, Syac.g_00074	Prbn.g_00970
OG0000349	Syac.g_00050	Prbn.g_00953
OG0000350	Syac.g_02176	Prbn.g_00798
OG0000351	Syac.g_02468	Prbn.g_00913
OG0000352	Syac.g_02469	Prbn.g_00912
OG0000353	Syac.g_02493	Prbn.g_00299
OG0000355	Syac.g_00001	Prbn.g_00301
OG0000356	Syac.g_00002	Prbn.g_00302
OG0000357	Syac.g_00003	Prbn.g_00011
OG0000358	Syac.g_00007	Prbn.g_00007
OG0000359	Syac.g_00009	Prbn.g_00006
OG0000360	Syac.g_00010	Prbn.g_00005
OG0000361	Syac.g_00011	Prbn.g_00004
OG0000362	Syac.g_00013	Prbn.g_00001
OG0000363	Syac.g_00015	Prbn.g_00768
OG0000364	Syac.g_00016	Prbn.g_00767
OG0000365	Syac.g_00023	Prbn.g_00762
OG0000366	Syac.g_00024	Prbn.g_00761
OG0000367	Syac.g_00025	Prbn.g_00760
OG0000368	Syac.g_00027	Prbn.g_00758
OG0000369	Syac.g_00028	Prbn.g_00757
OG0000370	Syac.g_00029	Prbn.g_00756
OG0000371	Syac.g_00036	Prbn.g_00749
OG0000372	Syac.g_00041	Prbn.g_00746
OG0000373	Syac.g_00042	Prbn.g_00745
OG0000374	Syac.g_00043	Prbn.g_00744
OG0000375	Syac.g_00046	Prbn.g_00742
OG0000376	Syac.g_00048	Prbn.g_00740
OG0000377	Syac.g_02346	Prbn.g_00736
OG0000378	Syac.g_02338	Prbn.g_00732
OG0000379	Syac.g_02335	Prbn.g_00729
OG0000380	Syac.g_00452	Prbn.g_00712
OG0000381	Syac.g_00449	Prbn.g_00707
OG0000382	Syac.g_00434	Prbn.g_01340
OG0000383	Syac.g_00432	Prbn.g_01338
OG0000384	Syac.g_00431	Prbn.g_01337
OG0000385	Syac.g_00430	Prbn.g_01336
OG0000386	Syac.g_00429	Prbn.g_01335
OG0000387	Syac.g_00404	Prbn.g_01321
OG0000388	Syac.g_00401	Prbn.g_01317
OG0000389	Syac.g_00397	Prbn.g_01314
OG0000390	Syac.g_00379	Prbn.g_01304
OG0000391	Syac.g_00374	Prbn.g_01301
OG0000392	Syac.g_00369	Prbn.g_01297
OG0000393	Syac.g_00366	Prbn.g_01294
OG0000394	Syac.g_00365	Prbn.g_01293
OG0000395	Syac.g_00364	Prbn.g_01292
OG0000396	Syac.g_00361	Prbn.g_01290
OG0000397	Syac.g_00359	Prbn.g_01288
OG0000398	Syac.g_00354	Prbn.g_01285
OG0000399	Syac.g_00353	Prbn.g_01284
OG0000400	Syac.g_00352	Prbn.g_01283
OG0000401	Syac.g_00351	Prbn.g_01282
OG0000402	Syac.g_00348	Prbn.g_01356
OG0000403	Syac.g_00347	Prbn.g_01280
OG0000404	Syac.g_00345	Prbn.g_01279
OG0000405	Syac.g_00332	Prbn.g_01275
OG0000406	Syac.g_00328	Prbn.g_01267
OG0000407	Syac.g_00327	Prbn.g_01266
OG0000408	Syac.g_00325	Prbn.g_01264
OG0000409	Syac.g_00323	Prbn.g_01262
OG0000410	Syac.g_00322	Prbn.g_01261
OG0000411	Syac.g_00321	Prbn.g_01260
OG0000412	Syac.g_00320	Prbn.g_01259
OG0000413	Syac.g_00318	Prbn.g_01257
OG0000414	Syac.g_00317	Prbn.g_01256
OG0000415	Syac.g_00316	Prbn.g_01255
OG0000416	Syac.g_00315	Prbn.g_01254
OG0000417	Syac.g_00314	Prbn.g_01253
OG0000418	Syac.g_00309	Prbn.g_01248
OG0000419	Syac.g_00307	Prbn.g_01246
OG0000420	Syac.g_00305	Prbn.g_01245
OG0000421	Syac.g_00300	Prbn.g_00381
OG0000422	Syac.g_00299	Prbn.g_00380
OG0000423	Syac.g_00298	Prbn.g_00379
OG0000424	Syac.g_00297	Prbn.g_00378
OG0000425	Syac.g_00296	Prbn.g_00377
OG0000426	Syac.g_00295	Prbn.g_00376
OG0000427	Syac.g_00294	Prbn.g_00375
OG0000428	Syac.g_02257	Prbn.g_00373
OG0000429	Syac.g_02259	Prbn.g_00372
OG0000430	Syac.g_02260	Prbn.g_00371
OG0000431	Syac.g_02264	Prbn.g_00369
OG0000432	Syac.g_02270	Prbn.g_00365
OG0000433	Syac.g_02272	Prbn.g_00364
OG0000434	Syac.g_02273	Prbn.g_00363
OG0000435	Syac.g_02277	Prbn.g_00362
OG0000436	Syac.g_02282	Prbn.g_00357
OG0000437	Syac.g_02283	Prbn.g_00356
OG0000438	Syac.g_02284	Prbn.g_00355
OG0000439	Syac.g_02286	Prbn.g_00353
OG0000440	Syac.g_02287	Prbn.g_00352
OG0000441	Syac.g_02294	Prbn.g_00349
OG0000442	Syac.g_02295	Prbn.g_00348
OG0000443	Syac.g_02296	Prbn.g_00347
OG0000444	Syac.g_02303	Prbn.g_00341
OG0000445	Syac.g_02304	Prbn.g_00340
OG0000446	Syac.g_02305	Prbn.g_00339
OG0000447	Syac.g_02308	Prbn.g_00338
OG0000448	Syac.g_02309	Prbn.g_00337
OG0000449	Syac.g_02310	Prbn.g_00336
OG0000450	Syac.g_02313	Prbn.g_00335
OG0000451	Syac.g_02314	Prbn.g_00334
OG0000452	Syac.g_02318	Prbn.g_00331
OG0000453	Syac.g_02319	Prbn.g_00330
OG0000454	Syac.g_02320	Prbn.g_00329
OG0000455	Syac.g_02321	Prbn.g_00328
OG0000456	Syac.g_02322	Prbn.g_00327
OG0000457	Syac.g_02324	Prbn.g_00325
OG0000458	Syac.g_02325	Prbn.g_00324
OG0000459	Syac.g_02326	Prbn.g_00323
OG0000460	Syac.g_01970	Prbn.g_00315
OG0000461	Syac.g_02198	Prbn.g_00307
OG0000462	Syac.g_02201	Prbn.g_00305
OG0000463	Syac.g_02202	Prbn.g_00304
OG0000464	Syac.g_02203	Prbn.g_00012
OG0000465	Syac.g_02204	Prbn.g_00013
OG0000466	Syac.g_02208	Prbn.g_00016
OG0000467	Syac.g_02210	Prbn.g_00017
OG0000468	Syac.g_02216	Prbn.g_00020
OG0000469	Syac.g_02230	Prbn.g_00028
OG0000470	Syac.g_02232	Prbn.g_00030
OG0000471	Syac.g_02233	Prbn.g_00031
OG0000472	Syac.g_02235	Prbn.g_00033
OG0000473	Syac.g_02237	Prbn.g_00035
OG0000474	Syac.g_02238	Prbn.g_00036
OG0000475	Syac.g_02239	Prbn.g_00037
OG0000476	Syac.g_02241	Prbn.g_00039
OG0000477	Syac.g_02247	Prbn.g_00042
OG0000478	Syac.g_02248	Prbn.g_00043
OG0000479	Syac.g_02249	Prbn.g_00044
OG0000480	Syac.g_00293	Prbn.g_00049
OG0000481	Syac.g_00291	Prbn.g_00052
OG0000482	Syac.g_00290	Prbn.g_00053
OG0000483	Syac.g_00286	Prbn.g_00056
OG0000484	Syac.g_00285	Prbn.g_00057
OG0000485	Syac.g_00284	Prbn.g_00059
OG0000486	Syac.g_00283	Prbn.g_00060
OG0000487	Syac.g_00276	Prbn.g_00063
OG0000488	Syac.g_00272	Prbn.g_00066
OG0000489	Syac.g_00260	Prbn.g_00071
OG0000490	Syac.g_00249	Prbn.g_00075
OG0000491	Syac.g_00248	Prbn.g_00076
OG0000492	Syac.g_00246	Prbn.g_00078
OG0000493	Syac.g_00245	Prbn.g_00079
OG0000494	Syac.g_00244	Prbn.g_00080
OG0000495	Syac.g_00243	Prbn.g_00081
OG0000496	Syac.g_00242	Prbn.g_00082
OG0000497	Syac.g_00241	Prbn.g_00083
OG0000498	Syac.g_00240	Prbn.g_00084
OG0000499	Syac.g_00239	Prbn.g_00085
OG0000500	Syac.g_00238	Prbn.g_00086
OG0000501	Syac.g_00235	Prbn.g_00087
OG0000502	Syac.g_00223	Prbn.g_00090
OG0000503	Syac.g_02020	Prbn.g_00105
OG0000504	Syac.g_02018	Prbn.g_00107
OG0000505	Syac.g_02017	Prbn.g_00108
OG0000506	Syac.g_02015	Prbn.g_00109
OG0000507	Syac.g_02009	Prbn.g_00112
OG0000508	Syac.g_02005	Prbn.g_00116
OG0000509	Syac.g_02003	Prbn.g_00118
OG0000510	Syac.g_02002	Prbn.g_00119
OG0000511	Syac.g_02001	Prbn.g_00120
OG0000512	Syac.g_01999	Prbn.g_00122
OG0000513	Syac.g_01984	Prbn.g_00693
OG0000514	Syac.g_01977	Prbn.g_00682
OG0000515	Syac.g_01976	Prbn.g_00681
OG0000516	Syac.g_00697	Prbn.g_00680
OG0000517	Syac.g_00691	Prbn.g_00678
OG0000518	Syac.g_00707	Prbn.g_00667
OG0000519	Syac.g_00708	Prbn.g_00666
OG0000520	Syac.g_00709	Prbn.g_00665
OG0000521	Syac.g_01721	Prbn.g_00657
OG0000522	Syac.g_01719	Prbn.g_00655
OG0000523	Syac.g_01718	Prbn.g_00654
OG0000524	Syac.g_01716	Prbn.g_00649
OG0000525	Syac.g_01709	Prbn.g_00645
OG0000526	Syac.g_01706	Prbn.g_00644
OG0000527	Syac.g_01702	Prbn.g_00641
OG0000528	Syac.g_01911	Prbn.g_00636
OG0000529	Syac.g_01903	Prbn.g_00633
OG0000530	Syac.g_01900	Prbn.g_00630
OG0000531	Syac.g_01899	Prbn.g_00629
OG0000532	Syac.g_01896	Prbn.g_00627
OG0000533	Syac.g_01895	Prbn.g_00626
OG0000534	Syac.g_01894	Prbn.g_00625
OG0000535	Syac.g_01893	Prbn.g_00624
OG0000536	Syac.g_01892	Prbn.g_00623
OG0000537	Syac.g_01891	Prbn.g_00622
OG0000538	Syac.g_01880	Prbn.g_00613
OG0000539	Syac.g_01879	Prbn.g_00612
OG0000540	Syac.g_01878	Prbn.g_00611
OG0000541	Syac.g_01877	Prbn.g_00610
OG0000542	Syac.g_01874	Prbn.g_00609
OG0000543	Syac.g_01872	Prbn.g_00607
OG0000544	Syac.g_01871	Prbn.g_00606
OG0000545	Syac.g_01869	Prbn.g_00604
OG0000546	Syac.g_01867	Prbn.g_00601
OG0000547	Syac.g_01865	Prbn.g_00599
OG0000548	Syac.g_01864	Prbn.g_00598
OG0000549	Syac.g_01858	Prbn.g_00596
OG0000550	Syac.g_01854	Prbn.g_00592
OG0000551	Syac.g_01849	Prbn.g_00589
OG0000552	Syac.g_01848	Prbn.g_00588
OG0000553	Syac.g_01846	Prbn.g_00587
OG0000554	Syac.g_01835	Prbn.g_00582
OG0000555	Syac.g_01822	Prbn.g_00574
OG0000556	Syac.g_01817	Prbn.g_00572
OG0000557	Syac.g_01815	Prbn.g_00571
OG0000558	Syac.g_01813	Prbn.g_00569
OG0000559	Syac.g_01808	Prbn.g_00565
