Orthogroup	Praw	Prbi
OG0000055	Praw.g_01675	Prbi.g_00869
OG0000056	Praw.g_00189	Prbi.g_01163
OG0000057	Praw.g_01198	Prbi.g_00261
OG0000058	Praw.g_00672	Prbi.g_00478
OG0000059	Praw.g_01824	Prbi.g_00702
OG0000060	Praw.g_01771	Prbi.g_00780
OG0000061	Praw.g_00199	Prbi.g_01172
OG0000061	Praw.g_01519	Prbi.g_01029
OG0000062	Praw.g_00201	Prbi.g_01174
OG0000063	Praw.g_00926	Prbi.g_01330
OG0000064	Praw.g_00935	Prbi.g_01749, Prbi.g_01341, Prbi.g_01740
OG0000065	Praw.g_00981	Prbi.g_01391
OG0000066	Praw.g_01050	Prbi.g_01460
OG0000068	Praw.g_00096	Prbi.g_01938
OG0000069	Praw.g_01043	Prbi.g_01497
OG0000071	Praw.g_01125	Prbi.g_00011
OG0000072	Praw.g_00812	Prbi.g_00346
OG0000073	Praw.g_01853	Prbi.g_00672
OG0000074	Praw.g_01831	Prbi.g_00694
OG0000075	Praw.g_01690	Prbi.g_00854
OG0000076	Praw.g_01467	Prbi.g_01086
OG0000078	Praw.g_01051	Prbi.g_01462
OG0000079	Praw.g_00415	Prbi.g_01668
OG0000080	Praw.g_00464	Prbi.g_01725
OG0000081	Praw.g_00066	Prbi.g_01968
OG0000082	Praw.g_01170	Prbi.g_02069
OG0000083	Praw.g_01133	Prbi.g_00003
OG0000084	Praw.g_01130	Prbi.g_00006
OG0000085	Praw.g_01405	Prbi.g_00023
OG0000086	Praw.g_01389	Prbi.g_00048
OG0000087	Praw.g_01379	Prbi.g_00060
OG0000088	Praw.g_01322	Prbi.g_00120
OG0000089	Praw.g_01314	Prbi.g_00129
OG0000090	Praw.g_01296	Prbi.g_00147
OG0000091	Praw.g_01266	Prbi.g_00193
OG0000092	Praw.g_01265	Prbi.g_00194
OG0000093	Praw.g_01251	Prbi.g_00208
OG0000094	Praw.g_01233	Prbi.g_00226
OG0000095	Praw.g_01228	Prbi.g_00231
OG0000096	Praw.g_00882	Prbi.g_00275
OG0000097	Praw.g_00860	Prbi.g_00298
OG0000098	Praw.g_00850	Prbi.g_00308
OG0000099	Praw.g_00840	Prbi.g_00318
OG0000100	Praw.g_00837	Prbi.g_00321
OG0000101	Praw.g_00775	Prbi.g_00381
OG0000102	Praw.g_00751	Prbi.g_00407
OG0000103	Praw.g_00671	Prbi.g_00479
OG0000104	Praw.g_00667	Prbi.g_00483
OG0000105	Praw.g_00649	Prbi.g_00502
OG0000106	Praw.g_00616	Prbi.g_00535
OG0000107	Praw.g_00615	Prbi.g_00536
OG0000108	Praw.g_00605	Prbi.g_00546
OG0000109	Praw.g_00596	Prbi.g_00555
OG0000110	Praw.g_00580	Prbi.g_00571
OG0000111	Praw.g_01871	Prbi.g_00654
OG0000112	Praw.g_01870	Prbi.g_00655
OG0000113	Praw.g_01787	Prbi.g_00767
OG0000114	Praw.g_01699	Prbi.g_00845
OG0000115	Praw.g_01539	Prbi.g_01009
OG0000116	Praw.g_01535	Prbi.g_01013
OG0000117	Praw.g_01470	Prbi.g_01083
OG0000118	Praw.g_01418	Prbi.g_01136
OG0000119	Praw.g_00204	Prbi.g_01177
OG0000120	Praw.g_00240	Prbi.g_01213
OG0000121	Praw.g_00259	Prbi.g_01232
OG0000122	Praw.g_00278	Prbi.g_01251
OG0000123	Praw.g_00291	Prbi.g_01264
OG0000124	Praw.g_00904	Prbi.g_01277
OG0000125	Praw.g_00993	Prbi.g_01403
OG0000126	Praw.g_01016	Prbi.g_01439
OG0000127	Praw.g_01096	Prbi.g_01576
OG0000128	Praw.g_01080	Prbi.g_01592
OG0000129	Praw.g_00374	Prbi.g_01627
OG0000130	Praw.g_00513	Prbi.g_01785
OG0000131	Praw.g_00551	Prbi.g_01823
OG0000132	Praw.g_00554	Prbi.g_01826
OG0000133	Praw.g_00137	Prbi.g_01897
OG0000134	Praw.g_00101	Prbi.g_01933
OG0000135	Praw.g_00099	Prbi.g_01935
OG0000136	Praw.g_00055	Prbi.g_01979
OG0000137	Praw.g_00022	Prbi.g_02011
OG0000138	Praw.g_01180	Prbi.g_02059
OG0000139	Praw.g_01153	Prbi.g_02086
OG0000140	Praw.g_01135	Prbi.g_00001
OG0000141	Praw.g_01134	Prbi.g_00002
OG0000142	Praw.g_01132	Prbi.g_00004
OG0000143	Praw.g_01131	Prbi.g_00005
OG0000144	Praw.g_01129	Prbi.g_00007
OG0000145	Praw.g_01128	Prbi.g_00008
OG0000146	Praw.g_01127	Prbi.g_00009
OG0000147	Praw.g_01126	Prbi.g_00010
OG0000148	Praw.g_01124	Prbi.g_00012
OG0000149	Praw.g_01414	Prbi.g_00014
OG0000150	Praw.g_01413	Prbi.g_00015
OG0000151	Praw.g_01412	Prbi.g_00016
OG0000152	Praw.g_01411	Prbi.g_00017
OG0000153	Praw.g_01410	Prbi.g_00018
OG0000154	Praw.g_01409	Prbi.g_00019
OG0000155	Praw.g_01408	Prbi.g_00020
OG0000156	Praw.g_01407	Prbi.g_00021
OG0000157	Praw.g_01406	Prbi.g_00022
OG0000158	Praw.g_01404	Prbi.g_00024
OG0000159	Praw.g_01403	Prbi.g_00025
OG0000160	Praw.g_01402	Prbi.g_00026
OG0000161	Praw.g_01401	Prbi.g_00027
OG0000162	Praw.g_01400	Prbi.g_00028
OG0000163	Praw.g_01399	Prbi.g_00029
OG0000164	Praw.g_01396	Prbi.g_00032
OG0000165	Praw.g_01393	Prbi.g_00035
OG0000166	Praw.g_01392	Prbi.g_00036
OG0000167	Praw.g_01391	Prbi.g_00037
OG0000168	Praw.g_01388	Prbi.g_00049
OG0000169	Praw.g_01386	Prbi.g_00051
OG0000170	Praw.g_01385	Prbi.g_00052
OG0000171	Praw.g_01384	Prbi.g_00053
OG0000172	Praw.g_01383	Prbi.g_00056
OG0000173	Praw.g_01382	Prbi.g_00057
OG0000174	Praw.g_01381	Prbi.g_00058
OG0000175	Praw.g_01380	Prbi.g_00059
OG0000176	Praw.g_01378	Prbi.g_00061
OG0000177	Praw.g_01377	Prbi.g_00062
OG0000178	Praw.g_01376	Prbi.g_00063
OG0000179	Praw.g_01370	Prbi.g_00071
OG0000180	Praw.g_01369	Prbi.g_00072
OG0000181	Praw.g_01368	Prbi.g_00073
OG0000182	Praw.g_01365	Prbi.g_00076
OG0000183	Praw.g_01364	Prbi.g_00077
OG0000184	Praw.g_01361	Prbi.g_00080
OG0000185	Praw.g_01357	Prbi.g_00084
OG0000186	Praw.g_01356	Prbi.g_00085
OG0000187	Praw.g_01355	Prbi.g_00086
OG0000188	Praw.g_01354	Prbi.g_00087
OG0000189	Praw.g_01353	Prbi.g_00088
OG0000190	Praw.g_01352	Prbi.g_00089
OG0000191	Praw.g_01351	Prbi.g_00090
OG0000192	Praw.g_01350	Prbi.g_00091
OG0000193	Praw.g_01349	Prbi.g_00092
OG0000194	Praw.g_01348	Prbi.g_00093
OG0000195	Praw.g_01346	Prbi.g_00095
OG0000196	Praw.g_01345	Prbi.g_00096
OG0000197	Praw.g_01344	Prbi.g_00097
OG0000198	Praw.g_01343	Prbi.g_00098
OG0000199	Praw.g_01341	Prbi.g_00101
OG0000200	Praw.g_01340	Prbi.g_00102
OG0000201	Praw.g_01339	Prbi.g_00103
OG0000202	Praw.g_01338	Prbi.g_00104
OG0000203	Praw.g_01337	Prbi.g_00105
OG0000204	Praw.g_01336	Prbi.g_00106
OG0000205	Praw.g_01335	Prbi.g_00107
OG0000206	Praw.g_01334	Prbi.g_00108
OG0000207	Praw.g_01333	Prbi.g_00109
OG0000208	Praw.g_01332	Prbi.g_00110
OG0000209	Praw.g_01331	Prbi.g_00111
OG0000210	Praw.g_01329	Prbi.g_00113
OG0000211	Praw.g_01328	Prbi.g_00114
OG0000212	Praw.g_01327	Prbi.g_00115
OG0000213	Praw.g_01326	Prbi.g_00116
OG0000214	Praw.g_01324	Prbi.g_00118
OG0000215	Praw.g_01323	Prbi.g_00119
OG0000216	Praw.g_01321	Prbi.g_00121
OG0000217	Praw.g_01320	Prbi.g_00123
OG0000218	Praw.g_01319	Prbi.g_00124
OG0000219	Praw.g_01318	Prbi.g_00125
OG0000220	Praw.g_01315	Prbi.g_00128
OG0000221	Praw.g_01313	Prbi.g_00130
OG0000222	Praw.g_01312	Prbi.g_00131
OG0000223	Praw.g_01311	Prbi.g_00132
OG0000224	Praw.g_01308	Prbi.g_00135
OG0000225	Praw.g_01306	Prbi.g_00137
OG0000226	Praw.g_01305	Prbi.g_00138
OG0000227	Praw.g_01304	Prbi.g_00139
OG0000228	Praw.g_01303	Prbi.g_00140
OG0000229	Praw.g_01302	Prbi.g_00141
OG0000230	Praw.g_01301	Prbi.g_00142
OG0000231	Praw.g_01299	Prbi.g_00144
OG0000232	Praw.g_01298	Prbi.g_00145
OG0000233	Praw.g_01295	Prbi.g_00148
OG0000234	Praw.g_01293	Prbi.g_00150
OG0000235	Praw.g_01290	Prbi.g_00169
OG0000236	Praw.g_01289	Prbi.g_00170
OG0000237	Praw.g_01288	Prbi.g_00171
OG0000238	Praw.g_01287	Prbi.g_00172
OG0000239	Praw.g_01286	Prbi.g_00173
OG0000240	Praw.g_01284	Prbi.g_00175
OG0000241	Praw.g_01283	Prbi.g_00176
OG0000242	Praw.g_01282	Prbi.g_00177
OG0000243	Praw.g_01281	Prbi.g_00178
OG0000244	Praw.g_01280	Prbi.g_00179
OG0000245	Praw.g_01279	Prbi.g_00180
OG0000246	Praw.g_01277	Prbi.g_00182
OG0000247	Praw.g_01276	Prbi.g_00183
OG0000248	Praw.g_01275	Prbi.g_00184
OG0000249	Praw.g_01274	Prbi.g_00185
OG0000250	Praw.g_01273	Prbi.g_00186
OG0000251	Praw.g_01272	Prbi.g_00187
OG0000252	Praw.g_01271	Prbi.g_00188
OG0000253	Praw.g_01270	Prbi.g_00189
OG0000254	Praw.g_01268	Prbi.g_00191
OG0000255	Praw.g_01267	Prbi.g_00192
OG0000256	Praw.g_01264	Prbi.g_00195
OG0000257	Praw.g_01262	Prbi.g_00197
OG0000258	Praw.g_01261	Prbi.g_00198
OG0000259	Praw.g_01260	Prbi.g_00199
OG0000260	Praw.g_01259	Prbi.g_00200
OG0000261	Praw.g_01258	Prbi.g_00201
OG0000262	Praw.g_01257	Prbi.g_00202
OG0000263	Praw.g_01256	Prbi.g_00203
OG0000264	Praw.g_01254	Prbi.g_00205
OG0000265	Praw.g_01253	Prbi.g_00206
OG0000266	Praw.g_01252	Prbi.g_00207
OG0000267	Praw.g_01250	Prbi.g_00209
OG0000268	Praw.g_01249	Prbi.g_00210
OG0000269	Praw.g_01248	Prbi.g_00211
OG0000270	Praw.g_01247	Prbi.g_00212
OG0000271	Praw.g_01246	Prbi.g_00213
OG0000272	Praw.g_01245	Prbi.g_00214
OG0000273	Praw.g_01244	Prbi.g_00215
OG0000274	Praw.g_01243	Prbi.g_00216
OG0000275	Praw.g_01242	Prbi.g_00217
OG0000276	Praw.g_01241	Prbi.g_00218
OG0000277	Praw.g_01240	Prbi.g_00219
OG0000278	Praw.g_01239	Prbi.g_00220
OG0000279	Praw.g_01238	Prbi.g_00221
OG0000280	Praw.g_01237	Prbi.g_00222
OG0000281	Praw.g_01235	Prbi.g_00224
OG0000282	Praw.g_01234	Prbi.g_00225
OG0000283	Praw.g_01231	Prbi.g_00228
OG0000284	Praw.g_01230	Prbi.g_00229
OG0000285	Praw.g_01229	Prbi.g_00230
OG0000286	Praw.g_01227	Prbi.g_00232
OG0000287	Praw.g_01226	Prbi.g_00233
OG0000288	Praw.g_01225	Prbi.g_00234
OG0000289	Praw.g_01224	Prbi.g_00235
OG0000290	Praw.g_01223	Prbi.g_00236
OG0000291	Praw.g_01222	Prbi.g_00237
OG0000292	Praw.g_01221	Prbi.g_00238
OG0000293	Praw.g_01220	Prbi.g_00239
OG0000294	Praw.g_01219	Prbi.g_00240
OG0000295	Praw.g_01218	Prbi.g_00241
OG0000296	Praw.g_01217	Prbi.g_00242
OG0000297	Praw.g_01216	Prbi.g_00243
OG0000298	Praw.g_01215	Prbi.g_00244
OG0000299	Praw.g_01214	Prbi.g_00245
OG0000300	Praw.g_01213	Prbi.g_00246
OG0000301	Praw.g_01212	Prbi.g_00247
OG0000302	Praw.g_01211	Prbi.g_00248
OG0000303	Praw.g_01210	Prbi.g_00249
OG0000304	Praw.g_01209	Prbi.g_00250
OG0000305	Praw.g_01208	Prbi.g_00251
OG0000306	Praw.g_01207	Prbi.g_00252
OG0000307	Praw.g_01206	Prbi.g_00253
OG0000308	Praw.g_01205	Prbi.g_00254
OG0000309	Praw.g_01204	Prbi.g_00255
OG0000310	Praw.g_01203	Prbi.g_00256
OG0000311	Praw.g_01202	Prbi.g_00257
OG0000312	Praw.g_01200	Prbi.g_00259
OG0000313	Praw.g_01199	Prbi.g_00260
OG0000314	Praw.g_01196	Prbi.g_00263
OG0000315	Praw.g_01195	Prbi.g_00264
OG0000316	Praw.g_00891	Prbi.g_00266
OG0000317	Praw.g_00889	Prbi.g_00268
OG0000318	Praw.g_00888	Prbi.g_00269
OG0000319	Praw.g_00887	Prbi.g_00270
OG0000320	Praw.g_00886	Prbi.g_00271
OG0000321	Praw.g_00883	Prbi.g_00274
OG0000322	Praw.g_00880	Prbi.g_00277
OG0000323	Praw.g_00879	Prbi.g_00278
OG0000324	Praw.g_00876	Prbi.g_00281
OG0000325	Praw.g_00875	Prbi.g_00283
OG0000326	Praw.g_00874	Prbi.g_00284
OG0000327	Praw.g_00872	Prbi.g_00286
OG0000328	Praw.g_00871	Prbi.g_00287
OG0000329	Praw.g_00870	Prbi.g_00288
OG0000330	Praw.g_00869	Prbi.g_00289
OG0000331	Praw.g_00868	Prbi.g_00290
OG0000332	Praw.g_00867	Prbi.g_00291
OG0000333	Praw.g_00866	Prbi.g_00292
OG0000334	Praw.g_00865	Prbi.g_00293
OG0000335	Praw.g_00864	Prbi.g_00294
OG0000336	Praw.g_00863	Prbi.g_00295
OG0000337	Praw.g_00859	Prbi.g_00299
OG0000338	Praw.g_00858	Prbi.g_00300
OG0000339	Praw.g_00857	Prbi.g_00301
OG0000340	Praw.g_00856	Prbi.g_00302
OG0000341	Praw.g_00852	Prbi.g_00306
OG0000342	Praw.g_00851	Prbi.g_00307
OG0000343	Praw.g_00849	Prbi.g_00309
OG0000344	Praw.g_00848	Prbi.g_00310
OG0000345	Praw.g_00847	Prbi.g_00311
OG0000346	Praw.g_00846	Prbi.g_00312
OG0000347	Praw.g_00845	Prbi.g_00313
OG0000348	Praw.g_00844	Prbi.g_00314
OG0000349	Praw.g_00843	Prbi.g_00315
OG0000350	Praw.g_00842	Prbi.g_00316
OG0000351	Praw.g_00839	Prbi.g_00319
OG0000352	Praw.g_00836	Prbi.g_00322
OG0000353	Praw.g_00835	Prbi.g_00323
OG0000354	Praw.g_00834	Prbi.g_00324
OG0000355	Praw.g_00833	Prbi.g_00325
OG0000356	Praw.g_00832	Prbi.g_00326
OG0000357	Praw.g_00831	Prbi.g_00327
OG0000358	Praw.g_00830	Prbi.g_00328
OG0000359	Praw.g_00829	Prbi.g_00329
OG0000360	Praw.g_00826	Prbi.g_00332
OG0000361	Praw.g_00825	Prbi.g_00333
OG0000362	Praw.g_00824	Prbi.g_00334
OG0000363	Praw.g_00823	Prbi.g_00335
OG0000364	Praw.g_00822	Prbi.g_00336
OG0000365	Praw.g_00821	Prbi.g_00337
OG0000366	Praw.g_00820	Prbi.g_00338
OG0000367	Praw.g_00819	Prbi.g_00339
OG0000368	Praw.g_00818	Prbi.g_00340
OG0000369	Praw.g_00817	Prbi.g_00341
OG0000370	Praw.g_00816	Prbi.g_00342
OG0000371	Praw.g_00815	Prbi.g_00343
OG0000372	Praw.g_00813	Prbi.g_00345
OG0000373	Praw.g_00811	Prbi.g_00347
OG0000374	Praw.g_00810	Prbi.g_00348
OG0000375	Praw.g_00809	Prbi.g_00349
OG0000376	Praw.g_00807	Prbi.g_00351
OG0000377	Praw.g_00806	Prbi.g_00352
OG0000378	Praw.g_00805	Prbi.g_00353
OG0000379	Praw.g_00796	Prbi.g_00358
OG0000380	Praw.g_00795	Prbi.g_00359
OG0000381	Praw.g_00794	Prbi.g_00360
OG0000382	Praw.g_00792	Prbi.g_00362
OG0000383	Praw.g_00790	Prbi.g_00365
OG0000384	Praw.g_00789	Prbi.g_00366
OG0000385	Praw.g_00787	Prbi.g_00369
OG0000386	Praw.g_00786	Prbi.g_00370
OG0000387	Praw.g_00785	Prbi.g_00371
OG0000388	Praw.g_00784	Prbi.g_00372
OG0000389	Praw.g_00783	Prbi.g_00373
OG0000390	Praw.g_00782	Prbi.g_00374
OG0000391	Praw.g_00781	Prbi.g_00375
OG0000392	Praw.g_00780	Prbi.g_00376
OG0000393	Praw.g_00777	Prbi.g_00379
OG0000394	Praw.g_00776	Prbi.g_00380
OG0000395	Praw.g_00774	Prbi.g_00382
OG0000396	Praw.g_00773	Prbi.g_00383
OG0000397	Praw.g_00761	Prbi.g_00395
OG0000398	Praw.g_00754	Prbi.g_00403
OG0000399	Praw.g_00753	Prbi.g_00404
OG0000400	Praw.g_00748	Prbi.g_00409
OG0000401	Praw.g_00716	Prbi.g_00432
OG0000402	Praw.g_00715	Prbi.g_00433
OG0000403	Praw.g_00714	Prbi.g_00434
OG0000404	Praw.g_00712	Prbi.g_00436
OG0000405	Praw.g_00711	Prbi.g_00437
OG0000406	Praw.g_00709	Prbi.g_00439
OG0000407	Praw.g_00708	Prbi.g_00440
OG0000408	Praw.g_00707	Prbi.g_00441
OG0000409	Praw.g_00706	Prbi.g_00442
OG0000410	Praw.g_00705	Prbi.g_00443
OG0000411	Praw.g_00704	Prbi.g_00444
OG0000412	Praw.g_00703	Prbi.g_00445
OG0000413	Praw.g_00702	Prbi.g_00446
OG0000414	Praw.g_00701	Prbi.g_00447
OG0000415	Praw.g_00700	Prbi.g_00448
OG0000416	Praw.g_00699	Prbi.g_00449
OG0000417	Praw.g_00698	Prbi.g_00450
OG0000418	Praw.g_00697	Prbi.g_00451
OG0000419	Praw.g_00696	Prbi.g_00452
OG0000420	Praw.g_00695	Prbi.g_00453
OG0000421	Praw.g_00694	Prbi.g_00454
OG0000422	Praw.g_00692	Prbi.g_00456
OG0000423	Praw.g_00691	Prbi.g_00457
OG0000424	Praw.g_00689	Prbi.g_00459
OG0000425	Praw.g_00686	Prbi.g_00463
OG0000426	Praw.g_00685	Prbi.g_00464
OG0000427	Praw.g_00684	Prbi.g_00465
OG0000428	Praw.g_00683	Prbi.g_00466
OG0000429	Praw.g_00682	Prbi.g_00467
OG0000430	Praw.g_00676	Prbi.g_00474
OG0000431	Praw.g_00674	Prbi.g_00476
OG0000432	Praw.g_00673	Prbi.g_00477
OG0000433	Praw.g_00670	Prbi.g_00480
OG0000434	Praw.g_00669	Prbi.g_00481
OG0000435	Praw.g_00668	Prbi.g_00482
OG0000436	Praw.g_00666	Prbi.g_00484
OG0000437	Praw.g_00665	Prbi.g_00486
OG0000438	Praw.g_00664	Prbi.g_00487
OG0000439	Praw.g_00663	Prbi.g_00488
OG0000440	Praw.g_00661	Prbi.g_00490
OG0000441	Praw.g_00660	Prbi.g_00491
OG0000442	Praw.g_00659	Prbi.g_00492
OG0000443	Praw.g_00658	Prbi.g_00493
OG0000444	Praw.g_00657	Prbi.g_00494
OG0000445	Praw.g_00656	Prbi.g_00495
OG0000446	Praw.g_00655	Prbi.g_00496
OG0000447	Praw.g_00654	Prbi.g_00497
OG0000448	Praw.g_00653	Prbi.g_00498
OG0000449	Praw.g_00648	Prbi.g_00503
OG0000450	Praw.g_00647	Prbi.g_00504
OG0000451	Praw.g_00646	Prbi.g_00505
OG0000452	Praw.g_00645	Prbi.g_00506
OG0000453	Praw.g_00643	Prbi.g_00508
OG0000454	Praw.g_00642	Prbi.g_00509
OG0000455	Praw.g_00641	Prbi.g_00510
OG0000456	Praw.g_00640	Prbi.g_00511
OG0000457	Praw.g_00638	Prbi.g_00513
OG0000458	Praw.g_00636	Prbi.g_00515
OG0000459	Praw.g_00635	Prbi.g_00516
OG0000460	Praw.g_00633	Prbi.g_00518
OG0000461	Praw.g_00632	Prbi.g_00519
OG0000462	Praw.g_00631	Prbi.g_00520
OG0000463	Praw.g_00630	Prbi.g_00521
OG0000464	Praw.g_00625	Prbi.g_00526
OG0000465	Praw.g_00623	Prbi.g_00528
OG0000466	Praw.g_00622	Prbi.g_00529
OG0000467	Praw.g_00621	Prbi.g_00530
OG0000468	Praw.g_00620	Prbi.g_00531
OG0000469	Praw.g_00619	Prbi.g_00532
OG0000470	Praw.g_00618	Prbi.g_00533
OG0000471	Praw.g_00617	Prbi.g_00534
OG0000472	Praw.g_00614	Prbi.g_00537
OG0000473	Praw.g_00613	Prbi.g_00538
OG0000474	Praw.g_00612	Prbi.g_00539
OG0000475	Praw.g_00611	Prbi.g_00540
OG0000476	Praw.g_00610	Prbi.g_00541
OG0000477	Praw.g_00608	Prbi.g_00543
OG0000478	Praw.g_00607	Prbi.g_00544
OG0000479	Praw.g_00606	Prbi.g_00545
OG0000480	Praw.g_00604	Prbi.g_00547
OG0000481	Praw.g_00603	Prbi.g_00548
OG0000482	Praw.g_00602	Prbi.g_00549
OG0000483	Praw.g_00601	Prbi.g_00550
OG0000484	Praw.g_00600	Prbi.g_00551
OG0000485	Praw.g_00599	Prbi.g_00552
OG0000486	Praw.g_00598	Prbi.g_00553
OG0000487	Praw.g_00597	Prbi.g_00554
OG0000488	Praw.g_00595	Prbi.g_00556
OG0000489	Praw.g_00594	Prbi.g_00557
OG0000490	Praw.g_00593	Prbi.g_00558
OG0000491	Praw.g_00592	Prbi.g_00559
OG0000492	Praw.g_00591	Prbi.g_00560
OG0000493	Praw.g_00590	Prbi.g_00561
OG0000494	Praw.g_00588	Prbi.g_00563
OG0000495	Praw.g_00587	Prbi.g_00564
OG0000496	Praw.g_00586	Prbi.g_00565
OG0000497	Praw.g_00585	Prbi.g_00566
OG0000498	Praw.g_00584	Prbi.g_00567
OG0000499	Praw.g_00582	Prbi.g_00569
OG0000500	Praw.g_00581	Prbi.g_00570
OG0000501	Praw.g_00579	Prbi.g_00572
OG0000502	Praw.g_00578	Prbi.g_00573
OG0000503	Praw.g_00577	Prbi.g_00574
OG0000504	Praw.g_00576	Prbi.g_00575
OG0000505	Praw.g_00575	Prbi.g_00576
OG0000506	Praw.g_01922	Prbi.g_00577
OG0000507	Praw.g_01923	Prbi.g_00578
OG0000508	Praw.g_01925	Prbi.g_00580
OG0000509	Praw.g_01926	Prbi.g_00581
OG0000510	Praw.g_01927	Prbi.g_00582
OG0000511	Praw.g_01928	Prbi.g_00583
OG0000512	Praw.g_01929	Prbi.g_00584
OG0000513	Praw.g_01930	Prbi.g_00585
OG0000514	Praw.g_01931	Prbi.g_00586
OG0000515	Praw.g_01933	Prbi.g_00588
OG0000516	Praw.g_01934	Prbi.g_00589
OG0000517	Praw.g_01935	Prbi.g_00590
OG0000518	Praw.g_01937	Prbi.g_00593
OG0000519	Praw.g_01938	Prbi.g_00594
OG0000520	Praw.g_01939	Prbi.g_00595
OG0000521	Praw.g_01940	Prbi.g_00596
OG0000522	Praw.g_01941	Prbi.g_00597
OG0000523	Praw.g_01942	Prbi.g_00598
OG0000524	Praw.g_01943	Prbi.g_00599
OG0000525	Praw.g_01945	Prbi.g_00601
OG0000526	Praw.g_01946	Prbi.g_00602
OG0000527	Praw.g_01947	Prbi.g_00603
OG0000528	Praw.g_01948	Prbi.g_00604
OG0000529	Praw.g_01949	Prbi.g_00605
OG0000530	Praw.g_00140	Prbi.g_00606
OG0000531	Praw.g_00141	Prbi.g_00607
OG0000532	Praw.g_00142	Prbi.g_00608
OG0000533	Praw.g_00143	Prbi.g_00609
OG0000534	Praw.g_00144	Prbi.g_00610
OG0000535	Praw.g_00145	Prbi.g_00611
OG0000536	Praw.g_00146	Prbi.g_00612
OG0000537	Praw.g_00147	Prbi.g_00613
OG0000538	Praw.g_00148	Prbi.g_00614
OG0000539	Praw.g_00149	Prbi.g_00615
OG0000540	Praw.g_00150	Prbi.g_00616
OG0000541	Praw.g_00151	Prbi.g_00617
OG0000542	Praw.g_00152	Prbi.g_00618
OG0000543	Praw.g_00153	Prbi.g_00619
OG0000544	Praw.g_00154	Prbi.g_00620
