Orthogroup	Praw	Prar
OG0000073	Praw.g_01853	Prar.g_01499
OG0000074	Praw.g_01831	Prar.g_01521
OG0000075	Praw.g_01690	Prar.g_01691
OG0000076	Praw.g_01467	Prar.g_01904
OG0000078	Praw.g_01051	Prar.g_00872
OG0000079	Praw.g_00415	Prar.g_00769
OG0000080	Praw.g_00464	Prar.g_01166
OG0000081	Praw.g_00066	Prar.g_00627
OG0000082	Praw.g_01170	Prar.g_00072
OG0000083	Praw.g_01133	Prar.g_00035
OG0000084	Praw.g_01130	Prar.g_00032
OG0000085	Praw.g_01405	Prar.g_00015
OG0000086	Praw.g_01389	Prar.g_00581
OG0000087	Praw.g_01379	Prar.g_00570
OG0000088	Praw.g_01322	Prar.g_00215
OG0000089	Praw.g_01314	Prar.g_00207
OG0000090	Praw.g_01296	Prar.g_00189
OG0000091	Praw.g_01266	Prar.g_00158
OG0000092	Praw.g_01265	Prar.g_00157
OG0000093	Praw.g_01251	Prar.g_00143
OG0000094	Praw.g_01233	Prar.g_00125
OG0000095	Praw.g_01228	Prar.g_00120
OG0000096	Praw.g_00882	Prar.g_00076
OG0000097	Praw.g_00860	Prar.g_00313
OG0000098	Praw.g_00850	Prar.g_00303
OG0000099	Praw.g_00840	Prar.g_00293
OG0000100	Praw.g_00837	Prar.g_00290
OG0000101	Praw.g_00775	Prar.g_00417
OG0000102	Praw.g_00751	Prar.g_00444
OG0000103	Praw.g_00671	Prar.g_00526
OG0000104	Praw.g_00667	Prar.g_00530
OG0000105	Praw.g_00649	Prar.g_01330
OG0000106	Praw.g_00616	Prar.g_01362
OG0000107	Praw.g_00615	Prar.g_01363
OG0000108	Praw.g_00605	Prar.g_01373
OG0000109	Praw.g_00596	Prar.g_01382
OG0000110	Praw.g_00580	Prar.g_01398
OG0000111	Praw.g_01871	Prar.g_01481
OG0000112	Praw.g_01870	Prar.g_01482
OG0000113	Praw.g_01787	Prar.g_01621
OG0000114	Praw.g_01699	Prar.g_01682
OG0000115	Praw.g_01539	Prar.g_01833
OG0000116	Praw.g_01535	Prar.g_01837
OG0000117	Praw.g_01470	Prar.g_01901
OG0000118	Praw.g_01418	Prar.g_01953
OG0000119	Praw.g_00204	Prar.g_01293
OG0000120	Praw.g_00240	Prar.g_01257
OG0000121	Praw.g_00259	Prar.g_01238
OG0000122	Praw.g_00278	Prar.g_01219
OG0000123	Praw.g_00291	Prar.g_01206
OG0000124	Praw.g_00904	Prar.g_00376
OG0000125	Praw.g_00993	Prar.g_00943
OG0000126	Praw.g_01016	Prar.g_00911
OG0000127	Praw.g_01096	Prar.g_00352
OG0000128	Praw.g_01080	Prar.g_00338
OG0000129	Praw.g_00374	Prar.g_00810
OG0000130	Praw.g_00513	Prar.g_01145
OG0000131	Praw.g_00551	Prar.g_01959
OG0000132	Praw.g_00554	Prar.g_00595, Prar.g_01956
OG0000133	Praw.g_00137	Prar.g_01068
OG0000134	Praw.g_00101	Prar.g_01032
OG0000135	Praw.g_00099	Prar.g_01030
OG0000136	Praw.g_00055	Prar.g_00638
OG0000137	Praw.g_00022	Prar.g_00669
OG0000138	Praw.g_01180	Prar.g_00704
OG0000139	Praw.g_01153	Prar.g_00055
OG0000140	Praw.g_01135	Prar.g_00037
OG0000141	Praw.g_01134	Prar.g_00036
OG0000142	Praw.g_01132	Prar.g_00034
OG0000143	Praw.g_01131	Prar.g_00033
OG0000144	Praw.g_01129	Prar.g_00031
OG0000145	Praw.g_01128	Prar.g_00030
OG0000146	Praw.g_01127	Prar.g_00029
OG0000147	Praw.g_01126	Prar.g_00028
OG0000148	Praw.g_01124	Prar.g_00026
OG0000149	Praw.g_01414	Prar.g_00024
OG0000150	Praw.g_01413	Prar.g_00023
OG0000151	Praw.g_01412	Prar.g_00022
OG0000152	Praw.g_01411	Prar.g_00021
OG0000153	Praw.g_01410	Prar.g_00020
OG0000154	Praw.g_01409	Prar.g_00019
OG0000155	Praw.g_01408	Prar.g_00018
OG0000156	Praw.g_01407	Prar.g_00017
OG0000157	Praw.g_01406	Prar.g_00016
OG0000158	Praw.g_01404	Prar.g_00014
OG0000159	Praw.g_01403	Prar.g_00013
OG0000160	Praw.g_01402	Prar.g_00012
OG0000161	Praw.g_01401	Prar.g_00011
OG0000162	Praw.g_01400	Prar.g_00010
OG0000163	Praw.g_01399	Prar.g_00009
OG0000164	Praw.g_01396	Prar.g_00006
OG0000165	Praw.g_01393	Prar.g_00002
OG0000166	Praw.g_01392	Prar.g_00001
OG0000167	Praw.g_01391	Prar.g_00594
OG0000168	Praw.g_01388	Prar.g_00580
OG0000169	Praw.g_01386	Prar.g_00578
OG0000170	Praw.g_01385	Prar.g_00577
OG0000171	Praw.g_01384	Prar.g_00576
OG0000172	Praw.g_01383	Prar.g_00574
OG0000173	Praw.g_01382	Prar.g_00573
OG0000174	Praw.g_01381	Prar.g_00572
OG0000175	Praw.g_01380	Prar.g_00571
OG0000176	Praw.g_01378	Prar.g_00569
OG0000177	Praw.g_01377	Prar.g_00568
OG0000178	Praw.g_01376	Prar.g_00567
OG0000179	Praw.g_01370	Prar.g_00554
OG0000180	Praw.g_01369	Prar.g_00553
OG0000181	Praw.g_01368	Prar.g_00552
OG0000182	Praw.g_01365	Prar.g_00549
OG0000183	Praw.g_01364	Prar.g_00548
OG0000184	Praw.g_01361	Prar.g_00255
OG0000185	Praw.g_01357	Prar.g_00251
OG0000186	Praw.g_01356	Prar.g_00250
OG0000187	Praw.g_01355	Prar.g_00249
OG0000188	Praw.g_01354	Prar.g_00248
OG0000189	Praw.g_01353	Prar.g_00247
OG0000190	Praw.g_01352	Prar.g_00246
OG0000191	Praw.g_01351	Prar.g_00245
OG0000192	Praw.g_01350	Prar.g_00244
OG0000193	Praw.g_01349	Prar.g_00243
OG0000194	Praw.g_01348	Prar.g_00242
OG0000195	Praw.g_01346	Prar.g_00240
OG0000196	Praw.g_01345	Prar.g_00239
OG0000197	Praw.g_01344	Prar.g_00238
OG0000198	Praw.g_01343	Prar.g_00237
OG0000199	Praw.g_01341	Prar.g_00234
OG0000200	Praw.g_01340	Prar.g_00233
OG0000201	Praw.g_01339	Prar.g_00232
OG0000202	Praw.g_01338	Prar.g_00231
OG0000203	Praw.g_01337	Prar.g_00230
OG0000204	Praw.g_01336	Prar.g_00229
OG0000205	Praw.g_01335	Prar.g_00228
OG0000206	Praw.g_01334	Prar.g_00227
OG0000207	Praw.g_01333	Prar.g_00226
OG0000208	Praw.g_01332	Prar.g_00225
OG0000209	Praw.g_01331	Prar.g_00224
OG0000210	Praw.g_01329	Prar.g_00222
OG0000211	Praw.g_01328	Prar.g_00221
OG0000212	Praw.g_01327	Prar.g_00220
OG0000213	Praw.g_01326	Prar.g_00219
OG0000214	Praw.g_01324	Prar.g_00217
OG0000215	Praw.g_01323	Prar.g_00216
OG0000216	Praw.g_01321	Prar.g_00214
OG0000217	Praw.g_01320	Prar.g_00213
OG0000218	Praw.g_01319	Prar.g_00212
OG0000219	Praw.g_01318	Prar.g_00211
OG0000220	Praw.g_01315	Prar.g_00208
OG0000221	Praw.g_01313	Prar.g_00206
OG0000222	Praw.g_01312	Prar.g_00205
OG0000223	Praw.g_01311	Prar.g_00204
OG0000224	Praw.g_01308	Prar.g_00201
OG0000225	Praw.g_01306	Prar.g_00199
OG0000226	Praw.g_01305	Prar.g_00198
OG0000227	Praw.g_01304	Prar.g_00197
OG0000228	Praw.g_01303	Prar.g_00196
OG0000229	Praw.g_01302	Prar.g_00195
OG0000230	Praw.g_01301	Prar.g_00194
OG0000231	Praw.g_01299	Prar.g_00192
OG0000232	Praw.g_01298	Prar.g_00191
OG0000233	Praw.g_01295	Prar.g_00188
OG0000234	Praw.g_01293	Prar.g_00186
OG0000235	Praw.g_01290	Prar.g_00182
OG0000236	Praw.g_01289	Prar.g_00181
OG0000237	Praw.g_01288	Prar.g_00180
OG0000238	Praw.g_01287	Prar.g_00179
OG0000239	Praw.g_01286	Prar.g_00178
OG0000240	Praw.g_01284	Prar.g_00176
OG0000241	Praw.g_01283	Prar.g_00175
OG0000242	Praw.g_01282	Prar.g_00174
OG0000243	Praw.g_01281	Prar.g_00173
OG0000244	Praw.g_01280	Prar.g_00172
OG0000245	Praw.g_01279	Prar.g_00171
OG0000246	Praw.g_01277	Prar.g_00169
OG0000247	Praw.g_01276	Prar.g_00168
OG0000248	Praw.g_01275	Prar.g_00167
OG0000249	Praw.g_01274	Prar.g_00166
OG0000250	Praw.g_01273	Prar.g_00165
OG0000251	Praw.g_01272	Prar.g_00164
OG0000252	Praw.g_01271	Prar.g_00163
OG0000253	Praw.g_01270	Prar.g_00162
OG0000254	Praw.g_01268	Prar.g_00160
OG0000255	Praw.g_01267	Prar.g_00159
OG0000256	Praw.g_01264	Prar.g_00156
OG0000257	Praw.g_01262	Prar.g_00154
OG0000258	Praw.g_01261	Prar.g_00153
OG0000259	Praw.g_01260	Prar.g_00152
OG0000260	Praw.g_01259	Prar.g_00151
OG0000261	Praw.g_01258	Prar.g_00150
OG0000262	Praw.g_01257	Prar.g_00149
OG0000263	Praw.g_01256	Prar.g_00148
OG0000264	Praw.g_01254	Prar.g_00146
OG0000265	Praw.g_01253	Prar.g_00145
OG0000266	Praw.g_01252	Prar.g_00144
OG0000267	Praw.g_01250	Prar.g_00142
OG0000268	Praw.g_01249	Prar.g_00141
OG0000269	Praw.g_01248	Prar.g_00140
OG0000270	Praw.g_01247	Prar.g_00139
OG0000271	Praw.g_01246	Prar.g_00138
OG0000272	Praw.g_01245	Prar.g_00137
OG0000273	Praw.g_01244	Prar.g_00136
OG0000274	Praw.g_01243	Prar.g_00135
OG0000275	Praw.g_01242	Prar.g_00134
OG0000276	Praw.g_01241	Prar.g_00133
OG0000277	Praw.g_01240	Prar.g_00132
OG0000278	Praw.g_01239	Prar.g_00131
OG0000279	Praw.g_01238	Prar.g_00130
OG0000280	Praw.g_01237	Prar.g_00129
OG0000281	Praw.g_01235	Prar.g_00127
OG0000282	Praw.g_01234	Prar.g_00126
OG0000283	Praw.g_01231	Prar.g_00123
OG0000284	Praw.g_01230	Prar.g_00122
OG0000285	Praw.g_01229	Prar.g_00121
OG0000286	Praw.g_01227	Prar.g_00119
OG0000287	Praw.g_01226	Prar.g_00118
OG0000288	Praw.g_01225	Prar.g_00117
OG0000289	Praw.g_01224	Prar.g_00116
OG0000290	Praw.g_01223	Prar.g_00115
OG0000291	Praw.g_01222	Prar.g_00114
OG0000292	Praw.g_01221	Prar.g_00113
OG0000293	Praw.g_01220	Prar.g_00112
OG0000294	Praw.g_01219	Prar.g_00111
OG0000295	Praw.g_01218	Prar.g_00110
OG0000296	Praw.g_01217	Prar.g_00109
OG0000297	Praw.g_01216	Prar.g_00108
OG0000298	Praw.g_01215	Prar.g_00107
OG0000299	Praw.g_01214	Prar.g_00106
OG0000300	Praw.g_01213	Prar.g_00105
OG0000301	Praw.g_01212	Prar.g_00104
OG0000302	Praw.g_01211	Prar.g_00103
OG0000303	Praw.g_01210	Prar.g_00102
OG0000304	Praw.g_01209	Prar.g_00101
OG0000305	Praw.g_01208	Prar.g_00100
OG0000306	Praw.g_01207	Prar.g_00099
OG0000307	Praw.g_01206	Prar.g_00098
OG0000308	Praw.g_01205	Prar.g_00097
OG0000309	Praw.g_01204	Prar.g_00096
OG0000310	Praw.g_01203	Prar.g_00095
OG0000311	Praw.g_01202	Prar.g_00094
OG0000312	Praw.g_01200	Prar.g_00092
OG0000313	Praw.g_01199	Prar.g_00091
OG0000314	Praw.g_01196	Prar.g_00088
OG0000315	Praw.g_01195	Prar.g_00087
OG0000316	Praw.g_00891	Prar.g_00085
OG0000317	Praw.g_00889	Prar.g_00083
OG0000318	Praw.g_00888	Prar.g_00082
OG0000319	Praw.g_00887	Prar.g_00081
OG0000320	Praw.g_00886	Prar.g_00080
OG0000321	Praw.g_00883	Prar.g_00077
OG0000322	Praw.g_00880	Prar.g_00334
OG0000323	Praw.g_00879	Prar.g_00333
OG0000324	Praw.g_00876	Prar.g_00330
OG0000325	Praw.g_00875	Prar.g_00328
OG0000326	Praw.g_00874	Prar.g_00327
OG0000327	Praw.g_00872	Prar.g_00325
OG0000328	Praw.g_00871	Prar.g_00324
OG0000329	Praw.g_00870	Prar.g_00323
OG0000330	Praw.g_00869	Prar.g_00322
OG0000331	Praw.g_00868	Prar.g_00321
OG0000332	Praw.g_00867	Prar.g_00320
OG0000333	Praw.g_00866	Prar.g_00319
OG0000334	Praw.g_00865	Prar.g_00318
OG0000335	Praw.g_00864	Prar.g_00317
OG0000336	Praw.g_00863	Prar.g_00316
OG0000337	Praw.g_00859	Prar.g_00312
OG0000338	Praw.g_00858	Prar.g_00311
OG0000339	Praw.g_00857	Prar.g_00310
OG0000340	Praw.g_00856	Prar.g_00309
OG0000341	Praw.g_00852	Prar.g_00305
OG0000342	Praw.g_00851	Prar.g_00304
OG0000343	Praw.g_00849	Prar.g_00302
OG0000344	Praw.g_00848	Prar.g_00301
OG0000345	Praw.g_00847	Prar.g_00300
OG0000346	Praw.g_00846	Prar.g_00299
OG0000347	Praw.g_00845	Prar.g_00298
OG0000348	Praw.g_00844	Prar.g_00297
OG0000349	Praw.g_00843	Prar.g_00296
OG0000350	Praw.g_00842	Prar.g_00295
OG0000351	Praw.g_00839	Prar.g_00292
OG0000352	Praw.g_00836	Prar.g_00289
OG0000353	Praw.g_00835	Prar.g_00288
OG0000354	Praw.g_00834	Prar.g_00287
OG0000355	Praw.g_00833	Prar.g_00286
OG0000356	Praw.g_00832	Prar.g_00285
OG0000357	Praw.g_00831	Prar.g_00284
OG0000358	Praw.g_00830	Prar.g_00283
OG0000359	Praw.g_00829	Prar.g_00282
OG0000360	Praw.g_00826	Prar.g_00279
OG0000361	Praw.g_00825	Prar.g_00278
OG0000362	Praw.g_00824	Prar.g_00277
OG0000363	Praw.g_00823	Prar.g_00276
OG0000364	Praw.g_00822	Prar.g_00275
OG0000365	Praw.g_00821	Prar.g_00274
OG0000366	Praw.g_00820	Prar.g_00273
OG0000367	Praw.g_00819	Prar.g_00272
OG0000368	Praw.g_00818	Prar.g_00271
OG0000369	Praw.g_00817	Prar.g_00270
OG0000370	Praw.g_00816	Prar.g_00269
OG0000371	Praw.g_00815	Prar.g_00268
OG0000372	Praw.g_00813	Prar.g_00266
OG0000373	Praw.g_00811	Prar.g_00264
OG0000374	Praw.g_00810	Prar.g_00263
OG0000375	Praw.g_00809	Prar.g_00262
OG0000376	Praw.g_00807	Prar.g_00260
OG0000377	Praw.g_00806	Prar.g_00259
OG0000378	Praw.g_00805	Prar.g_00258
OG0000379	Praw.g_00796	Prar.g_00394
OG0000380	Praw.g_00795	Prar.g_00395
OG0000381	Praw.g_00794	Prar.g_00396
OG0000382	Praw.g_00792	Prar.g_00398
OG0000383	Praw.g_00790	Prar.g_00401
OG0000384	Praw.g_00789	Prar.g_00402
OG0000385	Praw.g_00787	Prar.g_00405
OG0000386	Praw.g_00786	Prar.g_00406
OG0000387	Praw.g_00785	Prar.g_00407
OG0000388	Praw.g_00784	Prar.g_00408
OG0000389	Praw.g_00783	Prar.g_00409
OG0000390	Praw.g_00782	Prar.g_00410
OG0000391	Praw.g_00781	Prar.g_00411
OG0000392	Praw.g_00780	Prar.g_00412
OG0000393	Praw.g_00777	Prar.g_00415
OG0000394	Praw.g_00776	Prar.g_00416
OG0000395	Praw.g_00774	Prar.g_00418
OG0000396	Praw.g_00773	Prar.g_00419
OG0000397	Praw.g_00761	Prar.g_00432
OG0000398	Praw.g_00754	Prar.g_00440
OG0000399	Praw.g_00753	Prar.g_00441
OG0000400	Praw.g_00748	Prar.g_00446
OG0000401	Praw.g_00716	Prar.g_00479
OG0000402	Praw.g_00715	Prar.g_00480
OG0000403	Praw.g_00714	Prar.g_00481
OG0000404	Praw.g_00712	Prar.g_00483
OG0000405	Praw.g_00711	Prar.g_00484
OG0000406	Praw.g_00709	Prar.g_00486
OG0000407	Praw.g_00708	Prar.g_00487
OG0000408	Praw.g_00707	Prar.g_00488
OG0000409	Praw.g_00706	Prar.g_00489
OG0000410	Praw.g_00705	Prar.g_00490
OG0000411	Praw.g_00704	Prar.g_00491
OG0000412	Praw.g_00703	Prar.g_00492
OG0000413	Praw.g_00702	Prar.g_00493
OG0000414	Praw.g_00701	Prar.g_00494
OG0000415	Praw.g_00700	Prar.g_00495
OG0000416	Praw.g_00699	Prar.g_00496
OG0000417	Praw.g_00698	Prar.g_00497
OG0000418	Praw.g_00697	Prar.g_00498
OG0000419	Praw.g_00696	Prar.g_00499
OG0000420	Praw.g_00695	Prar.g_00500
OG0000421	Praw.g_00694	Prar.g_00501
OG0000422	Praw.g_00692	Prar.g_00503
OG0000423	Praw.g_00691	Prar.g_00504
OG0000424	Praw.g_00689	Prar.g_00506
OG0000425	Praw.g_00686	Prar.g_00510
OG0000426	Praw.g_00685	Prar.g_00511
OG0000427	Praw.g_00684	Prar.g_00512
OG0000428	Praw.g_00683	Prar.g_00513
OG0000429	Praw.g_00682	Prar.g_00514
OG0000430	Praw.g_00676	Prar.g_00521
OG0000431	Praw.g_00674	Prar.g_00523
OG0000432	Praw.g_00673	Prar.g_00524
OG0000433	Praw.g_00670	Prar.g_00527
OG0000434	Praw.g_00669	Prar.g_00528
OG0000435	Praw.g_00668	Prar.g_00529
OG0000436	Praw.g_00666	Prar.g_00531
OG0000437	Praw.g_00665	Prar.g_00533
OG0000438	Praw.g_00664	Prar.g_00534
OG0000439	Praw.g_00663	Prar.g_00535
OG0000440	Praw.g_00661	Prar.g_00537
OG0000441	Praw.g_00660	Prar.g_00538
OG0000442	Praw.g_00659	Prar.g_00539
OG0000443	Praw.g_00658	Prar.g_00540
OG0000444	Praw.g_00657	Prar.g_00541
OG0000445	Praw.g_00656	Prar.g_00542
OG0000446	Praw.g_00655	Prar.g_00543
OG0000447	Praw.g_00654	Prar.g_00544
OG0000448	Praw.g_00653	Prar.g_00545
OG0000449	Praw.g_00648	Prar.g_01331
OG0000450	Praw.g_00647	Prar.g_01332
OG0000451	Praw.g_00646	Prar.g_01333
OG0000452	Praw.g_00645	Prar.g_01334
OG0000453	Praw.g_00643	Prar.g_01336
OG0000454	Praw.g_00642	Prar.g_01337
OG0000455	Praw.g_00641	Prar.g_01338
OG0000456	Praw.g_00640	Prar.g_01339
OG0000457	Praw.g_00638	Prar.g_01341
OG0000458	Praw.g_00636	Prar.g_01343
OG0000459	Praw.g_00635	Prar.g_01344
OG0000460	Praw.g_00633	Prar.g_01345
OG0000461	Praw.g_00632	Prar.g_01346
OG0000462	Praw.g_00631	Prar.g_01347
OG0000463	Praw.g_00630	Prar.g_01348
OG0000464	Praw.g_00625	Prar.g_01353
OG0000465	Praw.g_00623	Prar.g_01355
OG0000466	Praw.g_00622	Prar.g_01356
OG0000467	Praw.g_00621	Prar.g_01357
OG0000468	Praw.g_00620	Prar.g_01358
OG0000469	Praw.g_00619	Prar.g_01359
OG0000470	Praw.g_00618	Prar.g_01360
OG0000471	Praw.g_00617	Prar.g_01361
OG0000472	Praw.g_00614	Prar.g_01364
OG0000473	Praw.g_00613	Prar.g_01365
OG0000474	Praw.g_00612	Prar.g_01366
OG0000475	Praw.g_00611	Prar.g_01367
OG0000476	Praw.g_00610	Prar.g_01368
OG0000477	Praw.g_00608	Prar.g_01370
OG0000478	Praw.g_00607	Prar.g_01371
OG0000479	Praw.g_00606	Prar.g_01372
OG0000480	Praw.g_00604	Prar.g_01374
OG0000481	Praw.g_00603	Prar.g_01375
OG0000482	Praw.g_00602	Prar.g_01376
OG0000483	Praw.g_00601	Prar.g_01377
OG0000484	Praw.g_00600	Prar.g_01378
OG0000485	Praw.g_00599	Prar.g_01379
OG0000486	Praw.g_00598	Prar.g_01380
OG0000487	Praw.g_00597	Prar.g_01381
OG0000488	Praw.g_00595	Prar.g_01383
OG0000489	Praw.g_00594	Prar.g_01384
OG0000490	Praw.g_00593	Prar.g_01385
OG0000491	Praw.g_00592	Prar.g_01386
OG0000492	Praw.g_00591	Prar.g_01387
OG0000493	Praw.g_00590	Prar.g_01388
OG0000494	Praw.g_00588	Prar.g_01390
OG0000495	Praw.g_00587	Prar.g_01391
OG0000496	Praw.g_00586	Prar.g_01392
OG0000497	Praw.g_00585	Prar.g_01393
OG0000498	Praw.g_00584	Prar.g_01394
OG0000499	Praw.g_00582	Prar.g_01396
OG0000500	Praw.g_00581	Prar.g_01397
OG0000501	Praw.g_00579	Prar.g_01399
OG0000502	Praw.g_00578	Prar.g_01400
OG0000503	Praw.g_00577	Prar.g_01401
OG0000504	Praw.g_00576	Prar.g_01402
OG0000505	Praw.g_00575	Prar.g_01403
OG0000506	Praw.g_01922	Prar.g_01404
OG0000507	Praw.g_01923	Prar.g_01405
OG0000508	Praw.g_01925	Prar.g_01407
OG0000509	Praw.g_01926	Prar.g_01408
OG0000510	Praw.g_01927	Prar.g_01409
OG0000511	Praw.g_01928	Prar.g_01410
OG0000512	Praw.g_01929	Prar.g_01411
OG0000513	Praw.g_01930	Prar.g_01412
OG0000514	Praw.g_01931	Prar.g_01413
OG0000515	Praw.g_01933	Prar.g_01415
OG0000516	Praw.g_01934	Prar.g_01416
OG0000517	Praw.g_01935	Prar.g_01417
OG0000518	Praw.g_01937	Prar.g_01420
OG0000519	Praw.g_01938	Prar.g_01422
OG0000520	Praw.g_01939	Prar.g_01423
OG0000521	Praw.g_01940	Prar.g_01424
OG0000522	Praw.g_01941	Prar.g_01425
OG0000523	Praw.g_01942	Prar.g_01426
OG0000524	Praw.g_01943	Prar.g_01427
OG0000525	Praw.g_01945	Prar.g_01429
OG0000526	Praw.g_01946	Prar.g_01430
OG0000527	Praw.g_01947	Prar.g_01431
OG0000528	Praw.g_01948	Prar.g_01432
OG0000529	Praw.g_01949	Prar.g_01433
OG0000530	Praw.g_00140	Prar.g_01434
OG0000531	Praw.g_00141	Prar.g_01435
OG0000532	Praw.g_00142	Prar.g_01436
OG0000533	Praw.g_00143	Prar.g_01437
OG0000534	Praw.g_00144	Prar.g_01438
OG0000535	Praw.g_00145	Prar.g_01439
OG0000536	Praw.g_00146	Prar.g_01440
OG0000537	Praw.g_00147	Prar.g_01441
OG0000538	Praw.g_00148	Prar.g_01442
OG0000539	Praw.g_00149	Prar.g_01443
OG0000540	Praw.g_00150	Prar.g_01444
OG0000541	Praw.g_00151	Prar.g_01445
OG0000542	Praw.g_00152	Prar.g_01446
OG0000543	Praw.g_00153	Prar.g_01447
OG0000544	Praw.g_00154	Prar.g_01448
OG0000545	Praw.g_00157	Prar.g_01451
OG0000546	Praw.g_00158	Prar.g_01452
OG0000547	Praw.g_00160	Prar.g_01454
OG0000548	Praw.g_00161	Prar.g_01455
OG0000549	Praw.g_00162	Prar.g_01456
OG0000550	Praw.g_00163	Prar.g_01457
OG0000551	Praw.g_00164	Prar.g_01458
OG0000552	Praw.g_00165	Prar.g_01459
OG0000553	Praw.g_00166	Prar.g_01460
OG0000554	Praw.g_00167	Prar.g_01461
OG0000555	Praw.g_00168	Prar.g_01462
OG0000556	Praw.g_00169	Prar.g_01463
OG0000557	Praw.g_01888	Prar.g_01464
OG0000558	Praw.g_01887	Prar.g_01465
OG0000559	Praw.g_01886	Prar.g_01466
OG0000560	Praw.g_01884	Prar.g_01468
OG0000561	Praw.g_01883	Prar.g_01469
OG0000562	Praw.g_01882	Prar.g_01470
OG0000563	Praw.g_01881	Prar.g_01471
OG0000564	Praw.g_01880	Prar.g_01472
OG0000565	Praw.g_01879	Prar.g_01473
OG0000566	Praw.g_01878	Prar.g_01474
OG0000567	Praw.g_01877	Prar.g_01475
OG0000568	Praw.g_01876	Prar.g_01476
OG0000569	Praw.g_01875	Prar.g_01477
OG0000570	Praw.g_01874	Prar.g_01478
OG0000571	Praw.g_01873	Prar.g_01479
OG0000572	Praw.g_01872	Prar.g_01480
OG0000573	Praw.g_01869	Prar.g_01483
