Orthogroup	Praw	Prbe
OG0000050	Praw.g_01397	Prbe.g_00132
OG0000051	Praw.g_01278	Prbe.g_01705
OG0000052	Praw.g_00762	Prbe.g_00740
OG0000053	Praw.g_00609	Prbe.g_01114, Prbe.g_00596
OG0000055	Praw.g_01675	Prbe.g_01245
OG0000057	Praw.g_01198	Prbe.g_01789
OG0000058	Praw.g_00672	Prbe.g_00658
OG0000059	Praw.g_01824	Prbe.g_01206
OG0000062	Praw.g_00201	Prbe.g_00041
OG0000063	Praw.g_00926	Prbe.g_01522
OG0000065	Praw.g_00981	Prbe.g_00893
OG0000066	Praw.g_01050	Prbe.g_00353
OG0000068	Praw.g_00096	Prbe.g_00836
OG0000069	Praw.g_01043	Prbe.g_00272
OG0000071	Praw.g_01125	Prbe.g_01076
OG0000072	Praw.g_00812	Prbe.g_01875
OG0000073	Praw.g_01853	Prbe.g_01449
OG0000074	Praw.g_01831	Prbe.g_00466
OG0000075	Praw.g_01690	Prbe.g_01229
OG0000076	Praw.g_01467	Prbe.g_01297
OG0000078	Praw.g_01051	Prbe.g_00350
OG0000079	Praw.g_00415	Prbe.g_00226
OG0000080	Praw.g_00464	Prbe.g_00714
OG0000081	Praw.g_00066	Prbe.g_00802
OG0000083	Praw.g_01133	Prbe.g_01068
OG0000084	Praw.g_01130	Prbe.g_01071
OG0000085	Praw.g_01405	Prbe.g_00123
OG0000087	Praw.g_01379	Prbe.g_00152
OG0000088	Praw.g_01322	Prbe.g_01657
OG0000089	Praw.g_01314	Prbe.g_01666
OG0000090	Praw.g_01296	Prbe.g_01683
OG0000091	Praw.g_01266	Prbe.g_01717
OG0000092	Praw.g_01265	Prbe.g_01718
OG0000093	Praw.g_01251	Prbe.g_01732
OG0000094	Praw.g_01233	Prbe.g_01751
OG0000095	Praw.g_01228	Prbe.g_01756
OG0000096	Praw.g_00882	Prbe.g_01804
OG0000097	Praw.g_00860	Prbe.g_01828
OG0000098	Praw.g_00850	Prbe.g_01839
OG0000099	Praw.g_00840	Prbe.g_01849
OG0000100	Praw.g_00837	Prbe.g_01852
OG0000101	Praw.g_00775	Prbe.g_01917
OG0000102	Praw.g_00751	Prbe.g_00911
OG0000103	Praw.g_00671	Prbe.g_00657
OG0000104	Praw.g_00667	Prbe.g_00653
OG0000105	Praw.g_00649	Prbe.g_00633
OG0000106	Praw.g_00616	Prbe.g_00603
OG0000107	Praw.g_00615	Prbe.g_00602
OG0000108	Praw.g_00605	Prbe.g_00592
OG0000109	Praw.g_00596	Prbe.g_00583
OG0000110	Praw.g_00580	Prbe.g_00566
OG0000111	Praw.g_01871	Prbe.g_01468
OG0000112	Praw.g_01870	Prbe.g_01467
OG0000113	Praw.g_01787	Prbe.g_01417
OG0000114	Praw.g_01699	Prbe.g_01220
OG0000115	Praw.g_01539	Prbe.g_01350
OG0000116	Praw.g_01535	Prbe.g_01354
OG0000117	Praw.g_01470	Prbe.g_01300
OG0000118	Praw.g_01418	Prbe.g_01594
OG0000119	Praw.g_00204	Prbe.g_00044
OG0000120	Praw.g_00240	Prbe.g_01543
OG0000121	Praw.g_00259	Prbe.g_01520
OG0000122	Praw.g_00278	Prbe.g_01500
OG0000123	Praw.g_00291	Prbe.g_00501
OG0000124	Praw.g_00904	Prbe.g_00215
OG0000125	Praw.g_00993	Prbe.g_00880
OG0000126	Praw.g_01016	Prbe.g_00373
OG0000127	Praw.g_01096	Prbe.g_00323
OG0000128	Praw.g_01079, Praw.g_01080	Prbe.g_00310
OG0000129	Praw.g_00374	Prbe.g_00274
OG0000130	Praw.g_00513	Prbe.g_00988
OG0000131	Praw.g_00551	Prbe.g_00949
OG0000132	Praw.g_00554	Prbe.g_00946
OG0000133	Praw.g_00137	Prbe.g_01088
OG0000134	Praw.g_00101	Prbe.g_00842
OG0000135	Praw.g_00099	Prbe.g_00840
OG0000136	Praw.g_00055	Prbe.g_00790
OG0000137	Praw.g_00022	Prbe.g_00746
OG0000138	Praw.g_01180	Prbe.g_01158
OG0000139	Praw.g_01153	Prbe.g_01189
OG0000140	Praw.g_01135	Prbe.g_01066
OG0000141	Praw.g_01134	Prbe.g_01067
OG0000142	Praw.g_01132	Prbe.g_01069
OG0000143	Praw.g_01131	Prbe.g_01070
OG0000144	Praw.g_01129	Prbe.g_01072
OG0000145	Praw.g_01128	Prbe.g_01073
OG0000146	Praw.g_01127	Prbe.g_01074
OG0000147	Praw.g_01126	Prbe.g_01075
OG0000148	Praw.g_01124	Prbe.g_01077
OG0000149	Praw.g_01414	Prbe.g_00114
OG0000150	Praw.g_01413	Prbe.g_00115
OG0000151	Praw.g_01412	Prbe.g_00116
OG0000152	Praw.g_01411	Prbe.g_00117
OG0000153	Praw.g_01410	Prbe.g_00118
OG0000154	Praw.g_01409	Prbe.g_00119
OG0000155	Praw.g_01408	Prbe.g_00120
OG0000156	Praw.g_01407	Prbe.g_00121
OG0000157	Praw.g_01406	Prbe.g_00122
OG0000158	Praw.g_01404	Prbe.g_00124
OG0000159	Praw.g_01403	Prbe.g_00125
OG0000160	Praw.g_01402	Prbe.g_00126
OG0000161	Praw.g_01401	Prbe.g_00127
OG0000162	Praw.g_01400	Prbe.g_00128
OG0000163	Praw.g_01399	Prbe.g_00130
OG0000164	Praw.g_01396	Prbe.g_00133
OG0000165	Praw.g_01393	Prbe.g_00136
OG0000166	Praw.g_01392	Prbe.g_00137
OG0000167	Praw.g_01391	Prbe.g_00138
OG0000168	Praw.g_01388	Prbe.g_00140
OG0000169	Praw.g_01386	Prbe.g_00142
OG0000170	Praw.g_01385	Prbe.g_00144
OG0000171	Praw.g_01384	Prbe.g_00145
OG0000172	Praw.g_01383	Prbe.g_00146
OG0000173	Praw.g_01382	Prbe.g_00149
OG0000174	Praw.g_01381	Prbe.g_00150
OG0000175	Praw.g_01380	Prbe.g_00151
OG0000176	Praw.g_01378	Prbe.g_00153
OG0000177	Praw.g_01377	Prbe.g_00154
OG0000178	Praw.g_01376	Prbe.g_00156
OG0000179	Praw.g_01370	Prbe.g_00168
OG0000180	Praw.g_01369	Prbe.g_00169
OG0000181	Praw.g_01368	Prbe.g_00170
OG0000182	Praw.g_01365	Prbe.g_00174
OG0000183	Praw.g_01364	Prbe.g_00175
OG0000184	Praw.g_01361	Prbe.g_00178
OG0000185	Praw.g_01357	Prbe.g_00182
OG0000186	Praw.g_01356	Prbe.g_00183
OG0000187	Praw.g_01355	Prbe.g_00066
OG0000188	Praw.g_01354	Prbe.g_00184
OG0000189	Praw.g_01353	Prbe.g_00185
OG0000190	Praw.g_01352	Prbe.g_00186
OG0000191	Praw.g_01351	Prbe.g_00187
OG0000192	Praw.g_01350	Prbe.g_00188
OG0000193	Praw.g_01349	Prbe.g_00189
OG0000194	Praw.g_01348	Prbe.g_00190
OG0000195	Praw.g_01346	Prbe.g_00192
OG0000196	Praw.g_01345	Prbe.g_00193
OG0000197	Praw.g_01344	Prbe.g_01630
OG0000198	Praw.g_01343	Prbe.g_01631
OG0000199	Praw.g_01341	Prbe.g_01634
OG0000200	Praw.g_01340	Prbe.g_01635
OG0000201	Praw.g_01339	Prbe.g_01636
OG0000202	Praw.g_01338	Prbe.g_01638
OG0000203	Praw.g_01337	Prbe.g_01639
OG0000204	Praw.g_01336	Prbe.g_01640
OG0000205	Praw.g_01335	Prbe.g_01642
OG0000206	Praw.g_01334	Prbe.g_01643
OG0000207	Praw.g_01333	Prbe.g_01644
OG0000208	Praw.g_01332	Prbe.g_01645
OG0000209	Praw.g_01331	Prbe.g_01646
OG0000210	Praw.g_01329	Prbe.g_01647
OG0000211	Praw.g_01328	Prbe.g_01649
OG0000212	Praw.g_01327	Prbe.g_01650
OG0000213	Praw.g_01326	Prbe.g_01651
OG0000214	Praw.g_01324	Prbe.g_01655
OG0000215	Praw.g_01323	Prbe.g_01656
OG0000216	Praw.g_01321	Prbe.g_01658
OG0000217	Praw.g_01320	Prbe.g_01659
OG0000218	Praw.g_01319	Prbe.g_01660
OG0000219	Praw.g_01318	Prbe.g_01661
OG0000220	Praw.g_01315	Prbe.g_01664
OG0000221	Praw.g_01313	Prbe.g_01667
OG0000222	Praw.g_01312	Prbe.g_01668
OG0000223	Praw.g_01311	Prbe.g_01669
OG0000224	Praw.g_01308	Prbe.g_01671
OG0000225	Praw.g_01306	Prbe.g_01673
OG0000226	Praw.g_01305	Prbe.g_01675
OG0000227	Praw.g_01304	Prbe.g_01676
OG0000228	Praw.g_01303	Prbe.g_01677
OG0000229	Praw.g_01302	Prbe.g_01678
OG0000230	Praw.g_01301	Prbe.g_01679
OG0000231	Praw.g_01299	Prbe.g_01412
OG0000232	Praw.g_01298	Prbe.g_01681
OG0000233	Praw.g_01295	Prbe.g_01684
OG0000234	Praw.g_01293	Prbe.g_01686
OG0000235	Praw.g_01290	Prbe.g_01692
OG0000236	Praw.g_01289	Prbe.g_01693
OG0000237	Praw.g_01288	Prbe.g_01694
OG0000238	Praw.g_01287	Prbe.g_01695
OG0000239	Praw.g_01286	Prbe.g_01696
OG0000240	Praw.g_01284	Prbe.g_01698
OG0000241	Praw.g_01283	Prbe.g_01699
OG0000242	Praw.g_01282	Prbe.g_01700
OG0000243	Praw.g_01281	Prbe.g_01701
OG0000244	Praw.g_01280	Prbe.g_01702
OG0000245	Praw.g_01279	Prbe.g_01704
OG0000246	Praw.g_01277	Prbe.g_01706
OG0000247	Praw.g_01276	Prbe.g_01707
OG0000248	Praw.g_01275	Prbe.g_01708
OG0000249	Praw.g_01274	Prbe.g_01709
OG0000250	Praw.g_01273	Prbe.g_01710
OG0000251	Praw.g_01272	Prbe.g_01711
OG0000252	Praw.g_01271	Prbe.g_01712
OG0000253	Praw.g_01270	Prbe.g_01713
OG0000254	Praw.g_01268	Prbe.g_01715
OG0000255	Praw.g_01267	Prbe.g_01716
OG0000256	Praw.g_01264	Prbe.g_01719
OG0000257	Praw.g_01262	Prbe.g_01721
OG0000258	Praw.g_01261	Prbe.g_01722
OG0000259	Praw.g_01260	Prbe.g_01723
OG0000260	Praw.g_01259	Prbe.g_01724
OG0000261	Praw.g_01258	Prbe.g_01725
OG0000262	Praw.g_01257	Prbe.g_01726
OG0000263	Praw.g_01256	Prbe.g_01727
OG0000264	Praw.g_01254	Prbe.g_01729
OG0000265	Praw.g_01253	Prbe.g_01730
OG0000266	Praw.g_01252	Prbe.g_01731
OG0000267	Praw.g_01250	Prbe.g_01733
OG0000268	Praw.g_01249	Prbe.g_01735
OG0000269	Praw.g_01248	Prbe.g_01736
OG0000270	Praw.g_01247	Prbe.g_01737
OG0000271	Praw.g_01246	Prbe.g_01738
OG0000272	Praw.g_01245	Prbe.g_01739
OG0000273	Praw.g_01244	Prbe.g_01740
OG0000274	Praw.g_01243	Prbe.g_01741
OG0000275	Praw.g_01242	Prbe.g_01742
OG0000276	Praw.g_01241	Prbe.g_01743
OG0000277	Praw.g_01240	Prbe.g_01744
OG0000278	Praw.g_01239	Prbe.g_01745
OG0000279	Praw.g_01238	Prbe.g_01746
OG0000280	Praw.g_01237	Prbe.g_01747
OG0000281	Praw.g_01235	Prbe.g_01749
OG0000282	Praw.g_01234	Prbe.g_01750
OG0000283	Praw.g_01231	Prbe.g_01753
OG0000284	Praw.g_01230	Prbe.g_01754
OG0000285	Praw.g_01229	Prbe.g_01755
OG0000286	Praw.g_01227	Prbe.g_01757
OG0000287	Praw.g_01226	Prbe.g_01759
OG0000288	Praw.g_01225	Prbe.g_01760
OG0000289	Praw.g_01224	Prbe.g_01761
OG0000290	Praw.g_01223	Prbe.g_01762
OG0000291	Praw.g_01222	Prbe.g_01763
OG0000292	Praw.g_01221	Prbe.g_01764
OG0000293	Praw.g_01220	Prbe.g_01765
OG0000294	Praw.g_01219	Prbe.g_01766
OG0000295	Praw.g_01218	Prbe.g_01767
OG0000296	Praw.g_01217	Prbe.g_01768
OG0000297	Praw.g_01216	Prbe.g_01769
OG0000298	Praw.g_01215	Prbe.g_01770
OG0000299	Praw.g_01214	Prbe.g_01771
OG0000300	Praw.g_01213	Prbe.g_01772
OG0000301	Praw.g_01212	Prbe.g_01773
OG0000302	Praw.g_01211	Prbe.g_01774
OG0000303	Praw.g_01210	Prbe.g_01775
OG0000304	Praw.g_01209	Prbe.g_01777
OG0000305	Praw.g_01208	Prbe.g_01778
OG0000306	Praw.g_01207	Prbe.g_01779
OG0000307	Praw.g_01206	Prbe.g_01781
OG0000308	Praw.g_01205	Prbe.g_01782
OG0000309	Praw.g_01204	Prbe.g_01783
OG0000310	Praw.g_01203	Prbe.g_01784
OG0000311	Praw.g_01202	Prbe.g_01785
OG0000312	Praw.g_01200	Prbe.g_01787
OG0000313	Praw.g_01199	Prbe.g_01788
OG0000314	Praw.g_01196	Prbe.g_01792
OG0000315	Praw.g_01195	Prbe.g_01793
OG0000316	Praw.g_00891	Prbe.g_01795
OG0000317	Praw.g_00889	Prbe.g_01797
OG0000318	Praw.g_00888	Prbe.g_01798
OG0000319	Praw.g_00887	Prbe.g_01799
OG0000320	Praw.g_00886	Prbe.g_01800
OG0000321	Praw.g_00883	Prbe.g_01803
OG0000322	Praw.g_00880	Prbe.g_01807
OG0000323	Praw.g_00879	Prbe.g_01808
OG0000324	Praw.g_00876	Prbe.g_01811
OG0000325	Praw.g_00875	Prbe.g_01812
OG0000326	Praw.g_00874	Prbe.g_01813
OG0000327	Praw.g_00872	Prbe.g_01815
OG0000328	Praw.g_00871	Prbe.g_01816
OG0000329	Praw.g_00870	Prbe.g_01817
OG0000330	Praw.g_00869	Prbe.g_01818
OG0000331	Praw.g_00868	Prbe.g_01820
OG0000332	Praw.g_00867	Prbe.g_01821
OG0000333	Praw.g_00866	Prbe.g_01822
OG0000334	Praw.g_00865	Prbe.g_01823
OG0000335	Praw.g_00864	Prbe.g_01824
OG0000336	Praw.g_00863	Prbe.g_01826
OG0000337	Praw.g_00859	Prbe.g_01829
OG0000338	Praw.g_00858	Prbe.g_01830
OG0000339	Praw.g_00857	Prbe.g_01831
OG0000340	Praw.g_00856	Prbe.g_01832
OG0000341	Praw.g_00852	Prbe.g_01836
OG0000342	Praw.g_00851	Prbe.g_01837
OG0000343	Praw.g_00849	Prbe.g_01840
OG0000344	Praw.g_00848	Prbe.g_01841
OG0000345	Praw.g_00847	Prbe.g_01842
OG0000346	Praw.g_00846	Prbe.g_01843
OG0000347	Praw.g_00845	Prbe.g_01844
OG0000348	Praw.g_00844	Prbe.g_01846
OG0000349	Praw.g_00843	Prbe.g_01847
OG0000350	Praw.g_00842	Prbe.g_01848
OG0000351	Praw.g_00839	Prbe.g_01850
OG0000352	Praw.g_00836	Prbe.g_01853
OG0000353	Praw.g_00835	Prbe.g_01854
OG0000354	Praw.g_00834	Prbe.g_01855
OG0000355	Praw.g_00833	Prbe.g_01856
OG0000356	Praw.g_00832	Prbe.g_01857
OG0000357	Praw.g_00831	Prbe.g_01858
OG0000358	Praw.g_00830	Prbe.g_01859
OG0000359	Praw.g_00829	Prbe.g_01860
OG0000360	Praw.g_00826	Prbe.g_01862
OG0000361	Praw.g_00825	Prbe.g_01863
OG0000362	Praw.g_00824	Prbe.g_01864
OG0000363	Praw.g_00823	Prbe.g_01865
OG0000364	Praw.g_00822	Prbe.g_01866
OG0000365	Praw.g_00821	Prbe.g_01867
OG0000366	Praw.g_00820	Prbe.g_01868
OG0000367	Praw.g_00819	Prbe.g_01869
OG0000368	Praw.g_00818	Prbe.g_01870
OG0000369	Praw.g_00817	Prbe.g_01871
OG0000370	Praw.g_00816	Prbe.g_01872
OG0000371	Praw.g_00815	Prbe.g_01873
OG0000372	Praw.g_00813	Prbe.g_01874
OG0000373	Praw.g_00811	Prbe.g_01876
OG0000374	Praw.g_00810	Prbe.g_01877
OG0000375	Praw.g_00809	Prbe.g_01878
OG0000376	Praw.g_00807	Prbe.g_01879
OG0000377	Praw.g_00806	Prbe.g_01885
OG0000378	Praw.g_00805	Prbe.g_01886
OG0000379	Praw.g_00796	Prbe.g_01892
OG0000380	Praw.g_00795	Prbe.g_01894
OG0000381	Praw.g_00794	Prbe.g_01895
OG0000382	Praw.g_00792	Prbe.g_01896
OG0000383	Praw.g_00790	Prbe.g_01899
OG0000384	Praw.g_00789	Prbe.g_01900
OG0000385	Praw.g_00787	Prbe.g_01903
OG0000386	Praw.g_00786	Prbe.g_01904
OG0000387	Praw.g_00785	Prbe.g_01905
OG0000388	Praw.g_00784	Prbe.g_01906
OG0000389	Praw.g_00783	Prbe.g_01907
OG0000390	Praw.g_00782	Prbe.g_01908
OG0000391	Praw.g_00781	Prbe.g_01909
OG0000392	Praw.g_00780	Prbe.g_01910
OG0000393	Praw.g_00777	Prbe.g_01914
OG0000394	Praw.g_00776	Prbe.g_01915
OG0000395	Praw.g_00774	Prbe.g_01918
OG0000396	Praw.g_00773	Prbe.g_01277
OG0000397	Praw.g_00761	Prbe.g_01593
OG0000398	Praw.g_00754	Prbe.g_01033
OG0000399	Praw.g_00753	Prbe.g_01588
OG0000400	Praw.g_00748	Prbe.g_00921
OG0000401	Praw.g_00716	Prbe.g_01929
OG0000402	Praw.g_00715	Prbe.g_01930
OG0000403	Praw.g_00714	Prbe.g_01931
OG0000404	Praw.g_00712	Prbe.g_01933
OG0000405	Praw.g_00711	Prbe.g_01934
OG0000406	Praw.g_00709	Prbe.g_01936
OG0000407	Praw.g_00708	Prbe.g_01937
OG0000408	Praw.g_00707	Prbe.g_01938
OG0000409	Praw.g_00706	Prbe.g_01939
OG0000410	Praw.g_00705	Prbe.g_01940
OG0000411	Praw.g_00704	Prbe.g_01941
OG0000412	Praw.g_00703	Prbe.g_01942
OG0000413	Praw.g_00702	Prbe.g_01943
OG0000414	Praw.g_00701	Prbe.g_01944
OG0000415	Praw.g_00700	Prbe.g_01945
OG0000416	Praw.g_00699	Prbe.g_01946
OG0000417	Praw.g_00698	Prbe.g_01947
OG0000418	Praw.g_00697	Prbe.g_01948
OG0000419	Praw.g_00696	Prbe.g_01949
OG0000420	Praw.g_00695	Prbe.g_01950
OG0000421	Praw.g_00694	Prbe.g_00676
OG0000422	Praw.g_00692	Prbe.g_00674
OG0000423	Praw.g_00691	Prbe.g_00673
OG0000424	Praw.g_00689	Prbe.g_00672
OG0000425	Praw.g_00686	Prbe.g_00668
OG0000426	Praw.g_00685	Prbe.g_00667
OG0000427	Praw.g_00684	Prbe.g_00666
OG0000428	Praw.g_00683	Prbe.g_00664
OG0000429	Praw.g_00682	Prbe.g_00663
OG0000430	Praw.g_00676	Prbe.g_00662
OG0000431	Praw.g_00674	Prbe.g_00660
OG0000432	Praw.g_00673	Prbe.g_00659
OG0000433	Praw.g_00670	Prbe.g_00656
OG0000434	Praw.g_00669	Prbe.g_00655
OG0000435	Praw.g_00668	Prbe.g_00654
OG0000436	Praw.g_00666	Prbe.g_00652
OG0000437	Praw.g_00665	Prbe.g_00650
OG0000438	Praw.g_00664	Prbe.g_00649
OG0000439	Praw.g_00663	Prbe.g_00648
OG0000440	Praw.g_00661	Prbe.g_00646
OG0000441	Praw.g_00660	Prbe.g_00645
OG0000442	Praw.g_00659	Prbe.g_00644
OG0000443	Praw.g_00658	Prbe.g_00643
OG0000444	Praw.g_00657	Prbe.g_00642
OG0000445	Praw.g_00656	Prbe.g_00641
OG0000446	Praw.g_00655	Prbe.g_00640
OG0000447	Praw.g_00654	Prbe.g_00639
OG0000448	Praw.g_00653	Prbe.g_00638
OG0000449	Praw.g_00648	Prbe.g_00632
OG0000450	Praw.g_00647	Prbe.g_00631
OG0000451	Praw.g_00646	Prbe.g_00630
OG0000452	Praw.g_00645	Prbe.g_00629
OG0000453	Praw.g_00643	Prbe.g_00628
OG0000454	Praw.g_00642	Prbe.g_00627
OG0000455	Praw.g_00641	Prbe.g_00626
OG0000456	Praw.g_00640	Prbe.g_00625
OG0000457	Praw.g_00638	Prbe.g_00623
OG0000458	Praw.g_00636	Prbe.g_00621
OG0000459	Praw.g_00635	Prbe.g_00620
OG0000460	Praw.g_00633	Prbe.g_00618
OG0000461	Praw.g_00632	Prbe.g_00617
OG0000462	Praw.g_00631	Prbe.g_00616
OG0000463	Praw.g_00630	Prbe.g_00615
OG0000464	Praw.g_00625	Prbe.g_00611
OG0000465	Praw.g_00623	Prbe.g_00610
OG0000466	Praw.g_00622	Prbe.g_00609
OG0000467	Praw.g_00621	Prbe.g_00608
OG0000468	Praw.g_00620	Prbe.g_00607
OG0000469	Praw.g_00619	Prbe.g_00606
OG0000470	Praw.g_00618	Prbe.g_00605
OG0000471	Praw.g_00617	Prbe.g_00604
OG0000472	Praw.g_00614	Prbe.g_00601
OG0000473	Praw.g_00613	Prbe.g_00600
OG0000474	Praw.g_00612	Prbe.g_00599
OG0000475	Praw.g_00611	Prbe.g_00598
OG0000476	Praw.g_00610	Prbe.g_00597
OG0000477	Praw.g_00608	Prbe.g_00595
OG0000478	Praw.g_00607	Prbe.g_00594
OG0000479	Praw.g_00606	Prbe.g_00593
OG0000480	Praw.g_00604	Prbe.g_00591
OG0000481	Praw.g_00603	Prbe.g_00590
OG0000482	Praw.g_00602	Prbe.g_00589
OG0000483	Praw.g_00601	Prbe.g_00588
OG0000484	Praw.g_00600	Prbe.g_00587
OG0000485	Praw.g_00599	Prbe.g_00586
OG0000486	Praw.g_00598	Prbe.g_00585
OG0000487	Praw.g_00597	Prbe.g_00584
OG0000488	Praw.g_00595	Prbe.g_00582
OG0000489	Praw.g_00594	Prbe.g_00581
OG0000490	Praw.g_00593	Prbe.g_00580
OG0000491	Praw.g_00592	Prbe.g_00579
OG0000492	Praw.g_00591	Prbe.g_00578
OG0000493	Praw.g_00590	Prbe.g_00577
OG0000494	Praw.g_00588	Prbe.g_00576
OG0000495	Praw.g_00587	Prbe.g_00575
OG0000496	Praw.g_00586	Prbe.g_00573
OG0000497	Praw.g_00585	Prbe.g_00571
OG0000498	Praw.g_00584	Prbe.g_00570
OG0000499	Praw.g_00582	Prbe.g_00568
OG0000500	Praw.g_00581	Prbe.g_00567
OG0000501	Praw.g_00579	Prbe.g_00565
OG0000502	Praw.g_00578	Prbe.g_00564
OG0000503	Praw.g_00577	Prbe.g_00563
OG0000504	Praw.g_00576	Prbe.g_00562
OG0000505	Praw.g_00575	Prbe.g_00561
OG0000506	Praw.g_01922	Prbe.g_00560
OG0000507	Praw.g_01923	Prbe.g_00559
OG0000508	Praw.g_01925	Prbe.g_00557
OG0000509	Praw.g_01926	Prbe.g_00556
OG0000510	Praw.g_01927	Prbe.g_00555
OG0000511	Praw.g_01928	Prbe.g_00554
OG0000512	Praw.g_01929	Prbe.g_00553
OG0000513	Praw.g_01930	Prbe.g_00552
OG0000514	Praw.g_01931	Prbe.g_00551
OG0000515	Praw.g_01933	Prbe.g_00548
OG0000516	Praw.g_01934	Prbe.g_00547
OG0000517	Praw.g_01935	Prbe.g_00546
OG0000518	Praw.g_01937	Prbe.g_00543
OG0000519	Praw.g_01938	Prbe.g_00542
OG0000520	Praw.g_01939	Prbe.g_00541
OG0000521	Praw.g_01940	Prbe.g_00540
OG0000522	Praw.g_01941	Prbe.g_00539
OG0000523	Praw.g_01942	Prbe.g_00538
OG0000524	Praw.g_01943	Prbe.g_00537
OG0000525	Praw.g_01945	Prbe.g_00535
OG0000526	Praw.g_01946	Prbe.g_00534
OG0000527	Praw.g_01947	Prbe.g_00533
OG0000528	Praw.g_01948	Prbe.g_00532
OG0000529	Praw.g_01949	Prbe.g_00531
OG0000530	Praw.g_00140	Prbe.g_00530
OG0000531	Praw.g_00141	Prbe.g_00528
OG0000532	Praw.g_00142	Prbe.g_00527
OG0000533	Praw.g_00143	Prbe.g_00526
OG0000534	Praw.g_00144	Prbe.g_00525
OG0000535	Praw.g_00145	Prbe.g_00524
OG0000536	Praw.g_00146	Prbe.g_00523
OG0000537	Praw.g_00147	Prbe.g_00522
OG0000538	Praw.g_00148	Prbe.g_00521
OG0000539	Praw.g_00149	Prbe.g_00520
OG0000540	Praw.g_00150	Prbe.g_00519
OG0000541	Praw.g_00151	Prbe.g_00518
OG0000542	Praw.g_00152	Prbe.g_00517
OG0000543	Praw.g_00153	Prbe.g_00516
OG0000544	Praw.g_00154	Prbe.g_00515
OG0000545	Praw.g_00157	Prbe.g_00513
OG0000546	Praw.g_00158	Prbe.g_00512
OG0000547	Praw.g_00160	Prbe.g_00510
OG0000548	Praw.g_00161	Prbe.g_00508
OG0000549	Praw.g_00162	Prbe.g_00507
OG0000550	Praw.g_00163	Prbe.g_00506
OG0000551	Praw.g_00164	Prbe.g_00504
OG0000552	Praw.g_00165	Prbe.g_00503
OG0000553	Praw.g_00166	Prbe.g_01490
OG0000554	Praw.g_00167	Prbe.g_01489
OG0000555	Praw.g_00168	Prbe.g_01488
OG0000556	Praw.g_00169	Prbe.g_01487
OG0000557	Praw.g_01888	Prbe.g_01486
OG0000558	Praw.g_01887	Prbe.g_01485
OG0000559	Praw.g_01886	Prbe.g_01484
OG0000560	Praw.g_01884	Prbe.g_01482
OG0000561	Praw.g_01883	Prbe.g_01481
OG0000562	Praw.g_01882	Prbe.g_01479
