Orthogroup	Prba	Syaa
OG0000107	Prba.g_00880	Syaa.g_02351
OG0000108	Prba.g_00981	Syaa.g_02051
OG0000109	Prba.g_00967	Syaa.g_02036
OG0000110	Prba.g_01741	Syaa.g_01918
OG0000111	Prba.g_01618	Syaa.g_00888
OG0000112	Prba.g_01534	Syaa.g_01366
OG0000113	Prba.g_01477	Syaa.g_01196
OG0000114	Prba.g_01395	Syaa.g_01094
OG0000115	Prba.g_00743	Syaa.g_01795
OG0000116	Prba.g_00074	Syaa.g_00757
OG0000117	Prba.g_01135	Syaa.g_01009
OG0000118	Prba.g_01204	Syaa.g_01874
OG0000119	Prba.g_00200	Syaa.g_00785
OG0000120	Prba.g_00175	Syaa.g_00201
OG0000121	Prba.g_00711	Syaa.g_01777
OG0000122	Prba.g_00348	Syaa.g_01598
OG0000123	Prba.g_00436	Syaa.g_02242
OG0000124	Prba.g_00784	Syaa.g_00092
OG0000125	Prba.g_01089, Prba.g_00821	Syaa.g_02598
OG0000126	Prba.g_01788	Syaa.g_02752
OG0000127	Prba.g_01118	Syaa.g_00934, Syaa.g_00377, Syaa.g_00390
OG0000128	Prba.g_01804	Syaa.g_00012
OG0000129	Prba.g_01838	Syaa.g_02586
OG0000130	Prba.g_01857	Syaa.g_00354
OG0000131	Prba.g_01933	Syaa.g_02448
OG0000132	Prba.g_01952	Syaa.g_02472
OG0000133	Prba.g_00538	Syaa.g_01361
OG0000134	Prba.g_00851	Syaa.g_02146
OG0000135	Prba.g_00877	Syaa.g_02649
OG0000136	Prba.g_01020	Syaa.g_00708
OG0000137	Prba.g_00986	Syaa.g_01842
OG0000138	Prba.g_00966	Syaa.g_02035
OG0000139	Prba.g_00924	Syaa.g_01974
OG0000140	Prba.g_00923	Syaa.g_01971
OG0000141	Prba.g_01710	Syaa.g_01689
OG0000142	Prba.g_01682	Syaa.g_01633
OG0000143	Prba.g_01678	Syaa.g_01629
OG0000144	Prba.g_01665	Syaa.g_01446
OG0000145	Prba.g_01541	Syaa.g_02029
OG0000146	Prba.g_01533	Syaa.g_01367
OG0000147	Prba.g_01532	Syaa.g_01368
OG0000148	Prba.g_01483	Syaa.g_01190
OG0000149	Prba.g_01452	Syaa.g_00826
OG0000150	Prba.g_01444	Syaa.g_01688
OG0000151	Prba.g_01385	Syaa.g_01107
OG0000152	Prba.g_01337	Syaa.g_01357
OG0000153	Prba.g_01318	Syaa.g_01324
OG0000154	Prba.g_01290	Syaa.g_01298
OG0000155	Prba.g_00043	Syaa.g_00804
OG0000156	Prba.g_01181	Syaa.g_00751
OG0000157	Prba.g_01182	Syaa.g_00750
OG0000158	Prba.g_00154	Syaa.g_00148
OG0000160	Prba.g_00712	Syaa.g_01776
OG0000161	Prba.g_00706	Syaa.g_01782
OG0000162	Prba.g_00700	Syaa.g_01788
OG0000163	Prba.g_00341	Syaa.g_00624
OG0000164	Prba.g_00596	Syaa.g_00507
OG0000165	Prba.g_00589	Syaa.g_00681
OG0000166	Prba.g_00393	Syaa.g_02289
OG0000167	Prba.g_01069	Syaa.g_00160
OG0000168	Prba.g_01079	Syaa.g_00145
OG0000169	Prba.g_00761	Syaa.g_00134
OG0000170	Prba.g_00763	Syaa.g_00128
OG0000171	Prba.g_00783	Syaa.g_00093
OG0000172	Prba.g_00792	Syaa.g_00079
OG0000173	Prba.g_00807	Syaa.g_00060
OG0000174	Prba.g_00835	Syaa.g_02651
OG0000175	Prba.g_00845	Syaa.g_02726
OG0000176	Prba.g_01797	Syaa.g_00004
OG0000177	Prba.g_01798	Syaa.g_00005
OG0000178	Prba.g_01799	Syaa.g_00006
OG0000179	Prba.g_01809	Syaa.g_00023
OG0000180	Prba.g_01810	Syaa.g_00024
OG0000181	Prba.g_01811	Syaa.g_00025
OG0000182	Prba.g_01812	Syaa.g_00026
OG0000183	Prba.g_01816	Syaa.g_00030
OG0000184	Prba.g_01840	Syaa.g_02578
OG0000185	Prba.g_01843	Syaa.g_02575
OG0000186	Prba.g_01852	Syaa.g_00359
OG0000187	Prba.g_01853	Syaa.g_00358
OG0000188	Prba.g_01870	Syaa.g_00334
OG0000189	Prba.g_01884	Syaa.g_02367
OG0000190	Prba.g_01885	Syaa.g_02369
OG0000191	Prba.g_01905	Syaa.g_02404
OG0000192	Prba.g_01909	Syaa.g_02410
OG0000193	Prba.g_01934	Syaa.g_02449
OG0000194	Prba.g_01937	Syaa.g_02452
OG0000195	Prba.g_01939	Syaa.g_02459
OG0000196	Prba.g_01949	Syaa.g_02469
OG0000197	Prba.g_01950	Syaa.g_02470
OG0000198	Prba.g_01951	Syaa.g_02471
OG0000199	Prba.g_00626	Syaa.g_02479
OG0000200	Prba.g_00640	Syaa.g_02496
OG0000201	Prba.g_00648	Syaa.g_02521
OG0000202	Prba.g_00649	Syaa.g_02522
OG0000203	Prba.g_00650	Syaa.g_02523
OG0000204	Prba.g_00651	Syaa.g_02524
OG0000205	Prba.g_00658	Syaa.g_02531
OG0000206	Prba.g_00663	Syaa.g_02538
OG0000207	Prba.g_00665	Syaa.g_02540
OG0000208	Prba.g_00666	Syaa.g_02541
OG0000209	Prba.g_00675	Syaa.g_02556
OG0000210	Prba.g_00439	Syaa.g_02557
OG0000211	Prba.g_00452	Syaa.g_02113
OG0000212	Prba.g_00459	Syaa.g_02102
OG0000213	Prba.g_00476	Syaa.g_00295
OG0000214	Prba.g_00485	Syaa.g_00279
OG0000215	Prba.g_00509	Syaa.g_00248
OG0000216	Prba.g_00510	Syaa.g_00244
OG0000217	Prba.g_00513	Syaa.g_00240
OG0000218	Prba.g_00515	Syaa.g_00238
OG0000219	Prba.g_00516	Syaa.g_00237
OG0000220	Prba.g_00517	Syaa.g_00236
OG0000221	Prba.g_00518	Syaa.g_00229
OG0000222	Prba.g_00526	Syaa.g_00215
OG0000223	Prba.g_00539	Syaa.g_00192
OG0000224	Prba.g_00541	Syaa.g_00183
OG0000225	Prba.g_00562	Syaa.g_02166
OG0000226	Prba.g_00221	Syaa.g_02162
OG0000227	Prba.g_00223	Syaa.g_02160
OG0000228	Prba.g_00849	Syaa.g_02150
OG0000229	Prba.g_01025	Syaa.g_00703
OG0000230	Prba.g_01023	Syaa.g_00705
OG0000231	Prba.g_01012	Syaa.g_00717
OG0000232	Prba.g_01003	Syaa.g_01858
OG0000233	Prba.g_00998	Syaa.g_01853
OG0000234	Prba.g_00985	Syaa.g_01841
OG0000235	Prba.g_00982	Syaa.g_02052
OG0000236	Prba.g_00968	Syaa.g_02037
OG0000237	Prba.g_00955	Syaa.g_02020
OG0000238	Prba.g_00949	Syaa.g_02015
OG0000239	Prba.g_00936	Syaa.g_01996
OG0000240	Prba.g_00935	Syaa.g_01995
OG0000241	Prba.g_00931	Syaa.g_01644
OG0000242	Prba.g_00929	Syaa.g_01982
OG0000243	Prba.g_01772	Syaa.g_01960
OG0000244	Prba.g_01769	Syaa.g_01954
OG0000245	Prba.g_01767	Syaa.g_01952
OG0000246	Prba.g_01763	Syaa.g_01948
OG0000247	Prba.g_01753	Syaa.g_01937
OG0000248	Prba.g_01751	Syaa.g_01934
OG0000249	Prba.g_01749	Syaa.g_01932
OG0000250	Prba.g_01744	Syaa.g_01922
OG0000251	Prba.g_01726	Syaa.g_01897
OG0000252	Prba.g_01723	Syaa.g_01894
OG0000253	Prba.g_01722	Syaa.g_01893
OG0000254	Prba.g_01706	Syaa.g_01684
OG0000255	Prba.g_01700	Syaa.g_01668
OG0000256	Prba.g_01690	Syaa.g_01651
OG0000257	Prba.g_01687	Syaa.g_01645
OG0000258	Prba.g_01674	Syaa.g_01624
OG0000259	Prba.g_01657	Syaa.g_01063
OG0000260	Prba.g_01654	Syaa.g_01066
OG0000261	Prba.g_01652	Syaa.g_01069
OG0000262	Prba.g_01648	Syaa.g_01074
OG0000263	Prba.g_01636	Syaa.g_00989
OG0000264	Prba.g_01626	Syaa.g_00910
OG0000265	Prba.g_01594	Syaa.g_00931, Syaa.g_01498
OG0000266	Prba.g_01584	Syaa.g_01257, Syaa.g_01258
OG0000267	Prba.g_01573	Syaa.g_01409
OG0000268	Prba.g_01572	Syaa.g_01408
OG0000269	Prba.g_01504	Syaa.g_01149
OG0000270	Prba.g_01501	Syaa.g_01152
OG0000271	Prba.g_01493	Syaa.g_01160
OG0000272	Prba.g_01492	Syaa.g_01161
OG0000273	Prba.g_01469	Syaa.g_00844
OG0000274	Prba.g_01468	Syaa.g_00843
OG0000275	Prba.g_01465	Syaa.g_00840
OG0000276	Prba.g_01460	Syaa.g_00834
OG0000277	Prba.g_01459	Syaa.g_00833
OG0000278	Prba.g_01456	Syaa.g_00830
OG0000279	Prba.g_01449	Syaa.g_00822
OG0000280	Prba.g_01448	Syaa.g_00815
OG0000282	Prba.g_01393	Syaa.g_01096
OG0000283	Prba.g_01360	Syaa.g_01396
OG0000284	Prba.g_01355	Syaa.g_01390
OG0000285	Prba.g_01350	Syaa.g_01377
OG0000286	Prba.g_01338	Syaa.g_01358
OG0000287	Prba.g_01321	Syaa.g_01330
OG0000288	Prba.g_01291	Syaa.g_01299
OG0000289	Prba.g_01280	Syaa.g_01285
OG0000290	Prba.g_01267	Syaa.g_00875
OG0000291	Prba.g_01265	Syaa.g_00877
OG0000292	Prba.g_01216	Syaa.g_02751
OG0000293	Prba.g_00073	Syaa.g_00758
OG0000294	Prba.g_00072	Syaa.g_00759
OG0000295	Prba.g_00051	Syaa.g_00796
OG0000296	Prba.g_00049	Syaa.g_00798
OG0000297	Prba.g_00041	Syaa.g_01021
OG0000298	Prba.g_00040	Syaa.g_01010
OG0000299	Prba.g_00023	Syaa.g_00982
OG0000300	Prba.g_00020	Syaa.g_00976
OG0000301	Prba.g_00019	Syaa.g_00975
OG0000302	Prba.g_00017	Syaa.g_00972
OG0000303	Prba.g_00010	Syaa.g_00963
OG0000304	Prba.g_00006	Syaa.g_00957
OG0000305	Prba.g_00204	Syaa.g_00881
OG0000306	Prba.g_00201	Syaa.g_00807
OG0000307	Prba.g_00187	Syaa.g_02068
OG0000308	Prba.g_00186	Syaa.g_02070
OG0000309	Prba.g_00182	Syaa.g_02075
OG0000310	Prba.g_00112	Syaa.g_01752
OG0000311	Prba.g_00110	Syaa.g_01757
OG0000312	Prba.g_00107	Syaa.g_01762
OG0000313	Prba.g_00709	Syaa.g_01779
OG0000314	Prba.g_00686	Syaa.g_01806
OG0000315	Prba.g_00351, Prba.g_00676	Syaa.g_01816
OG0000316	Prba.g_00331	Syaa.g_00598
OG0000317	Prba.g_00228	Syaa.g_00556
OG0000318	Prba.g_00619	Syaa.g_00550
OG0000319	Prba.g_00606	Syaa.g_00532
OG0000320	Prba.g_00604	Syaa.g_00530
OG0000321	Prba.g_00603	Syaa.g_00529
OG0000322	Prba.g_00602	Syaa.g_00528
OG0000323	Prba.g_00593	Syaa.g_00496
OG0000324	Prba.g_00567	Syaa.g_00653
OG0000325	Prba.g_00358	Syaa.g_02350
OG0000326	Prba.g_00364	Syaa.g_02343
OG0000327	Prba.g_00388	Syaa.g_02294
OG0000328	Prba.g_00389	Syaa.g_02293
OG0000329	Prba.g_00406	Syaa.g_02275
OG0000330	Prba.g_00407	Syaa.g_02274
OG0000331	Prba.g_00408	Syaa.g_02273
OG0000332	Prba.g_00422	Syaa.g_02258
OG0000333	Prba.g_00424	Syaa.g_02255
OG0000334	Prba.g_00432	Syaa.g_02246
OG0000335	Prba.g_00437	Syaa.g_02241
OG0000336	Prba.g_01050	Syaa.g_02237
OG0000337	Prba.g_01067	Syaa.g_00167
OG0000338	Prba.g_01068	Syaa.g_00162
OG0000339	Prba.g_01072	Syaa.g_00156
OG0000340	Prba.g_00752	Syaa.g_00144
OG0000341	Prba.g_00754	Syaa.g_00142
OG0000342	Prba.g_00755	Syaa.g_00141
OG0000343	Prba.g_00756	Syaa.g_00140
OG0000344	Prba.g_00759	Syaa.g_00136
OG0000345	Prba.g_00764	Syaa.g_00127
OG0000346	Prba.g_00769	Syaa.g_00122
OG0000347	Prba.g_00785	Syaa.g_00088
OG0000348	Prba.g_00795	Syaa.g_00071
OG0000349	Prba.g_00812	Syaa.g_00053
OG0000350	Prba.g_00831	Syaa.g_02336
OG0000351	Prba.g_00848, Prba.g_01776	Syaa.g_02730
OG0000352	Prba.g_01777	Syaa.g_02731
OG0000353	Prba.g_01792	Syaa.g_02757
OG0000355	Prba.g_01794	Syaa.g_00001
OG0000356	Prba.g_01795	Syaa.g_00002
OG0000357	Prba.g_01796	Syaa.g_00003
OG0000358	Prba.g_01800	Syaa.g_00007
OG0000359	Prba.g_01801	Syaa.g_00009
OG0000360	Prba.g_01802	Syaa.g_00010
OG0000361	Prba.g_01803	Syaa.g_00011
OG0000362	Prba.g_01805	Syaa.g_00013
OG0000363	Prba.g_01807	Syaa.g_00015
OG0000364	Prba.g_01808	Syaa.g_00016
OG0000365	Prba.g_01813	Syaa.g_00027
OG0000366	Prba.g_01814	Syaa.g_00028
OG0000367	Prba.g_01815	Syaa.g_00029
OG0000368	Prba.g_01817	Syaa.g_00031
OG0000369	Prba.g_01818	Syaa.g_00032
OG0000370	Prba.g_01819	Syaa.g_00033
OG0000371	Prba.g_01825	Syaa.g_00041
OG0000372	Prba.g_01828	Syaa.g_00046
OG0000373	Prba.g_01829	Syaa.g_00047
OG0000374	Prba.g_01830	Syaa.g_00048
OG0000375	Prba.g_01834	Syaa.g_00049
OG0000376	Prba.g_01836	Syaa.g_00051
OG0000377	Prba.g_01839	Syaa.g_02585
OG0000378	Prba.g_01841	Syaa.g_02577
OG0000379	Prba.g_01844	Syaa.g_02574
OG0000380	Prba.g_01854	Syaa.g_00357
OG0000381	Prba.g_01858	Syaa.g_00353
OG0000382	Prba.g_01869	Syaa.g_00335
OG0000383	Prba.g_01871	Syaa.g_00333
OG0000384	Prba.g_01872	Syaa.g_00332
OG0000385	Prba.g_01873	Syaa.g_00331
OG0000386	Prba.g_01874	Syaa.g_00330
OG0000387	Prba.g_01887	Syaa.g_02371
OG0000388	Prba.g_01890	Syaa.g_02375
OG0000389	Prba.g_01894	Syaa.g_02379
OG0000390	Prba.g_01901	Syaa.g_02398
OG0000391	Prba.g_01904	Syaa.g_02403
OG0000392	Prba.g_01908	Syaa.g_02409
OG0000393	Prba.g_01910	Syaa.g_02412
OG0000394	Prba.g_01911	Syaa.g_02413
OG0000395	Prba.g_01912	Syaa.g_02414
OG0000396	Prba.g_01915	Syaa.g_02417
OG0000397	Prba.g_01917	Syaa.g_02419
OG0000398	Prba.g_01919	Syaa.g_02424
OG0000399	Prba.g_01920	Syaa.g_02425
OG0000400	Prba.g_01921	Syaa.g_02426
OG0000401	Prba.g_01922	Syaa.g_02427
OG0000402	Prba.g_01924	Syaa.g_02429
OG0000403	Prba.g_01925	Syaa.g_02430
OG0000404	Prba.g_01926	Syaa.g_02431
OG0000405	Prba.g_01930	Syaa.g_02446
OG0000406	Prba.g_01935	Syaa.g_02450
OG0000407	Prba.g_01936	Syaa.g_02451
OG0000408	Prba.g_01938	Syaa.g_02458
OG0000409	Prba.g_01940	Syaa.g_02460
OG0000410	Prba.g_01941	Syaa.g_02461
OG0000411	Prba.g_01942	Syaa.g_02462
OG0000412	Prba.g_01943	Syaa.g_02463
OG0000413	Prba.g_01944	Syaa.g_02465
OG0000415	Prba.g_01946	Syaa.g_02466
OG0000416	Prba.g_01947	Syaa.g_02467
OG0000417	Prba.g_01948	Syaa.g_02468
OG0000418	Prba.g_01953	Syaa.g_02473
OG0000419	Prba.g_00623	Syaa.g_02475
OG0000420	Prba.g_00624	Syaa.g_02477
OG0000421	Prba.g_00629	Syaa.g_02482
OG0000422	Prba.g_00630	Syaa.g_02483
OG0000423	Prba.g_00631	Syaa.g_02484
OG0000424	Prba.g_00632	Syaa.g_02485
OG0000425	Prba.g_00633	Syaa.g_02486
OG0000426	Prba.g_00634	Syaa.g_02487
OG0000427	Prba.g_00635	Syaa.g_02488
OG0000428	Prba.g_00637	Syaa.g_02491
OG0000429	Prba.g_00638	Syaa.g_02493
OG0000430	Prba.g_00639	Syaa.g_02495
OG0000431	Prba.g_00641	Syaa.g_02498
OG0000432	Prba.g_00644	Syaa.g_02504
OG0000433	Prba.g_00645	Syaa.g_02513
OG0000434	Prba.g_00646	Syaa.g_02514
OG0000435	Prba.g_00647	Syaa.g_02516
OG0000436	Prba.g_00652	Syaa.g_02525
OG0000437	Prba.g_00653	Syaa.g_02526
OG0000438	Prba.g_00654	Syaa.g_02527
OG0000439	Prba.g_00656	Syaa.g_02529
OG0000440	Prba.g_00657	Syaa.g_02530
OG0000441	Prba.g_00660	Syaa.g_02534
OG0000442	Prba.g_00661	Syaa.g_02535
OG0000443	Prba.g_00662	Syaa.g_02536
OG0000444	Prba.g_00667	Syaa.g_02542
OG0000445	Prba.g_00668	Syaa.g_02543
OG0000446	Prba.g_00669	Syaa.g_02545
OG0000447	Prba.g_00670	Syaa.g_02548
OG0000448	Prba.g_00671	Syaa.g_02549
OG0000449	Prba.g_00672	Syaa.g_02550
OG0000450	Prba.g_00673	Syaa.g_02553
OG0000451	Prba.g_00674	Syaa.g_02554
OG0000452	Prba.g_00440	Syaa.g_02558
OG0000453	Prba.g_00441	Syaa.g_02559
OG0000454	Prba.g_00442	Syaa.g_02560
OG0000455	Prba.g_00443	Syaa.g_02561
OG0000456	Prba.g_00444	Syaa.g_02562
OG0000457	Prba.g_00445	Syaa.g_02564
OG0000458	Prba.g_00446	Syaa.g_02565
OG0000459	Prba.g_00447	Syaa.g_02566
OG0000460	Prba.g_00454	Syaa.g_02111
OG0000461	Prba.g_00461	Syaa.g_00318
OG0000462	Prba.g_00463	Syaa.g_00315
OG0000463	Prba.g_00464	Syaa.g_00314
OG0000464	Prba.g_00465	Syaa.g_00313
OG0000465	Prba.g_00466	Syaa.g_00311
OG0000466	Prba.g_00469	Syaa.g_00306
OG0000467	Prba.g_00470	Syaa.g_00304
OG0000468	Prba.g_00472	Syaa.g_00299
OG0000469	Prba.g_00480	Syaa.g_00285
OG0000470	Prba.g_00482	Syaa.g_00283
OG0000471	Prba.g_00483	Syaa.g_00282
OG0000472	Prba.g_00484	Syaa.g_00280
OG0000473	Prba.g_00486	Syaa.g_00278
OG0000474	Prba.g_00487	Syaa.g_00277
OG0000475	Prba.g_00488	Syaa.g_00276
OG0000476	Prba.g_00489	Syaa.g_00274
OG0000477	Prba.g_00492	Syaa.g_00268
OG0000478	Prba.g_00493	Syaa.g_00267
OG0000479	Prba.g_00494	Syaa.g_00266
OG0000480	Prba.g_00499	Syaa.g_00259
OG0000481	Prba.g_00501	Syaa.g_00257
OG0000482	Prba.g_00502	Syaa.g_00256
OG0000483	Prba.g_00505	Syaa.g_00252
OG0000484	Prba.g_00506	Syaa.g_00251
OG0000485	Prba.g_00507	Syaa.g_00250
OG0000486	Prba.g_00508	Syaa.g_00249
OG0000487	Prba.g_00511	Syaa.g_00243
OG0000488	Prba.g_00514	Syaa.g_00239
OG0000489	Prba.g_00519	Syaa.g_00228
OG0000490	Prba.g_00524	Syaa.g_00220
OG0000491	Prba.g_00525	Syaa.g_00218
OG0000492	Prba.g_00527	Syaa.g_00214
OG0000493	Prba.g_00528	Syaa.g_00213
OG0000494	Prba.g_00529	Syaa.g_00212
OG0000495	Prba.g_00530	Syaa.g_00211
OG0000496	Prba.g_00531	Syaa.g_00210
OG0000497	Prba.g_00532	Syaa.g_00209
OG0000498	Prba.g_00533	Syaa.g_00208
OG0000499	Prba.g_00534	Syaa.g_00207
OG0000500	Prba.g_00535	Syaa.g_00206
OG0000501	Prba.g_00537	Syaa.g_00203
OG0000502	Prba.g_00540	Syaa.g_00190
OG0000503	Prba.g_00550	Syaa.g_02182
OG0000504	Prba.g_00551	Syaa.g_02180
OG0000505	Prba.g_00552	Syaa.g_02179
OG0000506	Prba.g_00554	Syaa.g_02177
OG0000507	Prba.g_00557	Syaa.g_02171
OG0000508	Prba.g_00561	Syaa.g_02167
OG0000509	Prba.g_00218	Syaa.g_02165
OG0000510	Prba.g_00219	Syaa.g_02164
OG0000511	Prba.g_00220	Syaa.g_02163
OG0000512	Prba.g_00222	Syaa.g_02161
OG0000513	Prba.g_00852	Syaa.g_02145
OG0000514	Prba.g_01030	Syaa.g_02118
OG0000515	Prba.g_01029	Syaa.g_02117
OG0000516	Prba.g_01028	Syaa.g_00698
OG0000517	Prba.g_01026	Syaa.g_00702
OG0000518	Prba.g_01015	Syaa.g_00714
OG0000519	Prba.g_01014	Syaa.g_00715
OG0000520	Prba.g_01013	Syaa.g_00716
OG0000521	Prba.g_01008	Syaa.g_01864
OG0000522	Prba.g_01006	Syaa.g_01862
OG0000523	Prba.g_01005	Syaa.g_01859
OG0000524	Prba.g_01000	Syaa.g_01856
OG0000525	Prba.g_00997	Syaa.g_01851
OG0000526	Prba.g_00996	Syaa.g_01848
OG0000527	Prba.g_00988	Syaa.g_01844
OG0000528	Prba.g_00983	Syaa.g_02054
OG0000529	Prba.g_00980	Syaa.g_02050
OG0000530	Prba.g_00977	Syaa.g_02047
OG0000531	Prba.g_00976	Syaa.g_02046
OG0000532	Prba.g_00974	Syaa.g_02043
OG0000533	Prba.g_00973	Syaa.g_02042
OG0000534	Prba.g_00972	Syaa.g_02041
OG0000535	Prba.g_00971	Syaa.g_02040
OG0000536	Prba.g_00970	Syaa.g_02039
OG0000537	Prba.g_00969	Syaa.g_02038
OG0000538	Prba.g_00961	Syaa.g_02027
OG0000539	Prba.g_00960	Syaa.g_02026
OG0000540	Prba.g_00959	Syaa.g_02025
OG0000541	Prba.g_00958	Syaa.g_02024
OG0000542	Prba.g_00956	Syaa.g_02021
OG0000543	Prba.g_00954	Syaa.g_02019
OG0000544	Prba.g_00953	Syaa.g_02018
OG0000545	Prba.g_00951	Syaa.g_02016
OG0000546	Prba.g_00948	Syaa.g_02014
OG0000547	Prba.g_00946	Syaa.g_02012
OG0000548	Prba.g_00945	Syaa.g_02011
OG0000549	Prba.g_00943	Syaa.g_02003
OG0000550	Prba.g_00938	Syaa.g_01998
OG0000551	Prba.g_00934	Syaa.g_01993
OG0000552	Prba.g_00933	Syaa.g_01992
OG0000553	Prba.g_00932	Syaa.g_01990
OG0000554	Prba.g_00927	Syaa.g_01979
OG0000555	Prba.g_01773	Syaa.g_01961
