Orthogroup	Prba	Prbl
OG0000220	Prba.g_00517	Prbl.g_01426
OG0000221	Prba.g_00518	Prbl.g_01421
OG0000222	Prba.g_00526	Prbl.g_00911
OG0000223	Prba.g_00539	Prbl.g_00888
OG0000224	Prba.g_00541	Prbl.g_00877
OG0000225	Prba.g_00562	Prbl.g_01218
OG0000226	Prba.g_00221	Prbl.g_01222
OG0000227	Prba.g_00223	Prbl.g_01224
OG0000228	Prba.g_00849	Prbl.g_02673
OG0000229	Prba.g_01025	Prbl.g_00652
OG0000230	Prba.g_01023	Prbl.g_00650
OG0000231	Prba.g_01012	Prbl.g_00635
OG0000232	Prba.g_01003	Prbl.g_00619
OG0000233	Prba.g_00998	Prbl.g_01360
OG0000234	Prba.g_00985	Prbl.g_01339
OG0000235	Prba.g_00982	Prbl.g_00510
OG0000236	Prba.g_00968	Prbl.g_00526
OG0000237	Prba.g_00955	Prbl.g_00800
OG0000238	Prba.g_00949	Prbl.g_00795
OG0000239	Prba.g_00936	Prbl.g_00779
OG0000240	Prba.g_00935	Prbl.g_00778
OG0000241	Prba.g_00931	Prbl.g_01526
OG0000242	Prba.g_00929	Prbl.g_00768
OG0000243	Prba.g_01772	Prbl.g_02647
OG0000244	Prba.g_01769	Prbl.g_01879
OG0000245	Prba.g_01767	Prbl.g_01882
OG0000246	Prba.g_01763	Prbl.g_01886
OG0000247	Prba.g_01753	Prbl.g_01897
OG0000248	Prba.g_01751	Prbl.g_01900
OG0000249	Prba.g_01749	Prbl.g_01902
OG0000250	Prba.g_01744	Prbl.g_01799
OG0000251	Prba.g_01726	Prbl.g_01775
OG0000252	Prba.g_01723	Prbl.g_01772
OG0000253	Prba.g_01722	Prbl.g_01766
OG0000254	Prba.g_01706	Prbl.g_01747
OG0000255	Prba.g_01700	Prbl.g_01612
OG0000256	Prba.g_01690	Prbl.g_01626
OG0000257	Prba.g_01687	Prbl.g_01632
OG0000258	Prba.g_01674	Prbl.g_01655
OG0000259	Prba.g_01657	Prbl.g_01406
OG0000260	Prba.g_01654	Prbl.g_01403
OG0000261	Prba.g_01652	Prbl.g_01400
OG0000262	Prba.g_01648	Prbl.g_01395
OG0000263	Prba.g_01636	Prbl.g_01242
OG0000264	Prba.g_01626	Prbl.g_01859
OG0000265	Prba.g_01594	Prbl.g_01839, Prbl.g_02567
OG0000266	Prba.g_01584	Prbl.g_02556
OG0000267	Prba.g_01573	Prbl.g_02431
OG0000268	Prba.g_01572	Prbl.g_02432
OG0000269	Prba.g_01504	Prbl.g_02340
OG0000270	Prba.g_01501	Prbl.g_02337
OG0000271	Prba.g_01493	Prbl.g_02329
OG0000272	Prba.g_01492	Prbl.g_02328
OG0000273	Prba.g_01469	Prbl.g_01534
OG0000274	Prba.g_01468	Prbl.g_01535
OG0000275	Prba.g_01465	Prbl.g_01538
OG0000276	Prba.g_01460	Prbl.g_01544
OG0000277	Prba.g_01459	Prbl.g_01545
OG0000278	Prba.g_01456	Prbl.g_01548
OG0000279	Prba.g_01449	Prbl.g_01556
OG0000280	Prba.g_01448	Prbl.g_01562
OG0000281	Prba.g_01443	Prbl.g_01577
OG0000282	Prba.g_01393	Prbl.g_02405
OG0000283	Prba.g_01360	Prbl.g_02443
OG0000284	Prba.g_01355	Prbl.g_02449
OG0000285	Prba.g_01350	Prbl.g_01688
OG0000286	Prba.g_01338	Prbl.g_02477
OG0000287	Prba.g_01321	Prbl.g_02608
OG0000288	Prba.g_01291	Prbl.g_02531
OG0000289	Prba.g_01280	Prbl.g_02544
OG0000290	Prba.g_01267	Prbl.g_00930
OG0000291	Prba.g_01265	Prbl.g_00928
OG0000292	Prba.g_01216	Prbl.g_02128
OG0000293	Prba.g_00073	Prbl.g_02071
OG0000294	Prba.g_00072	Prbl.g_02072
OG0000295	Prba.g_00051	Prbl.g_00178
OG0000296	Prba.g_00049	Prbl.g_00180
OG0000297	Prba.g_00041	Prbl.g_01382
OG0000298	Prba.g_00040	Prbl.g_01383
OG0000299	Prba.g_00023	Prbl.g_01372
OG0000300	Prba.g_00020	Prbl.g_02582
OG0000301	Prba.g_00019	Prbl.g_02583
OG0000302	Prba.g_00017	Prbl.g_02586
OG0000303	Prba.g_00010	Prbl.g_00187
OG0000304	Prba.g_00006	Prbl.g_01102
OG0000305	Prba.g_00204	Prbl.g_00926
OG0000306	Prba.g_00201	Prbl.g_01586
OG0000307	Prba.g_00187	Prbl.g_00494
OG0000308	Prba.g_00186	Prbl.g_00492
OG0000309	Prba.g_00182	Prbl.g_00488
OG0000310	Prba.g_00112	Prbl.g_00160
OG0000311	Prba.g_00110	Prbl.g_00258
OG0000312	Prba.g_00107	Prbl.g_00254
OG0000313	Prba.g_00709	Prbl.g_00230
OG0000314	Prba.g_00686	Prbl.g_00699
OG0000315	Prba.g_00351, Prba.g_00676	Prbl.g_00709
OG0000316	Prba.g_00331	Prbl.g_00441
OG0000317	Prba.g_00228	Prbl.g_00399
OG0000318	Prba.g_00619	Prbl.g_00393
OG0000319	Prba.g_00606	Prbl.g_00376
OG0000320	Prba.g_00604	Prbl.g_00374
OG0000321	Prba.g_00603	Prbl.g_00373
OG0000322	Prba.g_00602	Prbl.g_00372
OG0000323	Prba.g_00593	Prbl.g_00361
OG0000324	Prba.g_00567	Prbl.g_00332
OG0000325	Prba.g_00358	Prbl.g_02683
OG0000326	Prba.g_00364	Prbl.g_01059
OG0000327	Prba.g_00388	Prbl.g_00957
OG0000328	Prba.g_00389	Prbl.g_00958
OG0000329	Prba.g_00406	Prbl.g_00975
OG0000330	Prba.g_00407	Prbl.g_00976
OG0000331	Prba.g_00408	Prbl.g_00977
OG0000332	Prba.g_00422	Prbl.g_00992
OG0000333	Prba.g_00424	Prbl.g_00994
OG0000334	Prba.g_00432	Prbl.g_01131
OG0000335	Prba.g_00437	Prbl.g_01136
OG0000336	Prba.g_01050	Prbl.g_01140
OG0000337	Prba.g_01067	Prbl.g_00863
OG0000338	Prba.g_01068	Prbl.g_00859
OG0000339	Prba.g_01072	Prbl.g_00853
OG0000340	Prba.g_00752	Prbl.g_00841
OG0000341	Prba.g_00754	Prbl.g_00839
OG0000342	Prba.g_00755	Prbl.g_00838
OG0000343	Prba.g_00756	Prbl.g_01307
OG0000344	Prba.g_00759	Prbl.g_01304
OG0000345	Prba.g_00764	Prbl.g_01289
OG0000346	Prba.g_00769	Prbl.g_01284
OG0000347	Prba.g_00785	Prbl.g_02053
OG0000348	Prba.g_00795	Prbl.g_02016
OG0000349	Prba.g_00812	Prbl.g_01992
OG0000350	Prba.g_00831	Prbl.g_02195
OG0000351	Prba.g_00848, Prba.g_01776	Prbl.g_02147
OG0000352	Prba.g_01777	Prbl.g_02146
OG0000353	Prba.g_01792	Prbl.g_02122
OG0000355	Prba.g_01794	Prbl.g_02120
OG0000356	Prba.g_01795	Prbl.g_02119
OG0000357	Prba.g_01796	Prbl.g_02118
OG0000358	Prba.g_01800	Prbl.g_02114
OG0000359	Prba.g_01801	Prbl.g_02112
OG0000360	Prba.g_01802	Prbl.g_02111
OG0000361	Prba.g_01803	Prbl.g_02110
OG0000362	Prba.g_01805	Prbl.g_02108
OG0000363	Prba.g_01807	Prbl.g_01955
OG0000364	Prba.g_01808	Prbl.g_01956
OG0000365	Prba.g_01813	Prbl.g_01965
OG0000366	Prba.g_01814	Prbl.g_01966
OG0000367	Prba.g_01815	Prbl.g_01967
OG0000368	Prba.g_01817	Prbl.g_01969
OG0000369	Prba.g_01818	Prbl.g_01970
OG0000370	Prba.g_01819	Prbl.g_01971
OG0000371	Prba.g_01825	Prbl.g_01980
OG0000372	Prba.g_01828	Prbl.g_01985
OG0000373	Prba.g_01829	Prbl.g_01986
OG0000374	Prba.g_01830	Prbl.g_01987
OG0000375	Prba.g_01834	Prbl.g_01988
OG0000376	Prba.g_01836	Prbl.g_01990
OG0000377	Prba.g_01839	Prbl.g_02244
OG0000378	Prba.g_01841	Prbl.g_02258
OG0000379	Prba.g_01844	Prbl.g_02274
OG0000380	Prba.g_01854	Prbl.g_00612
OG0000381	Prba.g_01858	Prbl.g_00607
OG0000382	Prba.g_01869	Prbl.g_00592
OG0000383	Prba.g_01871	Prbl.g_00590
OG0000384	Prba.g_01872	Prbl.g_00589
OG0000385	Prba.g_01873	Prbl.g_00588
OG0000386	Prba.g_01874	Prbl.g_00587
OG0000387	Prba.g_01887	Prbl.g_00561
OG0000388	Prba.g_01890	Prbl.g_00557
OG0000389	Prba.g_01894	Prbl.g_00553
OG0000390	Prba.g_01901	Prbl.g_01331
OG0000391	Prba.g_01904	Prbl.g_01326
OG0000392	Prba.g_01908	Prbl.g_01320
OG0000393	Prba.g_01910	Prbl.g_01315
OG0000394	Prba.g_01911	Prbl.g_01314
OG0000395	Prba.g_01912	Prbl.g_01313
OG0000396	Prba.g_01915	Prbl.g_00827
OG0000397	Prba.g_01917	Prbl.g_00825
OG0000398	Prba.g_01919	Prbl.g_00820
OG0000399	Prba.g_01920	Prbl.g_00819
OG0000400	Prba.g_01921	Prbl.g_00818
OG0000401	Prba.g_01922	Prbl.g_00817
OG0000402	Prba.g_01924	Prbl.g_00815
OG0000403	Prba.g_01925	Prbl.g_00814
OG0000404	Prba.g_01926	Prbl.g_00812
OG0000405	Prba.g_01930	Prbl.g_00305
OG0000406	Prba.g_01935	Prbl.g_00301
OG0000407	Prba.g_01936	Prbl.g_00300
OG0000408	Prba.g_01938	Prbl.g_00298
OG0000409	Prba.g_01940	Prbl.g_00296
OG0000410	Prba.g_01941	Prbl.g_00295
OG0000411	Prba.g_01942	Prbl.g_00294
OG0000412	Prba.g_01943	Prbl.g_00293
OG0000413	Prba.g_01944	Prbl.g_00291
OG0000414	Prba.g_01945	Prbl.g_00290
OG0000415	Prba.g_01946	Prbl.g_00289
OG0000416	Prba.g_01947	Prbl.g_00288
OG0000417	Prba.g_01948	Prbl.g_00287
OG0000418	Prba.g_01953	Prbl.g_00282
OG0000419	Prba.g_00623	Prbl.g_00280
OG0000420	Prba.g_00624	Prbl.g_00279
OG0000421	Prba.g_00629	Prbl.g_00275
OG0000422	Prba.g_00630	Prbl.g_00274
OG0000423	Prba.g_00631	Prbl.g_00273
OG0000424	Prba.g_00632	Prbl.g_00272
OG0000425	Prba.g_00633	Prbl.g_00271
OG0000426	Prba.g_00634	Prbl.g_00270
OG0000427	Prba.g_00635	Prbl.g_00269
OG0000428	Prba.g_00637	Prbl.g_02377
OG0000429	Prba.g_00638	Prbl.g_00066
OG0000430	Prba.g_00639	Prbl.g_00068
OG0000431	Prba.g_00641	Prbl.g_00072
OG0000432	Prba.g_00644	Prbl.g_00079
OG0000433	Prba.g_00645	Prbl.g_00082
OG0000434	Prba.g_00646	Prbl.g_00083
OG0000435	Prba.g_00647	Prbl.g_00086
OG0000436	Prba.g_00652	Prbl.g_00092
OG0000437	Prba.g_00653	Prbl.g_00093
OG0000438	Prba.g_00654	Prbl.g_00094
OG0000439	Prba.g_00656	Prbl.g_00096
OG0000440	Prba.g_00657	Prbl.g_00097
OG0000441	Prba.g_00660	Prbl.g_00104
OG0000442	Prba.g_00661	Prbl.g_00105
OG0000443	Prba.g_00662	Prbl.g_01283
OG0000444	Prba.g_00667	Prbl.g_00127
OG0000445	Prba.g_00668	Prbl.g_00126
OG0000446	Prba.g_00669	Prbl.g_00124
OG0000447	Prba.g_00670	Prbl.g_01244
OG0000448	Prba.g_00671	Prbl.g_01245
OG0000449	Prba.g_00672	Prbl.g_01246
OG0000450	Prba.g_00673	Prbl.g_01252
OG0000451	Prba.g_00674	Prbl.g_01253
OG0000452	Prba.g_00440	Prbl.g_01258
OG0000453	Prba.g_00441	Prbl.g_01259
OG0000454	Prba.g_00442	Prbl.g_01260
OG0000455	Prba.g_00443	Prbl.g_01261
OG0000456	Prba.g_00444	Prbl.g_01262
OG0000457	Prba.g_00445	Prbl.g_01264
OG0000458	Prba.g_00446	Prbl.g_01265
OG0000459	Prba.g_00447	Prbl.g_01266
OG0000460	Prba.g_00454	Prbl.g_01923
OG0000461	Prba.g_00461	Prbl.g_02679
OG0000462	Prba.g_00463	Prbl.g_02666
OG0000463	Prba.g_00464	Prbl.g_01516
OG0000464	Prba.g_00465	Prbl.g_01515
OG0000465	Prba.g_00466	Prbl.g_01513
OG0000466	Prba.g_00469	Prbl.g_01508
OG0000467	Prba.g_00470	Prbl.g_01506
OG0000468	Prba.g_00472	Prbl.g_01499
OG0000469	Prba.g_00480	Prbl.g_01486
OG0000470	Prba.g_00482	Prbl.g_01473
OG0000471	Prba.g_00483	Prbl.g_01472
OG0000472	Prba.g_00484	Prbl.g_01470
OG0000473	Prba.g_00486	Prbl.g_01468
OG0000474	Prba.g_00487	Prbl.g_01467
OG0000475	Prba.g_00488	Prbl.g_01466
OG0000476	Prba.g_00489	Prbl.g_01464
OG0000477	Prba.g_00492	Prbl.g_01459
OG0000478	Prba.g_00493	Prbl.g_01458
OG0000479	Prba.g_00494	Prbl.g_01457
OG0000480	Prba.g_00499	Prbl.g_01450
OG0000481	Prba.g_00501	Prbl.g_01448
OG0000482	Prba.g_00502	Prbl.g_01447
OG0000483	Prba.g_00505	Prbl.g_01443
OG0000484	Prba.g_00506	Prbl.g_01442
OG0000485	Prba.g_00507	Prbl.g_01441
OG0000486	Prba.g_00508	Prbl.g_01440
OG0000487	Prba.g_00511	Prbl.g_01435
OG0000488	Prba.g_00514	Prbl.g_01431
OG0000489	Prba.g_00519	Prbl.g_01420
OG0000490	Prba.g_00524	Prbl.g_01414
OG0000491	Prba.g_00525	Prbl.g_01413
OG0000492	Prba.g_00527	Prbl.g_00909
OG0000493	Prba.g_00528	Prbl.g_00908
OG0000494	Prba.g_00529	Prbl.g_00907
OG0000495	Prba.g_00530	Prbl.g_00906
OG0000496	Prba.g_00531	Prbl.g_00905
OG0000497	Prba.g_00532	Prbl.g_00904
OG0000498	Prba.g_00533	Prbl.g_00903
OG0000499	Prba.g_00534	Prbl.g_00902
OG0000500	Prba.g_00535	Prbl.g_00901
OG0000501	Prba.g_00537	Prbl.g_00898
OG0000502	Prba.g_00540	Prbl.g_00886
OG0000503	Prba.g_00550	Prbl.g_01201
OG0000504	Prba.g_00551	Prbl.g_01203
OG0000505	Prba.g_00552	Prbl.g_01204
OG0000506	Prba.g_00554	Prbl.g_01206
OG0000507	Prba.g_00557	Prbl.g_01210
OG0000508	Prba.g_00561	Prbl.g_01217
OG0000509	Prba.g_00218	Prbl.g_01219
OG0000510	Prba.g_00219	Prbl.g_01220
OG0000511	Prba.g_00220	Prbl.g_01221
OG0000512	Prba.g_00222	Prbl.g_01223
OG0000513	Prba.g_00852	Prbl.g_02678
OG0000514	Prba.g_01030	Prbl.g_00676
OG0000515	Prba.g_01029	Prbl.g_00675
OG0000516	Prba.g_01028	Prbl.g_00663
OG0000517	Prba.g_01026	Prbl.g_00653
OG0000518	Prba.g_01015	Prbl.g_00641
OG0000519	Prba.g_01014	Prbl.g_00640
OG0000520	Prba.g_01013	Prbl.g_00639
OG0000521	Prba.g_01008	Prbl.g_00625
OG0000522	Prba.g_01006	Prbl.g_00623
OG0000523	Prba.g_01005	Prbl.g_00622
OG0000524	Prba.g_01000	Prbl.g_01364
OG0000525	Prba.g_00997	Prbl.g_01348
OG0000526	Prba.g_00996	Prbl.g_01346
OG0000527	Prba.g_00988	Prbl.g_01342
OG0000528	Prba.g_00983	Prbl.g_00506
OG0000529	Prba.g_00980	Prbl.g_00512
OG0000530	Prba.g_00977	Prbl.g_00515
OG0000531	Prba.g_00976	Prbl.g_00516
OG0000532	Prba.g_00974	Prbl.g_00519
OG0000533	Prba.g_00973	Prbl.g_00521
OG0000534	Prba.g_00972	Prbl.g_00522
OG0000535	Prba.g_00971	Prbl.g_00523
OG0000536	Prba.g_00970	Prbl.g_00524
OG0000537	Prba.g_00969	Prbl.g_00525
OG0000538	Prba.g_00961	Prbl.g_00536
OG0000539	Prba.g_00960	Prbl.g_00806
OG0000540	Prba.g_00959	Prbl.g_00805
OG0000541	Prba.g_00958	Prbl.g_00804
OG0000542	Prba.g_00956	Prbl.g_00801
OG0000543	Prba.g_00954	Prbl.g_00799
OG0000544	Prba.g_00953	Prbl.g_00798
OG0000545	Prba.g_00951	Prbl.g_00797
OG0000546	Prba.g_00948	Prbl.g_00794
OG0000547	Prba.g_00946	Prbl.g_00792
OG0000548	Prba.g_00945	Prbl.g_00791
OG0000549	Prba.g_00943	Prbl.g_00785
OG0000550	Prba.g_00938	Prbl.g_00780
OG0000551	Prba.g_00934	Prbl.g_00776
OG0000552	Prba.g_00933	Prbl.g_00775
OG0000553	Prba.g_00932	Prbl.g_00770
OG0000554	Prba.g_00927	Prbl.g_00765
OG0000555	Prba.g_01773	Prbl.g_00747
OG0000556	Prba.g_01771	Prbl.g_02645
OG0000557	Prba.g_01770	Prbl.g_01878
OG0000558	Prba.g_01768	Prbl.g_01881
OG0000559	Prba.g_01764	Prbl.g_01885
OG0000560	Prba.g_01761	Prbl.g_01888
OG0000561	Prba.g_01760	Prbl.g_01889
OG0000562	Prba.g_01759	Prbl.g_01890
