Orthogroup	Prba	Syat
OG0000094	Prba.g_01283	Syat.g_00698, Syat.g_01034
OG0000095	Prba.g_01264	Syat.g_00808
OG0000097	Prba.g_00022	Syat.g_00907, Syat.g_00535
OG0000098	Prba.g_00214	Syat.g_03281
OG0000099	Prba.g_00155	Syat.g_02130
OG0000100	Prba.g_00314	Syat.g_00517
OG0000101	Prba.g_00429	Syat.g_01661
OG0000102	Prba.g_00773	Syat.g_00974
OG0000103	Prba.g_01781	Syat.g_02399
OG0000104	Prba.g_01789	Syat.g_02385
OG0000105	Prba.g_00491	Syat.g_02052
OG0000106	Prba.g_00864	Syat.g_00957
OG0000107	Prba.g_00880	Syat.g_02009, Syat.g_01862
OG0000108	Prba.g_00981	Syat.g_03170
OG0000109	Prba.g_00967	Syat.g_03187
OG0000110	Prba.g_01741	Syat.g_00049
OG0000111	Prba.g_01618	Syat.g_00816
OG0000112	Prba.g_01534	Syat.g_00593
OG0000113	Prba.g_01477	Syat.g_00509
OG0000114	Prba.g_01395	Syat.g_00426
OG0000115	Prba.g_00743	Syat.g_01328
OG0000116	Prba.g_00074	Syat.g_02641
OG0000117	Prba.g_01135	Syat.g_00224
OG0000118	Prba.g_01204	Syat.g_01168
OG0000119	Prba.g_00200	Syat.g_00309
OG0000120	Prba.g_00175	Syat.g_02132
OG0000121	Prba.g_00711	Syat.g_01223
OG0000123	Prba.g_00436	Syat.g_01653
OG0000124	Prba.g_00784	Syat.g_02231
OG0000125	Prba.g_01089, Prba.g_00821	Syat.g_02684
OG0000126	Prba.g_01788	Syat.g_00976
OG0000127	Prba.g_01118	Syat.g_00175
OG0000128	Prba.g_01804	Syat.g_02331
OG0000129	Prba.g_01838	Syat.g_02693, Syat.g_02694
OG0000130	Prba.g_01857	Syat.g_01469
OG0000131	Prba.g_01933	Syat.g_02898
OG0000132	Prba.g_01952	Syat.g_02864
OG0000133	Prba.g_00538	Syat.g_00588
OG0000134	Prba.g_00851	Syat.g_02956
OG0000135	Prba.g_00877	Syat.g_02501
OG0000136	Prba.g_01020	Syat.g_01292
OG0000137	Prba.g_00986	Syat.g_01371
OG0000138	Prba.g_00966	Syat.g_03188
OG0000139	Prba.g_00924	Syat.g_03276
OG0000140	Prba.g_00923	Syat.g_03280
OG0000141	Prba.g_01710	Syat.g_03398
OG0000142	Prba.g_01682	Syat.g_00117
OG0000143	Prba.g_01678	Syat.g_00130
OG0000144	Prba.g_01665	Syat.g_00369
OG0000145	Prba.g_01541	Syat.g_03202
OG0000146	Prba.g_01533	Syat.g_00594
OG0000147	Prba.g_01532	Syat.g_00595
OG0000148	Prba.g_01483	Syat.g_00503
OG0000149	Prba.g_01452	Syat.g_00747
OG0000150	Prba.g_01444	Syat.g_03399
OG0000151	Prba.g_01385	Syat.g_00801, Syat.g_00440
OG0000152	Prba.g_01337	Syat.g_00578
OG0000153	Prba.g_01318	Syat.g_00542
OG0000154	Prba.g_01290	Syat.g_00708
OG0000155	Prba.g_00043	Syat.g_00287
OG0000156	Prba.g_01181	Syat.g_03228
OG0000157	Prba.g_01182	Syat.g_02012, Syat.g_03227
OG0000158	Prba.g_00154	Syat.g_02163
OG0000160	Prba.g_00712	Syat.g_01224
OG0000161	Prba.g_00706	Syat.g_01180
OG0000162	Prba.g_00700	Syat.g_01281
OG0000163	Prba.g_00341	Syat.g_02979
OG0000164	Prba.g_00596	Syat.g_03040
OG0000165	Prba.g_00589	Syat.g_03033
OG0000166	Prba.g_00393	Syat.g_01822
OG0000167	Prba.g_01069	Syat.g_02148
OG0000168	Prba.g_01079	Syat.g_02164
OG0000169	Prba.g_00761	Syat.g_02192
OG0000170	Prba.g_00763	Syat.g_02201
OG0000171	Prba.g_00783	Syat.g_02230
OG0000172	Prba.g_00792	Syat.g_02260
OG0000173	Prba.g_00807	Syat.g_02284
OG0000174	Prba.g_00835	Syat.g_02504
OG0000175	Prba.g_00845	Syat.g_02416
OG0000176	Prba.g_01797	Syat.g_02372
OG0000177	Prba.g_01798	Syat.g_02338
OG0000178	Prba.g_01799	Syat.g_02337
OG0000179	Prba.g_01809	Syat.g_02322
OG0000180	Prba.g_01810	Syat.g_02321
OG0000181	Prba.g_01811	Syat.g_02320
OG0000182	Prba.g_01812	Syat.g_02319
OG0000183	Prba.g_01816	Syat.g_02315
OG0000184	Prba.g_01840	Syat.g_02704
OG0000185	Prba.g_01843	Syat.g_02719
OG0000186	Prba.g_01852	Syat.g_01463
OG0000187	Prba.g_01853	Syat.g_01467
OG0000188	Prba.g_01870	Syat.g_01489
OG0000189	Prba.g_01884	Syat.g_00386, Syat.g_01557
OG0000190	Prba.g_01885	Syat.g_00330
OG0000191	Prba.g_01905	Syat.g_03344, Syat.g_02939
OG0000192	Prba.g_01909	Syat.g_02933
OG0000193	Prba.g_01934	Syat.g_02897
OG0000194	Prba.g_01937	Syat.g_02894
OG0000195	Prba.g_01939	Syat.g_02892
OG0000196	Prba.g_01949	Syat.g_02867
OG0000197	Prba.g_01950	Syat.g_02866
OG0000198	Prba.g_01951	Syat.g_02865
OG0000199	Prba.g_00626	Syat.g_02857
OG0000200	Prba.g_00640	Syat.g_02840
OG0000201	Prba.g_00648	Syat.g_02821
OG0000202	Prba.g_00649	Syat.g_02820
OG0000203	Prba.g_00650	Syat.g_02819
OG0000204	Prba.g_00651	Syat.g_02818
OG0000205	Prba.g_00658	Syat.g_02809
OG0000206	Prba.g_00663	Syat.g_02785
OG0000207	Prba.g_00665	Syat.g_02778
OG0000208	Prba.g_00666	Syat.g_02777
OG0000209	Prba.g_00675	Syat.g_02735
OG0000210	Prba.g_00439	Syat.g_02734
OG0000211	Prba.g_00452	Syat.g_01452
OG0000212	Prba.g_00459	Syat.g_01442
OG0000213	Prba.g_00476	Syat.g_01889
OG0000214	Prba.g_00485	Syat.g_02042
OG0000215	Prba.g_00509	Syat.g_02075
OG0000216	Prba.g_00510	Syat.g_02079
OG0000217	Prba.g_00513	Syat.g_02085
OG0000218	Prba.g_00515	Syat.g_02087
OG0000219	Prba.g_00516	Syat.g_02088
OG0000220	Prba.g_00517	Syat.g_02089
OG0000221	Prba.g_00518	Syat.g_02095
OG0000222	Prba.g_00526	Syat.g_02109
OG0000223	Prba.g_00539	Syat.g_02570
OG0000224	Prba.g_00541	Syat.g_02139
OG0000225	Prba.g_00562	Syat.g_01595
OG0000226	Prba.g_00221	Syat.g_01588
OG0000228	Prba.g_00849	Syat.g_02952
OG0000229	Prba.g_01025	Syat.g_02970
OG0000230	Prba.g_01023	Syat.g_02972
OG0000231	Prba.g_01012	Syat.g_01283
OG0000232	Prba.g_01003	Syat.g_01313
OG0000233	Prba.g_00998	Syat.g_01407
OG0000234	Prba.g_00985	Syat.g_01369
OG0000235	Prba.g_00982	Syat.g_03169
OG0000236	Prba.g_00968	Syat.g_03186
OG0000237	Prba.g_00955	Syat.g_03214
OG0000238	Prba.g_00949	Syat.g_03219
OG0000239	Prba.g_00936	Syat.g_01105
OG0000240	Prba.g_00935	Syat.g_01104
OG0000241	Prba.g_00931	Syat.g_00111
OG0000242	Prba.g_00929	Syat.g_01077
OG0000243	Prba.g_01772	Syat.g_00092
OG0000244	Prba.g_01769	Syat.g_00082
OG0000245	Prba.g_01767	Syat.g_00080
OG0000246	Prba.g_01763	Syat.g_00076
OG0000247	Prba.g_01753	Syat.g_00065
OG0000248	Prba.g_01751	Syat.g_00062
OG0000249	Prba.g_01749	Syat.g_00060
OG0000250	Prba.g_01744	Syat.g_00053
OG0000251	Prba.g_01726	Syat.g_00027
OG0000252	Prba.g_01723	Syat.g_00022
OG0000253	Prba.g_01722	Syat.g_00021
OG0000254	Prba.g_01706	Syat.g_03407
OG0000255	Prba.g_01700	Syat.g_02405
OG0000256	Prba.g_01690	Syat.g_03306
OG0000257	Prba.g_01687	Syat.g_00109
OG0000258	Prba.g_01674	Syat.g_00382
OG0000259	Prba.g_01657	Syat.g_00342
OG0000260	Prba.g_01654	Syat.g_00392
OG0000261	Prba.g_01652	Syat.g_00400
OG0000262	Prba.g_01648	Syat.g_00407
OG0000263	Prba.g_01636	Syat.g_00200
OG0000266	Prba.g_01584	Syat.g_00671
OG0000267	Prba.g_01573	Syat.g_00636
OG0000268	Prba.g_01572	Syat.g_00634
OG0000269	Prba.g_01504	Syat.g_00474, Syat.g_00126
OG0000270	Prba.g_01501	Syat.g_00477
OG0000271	Prba.g_01493	Syat.g_00485
OG0000272	Prba.g_01492	Syat.g_00486
OG0000273	Prba.g_01469	Syat.g_00520
OG0000274	Prba.g_01468	Syat.g_00521
OG0000275	Prba.g_01465	Syat.g_00718
OG0000276	Prba.g_01460	Syat.g_00725
OG0000277	Prba.g_01459	Syat.g_00738
OG0000278	Prba.g_01456	Syat.g_00741
OG0000279	Prba.g_01449	Syat.g_00755
OG0000280	Prba.g_01448	Syat.g_01669
OG0000281	Prba.g_01443	Syat.g_00960
OG0000282	Prba.g_01393	Syat.g_00431
OG0000283	Prba.g_01360	Syat.g_00620
OG0000284	Prba.g_01355	Syat.g_00614
OG0000285	Prba.g_01350	Syat.g_00607
OG0000286	Prba.g_01338	Syat.g_00579
OG0000287	Prba.g_01321	Syat.g_00550
OG0000288	Prba.g_01291	Syat.g_00709
OG0000289	Prba.g_01280	Syat.g_00695
OG0000290	Prba.g_01267	Syat.g_00805
OG0000291	Prba.g_01265	Syat.g_00807
OG0000292	Prba.g_01216	Syat.g_02388
OG0000293	Prba.g_00073	Syat.g_03241
OG0000294	Prba.g_00072	Syat.g_03248
OG0000295	Prba.g_00051	Syat.g_00297
OG0000296	Prba.g_00049	Syat.g_00295
OG0000297	Prba.g_00041	Syat.g_00226
OG0000298	Prba.g_00040	Syat.g_00225
OG0000299	Prba.g_00023	Syat.g_00910
OG0000300	Prba.g_00020	Syat.g_00904
OG0000301	Prba.g_00019	Syat.g_00903
OG0000302	Prba.g_00017	Syat.g_00901
OG0000303	Prba.g_00010	Syat.g_00892
OG0000304	Prba.g_00006	Syat.g_00885
OG0000305	Prba.g_00204	Syat.g_00809
OG0000306	Prba.g_00201	Syat.g_01704
OG0000307	Prba.g_00187	Syat.g_01304
OG0000308	Prba.g_00186	Syat.g_01306
OG0000309	Prba.g_00182	Syat.g_01417
OG0000310	Prba.g_00112	Syat.g_01246
OG0000311	Prba.g_00110	Syat.g_01242
OG0000312	Prba.g_00107	Syat.g_01237
OG0000313	Prba.g_00709	Syat.g_01183
OG0000314	Prba.g_00686	Syat.g_01341
OG0000315	Prba.g_00351, Prba.g_00676	Syat.g_01351
OG0000316	Prba.g_00331	Syat.g_03082
OG0000317	Prba.g_00228	Syat.g_03120
OG0000318	Prba.g_00619	Syat.g_03125
OG0000319	Prba.g_00606	Syat.g_03055
OG0000320	Prba.g_00604	Syat.g_03053
OG0000321	Prba.g_00603	Syat.g_03052
OG0000322	Prba.g_00602	Syat.g_03051
OG0000323	Prba.g_00593	Syat.g_03038
OG0000324	Prba.g_00567	Syat.g_02998
OG0000325	Prba.g_00358	Syat.g_01861
OG0000326	Prba.g_00364	Syat.g_01854
OG0000327	Prba.g_00388	Syat.g_01827
OG0000328	Prba.g_00389	Syat.g_01826
OG0000329	Prba.g_00406	Syat.g_01808
OG0000330	Prba.g_00407	Syat.g_01807
OG0000331	Prba.g_00408	Syat.g_01806
OG0000332	Prba.g_00422	Syat.g_01790
OG0000333	Prba.g_00424	Syat.g_01787
OG0000334	Prba.g_00432	Syat.g_01657
OG0000335	Prba.g_00437	Syat.g_01652
OG0000336	Prba.g_01050	Syat.g_01648
OG0000337	Prba.g_01067	Syat.g_02144
OG0000338	Prba.g_01068	Syat.g_02146
OG0000339	Prba.g_01072	Syat.g_02155, Syat.g_01055
OG0000340	Prba.g_00752	Syat.g_02165
OG0000341	Prba.g_00754	Syat.g_02167
OG0000342	Prba.g_00755	Syat.g_02168
OG0000343	Prba.g_00756	Syat.g_02185
OG0000344	Prba.g_00759	Syat.g_02189
OG0000345	Prba.g_00764	Syat.g_02202
OG0000346	Prba.g_00769	Syat.g_02207
OG0000347	Prba.g_00785	Syat.g_02234
OG0000348	Prba.g_00795	Syat.g_02264
OG0000349	Prba.g_00812	Syat.g_02291
OG0000350	Prba.g_00831	Syat.g_01847
OG0000351	Prba.g_00848, Prba.g_01776	Syat.g_02411
OG0000352	Prba.g_01777	Syat.g_02410
OG0000353	Prba.g_01792	Syat.g_00955, Syat.g_02377
OG0000355	Prba.g_01794	Syat.g_02375
OG0000356	Prba.g_01795	Syat.g_02374
OG0000357	Prba.g_01796	Syat.g_02373
OG0000358	Prba.g_01800	Syat.g_02336
OG0000359	Prba.g_01801	Syat.g_02334
OG0000360	Prba.g_01802	Syat.g_02333
OG0000361	Prba.g_01803	Syat.g_02332
OG0000362	Prba.g_01805	Syat.g_02330
OG0000363	Prba.g_01807	Syat.g_02328
OG0000364	Prba.g_01808	Syat.g_03122
OG0000365	Prba.g_01813	Syat.g_02318
OG0000366	Prba.g_01814	Syat.g_02317
OG0000367	Prba.g_01815	Syat.g_02316
OG0000368	Prba.g_01817	Syat.g_02314
OG0000369	Prba.g_01818	Syat.g_02313
OG0000370	Prba.g_01819	Syat.g_02312
OG0000371	Prba.g_01825	Syat.g_02304
OG0000372	Prba.g_01828	Syat.g_02298
OG0000373	Prba.g_01829	Syat.g_02297
OG0000374	Prba.g_01830	Syat.g_02296
OG0000375	Prba.g_01834	Syat.g_02295
OG0000376	Prba.g_01836	Syat.g_02293
OG0000377	Prba.g_01839	Syat.g_02695
OG0000378	Prba.g_01841	Syat.g_02715
OG0000379	Prba.g_01844	Syat.g_02720
OG0000380	Prba.g_01854	Syat.g_01468
OG0000381	Prba.g_01858	Syat.g_01470
OG0000382	Prba.g_01869	Syat.g_01488
OG0000383	Prba.g_01871	Syat.g_01521
OG0000384	Prba.g_01872	Syat.g_01522
OG0000385	Prba.g_01873	Syat.g_01523
OG0000386	Prba.g_01874	Syat.g_01524
OG0000387	Prba.g_01887	Syat.g_01561
OG0000388	Prba.g_01890	Syat.g_01565
OG0000389	Prba.g_01894	Syat.g_01569
OG0000390	Prba.g_01901	Syat.g_02945
OG0000391	Prba.g_01904	Syat.g_02940
OG0000392	Prba.g_01908	Syat.g_02934
OG0000393	Prba.g_01910	Syat.g_02931
OG0000394	Prba.g_01911	Syat.g_02930
OG0000395	Prba.g_01912	Syat.g_02929
OG0000396	Prba.g_01915	Syat.g_02927
OG0000397	Prba.g_01917	Syat.g_02925
OG0000398	Prba.g_01919	Syat.g_02920
OG0000399	Prba.g_01920	Syat.g_02919
OG0000400	Prba.g_01921	Syat.g_02918
OG0000401	Prba.g_01922	Syat.g_02917
OG0000402	Prba.g_01924	Syat.g_02915
OG0000403	Prba.g_01925	Syat.g_02914
OG0000404	Prba.g_01926	Syat.g_02913
OG0000405	Prba.g_01930	Syat.g_02900
OG0000406	Prba.g_01935	Syat.g_02896
OG0000407	Prba.g_01936	Syat.g_02895
OG0000408	Prba.g_01938	Syat.g_02893
OG0000409	Prba.g_01940	Syat.g_02891
OG0000410	Prba.g_01941	Syat.g_02890
OG0000411	Prba.g_01942	Syat.g_02889
OG0000412	Prba.g_01943	Syat.g_02888
OG0000413	Prba.g_01944	Syat.g_02886
OG0000414	Prba.g_01945	Syat.g_02885
OG0000415	Prba.g_01946	Syat.g_02884
OG0000416	Prba.g_01947	Syat.g_02883
OG0000417	Prba.g_01948	Syat.g_02868
OG0000418	Prba.g_01953	Syat.g_02863
OG0000419	Prba.g_00623	Syat.g_02861
OG0000420	Prba.g_00624	Syat.g_02859
OG0000421	Prba.g_00629	Syat.g_02855
OG0000422	Prba.g_00630	Syat.g_02854
OG0000423	Prba.g_00631	Syat.g_02853
OG0000424	Prba.g_00632	Syat.g_02852
OG0000425	Prba.g_00633	Syat.g_02851
OG0000426	Prba.g_00634	Syat.g_02850
OG0000427	Prba.g_00635	Syat.g_02849
OG0000428	Prba.g_00637	Syat.g_02846
OG0000429	Prba.g_00638	Syat.g_02843
OG0000430	Prba.g_00639	Syat.g_02841
OG0000431	Prba.g_00641	Syat.g_02838
OG0000432	Prba.g_00644	Syat.g_02832
OG0000433	Prba.g_00645	Syat.g_02829
OG0000434	Prba.g_00646	Syat.g_02828
OG0000435	Prba.g_00647	Syat.g_02824
OG0000436	Prba.g_00652	Syat.g_02817
OG0000437	Prba.g_00653	Syat.g_02558
OG0000438	Prba.g_00654	Syat.g_02813
OG0000439	Prba.g_00656	Syat.g_02811
OG0000440	Prba.g_00657	Syat.g_02810
OG0000441	Prba.g_00660	Syat.g_02807
OG0000442	Prba.g_00661	Syat.g_02797
OG0000443	Prba.g_00662	Syat.g_02787
OG0000444	Prba.g_00667	Syat.g_02756
OG0000445	Prba.g_00668	Syat.g_02755
OG0000446	Prba.g_00669	Syat.g_02753
OG0000447	Prba.g_00670	Syat.g_02749
OG0000448	Prba.g_00671	Syat.g_02748
OG0000449	Prba.g_00672	Syat.g_02747
OG0000450	Prba.g_00673	Syat.g_02738
OG0000451	Prba.g_00674	Syat.g_02737
OG0000452	Prba.g_00440	Syat.g_02732
OG0000453	Prba.g_00441	Syat.g_02731
OG0000454	Prba.g_00442	Syat.g_02730
OG0000455	Prba.g_00443	Syat.g_02729
OG0000456	Prba.g_00444	Syat.g_02728
OG0000457	Prba.g_00445	Syat.g_02726
OG0000458	Prba.g_00446	Syat.g_02725
OG0000459	Prba.g_00447	Syat.g_02724
OG0000460	Prba.g_00454	Syat.g_01450
OG0000461	Prba.g_00461	Syat.g_01866
OG0000462	Prba.g_00463	Syat.g_01868
OG0000463	Prba.g_00464	Syat.g_01869
OG0000464	Prba.g_00465	Syat.g_01870
OG0000465	Prba.g_00466	Syat.g_01872
OG0000466	Prba.g_00469	Syat.g_01877
OG0000467	Prba.g_00470	Syat.g_01878
OG0000468	Prba.g_00472	Syat.g_01884
OG0000469	Prba.g_00480	Syat.g_02000
OG0000470	Prba.g_00482	Syat.g_02038
OG0000471	Prba.g_00483	Syat.g_02039
OG0000472	Prba.g_00484	Syat.g_02041
OG0000473	Prba.g_00486	Syat.g_02043
OG0000474	Prba.g_00487	Syat.g_02044
OG0000475	Prba.g_00488	Syat.g_02045
OG0000476	Prba.g_00489	Syat.g_02047
OG0000477	Prba.g_00492	Syat.g_02053
OG0000478	Prba.g_00493	Syat.g_02054
OG0000479	Prba.g_00494	Syat.g_02056
OG0000480	Prba.g_00499	Syat.g_02063
OG0000481	Prba.g_00501	Syat.g_02066
OG0000482	Prba.g_00502	Syat.g_02067
OG0000483	Prba.g_00505	Syat.g_02071
OG0000484	Prba.g_00506	Syat.g_02072
OG0000485	Prba.g_00507	Syat.g_02073
OG0000486	Prba.g_00508	Syat.g_02074
OG0000487	Prba.g_00511	Syat.g_02080
OG0000488	Prba.g_00514	Syat.g_02086
OG0000489	Prba.g_00519	Syat.g_02097
OG0000490	Prba.g_00524	Syat.g_02106
OG0000491	Prba.g_00525	Syat.g_02107
OG0000492	Prba.g_00527	Syat.g_02110
OG0000493	Prba.g_00528	Syat.g_02111
OG0000494	Prba.g_00529	Syat.g_02112
OG0000495	Prba.g_00530	Syat.g_02120
OG0000496	Prba.g_00531	Syat.g_02121
OG0000497	Prba.g_00532	Syat.g_02122
OG0000498	Prba.g_00533	Syat.g_02123
OG0000499	Prba.g_00534	Syat.g_02124
OG0000500	Prba.g_00535	Syat.g_02125
OG0000501	Prba.g_00537	Syat.g_02128
OG0000502	Prba.g_00540	Syat.g_02135
OG0000503	Prba.g_00550	Syat.g_01614
OG0000504	Prba.g_00551	Syat.g_01612
OG0000505	Prba.g_00552	Syat.g_01611
OG0000506	Prba.g_00554	Syat.g_01609
OG0000507	Prba.g_00557	Syat.g_01603
OG0000508	Prba.g_00561	Syat.g_01596
OG0000509	Prba.g_00218	Syat.g_01591
OG0000510	Prba.g_00219	Syat.g_01590
OG0000511	Prba.g_00220	Syat.g_01589
OG0000512	Prba.g_00222	Syat.g_01587
OG0000513	Prba.g_00852	Syat.g_02957
OG0000514	Prba.g_01030	Syat.g_02962
OG0000515	Prba.g_01029	Syat.g_02963
OG0000516	Prba.g_01028	Syat.g_02965
OG0000517	Prba.g_01026	Syat.g_02969
OG0000518	Prba.g_01015	Syat.g_01286
OG0000519	Prba.g_01014	Syat.g_01285
OG0000520	Prba.g_01013	Syat.g_01284
OG0000521	Prba.g_01008	Syat.g_01319
OG0000522	Prba.g_01006	Syat.g_01317
OG0000523	Prba.g_01005	Syat.g_01316
OG0000524	Prba.g_01000	Syat.g_01409
OG0000525	Prba.g_00997	Syat.g_01382
OG0000526	Prba.g_00996	Syat.g_01380
OG0000527	Prba.g_00988	Syat.g_01373
OG0000528	Prba.g_00983	Syat.g_03167
OG0000529	Prba.g_00980	Syat.g_03171
OG0000530	Prba.g_00977	Syat.g_03174
OG0000531	Prba.g_00976	Syat.g_03175
OG0000532	Prba.g_00974	Syat.g_03178
OG0000533	Prba.g_00973	Syat.g_03180
OG0000534	Prba.g_00972	Syat.g_03181
OG0000535	Prba.g_00971	Syat.g_03182
OG0000536	Prba.g_00970	Syat.g_03183
OG0000537	Prba.g_00969	Syat.g_03185
OG0000538	Prba.g_00961	Syat.g_03204
OG0000539	Prba.g_00960	Syat.g_03206
OG0000540	Prba.g_00959	Syat.g_03207
OG0000541	Prba.g_00958	Syat.g_03208
OG0000542	Prba.g_00956	Syat.g_03213
OG0000543	Prba.g_00954	Syat.g_03215
OG0000544	Prba.g_00953	Syat.g_03216
OG0000545	Prba.g_00951	Syat.g_03218
OG0000546	Prba.g_00948	Syat.g_03220
OG0000547	Prba.g_00946	Syat.g_03222
OG0000548	Prba.g_00945	Syat.g_03223
OG0000549	Prba.g_00943	Syat.g_01795
OG0000550	Prba.g_00938	Syat.g_01107
OG0000551	Prba.g_00934	Syat.g_01103
OG0000552	Prba.g_00933	Syat.g_01102
OG0000553	Prba.g_00932	Syat.g_01098
OG0000554	Prba.g_00927	Syat.g_03271
OG0000555	Prba.g_01773	Syat.g_00093
OG0000556	Prba.g_01771	Syat.g_00088
OG0000557	Prba.g_01770	Syat.g_00083
OG0000558	Prba.g_01768	Syat.g_00081
OG0000559	Prba.g_01764	Syat.g_00077
OG0000560	Prba.g_01761	Syat.g_00074
OG0000561	Prba.g_01760	Syat.g_00073
OG0000562	Prba.g_01759	Syat.g_00072
OG0000563	Prba.g_01758	Syat.g_00071
OG0000564	Prba.g_01757	Syat.g_00070
OG0000565	Prba.g_01754	Syat.g_00067
OG0000566	Prba.g_01752	Syat.g_00063
OG0000567	Prba.g_01748	Syat.g_00059
OG0000568	Prba.g_01747	Syat.g_00057
OG0000569	Prba.g_01746	Syat.g_00056
OG0000570	Prba.g_01745	Syat.g_00055
OG0000571	Prba.g_01743	Syat.g_00052
OG0000572	Prba.g_01730	Syat.g_00033
OG0000573	Prba.g_01725	Syat.g_00024
OG0000574	Prba.g_01724	Syat.g_00023
OG0000575	Prba.g_01720	Syat.g_00018
OG0000576	Prba.g_01718	Syat.g_00014
OG0000577	Prba.g_01717	Syat.g_00013
OG0000578	Prba.g_01716	Syat.g_00012
OG0000579	Prba.g_01715	Syat.g_00011
OG0000580	Prba.g_01714	Syat.g_00010
OG0000581	Prba.g_01712	Syat.g_00003
OG0000582	Prba.g_01709	Syat.g_03403
OG0000583	Prba.g_01708	Syat.g_03404
OG0000584	Prba.g_01707	Syat.g_03405
OG0000585	Prba.g_01705	Syat.g_03408
OG0000586	Prba.g_01704	Syat.g_03409
OG0000587	Prba.g_01703	Syat.g_00001
OG0000588	Prba.g_01699	Syat.g_00338
OG0000589	Prba.g_01696	Syat.g_03318
