Orthogroup	Prac	Prbe
OG0000056	Prac.g_01916	Prbe.g_00132
OG0000057	Prac.g_01773, Prac.g_01590	Prbe.g_01705
OG0000058	Prac.g_01163	Prbe.g_00740
OG0000059	Prac.g_00833	Prbe.g_00596, Prbe.g_01114
OG0000062	Prac.g_01453	Prbe.g_01245
OG0000065	Prac.g_01693	Prbe.g_01789
OG0000066	Prac.g_01069	Prbe.g_00658
OG0000067	Prac.g_00673	Prbe.g_01206
OG0000070	Prac.g_01256	Prbe.g_01297
OG0000071	Prac.g_01955	Prbe.g_01522
OG0000072	Prac.g_00175	Prbe.g_00893
OG0000073	Prac.g_00196	Prbe.g_00010
OG0000074	Prac.g_00248	Prbe.g_00353
OG0000075	Prac.g_00548	Prbe.g_00836
OG0000077	Prac.g_01936	Prbe.g_01076
OG0000078	Prac.g_01609	Prbe.g_01875
OG0000079	Prac.g_01150	Prbe.g_00911
OG0000080	Prac.g_00702	Prbe.g_01449
OG0000081	Prac.g_00680	Prbe.g_00466
OG0000082	Prac.g_01468	Prbe.g_01229
OG0000083	Prac.g_01405	Prbe.g_01570
OG0000084	Prac.g_01327	Prbe.g_01350
OG0000085	Prac.g_01207	Prbe.g_01594
OG0000086	Prac.g_01018	Prbe.g_00041
OG0000087	Prac.g_00276	Prbe.g_01118
OG0000090	Prac.g_00256	Prbe.g_00350
OG0000091	Prac.g_00403	Prbe.g_00303
OG0000092	Prac.g_00886	Prbe.g_00714
OG0000093	Prac.g_00500	Prbe.g_01094
OG0000094	Prac.g_00545	Prbe.g_00840
OG0000095	Prac.g_00015	Prbe.g_00802
OG0000096	Prac.g_00084	Prbe.g_01150
OG0000098	Prac.g_01944	Prbe.g_01068
OG0000099	Prac.g_01924	Prbe.g_00123
OG0000101	Prac.g_01882	Prbe.g_00152
OG0000102	Prac.g_01818	Prbe.g_01657
OG0000103	Prac.g_01810	Prbe.g_01666
OG0000104	Prac.g_01792	Prbe.g_01683
OG0000105	Prac.g_01760	Prbe.g_01718
OG0000106	Prac.g_01746	Prbe.g_01732
OG0000107	Prac.g_01738	Prbe.g_01741
OG0000108	Prac.g_01728	Prbe.g_01751
OG0000109	Prac.g_01691	Prbe.g_01792
OG0000110	Prac.g_01679	Prbe.g_01804
OG0000111	Prac.g_01657	Prbe.g_01828
OG0000112	Prac.g_01647	Prbe.g_01839
OG0000113	Prac.g_01634	Prbe.g_01852
OG0000114	Prac.g_01606	Prbe.g_01878
OG0000115	Prac.g_01070	Prbe.g_00659
OG0000116	Prac.g_01068	Prbe.g_00657
OG0000117	Prac.g_01064	Prbe.g_00653
OG0000118	Prac.g_00872	Prbe.g_00633
OG0000119	Prac.g_00840	Prbe.g_00603
OG0000120	Prac.g_00839	Prbe.g_00602
OG0000121	Prac.g_00829	Prbe.g_00592
OG0000122	Prac.g_00820	Prbe.g_00583
OG0000123	Prac.g_00789	Prbe.g_00551
OG0000124	Prac.g_00720	Prbe.g_01468
OG0000125	Prac.g_00719	Prbe.g_01467
OG0000126	Prac.g_00718	Prbe.g_01466
OG0000127	Prac.g_00685	Prbe.g_00461
OG0000128	Prac.g_01558	Prbe.g_01216
OG0000129	Prac.g_01538	Prbe.g_01417
OG0000130	Prac.g_01491	Prbe.g_01314
OG0000131	Prac.g_01477	Prbe.g_01220
OG0000132	Prac.g_01442	Prbe.g_01257
OG0000133	Prac.g_01368	Prbe.g_00434
OG0000134	Prac.g_01359	Prbe.g_01448
OG0000135	Prac.g_01323	Prbe.g_01354
OG0000136	Prac.g_01259	Prbe.g_01300
OG0000137	Prac.g_01015	Prbe.g_00044
OG0000139	Prac.g_00979	Prbe.g_01543
OG0000140	Prac.g_00928	Prbe.g_00501
OG0000141	Prac.g_00448	Prbe.g_00215
OG0000142	Prac.g_00187	Prbe.g_00880
OG0000143	Prac.g_00217	Prbe.g_00373
OG0000144	Prac.g_00424	Prbe.g_00323
OG0000145	Prac.g_00410	Prbe.g_00310
OG0000146	Prac.g_00374	Prbe.g_00274
OG0000147	Prac.g_00334	Prbe.g_00227
OG0000148	Prac.g_00333	Prbe.g_00226
OG0000149	Prac.g_00627	Prbe.g_00988
OG0000150	Prac.g_00589	Prbe.g_00949
OG0000151	Prac.g_00586	Prbe.g_00946
OG0000152	Prac.g_00471	Prbe.g_00926
OG0000153	Prac.g_00507	Prbe.g_01088
OG0000154	Prac.g_00543	Prbe.g_00842
OG0000155	Prac.g_00560	Prbe.g_00823
OG0000156	Prac.g_00026	Prbe.g_00790
OG0000157	Prac.g_00057	Prbe.g_00746
OG0000158	Prac.g_00118	Prbe.g_01189
OG0000160	Prac.g_01946	Prbe.g_01066
OG0000161	Prac.g_01945	Prbe.g_01067
OG0000162	Prac.g_01943	Prbe.g_01069
OG0000163	Prac.g_01942	Prbe.g_01070
OG0000164	Prac.g_01941	Prbe.g_01071
OG0000165	Prac.g_01940	Prbe.g_01072
OG0000166	Prac.g_01939	Prbe.g_01073
OG0000167	Prac.g_01938	Prbe.g_01074
OG0000168	Prac.g_01937	Prbe.g_01075
OG0000169	Prac.g_01935	Prbe.g_01077
OG0000170	Prac.g_01933	Prbe.g_00114
OG0000171	Prac.g_01932	Prbe.g_00115
OG0000172	Prac.g_01931	Prbe.g_00116
OG0000173	Prac.g_01930	Prbe.g_00117
OG0000174	Prac.g_01929	Prbe.g_00118
OG0000175	Prac.g_01928	Prbe.g_00119
OG0000176	Prac.g_01927	Prbe.g_00120
OG0000177	Prac.g_01926	Prbe.g_00121
OG0000178	Prac.g_01925	Prbe.g_00122
OG0000179	Prac.g_01923	Prbe.g_00124
OG0000180	Prac.g_01922	Prbe.g_00125
OG0000181	Prac.g_01921	Prbe.g_00126
OG0000182	Prac.g_01920	Prbe.g_00127
OG0000183	Prac.g_01919	Prbe.g_00128
OG0000184	Prac.g_01918	Prbe.g_00130
OG0000185	Prac.g_01915	Prbe.g_00133
OG0000186	Prac.g_01911	Prbe.g_00136
OG0000187	Prac.g_01910	Prbe.g_00137
OG0000188	Prac.g_01909	Prbe.g_00138
OG0000189	Prac.g_01892	Prbe.g_00140
OG0000190	Prac.g_01890	Prbe.g_00142
OG0000191	Prac.g_01889	Prbe.g_00144
OG0000192	Prac.g_01888	Prbe.g_00145
OG0000193	Prac.g_01886	Prbe.g_00146
OG0000194	Prac.g_01885	Prbe.g_00149
OG0000195	Prac.g_01884	Prbe.g_00150
OG0000196	Prac.g_01883	Prbe.g_00151
OG0000197	Prac.g_01881	Prbe.g_00153
OG0000198	Prac.g_01880	Prbe.g_00154
OG0000199	Prac.g_01879	Prbe.g_00156
OG0000200	Prac.g_01867	Prbe.g_00168
OG0000201	Prac.g_01866	Prbe.g_00169
OG0000202	Prac.g_01865	Prbe.g_00170
OG0000203	Prac.g_01862	Prbe.g_00174
OG0000204	Prac.g_01861	Prbe.g_00175
OG0000205	Prac.g_01858	Prbe.g_00178
OG0000206	Prac.g_01856	Prbe.g_00180
OG0000207	Prac.g_01854	Prbe.g_00182
OG0000208	Prac.g_01853	Prbe.g_00183
OG0000209	Prac.g_01852	Prbe.g_00066
OG0000210	Prac.g_01851	Prbe.g_00184
OG0000211	Prac.g_01850	Prbe.g_00185
OG0000212	Prac.g_01849	Prbe.g_00186
OG0000213	Prac.g_01848	Prbe.g_00187
OG0000214	Prac.g_01847	Prbe.g_00188
OG0000215	Prac.g_01846	Prbe.g_00189
OG0000216	Prac.g_01845	Prbe.g_00190
OG0000217	Prac.g_01843	Prbe.g_00192
OG0000218	Prac.g_01842	Prbe.g_00193
OG0000219	Prac.g_01841	Prbe.g_01630
OG0000220	Prac.g_01840	Prbe.g_01631
OG0000221	Prac.g_01837	Prbe.g_01634
OG0000222	Prac.g_01836	Prbe.g_01635
OG0000223	Prac.g_01835	Prbe.g_01636
OG0000224	Prac.g_01834	Prbe.g_01638
OG0000225	Prac.g_01833	Prbe.g_01639
OG0000226	Prac.g_01832	Prbe.g_01640
OG0000227	Prac.g_01831	Prbe.g_01642
OG0000228	Prac.g_01830	Prbe.g_01643
OG0000229	Prac.g_01829	Prbe.g_01644
OG0000230	Prac.g_01828	Prbe.g_01645
OG0000231	Prac.g_01827	Prbe.g_01646
OG0000232	Prac.g_01825	Prbe.g_01647
OG0000233	Prac.g_01824	Prbe.g_01649
OG0000234	Prac.g_01823	Prbe.g_01650
OG0000235	Prac.g_01822	Prbe.g_01651
OG0000236	Prac.g_01821	Prbe.g_01654
OG0000237	Prac.g_01820	Prbe.g_01655
OG0000238	Prac.g_01819	Prbe.g_01656
OG0000239	Prac.g_01817	Prbe.g_01658
OG0000240	Prac.g_01816	Prbe.g_01659
OG0000241	Prac.g_01815	Prbe.g_01660
OG0000242	Prac.g_01814	Prbe.g_01661
OG0000243	Prac.g_01811	Prbe.g_01664
OG0000244	Prac.g_01809	Prbe.g_01667
OG0000245	Prac.g_01808	Prbe.g_01668
OG0000246	Prac.g_01807	Prbe.g_01669
OG0000247	Prac.g_01804	Prbe.g_01671
OG0000248	Prac.g_01802	Prbe.g_01673
OG0000249	Prac.g_01801	Prbe.g_01675
OG0000250	Prac.g_01800	Prbe.g_01676
OG0000251	Prac.g_01799	Prbe.g_01677
OG0000252	Prac.g_01798	Prbe.g_01678
OG0000253	Prac.g_01797	Prbe.g_01679
OG0000254	Prac.g_01795	Prbe.g_01412
OG0000255	Prac.g_01794	Prbe.g_01681
OG0000256	Prac.g_01791	Prbe.g_01684
OG0000257	Prac.g_01789	Prbe.g_01686
OG0000258	Prac.g_01785	Prbe.g_01692
OG0000259	Prac.g_01784	Prbe.g_01693
OG0000260	Prac.g_01783	Prbe.g_01694
OG0000261	Prac.g_01782	Prbe.g_01695
OG0000262	Prac.g_01781	Prbe.g_01696
OG0000263	Prac.g_01779	Prbe.g_01698
OG0000264	Prac.g_01778	Prbe.g_01699
OG0000265	Prac.g_01777	Prbe.g_01700
OG0000266	Prac.g_01776	Prbe.g_01701
OG0000267	Prac.g_01775	Prbe.g_01702
OG0000268	Prac.g_01774	Prbe.g_01704
OG0000269	Prac.g_01772	Prbe.g_01706
OG0000270	Prac.g_01771	Prbe.g_01707
OG0000271	Prac.g_01770	Prbe.g_01708
OG0000272	Prac.g_01769	Prbe.g_01709
OG0000273	Prac.g_01768	Prbe.g_01710
OG0000274	Prac.g_01767	Prbe.g_01711
OG0000275	Prac.g_01766	Prbe.g_01712
OG0000276	Prac.g_01765	Prbe.g_01713
OG0000277	Prac.g_01763	Prbe.g_01715
OG0000278	Prac.g_01762	Prbe.g_01716
OG0000279	Prac.g_01761	Prbe.g_01717
OG0000280	Prac.g_01759	Prbe.g_01719
OG0000281	Prac.g_01757	Prbe.g_01721
OG0000282	Prac.g_01756	Prbe.g_01722
OG0000283	Prac.g_01755	Prbe.g_01723
OG0000284	Prac.g_01754	Prbe.g_01724
OG0000285	Prac.g_01753	Prbe.g_01725
OG0000286	Prac.g_01752	Prbe.g_01726
OG0000287	Prac.g_01751	Prbe.g_01727
OG0000288	Prac.g_01749	Prbe.g_01729
OG0000289	Prac.g_01748	Prbe.g_01730
OG0000290	Prac.g_01747	Prbe.g_01731
OG0000291	Prac.g_01745	Prbe.g_01733
OG0000292	Prac.g_01744	Prbe.g_01735
OG0000293	Prac.g_01743	Prbe.g_01736
OG0000294	Prac.g_01742	Prbe.g_01737
OG0000295	Prac.g_01741	Prbe.g_01738
OG0000296	Prac.g_01740	Prbe.g_01739
OG0000297	Prac.g_01739	Prbe.g_01740
OG0000298	Prac.g_01737	Prbe.g_01742
OG0000299	Prac.g_01736	Prbe.g_01743
OG0000300	Prac.g_01735	Prbe.g_01744
OG0000301	Prac.g_01734	Prbe.g_01745
OG0000302	Prac.g_01733	Prbe.g_01746
OG0000303	Prac.g_01732	Prbe.g_01747
OG0000304	Prac.g_01730	Prbe.g_01749
OG0000305	Prac.g_01729	Prbe.g_01750
OG0000306	Prac.g_01726	Prbe.g_01753
OG0000307	Prac.g_01725	Prbe.g_01754
OG0000308	Prac.g_01724	Prbe.g_01755
OG0000309	Prac.g_01723	Prbe.g_01756
OG0000310	Prac.g_01722	Prbe.g_01757
OG0000311	Prac.g_01721	Prbe.g_01759
OG0000312	Prac.g_01720	Prbe.g_01760
OG0000313	Prac.g_01719	Prbe.g_01761
OG0000314	Prac.g_01718	Prbe.g_01762
OG0000315	Prac.g_01717	Prbe.g_01763
OG0000316	Prac.g_01716	Prbe.g_01764
OG0000317	Prac.g_01715	Prbe.g_01765
OG0000318	Prac.g_01714	Prbe.g_01766
OG0000319	Prac.g_01713	Prbe.g_01767
OG0000320	Prac.g_01712	Prbe.g_01768
OG0000321	Prac.g_01711	Prbe.g_01769
OG0000322	Prac.g_01710	Prbe.g_01770
OG0000323	Prac.g_01709	Prbe.g_01771
OG0000324	Prac.g_01708	Prbe.g_01772
OG0000325	Prac.g_01707	Prbe.g_01773
OG0000326	Prac.g_01706	Prbe.g_01774
OG0000327	Prac.g_01705	Prbe.g_01775
OG0000328	Prac.g_01704	Prbe.g_01777
OG0000329	Prac.g_01703	Prbe.g_01778
OG0000330	Prac.g_01702	Prbe.g_01779
OG0000331	Prac.g_01701	Prbe.g_01781
OG0000332	Prac.g_01700	Prbe.g_01782
OG0000333	Prac.g_01699	Prbe.g_01783
OG0000334	Prac.g_01698	Prbe.g_01784
OG0000335	Prac.g_01697	Prbe.g_01785
OG0000336	Prac.g_01695	Prbe.g_01787
OG0000337	Prac.g_01694	Prbe.g_01788
OG0000338	Prac.g_01690	Prbe.g_01793
OG0000339	Prac.g_01688	Prbe.g_01795
OG0000340	Prac.g_01686	Prbe.g_01797
OG0000341	Prac.g_01685	Prbe.g_01798
OG0000342	Prac.g_01684	Prbe.g_01799
OG0000343	Prac.g_01683	Prbe.g_01800
OG0000344	Prac.g_01680	Prbe.g_01803
OG0000345	Prac.g_01678	Prbe.g_01807
OG0000346	Prac.g_01677	Prbe.g_01808
OG0000347	Prac.g_01674	Prbe.g_01811
OG0000348	Prac.g_01672	Prbe.g_01812
OG0000349	Prac.g_01671	Prbe.g_01813
OG0000350	Prac.g_01669	Prbe.g_01815
OG0000351	Prac.g_01668	Prbe.g_01816
OG0000352	Prac.g_01667	Prbe.g_01817
OG0000353	Prac.g_01666	Prbe.g_01818
OG0000354	Prac.g_01665	Prbe.g_01820
OG0000355	Prac.g_01664	Prbe.g_01821
OG0000356	Prac.g_01663	Prbe.g_01822
OG0000357	Prac.g_01662	Prbe.g_01823
OG0000358	Prac.g_01661	Prbe.g_01824
OG0000359	Prac.g_01660	Prbe.g_01826
OG0000360	Prac.g_01656	Prbe.g_01829
OG0000361	Prac.g_01655	Prbe.g_01830
OG0000362	Prac.g_01654	Prbe.g_01831
OG0000363	Prac.g_01653	Prbe.g_01832
OG0000364	Prac.g_01649	Prbe.g_01836
OG0000365	Prac.g_01648	Prbe.g_01837
OG0000366	Prac.g_01646	Prbe.g_01840
OG0000367	Prac.g_01645	Prbe.g_01841
OG0000368	Prac.g_01644	Prbe.g_01842
OG0000369	Prac.g_01643	Prbe.g_01843
OG0000370	Prac.g_01642	Prbe.g_01844
OG0000371	Prac.g_01641	Prbe.g_01846
OG0000372	Prac.g_01640	Prbe.g_01847
OG0000373	Prac.g_01639	Prbe.g_01848
OG0000374	Prac.g_01637	Prbe.g_01849
OG0000375	Prac.g_01636	Prbe.g_01850
OG0000376	Prac.g_01633	Prbe.g_01853
OG0000377	Prac.g_01632	Prbe.g_01854
OG0000378	Prac.g_01631	Prbe.g_01855
OG0000379	Prac.g_01630	Prbe.g_01856
OG0000380	Prac.g_01629	Prbe.g_01857
OG0000381	Prac.g_01628	Prbe.g_01858
OG0000382	Prac.g_01627	Prbe.g_01859
OG0000383	Prac.g_01626	Prbe.g_01860
OG0000384	Prac.g_01623	Prbe.g_01862
OG0000385	Prac.g_01622	Prbe.g_01863
OG0000386	Prac.g_01621	Prbe.g_01864
OG0000387	Prac.g_01620	Prbe.g_01865
OG0000388	Prac.g_01619	Prbe.g_01866
OG0000389	Prac.g_01618	Prbe.g_01867
OG0000390	Prac.g_01617	Prbe.g_01868
OG0000391	Prac.g_01616	Prbe.g_01869
OG0000392	Prac.g_01615	Prbe.g_01870
OG0000393	Prac.g_01614	Prbe.g_01871
OG0000394	Prac.g_01613	Prbe.g_01872
OG0000395	Prac.g_01612	Prbe.g_01873
OG0000396	Prac.g_01610	Prbe.g_01874
OG0000397	Prac.g_01608	Prbe.g_01876
OG0000398	Prac.g_01607	Prbe.g_01877
OG0000399	Prac.g_01604	Prbe.g_01879
OG0000400	Prac.g_01603	Prbe.g_01885
OG0000401	Prac.g_01602	Prbe.g_01886
OG0000402	Prac.g_01200	Prbe.g_01892
OG0000403	Prac.g_01199	Prbe.g_01894
OG0000404	Prac.g_01198	Prbe.g_01895
OG0000405	Prac.g_01196	Prbe.g_01896
OG0000406	Prac.g_01193	Prbe.g_01899
OG0000407	Prac.g_01192	Prbe.g_01900
OG0000408	Prac.g_01189	Prbe.g_01903
OG0000409	Prac.g_01188	Prbe.g_01904
OG0000410	Prac.g_01187	Prbe.g_01905
OG0000411	Prac.g_01186	Prbe.g_01906
OG0000412	Prac.g_01185	Prbe.g_01907
OG0000413	Prac.g_01184	Prbe.g_01908
OG0000414	Prac.g_01183	Prbe.g_01909
OG0000415	Prac.g_01182	Prbe.g_01910
OG0000416	Prac.g_01179	Prbe.g_01914
OG0000417	Prac.g_01178	Prbe.g_01915
OG0000418	Prac.g_01177	Prbe.g_01917
OG0000419	Prac.g_01176	Prbe.g_01918
OG0000420	Prac.g_01175	Prbe.g_01277
OG0000421	Prac.g_01162	Prbe.g_01593
OG0000422	Prac.g_01154	Prbe.g_01033
OG0000423	Prac.g_01153	Prbe.g_01588
OG0000424	Prac.g_01148	Prbe.g_00921
OG0000425	Prac.g_01116	Prbe.g_01929
OG0000426	Prac.g_01115	Prbe.g_01930
OG0000427	Prac.g_01114	Prbe.g_01931
OG0000428	Prac.g_01112	Prbe.g_01933
OG0000429	Prac.g_01111	Prbe.g_01934
OG0000430	Prac.g_01109	Prbe.g_01936
OG0000431	Prac.g_01108	Prbe.g_01937
OG0000432	Prac.g_01107	Prbe.g_01938
OG0000433	Prac.g_01106	Prbe.g_01939
OG0000434	Prac.g_01105	Prbe.g_01940
OG0000435	Prac.g_01104	Prbe.g_01941
OG0000436	Prac.g_01103	Prbe.g_01942
OG0000437	Prac.g_01102	Prbe.g_01943
OG0000438	Prac.g_01101	Prbe.g_01944
OG0000439	Prac.g_01100	Prbe.g_01945
OG0000440	Prac.g_01099	Prbe.g_01946
OG0000441	Prac.g_01098	Prbe.g_01947
OG0000442	Prac.g_01097	Prbe.g_01948
OG0000443	Prac.g_01096	Prbe.g_01949
OG0000444	Prac.g_01095	Prbe.g_01950
OG0000445	Prac.g_01094	Prbe.g_00676
OG0000446	Prac.g_01092	Prbe.g_00674
OG0000447	Prac.g_01091	Prbe.g_00673
OG0000448	Prac.g_01089	Prbe.g_00672
OG0000449	Prac.g_01084	Prbe.g_00668
OG0000450	Prac.g_01083	Prbe.g_00667
OG0000451	Prac.g_01082	Prbe.g_00666
OG0000452	Prac.g_01081	Prbe.g_00664
OG0000453	Prac.g_01080	Prbe.g_00663
OG0000454	Prac.g_01073	Prbe.g_00662
OG0000455	Prac.g_01071	Prbe.g_00660
OG0000456	Prac.g_01067	Prbe.g_00656
OG0000457	Prac.g_01066	Prbe.g_00655
OG0000458	Prac.g_01065	Prbe.g_00654
OG0000459	Prac.g_01063	Prbe.g_00652
OG0000460	Prac.g_01061	Prbe.g_00650
OG0000461	Prac.g_01060	Prbe.g_00649
OG0000462	Prac.g_01059	Prbe.g_00648
OG0000463	Prac.g_01057	Prbe.g_00646
OG0000464	Prac.g_01056	Prbe.g_00645
OG0000465	Prac.g_01055	Prbe.g_00644
OG0000466	Prac.g_01054	Prbe.g_00643
OG0000467	Prac.g_01053	Prbe.g_00642
OG0000468	Prac.g_01052	Prbe.g_00641
OG0000469	Prac.g_01051	Prbe.g_00640
OG0000470	Prac.g_01050	Prbe.g_00639
OG0000471	Prac.g_01049	Prbe.g_00638
OG0000472	Prac.g_00871	Prbe.g_00632
OG0000473	Prac.g_00870	Prbe.g_00631
OG0000474	Prac.g_00869	Prbe.g_00630
OG0000475	Prac.g_00868	Prbe.g_00629
OG0000476	Prac.g_00866	Prbe.g_00628
OG0000477	Prac.g_00865	Prbe.g_00627
OG0000478	Prac.g_00864	Prbe.g_00626
OG0000479	Prac.g_00863	Prbe.g_00625
OG0000480	Prac.g_00861	Prbe.g_00623
OG0000481	Prac.g_00859	Prbe.g_00621
OG0000482	Prac.g_00858	Prbe.g_00620
OG0000483	Prac.g_00857	Prbe.g_00618
OG0000484	Prac.g_00856	Prbe.g_00617
OG0000485	Prac.g_00855	Prbe.g_00616
OG0000486	Prac.g_00854	Prbe.g_00615
OG0000487	Prac.g_00849	Prbe.g_00611
OG0000488	Prac.g_00847	Prbe.g_00610
OG0000489	Prac.g_00846	Prbe.g_00609
OG0000490	Prac.g_00845	Prbe.g_00608
OG0000491	Prac.g_00844	Prbe.g_00607
OG0000492	Prac.g_00843	Prbe.g_00606
OG0000493	Prac.g_00842	Prbe.g_00605
OG0000494	Prac.g_00841	Prbe.g_00604
OG0000495	Prac.g_00838	Prbe.g_00601
OG0000496	Prac.g_00837	Prbe.g_00600
OG0000497	Prac.g_00836	Prbe.g_00599
OG0000498	Prac.g_00835	Prbe.g_00598
OG0000499	Prac.g_00834	Prbe.g_00597
OG0000500	Prac.g_00832	Prbe.g_00595
OG0000501	Prac.g_00831	Prbe.g_00594
OG0000502	Prac.g_00830	Prbe.g_00593
OG0000503	Prac.g_00828	Prbe.g_00591
OG0000504	Prac.g_00827	Prbe.g_00590
OG0000505	Prac.g_00826	Prbe.g_00589
OG0000506	Prac.g_00825	Prbe.g_00588
OG0000507	Prac.g_00824	Prbe.g_00587
OG0000508	Prac.g_00823	Prbe.g_00586
OG0000509	Prac.g_00822	Prbe.g_00585
OG0000510	Prac.g_00821	Prbe.g_00584
OG0000511	Prac.g_00819	Prbe.g_00582
OG0000512	Prac.g_00818	Prbe.g_00581
OG0000513	Prac.g_00817	Prbe.g_00580
OG0000514	Prac.g_00816	Prbe.g_00579
OG0000515	Prac.g_00815	Prbe.g_00578
OG0000516	Prac.g_00814	Prbe.g_00577
OG0000517	Prac.g_00812	Prbe.g_00576
OG0000518	Prac.g_00811	Prbe.g_00575
OG0000519	Prac.g_00810	Prbe.g_00573
OG0000520	Prac.g_00809	Prbe.g_00571
OG0000521	Prac.g_00808	Prbe.g_00570
OG0000522	Prac.g_00807	Prbe.g_00569
OG0000523	Prac.g_00806	Prbe.g_00568
OG0000524	Prac.g_00805	Prbe.g_00567
OG0000525	Prac.g_00804	Prbe.g_00566
OG0000526	Prac.g_00803	Prbe.g_00565
OG0000527	Prac.g_00802	Prbe.g_00564
OG0000528	Prac.g_00801	Prbe.g_00563
OG0000529	Prac.g_00800	Prbe.g_00562
OG0000530	Prac.g_00799	Prbe.g_00561
OG0000531	Prac.g_00798	Prbe.g_00560
OG0000532	Prac.g_00797	Prbe.g_00559
OG0000533	Prac.g_00795	Prbe.g_00557
OG0000534	Prac.g_00794	Prbe.g_00556
OG0000535	Prac.g_00793	Prbe.g_00555
OG0000536	Prac.g_00792	Prbe.g_00554
OG0000537	Prac.g_00791	Prbe.g_00553
OG0000538	Prac.g_00790	Prbe.g_00552
OG0000539	Prac.g_00787	Prbe.g_00548
OG0000540	Prac.g_00786	Prbe.g_00547
OG0000541	Prac.g_00785	Prbe.g_00546
OG0000542	Prac.g_00782	Prbe.g_00543
OG0000543	Prac.g_00780	Prbe.g_00542
OG0000544	Prac.g_00779	Prbe.g_00541
OG0000545	Prac.g_00778	Prbe.g_00540
OG0000546	Prac.g_00777	Prbe.g_00539
OG0000547	Prac.g_00776	Prbe.g_00538
OG0000548	Prac.g_00775	Prbe.g_00537
OG0000549	Prac.g_00772	Prbe.g_00535
OG0000550	Prac.g_00771	Prbe.g_00534
OG0000551	Prac.g_00770	Prbe.g_00533
OG0000552	Prac.g_00769	Prbe.g_00532
OG0000553	Prac.g_00768	Prbe.g_00531
OG0000554	Prac.g_00767	Prbe.g_00530
OG0000555	Prac.g_00766	Prbe.g_00528
OG0000556	Prac.g_00765	Prbe.g_00527
OG0000557	Prac.g_00764	Prbe.g_00526
OG0000558	Prac.g_00763	Prbe.g_00525
OG0000559	Prac.g_00762	Prbe.g_00524
OG0000560	Prac.g_00761	Prbe.g_00523
OG0000561	Prac.g_00760	Prbe.g_00522
OG0000562	Prac.g_00759	Prbe.g_00521
OG0000563	Prac.g_00758	Prbe.g_00520
OG0000564	Prac.g_00757	Prbe.g_00519
OG0000565	Prac.g_00756	Prbe.g_00518
OG0000566	Prac.g_00755	Prbe.g_00517
OG0000567	Prac.g_00754	Prbe.g_00516
OG0000568	Prac.g_00753	Prbe.g_00515
