Orthogroup	Prac	Prbg
OG0000199	Prac.g_01879	Prbg.g_00818
OG0000200	Prac.g_01867	Prbg.g_00806
OG0000201	Prac.g_01866	Prbg.g_00805
OG0000202	Prac.g_01865	Prbg.g_00804
OG0000203	Prac.g_01862	Prbg.g_00800
OG0000204	Prac.g_01861	Prbg.g_00799
OG0000205	Prac.g_01858	Prbg.g_00796
OG0000206	Prac.g_01856	Prbg.g_00794
OG0000207	Prac.g_01854	Prbg.g_00792
OG0000208	Prac.g_01853	Prbg.g_00791
OG0000209	Prac.g_01852	Prbg.g_00017
OG0000210	Prac.g_01851	Prbg.g_00790
OG0000211	Prac.g_01850	Prbg.g_00789
OG0000212	Prac.g_01849	Prbg.g_00788
OG0000213	Prac.g_01848	Prbg.g_00787
OG0000214	Prac.g_01847	Prbg.g_00786
OG0000215	Prac.g_01846	Prbg.g_00785
OG0000216	Prac.g_01845	Prbg.g_00784
OG0000217	Prac.g_01843	Prbg.g_00782
OG0000218	Prac.g_01842	Prbg.g_00781
OG0000219	Prac.g_01841	Prbg.g_00780
OG0000220	Prac.g_01840	Prbg.g_00861
OG0000221	Prac.g_01837	Prbg.g_00864
OG0000222	Prac.g_01836	Prbg.g_00865
OG0000223	Prac.g_01835	Prbg.g_00866
OG0000224	Prac.g_01834	Prbg.g_00868
OG0000225	Prac.g_01833	Prbg.g_00869
OG0000226	Prac.g_01832	Prbg.g_00870
OG0000227	Prac.g_01831	Prbg.g_00872
OG0000228	Prac.g_01830	Prbg.g_00873
OG0000229	Prac.g_01829	Prbg.g_00874
OG0000230	Prac.g_01828	Prbg.g_00875
OG0000231	Prac.g_01827	Prbg.g_00876
OG0000232	Prac.g_01825	Prbg.g_00877
OG0000233	Prac.g_01824	Prbg.g_00879
OG0000234	Prac.g_01823	Prbg.g_00880
OG0000235	Prac.g_01822	Prbg.g_00881
OG0000236	Prac.g_01821	Prbg.g_00884
OG0000237	Prac.g_01820	Prbg.g_00885
OG0000238	Prac.g_01819	Prbg.g_00886
OG0000239	Prac.g_01817	Prbg.g_00888
OG0000240	Prac.g_01816	Prbg.g_00889
OG0000241	Prac.g_01815	Prbg.g_00890
OG0000242	Prac.g_01814	Prbg.g_00891
OG0000243	Prac.g_01811	Prbg.g_00894
OG0000244	Prac.g_01809	Prbg.g_00897
OG0000245	Prac.g_01808	Prbg.g_00898
OG0000246	Prac.g_01807	Prbg.g_00899
OG0000247	Prac.g_01804	Prbg.g_00901
OG0000248	Prac.g_01802	Prbg.g_00903
OG0000249	Prac.g_01801	Prbg.g_00905
OG0000250	Prac.g_01800	Prbg.g_00906
OG0000251	Prac.g_01799	Prbg.g_00907
OG0000252	Prac.g_01798	Prbg.g_00908
OG0000253	Prac.g_01797	Prbg.g_00909
OG0000254	Prac.g_01795	Prbg.g_01349
OG0000255	Prac.g_01794	Prbg.g_00911
OG0000256	Prac.g_01791	Prbg.g_00914
OG0000257	Prac.g_01789	Prbg.g_00916
OG0000258	Prac.g_01785	Prbg.g_00922
OG0000259	Prac.g_01784	Prbg.g_00923
OG0000260	Prac.g_01783	Prbg.g_00924
OG0000261	Prac.g_01782	Prbg.g_00925
OG0000262	Prac.g_01781	Prbg.g_00926
OG0000263	Prac.g_01779	Prbg.g_00928
OG0000264	Prac.g_01778	Prbg.g_00929
OG0000265	Prac.g_01777	Prbg.g_00930
OG0000266	Prac.g_01776	Prbg.g_00931
OG0000267	Prac.g_01775	Prbg.g_00932
OG0000268	Prac.g_01774	Prbg.g_00934
OG0000269	Prac.g_01772	Prbg.g_00936
OG0000270	Prac.g_01771	Prbg.g_00937
OG0000271	Prac.g_01770	Prbg.g_00938
OG0000272	Prac.g_01769	Prbg.g_00939
OG0000273	Prac.g_01768	Prbg.g_00940
OG0000274	Prac.g_01767	Prbg.g_00941
OG0000275	Prac.g_01766	Prbg.g_00942
OG0000276	Prac.g_01765	Prbg.g_00943
OG0000277	Prac.g_01763	Prbg.g_00945
OG0000278	Prac.g_01762	Prbg.g_00946
OG0000279	Prac.g_01761	Prbg.g_00947
OG0000280	Prac.g_01759	Prbg.g_00949
OG0000281	Prac.g_01757	Prbg.g_00951
OG0000282	Prac.g_01756	Prbg.g_00952
OG0000283	Prac.g_01755	Prbg.g_00953
OG0000284	Prac.g_01754	Prbg.g_00954
OG0000285	Prac.g_01753	Prbg.g_00955
OG0000286	Prac.g_01752	Prbg.g_00956
OG0000287	Prac.g_01751	Prbg.g_00957
OG0000288	Prac.g_01749	Prbg.g_00959
OG0000289	Prac.g_01748	Prbg.g_00960
OG0000290	Prac.g_01747	Prbg.g_00961
OG0000291	Prac.g_01745	Prbg.g_00963
OG0000292	Prac.g_01744	Prbg.g_00965
OG0000293	Prac.g_01743	Prbg.g_00966
OG0000294	Prac.g_01742	Prbg.g_00967
OG0000295	Prac.g_01741	Prbg.g_00968
OG0000296	Prac.g_01740	Prbg.g_00969
OG0000297	Prac.g_01739	Prbg.g_00970
OG0000298	Prac.g_01737	Prbg.g_00972
OG0000299	Prac.g_01736	Prbg.g_00973
OG0000300	Prac.g_01735	Prbg.g_00974
OG0000301	Prac.g_01734	Prbg.g_00975
OG0000302	Prac.g_01733	Prbg.g_00976
OG0000303	Prac.g_01732	Prbg.g_00977
OG0000304	Prac.g_01730	Prbg.g_00979
OG0000305	Prac.g_01729	Prbg.g_00980
OG0000306	Prac.g_01726	Prbg.g_00983
OG0000307	Prac.g_01725	Prbg.g_00984
OG0000308	Prac.g_01724	Prbg.g_00985
OG0000309	Prac.g_01723	Prbg.g_00986
OG0000310	Prac.g_01722	Prbg.g_00987
OG0000311	Prac.g_01721	Prbg.g_00989
OG0000312	Prac.g_01720	Prbg.g_00990
OG0000313	Prac.g_01719	Prbg.g_00991
OG0000314	Prac.g_01718	Prbg.g_00992
OG0000315	Prac.g_01717	Prbg.g_00993
OG0000316	Prac.g_01716	Prbg.g_00994
OG0000317	Prac.g_01715	Prbg.g_00995
OG0000318	Prac.g_01714	Prbg.g_00996
OG0000319	Prac.g_01713	Prbg.g_00997
OG0000320	Prac.g_01712	Prbg.g_00998
OG0000321	Prac.g_01711	Prbg.g_00999
OG0000322	Prac.g_01710	Prbg.g_01000
OG0000323	Prac.g_01709	Prbg.g_01001
OG0000324	Prac.g_01708	Prbg.g_01002
OG0000325	Prac.g_01707	Prbg.g_01003
OG0000326	Prac.g_01706	Prbg.g_01004
OG0000327	Prac.g_01705	Prbg.g_01005
OG0000328	Prac.g_01704	Prbg.g_01007
OG0000329	Prac.g_01703	Prbg.g_01008
OG0000330	Prac.g_01702	Prbg.g_01009
OG0000331	Prac.g_01701	Prbg.g_01011
OG0000332	Prac.g_01700	Prbg.g_01012
OG0000333	Prac.g_01699	Prbg.g_01013
OG0000334	Prac.g_01698	Prbg.g_01014
OG0000335	Prac.g_01697	Prbg.g_01015
OG0000336	Prac.g_01695	Prbg.g_01017
OG0000337	Prac.g_01694	Prbg.g_01018
OG0000338	Prac.g_01690	Prbg.g_01023
OG0000339	Prac.g_01688	Prbg.g_01025
OG0000340	Prac.g_01686	Prbg.g_01027
OG0000341	Prac.g_01685	Prbg.g_01028
OG0000342	Prac.g_01684	Prbg.g_01029
OG0000343	Prac.g_01683	Prbg.g_01030
OG0000344	Prac.g_01680	Prbg.g_01033
OG0000345	Prac.g_01678	Prbg.g_01037
OG0000346	Prac.g_01677	Prbg.g_01038
OG0000347	Prac.g_01674	Prbg.g_01041
OG0000348	Prac.g_01672	Prbg.g_01042
OG0000349	Prac.g_01671	Prbg.g_01043
OG0000350	Prac.g_01669	Prbg.g_01045
OG0000351	Prac.g_01668	Prbg.g_01046
OG0000352	Prac.g_01667	Prbg.g_00042
OG0000353	Prac.g_01666	Prbg.g_00043
OG0000354	Prac.g_01665	Prbg.g_00045
OG0000355	Prac.g_01664	Prbg.g_00046
OG0000356	Prac.g_01663	Prbg.g_00047
OG0000357	Prac.g_01662	Prbg.g_00048
OG0000358	Prac.g_01661	Prbg.g_00049
OG0000359	Prac.g_01660	Prbg.g_00051
OG0000360	Prac.g_01656	Prbg.g_00054
OG0000361	Prac.g_01655	Prbg.g_00055
OG0000362	Prac.g_01654	Prbg.g_00056
OG0000363	Prac.g_01653	Prbg.g_00057
OG0000364	Prac.g_01649	Prbg.g_00061
OG0000365	Prac.g_01648	Prbg.g_00062
OG0000366	Prac.g_01646	Prbg.g_00065
OG0000367	Prac.g_01645	Prbg.g_00066
OG0000368	Prac.g_01644	Prbg.g_00067
OG0000369	Prac.g_01643	Prbg.g_00068
OG0000370	Prac.g_01642	Prbg.g_00069
OG0000371	Prac.g_01641	Prbg.g_00071
OG0000372	Prac.g_01640	Prbg.g_00072
OG0000373	Prac.g_01639	Prbg.g_00073
OG0000374	Prac.g_01637	Prbg.g_00074
OG0000375	Prac.g_01636	Prbg.g_00075
OG0000376	Prac.g_01633	Prbg.g_00078
OG0000377	Prac.g_01632	Prbg.g_00079
OG0000378	Prac.g_01631	Prbg.g_00080
OG0000379	Prac.g_01630	Prbg.g_00081
OG0000380	Prac.g_01629	Prbg.g_00082
OG0000381	Prac.g_01628	Prbg.g_00083
OG0000382	Prac.g_01627	Prbg.g_00084
OG0000383	Prac.g_01626	Prbg.g_00085
OG0000384	Prac.g_01623	Prbg.g_00087
OG0000385	Prac.g_01622	Prbg.g_00088
OG0000386	Prac.g_01621	Prbg.g_00089
OG0000387	Prac.g_01620	Prbg.g_00090
OG0000388	Prac.g_01619	Prbg.g_00091
OG0000389	Prac.g_01618	Prbg.g_00092
OG0000390	Prac.g_01617	Prbg.g_00093
OG0000391	Prac.g_01616	Prbg.g_00094
OG0000392	Prac.g_01615	Prbg.g_00095
OG0000393	Prac.g_01614	Prbg.g_00096
OG0000394	Prac.g_01613	Prbg.g_00097
OG0000395	Prac.g_01612	Prbg.g_00098
OG0000396	Prac.g_01610	Prbg.g_00099
OG0000397	Prac.g_01608	Prbg.g_00101
OG0000398	Prac.g_01607	Prbg.g_00102
OG0000399	Prac.g_01604	Prbg.g_00104
OG0000400	Prac.g_01603	Prbg.g_00110
OG0000401	Prac.g_01602	Prbg.g_00111
OG0000402	Prac.g_01200	Prbg.g_00117
OG0000403	Prac.g_01199	Prbg.g_00119
OG0000404	Prac.g_01198	Prbg.g_00120
OG0000405	Prac.g_01196	Prbg.g_00121
OG0000406	Prac.g_01193	Prbg.g_00124
OG0000407	Prac.g_01192	Prbg.g_00125
OG0000408	Prac.g_01189	Prbg.g_00128
OG0000409	Prac.g_01188	Prbg.g_00129
OG0000410	Prac.g_01187	Prbg.g_00130
OG0000411	Prac.g_01186	Prbg.g_00131
OG0000412	Prac.g_01185	Prbg.g_00132
OG0000413	Prac.g_01184	Prbg.g_01941
OG0000414	Prac.g_01183	Prbg.g_01942
OG0000415	Prac.g_01182	Prbg.g_01943
OG0000416	Prac.g_01179	Prbg.g_00136
OG0000417	Prac.g_01178	Prbg.g_00137
OG0000418	Prac.g_01177	Prbg.g_00139
OG0000419	Prac.g_01176	Prbg.g_00140
OG0000420	Prac.g_01175	Prbg.g_01214
OG0000421	Prac.g_01162	Prbg.g_01530
OG0000422	Prac.g_01154	Prbg.g_01602
OG0000423	Prac.g_01153	Prbg.g_01525
OG0000424	Prac.g_01148	Prbg.g_01714
OG0000425	Prac.g_01116	Prbg.g_00151
OG0000426	Prac.g_01115	Prbg.g_00152
OG0000427	Prac.g_01114	Prbg.g_00153
OG0000428	Prac.g_01112	Prbg.g_00155
OG0000429	Prac.g_01111	Prbg.g_00156
OG0000430	Prac.g_01109	Prbg.g_00158
OG0000431	Prac.g_01108	Prbg.g_00159
OG0000432	Prac.g_01107	Prbg.g_00160
OG0000433	Prac.g_01106	Prbg.g_00161
OG0000434	Prac.g_01105	Prbg.g_00162
OG0000435	Prac.g_01104	Prbg.g_00163
OG0000436	Prac.g_01103	Prbg.g_00164
OG0000437	Prac.g_01102	Prbg.g_00165
OG0000438	Prac.g_01101	Prbg.g_00166
OG0000439	Prac.g_01100	Prbg.g_00167
OG0000440	Prac.g_01099	Prbg.g_00168
OG0000441	Prac.g_01098	Prbg.g_00169
OG0000442	Prac.g_01097	Prbg.g_00170
OG0000443	Prac.g_01096	Prbg.g_00171
OG0000444	Prac.g_01095	Prbg.g_00172
OG0000445	Prac.g_01094	Prbg.g_00176
OG0000446	Prac.g_01092	Prbg.g_00178
OG0000447	Prac.g_01091	Prbg.g_00179
OG0000448	Prac.g_01089	Prbg.g_00180
OG0000449	Prac.g_01084	Prbg.g_00184
OG0000450	Prac.g_01083	Prbg.g_00185
OG0000451	Prac.g_01082	Prbg.g_00186
OG0000452	Prac.g_01081	Prbg.g_00188
OG0000453	Prac.g_01080	Prbg.g_00189
OG0000454	Prac.g_01073	Prbg.g_00190
OG0000455	Prac.g_01071	Prbg.g_00192
OG0000456	Prac.g_01067	Prbg.g_00196
OG0000457	Prac.g_01066	Prbg.g_00197
OG0000458	Prac.g_01065	Prbg.g_00198
OG0000459	Prac.g_01063	Prbg.g_00200
OG0000460	Prac.g_01061	Prbg.g_00202
OG0000461	Prac.g_01060	Prbg.g_00203
OG0000462	Prac.g_01059	Prbg.g_00204
OG0000463	Prac.g_01057	Prbg.g_00206
OG0000464	Prac.g_01056	Prbg.g_00207
OG0000465	Prac.g_01055	Prbg.g_00208
OG0000466	Prac.g_01054	Prbg.g_00209
OG0000467	Prac.g_01053	Prbg.g_00210
OG0000468	Prac.g_01052	Prbg.g_00211
OG0000469	Prac.g_01051	Prbg.g_00212
OG0000470	Prac.g_01050	Prbg.g_00213
OG0000471	Prac.g_01049	Prbg.g_00214
OG0000472	Prac.g_00871	Prbg.g_00220
OG0000473	Prac.g_00870	Prbg.g_00221
OG0000474	Prac.g_00869	Prbg.g_00222
OG0000475	Prac.g_00868	Prbg.g_00223
OG0000476	Prac.g_00866	Prbg.g_00224
OG0000477	Prac.g_00865	Prbg.g_00225
OG0000478	Prac.g_00864	Prbg.g_00226
OG0000479	Prac.g_00863	Prbg.g_00227
OG0000480	Prac.g_00861	Prbg.g_00229
OG0000481	Prac.g_00859	Prbg.g_00231
OG0000482	Prac.g_00858	Prbg.g_00232
OG0000483	Prac.g_00857	Prbg.g_00234
OG0000484	Prac.g_00856	Prbg.g_00235
OG0000485	Prac.g_00855	Prbg.g_00236
OG0000486	Prac.g_00854	Prbg.g_00237
OG0000487	Prac.g_00849	Prbg.g_00241
OG0000488	Prac.g_00847	Prbg.g_00242
OG0000489	Prac.g_00846	Prbg.g_00243
OG0000490	Prac.g_00845	Prbg.g_00244
OG0000491	Prac.g_00844	Prbg.g_00245
OG0000492	Prac.g_00843	Prbg.g_00246
OG0000493	Prac.g_00842	Prbg.g_00247
OG0000494	Prac.g_00841	Prbg.g_00248
OG0000495	Prac.g_00838	Prbg.g_00251
OG0000496	Prac.g_00837	Prbg.g_00252
OG0000497	Prac.g_00836	Prbg.g_00253
OG0000498	Prac.g_00835	Prbg.g_00254
OG0000499	Prac.g_00834	Prbg.g_00255
OG0000500	Prac.g_00832	Prbg.g_00257
OG0000501	Prac.g_00831	Prbg.g_00258
OG0000502	Prac.g_00830	Prbg.g_00259
OG0000503	Prac.g_00828	Prbg.g_00261
OG0000504	Prac.g_00827	Prbg.g_00262
OG0000505	Prac.g_00826	Prbg.g_00264
OG0000506	Prac.g_00825	Prbg.g_00265
OG0000507	Prac.g_00824	Prbg.g_00266
OG0000508	Prac.g_00823	Prbg.g_00267
OG0000509	Prac.g_00822	Prbg.g_00268
OG0000510	Prac.g_00821	Prbg.g_00269
OG0000511	Prac.g_00819	Prbg.g_00271
OG0000512	Prac.g_00818	Prbg.g_00272
OG0000513	Prac.g_00817	Prbg.g_00273
OG0000514	Prac.g_00816	Prbg.g_00274
OG0000515	Prac.g_00815	Prbg.g_00275
OG0000516	Prac.g_00814	Prbg.g_00276
OG0000517	Prac.g_00812	Prbg.g_00277
OG0000518	Prac.g_00811	Prbg.g_00278
OG0000519	Prac.g_00810	Prbg.g_00280
OG0000520	Prac.g_00809	Prbg.g_00282
OG0000521	Prac.g_00808	Prbg.g_00283
OG0000522	Prac.g_00807	Prbg.g_00284
OG0000523	Prac.g_00806	Prbg.g_00285
OG0000524	Prac.g_00805	Prbg.g_00286
OG0000525	Prac.g_00804	Prbg.g_00287
OG0000526	Prac.g_00803	Prbg.g_00288
OG0000527	Prac.g_00802	Prbg.g_00289
OG0000528	Prac.g_00801	Prbg.g_00290
OG0000529	Prac.g_00800	Prbg.g_00291
OG0000530	Prac.g_00799	Prbg.g_00292
OG0000531	Prac.g_00798	Prbg.g_00293
OG0000532	Prac.g_00797	Prbg.g_00294
OG0000533	Prac.g_00795	Prbg.g_00296
OG0000534	Prac.g_00794	Prbg.g_00297
OG0000535	Prac.g_00793	Prbg.g_00298
OG0000536	Prac.g_00792	Prbg.g_00299
OG0000537	Prac.g_00791	Prbg.g_00300
OG0000538	Prac.g_00790	Prbg.g_00301
OG0000539	Prac.g_00787	Prbg.g_00305
OG0000540	Prac.g_00786	Prbg.g_00306
OG0000541	Prac.g_00785	Prbg.g_00307
OG0000542	Prac.g_00782	Prbg.g_00310
OG0000543	Prac.g_00780	Prbg.g_00311
OG0000544	Prac.g_00779	Prbg.g_00312
OG0000545	Prac.g_00778	Prbg.g_00313
OG0000546	Prac.g_00777	Prbg.g_00314
OG0000547	Prac.g_00776	Prbg.g_00315
OG0000548	Prac.g_00775	Prbg.g_00316
OG0000549	Prac.g_00772	Prbg.g_00318
OG0000550	Prac.g_00771	Prbg.g_00319
OG0000551	Prac.g_00770	Prbg.g_00320
OG0000552	Prac.g_00769	Prbg.g_00321
OG0000553	Prac.g_00768	Prbg.g_00322
OG0000554	Prac.g_00767	Prbg.g_00323
OG0000555	Prac.g_00766	Prbg.g_00325
OG0000556	Prac.g_00765	Prbg.g_00326
OG0000557	Prac.g_00764	Prbg.g_00327
OG0000558	Prac.g_00763	Prbg.g_00328
OG0000559	Prac.g_00762	Prbg.g_00329
OG0000560	Prac.g_00761	Prbg.g_00330
OG0000561	Prac.g_00760	Prbg.g_00331
OG0000562	Prac.g_00759	Prbg.g_00332
OG0000563	Prac.g_00758	Prbg.g_00333
OG0000564	Prac.g_00757	Prbg.g_00334
OG0000565	Prac.g_00756	Prbg.g_00335
OG0000566	Prac.g_00755	Prbg.g_00336
OG0000567	Prac.g_00754	Prbg.g_00337
OG0000568	Prac.g_00753	Prbg.g_00338
