Orthogroup	Prac	Praz
OG0000217	Prac.g_01843	Praz.g_00448
OG0000218	Prac.g_01842	Praz.g_00449
OG0000219	Prac.g_01841	Praz.g_00450
OG0000220	Prac.g_01840	Praz.g_00451
OG0000221	Prac.g_01837	Praz.g_00454
OG0000222	Prac.g_01836	Praz.g_00455
OG0000223	Prac.g_01835	Praz.g_00456
OG0000224	Prac.g_01834	Praz.g_00457
OG0000225	Prac.g_01833	Praz.g_00458
OG0000226	Prac.g_01832	Praz.g_00459
OG0000227	Prac.g_01831	Praz.g_00460
OG0000228	Prac.g_01830	Praz.g_00461
OG0000229	Prac.g_01829	Praz.g_00462
OG0000230	Prac.g_01828	Praz.g_00463
OG0000231	Prac.g_01827	Praz.g_00464
OG0000232	Prac.g_01825	Praz.g_00466
OG0000233	Prac.g_01824	Praz.g_00467
OG0000234	Prac.g_01823	Praz.g_00468
OG0000235	Prac.g_01822	Praz.g_00469
OG0000236	Prac.g_01821	Praz.g_00470
OG0000237	Prac.g_01820	Praz.g_00471
OG0000238	Prac.g_01819	Praz.g_00472
OG0000239	Prac.g_01817	Praz.g_00474
OG0000240	Prac.g_01816	Praz.g_00475
OG0000241	Prac.g_01815	Praz.g_00476
OG0000242	Prac.g_01814	Praz.g_00477
OG0000243	Prac.g_01811	Praz.g_00480
OG0000244	Prac.g_01809	Praz.g_00482
OG0000245	Prac.g_01808	Praz.g_00483
OG0000246	Prac.g_01807	Praz.g_00484
OG0000247	Prac.g_01804	Praz.g_00487
OG0000248	Prac.g_01802	Praz.g_00489
OG0000249	Prac.g_01801	Praz.g_00490
OG0000250	Prac.g_01800	Praz.g_00491
OG0000251	Prac.g_01799	Praz.g_00492
OG0000252	Prac.g_01798	Praz.g_00493
OG0000253	Prac.g_01797	Praz.g_00494
OG0000254	Prac.g_01795	Praz.g_00496
OG0000255	Prac.g_01794	Praz.g_00497
OG0000256	Prac.g_01791	Praz.g_00500
OG0000257	Prac.g_01789	Praz.g_00502
OG0000258	Prac.g_01785	Praz.g_00505
OG0000259	Prac.g_01784	Praz.g_00506
OG0000260	Prac.g_01783	Praz.g_00507
OG0000261	Prac.g_01782	Praz.g_00508
OG0000262	Prac.g_01781	Praz.g_00509
OG0000263	Prac.g_01779	Praz.g_00511
OG0000264	Prac.g_01778	Praz.g_00512
OG0000265	Prac.g_01777	Praz.g_00513
OG0000266	Prac.g_01776	Praz.g_00514
OG0000267	Prac.g_01775	Praz.g_00515
OG0000268	Prac.g_01774	Praz.g_00516
OG0000269	Prac.g_01772	Praz.g_00518
OG0000270	Prac.g_01771	Praz.g_00519
OG0000271	Prac.g_01770	Praz.g_00520
OG0000272	Prac.g_01769	Praz.g_00521
OG0000273	Prac.g_01768	Praz.g_00522
OG0000274	Prac.g_01767	Praz.g_00523
OG0000275	Prac.g_01766	Praz.g_00524
OG0000276	Prac.g_01765	Praz.g_00525
OG0000277	Prac.g_01763	Praz.g_00527
OG0000278	Prac.g_01762	Praz.g_00528
OG0000279	Prac.g_01761	Praz.g_00529
OG0000280	Prac.g_01759	Praz.g_00531
OG0000281	Prac.g_01757	Praz.g_00533
OG0000282	Prac.g_01756	Praz.g_00534
OG0000283	Prac.g_01755	Praz.g_00535
OG0000284	Prac.g_01754	Praz.g_00536
OG0000285	Prac.g_01753	Praz.g_00537
OG0000286	Prac.g_01752	Praz.g_00538
OG0000287	Prac.g_01751	Praz.g_00539
OG0000288	Prac.g_01749	Praz.g_00541
OG0000289	Prac.g_01748	Praz.g_00542
OG0000290	Prac.g_01747	Praz.g_00543
OG0000291	Prac.g_01745	Praz.g_00545
OG0000292	Prac.g_01744	Praz.g_00546
OG0000293	Prac.g_01743	Praz.g_00547
OG0000294	Prac.g_01742	Praz.g_00548
OG0000295	Prac.g_01741	Praz.g_00549
OG0000296	Prac.g_01740	Praz.g_00550
OG0000297	Prac.g_01739	Praz.g_00551
OG0000298	Prac.g_01737	Praz.g_00553
OG0000299	Prac.g_01736	Praz.g_00554
OG0000300	Prac.g_01735	Praz.g_00555
OG0000301	Prac.g_01734	Praz.g_00556
OG0000302	Prac.g_01733	Praz.g_00557
OG0000303	Prac.g_01732	Praz.g_00558
OG0000304	Prac.g_01730	Praz.g_00560
OG0000305	Prac.g_01729	Praz.g_00561
OG0000306	Prac.g_01726	Praz.g_00564
OG0000307	Prac.g_01725	Praz.g_00565
OG0000308	Prac.g_01724	Praz.g_00566
OG0000309	Prac.g_01723	Praz.g_00567
OG0000310	Prac.g_01722	Praz.g_00568
OG0000311	Prac.g_01721	Praz.g_00569
OG0000312	Prac.g_01720	Praz.g_00570
OG0000313	Prac.g_01719	Praz.g_00571
OG0000314	Prac.g_01718	Praz.g_00572
OG0000315	Prac.g_01717	Praz.g_00573
OG0000316	Prac.g_01716	Praz.g_00574
OG0000317	Prac.g_01715	Praz.g_00575
OG0000318	Prac.g_01714	Praz.g_00576
OG0000319	Prac.g_01713	Praz.g_00577
OG0000320	Prac.g_01712	Praz.g_00578
OG0000321	Prac.g_01711	Praz.g_00579
OG0000322	Prac.g_01710	Praz.g_00580
OG0000323	Prac.g_01709	Praz.g_00581
OG0000324	Prac.g_01708	Praz.g_00582
OG0000325	Prac.g_01707	Praz.g_00583
OG0000326	Prac.g_01706	Praz.g_00584
OG0000327	Prac.g_01705	Praz.g_00585
OG0000328	Prac.g_01704	Praz.g_00586
OG0000329	Prac.g_01703	Praz.g_00587
OG0000330	Prac.g_01702	Praz.g_00588
OG0000331	Prac.g_01701	Praz.g_00589
OG0000332	Prac.g_01700	Praz.g_00590
OG0000333	Prac.g_01699	Praz.g_00591
OG0000334	Prac.g_01698	Praz.g_00592
OG0000335	Prac.g_01697	Praz.g_00593
OG0000336	Prac.g_01695	Praz.g_00595
OG0000337	Prac.g_01694	Praz.g_00596
OG0000338	Prac.g_01690	Praz.g_00600
OG0000339	Prac.g_01688	Praz.g_00602
OG0000340	Prac.g_01686	Praz.g_00604
OG0000341	Prac.g_01685	Praz.g_00605
OG0000342	Prac.g_01684	Praz.g_00606
OG0000343	Prac.g_01683	Praz.g_00607
OG0000344	Prac.g_01680	Praz.g_00610
OG0000345	Prac.g_01678	Praz.g_00613
OG0000346	Prac.g_01677	Praz.g_00614
OG0000347	Prac.g_01674	Praz.g_00617
OG0000348	Prac.g_01672	Praz.g_00618
OG0000349	Prac.g_01671	Praz.g_00619
OG0000350	Prac.g_01669	Praz.g_00621
OG0000351	Prac.g_01668	Praz.g_00622
OG0000352	Prac.g_01667	Praz.g_00623
OG0000353	Prac.g_01666	Praz.g_00624
OG0000354	Prac.g_01665	Praz.g_00625
OG0000355	Prac.g_01664	Praz.g_00626
OG0000356	Prac.g_01663	Praz.g_00627
OG0000357	Prac.g_01662	Praz.g_00628
OG0000358	Prac.g_01661	Praz.g_00629
OG0000359	Prac.g_01660	Praz.g_00630
OG0000360	Prac.g_01656	Praz.g_00633
OG0000361	Prac.g_01655	Praz.g_00634
OG0000362	Prac.g_01654	Praz.g_00635
OG0000363	Prac.g_01653	Praz.g_00636
OG0000364	Prac.g_01649	Praz.g_00640
OG0000365	Prac.g_01648	Praz.g_00641
OG0000366	Prac.g_01646	Praz.g_00643
OG0000367	Prac.g_01645	Praz.g_00644
OG0000368	Prac.g_01644	Praz.g_00645
OG0000369	Prac.g_01643	Praz.g_00646
OG0000370	Prac.g_01642	Praz.g_00647
OG0000371	Prac.g_01641	Praz.g_00648
OG0000372	Prac.g_01640	Praz.g_00649
OG0000373	Prac.g_01639	Praz.g_00650
OG0000374	Prac.g_01637	Praz.g_00651
OG0000375	Prac.g_01636	Praz.g_00652
OG0000376	Prac.g_01633	Praz.g_00655
OG0000377	Prac.g_01632	Praz.g_00656
OG0000378	Prac.g_01631	Praz.g_00657
OG0000379	Prac.g_01630	Praz.g_00658
OG0000380	Prac.g_01629	Praz.g_00659
OG0000381	Prac.g_01628	Praz.g_00660
OG0000382	Prac.g_01627	Praz.g_00661
OG0000383	Prac.g_01626	Praz.g_00662
OG0000384	Prac.g_01623	Praz.g_00665
OG0000385	Prac.g_01622	Praz.g_00666
OG0000386	Prac.g_01621	Praz.g_00667
OG0000387	Prac.g_01620	Praz.g_00668
OG0000388	Prac.g_01619	Praz.g_00669
OG0000389	Prac.g_01618	Praz.g_00670
OG0000390	Prac.g_01617	Praz.g_00671
OG0000391	Prac.g_01616	Praz.g_00672
OG0000392	Prac.g_01615	Praz.g_00673
OG0000393	Prac.g_01614	Praz.g_00674
OG0000394	Prac.g_01613	Praz.g_00675
OG0000395	Prac.g_01612	Praz.g_00676
OG0000396	Prac.g_01610	Praz.g_00678
OG0000397	Prac.g_01608	Praz.g_00680
OG0000398	Prac.g_01607	Praz.g_00681
OG0000399	Prac.g_01604	Praz.g_00684
OG0000400	Prac.g_01603	Praz.g_00685
OG0000401	Prac.g_01602	Praz.g_00686
OG0000402	Prac.g_01200	Praz.g_01931
OG0000403	Prac.g_01199	Praz.g_01932
OG0000404	Prac.g_01198	Praz.g_01933
OG0000405	Prac.g_01196	Praz.g_01935
OG0000406	Prac.g_01193	Praz.g_00343
OG0000407	Prac.g_01192	Praz.g_00344
OG0000408	Prac.g_01189	Praz.g_00347
OG0000409	Prac.g_01188	Praz.g_00348
OG0000410	Prac.g_01187	Praz.g_00349
OG0000411	Prac.g_01186	Praz.g_00350
OG0000412	Prac.g_01185	Praz.g_00351
OG0000413	Prac.g_01184	Praz.g_00352
OG0000414	Prac.g_01183	Praz.g_00353
OG0000415	Prac.g_01182	Praz.g_00354
OG0000416	Prac.g_01179	Praz.g_00819
OG0000417	Prac.g_01178	Praz.g_00818
OG0000418	Prac.g_01177	Praz.g_00817
OG0000419	Prac.g_01176	Praz.g_00816
OG0000420	Prac.g_01175	Praz.g_00815
OG0000421	Prac.g_01162	Praz.g_00803
OG0000422	Prac.g_01154	Praz.g_00795
OG0000423	Prac.g_01153	Praz.g_00794
OG0000424	Prac.g_01148	Praz.g_00788
OG0000425	Prac.g_01116	Praz.g_01897
OG0000426	Prac.g_01115	Praz.g_01896
OG0000427	Prac.g_01114	Praz.g_01895
OG0000428	Prac.g_01112	Praz.g_01893
OG0000429	Prac.g_01111	Praz.g_01892
OG0000430	Prac.g_01109	Praz.g_01890
OG0000431	Prac.g_01108	Praz.g_01889
OG0000432	Prac.g_01107	Praz.g_01888
OG0000433	Prac.g_01106	Praz.g_01887
OG0000434	Prac.g_01105	Praz.g_01886
OG0000435	Prac.g_01104	Praz.g_01885
OG0000436	Prac.g_01103	Praz.g_01884
OG0000437	Prac.g_01102	Praz.g_01883
OG0000438	Prac.g_01101	Praz.g_01882
OG0000439	Prac.g_01100	Praz.g_01881
OG0000440	Prac.g_01099	Praz.g_01880
OG0000441	Prac.g_01098	Praz.g_01879
OG0000442	Prac.g_01097	Praz.g_01878
OG0000443	Prac.g_01096	Praz.g_01877
OG0000444	Prac.g_01095	Praz.g_01876
OG0000445	Prac.g_01094	Praz.g_01875
OG0000446	Prac.g_01092	Praz.g_01873
OG0000447	Prac.g_01091	Praz.g_01872
OG0000448	Prac.g_01089	Praz.g_01870
OG0000449	Prac.g_01084	Praz.g_01867
OG0000450	Prac.g_01083	Praz.g_01866
OG0000451	Prac.g_01082	Praz.g_01865
OG0000452	Prac.g_01081	Praz.g_01864
OG0000453	Prac.g_01080	Praz.g_01863
OG0000454	Prac.g_01073	Praz.g_01857
OG0000455	Prac.g_01071	Praz.g_01855
OG0000456	Prac.g_01067	Praz.g_01851
OG0000457	Prac.g_01066	Praz.g_01850
OG0000458	Prac.g_01065	Praz.g_01849
OG0000459	Prac.g_01063	Praz.g_01847
OG0000460	Prac.g_01061	Praz.g_01845
OG0000461	Prac.g_01060	Praz.g_01844
OG0000462	Prac.g_01059	Praz.g_01843
OG0000463	Prac.g_01057	Praz.g_01841
OG0000464	Prac.g_01056	Praz.g_01840
OG0000465	Prac.g_01055	Praz.g_01839
OG0000466	Prac.g_01054	Praz.g_01838
OG0000467	Prac.g_01053	Praz.g_01837
OG0000468	Prac.g_01052	Praz.g_01836
OG0000469	Prac.g_01051	Praz.g_01835
OG0000470	Prac.g_01050	Praz.g_01834
OG0000471	Prac.g_01049	Praz.g_01833
OG0000472	Prac.g_00871	Praz.g_01828
OG0000473	Prac.g_00870	Praz.g_01827
OG0000474	Prac.g_00869	Praz.g_01826
OG0000475	Prac.g_00868	Praz.g_01825
OG0000476	Prac.g_00866	Praz.g_01823
OG0000477	Prac.g_00865	Praz.g_01822
OG0000478	Prac.g_00864	Praz.g_01821
OG0000479	Prac.g_00863	Praz.g_01820
OG0000480	Prac.g_00861	Praz.g_01818
OG0000481	Prac.g_00859	Praz.g_01816
OG0000482	Prac.g_00858	Praz.g_01815
OG0000483	Prac.g_00857	Praz.g_01813
OG0000484	Prac.g_00856	Praz.g_01812
OG0000485	Prac.g_00855	Praz.g_01811
OG0000486	Prac.g_00854	Praz.g_01810
OG0000487	Prac.g_00849	Praz.g_01805
OG0000488	Prac.g_00847	Praz.g_01803
OG0000489	Prac.g_00846	Praz.g_01802
OG0000490	Prac.g_00845	Praz.g_01801
OG0000491	Prac.g_00844	Praz.g_01800
OG0000492	Prac.g_00843	Praz.g_01799
OG0000493	Prac.g_00842	Praz.g_01798
OG0000494	Prac.g_00841	Praz.g_01797
OG0000495	Prac.g_00838	Praz.g_01794
OG0000496	Prac.g_00837	Praz.g_01793
OG0000497	Prac.g_00836	Praz.g_01792
OG0000498	Prac.g_00835	Praz.g_01791
OG0000499	Prac.g_00834	Praz.g_01790
OG0000500	Prac.g_00832	Praz.g_01788
OG0000501	Prac.g_00831	Praz.g_01787
OG0000502	Prac.g_00830	Praz.g_01786
OG0000503	Prac.g_00828	Praz.g_01784
OG0000504	Prac.g_00827	Praz.g_01783
OG0000505	Prac.g_00826	Praz.g_01782
OG0000506	Prac.g_00825	Praz.g_01781
OG0000507	Prac.g_00824	Praz.g_01780
OG0000508	Prac.g_00823	Praz.g_01779
OG0000509	Prac.g_00822	Praz.g_01778
OG0000510	Prac.g_00821	Praz.g_01777
OG0000511	Prac.g_00819	Praz.g_01775
OG0000512	Prac.g_00818	Praz.g_01774
OG0000513	Prac.g_00817	Praz.g_01773
OG0000514	Prac.g_00816	Praz.g_01772
OG0000515	Prac.g_00815	Praz.g_01771
OG0000516	Prac.g_00814	Praz.g_01770
OG0000517	Prac.g_00812	Praz.g_01768
OG0000518	Prac.g_00811	Praz.g_01767
OG0000519	Prac.g_00810	Praz.g_01766
OG0000520	Prac.g_00809	Praz.g_01765
OG0000521	Prac.g_00808	Praz.g_01764
OG0000522	Prac.g_00807	Praz.g_01763
OG0000523	Prac.g_00806	Praz.g_01762
OG0000524	Prac.g_00805	Praz.g_01761
OG0000525	Prac.g_00804	Praz.g_01760
OG0000526	Prac.g_00803	Praz.g_01759
OG0000527	Prac.g_00802	Praz.g_01758
OG0000528	Prac.g_00801	Praz.g_01757
OG0000529	Prac.g_00800	Praz.g_01756
OG0000530	Prac.g_00799	Praz.g_01755
OG0000531	Prac.g_00798	Praz.g_01754
OG0000532	Prac.g_00797	Praz.g_01753
OG0000533	Prac.g_00795	Praz.g_01751
OG0000534	Prac.g_00794	Praz.g_01750
OG0000535	Prac.g_00793	Praz.g_01749
OG0000536	Prac.g_00792	Praz.g_01748
OG0000537	Prac.g_00791	Praz.g_01747
OG0000538	Prac.g_00790	Praz.g_01746
OG0000539	Prac.g_00787	Praz.g_01743
OG0000540	Prac.g_00786	Praz.g_01742
OG0000541	Prac.g_00785	Praz.g_01741
OG0000542	Prac.g_00782	Praz.g_01739
OG0000543	Prac.g_00780	Praz.g_01738
OG0000544	Prac.g_00779	Praz.g_01737
OG0000545	Prac.g_00778	Praz.g_01736
OG0000546	Prac.g_00777	Praz.g_01735
OG0000547	Prac.g_00776	Praz.g_01734
OG0000548	Prac.g_00775	Praz.g_01733
OG0000549	Prac.g_00772	Praz.g_01731
OG0000550	Prac.g_00771	Praz.g_01730
OG0000551	Prac.g_00770	Praz.g_01729
OG0000552	Prac.g_00769	Praz.g_01728
OG0000553	Prac.g_00768	Praz.g_01727
OG0000554	Prac.g_00767	Praz.g_01726
OG0000555	Prac.g_00766	Praz.g_01725
OG0000556	Prac.g_00765	Praz.g_01724
OG0000557	Prac.g_00764	Praz.g_01723
OG0000558	Prac.g_00763	Praz.g_01722
OG0000559	Prac.g_00762	Praz.g_01721
OG0000560	Prac.g_00761	Praz.g_01720
OG0000561	Prac.g_00760	Praz.g_01719
OG0000562	Prac.g_00759	Praz.g_01718
OG0000563	Prac.g_00758	Praz.g_01717
OG0000564	Prac.g_00757	Praz.g_01716
OG0000565	Prac.g_00756	Praz.g_01715
OG0000566	Prac.g_00755	Praz.g_01714
OG0000567	Prac.g_00754	Praz.g_01713
OG0000568	Prac.g_00753	Praz.g_01712
OG0000569	Prac.g_00750	Praz.g_01709
